और	och
समय	timing
समय	tidpunkt
समय	tidpunkter
समय	tid
समय	tidpunkt
समय	dags
समय	klockslag
समय	tiden
नाम	namnge
नाम	namn
नाम	name
वे	de
वे	dom
प्रकार	snäll
प्रकार	typ
प्रकार	typer
भारतीय	indiska
भारतीय	indier
भारतीय	indisk
भारतीय	indiskt
भारतीय	indian
किसी	någon
किसी	nån
तहसील	tehsil
क्षेत्र	area
क्षेत्र	område
क्षेत्र	området
क्षेत्र	yta
क्षेत्र	region
क्षेत्र	regionen
क्षेत्र	områden
अधिक	mera
अधिक	more
अधिक	fler
अधिक	mer
कई	många
कई	flera
वाले	wale
स्थित	ligger
स्थित	lokaliserad
स्थित	belägen
स्थित	lokaliserat
मण्डल	zone
मण्डल	zonen
मण्डल	zon
आधिकारिक	tjänsteman
आधिकारिक	officiell
आधिकारिक	officiellt
आधिकारिक	officiella
कारण	anledningar
कारण	orsaker
कारण	skäl
कारण	anledning
कारण	förnuft
कारण	skäl
कारण	orsak
कारण	orsaka
कारण	orsak
कारण	orsakar
कारण	orsaker
जैसे	gilla
जैसे	gillar
जैसे	som
जैसे	like
करता	översittare
करता	mobbare
उनके	deras
उनके	sina
उनके	dem
उनके	dom
सबसे	most
सबसे	mest
हिन्दी	hindi
बहुत	mycket
पहले	före
पहले	förut
पहले	innan
पहले	tidigare
पहले	först
पहले	första
अपनी	äga
अपनी	eget
अपनी	egen
अपनी	egna
अपनी	carnal
दो	två
जिला	distriktet
जिला	valdistrikt
जिला	distrikt
जब	när
उन्होंने	de
उन्होंने	dom
उन्होंने	egyptierna
उन्होंने	egyptier
जन्म	född
जन्म	born
जन्म	födda
जन्म	födelse
जन्म	födsel
जन्म	födseln
कोई	koi
कोई	någon
इन	inn
इन	värdshus
लेकिन	men
ये	denna
ये	detta
ये	dessa
कम	låga
कम	lågt
कम	low
कम	låg
कम	färre
कम	mindre
कम	färre
कहा	sa
कहा	said
कहा	sade
कहा	sagda
लोग	människor
लोग	personer
लोग	folk
लोग	people
आदि	etc
आदि	osv
आदि	mera
आदि	more
आदि	fler
आदि	mer
आदि	adi
उसके	hans
उसके	hennes
उसके	her
उसके	henne
प्राचीन	primitiv
प्राचीन	primitivt
प्राचीन	primitiva
प्राचीन	uråldrig
प्राचीन	forntida
प्राचीन	antikens
प्राचीन	praetor
देखें	klocka
देखें	titta
देखें	see
देखें	se
देखें	utsikt
देखें	vy
देखें	visa
उत्तर	svar
उत्तर	besvara
उत्तर	svara
उत्तर	norr
उत्तर	norra
उत्तर	norrut
उत्तर	nord
उत्तर	svar
उत्तर	svaren
भाषा	språken
भाषा	språk
भाषा	språket
भाषा	språk
लिये	för
सभी	allt
सभी	alla
प्राप्त	uppnådda
प्राप्त	framställda
प्राप्त	erhållen
प्राप्त	erhållna
प्राप्त	erhållits
प्राप्त	fått
प्राप्त	mottaget
प्राप्त	fick
प्राप्त	mottagen
प्राप्त	mottagna
इसका	its
इसका	dess
प्रयोग	experiment
प्रयोग	användning
प्रयोग	experimentet
प्रयोग	experiment
प्रयोग	experimentera
शामिल	involverad
शामिल	inblandat
शामिल	delaktig
शामिल	involverade
शामिल	inblandad
शामिल	inkluderar
शामिल	innefattar
शामिल	ingår
शामिल	inbegriper
शामिल	ingår
शामिल	inkluderade
शामिल	inkluderat
शामिल	inkluderad
शामिल	inkluderar
शामिल	inkludera
उन्हें	dem
उन्हें	dom
उस	att
स्थान	platser
स्थान	ställen
स्थान	mötesplats
स्थान	lokalen
स्थान	platser
स्थान	ställe
स्थान	place
स्थान	placera
स्थान	plats
स्थान	platsen
स्थान	läge
स्थान	plats
प्रमुख	chef
प्रमुख	chief
प्रमुख	chefen
प्रमुख	hövding
प्रमुख	större
प्रमुख	majoren
प्रमुख	major
प्रमुख	huvudämne
प्रमुख	huvudsakliga
प्रमुख	main
प्रमुख	huvudsaklig
प्रमुख	viktigaste
हुई	hui
बीच	stranden
बीच	beach
बीच	strand
बीच	centrum
बीच	center
बीच	mitten
गए	borta
गए	åkt
गए	gått
गए	åkte
गए	gick
मुख्य	chef
मुख्य	chief
मुख्य	chefen
मुख्य	hövding
मुख्य	huvudsakliga
मुख्य	main
मुख्य	huvudsaklig
मुख्य	viktigaste
थी	var
बिहार	bihar
उसे	honom
उसे	hennes
उसे	her
उसे	henne
कार्य	arbetsuppgifter
कार्य	uppgifter
कार्य	job
कार्य	jobb
कार्य	arbete
कार्य	work
कार्य	arbeta
कार्य	jobba
कार्य	arbetstillfällen
कार्य	arbeten
कार्य	jobb
कार्य	uppgift
उनकी	deras
उनकी	sina
आंध्र	andhra
नगर	town
नगर	stad
नगर	staden
नगर	staden
नगर	city
नगर	ort
नगर	stad
नगर	orten
नगर	nagar
उपयोग	användning
उपयोग	använda
उपयोग	använd
उपयोग	användning
उपयोग	användningsområden
उपयोग	användningar
उपयोग	använder
लोगों	människor
लोगों	personer
लोगों	folk
लोगों	people
आधार	basera
आधार	base
आधार	bas
आधार	basen
आधार	premiss
आधार	basis
आधार	grund
आधार	grundval
काम	arbete
काम	work
काम	arbeta
काम	jobba
जीवन	life
जीवन	livet
जीवन	livstid
जीवन	liv
विश्व	world
विश्व	värld
विश्व	världen
भाग	avsnitt
भाग	sektioner
भाग	delen
भाग	del
भाग	delar
निर्माण	skapande
निर्माण	skapelsen
निर्माण	skapelse
निर्माण	skapandet
निर्माण	byggverksamhet
निर्माण	byggande
निर्माण	konstruktion
निर्माण	bygg
निर्माण	bygga
निर्माण	tillverkning
निर्माण	tillverkningsindustrin
निर्माण	tillverkningsindustri
गई	åkte
गई	gick
दोनों	båda
दोनों	både
राष्ट्रीय	nationella
राष्ट्रीय	national
राष्ट्रीय	nationellt
राष्ट्रीय	nationell
जानकारी	info
जानकारी	upplysningar
जानकारी	information
जानकारी	uppgifter
पोर्टल	portal
पोर्टल	portalen
शहर	downtown
शहर	centrum
शहर	staden
शहर	city
शहर	ort
शहर	stad
शहर	orten
शहर	städer
शहर	orter
शहर	resmål
शहर	städerna
बार	stång
बार	galler
बार	bars
बार	barer
बार	bar
बार	gånger
बार	tider
बार	tiderna
बार	times
बार	ggr
वाली	wali
लगभग	nästan
लगभग	cirka
लगभग	ungefär
फिल्म	film
फिल्म	filma
फिल्म	film
यहाँ	här
प्रसिद्ध	berömt
प्रसिद्ध	kända
प्रसिद्ध	berömd
प्रसिद्ध	känd
प्रसिद्ध	berömda
विकास	utvecklingen
विकास	utveckling
विकास	tillväxten
विकास	tillväxt
केवल	bara
केवल	enbart
केवल	endast
देश	landet
देश	land
देश	nations
देश	nationen
देश	nation
देश	länderna
देश	länder
वेबसाइट	webbplatsen
वेबसाइट	webbsida
वेबसाइट	hemsidan
वेबसाइट	hemsida
वेबसाइट	webbplats
अलग	separerad
अलग	åtskilda
अलग	separerat
अलग	separerade
अलग	avskilda
अलग	avvikande
अलग	olika
अलग	annorlunda
अलग	separat
अलग	separata
अलग	separera
विशेष	exklusivt
विशेष	ensamrätt
विशेष	exklusiva
विशेष	exklusiv
विशेष	speciellt
विशेष	särskild
विशेष	speciell
विशेष	särskilda
विशेष	speciella
इसकी	its
इसकी	dess
कभी	någonsin
कभी	ever
दी	givet
दी	given
दी	givna
दी	gav
पृष्ठ	sida
पृष्ठ	sidan
पृष्ठ	page
पृष्ठ	sidorna
पृष्ठ	sidor
माना	övervägde
माना	övervägt
माना	anses
माना	mana
माना	påstådd
शब्द	ord
शब्द	word
शब्द	ord
फिर	sedan
फिर	sen
फिर	då
तीन	tre
तीन	three
पुरस्कार	belöningar
पुरस्कार	pris
पुरस्कार	utmärkelse
पुरस्कार	tilldelning
पुरस्कार	awards
पुरस्कार	utmärkelser
पुरस्कार	priser
पुरस्कार	belöna
पुरस्कार	belöning
लेख	artiklar
लेख	artiklarna
लेख	tes
लेख	avhandling
लेख	artikeln
लेख	artikel
अब	nu
दौरान	under
अमेरिका	america
अमेरिका	amerika
मंदिर	templet
मंदिर	tempel
मंदिर	temple
अलावा	tillägg
अलावा	tillsats
अलावा	isär
अलावा	bortsett
वार्ता	föredrag
वार्ता	samtal
दक्षिण	syd
दक्षिण	söderut
दक्षिण	söder
दक्षिण	södra
स्थल	mötesplats
स्थल	lokalen
विभिन्न	diverse
विभिन्न	olika
विभिन्न	övrigt
विभिन्न	diverse
इतिहास	historia
इतिहास	historik
इतिहास	historiken
लिया	tagit
लिया	tagen
लिया	togs
लिया	tagna
फ़िल्म	film
फ़िल्म	filma
फ़िल्म	film
क्योंकि	eftersom
पास	passera
विस्तृत	detaljerade
विस्तृत	detaljerat
विस्तृत	detaljerad
विस्तृत	utförlig
विस्तृत	utarbeta
विस्तृत	uttömmande
विस्तृत	avancerad
विस्तृत	avancerat
विस्तृत	avancerade
दिन	dag
दिन	dagen
दिन	day
दिन	dagtid
दिन	dagarna
दिन	dagar
दिन	days
कृषि	jordbruket
कृषि	jordbruk
कृषि	lantbruk
जाना	lönsamhet
जाना	livskraft
शुरू	påbörjade
शुरू	började
शुरू	startat
शुरू	påbörjad
शुरू	startad
शुरू	startade
शुरू	börja
शुरू	påbörja
व्यक्ति	person
व्यक्ति	personen
व्यक्ति	individuell
व्यक्ति	individuellt
व्यक्ति	individ
व्यक्ति	individuella
व्यक्ति	individualism
उनका	deras
उनका	sina
विज्ञान	vetenskap
विज्ञान	naturvetenskap
विज्ञान	vetenskapen
सदस्य	medlem
सदस्य	medlemmen
सदस्य	ledamot
सदस्य	abonnenten
सदस्य	prenumeranter
सदस्य	abonnenter
सदस्य	prenumeranter
सदस्य	medlemmars
सदस्य	medlemmarna
सदस्य	medlemmar
सदस्य	ledamöter
हालांकि	fastän
सिंह	singh
सिंह	leos
सिंह	leo
अनेक	många
अनेक	flera
अनेक	multipla
अनेक	flera
अनेक	multipel
अनेक	flertal
यहां	här
संख्या	tal
संख्या	antal
संख्या	nummer
संख्या	tal
संख्या	nummer
संख्या	siffror
अपना	äga
अपना	eget
अपना	egen
अपना	egna
अपना	ditt
अपना	din
अपना	dina
बात	sak
बात	thing
बात	snacka
बात	föredrag
बात	prat
बात	talk
बात	prata
साहित्य	litteratur
साहित्य	litteraturen
शिक्षा	utbildning
दिल्ली	delhi
धर्म	religion
धर्म	religioner
धर्म	dharma
मूल	ursprung
मूल	original
मूल	infödda
मूल	inhemska
मूल	ursprungliga
मूल	ursprungligt
मूल	originellt
मूल	original
मूल	ursprunglig
मूल	grundläggande
मूल	basic
तब	sedan
तब	sen
तब	då
बना	gör
बना	fabrikat
बना	göra
बना	made
बना	tillverkad
बना	tillverkade
बना	tillverkat
बना	gjorda
कोड	code
कोड	kod
कोड	koder
कोड	koderna
संयुक्त	samtidig
संयुक्त	samtidiga
संयुक्त	förenade
संयुक्त	united
संयुक्त	enad
संयुक्त	enade
संयुक्त	kombinerade
संयुक्त	kombinerad
संयुक्त	kombinerat
संयुक्त	joint
संयुक्त	gemensamt
संयुक्त	gemensamma
संयुक्त	gemensam
जुलाई	juli
युद्ध	battle
युद्ध	slaget
युद्ध	kamp
युद्ध	strid
युद्ध	kriga
युद्ध	kriget
युद्ध	krig
युद्ध	war
नदी	river
नदी	floden
नदी	flod
वाला	vala
काल	spänd
काल	spänt
काल	spända
काल	ring
काल	call
काल	samtal
काल	ringa
काल	perioden
काल	period
काल	tidsperiod
ऐसे	sådana
ऐसे	sådan
ऐसे	sådant
वर्षों	years
वर्षों	åratal
वर्षों	åren
वर्षों	år
वर्षों	regnskog
वर्षों	regnskogen
प्रति	per
स्टेशन	järnvägsstation
स्टेशन	station
स्टेशन	stationen
स्टेशन	stationer
स्टेशन	stationerna
बड़े	large
बड़े	stora
बड़े	stor
बड़े	stort
बड़े	big
बड़े	stora
बड़े	stor
बड़े	stort
जनवरी	januari
मध्य	centrala
मध्य	centralen
मध्य	central
मध्य	centralt
मध्य	mellersta
मध्य	centrum
मध्य	center
मध्य	mitten
मध्य	median
मध्य	medelväg
मध्य	mitten
मध्य	mellersta
मध्य	middle
राजा	raja
राजा	king
राजा	kungen
राजा	kung
राजा	konung
प्रथम	först
प्रथम	första
विश्वविद्यालय	universitet
विश्वविद्यालय	universiteten
विश्वविद्यालय	university
विश्वविद्यालय	universitet
विश्वविद्यालय	universitetet
विश्वविद्यालय	högskola
जून	jun
जून	juni
जून	june
उसकी	hans
उसकी	hennes
उसकी	her
उसकी	henne
जिसके	lindrar
मार्च	mar
मार्च	marsch
मार्च	marschera
मार्च	march
मार्च	demonstrationståg
मार्च	mars
बन	bulle
बनी	bunny
अर्थ	innebörd
अर्थ	betydelse
अर्थ	mening
अप्रैल	apr
अप्रैल	april
महत्वपूर्ण	viktiga
महत्वपूर्ण	viktig
महत्वपूर्ण	viktigt
महत्वपूर्ण	kritisk
महत्वपूर्ण	kritiskt
महत्वपूर्ण	kritiska
महत्वपूर्ण	betydelsefull
प्रामाणिक	autentisk
प्रामाणिक	autentiska
प्रामाणिक	äkta
प्रामाणिक	giltiga
आप	ni
आप	dig
आप	du
किए	coa
अक्टूबर	oktober
अक्टूबर	okt
समूह	församling
समूह	församlingen
समूह	gruppen
समूह	grupp
समूह	gruppera
समूह	grupper
समूह	grupperna
वर्तमान	aktuell
वर्तमान	nuvarande
वर्तमान	aktuellt
वर्तमान	aktuella
वर्तमान	nuvarande
वर्तमान	närvarande
वर्तमान	present
वर्तमान	nutid
अध्ययन	studerar
अध्ययन	studera
अध्ययन	studier
अध्ययन	studie
अध्ययन	studera
अध्ययन	undersökningar
अध्ययन	studier
विभाग	departement
विभाग	department
विभाग	avdelning
विभाग	avdelningen
विभाग	departementet
विभाग	division
विभाग	delning
विभाग	departement
विभाग	avdelningar
आम	mango
आम	vanligt
आम	gemensamt
आम	vanlig
आम	vanliga
आम	gemensamma
स्थिति	status
स्थिति	ställning
स्थिति	ställning
स्थिति	position
स्थिति	ståndpunkt
स्थिति	befattning
स्थिति	stat
स्थिति	statliga
स्थिति	delstat
स्थिति	statligt
स्थिति	skick
स्थिति	villkor
स्थिति	läget
स्थिति	situationen
स्थिति	situation
प्रभाव	impact
प्रभाव	effekter
प्रभाव	inverkan
प्रभाव	påverkan
प्रभाव	effekter
प्रभाव	verkningar
प्रभाव	influenser
प्रभाव	verkan
प्रभाव	effekten
प्रभाव	effekt
आदर्श	idealism
आदर्श	ideal
आदर्श	idealiska
आदर्श	ideala
आदर्श	idealisk
आदर्श	idealiskt
आदर्श	idol
साल	years
साल	åratal
साल	åren
साल	år
साल	year
साल	årsmodell
साल	året
साल	år
पहली	först
पहली	första
संगीत	music
संगीत	musikåret
संगीत	musik
अमेरिकी	american
अमेरिकी	amerikan
अमेरिकी	amerikanskt
अमेरिकी	amerikansk
अमेरिकी	amerikanska
अमेरिकी	amerikanerna
अमेरिकी	amerikaner
सेवा	gudstjänst
सेवा	tjänsten
सेवा	service
सेवा	tjänst
बनाने	skapa
बनाने	skapar
आज	idag
स्थापित	fastställd
स्थापित	etablerade
स्थापित	inrättad
स्थापित	etablerad
स्थापित	etablerat
स्थापित	installerat
स्थापित	installerats
स्थापित	installerade
स्थापित	installerad
स्थापित	grundats
स्थापित	grundat
स्थापित	grundades
स्थापित	grundad
स्थापित	grundade
स्थापित	etablera
स्थापित	upprätta
उच्च	high
उच्च	höga
उच्च	hög
उच्च	högt
उच्च	sublima
चाहिए	bör
चाहिए	ska
चाहिए	borde
देता	ger
देता	skänker
उपलब्ध	tillgänglig
उपलब्ध	tillgängligt
उपलब्ध	tillgängliga
काफी	nog
काफी	tillräckligt
काफी	massor
बड़ी	large
बड़ी	stora
बड़ी	stor
बड़ी	stort
बड़ी	big
बड़ी	stora
बड़ी	stor
बड़ी	stort
चार	fyra
शक	tvekan
शक	tvivel
शक	tvivlar
प्रभा	irja
प्रभा	pera
श्री	sri
उदाहरण	instans
उदाहरण	instanser
उदाहरण	exempel
उदाहरण	illustration
उदाहरण	exempel
उसका	hans
उसका	hennes
उसका	her
उसका	henne
ले	take
ले	tagning
ले	ta
जिससे	vilka
जिससे	vilket
जिससे	vilken
जिससे	som
स्थापना	montering
स्थापना	installation
स्थापना	anläggning
स्थापना	installationer
स्थापना	anläggningar
स्थापना	installerar
स्थापना	installera
स्थापना	installation
स्थापना	inrättning
स्थापना	anläggning
स्थापना	etablering
स्थापना	inrättandet
स्थापना	inrättande
कंपनी	sällskap
कंपनी	bolag
कंपनी	företag
कंपनी	företaget
अधिकांश	most
अधिकांश	mest
अधिकांश	oftast
अधिकांश	mest
अधिकांश	mestadels
सामाजिक	socialt
सामाजिक	sociala
सामाजिक	social
प्रत्येक	varenda
प्रत्येक	varje
प्रत्येक	varje
प्रत्येक	vardera
बड़ा	large
बड़ा	stora
बड़ा	stor
बड़ा	stort
बड़ा	big
बड़ा	stora
बड़ा	stor
बड़ा	stort
बड़ा	jättebra
बड़ा	härligt
बड़ा	toppen
बड़ा	större
बड़ा	större
स्तर	nivåerna
स्तर	nivåer
स्तर	nivå
स्तर	level
बनाया	made
बनाया	tillverkad
बनाया	tillverkade
बनाया	tillverkat
बनाया	gjorda
बनाया	skapad
बनाया	skapat
बनाया	skapade
बनाया	skapats
बनाया	skapades
जारी	fortsatte
जारी	fortsättning
जारी	fortsatt
जारी	pågår
जारी	pågående
जारी	utfärdat
जारी	utfärdad
जारी	utfärdade
जारी	utgivna
जबकि	medan
चित्र	bilden
चित्र	bild
चित्र	tavlor
चित्र	pictures
चित्र	bilder
चित्र	avbild
चित्र	bilden
चित्र	image
चित्र	bild
चित्र	avbildningar
चित्र	bilder
इससे	från
इससे	uppfinner
प्रणाली	systemet
प्रणाली	system
सरकारी	tjänsteman
सरकारी	officiell
सरकारी	officiellt
सरकारी	officiella
सरकारी	regering
सरकारी	regeringen
जहां	var
जहां	där
जहां	vart
देशों	länderna
देशों	länder
जल	vatten
सूची	förteckning
सूची	list
सूची	lista
सूची	listor
सूची	förteckningar
रखा	hållit
रखा	höll
रखा	behöll
रखा	behållit
विचार	idé
विचार	uppslag
विचार	idéer
विचार	tyckte
विचार	trodde
विचार	tänkte
विचार	hänsyn
विचार	beaktande
विचार	övervägande
विचार	funderingar
विचार	tankar
छोटे	small
छोटे	små
छोटे	litet
छोटे	liten
छोटे	little
छोटे	lilla
छोटे	litet
छोटे	liten
ऊपर	överst
ऊपर	toppen
ऊपर	topp
ऊपर	ovanstående
ऊपर	ovan
ऊपर	ovanför
आधारित	baserad
आधारित	baserade
आधारित	baserat
इसलिए	alltså
इसलिए	därför
पानी	vatten
सामान्य	allmän
सामान्य	allmänna
सामान्य	allmänt
सामान्य	vanligt
सामान्य	gemensamt
सामान्य	vanlig
सामान्य	vanliga
सामान्य	gemensamma
सामान्य	normalt
सामान्य	normala
सामान्य	normal
आगे	vidarebefordra
आगे	framåt
आगे	framåt
कुल	sammanlagda
कुल	aggregat
कुल	totalt
कुल	sammanlagt
कुल	total
कुल	totala
कुल	summa
एक्स्प्रेस	uttrycka
एक्स्प्रेस	express
एक्स्प्रेस	expressen
पुलिस	polis
पुलिस	poliser
पुलिस	polisen
वर्ग	kategori
वर्ग	kategorin
वर्ग	torg
वर्ग	square
वर्ग	fyrkantig
वर्ग	kvadrat
वर्ग	fyrkant
वर्ग	torget
वर्ग	klasser
वर्ग	klasserna
वर्ग	lektioner
वर्ग	klass
वर्ग	klassen
शरीर	body
शरीर	kropp
शरीर	kroppen
शरीर	kropps
अंग्रेजी	swedish
अंग्रेजी	engelska
माध्यम	medium
माध्यम	medelhög
माध्यम	medellång
माध्यम	medelstor
मानव	mänskliga
मानव	mänsklig
मानव	mänskligt
मानव	människa
पाकिस्तान	pakistan
पाकिस्तान	pakistanska
भूमिका	introduktion
भूमिका	inledning
भूमिका	införande
भूमिका	införsel
भूमिका	rollen
भूमिका	roll
हर	varenda
हर	varje
अतिरिक्त	statister
अतिरिक्त	reserv
अतिरिक्त	skona
अतिरिक्त	bespara
अतिरिक्त	ytterligare
अतिरिक्त	extra
पिता	far
पिता	fader
पिता	fadern
पिता	pappa
समाज	sällskapet
समाज	samhälle
समाज	samhället
उत्पन्न	genererat
उत्पन्न	genererade
उत्पन्न	skapad
नीचे	down
नीचे	neråt
नीचे	nere
नीचे	nedåt
नीचे	ner
नीचे	nedan
नीचे	nedanför
नीचे	botten
नीचे	nedre
नीचे	nerifrån
दुनिया	world
दुनिया	värld
दुनिया	världen
आधुनिक	moderna
आधुनिक	modern
आधुनिक	modernt
ध्यान	meditation
ध्यान	uppmärksamhet
हिंदी	hindi
दे	ge
दे	giv
दे	give
सभा	församling
सभा	församlingen
सभा	montering
सभा	församling
सभा	församlingen
सभा	sammankomst
सभा	samlar
सभा	samlas
सभा	insamling
सभा	sabha
परिवार	familjen
परिवार	familj
परिवार	family
परिवार	släkt
विषय	ämne
विषय	ämnet
विषय	ämnen
विषय	försökspersoner
विषय	ämnen
विषय	undersåtar
विषय	föremål
विषय	ämne
अधिकार	rättigheter
रंग	färg
रंग	färgämnen
रंग	färger
रंग	färger
रंग	färg
बाहर	sluta
बाहर	avsluta
बाहर	utomhus
बाहर	utomhus
बाहर	utanför
बाहर	utsidan
बाहर	utomhus
बाहर	uteservering
बाहर	ut
बाहर	out
बाहर	ute
खेल	pjäs
खेल	play
खेल	spela
खेल	sporter
खेल	sport
खेल	idrott
खेल	sports
खेल	spel
खेल	spelet
खेल	game
खेल	match
खेल	vilt
खेल	games
खेल	spel
खेल	lekar
खेल	matcher
खेल	sporten
खेल	sport
खेल	idrott
खेल	idrotten
क्षेत्रों	områden
जहाँ	var
जहाँ	där
जहाँ	vart
समान	homogen
समान	homogent
समान	homogena
समान	samma
समान	detsamma
समान	likartade
समान	likartat
समान	liknande
समान	likartad
सितंबर	september
दूर	långt
दूर	fjärran
दूर	iväg
दूर	bort
दूर	away
दूर	avlägset
दूर	avlägsen
दूर	avlägsna
दूर	fjärran
पता	adresser
पता	adress
पता	address
शक्ति	hållfasthet
शक्ति	styrka
शक्ति	kraft
शक्ति	makt
शक्ति	power
शक्ति	shakti
ब्रिटिश	brittisk
ब्रिटिश	brittiska
ब्रिटिश	britter
ब्रिटिश	brittiskt
कला	arts
कला	konst
कला	art
कला	konsten
कला	konst
देते	mentalitet
घर	hem
घर	hemma
घर	hemmet
घर	home
घर	house
घर	huset
घर	hus
संस्कृत	sanskrit
प्रकाशित	publicera
प्रकाशित	offentliggöra
प्रकाशित	utgiven
प्रकाशित	publicerade
प्रकाशित	publicerat
प्रकाशित	offentliggjord
प्रकाशित	publicerad
मई	may
मई	maj
प्रक्रिया	process
प्रक्रिया	processen
प्रक्रिया	processer
प्रक्रिया	förfarandet
प्रक्रिया	procedur
प्रक्रिया	förfarande
सेना	arméer
सेना	arméns
सेना	arme
सेना	armén
सेना	army
सेना	armé
पार्टी	party
पार्टी	fest
पार्टी	part
पार्टी	kalas
पार्टी	parti
पार्टी	festa
हम	hum
रेलवे	järnväg
रेलवे	järnvägen
रेलवे	järnvägar
रेलवे	järnväg
पश्चिम	västra
पश्चिम	väst
पश्चिम	väster
पश्चिम	västerut
अंत	slutet
अंत	end
अंत	slut
अंत	avsluta
दशक	decennium
दशक	årtionde
पूरी	hel
पूरी	hela
नए	nyare
बिना	utan
क्या	vad
अगस्त	august
अगस्त	augusti
अगस्त	aug
विकसित	utvecklat
विकसित	utvecklad
विकसित	utvecklades
विकसित	utvecklade
विकसित	utvecklats
विकसित	utvecklad
विकसित	utvecklat
विकसित	utvecklades
विकसित	utvecklats
संबंध	relationer
संबंध	förhållanden
संबंध	relation
संबंध	förhållande
संबंध	förhållandet
संबंध	släktskap
संबंध	förbindelserna
संबंध	förbindelser
संबंध	relationer
संबंध	relationerna
संबंध	bindning
संबंध	relation
संबंध	förhållande
प्रदर्शन	föreställning
प्रदर्शन	performance
प्रदर्शन	resultat
प्रदर्शन	prestanda
प्रदर्शन	föreställningar
प्रदर्शन	uppträdanden
प्रदर्शन	framträdanden
प्रदर्शन	visa
प्रदर्शन	display
प्रदर्शन	uppvisning
प्रदर्शन	exponeringen
प्रदर्शन	exponering
ऐसी	sådana
ऐसी	sådan
ऐसी	sådant
मार्ग	färdväg
मार्ग	väg
मार्ग	rutt
मार्ग	sätt
मार्ग	way
पर्यटन	turism
ज्ञान	kunskap
ज्ञान	kunskaper
ज्ञान	kännedom
ज्ञान	vetskap
लगा	kändes
लगा	kände
लगा	filt
लगा	verkade
लगा	tycktes
दिसम्बर	december
दिसम्बर	dec
प्रदर्शित	visade
प्रदर्शित	utvalda
प्रदर्शित	utvalt
प्रदर्शित	visade
प्रदर्शित	visat
प्रदर्शित	visas
प्रदर्शित	visad
प्रदर्शित	visades
प्रदर्शित	visa
प्रदर्शित	display
प्रदर्शित	uppvisning
अक्सर	frekvent
अक्सर	ofta
अक्सर	ofta
सहायता	hjälp
सहायता	support
सहायता	stöd
सहायता	stötta
सहायता	stödja
सहायता	bistånd
सहायता	stöd
सहायता	bistånd
सहायता	stöd
सहायता	assistans
पहला	först
पहला	första
मृत्यु	död
मृत्यु	döden
मृत्यु	death
मृत्यु	dödsfall
मृत्यु	dödlighet
मृत्यु	mortalitet
स्वयं	self
स्वयं	själv
स्वयं	äga
स्वयं	eget
स्वयं	egen
स्वयं	egna
विकिपीडिया	wiki
विकिपीडिया	wikipedia
तैयार	klara
तैयार	beredd
तैयार	klar
तैयार	redo
तैयार	färdiga
आवश्यक	obligatoriskt
आवश्यक	krävs
आवश्यक	angeläget
आवश्यक	brådskande
आवश्यक	akut
देखा	tittade
देखा	letade
देखा	tittat
देखा	tittade
