페르시아어	персийски
포트리스	крепост
탐험	изследовател
탐험	експедиция
탐험	изследва
탐험	изследване
탐험	изследователи
터치스톤	тъчстоун
대처	справяне
대처	тачър
덕이	дъг
클라리넷	кларинет
제레미	джеръми
제레미	джереми
강아지	кутрета
강아지	кученца
강아지	кученце
버터	маслото
버터	масло
캐피탈	капитолия
캐피탈	столица
캐피탈	капитал
캐피탈	капитали
캐피탈	столицата
예언자	пророк
예언자	пророка
예언자	пророкът
예언자	пророци
예언자	пророците
평형	равновесието
평형	равновесие
제곱	квадратна
제곱	квадратни
제곱	квадратен
제곱	квадрат
제곱	площад
면책	неприкосновеност
면책	имунитет
앨리슨	алисън
앨리슨	алисън
쇼팽	шопен
애너하임	анахайм
자동화	автоматизирани
자동화	автоматизация
매력적인	очарователен
매력적인	очарователно
매력적인	чаровна
매력적인	очарователна
매력적인	чаровен
샤프	остро
샤프	шарп
샤프	остър
샤프	остра
샤프	остри
채워	запълване
채워	напълни
마나	мана
폴로	поло
포츠머스	портсмут
기차	влака
기차	влакът
기차	влак
기차	влакове
기차	влаковете
강좌	курсове
강좌	курсовете
쿠키	бисквитки
쿠키	бисквити
쿠키	курабийки
쿠키	бисквитка
쿠키	куки
이오니아	йонийско
복잡도	сложност
복잡도	сложността
발명	измислят
발명	изобретението
발명	изобретение
발명	изобретенията
발명	изобретения
발명	изобретява
발명	измислил
발명	измислен
발명	измислени
발명	измислена
발명	изобретил
발명	изобретател
보좌관	помощници
편견	пристрастия
편견	предразсъдъци
조지타운	джорджтаун
버퍼	буфер
버퍼	буфери
증인	свидетелите
증인	свидетели
증인	очевидци
증인	свидетел
증인	свидетели
모니카	моника
클라인	клайн
평화로운	мирно
평화로운	спокойна
평화로운	мирен
평화로운	спокоен
끝없는	безкрайни
끝없는	безкрайно
끝없는	безкраен
끝없는	безкрайна
이웃집	съсед
이웃집	съседка
더러운	гаден
더러운	гадно
더러운	гадни
더러운	мръсни
더러운	мръсно
더러운	мръсна
더러운	мръсен
더러운	мръсна
더러운	мръсно
더러운	мръсни
더러운	мръсен
스프링필드	спрингфийлд
부서	отдел
부서	департамент
노드	възел
노드	възли
박해	преследване
박해	преследвания
박해	потисничество
바흐	бах
다무라	тамура
발전기	генераторите
발전기	генератори
발전기	генератор
발전기	генераторът
트라이앵글	триъгълника
트라이앵글	триъгълник
욕구	желание
욕구	желанието
욕구	копнежи
욕구	желания
욕구	желанията
선포	обявени
선포	обявено
선포	обявена
선포	обявен
선포	декларирани
선포	деклариране
선포	обяви
선포	декларира
타지키스탄	таджикски
타지키스탄	таджикистан
스웨덴어	шведска
스웨덴어	шведски
잠비아	замбия
길거리	улица
길거리	стрийт
길거리	street
길거리	улицата
길거리	улиците
길거리	улици
글로리아	глория
흡혈귀	вампир
레이아웃	оформление
레이아웃	подредба
스케치	скици
스케치	скица
스케치	скеч
스케치	нахвърляни
자극	стимулиране
자극	стимул
자극	стимули
자극	стимулиране
자극	стимулация
자극	стимулира
자극	стимулиране
자극	стимулиращ
자극	раздразнение
자극	дразнене
역사학	историография
갑옷	броня
갑옷	брони
갑옷	броня
갑옷	доспехи
평행	паралелно
평행	успоредно
평행	успоредни
평행	паралелна
평행	паралелни
미드웨이	мидуей
슈트	костюм
현명한	мъдра
현명한	мъдро
현명한	мъдри
현명한	мъдър
김치	кимчи
아스타나	астана
수잔	сюзън
장례	погребение
장례	погребение
장례	погребението
프라이부르크	фрайбург
그리스인	гърци
그리스인	гърците
열기	отворено
열기	отвори
열기	отваряне
열기	отваря
셔틀	совалката
셔틀	совалка
셔틀	совалките
셔틀	совалки
순교자	мъченици
순교자	мъченик
피스	мир
정밀	прецизност
정밀	точност
정밀	прецизно
같음	равно
같음	равни
샌드위치	сандвич
샌드위치	сандвичи
센타우루스자리	кентавър
에이전시	агенция
에이전시	агенцията
바리	бари
아토스	атос
디렉터리	директория
디렉터리	директорията
디렉터리	указател
디렉터리	папки
디렉터리	директория
디렉터리	папка
디렉터리	директории
떨어지지	есента
떨어지지	падане
떨어지지	есен
리어	лир
열정	ентусиазъм
열정	ентусиазиран
열정	страстна
열정	страстно
열정	страстен
열정	страстни
열정	страст
열정	страсти
열정	страстта
열정	страсти
이동식	сменяеми
예배	обожание
예배	боготворят
수백만	милиони
글로브	глобус
기린	жираф
기린	кирин
기린	жирафи
수년	години
수년	годините
아이패드	ipad
파산	банкрут
파산	несъстоятелност
파산	фалит
파산	банкрут
파산	несъстоятелност
버펄로	бизон
버펄로	бивол
버펄로	бъфало
버펄로	бизони
무작위로	случайна
무작위로	случайни
무작위로	случаен
무작위로	произволно
징병제	повинност
배경색	фон
배경색	контекст
이겨	ритъм
이겨	победи
우울	подтиснат
우울	депресиран
우울	депресирана
우울	потискащо
우울	меланхолия
낙하산	парашут
홀로코스트	холокоста
클론	клонинги
클론	клонингите
클론	клонинг
클론	клониране
디스커버리	откритие
디스커버리	разкритие
디스커버리	дискавъри
디스커버리	откриване
테크	тех
샐리	сали
절약	спасяване
절약	спасяването
절약	спестяване
알마티	almaty
곱셈	умножение
곱셈	умножава
곱셈	умножи
스와	сува
투르	турнета
투르	обиколки
투르	екскурзии
교정	коригиращи
교정	калибриране
교정	поправка
교정	корекция
교정	коригиране
교정	поправено
교정	коригиран
교정	поправена
교정	коригирана
교정	шини
교정	скоби
앙투안	антоан
리히텐슈타인	лихтенщайн
리히텐슈타인	лихтенщайн
변동이	вариация
장례식	погребение
장례식	погребението
장례식	погребения
장례식	погребенията
오데사	одеса
오데사	пазарджик
사모아	самоа
레이먼드	реймънд
저널리스트	журналист
저널리스트	журналистка
저널리스트	журналисти
저널리스트	журналистите
차드	чад
장학금	стипендии
장학금	стипендия
장학금	стипендията
무하마드	мохамед
체르노빌	чернобил
강력	мощен
강력	мощно
강력	мощна
해석학	аналитичен
해석학	аналитични
해석학	анализиране
해석학	анализи
해석학	анализ
카사블랑카	казабланка
어디로	къде
커먼즈	общините
레지던트	специализант
레지던트	жител
레지던트	обитател
레지던트	пребиваващи
레지던트	обитатели
레지던트	жители
레지던트	пребиваване
레지던트	специализация
파라오	фараони
파라오	фараонът
파라오	фараон
파라오	фараона
소음	шум
소음	шумове
소음	звуци
공백	интервали
공백	помещения
공백	пространства
제조사	продавач
제조사	производител
레슬리	лесли
레슬리	лесли
에미레이트	емирство
에미레이트	емирства
응원	мажоретките
응원	мажоретка
응원	мажоретки
학대	малтретиране
학대	злоупотреби
학대	злоупотреба
올림포스	олимп
세계화	глобализацията
먹이	плячка
에리크	ерик
에리크	ерик
퍼레이드	парад
퍼레이드	паради
리버티	либърти
리버티	свобода
로크	лок
투르크메니스탄	туркменистан
기저	основа
기저	основание
기저	база
포위전	обсада
코카콜라	кокаин
흐른	хрема
오스트레일리아인	австралийци
화합	хармъни
화합	хармония
포탈	портали
포탈	портал
히브리	иврит
히브리	еврейски
맥도날드	макдоналд
맥도날드	макдоналдс
맥도날드	макдоналд
맥도날드	макдоналдс
윤리학	етика
브레스트	брест
통치자	владетел
낚시	риболовен
낚시	риболов
밀리미터	милиметри
밀리미터	милиметра
밀리미터	милиметров
밀리미터	милиметър
밀리미터	милиметър
밀리미터	сантиметър
밀리미터	милиметър
밀리미터	милиметра
노퍽	норфолк
기울여	наклони
기울여	наклон
커스텀	потребителски
커스텀	обичай
비참한	нещастен
비참한	нещастна
디랙	дирак
호환성	съвместимост
수마트라	суматрански
수마트라	суматра
전망	перспектива
전망	перспективи
전망	изгледи
전망	перспективи
전망	перспектива
전망	перспективи
메콩	меконг
앨릭스	алекс
보나파르트	бонапарт
선덜랜드	съндърланд
동정	симпатия
동정	съчувствие
동정	състрадание
동정	състраданието
동정	съчувствие
칼리아리	каляри
전자공학	електроника
전자공학	електрониката
수익	приход
수익	приходи
수익	добив
수익	доходност
수익	приходи
수익	доходи
수익	печалби
수익	приходи
수익	печалби
수익	печалба
검토하기	преглед
검토하기	преразглеждане
랠프	ралф
전구	крушка
아이오딘	йод
돌연변이	мутант
돌연변이	мутация
돌연변이	мутации
데이지	дейзи
토리	тори
토리	тори
무신론	атеизма
무신론	атеист
무신론	атеисти
실험실	лабораторен
실험실	лабораторно
실험실	лаборатория
실험실	лабораторна
실험실	лаборатории
실험실	лабораторията
실험실	лаборатория
홈즈	холмс
튀르크	тюркските
페레스	перес
간지	канджи
플랑드르	фламандски
지우	ясно
지우	изчистване
지우	изтрий
반대편	обратното
수렴	конвергенция
수렴	сближаване
프로그래머	програмисти
프로그래머	програмист
관광객	туристи
관광객	туристическа
관광객	турист
관광객	туристически
관광객	туристи
제럴드	джералд
습작	влажно
도끼	брадва
도끼	брадва
월리스	уолас
월리스	уолъс
재판소	съдът
재판소	съд
재판소	корт
둘레	периметър
상업용	търговско
상업용	търговска
상업용	реклама
상업용	търговски
수영장	басейни
수영장	басейн
수영장	пул
수영장	билярд
이민자	имигрант
이민자	емигрант
이민자	имигранти
환영	заповядайте
데이먼	деймън
자발적	доброволни
자발적	доброволен
자발적	доброволна
자발적	доброволно
황소	бик
황소	бул
음악원	консерваторията
화랑	галерия
스택	купчини
큐슈	кюшу
에픽	епично
에픽	епична
블로거	блогър
블로거	блогъри
친구들이	приятели
친구들이	friends
친구들이	приятелки
파인	пайн
파인	бор
재무	финансов
재무	финансова
재무	финансово
재무	финансови
재무	финанси
재무	финансиране
치과	зъболекар
치과	зъболекари
치과	зъболекарски
치과	зъболекар
치과	стоматология
알렌	алън
인코딩	кодиране
몰리	моли
몰리	морли
트루	тру
화살	стрели
화살	стрелка
화살	стрела
화살	стрелата
심리학자	психолог
섹션	сечение
섹션	секция
섹션	раздел
섹션	секции
섹션	участъци
섹션	раздели
햄릿	хамлет
요시노부	йошинобу
구문	фраза
구문	синтаксис
그린란드	гренландия
루브르	лувъра
초원	пасища
초원	ливада
초원	поляна
초원	медоу
무시	изхвърляне
무시	игнорира
땅콩	фъстък
땅콩	фъстъчено
땅콩	ядки
땅콩	фъстъци
닐스	нилс
대표자	представителна
대표자	представителен
대표자	представително
대표자	представителни
대표자	представител
가끔은	понякога
미러	огледала
미러	огледалата
미러	огледалото
미러	огледалце
미러	огледало
결제	заплащане
결제	плащам
결제	плати
결제	касата
결제	заплащане
결제	плащане
결제	плащания
트럼프	коз
트럼프	тръмп
브룩	брук
브룩	брук
카이사르	цезар
아름답다	прекрасни
아름답다	прекрасна
아름답다	красива
아름답다	прекрасен
아름답다	красиво
단자	съединител
역설	парадокс
역설	парадокси
불행한	нещастно
불행한	нещастен
불행한	нещастни
불행한	нещастна
안도라	андора
마리야	мари
띄어쓰기	отстояние
폐기물	отпадък
폐기물	отпадъци
폐기물	отпадъци
허가서	лиценз
허가서	книжка
허가서	книжката
호위함	фрегата
어린시절	детство
어린시절	детството
어메이징	невероятна
어메이징	удивително
어메이징	изумително
어메이징	невероятен
어메이징	невероятно
브렛	брет
알토	алто
올리비아	оливия
칼데라	калдера
급한	спешна
급한	спешно
솔리드	твърда
솔리드	солиден
솔리드	твърдо
솔리드	твърд
외할아버지	дядо
캐머런	камерън
눈물이	сълзи
눈물이	сълзите
의사소통	комуникация
의사소통	общуване
의사소통	съобщаване
의사소통	комуникации
충전	зареждане
충전	заряд
충전	презареждане
넓이	широко
넓이	широки
넓이	широк
넓이	широка
베스	бет
임상	клинична
임상	клинични
임상	клинично
전세	харта
전세	хартата
몽키	маймунка
몽키	маймуни
몽키	маймуна
터빈	турбина
터빈	турбини
사슴	сърна
사슴	елен
사슴	елени
시에라	сиера
로건	логън
로건	лоугън
로건	лоуган
로건	логан
기독교인	християните
기독교인	християни
소원	желание
소원	пожелание
소원	пожелания
소원	желания
소원	желанията
존경하는	уважаван
존경하는	уважавани
존경하는	уважавана
비례	пропорционална
비례	пропорционални
비례	пропорционално
비례	пропорционалност
비례	съотношение
반박	опровержение
반박	опровергае
베스트셀러	бестселър
베스트셀러	бестселъри
모니터링	наблюдаван
모니터링	наблюдавани
모니터링	следене
모니터링	наблюдение
모니터링	мониторинг
모니터링	монитор
모니터링	следене
오크	орк
엣지	ръба
엣지	ръб
하모니카	хармоника
파이썬	питон
쓸데없는	безполезен
쓸데없는	безполезно
난이도	затруднено
난이도	затруднения
난이도	трудност
난이도	трудности
난이도	затруднение
브룩스	брук
브룩스	брукс
나뭇잎	листа
나뭇잎	оставя
나뭇잎	листата
나뭇잎	лист
나뭇잎	листа
나뭇잎	листо
현관	верандата
현관	веранда
미니애폴리스	минеаполис
스바루	субару
사담	саддам
사담	садам
팟캐스트	подкаст
팟캐스트	подкасти
파라	фарах
아이디어	идеи
아이디어	идея
관습	митническа
관습	митническо
관습	митнически
관습	митници
관습	обичаи
캐롤라이나	каролина
인터랙티브	интерактивни
부상당한	ранена
부상당한	ранен
부상당한	ранени
페널티	наказание
페널티	наказателни
페널티	санкция
페널티	наказателен
합금	сплав
합금	сплави
케이시	кейси
퍼거슨	фъргюсън
수사관	следователи
수사관	следователите
수사관	разследващи
우회	байпас
드레이크	дрейк
애니멀	животното
애니멀	животно
애니멀	животни
애니멀	животинска
애니멀	животински
죄수	пленници
죄수	затворници
기증	дарение
훔볼트	хумболт
맬컴	малкълм
푸틴	путин
패킷	пакети
패킷	пакетчета
패킷	пакетите
아카기	акаги
다카기	такаги
공학자	инжинер
공학자	инженер
프리덤	свобода
서킷	верига
요시키	йошики
동지	слънцестоене
동지	другари
메이슨	мейсън
결정하기	решете
침묵	тиха
침묵	мълчание
침묵	тих
침묵	мълчалив
침묵	тишина
침묵	мълчание
침묵	мълчанието
침묵	тишината
중성	неутрални
중성	неутрално
중성	неутрална
중성	неутрален
헌트	хънт
헌트	лов
괴산	отвлечени
괴산	отвлечена
괴산	отвлечен
부등식	неравенство
부등식	неравенството
벵골	бенгали
벵골	бенгалски
여자들	жени
여자들	жените
융합	синтез
융합	стопен
비틀즈	бийтълс
니코	нико
니코	нико
장화	ботуши
장화	ботушите
스나이퍼	снайперист
스나이퍼	снайпер
버팔로	бизон
버팔로	бивол
버팔로	бъфало
버팔로	бизони
커리어	кариера
커리어	кариери
커리어	кариера
공구	инструмент
프로스트	фрост
셰인	шейн
크릭	крик
둥지	гнездо
둥지	гнездото
둥지	гнезда
아바타	аватар
일시적	временно
일시적	временна
일시적	временни
일시적	временен
일시적	временно
맥도널드	макдоналд
맥도널드	макдоналдс
맥도널드	макдоналд
마늘	чесън
절벽	скали
절벽	скала
절벽	клиф
유머	хумор
유머	хумор
박쥐	бат
박쥐	прилеп
박쥐	бухалка
박쥐	прилепи
박쥐	бухалки
올림푸스	олимп
빙하	ледници
듀엣	дует
스타킹	чорапите
스타킹	чорапи
스타킹	чорап
발광	светлинен
발광	луминесценция
콤플렉스	комплекс
콤플렉스	комплексно
콤플렉스	сложни
콤플렉스	сложна
빈곤	мизерия
빈곤	бедност
빈곤	бедността
럭셔리	лукс
럭셔리	разкош
보츠와나	ботсуана
무늬	шарени
물결	вълната
물결	вълна
이탈리아인	италианците
이탈리아인	италианци
이탈리아인	италианска
이탈리아인	италианец
이탈리아인	италиански
이탈리아인	италианско
생태계	екосистема
생태계	екосистеми
생태계	екосистеми
생태계	екосистемите
듀티	мито
듀티	дълг
듀티	задължение
홀리	холи
로체스터	рочестър
무작위	случайна
무작위	случайни
무작위	случаен
무작위	произволно
발렌타인	валентин
발렌타인	валънтайн
처칠	чърчил
랜스	ланс
보손	бозони
엑셀	excel
서스펜션	отстраняване
서스펜션	окачване
서스펜션	суспензия
투자가	инвеститор
투자가	инвеститора
스킨	кожата
스킨	кожа
지배자	доминираща
퇴장	изтласкване
헬레나	хелена
헬레나	елена
이사벨라	изабела
각도	ъгъл
도망자	беглецът
도망자	беглец
파이트	боеве
파이트	сбивания
파이트	битки
토네이도	торнадо
습지	марш
습지	блато
습지	мочурищата
열쇠	клавиши
열쇠	ключове
열쇠	ключовете
아들들	синовете
아들들	синове
구두	обувки
구두	обувка
구두	обувката
시리얼	серийни
시리얼	сериен
예언	предсказания
예언	пророчества
예언	пророци
예언	пророците
예언	пророчество
예언	предсказание
예언	пророчеството
점화	запалване
프레스	преса
프레스	натиснете
프레스	натисни
프레스	пресата
마스터스	господари
마스터스	мастърс
마스터스	майстори
마스터스	господар
마스터스	майстор
토양	почви
토양	почва
레이첼	рейчъл
아론	аарон
아론	арон
아론	аарън
아론	арън
아론	арон
아론	арън
신념	фейт
신념	вяра
신념	вярвания
신념	убеждения
얼티밋	крайната
변조	модулация
플라즈마	плазмена
플라즈마	плазмен
플라즈마	плазма
플라즈마	плазмените
플라즈마	плазмата
복음	евангелието
복음	насоки
우표	печат
우표	печати
우표	марките
우표	марки
조앤	джоан
조앤	джоун
이온화	йонизация
오리온자리	орион
소수점	десетична
타악기	удряне
타악기	ударно
썬더	гръм
썬더	гръмотевица
썬더	гръмотевици
마샬	маршал
마샬	маршъл
라이징	изгряваща
셰이크	шейх
셰이크	шейх
창문	прозореца
창문	прозорецът
창문	прозорец
댄싱	танци
댄싱	танцуващи
댄싱	танцуване
저수지	резервоари
저수지	резервоар
저수지	резервоара
슈가	захар
불쾌한	неприятни
불쾌한	неприятен
불쾌한	неприятно
불쾌한	неприятна
피사	пиза
체스터	честър
리오넬	лайнъл
리오넬	лионел
리오넬	лайънъл
판도라	пандора
인터럽트	прекъсване
인터럽트	прекъсва
매스	масов
매스	меса
매스	маса
매스	литургия
매스	масово
인디애나폴리스	индианаполис
주님	лорд
마돈나	мадона
반영	отразяване
반영	отразяват
반영	отражение
반영	размисъл
미화	usd
인플루엔자	грип
인플루엔자	инфлуенца
인플루엔자	грип
자바스크립트	javascript
마르티네스	мартинез
마르티네스	мартинес
전시관	изложение
전시관	изложба
콜롬보	коломбо
암살자	убийци
암살자	убиец
알랭	ален
코스모스	космос
코스모스	космоса
더럼	дърам
세타	тета
시아파	шая
궁궐	палас
궁궐	двореца
궁궐	дворец
궁궐	дворецът
궁궐	палат
퓨전	синтез
캄차카	камчатка
랭커스터	ланкастър
일하기	работещ
일하기	работен
일하기	работим
프레이저	фрейзър
마커스	маркус
마커스	маркъс
슈테판	стефан
슈테판	стефан
아나키즘	анархизма
사보이	савой
애비뉴	авеню
입법부	законодател
알칼리	алкална
기쁨	радост
기쁨	джой
기쁨	удоволствия
기쁨	удоволствие
뉴펀들랜드	нюфаундленд
헌장	харта
헌장	хартата
클러스터	клъстер
클러스터	купове
핼리팩스	халифакс
첸나이	ченай
프록시	проксита
프록시	прокси
프록시	пълномощник
바스	бат
바스	вана
바스	баня
핵분열	делене
인피니트	безкрайни
인피니트	безкрайно
인피니트	безкраен
인피니트	безкрайна
아무나	всеки
스텔라	стела
릴리즈	пускане
릴리즈	освобождаване
릴리즈	освобождава
제라드	джерард
제라드	джерард
제라드	жерар
아바스	абас
궁수자리	стрелец
클레오파트라	клеопатра
시편	псалм
시편	псалми
잉카	инките
카라카스	каракас
도도	градуси
도도	градуса
도도	степени
서식	форматиране
산토스	сантос
산책	разходка
산책	пеша
플라잉	летене
플라잉	летящи
플라잉	лети
추첨	тегли
추첨	жътвата
제롬	джером
패트리어트	патриот
미학	естетика
미학	естетически
물품	стоки
물품	блага
물품	стока
물품	артикул
그리기	тегли
그리기	рисуване
그리기	рисунка
헤라클레스	херкулес
헤라클레스	херакъл
쥐라기	джурасик
용품	провизии
용품	припаси
용품	консумативи
용품	доставки
콘스탄티노스	константин
서포터	поддръжник
서포터	привърженик
마술	магия
마술	магьосничество
마술	магии
마술	вълшебство
마술	магия
부담	бреме
부담	тежест
각색	адаптации
폭력적인	насилствено
폭력적인	насилствена
그리니치	гринуич
매운	пикантна
매운	пикантен
매운	люто
바리톤	баритон
허락	позволение
허락	разрешение
네덜란드인	нидерландия
네덜란드인	нидерландски
네덜란드인	холандия
네덜란드인	холандец
네덜란드인	холандец
네덜란드인	нидерландски
네덜란드인	дъч
네덜란드인	холандски
본드	бонд
섹터	сектора
섹터	сектор
섹터	секторите
섹터	отрасли
섹터	сектори
우주인	космонавт
우주인	астронавт
장벽	прегради
장벽	бариери
장벽	пречки
장벽	преграда
장벽	бариера
강조	подчертая
강조	осветяване
강조	акцент
강조	подчертаване
강조	осветяване
강조	интензитет
강조	интензивност
리브	лив
리브	рийв
탐구	разследвания
탐구	разследване
탐구	изследвания
탈선	дерайлира
트라이스타	tristar
포춘	богатство
수염	брадат
수염	бради
수염	брада
수염	брадата
미쳐	луд
미쳐	луда
미쳐	лудо
미쳐	луди
미쳐	лудост
트리오	трио
본질	същността
본질	същност
리젠시	regency
돼지고기	свински
돼지고기	свинско
욕망	желание
욕망	желанието
욕망	похот
욕망	похотта
욕망	копнежи
욕망	желания
욕망	желанията
매뉴얼	ръководство
매뉴얼	ръчен
매뉴얼	ръчна
매뉴얼	ръчни
챌린저	претендент
챌린저	чалънджър
챌린저	претенденти
킹덤	кралство
킹덤	царство
카노	кано
안전성	безопасност
안전성	предпазител
우산	чадър
우산	чадъри
우산	чадъри
예매	резервация
삼각	триъгълни
보두앵	болдуин
남방	южен
남방	южни
남방	южна
서커스	циркът
서커스	цирк
서커스	цирка
서커스	циркове
컴파일	състави
컴파일	съставен
컴파일	съставено
컴파일	съставяне
컴파일	компилация
이브라힘	ибрахим
볼링	боулинг
초과	надвишава
초과	излишък
초과	надвишава
초과	превишена
초과	превишаване
향수	носталгия
향수	аромати
향수	носталгия
향수	аромат
향수	ухание
향수	парфюм
향수	парфюми
브라질인	бразилците
국민투표	референдум
페가수스자리	пегас
가와구치	кавагучи
서스펜스	напрежение
셀틱	келтски
실무	практично
실무	практичен
실무	практически
실무	практическо
실무	практична
케이타	кейта
술집	кръчми
술집	кръчма
이더넷	ethernet
포브스	форбс
돌고래	делфини
돌고래	делфин
돌고래	делфини
돌고래	делфините
고소	обвинение
고소	сю
퍼시	пърси
실비아	силвия
실비아	силвия
에볼루션	еволюция
에볼루션	еволюцията
올림피아	олимпия
동행	придружи
비문	надпис
비문	посвещение
지니	джини
권장	препоръчано
권장	препоръчана
권장	препоръчително
권장	препоръчва
권장	препоръчани
부관	заместник
부관	посмъртно
조슈아	джошуа
우즈	уудс
가이아	гея
가이아	гая
신탁	доверие
신탁	вярвай
엉덩이	задник
엉덩이	гъз
엉덩이	дупе
엉덩이	хип
엉덩이	бедро
엉덩이	бедрото
엉덩이	ханша
엉덩이	задника
엉덩이	дупе
엉덩이	бедра
엉덩이	ханша
엉덩이	бедрата
엉덩이	дупе
빌뉴스	вилнюс
가르침	преподаването
가르침	преподаване
가르침	учения
가르침	ученията
웍스	работи
웍스	произведения
가쓰라	кацура
셀프	килия
셀프	клетка
가봉	габон
칙령	указ
셔먼	шърмън
셔먼	шърман
인테리어	интериор
인테리어	вътрешна
인테리어	вътрешно
인테리어	вътрешен
인테리어	интериор
인테리어	интериори
상어	акулите
상어	акули
상어	акула
상어	акули
블룸	блум
알타이	алтай
근로자	работниците
근로자	работници
근로자	работник
응답	отговори
응답	отговори
응답	отговори
응답	отговор
응답	отговори
응답	отговор
응답	реакция
응답	отговор
응답	повлияване
