phoenix	феникс
fotografie	фотографирање
fotografie	photography
zależne	зависни
zależne	зависен
zależne	зависно
zależne	зависна
zależne	филијали
niebieskie	плава
niebieskie	сина
niebieskie	сини
niebieskie	блу
niebieskie	сино
niszczyciele	уништувачи
owoców	овошје
owoców	плод
owoców	овошна
owoców	овошје
owoców	плодови
męski	машко
męski	машки
męski	машки
męski	машки
weryfikacji	верификација
chińskich	кинески
narzędzie	алатка
narzędzie	алат
uznawane	препознаат
uznawane	призната
uznawane	признат
uznawane	препознаен
uznawane	признаен
uznawane	призната
uznawane	признаена
uznawane	признат
uznawane	препознаен
organizmów	организми
używanie	користење
używanie	користејќи
cząstek	честички
cząstek	честици
cząstek	честички
cząstek	честичка
przypuszczalnie	наводно
xxx	xxx
duchu	дух
duchu	дух
komputerów	компјутери
amt	амт
niebo	небесата
niebo	рај
niebo	рајот
niebo	sky
niebo	небо
niebo	неба
niebo	небо
kłopoty	неволја
kłopoty	проблем
kłopoty	проблеми
węgierska	унгарскиот
węgierska	унгарски
węgierska	унгарска
cleveland	кливленд
kampanię	кампања
tłumaczy	објаснува
tłumaczy	преведувачи
piątej	петти
piątej	петта
piątej	петто
wood	дрво
wood	дрва
odkryte	откриени
odkryte	откриена
odkryte	откриени
odkryte	откриено
odkryte	откриена
mont	мон
tlenu	кислород
classic	classic
classic	класик
classic	класичен
classic	класична
classic	класично
classic	класика
konto	сметка
konto	сметката
pat	застојот
pat	пат
solidarność	солидарност
castro	кастро
zalecenia	препорака
zalecenia	препораки
roberts	робертс
róża	роуз
róża	rose
róża	роза
róża	роза
róża	роса
armaty	топ
armaty	топот
armaty	топови
jung	јанг
jung	јунг
dowody	доказ
dowody	докази
dowody	докази
zachowany	задржана
zachowany	задржале
zachowany	зачувана
zachowany	сочувана
zachowany	сочувани
amerykanie	американците
amerykanie	американци
ósemka	eight
ósemka	осуммина
ósemka	осум
obsługiwane	поддржан
obsługiwane	поддржани
obsługiwane	поддржана
obsługiwane	поддржано
obsługiwane	оперирала
kwitnie	цвета
basista	басист
notowania	изреки
notowania	цитати
impreza	партиски
impreza	партиска
impreza	забава
impreza	журка
impreza	партија
uszkodzony	оштетен
uszkodzony	оштети
uszkodzony	оштетено
uszkodzony	оштетена
uszkodzony	оштетени
uszkodzony	расипана
uszkodzony	корумпирано
uszkodzony	оштетена
uszkodzony	корумпиран
uszkodzony	дефектни
administratorem	админ
administratorem	администратор
administratorem	администратор
kierunki	упатство
kierunki	насоки
kompozycje	композиции
airways	ервејс
trofeum	трофеј
mandatu	мандатот
mandatu	мандат
legia	легија
legia	легијата
gabinet	кабинет
gabinet	креденец
zniszczenie	деструкција
zniszczenie	уништување
libertadores	либертадорес
umieścić	ставете
umieścić	стави
pfalz	pfalz
zabrze	забже
iran	иран
icao	ицао
han	хан
dekret	декрет
dekret	декретот
pisanie	пишувате
pisanie	пишување
pisanie	запишување
olympic	олимписки
olympic	олимпик
słownika	речник
dochód	приход
dochód	приходи
dochód	приход
dochód	приходи
dochód	примања
winter	зима
poprawki	корекции
poprawki	амандмани
poprawki	ревизии
samolotem	авионски
samolotem	авион
samolotem	авионски
samolotem	авион
zhang	занг
zhang	џанг
anioł	ангел
anioł	angel
seattle	сиетл
nadawania	радиодифузија
nadawania	емитување
łączna	кумулативен
zbędne	излишни
zbędne	непотребни
zbędne	непотребна
zbędne	непотребен
zbędne	непотребно
zbędne	вишок
przekracza	надминува
dzieciństwie	детство
dzieciństwie	детството
santo	санто
bristol	бристол
centralna	централно
centralna	централен
centralna	централа
centralna	централна
mosty	мостови
traci	губи
działki	заговори
działki	парцели
działki	парцели
działki	заговор
działki	парцела
działki	завера
krajowym	домашно
krajowym	домашен
krajowym	домашна
krajowym	домашни
krajowym	домашните
nazwane	именуван
nazwane	именувана
nazwane	именувани
autorskie	copyright
gilbert	гилберт
równanie	равенка
równanie	равенки
równanie	равенки
davisa	дејвис
rzekomo	наводно
więzień	затвореник
więzień	затвореничка
więzień	заробеник
więzień	затвореник
więzień	затворите
poinformował	информирани
poinformował	информиран
telefon	телефон
telefon	телефонот
telefon	телефон
telefon	телефонски
jasno	светло
jasno	светли
jasno	светла
kuba	куба
felix	феликс
aktualne	актуелни
aktualne	тековната
aktualne	моментална
aktualne	сегашна
aktualne	тековна
franka	франк
franka	френк
ujednoznacznienie	појаснување
dachau	дахау
przemiany	трансформации
przemiany	трансформација
przemiany	преобразба
dziwne	чудни
dziwne	чудна
dziwne	чуден
dziwne	чудно
dziwne	чудни
dziwne	чудна
dziwne	чудно
dziwne	чудна
dziwne	чудни
dziwne	чуден
dziwne	чудно
gerard	жерар
gerard	жерард
zagraniczne	појдовно
zagraniczne	странски
zagraniczne	странска
wyrzutni	фрлач
turynie	торино
recenzji	рецензии
recenzji	прегледи
recenzji	критики
recenzji	рецензија
pastor	пастирот
pastor	пасторот
pastor	пастор
brzegi	рабови
urban	урбан
urban	урбана
urban	урбано
urban	урбани
fotograf	фотограф
zaatakował	нападнал
zaatakował	нападната
zaatakował	нападнати
zaatakował	нападнати
zaatakował	нападнат
zaatakował	нападната
turystyczna	туристичка
turystyczna	турист
turystyczna	туристички
symboli	симболи
podania	апликации
zabił	убиена
zabił	убиени
zabił	убиено
zabił	уби
zabił	убиен
rzeczywistość	реалност
rzeczywistość	стварност
rzeczywistość	реалноста
korporacji	корпорациите
korporacji	корпорации
korporacji	корпорација
ludzkości	хуманост
ludzkości	хуманоста
ludzkości	човечност
ludzkości	човештвото
ludzkości	човештво
twierdza	тврдина
obserwacje	набљудување
satelity	сателитите
satelity	сателити
satelity	сателитот
satelity	сателитски
satelity	сателит
satelity	сателитска
szyi	врат
szyi	вратот
młodzi	младите
młodzi	млад
młodzi	јанг
młodzi	young
młodzi	млади
młodzi	млада
akademickich	академик
akademickich	академски
akademickich	академска
ligue	ligue
stalina	сталин
borys	boris
borys	борис
uznana	препознаат
uznana	призната
uznana	признат
uznana	препознаен
uznana	признаен
uznana	призната
uznana	признаена
uznana	признат
uznana	препознаен
tożsamość	идентитет
machine	машина
składników	состојки
sławy	славни
sławy	слава
wykonawcy	уметници
wykonawcy	артисти
wykonawcy	изведувач
wykonawcy	изведувачи
wykonawcy	изведувачи
beta	бета
rodríguez	родригес
rodríguez	родригез
rodríguez	родригес
rodríguez	родригез
zysk	заработка
zysk	профит
zysk	добивка
zysk	придобивка
zysk	добие
zysk	профити
zysk	профит
ring	прстен
instruktor	инструктор
iata	iata
ludzkie	човечко
ludzkie	човек
ludzkie	човечки
ludzkie	човечка
wykonywanie	изведува
resztki	остатоци
resztki	трошки
resztki	остатоци
zagrożony	загрозена
zagrożony	загрозени
zagrożony	загрозен
zagrożony	загрозени
zagrożony	загрозено
zagrożony	загрозена
zagrożony	загрозен
martínez	мартинез
dzieciństwa	детство
dzieciństwa	детството
portów	пристаништа
nicholas	николас
mateusza	матеј
mateusza	метју
punk	панк
brać	земи
brać	земете
specjalistów	специјалисти
specjalistów	професионалци
spencer	спенсер
wiatru	ветер
wiatru	ветерот
wiatru	ветрот
wiatru	ветар
ósmy	осмиот
ósmy	осма
ósmy	осми
syberii	сибир
tarcza	штит
przedstawiciela	претставничка
przedstawiciela	претставник
przedstawiciela	преставник
piwo	пиво
piwo	пива
arystokrata	аристократ
kultur	култури
kultur	културите
willi	вили
katastrof	катастрофи
katastrof	катастрофи
komenda	команда
komenda	наредба
atlantic	атлантик
atlantic	атлантикот
atlantic	атлантска
uni	уни
pokonać	тепале
pokonać	надминати
pokonać	надминување
pokonać	надмине
pokonać	надминат
pokonać	пораз
age	возраст
age	старост
rysunek	слика
rysunek	цртежот
rysunek	фигура
rysunek	бројка
rysunek	цртеж
rysunek	цртање
rysunek	ждрепката
urzędnicy	службеници
urzędnicy	функционери
panorama	панорама
gitarze	гитара
karne	пенал
karne	кривичен
dole	дол
dole	дното
dole	долен
dole	дно
marsa	марс
podpis	насловот
podpis	потпис
znajomości	конекции
znajomości	поврзувања
nigerii	нигериски
nigerii	нигерија
posiadać	поседуваат
potencjał	потенцијална
potencjał	потенцијал
włoskie	италијанска
włoskie	италијански
włoskie	италијанецот
włoskie	италијанец
xbox	иксбокс
boeing	ah
boeing	боинг
niespodziewanie	неочекувано
niespodziewanie	изненадувачки
wirginia	вирџинија
dick	кур
dick	дик
konie	коњи
konie	коњите
konie	коњ
konie	коњски
agresji	агресија
agresji	агресивност
kiss	кис
kiss	бакнеж
kiss	kiss
kiss	бакни
rezerw	резерви
rezerw	резервисти
kolejność	ред
kolejność	наредба
kolejność	нарачка
kolejność	редослед
kolejność	низа
kolejność	секвенца
imigrantów	емигранти
imigrantów	имигранти
imigrantów	имигрант
imigrantów	емигранти
pogrzeb	погреб
pogrzeb	погреб
pogrzeb	погребот
angelo	анџело
mostów	мостови
petra	петра
bułgaria	бугарија
straße	straße
lekkoatletyka	атлетика
kopia	копирај
kopia	копирање
kopia	копија
podróżnik	патник
podróżnik	патникот
podróżnik	патник
podróżnik	патничка
bogate	богата
bogate	богато
bogate	богат
bogate	богати
bogate	рич
odziedziczył	наследи
odziedziczył	наследен
delegacji	делегацијата
delegacji	делегација
delegacji	делегации
ems	емс
chelsea	челси
chelsea	челзи
zwolennicy	поддржувачи
zwolennicy	приврзаници
zwolennicy	подржувачи
zwolennicy	поддржувачите
wątek	нишка
wątek	конец
związani	врзани
związani	врзан
nigdzie	никаде
ograniczone	ограничено
ograniczone	лимитирана
ograniczone	ограничена
ograniczone	ограничен
ograniczone	ограничени
ograniczone	ограничено
ograniczone	ограничен
amerykanów	американците
amerykanów	американци
dowolny	било
alfons	алфонсо
alfons	макро
właściwy	надлежните
właściwy	надлежни
właściwy	компетентен
właściwy	надлежен
amerykanin	американска
amerykanin	американски
amerykanin	американец
linux	линукс
linux	linux
bordeaux	бордо
teorie	теорија
teorie	теории
hierarchii	хиерархија
centralne	централно
centralne	централен
centralne	централа
centralne	централна
porsche	порше
emilia	емилија
emilia	емилија
powiązane	поврзани
powiązane	поврзано
powiązane	поврзан
powiązane	поврзани
powiązane	поврзано
powiązane	поврзан
powiązane	поврзани
powiązane	поврзано
katolicyzm	католицизмот
bolszewików	болшевиците
milion	милион
milion	милиони
powierzono	доверени
etiopii	етиопија
doświadczeń	искуства
projektant	дизајнер
otwór	aperture
otwór	дупка
justyna	џастин
justyna	џастин
propagandy	пропаганда
odpowiedzialność	одговорност
odpowiedzialność	одговорности
odpowiedzialność	обврски
odpowiedzialność	одговорност
odpowiedzialność	одговорност
odpowiedzialność	отчет
police	полицијата
police	полиција
dysku	диск
hokej	хокеј
liu	лиу
odkryty	планинарска
odkryty	надворешно
wyjaśnienia	објаснување
wyjaśnienia	објаснение
wyjaśnienia	објаснувања
wyjaśnienia	разјаснување
wyjaśnienia	појаснување
okrążenia	круга
okrążenia	кругови
okrążenia	скут
wyższy	повисок
wyższy	повисоко
wyższy	повисок
wyższy	повисока
wyższy	повисоки
hop	дн
współrzędnych	координатите
współrzędnych	координати
marynarzy	морнари
marynarzy	морнари
marynarzy	морепловци
avenue	авенија
avenue	авенијата
gustav	густав
samodzielne	самостојно
samodzielne	самостојна
mobile	мобилен
mobile	мобилни
mobile	мобиле
filadelfii	филаделфија
filadelfii	фили
filadelfii	филаделфија
oddziaływania	влијанија
kadencja	мандат
kadencja	термин
kadencja	мандат
poczta	пошта
poczta	објава
poczta	објавата
poczta	пост
poczta	објави
wenus	венус
wenus	венера
graf	граф
zapraszam	добредојдовте
zapraszam	добредојде
zapraszam	добродојде
funduszu	фонд
felipe	фелипе
zasług	заслуги
wyróżnić	осветли
wyróżnić	истакне
zurychu	цирих
pasażerski	патник
cia	циа
cia	cia
cia	циа
pojedynczy	единствена
pojedynczy	сингл
pojedynczy	самец
sprinter	спринтерка
ból	болката
ból	болки
ból	болка
rgb	rgb
pierwotne	полноќен
pierwotne	примарна
pierwotne	примарно
pierwotne	примарен
działało	работел
działało	работев
działało	работеше
działało	функционираше
działało	работено
grobu	гробот
grobu	гроб
więzienie	затвор
więzienie	затвор
kupił	купена
kupił	купи
kupił	купено
kupił	купила
wycofany	повлечен
wycofany	повлечена
wycofany	повлечени
justin	џастин
beck	бек
true	вистинито
true	вистина
ginie	џина
indianapolis	индијанаполис
kadetów	кадети
sprawdzone	проверив
sprawdzone	проверено
sprawdzone	проверен
sprawdzone	проверена
sprawdzone	потврдено
sprawdzone	верификуван
sprawdzone	тестирани
sprawdzone	тестирана
sprawdzone	тестиран
żużlu	писта
rzymskie	римска
rzymskie	римски
rzymskie	римјанин
rzymskie	роман
rzymskie	римско
godło	грб
hampshire	хемпшир
motywy	теми
motywy	рецитали
motywy	мотиви
tras	правци
rakieta	ракета
rakieta	проектил
rakieta	ракета
hart	харт
khan	хан
khan	кан
podanie	апликацијата
podanie	примена
podanie	апликација
podanie	поминете
podanie	помине
luca	лука
akademickie	академик
akademickie	академски
akademickie	академска
akademickie	академијата
szt	компјутери
dialogi	дијалози
aparatu	камера
aparatu	апарат
przyszedł	дошол
przyszedł	дојде
przyszedł	дојдоа
przywilej	привилегии
przywilej	привилегија
przywilej	привилегии
sri	сри
sri	шри
lekki	светлината
lekki	светол
lekki	светло
lekki	светлина
lekki	светлост
lekki	лесна
karaibów	карибите
konserwatorium	конзерваториумот
łatwiej	полесно
basen	билјард
basen	базен
roll	roll
roll	ролна
uchodźców	бегалец
uchodźców	бегалци
owoc	овошје
owoc	плод
owoc	овошна
empire	царство
empire	империја
pióra	пенкала
pióra	пердуви
ski	скијачки
ski	ски
okręgów	окрузи
okręgów	области
regularne	редовна
regularne	регуларен
regularne	регуларно
regularne	редовни
regularne	редовен
regularne	регуларни
break	пауза
break	скрши
druku	печатење
zasoby	ресурсот
zasoby	ресурс
zasoby	ресурси
zasoby	ресурсите
zasoby	ресурси
zasoby	акциите
zasoby	акции
zasoby	залихи
ran	раната
ran	рана
ran	рани
objętości	волумен
objętości	обем
objętości	обемот
czystości	чистота
oskar	оскар
oskar	оскар
szczęścia	среќа
modlitwa	молитви
modlitwa	молитвите
modlitwa	молитва
marine	маринец
rasa	сорта
rasa	раса
rasa	трка
rasa	раса
tymczasowy	привремено
tymczasowy	привремена
tymczasowy	привремен
tymczasowy	привремени
tymczasowy	привремениот
tymczasowy	условно
tymczasowy	привремени
satelita	сателитот
satelita	сателитски
satelita	сателит
satelita	сателитска
przykładów	примери
era	епоха
era	ера
lang	ленг
lang	ланг
królowie	кралеви
królowie	кралевите
pascal	паскал
szóste	шестото
szóste	шеста
szóste	шесто
szóste	шести
szóste	шестиот
pomógł	помогна
pomógł	помогнале
pomógł	помогнаа
gridcolor	gridcolor
teatrów	театри
teatrów	кината
teatrów	театри
dyskografia	дискографија
koń	коњ
koń	коњски
pacjenta	трпелив
pacjenta	пациентка
pacjenta	пациент
potrzebna	треба
potrzebna	потреба
potrzebna	потребна
potrzebna	потребно
potrzebna	потребни
proponuje	предлага
uderzenie	влијанието
uderzenie	влијание
uderzenie	удри
uderzenie	погодена
uderzenie	хит
uderzenie	погодени
popełnił	извршил
popełnił	извршено
popełnił	извршени
piaski	санс
piaski	сендс
annie	ани
annie	ени
secret	тајна
zmniejsza	намалува
zmniejsza	намалува
polecenia	команди
polecenia	командите
polecenia	команда
polecenia	наредба
fortu	форт
aleksandrii	александрија
praktyka	стажирање
praktyka	вежбање
praktyka	пракса
praktyka	практика
środowisk	средини
ska	ска
zaangażowany	вклучен
zaangażowany	инволвирани
zaangażowany	извршил
zaangażowany	извршено
zaangażowany	извршени
zakończony	прекинат
pomiarów	мерења
renesansu	ренесанса
częste	обичен
częste	заедничка
częste	заеднички
częste	вообичаено
częste	општо
częste	чести
jelita	цревата
jelita	варењето
jelita	црево
jelita	цревни
jelita	цревата
jelita	црева
zdrowie	здравје
cbs	цбс
rolnicze	земјоделско
rolnicze	земјоделска
rolnicze	земјоделски
rolnicze	земјоделство
charakteryzują	карактеризираат
partnerem	партнер
partnerem	партнерка
przedstawiono	претставена
przedstawiono	презентиран
przedstawiono	претставено
przedstawiono	претстави
przedstawiono	претставен
honoru	чест
honoru	чест
honoru	честа
square	квадратен
square	плоштад
square	квадрат
odrębne	впечатливи
odrębne	одделни
odrębne	одделно
odrębne	одвоени
obydwa	двајцата
czaszki	черепи
czaszki	череп
czaszki	черепот
fischer	фишер
publiczny	јавно
publiczny	јавни
publiczny	јавен
publiczny	јавна
publiczny	јавност
publiczny	public
mail	пошта
tronie	тронот
tronie	трон
tronie	престол
kogo	кои
kogo	кој
francuz	французинот
francuz	французин
heaven	небесата
heaven	рај
heaven	рајот
cen	cen
rozkładu	распаѓање
piła	пиењето
piła	пиење
piła	пијам
piła	пиела
piła	пиеле
piła	пила
piła	видов
piła	виде
śniegu	снег
damian	дамијан
damian	демијан
funkcjonował	функционираше
istoty	суштества
istoty	суштества
ołtarzu	олтар
policjant	полицаец
policjant	полицаец
toledo	толедо
cannes	кан
informacyjny	информативни
informacyjny	информативно
informacyjny	информативна
informacyjny	информативен
informacyjny	информативно
geschichte	geschichte
gospodarstwo	фармата
gospodarstwo	фарма
gospodarstwo	држење
gospodarstwo	холдинг
czwartego	четврто
czwartego	четвртата
czwartego	четвртото
czwartego	четвртиот
czwartego	четврти
czwartego	четврта
wiosce	село
wiosce	селски
teologiczne	теолошко
ograniczona	ограничено
ograniczona	лимитирана
ograniczona	ограничена
ograniczona	ограничен
ograniczona	ограничени
ograniczona	ограничено
ograniczona	ограничен
kontynuować	продолжи
dem	дем
potwierdzenie	потврдување
potwierdzenie	потврда
management	управување
management	менаџмент
management	раководење
split	сплит
split	подели
split	поделен
split	раздели
kenneth	кенет
przeżył	преживеа
przeżył	преживеала
przeżył	преживеаја
przeżył	преживеал
sosna	пајн
sosna	бор
sosna	борови
paragwaju	парагвај
bunt	револт
bunt	бунт
bunt	побуна
bunt	бунтот
bunt	бунт
bunt	побуна
pete	пит
suche	сува
suche	хемиско
suche	суво
suche	сув
suche	исуши
ward	ворд
ward	вард
baz	baz
owłosione	влакнест
owłosione	влакнести
promieniowanie	зрачење
promieniowanie	радијација
promieniowanie	радиација
struga	струга
struga	struga
struga	струшки
eduardo	едуардо
sweet	слатко
sweet	слатка
skierowane	насочени
skierowane	режија
kolorów	бои
fernández	фернандез
rycerz	најт
rycerz	витез
zapewnienia	осигура
zapewnienia	уверување
zapewnienia	уверувања
watson	вотсон
watson	ватсон
wyraża	изразува
wprowadzona	воведена
wprowadzona	воведен
wprowadzona	воведе
wprowadzona	воведени
zwrot	надомест
zwrot	враќање
funkcjonowanie	операција
funkcjonowanie	операцијата
funkcjonowanie	функционална
funkcjonowanie	функционален
funkcjonowanie	функционални
funkcjonowanie	функционирање
białoruś	белорусија
socjalistyczna	социјалистичка
socjalistyczna	социјалист
socjalistyczna	социјалистичко
socjalistyczna	социјалистички
czołg	тенк
egzemplarze	копии
zboczach	падини
słowackiej	словачкиот
słowackiej	словачки
słowackiej	словачка
widział	пила
widział	видов
widział	виде
połączona	споени
połączona	спојат
patrol	патрола
patrol	патролата
litera	писмо
litera	буква
oznaczony	означени
oznaczony	означена
oznaczony	означен
oznaczony	означено
oznaczony	означени
oznaczony	означено
oznaczony	обележани
oznaczony	одбележан
oznaczony	обележано
control	контрола
chóru	хор
chóru	рефрен
starcia	судири
stacjonował	стациониран
stacjonował	стационирани
maroka	марокански
athletic	атлетска
athletic	атлетски
aresztowania	апсења
okien	windows
okien	прозорци
bogato	богато
karen	карен
reorganizacji	реорганизацијата
reorganizacji	реорганизација
odpowiedni	соодветни
odpowiedni	соодветна
odpowiedni	соодветен
odpowiedni	соодветно
odpowiedni	погодна
odpowiedni	соодветен
odpowiedni	погодно
śledztwo	истрага
enwiki	enwiki
wrc	врц
względnie	релативно
praktyczny	практичен
praktyczny	практични
praktyczny	практична
ograniczony	ограничено
ograniczony	лимитирана
ograniczony	ограничена
ograniczony	ограничен
ograniczony	ограничени
ograniczony	ограничено
ograniczony	ограничен
arabskie	арап
arabskie	арапски
arabskie	арапска
arabskie	арапски
lewo	лево
lewo	лева
lewo	левица
dno	дното
dno	долен
dno	дно
kopenhadze	копенхаген
wyścigi	трки
wyścigi	раси
wyścigi	тркачки
wyścigi	трки
wyścigi	тркање
gracze	играчи
gracze	играчи
holland	холандија
halle	halle
halle	хали
dotarły	пристигнаа
dotarły	пристигнал
dotarły	пристигна
sumy	сума
sumy	sum
sumy	суми
bractwa	братства
bractwa	братство
bractwa	братство
tajemnica	мистерија
tajemnica	тајна
targ	пазар
targ	маркет
targ	пазар
połączony	поврзани
połączony	поврзано
połączony	поврзан
kraina	ланд
kraina	копно
kraina	земјиште
szeregi	редовите
szeregi	редови
szeregi	серија
szeregi	серии
potrzebny	треба
potrzebny	потреба
potrzebny	потребна
potrzebny	потребно
potrzebny	потребни
mig	миг
mig	мигот
oryginalna	оригинал
kanały	канали
kanały	каналите
kanały	канал
inicjatorem	иницијатор
boczny	странична
zoo	зоолошките
pokryta	прекриена
pokryta	покриени
pokryta	покриено
pokryta	покриен
pokryta	опфатени
turner	тарнер
ambasady	амбасади
ambasady	амбасадите
ambasady	амбасада
jefferson	џеферсон
spartak	спартак
partner	партнер
partner	партнерка
transmisji	пренос
transmisji	трансмисија
transmisji	емитувана
transmisji	емитување
teodora	теодора
właściciele	сопственици
albrecht	албрехт
kolonie	колонии
joão	жоао
heinz	хајнц
wygrana	победи
wygrana	победуваат
wygrana	победа
wygrana	победата
wygrana	победничка
wygrana	победнички
lekkie	лесна
regulamin	регулатива
regulamin	прописи
regulamin	регулација
rachel	rachel
rachel	рејчел
wenecja	венеција
idee	идеи
sierżant	наредникот
sierżant	наредник
sierżant	водник
sierżant	наредникот
wynalazca	пронаоѓач
bei	кај
skarb	драгоцено
skarb	скапоцено
skarb	скапоцен
skarb	скапоцени
skarb	драгоцена
skarb	богатство
ogrody	градини
prokurator	обвинител
piąta	петти
piąta	петта
piąta	петто
potwierdza	потврдува
pamiętnik	дневник
pamiętnik	журнал
pamiętnik	journal
pamiętnik	дневник
stawu	понд
stawu	барата
przewodnictwem	претседателство
prawdopodobne	веројатна
procedury	процедурите
procedury	процедури
procedury	процедура
procedury	постапка
disco	диско
barona	баронот
barona	барон
sumę	сума
sumę	sum
uczestniczyło	учествуваа
uczestniczyło	учествувал
uczestniczyło	учествувала
uczestniczyło	учествувале
uczestniczyło	учествуваше
dostaje	добива
prawny	легално
prawny	законска
prawny	легална
prawny	правна
prawny	легален
prawny	правен
cząsteczki	честички
cząsteczki	честици
cząsteczki	молекули
cząsteczki	честички
cząsteczki	честичка
fair	фер
fair	саем
fair	панаѓур
wstawić	вметнување
wstawić	вметни
