категорија	kategorya
лево	iniwan
лево	naiwan
лево	kaliwa
србија	serbiya
сега	ngayon
кариера	career
кариера	karera
храм	templo
ниво	antas
ниво	level
облик	shape
облик	hugis
тим	tim
тим	team
сателити	satellite
ера	era
музика	sinauna
музика	tugtog
музика	musika
музика	tugtugin
музика	music
германски	aleman
видете	makita
видете	see
видете	makakita
видете	tingnan
археолошки	archaeological
близина	malapit
близина	kalapit
универзитет	university
универзитет	unibersidad
универзитет	pamantasan
море	dagat
пати	times
пати	beses
пет	limang
пет	lima
пет	singko
париз	paris
париз	parokya
целосно	lubos
целосно	ganap
целосно	totally
поле	patlang
поле	field
поле	larangan
минути	minuto
листа	listahang
листа	listahan
мала	liit
мала	maliit
мала	kaunti
мала	maliit
вредност	halaga
поделени	hinati
поделени	nahahati
британија	britanya
британија	britain
поврзани	nakakonekta
поврзани	konektado
поврзани	kaugnayan
поврзани	kaugnay
саксонија	sahonya
свет	mundo
потекло	pinanggalingan
потекло	origin
потекло	pinagmulan
потекло	baba
владетел	ruler
шпанија	espanya
шпанија	spain
спорт	palakasan
спорт	sport
спорт	isport
спорт	palakasan
спорт	isports
спорт	sports
програма	program
програма	programa
мали	liit
мали	maliit
мали	kaunti
мали	maliit
куќа	bahay
институции	institusyon
буда	buddha
трка	lahi
крал	king
крал	hari
крал	haring
таму	may
веднаш	kaagad
веднаш	agad
слика	picture
слика	larawan
слика	larawan
слика	imahe
слика	painting
слика	pinta
статија	artikulo
ссср	ussr
статии	akda
статии	artikulo
евреите	hebreo
партија	partido
партија	party
партија	pagdiriwang
партија	pagtitipon
природни	likas
природни	natural
кралство	kaharian
државите	states
државите	estado
државите	unidos
река	ilog
политички	pulitikal
политички	politikal
политички	pampulitika
области	pambatas
право	straight
право	tuwid
право	diretso
право	diba
право	kanang
серија	serye
серија	series
серија	serie
енергија	enerhiya
значајни	makabuluhang
значајни	makabuluhan
островот	isla
островот	pulo
островот	island
образование	edukasyon
дена	araw
добро	mabait
добро	mabuti
извршување	maipatupad
извршување	pagpapatupad
негово	kanyang
наведени	nakalista
наведени	inilista
тука	rito
тука	dito
тука	nandito
смртта	kamatayan
римјаните	romans
римјаните	roma
родени	ipinanganak
родени	pinanganak
натпревари	tumutugma
натпревари	competitions
егејска	aegean
албанија	albanya
албанија	albania
книга	book
книга	libro
книга	aklat
речиси	halos
азија	asya
песна	track
песна	subaybayan
песна	awitin
песна	kanta
песна	awit
всушност	actually
боја	kulay
боја	paint
боја	pintura
боја	kulay
прави	ginagawa
прави	gumagawa
понекогаш	minsa
понекогаш	minsan
води	leads
води	pinangunahan
води	lead
води	waters
води	lead
води	humantong
води	tingga
води	pamunuan
поглед	pagtingin
поглед	tingnan
поглед	tignan
поглед	panonood
поглед	view
заедница	pamayanan
заедница	komunidad
стил	istilo
стил	style
стил	estilo
рок	bato
рок	rock
мухамед	muhammad
мухамед	muhammed
комитет	komite
комитет	committee
африка	africa
африка	aprika
континент	kontinente
животот	buhay
регион	rehiyon
моќ	power
моќ	kapangyarihan
сила	lakas
сила	tibay
сила	puwersa
исток	silangan
исток	east
извештај	iulat
извештај	ulat
лондон	london
лондон	londres
кина	tsina
кина	china
права	karapatan
права	rights
елементи	entries
теорија	panukala
теорија	teoriya
теорија	teorya
најголем	pinakamalaking
значење	meaning
значење	kahulugan
орбита	orbital
орбита	orbita
езеро	lawa
руски	russian
руски	ruso
соодветната	kaukulang
црна	itim
натпревар	paligsahan
натпревар	kompetisyon
натпревар	laban
натпревар	tugma
натпревар	paligsahan
натпревар	contest
смрт	kamatayan
мислења	opinyon
културни	pangkultura
културни	cultural
милениум	milenyo
милениум	millennium
пари	pera
пари	salapi
средината	mid
најголема	pinakamalaking
најголема	pinakamalaking
најголема	greatest
најголема	pinakamalaking
наместо	instead
веб	web
петар	pedro
петар	peter
царство	kaharian
царство	imperyo
царство	monggol
царство	lupain
влада	pamahalaan
влада	gobyerno
јазикот	dila
човек	pantao
човек	tao
човек	makatao
човек	human
човек	lalaking
човек	lalaki
човек	man
направи	gumawa
направи	gawing
направи	ginawa
мека	meka
мека	malambot
мал	liit
мал	maliit
мал	kaunti
мал	maliit
мал	mal
изградена	nakapaloob
изградена	binuo
системи	systems
системи	sistema
семејство	kapamilya
семејство	pamilya
услови	kinakailangan
услови	requirements
услови	kondisyon
услови	kundisyon
услови	tuntunin
услови	takda
пол	kasarian
пол	paul
пол	pablo
кралот	king
кралот	hari
кралот	haring
заштита	proteksyon
сан	san
лав	leon
лав	leo
општествени	panlipunan
општествени	social
општествени	sosyal
турција	turkey
турција	turkiya
најмногу	pinaka
најмногу	karamihan
најмногу	tops
најмногу	talbos
победа	manalo
победа	tagumpay
мајка	nanay
мајка	nanay
мајка	ina
малку	kaunti
малку	maliit
дава	binibigyan
дава	nagbibigay
надвор	labas
надвор	lumabas
клуб	club
клуб	samahan
слики	picture
слики	photos
слики	larawan
војска	military
војска	pangmilitar
војска	militar
војска	hukbo
војска	army
одредени	tiyak
уметност	sining
уметност	art
уметност	sining
помалку	kaunti
помалку	less
географија	heograpiya
ниту	nor
растојание	layo
растојание	distansya
растојание	distansiya
растојание	offset
втор	pangalawa
покраина	probinsya
покраина	province
покраина	probinsiya
покраина	lalawigan
медина	medina
височина	altitude
рем	remus
рем	rem
јован	juan
јован	john
извори	sources
извори	pinagmumulan
извори	pagkukunan
жени	kababaihan
должина	haba
големо	big
големо	malaking
големо	malaki
знаме	bandila
знаме	watawat
живи	buhay
избран	pinili
избран	napili
избран	pinili
избран	piling
нирвана	nirvana
вели	sabi
секогаш	palagi
секогаш	laging
вкупно	kabuuang
вкупно	kabuuan
прво	unang
прво	muna
вклучува	nagsasama
итн	atbp
итн	etc
наречен	dubbed
факултет	college
факултет	kolehiyo
факултет	faculty
тип	guy
тип	type
тип	uri
половина	kalahati
половина	kalahating
половина	half
софија	sofia
софија	sophia
месеци	buwan
месеци	months
знаменитости	palatandaan
знаменитости	tanawin
жена	babae
жена	asawa
проблеми	trouble
проблеми	suliranin
проблеми	problema
проблеми	problema
претходно	nauna
претходно	dati
претходно	kanina
претходно	dating
претходно	nakaraang
контрола	kontrol
контрола	kontrolin
север	north
север	hilagang
север	hilaga
простор	space
простор	kalawakan
простор	puwang
простор	espasyo
стана	naging
отколку	kesa
отколку	kaysa
војни	wars
доаѓа	papasok
доаѓа	lumapit
доаѓа	sasama
доаѓа	darating
добива	gets
нивното	kanilang
сојуз	soyuz
сојуз	alyansa
ниска	mababang
ниска	mababa
ниска	low
источна	silangang
шест	anim
никогаш	never
линија	linyang
линија	linya
линија	line
види	makita
види	see
види	makakita
види	tingnan
види	tumingin
види	look
орбитата	orbita
верзија	bersyon
верзија	bersiyon
тело	katawan
историски	makasaysayang
историски	makasaysayang
книги	libro
книги	aklat
процес	maproseso
процес	prosesong
процес	proseso
центарот	downtown
дом	tahanan
дом	bahay
дом	makauwi
дом	dom
индија	india
исламска	islamic
успеал	nagtagumpay
главна	pangunahing
главна	pangunahin
јапонија	japan
јапонија	hapon
советски	sobyet
возраст	edad
возраст	age
југ	timog
музеј	museo
запад	west
запад	kanluran
писател	manunulat
поп	pop
награди	parangal
награди	awards
награди	prizes
награди	premyo
зборови	salita
официјално	official
официјално	opisyal
официјално	officially
официјално	opisyal
музички	musikal
музички	musical
единици	units
единици	yunit
состав	sanaysay
состав	komposisyon
полска	polish
полска	poland
издание	edition
издание	edisyon
економија	economics
економија	ekonomiya
фаза	phase
фаза	entablado
фаза	yugto
фаза	stage
средства	pondo
втора	pangalawa
најдобар	makakaya
најдобар	pinakamagandang
најдобар	pinakamaganda
најдобар	best
парк	liwasan
парк	park
физика	pisikang
физика	pisika
стадион	stadium
марија	maria
куп	kumpol
куп	bunch
куп	tumpok
куп	pagtira
куп	buntong
куп	tasa
куп	kopa
народ	tao
седиште	upuan
цели	goals
успех	tagumpay
официјална	official
официјална	opisyal
долари	usd
долари	dolyar
долари	dolyar
долари	bucks
ракета	rocket
ракета	missile
интернет	internet
општи	pangkalahatan
општи	heneral
општи	pangkalahatang
општи	general
доста	sapat
храна	pagkain
банка	bangko
југославија	yugoslavia
архитектура	architecture
архитектура	arkitektura
централна	central
централна	gitnang
манастир	monasteryo
манастир	kumbento
односи	kaugnayan
односи	relasyon
односи	ugnayang
односи	ugnayan
односи	relasyon
врвот	tuktok
врвот	nangunguna
врвот	itaas
потекнува	buhat
италијански	italian
италијански	italyano
можност	pagkakataon
можност	opportunity
премиер	premier
дополнителни	karagdagang
големина	laki
големина	sukat
уредување	edit
уредување	editing
борба	labanan
борба	pakikibaka
борба	struggle
борба	aaway
борба	fighting
борба	lumaban
цркви	simbahan
редовни	regular
планината	bundok
производство	paggawa
производство	produksyon
производство	production
производство	paggawa
производство	manufacturing
производство	pagmamanupaktura
извор	source
извор	pinagkunan
маса	lamesa
маса	mesa
маса	talahanayan
маса	table
маса	mass
маса	misa
маса	masa
планетата	planeta
гора	gora
иван	ivan
карта	mapa
карта	ticket
карта	tiket
карта	card
брег	shore
брег	baybayin
брег	bragg
брег	baybayin
посебно	espesyal
посебно	special
главни	pangunahing
главни	pangunahin
средина	kapaligiran
средина	gitnang
средина	gitna
средина	center
средина	sentro
средина	sentro
средина	centre
територија	teritoryo
создавање	paglikha
создавање	paggawa
создавање	creation
создавање	gumagawa
создавање	ginagawa
имаше	ay
имаше	had
имаше	nagkaroon
единица	yunit
единица	unit
брат	bro
брат	kuya
хрватска	croatia
поделен	hinati
поделен	nahahati
поделен	paghahati
поделен	split
поделен	hatiin
армија	hukbo
армија	army
уметноста	art
уметноста	sining
случаи	kaso
роман	roman
роман	romano
роман	nobela
востание	warsaw
европски	europeo
европски	european
медал	medalya
медал	medal
постојано	constant
џамија	mosque
животни	hayop
портал	portal
шлезвиг	schleswig
закон	batas
мрежа	grid
мрежа	network
наречена	dubbed
пристап	access
оддалеченост	layo
оддалеченост	distansya
оддалеченост	distansiya
користење	paggamit
користење	paggamit
канада	canada
среден	gitnang
среден	gitna
среден	katamtaman
окрузи	pambatas
окрузи	counties
војници	sundalo
војници	hukbo
активности	gawain
активности	aktibidades
активности	aksyon
активности	aksiyon
активности	gawain
активности	aktibidad
финалето	finals
материјал	materyal
материјал	materyales
жените	kababaihan
победи	manalo
победи	nanalo
победи	panalo
победи	nanalo
победи	panalo
последниот	huling
последниот	huli
последниот	last
птици	birds
птици	ibon
писмо	sulat
писмо	liham
писмо	letter
гол	hubad
гол	layunin
совет	advice
совет	payo
совет	tip
совет	konseho
совет	konsilyo
човекот	lalaking
човекот	lalaki
човекот	man
национален	national
национален	pambansa
национален	pambansang
национален	nasyonal
носи	suot
носи	nagsusuot
носи	wears
носи	nagdadala
носи	nagsusuot
носи	magsuot
носи	carry
михаил	mikhail
михаил	michael
џејмс	james
холштајн	holstein
брзо	mabilisan
брзо	dali
брзо	mabilis
брзо	kabilis
брзо	fast
солун	tesalonica
страни	panig
архитектурата	architecture
архитектурата	arkitektura
куќи	bahay
австрија	austria
победата	panalong
некропола	giza
роберт	robert
шведска	swedish
шведска	suweko
шведска	sweden
шведска	suwesya
унгарија	hungary
играч	player
играч	manlalaro
националност	nationality
националност	nasyonalidad
модел	model
скоро	halos
учество	paglahok
наса	nasa
поезија	tula
поезија	poetry
позиција	posisyon
позиција	opinyon
аеродром	airport
аеродром	paliparan
личности	persons
личности	personalidad
личности	personalities
екваторот	ekwador
студии	araling
студии	aral
региони	rehiyon
холандија	netherlands
холандија	holland
професор	professor
професор	propesor
професор	guro
професор	teacher
планина	bundok
римско	roman
римско	romano
бара	nangangailangan
карактеристики	katangian
карактеристики	tampok
карактеристики	katangian
овозможува	nagpapahintulot
доволно	sapat
локалитети	site
локалитети	sites
врати	ibalik
врати	ibalik
врати	pinto
померанија	pomerania
чело	noo
чело	cello
девица	virgo
девица	virgin
девица	birhen
константин	konstantin
константин	constantine
константин	constantino
ѕвезда	bituin
ѕвезда	star
паша	pasha
економски	ekonomiya
економски	economic
можеби	siguro
можеби	baka
можеби	marahil
зборува	talking
зборува	nagsasalita
москва	moscow
фудбалер	putbolista
коло	circuit
производи	produkto
причина	dahilan
унија	unyon
унија	union
унија	unyong
наука	science
наука	agham
работел	nagtrabaho
пишува	writes
пишува	magsusulat
живееле	nanirahan
живееле	tumira
освои	nanalo
освои	panalo
ново	novo
ново	new
ново	bago
ново	bagong
науки	science
науки	agham
науки	sciences
автор	author
охрид	ohrid
лансиран	inilunsad
украина	ukraine
тема	paksa
тема	theme
тема	tema
тема	sasailalim
тема	paksa
тема	subject
турски	turko
династија	awan
стефан	stefan
стефан	stephan
промена	palitan
промена	magbabago
промена	pagbabago
промена	baguhin
промена	change
лице	mukha
океанија	oceania
седум	pitong
седум	seven
седум	pito
напад	attack
напад	atake
напад	assault
наклонетост	pagmamahal
наклонетост	pagkahilig
близу	malapit
носач	carrier
станала	naging
станица	estasyon
станица	station
станица	istasyon
структура	istraktura
процесот	maproseso
процесот	prosesong
процесот	proseso
планини	bundok
мажи	kalalakihan
статус	status
статус	katayuan
градби	istruktura
науката	science
науката	agham
филип	phillip
филип	felipe
филип	philip
филип	philippe
романија	romania
орбитални	orbital
џорџ	george
сателитите	satellite
претставуваат	represent
претставуваат	kumatawan
претставуваат	kinakatawan
претставуваат	kumakatawan
претставуваат	pose
света	santo
света	santa
света	banal
света	banal
света	hagia
анхалт	anhalt
слични	kapareho
слични	magkatulad
слични	katulad
слични	kamukhang
слични	kamukha
соработка	collaboration
соработка	pakikipagtulungan
соработка	kolaborasyon
соработка	pagtutulungan
соработка	kooperasyon
камен	bato
камен	bato
камен	rock
заврши	tapusin
заврши	nakumpleto
заврши	natapos
заврши	tapos
заврши	done
грб	crest
грб	sagisag
грб	emblem
грб	likod
грб	bumalik
грб	balikan
грб	balik
египет	ehipto
радио	radio
радио	radyo
негова	kanyang
поддршка	suportahan
поддршка	support
поддршка	sumusuporta
поддршка	suporta
поддршка	sumuporta
поддршка	sinusuportahan
управување	pamahalaan
управување	management
управување	pamamahala
управување	tagapamahala
управување	pamamahala
купот	bulto
покраината	probinsya
покраината	province
покраината	probinsiya
покраината	lalawigan
истовремено	sabay
религија	pananampalataya
религија	relihiyon
индекс	index
остров	isla
остров	pulo
остров	island
граница	boundary
граница	hangganan
езерото	lawa
видео	video
поет	makata
ќерка	daughter
албуми	album
албуми	albums
слично	kapareho
слично	magkatulad
слично	katulad
текст	text
текст	txt
текст	teksto
берлин	berlin
коса	hair
коса	buhok
сонцето	sun
сонцето	araw
сака	gustong
сака	loves
директно	direkta
истите	parehong
истите	same
зеланд	zealand
ирска	ireland
писатели	manunulat
одбрана	depensa
одбрана	defense
одбрана	pagtatanggol
одбрана	ipagtanggol
римски	roman
римски	romano
национално	national
национално	pambansa
национално	pambansang
национално	nasyonal
независност	independence
независност	kalayaan
стане	maging
администрација	pangangasiwa
администрација	pangasiwaan
помали	menor
помали	minor
македонско	masedonyo
српски	pranses
површината	ibabaw
услуги	serbisyo
услуги	pabor
услуги	serbisyo
услуги	paglilingkod
сателит	satellite
општество	lipunan
хенри	enrique
хенри	henry
притисок	presyon
веројатно	malamang
веројатно	ata
луис	lewis
луис	luis
луис	louis
основан	itinatag
третиот	ikatlong
третиот	pangatlo
медали	medals
гледа	nakakakita
гледа	pinapanood
гледа	nanonood
гледа	pinanonood
христијански	christian
христијански	kristiyano
глава	head
глава	ulo
политичка	pulitikal
политичка	politikal
политичка	pampulitika
избори	eleksyon
избори	halalan
недела	linggo
недела	lingguhan
недела	lingo
недела	linggo
недела	sunday
национални	national
национални	pambansa
национални	pambansang
национални	nasyonal
растенија	halaman
бугарски	bulgaro
членовите	miyembro
членовите	members
членовите	kasapi
напишал	sinulat
напишал	wrote
напишал	nagsulat
академија	academy
екипа	crew
екипа	team
чест	advertise
чест	karangalan
северно	north
северно	hilagang
северно	hilaga
кирил	cyril
кирил	kiril
опфаќа	pinalilibutan
бог	god
бог	diyos
денови	araw
порано	kanina
институт	institute
институт	suriang
резултати	resulta
чија	kaninong
високо	high
високо	mataas
мексико	mehiko
директор	direktor
директор	director
директор	principal
проект	project
проект	proyekto
проект	taumbayan
план	plano
план	plan
план	magplano
театар	sinehan
театар	theater
театар	teatro
театар	tanghalan
природата	kalikasan
природата	nature
босна	bosnia
починати	namayapa
починати	namatay
мечка	madala
мечка	oso
мечка	kinaya
мекленбург	mecklenburg
истото	parehong
истото	same
делото	deed
негов	kanyang
зависност	dependensiya
зависност	addiction
покажува	ipinapakita
покажува	nagpapakita
избор	selection
избор	pagpili
избор	pagpili
избор	pagpipilian
избор	pinili
избор	choice
добра	mabait
добра	mabuti
византија	byzantium
зголемување	pagtaas
зголемување	dagdagan
зголемување	taasan
ван	wan
ван	van
хамбург	hamburg
најверојатно	malamang
најверојатно	ata
лесно	madaling
лесно	madali
лесно	madaling
лесно	easy
наведуваат	tumukoy
наведуваат	cite
косово	kosovo
брзина	hagibis
брзина	bilis
настапи	magsagawa
настапи	isagawa
настапи	maisagawa
настапи	palabas
настапи	gumanap
настапи	ginanap
долго	mahaba
долго	matagal
долго	haba
добие	gain
јунајтед	united
јунајтед	nagkakaisa
класа	klase
пазар	marketplace
пазар	merkado
пазар	palengke
пазар	pamilihan
пазар	market
играчи	manlalaro
можно	maaari
можно	posible
можно	possible
можно	maari
можно	posibleng
британски	british
прашања	katanungan
прашања	tanong
температура	temperatura
папа	papa
месец	buwan
започна	nagsimula
