جانسن	johnson
عکسها	as
عکسها	fotografías
عکسها	foto
عکسها	túas
عکسها	as
عکسها	fotos
عکسها	imaxes
عکسها	fotografías
آزموده	intentei
آزموده	intentou
آزموده	tratamos
آزموده	tentei
آزموده	tentou
ماما	mamá
ماما	nai
کرایه	a
کرایه	renda
کرایه	aluguer
کرایه	alugar
بندگان	criaturas
اطلسی	atlántico
ترفند	truco
دورهای	período
دورهای	periodo
دورهای	tempo
دورهای	a
دورهای	adolescencia
دزدیدن	roubar
ورشکسته	a
ورشکسته	rompeu
ورشکسته	crebou
ورشکسته	entraron
ورشکسته	rompín
شاهانه	teatro
شاهانه	royal
شاهانه	súa
شاهانه	real
شاهانه	alteza
مسئولیتی	responsabilidades
مسئولیتی	responsabilidade
مسئولیتی	a
ظالم	cruel
دومنیکو	domenico
فرهنگهای	culturas
کچ	coller
کچ	pescar
گمبل	apostar
تاچ	tacto
تاچ	toque
تاچ	contacto
تاچ	tocar
تاچ	toques
ویدیوهای	vídeos
ساندی	domingo
ساندی	domingos
ساندی	dominical
آشنای	familiar
آشنای	familiarizados
آشنای	familiares
آشنای	coñeces
آشنای	contacto
آشنای	coñecidos
آشنای	en
آشنای	con
آشنای	podo
آشنای	contactar
حقه	truco
حقه	trucos
کالسکه	fantasma
پولدار	ricos
پولدار	rica
پولدار	rico
نمرات	exames
مخلوق	criatura
منصفه	xurado
میلک	leite
دلاوری	valentes
دلاوری	valente
پاهایش	patas
پاهایش	pernas
پاهایش	as
پاهایش	legs
عصیان	rebelión
عصیان	rebeldes
مقالۀ	artigo
آنارشیست	anarquista
تستوسترون	testosterona
پرسه	pregunta
آیس	xeo
دوقلوها	xemelgos
عفونتهای	infeccións
انا	anna
زاری	humildade
حقیقتی	verdade
حقیقتی	a
فاشیستی	fascismo
فاشیستی	o
کات	cortar
پایک	pike
کاسینی	cassini
سینکلر	sinclair
نامها	nomes
نامها	nome
نامها	os
پوکر	póquer
پوکر	ao
پوکر	de
ویژن	visión
ویژن	vista
ویژن	vision
پاسپورت	pasaporte
اخرین	último
اخرین	últimos
اخرین	pasado
اخرین	última
اخرین	o
اخرین	onte
مطب	clínica
فرنچ	franceses
فرنچ	francés
فرنچ	francesa
فرنچ	francesas
روانشناسان	psicólogos
روانشناسان	sicólogos
فرنسیس	francis
رؤیاها	soños
نهائی	final
نهائی	derradeira
نهائی	último
نهائی	axuntémonos
نهائی	todos
نهائی	definitivo
کوکتل	cóctel
مُد	moda
مُد	a
اتهامی	cargos
فرآورده	produto
وزنش	peso
وزنش	importancia
کامبرلند	cumberland
بخور	comer
بخور	come
بخور	comen
ایزوله	illado
ایزوله	illada
زوجی	par
زوجی	dous
زوجی	parella
زوجی	uns
اسنو	neve
اسنو	impecable
قدرتش	poder
قدرتش	o
بسرعت	rápido
بسرعت	rapidamente
بسرعت	axiña
مافیایی	mafia
شهامت	valor
شهامت	coraxe
شهامت	valentía
شهامت	valente
شهامت	collóns
التزام	compromiso
التزام	mecanismo
التزام	de
التزام	mecanismos
التزام	cos
متزلزل	inseguro
گروهها	dous
گروهها	grupos
سیستمها	sistemas
سیستمها	dos
روزهایی	días
خویشان	parentes
خویشان	familiares
شبها	as
شبها	noites
شبها	noite
شبها	polas
شبها	noite
شبها	pola
شبها	noites
گذرواژه	contrasinal
اوس	carlos
اوس	oh
بیولوژی	bioloxía
نمیتواند	se
نمیتواند	pode
نمیتواند	non
نمیتواند	podemos
نمیتواند	podes
نمیتواند	poden
نمیتواند	podo
مره	egua
مره	égoa
گِل	lama
کنجکاو	curioso
کلمبو	colombo
موافقتنامه	acordo
پروتئینهای	proteína
پروتئینهای	proteínas
مغرور	orgullosa
مغرور	orgullosos
مغرور	de
مغرور	orgulloso
مغرور	fachendoso
تشنه	sede
تشنه	sede
ظلمت	escuridade
الکی	finxilo
مراقبه	vendo
مراقبه	a
مراقبه	as
مراقبه	ver
مراقبه	mirando
مراقبه	mirar
مراقبه	observando
باتوم	fondo
باتوم	final
باتوم	do
باتوم	inferior
باتوم	abaixo
باتوم	todo
رویاها	soños
ﺩﺭ	dr
اشتباهاتی	erros
اشتباهاتی	culpa
کراش	por
کراش	toliño
قطارها	trens
محبوبی	bonitas
دقتی	precisión
هلاکت	a
هلاکت	destrución
هلاکت	destrucción
انگشتر	anel
خریدن	mercando
چوپانی	pastor
چوپانی	pastorciño
باسن	hurra
ادنا	edna
پیو	pew
حساسی	sensibles
حساسی	sensible
آبرو	reputación
آبرو	sona
وعظ	sermón
طبیعتا	natural
طبیعتا	forma
طبیعتا	naturalmente
طبیعتا	non
میکروفون	micrófono
متاهل	casou
متاهل	casar
متاهل	casado
بیکران	amplo
بیکران	gran
تکزاس	texas
نظاره	a
نظاره	mirando
نظاره	mirar
نظاره	buscando
نظاره	vendo
نظاره	a
نظاره	as
نظاره	ver
نظاره	mirando
نظاره	mirar
نظاره	observando
گس	gas
گس	gasolina
گس	de
گس	gases
مخبر	delator
طویله	granxa
باکتریهای	as
باکتریهای	bacterias
مهارتی	habilidade
چهارپایان	gando
چهارپایان	vacas
چهارپایان	gado
لوط	moito
لوط	moita
لوط	moitos
لوط	moitas
لابراتوار	laboratorio
تایتان	titán
اسپریت	espírito
اسپریت	o
اسپریت	déixate
اشتها	apetito
اشتها	fame
خیابانها	rúas
خیابانها	polas
خیابانها	rúa
دایه	neneira
دیلان	dylan
رباتها	robots
اپ	aplicación
غریزه	instinto
غریزه	instintos
نادانی	ignorancia
نادانی	a
شکلهای	de
شکلهای	formas
شکلهای	forma
شکلهای	documentos
شکلهای	figuras
لطافت	elegancia
کراون	coroa
دادخواست	petición
مخلوقات	criaturas
چشمانی	os
چشمانی	ollos
مُهر	foca
مُهر	selo
جنگلها	bosques
داوسون	dawson
کاتن	algodón
کاتن	de
براند	marca
صداهایی	voces
خودارضایی	masturbación
مسری	contaxiosas
بمان	quedar
بمان	ficar
بمان	queda
هامر	homer
سلمانی	barbeiro
سلمانی	perruqueiro
شبان	pastor
شبان	pastorciño
زارا	zara
جوانتر	máis
جوانتر	novos
جوانتر	nova
جوانتر	novo
جوانتر	menos
شاکر	agradecido
نوازش	cerebral
نوازش	patas
نوازش	pernas
نوازش	as
نوازش	legs
سیگنالهای	sinais
پیشرفتی	progreso
پیشرفتی	proceso
پیشرفتی	progresos
پیشرفتی	segue
جاودانی	eterna
آموزنده	educativo
آموزنده	educativas
مراعات	respectar
مراعات	respeto
مراعات	respecto
مراعات	respéctanme
اسبان	cabalos
اسبان	os
قصری	castelos
قرنها	séculos
منبسط	expansión
منبسط	expande
معصومیت	inocencia
چایی	té
چایی	tomar
چایی	de
چایی	te
اقا	señor
اقا	xefe
سربار	carga
پیچش	xiro
اسلیم	slim
آهنربا	imáns
میخورد	come
امپراطور	emperador
جالبه	interesante
جالبه	interesantes
پراید	orgullo
پراید	orgulloso
هکرها	hacker
هکرها	hackers
آشناست	familiar
آشناست	familiarizados
آشناست	familiares
آشناست	coñeces
صاحبش	dono
سودا	soda
طنابی	corda
بمانم	quedar
بمانم	ficar
بمانم	queda
مسترز	mestres
میلیاردها	millóns
میلیاردها	mil
میلیاردها	miles
مافیای	mafia
تحدید	ameaza
رشادت	valor
رشادت	coraxe
رشادت	valentía
رشادت	valente
رشادت	collóns
استخری	piscina
استخری	a
سرهای	cabezas
همر	martelo
آلویس	alois
دنیلز	daniels
اورژانسی	urxencias
اورژانسی	de
اورژانسی	emerxencia
اورژانسی	urxencia
اورژانسی	estado
اورژانسی	tribunal
خجالتی	tímida
براوو	bravo
مهلک	fatal
آرتروز	artrite
لیدر	líder
مصروف	moi
مصروف	ocupado
مصروف	ocupados
مصروف	negocios
مصروف	ocupada
لایم	cal
لایم	lima
سایمن	simon
دلسوزی	compaixón
دلسوزی	a
سارق	ladrón
دلهره	terror
دمش	cola
منصف	xusto
منصف	feira
پانچ	ponche
پانچ	unha
عیان	revelar
عیان	revelan
احمقانه	estúpido
احمقانه	estúpida
احمقانه	estúpidos
احمقانه	parvo
احمقانه	estúpidas
احمقانه	parvadas
دس	dos
قرقره	bobina
پرسیدند	pregunteille
پرسیدند	preguntou
پرسیدند	lle
سربلند	orgullosa
سربلند	orgullosos
سربلند	de
سربلند	orgulloso
سربلند	fachendoso
لمون	limón
نقاشیهای	pinturas
نقاشیهای	cadros
امورات	intervir
شفقت	compaixón
شفقت	a
نوبتی	quendas
نوبتی	horas
ماره	egua
ماره	égoa
عصری	era
مسولیت	responsabilidades
مسولیت	responsabilidade
مسولیت	a
دندانهای	dentes
دندانهای	os
تنهای	soa
تنهای	só
دستشویی	baño
دستشویی	cuarto
مجرا	canal
مجرا	canle
جذام	laceira
کابوی	vaqueiro
کابوی	de
اتاقها	cuartos
اتاقها	salas
اتاقها	habitacións
اتاقها	ventiladas
آزادیهای	liberdades
پرچین	perista
پاریسی	parís
پرسیدن	preguntar
پرسیدن	lle
پرسیدن	pregunta
پرسیدن	a
پرسیدن	pide
برازنده	traxes
فیت	para
فیت	encaixan
فیت	ataque
فیت	encaixa
فیت	ben
فیت	axustan
فیت	de
امتیازهای	exames
فاولر	fowler
سنباد	sinbad
حریر	seda
حریر	de
توما	thomas
علاج	cura
علاج	curación
علاج	interesábame
علاج	curar
قاطر	mula
رقصیدن	baile
رقصیدن	bailando
رقصیدن	bailar
رقصیدن	bailaba
سوالبارد	svalbard
اسلون	sloan
اسلون	a
اسلون	matou
بلندگو	♪
بلندگو	falante
ساکر	parvo
بامزه	moi
فروتنی	humildade
یادداشتهای	notas
چکمه	botas
چکمه	as
هاون	aínda
هاون	non
هاون	teño
تختخواب	cama
زرنگ	intelixente
زرنگ	intelixentes
زرنگ	listos
زرنگ	moi
زرنگ	listo
بغض	odio
منطقۀ	rexión
منطقۀ	do
منطقۀ	sudeste
کاستل	castelo
پایمال	por
پایمال	toliño
بیگناه	inocente
بیگناه	inocentes
خصیصه	atributo
شکلاتی	chocolate
دیزاین	deseño
دیزاین	deseñar
اجر	salarios
اجر	recompensa
جولیانو	giuliano
جولیانو	a
داستانها	historias
داستانها	as
جستجوهای	as
جستجوهای	buscas
سرنخ	pista
سرنخ	idea
حسابهای	contas
کائنات	universo
کائنات	do
حضانت	custodia
حضانت	baixo
جنایتکاران	delincuentes
جنایتکاران	criminais
ارعاب	acoso
تف	cuspir
جوئی	joey
جوئی	pío
جوئی	joska
خوشمزه	delicioso
تنک	tanque
تنک	depósito
آزادیخواه	liberais
آزادیخواه	liberal
جلودار	fronteiras
ثبوت	arranxar
اقای	señor
اقای	mr
اقای	o
خوشگل	fermoso
خوشگل	bonita
خوشگل	fermosa
خوشگل	precioso
خوشگل	fermosas
خوشگل	moi
خوشگل	bastante
خوشگل	bonita
خوشگل	ben
اِما	emma
آوازها	voces
واشنگتون	washington
واشنگتون	dc
آرچی	archie
تاوان	paga
تاوان	pagar
تاوان	pagalo
قهرمانانه	heroicos
ماهیگیر	pescador
پوسیده	horríbel
فورا	inmediatamente
فورا	inmediato
فورا	axiña
فورا	de
فورا	contado
یوتوب	youtube
یوتوب	de
ناامن	inseguro
نرده	perista
سرافراز	orgullosa
سرافراز	orgullosos
سرافراز	de
سرافراز	orgulloso
سرافراز	fachendoso
پیشرفتهای	os
پیشرفتهای	avances
سوءتغذیه	malnutrición
سوءتغذیه	desnutrición
خی	chi
دندانپزشک	dentista
ایوری	avery
بفروش	vender
بفروش	vende
کابینت	minister
عمره	vida
سفارتخانه	embaixada
تخیلات	imaxinación
پلنت	planta
پلنت	vexetais
پلنت	de
معاوضه	intercambio
شرابی	viño
دنیاهای	mundos
تهدیدها	ameazas
لیلاند	leland
گیجگاهی	lóbulo
گیجگاهی	temporal
ساپینزا	sapienza
موانعی	obstáculos
فیله	elefante
گاوها	as
گاوها	vacas
آدمیرال	almirante
درمانهای	tratamentos
فناوریهای	tecnoloxías
اسیری	presos
اسیری	os
اسیری	prisioneiros
هولم	holm
ترحم	mágoa
آبستن	embarazada
آبستن	preñado
پیشکار	indicador
پیشکار	representante
آزاری	ferida
آزاری	lesión
جاثلیق	catholicos
داکار	dakar
وقار	dignidade
گدا	moinantes
گدا	vago
راحتتر	máis
راحتتر	doado
راحتتر	fácil
بقاء	supervivencia
بقاء	mortandade
بقاء	infantil
بقاء	sobreviven
انجل	anxo
جوک	broma
جوک	chiste
جوک	bromas
جوک	gracia
جوک	conto
دستبند	esposas
وندربیلت	vanderbilt
بادبزن	fan
شرارت	mal
شرارت	malo
شرارت	malvado
شرارت	maldade
شرارت	malvados
ساگان	sagan
رینگو	ringo
خانمها	señoras
خانمها	damas
خانمها	mozas
خانمها	señores
خانمها	señoritas
خانمها	donas
خانمها	as
لول	nivel
بشنود	escoitar
بشنود	oír
بشنود	oio
فام	pham
فشن	moda
فشن	a
دانستم	sabía
دانستم	que
دانستم	sabían
دانستم	o
اموزش	formación
اموزش	estudan
اموزش	adestramento
نورما	norma
چیک	moza
چیک	unha
دانیلز	daniels
صدقه	caridade
هشیاری	consciencia
هشیاری	a
هشیاری	conciencia
هشیاری	da
هوادارن	ventiladores
خونسرد	xenial
خونسرد	ben
خونسرد	fresco
نوکر	servo
نوکر	criado
نوکر	bedel
ویلکس	wilkes
مهمانخانه	inn
مهمانخانه	hotel
سکتور	sector
توئیتر	twitter
سررسید	por
سررسید	debido
سررسید	ao
سررسید	cando
سررسید	a
سررسید	mor
سررسید	débeda
دستگاهها	aparello
دستگاهها	dispositivo
دستگاهها	de
دستگاهها	historias
دستگاهها	mecanismo
دستگاهها	as
دستگاهها	máquinas
دستگاهها	lavadoras
دستگاهها	mecanismos
دستگاهها	dispositivos
دستگاهها	aparellos
دستگاهها	utensilios
محصل	estudante
محصل	estudantes
محصل	alumno
امیدهای	esperanza
امیدهای	esperanzas
دستهای	mans
دستهای	man
دستهای	as
داربی	darby
مرزبانی	fronteira
مبل	mobles
خونگرم	coidado
خرسند	contido
خرسند	dóeme
سافاری	safaris
سافاری	safari
پاسخهای	respostas
پاسخهای	as
لشگر	corpo
لشگر	de
لشگر	fuxitivos
لشگر	exército
لشگر	do
سالخوردگی	envellecemento
سالخوردگی	o
سالخوردگی	envellecer
ماک	mackie
ماک	navalla
ماک	mack
خودخواه	egoísta
نادان	unha
شوهری	marido
شوهری	home
شوهری	o
فیلمهایی	filmes
فیلمهایی	filmes
فیلمهایی	cinema
باین	é
داربست	andamio
خواهری	irmá
خواهری	a
گرداندن	manexar
گرداندن	arranxar
گرداندن	mango
گرداندن	facer
گرداندن	diso
میخانه	bar
پرولتاریا	proletariado
پرولتاریا	proletarios
دیکنسون	dickinson
غریزی	instinto
کینگزلی	kingsley
چیپس	fichas
آسودگی	felicidade
چکشی	martelo
گیجی	confusión
قرارداده	contrato
هیگز	higgs
هیگز	de
بزرگواری	dignidade
پرشی	así
پرشی	saltar
پرشی	chimpa
بیلیارد	piscina
بیلیارد	a
اصلن	auténtica
اصلن	é
هروقت	cando
هروقت	cada
هروقت	vez
محیطهای	entornos
محیطهای	ambientes
رت	rhett
داناوان	donovan
قبرها	foxas
قبرها	comúns
قبرها	tumbas
نویسند	escribir
نویسند	escribe
نویسند	escribo
واشینگتون	washington
واشینگتون	dc
اودیسه	ulises
میگوی	gambas
بمبگذاری	bombardeo
بمبگذاری	do
بمبگذاری	bombardeos
بمبگذاری	o
فلاور	flor
ظالمانه	cruel
خودبخود	espontaneamente
برندی	brandy
سردرگم	confuso
کورال	de
کورال	coral
آزمونهای	ensaios
آزمونهای	xuízos
آزمونهای	exames
آزمونهای	probas
آزمونهای	tests
سرخوش	homosexuais
سرخوش	homosexual
قبض	billetes
قبض	contas
قبض	as
قبض	facturas
خودمانی	íntimo
خودمانی	íntima
گوسفندی	ovellas
گریوز	foxas
گریوز	comúns
گریوز	tumbas
موشها	ratos
موشها	démoslles
ریورز	ríos
رستورانی	restaurante
قارچها	cogomelos
ژاکت	chaqueta
ژاکت	da
پکیج	básica
پکیج	básicos
پکیج	básico
پکیج	básicas
پکیج	as
مربا	session
گوست	pantasma
گوست	espírito
بورخس	borges
مثلی	exemplo
مثلی	por
نادره	pouco
ملازم	acompañante
ملازم	enfermeiro
پاش	perna
پاش	pernas
پاش	unha
پاش	pata
زنجیرهای	cadea
زنجیرهای	subministración
زنجیرهای	traballos
کاسیوس	cassius
خودآگاه	consciencia
خودآگاه	a
خودآگاه	conciencia
خودآگاه	da
بافتها	tecidos
ساک	bolsa
ساک	bolso
ساک	maletín
ساک	saco
توپر	sólida
ماهها	meses
ملتها	nacións
نک	pescozo
نک	par
نک	deles
نک	caluga
آنگوس	angus
کستل	castelo
عینکی	lentes
عینکی	gafas
عینکی	vasos
عینکی	as
رختخواب	cama
یتیمان	orfos
فارم	granxa
فارم	a
فارم	campo
فارم	leira
فارم	casa
فارم	reserva
بمانی	quedar
بمانی	ficar
بمانی	queda
حماقت	estúpido
حماقت	estúpida
حماقت	estúpidos
حماقت	parvo
حماقت	estúpidas
حماقت	parvadas
کاهی	a
کاهی	redución
تگرگ	“
تگرگ	sarabia
تگرگ	”
تگرگ	en
تگرگ	galego
تگرگ	saudamos
نفسی	hálito
نفسی	respiro
نفسی	alento
نفسی	respiración
نفسی	folgos
نفسی	tempo
نفسی	respirar
نفسی	alma
ببوس	bico
ببوس	bícame
ببوس	bicar
ببوس	un
ببوس	biquiño
فقیری	pobre
فقیری	pobres
کارایان	karajan
زنها	mulleres
زنها	as
گلاس	vaso
گلاس	vidro
گلاس	cristal
گلاس	de
گلاس	copa
پسورد	contrasinal
پاپا	papá
تندتر	máis
تندتر	rápido
تندتر	axiña
تندتر	rápida
عبادتگاه	templo
سولومون	solomon
بازوها	brazos
بازوها	armas
جدیدا	ultimamente
مضطرب	nerviosa
مضطرب	nervioso
مضطرب	nerviosos
مضطرب	nervios
خرسی	oso
خرسی	osiño
موکل	cliente
دندانها	dentes
دندانها	os
اخلاص	de
قیمتها	prezos
قیمتها	os
پروتئینها	proteínas
لاغری	delgado
لاغری	fraca
لاغری	no
سروی	enquisa
سخره	cliff
خوشگله	moi
خوشگله	bastante
خوشگله	bonita
خوشگله	ben
وستمینستر	westminster
غش	mal
غش	esvaecemento
مخلص	de
مثالهای	exemplos
مکانها	lugares
مکانها	lugares
مکانها	sitios
مکانها	onde
چنل	canal
چنل	canle
اِم	um
اِم	chame
فتو	foto
قطاری	trens
مودبانه	educado
مودبانه	educados
دائما	constantemente
ناجور	incómodo
اسپیر	arpón
اسپیر	spear
عالیست	dura
عالیست	por
عالیست	duro
عالیست	duros
عالیست	difícil
لیروی	leroy
خوبش	bo
خوبش	ben
خوبش	boa
خوبش	boas
خوبش	bos
فایف	vida
فقیرترین	pobres
فقیرترین	máis
فقیرترین	pobre
فقیرترین	2
تلاشها	intentos
تلاشها	esforzos
لاینز	lyon
بمیر	morren
بمیر	morre
بمیر	morrer
رُم	roma
واردشده	entrou
واردشده	na
واردشده	entra
بدشانس	desafortunado
حایل	está
حایل	entre
حایل	queda
اشتهای	apetito
اشتهای	fame
شمارۀ	número
ساردینیا	sardeña
دیاموند	diamante
دیاموند	verdade
فروختن	vender
ماتی	mattei
ماتی	señor
ابولا	ébola
غلتان	rolling
بورژوا	burguesa
بورژوا	burgueses
فراق	separación
کارخواه	cliente
همفری	humphrey
رفاقت	amizade
رفاقت	a
رفاقت	levou
رفاقت	leva
رفاقت	levoume
رفاقت	á
نسخۀ	versión
آبنبات	candy
پاترول	patrulla
بیتل	beatle
کافیه	abonda
کافیه	suficiente
کافیه	dabondo
کافیه	para
کافیه	abondo
سپاسگزار	agradecido
زورگویی	acoso
صندوقچه	peito
ژنهای	xenes
ژنهای	os
آتو	otto
ملال	aburrido
ملال	aburrida
مسافرخانه	inn
مسافرخانه	hotel
مسنجر	mensaxeiro
جب	jeb
ملامت	culpa
ملامت	a
ملامت	non
جورجی	georgie
آلمانها	alemáns
رازها	os
رازها	segredos
رازها	poden
رازها	adoptar
هیولاهای	monstros
ابیگیل	abigail
همبرگر	hamburguesa
موریانه	térmites
مریضی	enfermo
مریضی	enfermos
مریضی	enferma
کارتونیست	debuxante
کارتونیست	caricaturista
الرسول	brigade
الرسول	a
الرسول	brigada
بنگلور	bangalore
پرفسور	mestre
پرفسور	profesor
مزاح	humor
اثاثیه	mobles
کپه	pila
کپه	feixe
کپه	rochas
کپه	de
کپه	da
موقتا	temporalmente
مولکولها	moléculas
کاملش	chea
کاملش	cheo
کاملش	completo
ویژگیها	propiedades
ویژگیها	características
داداش	irmán
داداش	meu
ترسو	micho
ترسو	michiño
ترسو	covarde
قضاوتی	xuízo
اندامها	órganos
گوس	oca
گوس	branca
چادری	tenda
چادری	carpa
استیج	escenario
استیج	etapa
استیج	no
استیج	palco
بکشم	matar
بکشم	a
مقطر	destilada
ترسیده	medo
ترسیده	asustada
ترسیده	asustados
پتو	mantas
پتو	cobertores
برار	deixar
مغزها	cerebro
مغزها	cerebros
مغزها	os
دستگیره	manexar
دستگیره	arranxar
دستگیره	mango
دستگیره	facer
دستگیره	diso
چشمها	os
چشمها	ollos
راهزن	bandidos
آسپرین	aspirina
تایلور	taylor
محلهای	lugares
اثاث	mobles
کورتیزول	cortisol
عیادت	visitar
عیادت	visita
آرن	non
آرن	son
گرانقدر	honorábel
سگهای	cans
سگهای	can
سگهای	os
سگهای	aos
اسکیپ	skip
اسکیپ	mo
تیرک	polo
تیرک	poste
بدجنس	malo
بدجنس	malvada
بدجنس	dicir
رُز	rose
ملیون	millóns
ملیون	de
ملیون	millón
رژیمی	dieta
اسپارک	chispa
دنیاها	mundos
نانوا	baker
کفپوش	chan
کفپوش	piso
کفپوش	andar
گوشته	carne
گوشته	a
حکمتی	a
حکمتی	sensatez
حکمتی	sabiduría
حکمتی	sabedoría
گوه	merda
آلمانیا	alemáns
رسوا	mágoa
رسوا	vergoña
رسوا	que
رسوا	desgraza
رسوا	deshonra
دریل	perforar
ایجی	alison
ساعتهای	horas
ساعتهای	ve
ساعتهای	reloxos
ساعتهای	mira
بازدیدهای	opinións
سرنوشتی	destino
سرنوشتی	o
سگها	cans
سگها	can
سگها	os
سگها	aos
باندراس	banderas
وینسلو	winslow
میدل	media
میدل	medio
میدل	oriente
پاکدامنی	virtude
ادیث	edith
درمانده	impotentes
انعام	punta
انعام	dan
انعام	propinas
قفسی	gaiola
اصالتا	orixinalmente
گورها	foxas
گورها	comúns
گورها	tumbas
گایگر	geiger
عسلی	cariño
عسلی	rula
عسلی	meu
عسلی	ben
گلنگدن	fogo
سورپرایز	sorpresa
سورپرایز	sorprenda
سورپرایز	unha
اوتیسم	autismo
مهدکودک	cativos
دیکی	dicky
دیکی	dickie
دیکی	por
راستگو	honestos
راستگو	sinceros
راستگو	dicir
راستگو	verdade
راستگو	sincero
راستگو	honesto
راستگو	de
راستگو	honrado
مکانهایی	lugares
مکانهایی	sitios
مکانهایی	onde
کرمهای	vermes
قماربازی	xogo
تواضع	humildade
استند	pé
اخاذی	chantaxe
نهار	almorzo
نهار	xantar
نهار	o
نهار	comida
نهار	comer
میخواند	chama
میخواند	chamadas
میخواند	á
میخواند	as
میخواند	chamada
میخواند	trompetas
میخواند	ninguén
پنجمی	quinta
پنجمی	quinto
میزهای	mesas
بیمارستانها	hospitais
بیمارستانها	os
لاتاری	lotería
لاتاری	de
