категорія	kategória
сайт	weboldal
сайт	honlap
сайт	webhely
сайт	helyszín
сайт	helyén
сайт	webhely
разом	együtt
інші	egyéb
інші	más
інші	másoknak
інші	egyéb
інші	mások
інші	egyebek
проти	ellene
проти	ellen
тут	itt
український	ukrán
український	ukrajnai
початку	eredet
мова	nyelv
історії	történetek
історії	történeteket
історії	mesék
історії	bejegyzések
історії	történelme
історії	előzmények
історії	történelem
всі	mindegyik
всі	mind
всі	minden
багато	sok
багато	sok
багато	sokan
багато	sok
багато	sokat
більше	nagyobb
більше	nagyobb
більше	nagyobbak
більше	több
більше	more
більше	további
більше	tobb
кількість	gróf
кількість	szám
кількість	száma
кількість	mennyiség
шаблони	sablonok
шаблони	minták
шаблони	mintákat
дуже	nagyon
два	kettő
перший	először
перший	első
площа	plaza
площа	square
площа	szögletes
площа	négyzetes
площа	tér
площа	négyzet
площа	terület
площа	környék
країни	ország
країни	országban
країни	országokban
країни	országok
назва	neve
назва	név
назва	cím
назва	címe
назва	beosztás
наук	tudományok
розташований	található
без	nélkül
без	anélkül
голова	fejet
голова	fej
голова	fejét
голова	elnök
народився	született
народився	megszületett
щодо	kb
щодо	nagyjából
щодо	körülbelül
сторінка	oldalt
сторінка	oldal
той	ez
росії	oroszország
все	mindent
все	minden
все	mindegyik
все	mind
все	minden
київ	kijevi
зокрема	beleértve
роботи	munkahelyi
роботи	munka
біля	közel
проте	mindazonáltal
веб	web
веб	háló
веб	webes
статтю	árucikk
статтю	cikk
праворуч	jobbra
потім	akkor
потім	aztán
землі	föld
армії	sereg
армії	hadsereg
однак	mindamellett
однак	mindazonáltal
однак	azonban
саме	pontosan
саме	pontosan
північний	észak
північний	északi
північний	északra
північний	észak
північний	északi
день	nap
день	napon
день	nappal
день	napot
частина	részben
частина	rész
частина	része
південний	dél
південний	déli
південний	dél
південний	délre
південний	déli
смерті	halál
період	időszak
період	időtartam
період	periódus
перша	először
перша	első
такі	követni
такі	követem
такі	követi
такі	ilyen
двох	kettő
навіть	még
розташування	elhelyezés
розташування	helyszínek
розташування	helyek
розташування	megállapodás
розташування	elrendezés
розташування	elrendezése
розташування	megegyezés
розташування	egyezség
розташування	helyszín
розташування	hely
розташування	elhelyezkedés
розташування	állás
розташування	pozíció
розташування	álláspont
кар	karrier
три	három
працював	bevált
працював	dolgozott
працював	működött
висота	magasság
висота	emelkedés
висота	magassága
висота	magasság
входить	belép
входить	tartalmazza
себе	magam
себе	magad
різних	más
різних	különböző
різних	eltérő
фільми	filmek
фільми	filmeket
фільми	mozi
фільми	filmek
фільми	filmeket
сільська	vidék
сільська	vidéki
церква	templom
церква	egyház
створення	létrehozása
створення	létrehozva
створення	nemzedék
створення	generáció
створення	létrehozása
створення	létrehozása
створення	alkotás
створення	teremtés
значення	érték
значення	értékek
значення	érték
значення	értéke
вул	str
системи	rendszer
системи	system
йому	őt
йому	neki
крім	kivéve
тоді	akkor
тоді	aztán
ніж	kés
ніж	kést
ніж	késsel
адреса	cím
адреса	címe
член	tag
член	fasz
член	farok
член	kakas
франція	franciaország
франція	france
адміністративний	igazgatási
адміністративний	adminisztratív
групи	csoportok
групи	csoportoknak
буде	will
буде	fog
буде	akarat
буде	bodø
там	ott
динаміка	dynamics
національний	nemzeti
національний	országos
національний	national
управління	kormányzás
управління	irányítás
управління	menedzsment
управління	irányítás
управління	vezetőség
управління	gazdálkodás
управління	irányítási
всіх	mindegyik
всіх	mind
всіх	minden
всіх	mindenki
всіх	mindenkinek
нього	őt
нього	neki
річки	folyók
річки	rivers
дата	dátum
дата	időpont
людей	emberek
хоча	habár
хоча	bár
хоча	habár
хоча	bár
мови	nyelveket
мови	nyelvek
мови	nyelveken
мови	nyelv
українська	ukrán
українська	ukrajnai
поселення	megegyezés
поселення	elszámolási
поселення	rendezés
поселення	egyezség
поселення	település
поселення	elszámolás
розподіл	terjesztés
розподіл	eloszlás
розподіл	elosztás
розподіл	forgalmazási
розподіл	elosztása
розподіл	forgalmazás
знаходиться	található
пізніше	később
розвитку	fejlesztés
розвитку	fejlődés
розвитку	fejlesztési
вулиця	utca
кілька	kevesen
кілька	pár
кілька	kevés
кілька	kevesek
кілька	néhány
хімічно	kémiailag
згодом	később
провінції	tartományok
картка	kártya
часто	gyakran
часто	gyakran
олександр	sándor
олександр	alexander
офіційний	hivatalos
офіційний	tisztviselő
департамент	részleg
департамент	megye
віком	érlelt
тощо	stb
майже	majdnem
права	jobbra
права	jogai
права	jogokkal
права	jogok
муніципалітетів	települések
церкви	templomok
стала	állandó
стала	folyamatos
голови	fej
голови	fejek
голови	fejeket
голови	átültetés
голови	transzplantációs
південь	dél
південь	délre
південь	déli
вулиці	utcákon
вулиці	utcák
перед	hírnök
перед	előzetes
перед	előtte
перед	előtt
перед	mielőtt
сім	hetes
сім	hét
мав	volt
яке	ami
яке	melyik
яке	mely
яке	amely
автор	alkotó
автор	teremtő
автор	író
автор	szerző
володимир	vlagyimir
володимир	vlagyimir
володимир	vladimir
типу	típus
типу	típusa
академії	akadémia
фільм	filmet
фільм	mozi
фільм	film
фільм	fólia
фільм	film
карта	térkép
карта	térképet
команди	parancsok
команди	parancsol
команди	csapatok
іван	ivan
іван	iván
іван	john
іван	jános
використання	használat
використання	használatával
використання	használata
використання	felhasználva
використання	használat
використання	használata
використання	felhasználás
використання	használni
головний	főnök
головний	fő
головний	main
головний	főbb
зоря	csillagos
зоря	csillag
зоря	sztár
деякі	néhány
музей	múzeumi
музей	múzeum
музей	museum
діяльність	tevékenységei
діяльність	tevékenységek
діяльність	tevékenység
діяльність	tevékenységek
діяльність	tevékenység
діяльність	aktivitás
частини	alkatrész
частини	alkatrészek
частини	részek
закінчив	elkészült
закінчив	befejezett
закінчив	kész
джерела	forrás
джерела	források
джерела	szolgáltatók
джерела	forrás
кам	táborok
честь	becsület
честь	megtiszteltetés
честь	becsület
честь	megtiszteltetés
організації	szervezetek
організації	szervez
сил	erők
померли	halálesetek
померли	haláleset
дві	kettő
діяльності	tevékenységei
діяльності	tevékenységek
діяльності	tevékenység
діяльності	tevékenységek
діяльності	tevékenység
діяльності	aktivitás
клуб	klub
клуб	club
ігор	játék
ігор	játékok
ігор	igor
партії	party
партії	buli
партії	parti
перелік	jegyzék
перелік	lista
перелік	felsorolás
перелік	számlálás
роль	szerepet
роль	szerep
роль	szerepe
усі	mindenki
усі	mindenkinek
усі	mindegyik
усі	mind
усі	minden
усі	mindenki
усі	mindenkinek
україна	ukrajna
університет	university
університет	egyetem
відомий	híres
відомий	híresség
микола	nikolai
микола	nyikolaj
микола	mikołaj
микола	nicolai
микола	nyikolaj
італії	olaszország
спочатку	kezdetben
спочатку	eleinte
школа	iskolában
школа	iskola
школа	suli
право	jobbra
право	jogszabályok
право	jog
право	jogszabály
право	törvény
євро	euró
євро	euróban
євро	euro
далі	tovább
далі	további
далі	messzebb
далі	következő
знову	újra
стали	lettem
стали	lett
стали	vált
одна	egy
хто	ki
хто	aki
моря	tengerek
стаття	árucikk
стаття	cikk
стаття	bekezdés
звання	ranglétrán
звання	rang
звання	rangja
статус	állapot
статус	státusz
помер	halott
помер	halottak
помер	meghalt
родини	családok
польщі	lengyelország
львів	lviv
група	csoport
група	csoportban
новий	újdonság
новий	új
зір	látása
зір	látomás
зір	elképzelés
зір	látás
великий	nagyok
великий	nagy
великий	nagyszerű
назви	nevek
назви	neveket
залізниця	vasút
залізниця	vasút
залізниця	vasutak
залізниця	vasútvonal
залізниця	vasút
залізниця	vasúti
система	rendszer
система	system
північ	éjfél
північ	éjfélkor
північ	észak
північ	északi
північ	északra
більшість	legtöbb
більшість	többségi
більшість	többség
особливо	különösen
особливо	különösen
особливо	főleg
народження	született
народження	megszületett
народження	születés
народження	születési
народження	szülés
інформація	info
інформація	infó
інформація	információ
інформація	infók
інформація	információk
інформація	információ
інформація	tájékoztatás
інформація	információk
влади	hatóságok
округ	körzet
округ	járás
округ	kerület
інститут	intézet
інститут	intézmény
інститут	institut
інститут	intézmény
інститут	intézmények
будинок	house
будинок	ház
будинок	házon
дослідження	kutatás
дослідження	kutatások
дослідження	kutatási
дослідження	felfedezés
дослідження	vizsgálatok
дослідження	tanulmányok
війна	háború
війна	hadviselés
комуни	kommuna
приблизно	kb
приблизно	nagyjából
приблизно	körülbelül
приблизно	megközelítőleg
приблизно	hozzávetőleg
приблизно	körülbelül
багатьох	sok
багатьох	sokan
війська	katonák
війська	csapatok
регіон	régió
регіон	régiók
велика	nagyok
велика	nagy
велика	magna
людини	emberek
рід	klán
рід	reid
рід	reed
дітей	gyerekek
дітей	gyermekeknek
дітей	gyermek
дітей	gyermekek
міст	híd
міст	bridge
міст	városok
міст	városokat
міст	pont
мала	mala
собою	magam
собою	magad
генерал	általános
генерал	tábornok
мали	volt
доходів	egyenlőséget
доходів	egyenlőség
основі	köteg
основі	csomagok
статей	árucikkek
статей	cikkek
навчання	tanulok
навчання	tanul
навчання	tanulás
навчання	vizsgálat
навчання	tanulmányok
навчання	tanulás
навчання	tanulmány
навчання	tanulok
навчання	tanul
навчання	tanulás
навчання	bemutató
єднання	szerelvények
єднання	szerelvény
син	fiam
син	fiuk
фізична	fizikai
рішення	döntés
рішення	határozat
рішення	döntések
рішення	határozatok
рішення	megoldások
рішення	megoldásokat
питання	kérdés
питання	problémák
питання	kérdések
питання	kérdés
питання	kérdéseket
питання	kérdések
питання	nyom
досить	elég
люди	emberek
люди	emberek
тепер	most
ним	őt
ним	neki
медіана	medián
компанії	vállalatok
компанії	társaságok
компанії	cégek
компанії	vállalkozások
іншими	másoknak
іншими	egyéb
іншими	mások
іншими	egyebek
походження	eredetű
походження	eredet
походження	eredete
походження	származás
дані	adatok
дані	adat
дані	adatforgalom
дані	dani
видання	kiadás
раніше	korábban
раніше	korábban
раніше	korábbi
раніше	hamarabb
румунії	románia
зазвичай	általában
зазвичай	általában
зазвичай	rendszerint
зазвичай	általában
зазвичай	jellemzően
зазвичай	tipikusan
сан	szan
сан	san
використовується	használt
використовується	felhasznált
команда	parancsnokság
команда	parancs
команда	csapat
команда	team
всього	teljes
всього	összesen
таблиці	táblák
таблиці	asztal
таблиці	táblázatok
таблиці	táblázat
таблиці	asztalok
таблиці	táblázat
таблиці	asztali
таблиці	tábla
таблиці	asztal
початок	start
початок	kezdés
початок	kezdeni
початок	kezdetek
початок	kezdete
початок	eleje
початок	kezdet
початок	kezdem
початок	kezdő
початок	kezdve
пояс	derék
пояс	öv
сергій	sergei
сергій	szergej
сергій	szergej
станція	taskent
станція	állomás
станція	pályaudvar
станція	novoszibirszk
існує	léteznek
існує	létezni
існує	létezik
існує	létezik
проект	projekt
проект	project
мати	édesanyám
мати	anya
чоловік	férje
чоловік	férjem
чоловік	férj
чоловік	férfi
чоловік	ember
ліворуч	bal
ліворуч	balra
усіх	mindenki
усіх	mindenkinek
книги	könyveket
книги	könyvek
книги	könyv
книги	könyv
книги	könyvet
михайло	mihail
михайло	michael
михайло	mihály
країн	országokban
країн	országok
нагороди	díjak
нагороди	gála
поштові	postai
поштові	postai
офіційна	hivatalos
офіційна	tisztviselő
індекси	mutatók
індекси	indexek
індекси	indexek
переважно	főként
переважно	főleg
переважно	elsősorban
переважно	leginkább
переважно	főleg
переважно	főként
переважно	többnyire
дії	műveletek
дії	üzemeltetés
дії	műveletek
дії	fellépések
дії	akciók
дії	intézkedések
дії	cselekvések
дії	tevékenységek
дії	tevékenység
дії	aktivitás
дії	művelet
дії	fellépés
дії	cselekvési
дії	cselekvés
дії	akció
станції	állomás
станції	pályaudvar
станції	állomások
світі	legkisebb
освіти	oktatási
освіти	oktatás
професор	professzor
руху	költözés
руху	mozgó
руху	mozog
японії	japán
служби	szolgáltatások
служби	szolgáltatás
служби	kiszolgálás
служби	szerviz
служби	szolgálat
служби	szolgáltatás
відомі	ismeretes
відомі	ismertek
відомі	ismert
виробництва	előállítás
виробництва	gyártás
орган	orgona
орган	szerv
різні	más
різні	különböző
різні	eltérő
різні	többféle
різні	különféle
різні	különböző
різні	egyéb
різні	egyebek
різні	különféle
різні	vegyes
поділ	körzetek
поділ	osztályok
поділ	megosztási
поділ	hadosztály
поділ	körzet
поділ	részleg
поділ	divízió
треба	kell
треба	szükséges
довжина	hossza
довжина	hossz
довжина	hosszúság
сили	erőt
сили	erő
сили	erők
іграх	olimpia
шевченка	kórus
основні	alap
основні	alapvető
роботу	munkahelyi
роботу	munka
неї	ítéletek
неї	elítélték
неї	neuilly
прапора	zászló
прапора	megjelölés
прапора	lobogó
тих	varrni
тих	azok
дня	nap
дня	napon
дня	nappal
дня	napot
твори	esszéket
герб	gyógynövény
герб	herb
росія	oroszország
василь	basil
василь	vaszilij
василь	vaszil
іспанії	spanyolország
індекс	index
індекс	mutató
місця	helyszínek
місця	helyek
місця	helyszínek
місця	helyek
місця	ülések
місця	ülés
відбувається	történik
розвиток	fejlesztés
розвиток	fejlődés
розвиток	fejlesztési
альбом	album
товариства	társadalom
засновані	alapú
засновані	alapozott
гравці	játékosok
гравці	szereplők
серії	sorozat
серії	epizódjainak
серії	epizódok
серії	epizód
німеччини	németország
просто	egyszerűen
просто	csak
нові	újdonság
нові	új
письменник	író
інформації	info
інформації	infó
інформації	információ
інформації	infók
інформації	információk
слова	szavakat
слова	szavak
зараз	most
зараз	jelenleg
працює	futás
працює	fut
працює	futó
працює	futok
працює	működik
декілька	számos
декілька	többszörös
декілька	többszörösen
відомості	információ
відомості	tájékoztatás
відомості	információk
відомості	részletek
відомості	részleteket
розмір	mérete
розмір	méret
забезпечення	biztosítékot
забезпечення	bizonyosság
президент	elnök
президента	elnöki
москва	moszkvai
москва	moszkvában
москва	moszkva
американський	amerikai
повністю	teljesen
повністю	teljesen
повністю	teljesen
посилання	hivatkozás
посилання	hivatkozásokat
посилання	hivatkozások
посилання	hivatkozás
посилання	kapcsolat
посилання	link
посилання	linket
посилання	hivatkozást
посилання	hivatkozás
посилання	referencia
посилання	utalás
посилання	linkek
посилання	hivatkozások
посилання	kapcsolatok
пісні	dalok
пісні	dalokat
члени	tagjai
члени	tagok
члени	tagoknak
члени	képviselők
науки	tudomány
нова	újdonság
нова	új
нова	nova
роман	rómaiak
роман	római
роман	roman
річка	folyami
річка	folyó
чотири	négy
другий	másodszor
другий	másodperc
другий	második
належить	tartozó
обсерваторія	obszervatórium
шаблон	minta
шаблон	sablon
відкритий	nyitva
відкритий	nyilvános
відкритий	nyilvánosság
відкритий	nyilvánosan
відкритий	publikus
відкритий	kitett
збройних	felfegyverkezve
збройних	fegyveres
можливість	képesség
можливість	lehetőséget
можливість	lehetőség
можливість	funkció
можливість	lehetőség
можливість	képesség
можливість	képességek
текст	sms
текст	szöveg
учасники	résztvevők
учасники	résztvevőknek
учасники	résztvevők
учасники	résztvevő
учасники	tagjai
учасники	tagok
учасники	tagoknak
учасники	képviselők
дерев	fákon
дерев	fák
дерев	fákat
прапор	zászló
прапор	megjelölés
прапор	lobogó
тел	tel
галузі	ágazatok
галузі	iparágak
галузі	ágazat
галузі	iparág
галузі	ipar
стає	válik
ширина	szélessége
ширина	szélesség
чемпіон	bajnok
гравець	lejátszó
гравець	játékos
івана	ivana
можливо	talán
можливо	lehetséges
поблизу	közel
поблизу	közelben
поблизу	közeli
термін	távú
термін	kifejezés
стало	lettem
стало	lett
стало	vált
стало	éreztem
стало	érezte
випадку	ügy
випадку	case
випадку	eset
юрій	yuri
юрій	jurij
великі	nagyok
великі	nagyméretű
великі	nagy
великі	nagyok
великі	nagy
добре	jó
добре	hát
король	kinga
лінії	vonalak
лінії	sorok
випускники	diplomások
випускники	végzősök
виконання	teljesítő
виконання	futás
виконання	fut
виконання	futó
виконання	futok
виконання	kivégzés
виконання	végrehajtás
виконання	kivitelezés
учасник	tag
учасник	versenyző
учасник	résztvevő
існування	lét
існування	létezése
існування	létezés
питань	kérdés
питань	kérdéseket
питань	kérdések
питань	nyomok
питань	nyomokat
питань	problémák
питань	kérdések
доктор	orvos
художник	festő
художник	művész
художник	előadó
форми	formák
форми	nyomtatvány
форми	formák
собі	magam
собі	magad
підприємства	vállalatok
підприємства	vállalkozások
підприємства	vállalkozás
підприємства	enterprise
творів	multimédiás
радянський	szovjetek
радянський	szovjet
заснування	alapító
правління	megbízottak
правління	deszka
правління	fedélzeten
правління	tábla
правління	kormány
правління	kormányzat
сен	sen
сен	seine
сен	saint
сен	szent
поштовий	postai
іноді	néha
секретар	titkárnő
секретар	titkár
галерея	galéria
галерея	galériában
галерея	galleria
друга	másodszor
друга	másodperc
друга	második
друга	barát
друга	barátom
великих	nagyok
великих	nagyméretű
великих	nagy
містить	tartalmazza
містить	tartalmaz
містить	tartja
містить	tartalmaznak
територія	terület
територія	területe
політики	szabályzat
політики	politika
політики	politikusok
політики	politikák
формування	formáció
формування	alakzat
сьогодні	ma
проведення	fejlődő
проведення	fejlesztése
анатолій	anatolij
види	faj
види	állatfaj
види	fajok
дружина	feleségem
дружина	felesége
дружина	feleség
світ	világ
світ	world
світ	vilag
андрій	andrej
андрій	andrej
зміни	módosítások
зміни	műszak
зміни	műszakban
зміни	módosítások
зміни	változtatások
зміни	változás
зміни	változások
зміни	változtatás
ред	piros
ред	piroska
ред	vörös
ред	rajtaütések
днів	napok
днів	napokban
днів	napokat
днів	napokon
наукових	tudományos
номер	szám
номер	száma
справ	ügyi
програми	kérelem
програми	alkalmazás
програми	jelentkezés
програми	programok
програми	alkalmazások
програми	kérelmek
програми	programok
програми	szoftverek
програми	szoftver
партія	party
партія	buli
партія	parti
будівництво	épület
будівництво	építkezés
будівництво	építési
будівництво	építés
події	események
події	esemény
події	rendezvények
події	esemény
події	rendezvény
тип	típus
тип	típusa
зображень	képeket
зображень	képek
укр	eng
чемпіонат	fina
чемпіонат	fis
чемпіонат	bajnokság
вище	fölötte
вище	felett
вище	fölött
вище	fent
вище	fenti
вище	felette
вище	feljebb
вище	magasabb
вище	nagyobb
категорії	kategória
категорії	kategóriák
проблеми	gondok
проблеми	probléma
проблеми	problémák
проблеми	problémákat
проблеми	problémákkal
проблеми	problémák
проблеми	kérdések
людина	homo
людина	buzi
людина	homokos
людина	ember
людина	emberi
людина	férfi
людина	ember
вікіпедія	wikipédia
головним	főként
головним	főleg
головним	elsősorban
число	szám
число	száma
альбоми	albumok
розташовані	található
розташовані	állomásozik
білорусі	fehéroroszország
білорусі	belarusz
петро	petro
петро	petr
петро	peter
петро	péter
петро	piotr
отримала	kapott
отримала	fogadott
отримала	beérkezett
почали	kezdődött
почали	kezdte
почали	elkezdődött
замість	helyett
замість	ehelyett
замість	helyette
комітету	bizottság
мало	malo
рівні	szintek
рівні	szint
процес	eljárás
процес	folyamat
менше	kisebbet
менше	kisebbek
менше	kisebb
менше	kevesebben
менше	kevesebb
менше	kevesebbet
менше	kevesebb
менше	kevésbé
значно	jelentősen
сезону	szezont
сезону	idény
сезону	évszak
сезону	évad
сезону	szezon
правило	szabály
режисер	rendező
режисер	igazgató
чому	miért
завжди	mindig
завжди	bármikor
загальна	általános
загальна	generikus
загальна	átfogó
загальна	összességében
загальна	teljes
загальна	összesen
ряд	sorozat
погода	időjárás
завод	üzem
завод	növény
вплив	ütközés
вплив	becsapódás
вплив	hatás
вплив	hatása
вплив	befolyása
вплив	befolyással
вплив	befolyás
рух	mozgás
рух	indítvány
рух	közlekedés
рух	forgalom
рух	dugó
рух	mozgás
компанія	társaság
компанія	vállalat
компанія	cég
компанія	század
слід	lábnyom
слід	kéne
слід	kellene
площі	térségek
площі	területek
астероїд	aszteroida
віктор	viktor
віктор	victor
віктор	viktor
будівництва	építkezés
будівництва	építési
будівництва	építés
читати	olvasott
застосування	alkalmazták
закінчення	befejezés
закінчення	vége
закінчення	vég
останній	utoljára
останній	utolsónak
останній	last
останній	utolsó
перше	először
перше	első
скликання	rada
слово	szó
слово	szava
книга	könyv
книга	könyvet
захисту	védő
захисту	védelme
захисту	véd
виступи	rövidebb
виступи	látszat
радянської	lietuvos
центрі	vállalkozó
гри	játék
гри	game
гри	meccs
призначений	tervezett
призначений	szándékolt
тіла	test
тіла	testem
тіла	holttest
тіла	holttestek
тіла	hullák
тіла	testek
тіла	szervek
основному	főként
основному	főleg
основному	elsősorban
сезон	szezont
сезон	idény
сезон	évszak
сезон	évad
сезон	szezon
жителів	helyiek
назвали	megnevezett
назвали	hívott
марія	mária
марія	maria
футболіст	labdarúgó
футболіст	focista
теж	is
теж	túl
кількості	túlerőben
джон	john
джон	jános
джон	jon
поет	költő
матчів	gyufa
матчів	egyezés
матчів	egyezik
клуби	klubok
ігри	szerencsejáték
ігри	játék
ігри	játékok
повернувся	visszatért
відома	ismeretes
відома	ismertek
відома	ismert
відома	híres
відома	híresség
дозволяє	enged
дозволяє	lehetővé
дозволяє	megengedi
відкриті	nyitva
відкриті	megnyitott
відкриті	megnyílt
директор	rendező
директор	igazgató
заступник	helyettes
заступник	megbízott
заслужений	megtisztelő
заслужений	megtiszteltetés
часи	idők
часи	időpontok
часи	times
теорії	elméletek
середній	középre
середній	közép
середній	középső
середній	átlagos
середній	átlagosan
середній	átlag
середній	közepes
уряд	kormány
уряд	kormányzat
виробництво	előállítás
виробництво	gyártás
виробництво	termelés
виробництво	termelési
виробництво	előállítás
виробництво	gyártási
виробництво	gyártás
кіно	mozi
кіно	filmek
кіно	filmeket
кіно	mozi
кіно	filmet
кіно	mozi
кіно	film
парк	park
створено	keletkező
створено	generált
створено	keletkezett
створено	létrehozott
створено	létrehozva
створено	teremtett
окрім	szét
окрім	kivéve
окрім	amellett
окрім	azonkívül
окрім	emellett
окрім	félre
повстання	felkelés
повстання	felkelés
повстання	lázadás
повстання	lázadás
повстання	felkelés
повстання	lázadás
навколо	körül
навколо	körbe
жінок	nők
жінок	asszonyok
жінок	női
жінок	nő
провінція	tartomány
провінція	tartományban
спорту	sport
спорту	sportban
речі	dolgok
речі	dolgokat
європі	európa
європі	europe
європі	európában
відділення	brigád
відділення	osztag
метрів	méter
метрів	méter
потрібно	kell
потрібно	szükséges
найкращий	legjobbak
найкращий	legjobb
найкращий	best
ван	wan
ван	furgon
ван	wang
безпеки	biztonsági
безпеки	biztonság
досягнення	eredmények
театр	színház
театр	színházi
театр	színház
республіка	köztársaság
одночасно	egyszerre
одночасно	egyidejűleg
вийшов	ki
мешканців	lakói
мешканців	lakók
мешканців	lakosok
німеччині	németország
герой	hős
острів	sziget
острів	szigeten
острів	sziget
загальні	általános
загальні	generikus
загальні	globális
загальні	global
загальні	közös
загальні	gyakori
загальні	általános
загальні	tábornok
культура	tenyésztés
культура	kultúra
представників	képviselői
представників	képviselők
одиниця	egység
одиниця	unit
бібліотека	könyvtári
бібліотека	könyvtár
бібліотека	könyvtárban
раді	örülök
профіль	adatlap
профіль	profil
профіль	személyazonosság
профіль	személyazonosságát
профіль	identitás
малі	kis
малі	kicsik
малі	kicsi
малі	mali
швидко	gyorsan
швидко	gyors
швидко	gyorsan
швидко	gyors
швидко	gyorsan
оборони	védelem
оборони	védekezés
оборони	védelmi
російсько	russo
момент	pillanat
момент	nyomaték
увагу	hűtés
рахунок	fiók
рахунок	figyelembe
рахунок	számla
рахунок	pontszám
робота	állás
робота	meló
робота	munka
робота	munkahelyi
робота	munka
робота	dolgozó
робота	dolgozik
робота	dolgozom
робота	dolgozok
література	irodalom
навчався	tanult
навчався	tanultam
премія	díj
премія	jutalom
премія	nyeremény
замок	vár
замок	várban
замок	castle
замок	kastély
титул	cím
титул	címe
титул	beosztás
ролі	szerepet
ролі	szerep
ролі	szerepe
ролі	szerepei
одне	egy
англ	anglo
систем	rendszerek
систем	systems
актор	színésznek
актор	színész
гра	játék
гра	game
гра	meccs
взагалі	igazából
взагалі	valójában
армія	sereg
армія	hadsereg
російська	orosz
російська	oroszul
російська	oroszország
карти	kártyák
карти	lapok
карти	kártya
карти	térkép
карти	térképeket
карти	térképek
моделі	modellek
моделі	modelleket
моделі	model
моделі	minta
моделі	modell
нагороджений	díszített
нагороджений	kitüntetett
стан	állapot
стан	státusz
стан	stan
стан	állapot
стан	állami
стан	állam
олександра	alexandra
рівень	szint
рівень	szintű
утворення	formációk
утворення	homályos
утворення	elmosódott
відкриття	felfedezés
відкриття	discovery
