から	nga
キャラクター	simbolet
キャラクター	personazhe
キャラクター	personazhet
小説	roman
小説	romani
小説	novela
小説	romanin
小説	romane
それぞれ	secili
それぞれ	secila
機関	organe
機関	organeve
機関	organet
機関	institucion
機関	institucionin
機関	institucioni
機関	institucione
機関	institucionet
機関	institucioneve
参照	referencë
参照	referimi
参照	referenca
参照	referenca
参照	referencat
メンバー	pjesëtar
メンバー	anëtar
メンバー	antare
メンバー	antar
メンバー	antarë
メンバー	anëtarët
メンバー	anëtarë
メンバー	antarët
発行	lëshohet
発行	lëshohen
発行	lëshuar
発行	lëshimin
発行	lëshimi
発行	çështja
発行	çështje
画像	pamjet
画像	imazhe
画像	imazhet
画像	figurat
画像	foto
画像	foton
画像	figurë
画像	imazh
画像	figura
画像	imazhi
画像	pictorial
状態	shtet
状態	shteti
状態	shtetit
状態	gjendje
状態	kusht
状態	kushti
名称	emërtimi
名称	emri
名称	emrin
名称	emër
名称	emra
名称	emrat
ダム	dam
ダム	diga
ホーム	shtëpi
ホーム	shtëpia
ホーム	shtepi
運行	operacioni
運行	operacion
投稿	postimi
投稿	posto
投稿	postim
投稿	posti
投稿	postimin
投稿	postime
投稿	postimet
投稿	postimin
投稿	postimi
名前	emri
名前	emrin
名前	emër
名前	emra
名前	emrat
福岡	fukuoka
施設	struktura
施設	strukturat
施設	njësitë
施設	institucion
施設	institucionin
施設	institucioni
施設	strukturë
施設	struktura
調査	sondazhet
調査	sondazhe
調査	hetim
調査	hetimi
調査	hetime
調査	hetimet
調査	sondazhi
調査	anketë
調査	anketa
調査	sondazh
調査	vëzhgimi
製造	prodhuara
製造	prodhuar
イタリア	italia
イタリア	italy
イタリア	itali
ロシア	rus
ロシア	rusisht
ロシア	ruse
ロシア	rusia
ロシア	rusi
ロシア	russia
独立	independent
独立	pavarur
独立	pavarura
独立	pavarësinë
独立	pavarësia
独立	pavarësi
物語	monogatari
物語	historia
物語	storie
物語	tregim
物語	histori
物語	rrëfim
神社	faltore
企画	planifikimi
企画	planifikimin
企画	planifikim
サン	san
通常	normalisht
通常	zakonisht
企業	sipërmarrje
企業	ndërmarrjeje
企業	ndërmarrje
航空	aviacioni
航空	aviacionit
航空	ajer
航空	ajrin
航空	ajër
航空	ajri
航空	air
スーパー	super
帝国	empire
帝国	perandori
帝国	perandoria
トン	ton
トン	ton
トン	ton
影響	ndikim
影響	ndikimit
影響	ndikimi
影響	ndikojnë
影響	ndikimet
影響	ndikon
勝利	fitoret
勝利	fito
勝利	fitoj
勝利	fitore
勝利	fiton
勝利	fitore
勝利	fitorja
デザイン	dizajne
デザイン	dizajn
デザイン	dizajni
デザイン	dizenjuar
全て	gjithqka
全て	gjithçka
全て	gjithcka
本社	shtabi
人間	njerëzore
人間	njerzore
人間	njerëzor
人間	human
人間	njeri
千葉	chiba
アン	ane
アン	anne
アン	ann
交通	trafik
交通	trafiku
交通	transportin
交通	transport
交通	transporti
交通	transport
交通	transporti
組織	organizata
組織	organizim
組織	organizatë
組織	organizimi
組織	organizata
組織	organizimi
構造	struktura
構造	strukturat
構造	strukturë
構造	struktura
構造	strukture
戦い	betejë
戦い	beteja
実施	zbatimi
実施	zbatim
実施	zbatimin
実施	realizimi
実施	realizim
ここ	ketu
ここ	ktu
ここ	ja
ここ	këtu
以前	përpara
以前	perpara
以前	para
サービス	shërbimet
サービス	shërbime
サービス	shërbim
サービス	shërbimi
統合	konsoliduar
統合	integruar
統合	shkrihen
統合	shkri
統合	bashkojë
統合	integrim
統合	integrimi
統合	integrimeve
テーマ	temat
テーマ	teme
テーマ	temë
テーマ	tema
面積	zona
面積	zonë
エンジン	motor
エンジン	motorr
エンジン	motori
エンジン	motorri
エンジン	motorrët
エンジン	motorë
エンジン	motorët
エンジン	motoret
主演	starring
ビル	billi
ビル	bill
ビル	billin
日本語	japoneze
日本語	japonez
日本語	japonezë
日本語	japonisht
契約	kontrata
契約	kontratat
契約	kontratë
契約	kontrata
契約	kontrat
契約	kontrate
設定	preferencat
設定	parametrat
設定	rregullimet
設定	rregullime
設定	konfigurimin
設定	organizimi
設定	organizim
設定	kurth
設定	konfigurimi
ライブ	jeto
ライブ	jeton
ライブ	jetoj
ライブ	live
ライブ	drejtpërdrejt
ライブ	jetojnë
含む	përmban
含む	përfshin
含む	perfshire
専門	ekspertizë
専門	ekspertizën
専門	specializuar
専門	specializuara
機能	funksion
機能	funksioni
機能	funksionet
機能	tipare
機能	tiparet
機能	veçoritë
機能	tipar
機能	veçori
機能	funksionaliteti
身長	lartësi
身長	lartësia
所在地	vendodhja
所在地	vendndodhje
所在地	vendndodhjet
所在地	vendodhja
所在地	lokacioni
所在地	vendndodhja
所在地	vendndodhje
所在地	pozicioni
完成	kompletimi
完成	përfundimi
運転	vozitje
写真	foto
写真	fotografi
写真	fotografie
写真	fotografia
写真	photography
写真	fotografi
写真	foto
写真	foton
関連	përkatës
書店	librari
高い	high
高い	lart
高い	lartë
高い	shtrenjt
高い	shtrejtë
高い	shtrenjtë
生産	prodhim
生産	prodhimi
生産	produksioni
生産	production
上の	përmbi
上の	sipër
上の	mbi
宇宙	universin
宇宙	univers
宇宙	universi
管理	menaxhimi
管理	administrim
管理	menaxhim
バー	baret
バー	bare
バー	lokali
バー	bar
ジョン	gjoni
ジョン	xhon
ジョン	john
ジョン	gjon
部隊	trupave
公園	parku
公園	park
公園	parqet
公園	parqe
スポーツ	sport
スポーツ	sporti
スポーツ	sportive
スポーツ	sportet
スポーツ	sporti
スポーツ	sporte
スポーツ	sport
脚本	skenari
脚本	skenar
脚本	skenari
脚本	script
目的	objektivat
目的	objektiva
目的	qëllimet
目的	synon
目的	qëllim
目的	qellim
目的	objektive
目的	objektiv
目的	objektivi
生活	jetë
生活	jeta
生活	jete
カード	letra
カード	karta
カード	letrat
カード	kartat
カード	kartë
カード	letra
カード	karta
カード	kartën
基本	aksi
基本	bazat
基本	bazë
新潟	niigata
女優	aktoret
女優	aktore
女優	aktorja
不明	panjohur
タイトル	titujt
タイトル	tituj
タイトル	titujve
タイトル	titull
タイトル	titulli
政治	politikat
政治	politika
政治	politikën
政治	politikë
電気	elektricitet
電気	elektriciteti
電気	elektrike
電気	elektrik
警察	polici
警察	policia
作成	krijoni
作成	krijo
作成	krijimi
作成	krijim
作成	krijoi
作成	krijuar
ガン	armën
ガン	revole
ガン	pistoletë
ガン	armë
ガン	arma
予定	planifikuar
予定	planifikuar
スター	yll
スター	ylli
経営	menaxhimi
経営	administrim
経営	menaxhim
自由	lirinë
自由	liri
自由	liria
自由	liberty
自由	lirë
自由	lira
自由	falas
自由	free
自由	liritë
過去	kaluar
過去	kaluarën
過去	kaluara
陸軍	ushtri
陸軍	ushtria
陸軍	ushtrie
運営	operacioni
運営	operacion
表示	pamje
表示	pamja
表示	paraqitja
社長	presidentja
社長	presidentin
社長	presidenti
社長	president
社長	presidente
社長	presidentë
社長	presidentëve
社長	presidentët
団体	organizata
団体	organizatat
団体	organizata
団体	organizim
団体	organizatë
団体	organizimi
工業	industrialë
工業	industrial
工業	industriale
通り	rruga
通り	rrugë
通り	street
通り	rruge
通り	rruges
外部	jashtme
外部	jashtëm
通信	korrespondencën
通信	komunikim
通信	komunikimi
通信	komunikimit
通信	komunikimet
俳優	aktorë
俳優	aktorët
俳優	aktore
俳優	aktorja
俳優	aktori
俳優	aktor
スペシャル	veçantë
スペシャル	special
スペシャル	speciale
少年	djalosh
少年	djalë
少年	djal
少年	djali
少年	djale
病院	spitali
病院	spital
病院	spitale
病院	spitalet
結婚	martesë
結婚	martese
結婚	martesa
結婚	martes
結婚	martesat
個人	personal
個人	personale
個人	individ
個人	individual
個人	individuale
個人	individi
個人	individët
個人	individë
個人	individëve
区間	intervali
銀行	bankar
銀行	bankat
銀行	bankë
銀行	banka
銀行	bank
研究所	institut
研究所	instituti
研究所	institutit
主に	kryesisht
学園	gakuen
彼女	ajo
ニュース	news
ニュース	lajmi
ニュース	lajmet
ニュース	lajme
ニュース	lajm
その他	tjera
その他	tjetër
その他	tjeret
その他	tjerë
ソフト	butë
ソフト	buta
文学	letërsia
文学	letërsi
文学	literaturë
能力	aftësi
能力	aftesia
能力	aftësia
なし	asnje
なし	asnjë
なし	pa
江戸	edo
学者	dijetar
学者	studiues
学者	dijetari
学者	studjuesit
学者	dijetarët
国内	vendase
国内	vendas
空港	aeroport
空港	aeroporti
空港	aeroporte
空港	aeroportet
ヨーク	jork
ヨーク	york
高速	shpejt
高速	shpejte
言語	gjuhët
言語	gjuhë
言語	gjuhe
言語	gjuha
言語	gjuhën
言語	gjuhë
設計	dizajn
設計	dizajni
韓国	koreja
韓国	kore
韓国	korea
リリース	lirim
リリース	lironi
リリース	publikon
ベスト	jelek
ベスト	jelekun
ベスト	mirat
ベスト	miren
ベスト	miri
現代	bashkëkohor
現代	bashkëkohore
会議	konference
会議	konferenca
会議	konferencë
会議	mbledhjet
会議	takime
会議	takimet
会議	takimi
会議	mbledhje
会議	takim
バンド	bandë
バンド	band
バンド	bend
バンド	banda
バンド	grupi
追加	add
追加	shto
追加	shton
追加	shtoja
成功	suksesshëm
成功	sukses
成功	suksese
成功	suksesi
移動	lëvize
移動	leviz
移動	lëviz
移動	lëvizja
移動	lëviz
オリンピック	olimpiadë
オリンピック	olimpiada
オリンピック	olimpiadën
国民	national
国民	kombëtare
国民	popull
国民	kombi
国民	komb
国民	kombit
ファン	fansa
ファン	fansat
ファン	admiruesit
ファン	adhurues
ファン	fans
ファン	tifoz
ファン	fan
すべて	gjithqka
すべて	gjithçka
すべて	gjithcka
すべて	krejt
すべて	gjith
山口	yamaguchi
運動	ushtrim
運動	lëvizja
運動	levizje
運動	lëvizje
環境	ambienti
環境	mjedisi
環境	ambjent
環境	ambient
環境	mjedis
環境	mjedise
環境	mjediset
発足	përurimit
大きな	big
大きな	madhe
競技	konkurrencës
競技	konkurenca
競技	konkurs
競技	konkurrenca
会長	kryetare
会長	kryetarja
会長	kryetar
会長	kryetari
ヨーロッパ	europe
ヨーロッパ	europa
ヨーロッパ	europë
ヨーロッパ	evropa
ヨーロッパ	evropë
紹介	futjen
紹介	prezantimi
紹介	futja
紹介	referim
形式	formular
形式	formulari
形式	forma
形式	formë
形式	form
工場	fabrikat
工場	fabrikave
工場	fabrikën
工場	fabrike
工場	fabrikë
工場	fabrika
相手	kundërshtar
相手	kundershtari
相手	kundërshtari
戦闘	betejë
戦闘	beteja
戦闘	luftarak
戦闘	luftim
戦闘	luftimi
労働	punës
事務所	zyra
事務所	zyrë
事務所	zyre
限定	kufizuar
作戦	operacioni
作戦	operacion
オリジナル	origjinalitet
オリジナル	origjinale
オリジナル	origjinali
オリジナル	origjinal
オリジナル	original
オリジナル	orgjinale
可能性	mundshëm
可能性	mundur
可能性	mundësia
可能性	mundësi
種類	llojet
種類	lloje
種類	lloji
種類	tip
種類	llojet
種類	tipe
種類	lloje
文字	personazh
文字	karakter
文字	karakteri
文字	karaktere
文字	karakteret
文字	shkronja
文字	simbolet
文字	personazhe
文字	personazhet
大統領	presidentja
大統領	presidentin
大統領	presidenti
大統領	president
大統領	presidente
協力	bashkëpunim
協力	bashkpunim
指導	udhëzimi
指導	udhërrëfyes
指導	udhëzim
判断	gjykimin
判断	gjykimi
判断	gjykim
判断	gjykimin
判断	gjykimi
判断	gjykim
連邦	federata
ネット	neto
ネット	rrjeta
ネット	net
ネット	rrjetë
ネット	rrjeta
ネット	rrjetat
共和国	republika
共和国	republikë
引退	tërhiqet
引退	pension
引退	pensionuar
引退	pensionist
引退	pension
部門	departamenti
部門	departament
産業	industri
産業	industrisë
産業	industria
決勝	finalja
決勝	finale
決勝	final
決勝	përfundimtar
プロデューサー	prodhues
プロデューサー	prodhuesit
プロデューサー	prodhues
プロデューサー	producent
プロデューサー	producenti
誕生	lindja
誕生	lindi
誕生	linde
指揮	komanda
指揮	komandë
指揮	komandues
レース	gare
レース	gara
レース	garë
レース	race
レース	raca
レース	gara
静岡	shizuoka
郵便	postë
郵便	mail
郵便	posta
神奈川	kanagawa
岡山	okayama
カップ	kupa
カップ	gota
カップ	gotat
カップ	kupat
カップ	kupa
カップ	filxhan
カップ	kupe
カップ	cup
カップ	kupë
ラン	vrapo
ラン	vrap
レイ	rej
レイ	rei
レイ	rein
レイ	ray
移転	transferim
移転	transferimi
移転	transferi
移転	transfer
移転	zhvendosje
ほぼ	pothuajse
ほぼ	pothuaj
ほぼ	thuajse
交差点	kryqëzimi
交差点	kryqëzim
イベント	evente
イベント	ngjarje
イベント	ngjarjet
イベント	ngjarje
イベント	ngjarja
イベント	event
異なる	ndyshe
異なる	ndryshe
異なる	ndryshëm
異なる	ndryshme
神戸	kobe
カー	kerr
出典	burime
出典	burimet
出典	burimi
出典	burim
ほとんど	pothuajse
ほとんど	pothuaj
ほとんど	thuajse
行動	sjellja
行動	sjellje
行動	sjellja
重要	rëndësishme
プロジェクト	projekti
プロジェクト	projekte
プロジェクト	projektet
プロジェクト	projekteve
九州	kyūshū
電車	trenin
電車	treni
電車	tren
電車	trenave
電車	trenat
電車	trena
建築	arkitekturë
建築	architecture
建築	arkitektura
クラス	klasat
クラス	klasa
クラス	class
クラス	klasë
クラス	klasa
導入	futjen
導入	prezantimi
導入	futja
アジア	azi
アジア	azia
タイ	tajlandë
タイ	tai
普通	zakonshëm
普通	normale
普通	normal
一人	një
一人	njera
一人	nje
一人	one
長野	nagano
舞台	fazat
舞台	faza
舞台	skena
舞台	stad
舞台	skenë
舞台	faza
一方	ndërkohë
スペイン	spanjës
スペイン	spanjë
スペイン	spanja
スペイン	spain
意見	opinion
意見	mendimin
意見	mendim
意見	opinionet
意見	opinione
再び	prap
再び	perseri
再び	prapë
再び	prape
再び	përsëri
再び	sërish
発見	zbuloni
発見	zbulo
発見	zbulimin
発見	zbulimi
発見	zbulim
鈴木	suzuki
ローマ	romani
ローマ	roman
ローマ	romake
ローマ	romak
ローマ	romë
ローマ	roma
ローマ	rome
ローマ	romët
ローマ	romë
保護	mbroje
保護	mbroni
保護	mbroj
保護	mbrojtje
保護	mbrojtja
少女	qik
少女	goce
少女	vajzë
少女	vajz
少女	girl
少女	shōjo
試験	provim
試験	provimin
試験	provimi
試験	provimet
試験	provime
多数	shumtë
反対	kundra
反対	kundër
反対	kundërta
反対	përballë
反対	kundërt
作家	autorë
作家	autorët
作家	shkrimtare
作家	shkrimtari
作家	shkrimtar
作家	shkrimtarit
作家	shkrimtarët
作家	shkrimtarë
作家	autor
作家	autori
作家	autore
地球	tokë
地球	toka
方法	metodë
方法	metoda
方法	metodën
方法	metode
特徴	karakteristika
特徴	karakteristikat
特徴	tipare
特徴	tiparet
特徴	veçoritë
特徴	tipar
特徴	veçori
特徴	karakteristike
ベース	baza
ベース	bazë
ベース	bas
男性	mashkulli
男性	mashkull
男性	bura
男性	men
男性	meshkuj
男性	meshkujt
男性	burrat
男性	burra
男性	njeriu
男性	burr
男性	njeri
男性	man
ケース	case
ケース	rast
ケース	rest
ケース	rasti
ケース	raste
ケース	rastet
子供	femije
子供	fëmijë
子供	fëmijët
子供	femij
子供	femije
子供	femijet
子供	fëmijë
子供	fëmijët
子供	femij
子供	femije
