dhe	dan
romake	roman
romake	romawi
shquar	dibedakan
shquar	terhormat
caktuar	ditugaskan
caktuar	ditetapkan
administrative	administratif
pati	patty
burimi	sumber
burimi	sumberdaya
sistemi	sistem
sistemi	system
politik	politik
fushë	bidang
fushë	lapangan
fushë	field
fushë	medan
fushë	kolom
shtëpia	home
shtëpia	rumah
shtëpia	pulang
shtëpia	beranda
shtëpia	house
shtëpia	rumah
kete	ini
ora	kali
ora	waktu
ora	waktunya
ora	time
ora	ora
ora	jam
ora	clock
gola	gol
gola	tujuan
serbe	serbia
serbe	serbia
detit	laut
burim	sumber
njeri	manusiawi
njeri	manusia
njeri	human
njeri	pria
njeri	manusia
njeri	man
not	berenang
not	renang
faqet	halaman
faqet	pipi
ate	nya
ate	him
lirë	longgar
lirë	loose
lirë	murah
lirë	bebas
lirë	gratis
lirë	free
bardhë	white
bardhë	putih
komuniste	komunis
gjermane	german
gjermane	jerman
ujë	water
ujë	air
zhvilluar	dikembangkan
zhvilluar	mengembangkan
rrethi	lingkar
rrethi	circle
rrethi	melingkar
rrethi	lingkaran
koha	kali
koha	waktu
koha	waktunya
koha	time
letrare	sastra
tokë	bumi
tokë	earth
tokë	daratan
tokë	tanah
tokë	land
histori	cerita
histori	story
histori	berita
histori	kisah
histori	history
histori	riwayat
histori	sejarah
kreu	head
kreu	kepala
njeriu	pria
njeriu	manusia
njeriu	man
gjendje	pgn
gjendje	situasi
gjendje	syarat
gjendje	kondisi
amerikane	american
amerikane	amerika
krye	top
krye	puncak
krye	teratas
tirana	tirana
veprat	deeds
vendos	tetapkan
vendos	set
vendos	setel
vendos	atur
vendos	memutuskan
vendos	tentukan
vendos	putuskan
mbajtur	dipegang
mbajtur	ditahan
mbajtur	diadakan
mbajtur	dipelihara
mbajtur	dikelola
mbajtur	dipertahankan
mbajtur	dipertahankan
com	com
madje	even
madje	genap
madje	bahkan
colspan	colspan
përfshin	termasuk
përfshin	sertakan
përfshin	mencakup
përfshin	menyertakan
përfshin	melibatkan
george	george
elektrike	kelistrikan
elektrike	listrik
elektrike	elektro
elektrike	listrik
elektrike	elektrik
elektrike	electric
luftë	perang
luftë	peperangan
luftë	war
arsye	alasan
arsye	alasannya
arsye	alasan
punuar	berfungsi
punuar	bekerja
perëndim	maghrib
perëndim	barat
perëndim	west
fëmijë	ank
fëmijë	anakan
fëmijë	child
fëmijë	anak
fëmijë	anak
malit	gunung
malit	mountain
malit	pegunungan
qarku	kabupaten
qarku	county
qarku	daerah
qarku	powiat
qarku	circuit
qarku	sirkuit
autori	pengarang
autori	penulis
autori	pembuat
shtrihet	peregangan
shtrihet	membentang
shtrihet	ulurkan
shtrihet	memanjangkan
shtrihet	meluas
vete	myself
vete	diri
mira	mira
verore	summer
ushtarak	militer
ushtarak	kemiliteran
ushtarak	martial
san	san
përsëri	lagi
evropian	eropa
evropian	european
vendbanim	residence
vendbanim	kediaman
familja	keluarga
familja	family
familja	famili
larg	far
larg	jauh
larg	jauh
larg	away
larg	menjauh
princi	pangeran
princi	prince
kaluar	past
kaluar	berlalu
kaluar	dilewati
kaluar	lulus
pikë	titik
pikë	poin
pikë	point
pikë	poin
pikë	titik
pikë	point
qeveria	pemerintah
qeveria	pemerintahan
nobel	nobel
shkencave	sciences
shkencave	ilmu
shkencave	sains
rolin	peran
rolin	peranan
jugosllave	yugoslavia
mal	gunung
mal	mountain
mal	pegunungan
mal	mal
vetem	sendirian
vetem	alone
vetem	sendiri
vetem	only
vetem	saja
vetem	hanya
vetem	cuma
vetem	hanya
drejtë	straight
drejtë	lurus
drejtë	kanan
drejtë	benar
drejtë	right
aktor	actor
aktor	aktor
italian	italia
skeda	tab
luajti	diputar
luajti	dimainkan
luajti	dipermainkan
gjashtë	six
gjashtë	enam
universiteti	universitas
universiteti	university
gjetur	menemukan
gjetur	mendapati
gjetur	nemu
gjetur	ditemukan
radio	radio
yes	ya
yes	yes
yes	iya
formuar	dibentuk
formuar	terbentuk
formuar	berbentuk
mbretëresha	ratu
mbretëresha	queen
italiane	italia
bazuar	based
bazuar	didasarkan
bazuar	berbasis
bazuar	berdasarkan
përshkrimi	uraian
përshkrimi	deskripsi
përshkrimi	keterangan
rrugë	jalanan
rrugë	street
rrugë	jalan
rrugë	road
gjerman	german
gjerman	jerman
lashtë	kuno
perandoria	imperium
perandoria	empire
perandoria	kekaisaran
poezi	puisi
poezi	puisi
evropiane	eropa
evropiane	european
drejtim	arah
drejtim	direction
luan	luan
luan	lion
luan	singa
luan	memainkan
luan	bermain
luan	memainkan
luan	diputar
luan	bermain
artistike	artistik
mundur	mungkin
mundur	kemungkinan
mundur	dimungkinkan
mundur	mengalahkan
mundur	terkalahkan
mundur	kalah
mundur	dikalahkan
atje	ada
brendshme	interior
dita	dita
dita	siang
dita	hari
dita	day
shpejt	soon
shpejt	segera
shpejt	fast
shpejt	cepat
shpejt	puasa
shpejt	cepat
shpejt	ngakak
shpejt	cepat
natyrore	alamiah
natyrore	natural
natyrore	alami
veriut	utara
veriut	north
veriut	utara
veriut	northern
ndryshe	beda
ndryshe	berbeda
ndryshe	sebaliknya
ara	tanaman
ara	tanam
ara	ara
perandori	imperium
perandori	empire
perandori	kekaisaran
perandori	kaisar
kush	siapa
kush	who
fusha	bidang
fusha	fields
fusha	ruas
fusha	kolom
fusha	bidang
fusha	lapangan
fusha	field
fusha	medan
fusha	kolom
fusha	area
anglisht	inggris
anglisht	indonesian
anglisht	english
forma	bentuk
forma	formulir
forma	forms
forma	form
forma	bentuk
forma	shape
forma	bentuk
forma	formulir
forma	membentuk
forma	form
forma	bentuk
fillimisht	awalnya
fillimisht	aslinya
fillimisht	awalnya
muaj	bulan
muaj	bulan
publike	publik
publike	public
shënuar	ditandai
shtet	negara
shtet	negara
shtet	keadaan
shtet	state
demokratike	demokratik
demokratike	demokratis
demokratike	demokrat
demokratike	demokrasi
veten	myself
veten	diri
veten	diri
veten	sendiri
veten	yourself
filmi	movie
filmi	bioskop
filmi	film
filmi	film
veçanërisht	terutama
veçanërisht	khususnya
veçanërisht	terutama
veçanërisht	khususnya
moderne	modern
metra	meter
artit	seni
artit	art
artit	kesenian
artit	artwork
gjithmonë	always
gjithmonë	selalu
tashmë	sudah
york	york
kryer	berkomitmen
gjermani	jerman
sur	sur
erdhi	tiba
erdhi	came
dorë	hand
dorë	tangan
sukses	sukses
sukses	kesuksesan
sukses	berhasil
sukses	keberhasilan
gjate	lama
gjate	panjang
gjate	long
world	world
world	dunia
paris	paris
shtatë	seven
shtatë	tujuh
shtatë	ketujuh
shtatë	seventh
këngë	lagu
këngë	songs
këngë	lagu
këngë	song
megjithëse	meskipun
megjithëse	walaupun
megjithëse	though
megjithëse	meskipun
megjithëse	walaupun
megjithëse	meski
megjithëse	walau
vazhdoi	dilanjutkan
vazhdoi	berkelanjutan
vazhdoi	lanjutan
përmban	mengandung
përmban	berisi
përmban	mengandung
përmban	berisi
args	args
args	argumen
args	arg
targa	pelat
targa	plat
marrin	menerima
menjëherë	segera
gati	ready
gati	siap
robert	robert
club	club
club	klub
libër	kitab
libër	book
libër	buku
përfundoi	diselesaikan
përfundoi	selesai
përfundoi	berakhir
përfundoi	selesai
mire	bagus
sistem	sistem
sistem	system
des	des
shekulli	abad
shekulli	century
periudhë	periode
vazhdon	berlanjut
shoqërore	kemanusiaan
shoqërore	humaniora
shoqërore	social
shoqërore	sosial
artikuj	artikel
sotme	today
shkrimtar	penulis
qartë	bersihkan
qartë	clear
qartë	bening
qartë	jelas
qartë	hapus
qartë	jelas
huaj	asing
huaj	stranger
huaj	asing
huaj	foreign
përgjatë	along
përgjatë	sepanjang
francez	prancis
francez	perancis
thjeshtë	simple
thjeshtë	simpel
thjeshtë	sederhana
thjeshtë	simply
thjeshtë	sederhananya
fshatrat	desa
vlera	nilai
vlera	bernilai
vlera	nilai
sikur	suka
sikur	sukai
sikur	seperti
sikur	like
themeluar	didirikan
themeluar	didirikan
themeluar	mapan
rol	peran
rol	peranan
ndërkombëtar	internasional
ndërkombëtar	international
ndërkombëtar	mancanegara
bashkimi	union
bashkimi	uni
bashkimi	serikat
bashkimi	merger
bashkimi	bhinneka
bashkimi	unity
bashkimi	persatuan
bashkimi	kesatuan
bashkimi	kekompakan
bashkimi	bergabung
lumi	sungai
lumi	river
lumi	lumi
maqedoni	makedonia
golin	tujuan
golin	gawang
golin	sasaran
golin	goal
golin	gol
toka	bumi
toka	earth
toka	daratan
toka	tanah
toka	land
nationalteam	nationalteam
raste	kasusnya
raste	kasus
here	kali
here	times
here	kali
here	waktu
here	waktunya
here	time
xxxx	xxxx
filluan	dimulai
filluan	memulai
shkurtër	short
shkurtër	singkat
shkurtër	pendek
shkurtër	ringkas
shkurtër	singkat
shkurtër	brief
yyyy	yyyy
roman	roman
roman	romawi
roman	novel
william	william
uefa	uefa
vendosi	memutuskan
vendosi	diputuskan
drejtuar	menuju
mbetur	sisa
mbetur	tersisa
rruga	jalanan
rruga	street
rruga	jalan
rruga	road
ndoshta	mungkin
ndoshta	barangkali
ndoshta	mungkin
ndoshta	maybe
ndoshta	mungkin
kupa	cawan
kupa	cangkir
kupa	gelas
kupa	piala
kupa	cawan
kupa	cangkir
kupa	cup
ekonomik	perekonomian
ekonomik	ekonomi
ekonomik	ekonomis
ekonomik	hemat
bukur	beautiful
bukur	cantiknya
bukur	cantik
bukur	indah
bukur	cantik
bukur	pretty
bukur	nice
jean	jean
turke	turki
turke	turkish
ulët	rendah
ulët	low
periudha	periode
periudha	periode
real	real
real	nyata
real	ril
real	riil
jetojnë	live
jetojnë	jalani
jetojnë	langsung
publik	publik
publik	public
pavarur	independen
pavarur	independent
pavarur	mandiri
pavarur	freelance
ushtria	militer
ushtria	kemiliteran
ushtria	tentara
ushtria	army
lind	born
lind	lahir
lind	terlahir
lind	dilahirkan
lind	lind
fundi	akhiri
fundi	end
fundi	akhir
ndarë	dibagi
ndarë	terbagi
klubi	club
klubi	klub
fakt	kenyataan
fakt	fakta
fakt	faktanya
fakt	fact
kuqe	merah
kuqe	red
pasha	pasha
puna	pekerjaan
puna	kerja
puna	bekerja
puna	puna
udhëheqëse	memimpin
udhëheqëse	terkemuka
vdekur	tewas
vdekur	dead
vdekur	mati
university	universitas
university	university
www	www
gjeografike	geografi
gjeografike	geographic
gjeografike	geografis
gjeografike	geografis
madrid	madrid
njësi	satuan
njësi	unit
njësi	satuan
njësi	unit
osman	osman
qytetet	kota
https	https
gazeta	koran
gazeta	koran
gazeta	koran
gazeta	makalah
gazeta	paper
gazeta	kertas
rritur	dewasa
format	bentuk
format	format
zgjedhur	dipilih
zgjedhur	terpilih
anëtarët	anggota
banorët	penghuninya
banorët	penduduk
banorët	warga
banorët	penghuni
fuqi	tenaga
fuqi	kekuasaan
fuqi	kekuatan
fuqi	power
fuqi	daya
duhej	diperlukan
duhej	dibutuhkan
kalon	berlalu
katolike	catholic
katolike	katolik
artikulli	pasal
artikulli	artikel
shkollë	sekolah
seri	deret
seri	series
seri	seri
përbashkët	berbagi
përbashkët	dibagikan
përbashkët	shared
përbashkët	common
përbashkët	joint
përbashkët	sendi
akoma	masih
akoma	yet
britanisë	britania
rezultat	hasil
rezultat	result
fëmijët	anak
profesor	profesor
profesor	professor
ngjarje	peristiwa
ngjarje	acara
ngjarje	peristiwa
ngjarje	kegiatan
ngjarje	event
ngjarje	acara
cet	cet
mban	mtq
pika	dots
pika	noktah
pika	berkilau
pika	kilau
pika	tetesan
pika	tetes
pika	poin
pika	titik
pika	point
vendasit	lokal
vendasit	setempat
vendasit	pribumi
posta	surat
posta	mail
posta	surel
fakultetin	fani
fakultetin	fakultas
kaloi	pembelanjaan
kaloi	dibelanjakan
kaloi	pengeluaran
kaloi	menghabiskan
kaloi	berlalu
kaloi	dilewati
kaloi	lulus
derisa	till
derisa	hingga
derisa	sampai
lehtë	gampang
lehtë	mudah
lehtë	easy
tej	tej
konsiderohet	dianggap
konsiderohet	dipertimbangkan
konsiderohet	dianggap
qysh	semenjak
qysh	since
qysh	sejak
qene	been
greqi	yunani
jeton	live
jeton	jalani
jeton	langsung
jeton	nyawa
jeton	lives
pjese	part
pjese	bagian
fillore	sd
xhamia	lami
xhamia	masjid
nisur	diluncurkan
nisur	meluncurkan
arrin	tiba
arrin	menjangkau
arrin	mencapai
arrin	jangkauan
hoxha	hoxha
rëndë	heavy
rëndë	berat
bin	bin
bin	bean
bin	kacang
bin	buncis
