par	pour
kultūras	cultures
rietumu	occidentale
rietumu	occident
rietumu	ouest
rietumu	west
rietumu	occidentale
rietumu	occidental
rietumu	ouest
rietumu	western
dzimums	sexe
dzimums	sexes
dzimums	genre
dzimums	sexe
tagad	désormais
tagad	now
tagad	maintenant
vairākas	plusieurs
baznīcas	églises
baznīcas	eglises
baznīcas	église
baznīcas	eglise
auto	voitures
auto	voiture
auto	camionnette
auto	fourgon
auto	camion
auto	auto
auto	automatique
baznīca	église
baznīca	eglise
dzīvo	vivante
dzīvo	vivants
dzīvo	vivant
dzīvo	vivre
dzīvo	live
dzīvo	vivant
dzīvo	vivre
visas	toute
visas	toutes
visas	tous
visas	tout
visas	all
aprīlī	avril
sporta	sportif
sporta	sportive
sporta	sport
sporta	sport
sporta	sports
svg	svg
mājaslapa	site
partijas	lots
zelta	dorée
zelta	golden
zelta	doré
zelta	doré
zelta	or
zelta	gold
franču	francais
franču	française
franču	français
franču	françaises
mājas	maisons
mājas	chalet
mājas	cottage
mājas	maison
mājas	domicile
mājas	accueil
for	pour
diskusija	discussions
diskusija	discussion
diskusija	débat
citi	autre
citi	autres
citi	autres
viņam	lui
nba	nba
varētu	pourrais
varētu	pouvait
varētu	pourrait
varētu	pourraient
februārī	fevrier
februārī	février
gandrīz	presque
gandrīz	quasi
gandrīz	pratiquement
gandrīz	quasiment
gandrīz	presque
krastā	rive
krastā	rivages
krastā	shore
krastā	rivage
pasta	courrier
pasta	mail
lats	lat
lats	lats
albums	album
longs	longus
lauku	rurales
lauku	ruraux
lauku	rurale
lauku	rural
prezidents	présidente
prezidents	président
gadi	années
gadi	ans
karalis	roi
karalis	king
nodarbošanās	profession
nodarbošanās	occupation
galvenokārt	principalement
galvenokārt	essentiellement
galvenokārt	surtout
galvenokārt	principalement
galvenokārt	essentiellement
galvenokārt	principalement
stacijas	station
stacijas	gare
stacijas	gares
stacijas	stations
politiķis	politicien
šeit	ici
šeit	voilà
šeit	voici
universitātes	universités
universitātes	université
universitātes	universitaire
iii	iii
darba	travaillant
darba	travailler
republikas	république
republikas	républiques
būtu	serait
būtu	aurait
būtu	ferait
būtu	devrait
būtu	devraient
būtu	devrais
gadiem	années
gadiem	ans
apgabals	comté
apgabals	district
apgabals	région
apgabals	zone
apgabals	domaine
darbības	opérations
darbības	activités
darbības	actions
britu	britanniques
britu	britannique
pilsētu	urbain
pilsētu	urbaines
pilsētu	urbains
pilsētu	villes
cilvēki	gens
cilvēki	personnes
ezera	lac
vārti	portails
vārti	vannes
vārti	gates
vārti	portes
vārti	passerelle
vārti	gateway
vārti	gate
vārti	porte
kārlis	charles
kārlis	carl
izlase	échantillon
izlase	échantillons
izlase	choix
izlase	sélections
izlase	sélection
tur	là
viņi	elles
viņi	ils
viņi	eux
īpaši	particulièrement
īpaši	particulièrement
īpaši	surtout
īpaši	spécialement
īpaši	spéciales
īpaši	spécial
īpaši	spéciaux
īpaši	spéciale
dienvidu	méridional
dienvidu	méridionale
dienvidu	méridional
dienvidu	sud
partija	partie
partija	parti
partija	fete
partija	soirée
partija	fête
partija	lot
partija	lot
informācija	informations
informācija	infos
informācija	renseignements
informācija	information
kluba	club
dzimusi	naître
dzimusi	né
dzimusi	naissance
dzimusi	née
dzimusi	born
teritorijas	territoires
teritorijas	domaines
teritorijas	zones
rajons	division
rajons	circonscription
rajons	district
medaļu	médaille
medaļu	médailles
lielā	grands
lielā	grande
lielā	grandes
lielā	grand
lielā	gros
lielā	grosse
lielā	grande
lielā	big
lielā	grand
stat	stat
pirmās	première
pirmās	premières
pirmās	premier
pirmās	premiers
ielas	rues
katoļu	catholique
katoļu	catholiques
visi	toute
visi	toutes
visi	tous
visi	tout
visi	all
sistēmas	système
sistēmas	systèmes
latvija	lettonie
pusē	latéraux
pusē	côté
pusē	latérale
pusē	latéral
līga	league
līga	ligue
mūsdienu	modernité
mūsdienu	moderne
mūsdienu	modernes
mūsdienu	contemporains
mūsdienu	contemporain
mūsdienu	contemporaine
izgl	conservateurs
divi	two
divi	deux
nāves	décès
nāves	death
nāves	mort
pieder	possédée
pieder	appartenant
pieder	possédé
pieder	possédés
pieder	possède
padomes	conseil
aleksandrs	aleksandr
aleksandrs	aleksandrs
aleksandrs	aleksandr
aleksandrs	alexandre
aleksandrs	alexander
augusts	aout
augusts	août
augusts	auguste
augusts	augustus
galvenais	principal
galvenais	principales
galvenais	main
galvenais	principale
galvenais	principaux
galvenais	touche
galvenais	clef
galvenais	clé
galvenais	clefs
galvenais	clés
top	top
top	haut
amerikas	américaine
amerikas	américain
amerikas	américaines
amerikas	américains
universitāte	université
universitāte	universitaire
uzvarēja	gagné
uzvarēja	gagnée
uzvarēja	gagnées
uzvarēja	won
uzvarēja	gagnés
nodaļa	chapitre
liela	grands
liela	grande
liela	grandes
liela	grand
liela	gros
liela	grosse
liela	grande
liela	big
liela	grand
liela	super
liela	grande
liela	génial
liela	grand
dabas	naturel
dabas	naturelles
dabas	naturels
dabas	naturelle
club	club
nhl	lnh
ieņēma	pris
ieņēma	prit
vairāki	plusieurs
vairāki	multiple
vairāki	multiples
vairāki	plusieurs
liepājas	liepāja
savienības	union
savienības	syndicat
stacija	station
stacija	gare
vidū	middle
vidū	milieu
psr	ssr
rakstnieks	rédacteur
rakstnieks	auteur
rakstnieks	écrivain
rakstnieks	scénariste
vien	seul
vien	seuls
vien	seule
universitātē	université
universitātē	universitaire
zviedrijas	suédoise
zviedrijas	suédoises
zviedrijas	suédois
ziemeļos	nord
dienvidos	méridional
dienvidos	sud
dziesmas	chanson
dziesmas	chansons
sieviešu	femelle
sieviešu	femelles
sieviešu	féminin
sieviešu	femmes
sieviešu	femme
zem	dessous
zem	sous
zem	under
maskavas	moscou
sākotnēji	initialement
sākotnēji	initialement
piedalījies	participé
tieši	exactement
tieši	directement
filma	film
filma	film
filmas	films
filmas	films
filmas	cinéma
filmas	ciné
atkal	again
atkal	encore
devās	allé
autors	auteure
autors	auteur
dzīvoja	vécue
dzīvoja	vécu
zeme	earth
zeme	terre
zeme	terre
zeme	terrain
zeme	terres
zeme	moulu
labi	bien
labi	puits
labi	bah
labi	bons
labi	bien
labi	bonne
labi	bon
labi	bonnes
labi	okay
labi	ok
#aaa	#aaa
dibināta	fondé
dibināta	fondée
ķermeņa	organisme
ķermeņa	carrosserie
ķermeņa	organe
ķermeņa	corps
sasniedza	atteints
sasniedza	atteint
vēlēšanās	élection
vēlēšanās	election
vēlēšanās	élections
vēlēšanās	élections
vēlēšanās	elections
igaunijas	estonienne
igaunijas	estonien
igaunijas	estoniens
stadions	stade
stadions	stadium
karš	guerre
karš	war
rēzeknes	rēzekne
iedzīvotāji	habitants
iedzīvotāji	résidants
iedzīvotāji	habitants
iedzīvotāji	résidents
iedzīvotāji	citoyens
iedzīvotāji	populations
iedzīvotāji	population
saules	dim
saules	soleil
saules	solaires
saules	solaire
vācijā	allemagne
laiks	temps
laiks	heure
saņēma	reçu
saņēma	reçues
saņēma	reçus
saņēma	reçue
ģimenē	familiale
ģimenē	famille
ģimenē	familles
valstis	etats
valstis	états
valstis	pays
uzsāka	lancée
uzsāka	lancé
uzsāka	lancés
saeimas	sejm
skolas	école
skolas	ecoles
skolas	écoles
skolas	ecole
skolas	école
vasaras	summers
vasaras	étés
diena	journée
diena	jour
diena	journee
austrumos	orientale
austrumos	est
austrumos	orient
temperatūra	température
temperatūra	températures
temperatūra	températures
temperatūra	température
kopumā	globale
kopumā	globalement
spēlēja	joués
spēlēja	jouées
spēlēja	jouée
spēlēja	joué
aktieris	comédien
aktieris	acteur
daugavpils	daugavpils
ciema	village
darbi	travaux
darbi	œuvres
darbi	oeuvres
darbi	emploi
darbi	emplois
vēstures	histoire
vēstures	historique
kalnu	montagne
kalnu	montagnes
spēļu	jeux
spēļu	jeu
uzskata	considère
jūlijs	julius
jūlijs	jules
jūlijs	juillet
aizsardzības	protecteur
aizsardzības	protectrice
aizsardzības	protecteurs
aizsardzības	défense
tādējādi	ainsi
čempionāts	championnat
sava	sava
datums	date
izveidota	créée
izveidota	créé
izveidota	crée
izveidota	crées
izveidota	créés
visiem	toute
visiem	toutes
visiem	tous
visiem	tout
visiem	all
bgcolor	bgcolor
strādāja	fonctionné
strādāja	travaillé
ēka	batiment
ēka	immeuble
ēka	bâtiment
sistēma	système
vadītājs	gestionnaire
vadītājs	directeur
vadītājs	manager
vadītājs	directrice
vadītājs	gérant
vadītājs	pilote
vadītājs	conducteur
vadītājs	meneur
vadītājs	leader
vadītājs	head
vadītājs	tête
vadītājs	têtes
caur	via
caur	via
kam	kam
colspan	colspan
kārtas	rondes
kārtas	ronds
kļūst	obtenir
ievēlēts	élue
ievēlēts	élu
ievēlēts	élues
ievēlēts	élus
ietilpst	couvertures
ietilpst	couvercles
ietilpst	couvre
ietilpst	housses
ietilpst	inclut
ietilpst	comprend
ēkas	batiment
ēkas	immeuble
ēkas	bâtiment
ēkas	bâtiments
ēkas	immeubles
ēkas	édifices
pašā	pacha
janvāris	janvier
karjeru	carrière
grupu	groupe
vēsturē	histoire
vēsturē	historique
darbojās	fonctionné
darbojās	fonctionnait
darbojās	agi
uzņēmums	compagnie
uzņēmums	entreprise
uzņēmums	société
uzņēmums	etablissement
uzņēmums	établissement
uzņēmums	enterprise
uzņēmums	entreprise
rindās	grades
rindās	rangs
tēvs	pére
tēvs	pere
tēvs	père
vārdu	mot
dēls	fils
dēls	fiston
basketbola	basket
basketbola	basketball
čempionāta	championnat
sudraba	silver
sudraba	argent
sudraba	argenterie
sudraba	argenté
vārds	nommer
vārds	nom
vārds	dénomination
vārds	noms
teritorija	territoire
teritorija	région
teritorija	zone
teritorija	domaine
futbolists	footballeur
cilvēka	humaine
cilvēka	humains
cilvēka	humain
sākas	débute
sākas	commence
sākas	débute
sākas	démarre
sākas	commence
sākas	démarrer
sākas	démarrage
netālu	proche
netālu	près
netālu	proximité
netālu	proche
ventspils	ventspils
rietumos	occidentale
rietumos	occident
rietumos	ouest
rietumos	west
svars	poids
svars	haltères
svars	poids
režisors	directeur
režisors	directrice
režisors	réalisateur
spānijas	espagnol
spānijas	espagnole
spānijas	espagnols
zviedru	suédoise
zviedru	suédoises
zviedru	suédois
osmaņu	ottoman
osmaņu	ottomane
labākais	meilleure
labākais	meilleures
labākais	meilleur
labākais	best
labākais	meilleurs
radio	radiophonique
radio	radio
administratīvais	administratif
administratīvais	administratives
administratīvais	administratifs
darbojas	fonctionne
darbojas	opère
visvairāk	most
otrais	second
otrais	deuxième
otrais	deuxieme
otrais	seconde
nozīmē	moyens
nozīmē	signifie
dziesma	chant
dziesma	chanson
kaujas	bataille
kaujas	combat
galvenā	principal
galvenā	principales
galvenā	main
galvenā	principale
galvenā	principaux
viņas	her
itālijas	italiennes
itālijas	italienne
itālijas	italien
itālijas	italiens
koka	bois
isbn	isbn
brīvības	libertés
brīvības	liberté
brīvības	libertés
robežojas	limitrophe
robežojas	limitrophes
karjeras	carrière
karjeras	carrière
karjeras	carrières
miera	paix
pavadonis	satellite
pavadonis	lunaire
pavadonis	lune
pavadonis	moon
jūnijs	juin
katru	chacune
katru	chaque
katru	chacun
www	www
tiesnesis	magistrat
tiesnesis	juger
tiesnesis	juge
karā	guerre
karā	war
sala	île
marts	mar
marts	marche
marts	mars
izglītības	éducatif
studijas	studios
studijas	studio
valdības	gouvernement
valdības	gouvernements
valdības	gouvernements
veids	taper
veids	type
veids	tapez
saraksts	liste
saraksts	listes
ukrainas	ukrainiennes
ukrainas	ukrainien
ukrainas	ukrainienne
ukrainas	ukrainiens
uzskatīts	considérée
uzskatīts	considéré
uzskatīts	considérées
uzskatīts	considérés
vasarā	eté
vasarā	été
daudzi	nombreux
daudzi	beaucoup
daudzi	nombreuses
daudzi	plusieurs
pamatā	essentiellement
pamatā	fondamentalement
daugavas	daugava
starptautiskā	international
starptautiskā	internationaux
starptautiskā	internationale
maijs	mai
maijs	may
maijs	peut
karaļa	royale
karaļa	royal
karaļa	royales
karaļa	royaux
prezidenta	présidentielle
prezidenta	présidentiel
būs	will
būs	volonté
būs	fera
būs	sera
ebreju	juives
ebreju	juif
ebreju	juifs
ebreju	juive
ebreju	hébreu
ebreju	hébreux
ebreju	hébraïque
agrāk	auparavant
agrāk	précédemment
indijas	indienne
indijas	indiens
indijas	indiennes
indijas	indien
indijas	inde
indijas	indes
nedaudz	légèrement
attēlā	chiffre
attēlā	figure
izmaiņas	modifications
izmaiņas	changements
izmaiņas	modifier
izmaiņas	changements
izmaiņas	changer
izmaiņas	changement
pilnībā	complètement
pilnībā	pleinement
pilnībā	entièrement
pilnībā	totalement
somijas	finnoise
somijas	finlandais
somijas	finnois
somijas	finlandaise
albuma	album
atklāja	révélés
atklāja	révélé
atklāja	dévoilé
atklāja	révélées
atklāja	révélée
guva	marqué
sezonu	saison
sezonu	saisons
robežas	frontières
robežas	limites
robežas	bordures
robežas	bordure
robežas	frontières
robežas	frontière
robežas	frontalier
robežas	frontières
robežas	border
robežas	bordure
robežas	limite
robežas	limites
eet	eet
medaļas	médailles
pēdējā	dernier
pēdējā	dernière
pēdējā	derniers
pēdējā	dernières
dienu	journée
dienu	jour
dienu	journee
dienā	journée
dienā	jour
dienā	journee
dienā	quotidien
dienā	quotidiens
dienā	journalier
dienā	quotidienne
periods	période
dalībnieks	participante
dalībnieks	participant
vēsture	histoire
vēsture	historique
bijušais	ancien
bijušais	ancienne
platība	région
platība	zone
platība	domaine
poļu	polonaise
poļu	polonaises
poļu	polonais
poļu	pôles
poļu	poteaux
poļu	mâts
poļu	polonais
karaspēks	marines
karaspēks	troupes
liels	grands
liels	grande
liels	grandes
liels	grand
liels	gros
liels	grosse
liels	grande
liels	big
liels	grand
liels	super
liels	grande
liels	génial
liels	grand
zināms	connues
zināms	connue
zināms	connus
zināms	connu
teātra	théatre
teātra	théâtre
teātra	théâtres
aiz	derrière
aktrise	comédienne
aktrise	actrice
joprojām	still
joprojām	encore
joprojām	toujours
apdzīvota	peuplée
apdzīvota	peuplés
apdzīvota	peuplé
apdzīvota	peuplées
februāris	fevrier
februāris	février
filmu	film
kārta	tourne
kārta	turn
kārta	tourner
kārta	tournez
kārta	arrondi
kārta	ronde
kārta	rond
kārta	rondes
kārta	ronds
tirdzniecības	marketing
tirdzniecības	commercialisation
tirdzniecības	commerce
tirdzniecības	échange
tirdzniecības	échanges
pastāv	existent
pastāv	existe
pastāv	exister
pastāv	existe
grieķu	grecs
grieķu	grecque
grieķu	grecques
grieķu	grec
cilvēks	personne
cilvēks	humaine
cilvēks	humains
cilvēks	humain
cilvēks	man
cilvēks	mec
cilvēks	homme
brālis	frangin
brālis	frère
brālis	frere
parks	parc
sacensībās	concours
sacensībās	compétitions
lapa	feuille
lapa	drap
lapa	feuillet
lapa	pages
lapa	page
darbība	fonctionnement
darbība	opération
darbība	activité
uzbrucējs	attaquant
uzbrucējs	agresseur
uzbrucējs	assaillant
uzbrucējs	buteur
uzbrucējs	striker
uzbrucējs	attaquant
bronzas	bronze
not	reg
spēj	capable
spēj	capables
spēj	capable
karogs	pavillon
karogs	flag
karogs	drapeau
karogs	drapeaux
zemi	earth
zemi	terre
zemi	terre
zemi	terrain
zemi	terres
dažas	certains
dažas	certaines
dažas	quelques
māte	mère
māte	mere
māte	maman
vidēji	moyen
vidēji	moyennes
vidēji	moyenne
vidēji	médiane
vidēji	médian
ministru	ministérielle
ministru	ministériel
kategorijas	catégories
ledus	verglas
ledus	ice
ledus	glace
septembris	septembre
treneris	coach
treneris	entraineur
treneris	entraîneur
vadīja	led
kāds	quoi
kāds	quel
kāds	quelle
kāds	someone
līnijas	lignes
ķīnas	chinois
ķīnas	chinoise
krasta	rive
krasta	rivages
krasta	shore
krasta	rivage
paziņoja	annoncé
paziņoja	annoncés
paziņoja	annoncées
paziņoja	annoncée
žanrs	genre
žanrs	genres
šobrīd	actuellement
šobrīd	présentement
japānas	japonais
japānas	japonaise
japānas	japonaises
varēja	pourrais
varēja	pouvait
varēja	pourrait
varēja	pourraient
komandieris	commandeur
komandieris	commandant
dzīvi	vie
dzīvi	live
dzīvi	vivant
dzīvi	vivre
uzvaru	gagnante
uzvaru	gagner
uzvaru	gagnant
jauna	nouveau
jauna	nouvelle
jauna	nouvelles
jauna	nouveaux
jauna	nouveautés
augstākā	supreme
augstākā	suprême
augstākā	suprêmes
džons	jean
džons	john
novembris	novembre
rowspan	rowspan
izveidots	établies
izveidots	établie
izveidots	établi
izveidots	établis
izveidots	créée
izveidots	créé
izveidots	crée
izveidots	crées
izveidots	créés
skolā	ecole
skolā	école
jūlija	juillet
pulka	régiment
valdība	gouvernement
valdība	gouvernements
plaši	largement
mazāk	moins
paša	propres
paša	propre
paša	posséder
impērija	empire
sevi	self
decembris	décembre
decembris	decembre
decembris	dec
decembris	déc
kļuvis	devenez
kļuvis	deviennent
kļuvis	deviens
kļuvis	devenir
aprīlis	apr
aprīlis	avril
aprīlis	avr
aprīlis	avril
pārstāv	représente
pārstāv	représenter
pārstāv	représentent
reizēm	quelquefois
reizēm	parfois
pievienojās	rejoints
pievienojās	rejoint
autoceļa	autoroute
autoceļa	autoroutes
sistēmu	système
lapas	feuilles
lapas	pages
sākot	démarrer
sākot	démarrage
īpašības	caractéristiques
īpašības	propriétés
daži	certains
daži	certaines
daži	quelques
darbs	travaux
darbs	travail
darbs	travailler
darbs	travaillant
darbs	travailler
oktobris	octobre
grāmatas	ouvrages
grāmatas	livres
muzejs	musées
muzejs	musée
vārdi	noms
vārdi	mots
šie	ces
miljoni	million
miljoni	millions
miljoni	millions
titulu	fanion
dažādas	différentes
dažādas	différente
dažādas	différents
dažādas	différent
dažādas	diverses
dažādas	divers
turku	turku
turku	turques
turku	turque
turku	turc
turku	turcs
iegūst	obtient
iegūst	acquière
iegūst	acquiert
grāmatu	livre
grāmatu	réserver
sezona	saison
sezona	saisons
spēlētājs	joueurs
spēlētājs	joueur
spēlētājs	lecteur
meža	forestier
meža	forêts
meža	forêt
meža	foret
spēle	gibier
spēle	match
spēle	jeu
atsauces	références
atsauces	référence
vairāku	multiple
vairāku	multiples
vairāku	plusieurs
png	png
kāda	quoi
kāda	quel
kāda	quelle
pāri	paires
pāri	blessé
pāri	blessée
pāri	blesser
pāri	pair
pāri	paire
pāri	paires
rezultāts	aboutissement
rezultāts	résultat
armija	armée
upe	fleuve
upe	rivière
dzīvnieku	animale
dzīvnieku	animal
biedrības	associations
teātrī	théatre
teātrī	théâtre
pēteris	pēteris
pēteris	peter
pēteris	pierre
viņiem	eux
daļēji	partiel
daļēji	partielles
daļēji	partiellement
daļēji	partiels
daļēji	partielle
daļēji	partiellement
daļēji	partiellement
vienības	unités
vienības	entités
izdots	émis
izdots	émises
izdots	délivrés
izdots	émise
izdots	délivré
puses	moitiés
puses	parties
oficiāli	officiellement
augu	végétal
augu	usine
augu	plante
lielais	gros
lielais	grosse
lielais	grande
lielais	big
lielais	grand
gaismas	lumiere
gaismas	lumière
gaismas	légère
gaismas	léger
gaismas	lumières
gaismas	lumière
gaismas	luminaires
sāk	débute
sāk	démarre
sāk	commence
sāk	démarrer
sāk	démarrage
kauss	gobelet
kauss	cup
kauss	tasse
kauss	coupe
albumu	album
mūsu	notre
mūsu	nos
mūsu	nôtre
mūsu	nôtres
iepriekš	auparavant
iepriekš	précédemment
āfrikas	africains
āfrikas	africain
āfrikas	africaine
āfrikas	africaines
cilvēkiem	humains
cilvēkiem	gens
cilvēkiem	personnes
kaujā	bataille
kaujā	combat
lomu	rôle
lielbritānijas	britanniques
lielbritānijas	britannique
okeāna	océan
karjera	carrière
karjera	carrière
karjera	carrières
karjera	carrière
nodrošina	assure
nodrošina	fournit
divus	two
divus	deux
piezīmes	remarques
