категорија	categoria
првенство	campionat
првенство	championship
опсерваторија	observatori
дури	inclús
грција	grècia
однос	relació
содржи	conté
милиони	milions
милиони	milió
милиони	milions
збор	paraula
февруари	febrer
работа	treball
работа	feina
работа	treball
функција	funció
држава	país
држава	estat
календари	calendaris
секоја	cadascú
секоја	cadascuna
секоја	cadascun
русија	rússia
постои	existeix
метри	metres
метри	metres
нејзината	ella
нејзината	her
големи	grans
четири	four
четири	quatre
џон	john
џон	joan
џон	jon
олимписки	olympic
олимписки	olímpic
делови	parts
политика	pòlissa
политика	política
политика	política
видови	varietats
видови	espècies
видови	espècie
империја	imperi
главен	main
главен	principals
главен	principal
врска	vinculació
врска	enllaç
врска	relació
врска	vincle
врска	lligam
свети	shine
свети	brillar
свети	sagrat
свети	saint
свети	resplendor
вклучувајќи	inclòs
телескоп	telescopi
групи	grups
најчесто	majoritàriament
награда	recompensa
награда	premi
награда	premi
награда	adjudicació
награда	guardó
значи	mitjana
значи	mean
значи	mitjans
разговор	conversa
разговор	xat
филм	film
википедија	viquipèdia
крај	final
вода	aigua
резултат	puntuació
резултат	resultat
улога	rol
претседател	president
училиште	escola
страница	pàgina
западна	western
нови	nova
нови	nou
нови	noves
песни	tunes
песни	cançons
песни	songs
организација	organització
лидери	líders
лидери	dirigents
познато	familiar
случај	cas
редослед	orde
редослед	ordre
сезона	temporada
игра	partida
игра	joc
веќе	ja
основа	base
населба	assentament
населба	veïnat
сили	forces
обично	habitualment
обично	normalment
обично	normalment
обично	ordinàriament
обично	habitual
обично	usual
подредени	subordinats
бројни	nombroses
бројни	nombrosos
промени	canvis
промени	canvia
промени	canvi
разлика	distinció
разлика	diff
разлика	diferència
употреба	ús
употреба	usa
употреба	utilització
употреба	ús
форма	forma
форма	forma
форма	formulari
договор	reparteix
договор	tracte
договор	acord
договор	contracte
договор	tractat
изграден	construït
изграден	construit
изграден	edificat
изграден	construïts
некој	ningú
некој	algú
лига	lliga
лига	liga
влијание	impacte
влијание	influència
членови	membres
починал	morí
површина	superfície
површина	escriptori
неа	ella
неа	her
неа	nea
после	after
после	després
фудбалери	futbolistes
острови	illes
острови	illes
вештачки	artificialment
вештачки	artificial
ред	orde
ред	ordre
ред	fila
ред	filera
лица	cares
почеток	inici
почеток	comença
народи	pobles
син	fill
албум	àlbum
никола	nikola
никола	nicola
нова	nova
нова	nou
нова	noves
австралија	austràlia
тур	recorregut
тур	tour
александар	aleksandar
александар	alexandre
александар	alexander
вилијам	guillem
вилијам	william
татко	pare
движење	movent
движење	moviment
дело	treball
власт	autoritat
власт	potència
власт	poder
прва	primer
прва	primera
прва	primers
англија	anglaterra
развој	desenvolupament
развој	desenvolupant
деца	nens
деца	fills
деца	infants
деца	nens
лево	esquerra
лево	esquerre
главно	principalment
главно	majoritàriament
србија	sèrbia
сега	ara
кариера	carrera
кариера	carreres
кариера	curses
општини	municipis
општини	ajuntaments
храм	temple
ниво	nivell
облик	forma
тим	tim
тим	equip
ера	era
музика	música
германски	alemany
видете	veure
археолошки	arqueològic
универзитет	universitat
море	mar
пати	vegades
пет	five
пет	cinc
париз	paris
париз	parís
целосно	plenament
целосно	totalment
целосно	completament
целосно	totalment
поле	àmbit
поле	camp
минути	minuts
листа	llista
мала	petita
мала	petites
вредност	valor
поделени	dividits
поделени	dividit
поврзани	connectat
поврзани	enllaçat
поврзани	relacionat
поврзани	relacionada
поврзани	relacionats
саксонија	saxònia
свет	món
свет	world
потекло	origen
потекло	baixada
потекло	orígens
владетел	regle
владетел	governant
шпанија	espanya
спорт	esport
спорт	sport
спорт	esports
програма	programa
програма	programa
мали	petita
мали	petites
мали	mali
куќа	casa
институции	institucions
буда	buda
трка	cursa
крал	king
крал	rei
таму	hi
таму	allà
веднаш	immediatament
слика	imatge
слика	pintura
статија	article
ссср	urss
статии	articles
евреите	jueus
евреите	hebreus
француски	francès
партија	party
партија	partit
партија	festa
природни	naturals
природни	natural
кралство	regne
државите	estats
река	riu
политички	políticament
области	districtes
области	governacions
области	zones
области	àrees
области	àmbits
право	recta
право	rectes
право	dret
право	dreta
серија	sèries
серија	sèrie
серија	serie
енергија	energia
значајни	significatives
значајни	significatius
значајни	significativa
значајни	significatiu
островот	illa
образование	educació
хершел	hershel
дена	dies
добро	bones
добро	bona
извршување	executa
извршување	execució
тука	aquí
тука	aqui
тука	ací
смртта	defunció
смртта	mort
римјаните	romans
родени	nascut
родени	born
натпревари	mistos
натпревари	partits
натпревари	coincidències
натпревари	coincideix
натпревари	concursos
натпревари	competicions
натпревари	concursos
албанија	albània
книга	llibre
речиси	gairebé
азија	àsia
песна	pista
песна	peça
песна	cançó
песна	song
боја	color
боја	paint
боја	pinta
боја	color
прави	fent
води	aigües
води	plom
поглед	vista
поглед	visualitza
поглед	visualització
заедница	comunitat
стил	estil
рок	roca
рок	rock
мухамед	muhamed
мухамед	muhammad
мухамед	mahoma
комитет	comitè
африка	àfrica
континент	continent
животот	vida
животот	life
регион	regió
моќ	potència
моќ	poder
сила	força
сила	força
исток	est
извештај	informe
лондон	london
лондон	alpicat
лондон	londres
македонци	macedonians
кина	xina
права	drets
елементи	elements
теорија	teoria
значење	significat
значење	transcendència
значење	significació
орбита	orbital
орбита	òrbita
езеро	llac
руски	rus
битола	bitola
соодветната	corresponent
нешто	quelcom
нешто	algo
црна	black
црна	negre
натпревар	competició
натпревар	competència
натпревар	coincidència
натпревар	concurs
натпревар	certamen
смрт	defunció
смрт	mort
мислења	dictàmens
културни	cultural
културни	culturals
милениум	millennium
пари	diners
пари	diner
веб	web
петар	peter
петар	pere
петар	petar
царство	regne
царство	imperi
влада	govern
јазикот	llengua
човек	humà
човек	humans
човек	home
човек	man
направи	make
направи	fetes
направи	feta
мека	meca
мека	suaus
мека	soft
мека	suau
мал	petita
мал	petites
мал	mal
изградена	construït
изградена	construit
изградена	edificat
системи	sistemes
семејство	família
семејство	familia
услови	requeriments
услови	requisits
услови	termes
услови	condicions
пол	gènere
пол	paul
кралот	king
кралот	rei
заштита	protecció
сан	san
лав	lleó
лав	leo
општествени	socials
општествени	social
турција	turquia
најмногу	majoritàriament
победа	guanyar
победа	victòria
мајка	mare
надвор	out
клуб	club
слики	imatges
слики	fotografies
слики	fotos
војска	militars
војска	militar
војска	exèrcit
одредени	certes
одредени	determinats
уметност	arts
уметност	art
помалку	menys
географија	geografia
ниту	ni
ниту	ni
растојание	distància
растојание	espaiat
растојание	desplaçament
втор	segon
втор	segona
покраина	província
медина	medina
височина	altitud
рем	rem
јован	jovan
јован	john
јован	joan
извори	fonts
жени	dones
должина	longitud
знаме	bandera
избран	triats
избран	elegit
избран	escollida
избран	seleccionat
избран	seleccionats
функции	funcions
нирвана	nirvana
вели	veli
секогаш	sempre
она	nla
она	ella
вкупно	total
прво	primer
прво	primera
прво	primers
вклучува	inclou
итн	etc
наречен	doblada
асур	assur
факултет	college
факултет	facultat
тип	guy
тип	tipus
половина	meitat
половина	half
софија	sofia
софија	sophia
месеци	mesos
жена	dona
жена	esposa
проблеми	problemes
претходно	anteriorment
претходно	prèviament
претходно	anterior
контрола	control
училишта	escoles
север	nord
простор	espaiat
простор	espai
отколку	than
војни	guerres
доаѓа	entrants
доаѓа	arribant
велика	velika
сојуз	soiuz
сојуз	aliança
ниска	baix
ниска	baixes
шест	sis
шест	six
никогаш	mai
линија	línia
види	veure
види	mira
види	look
орбитата	òrbita
верзија	versió
тело	cos
историски	històricament
историски	històric
историски	històrica
книги	llibres
процес	procés
дом	domicili
дом	llar
дом	dom
индија	índia
исламска	islàmic
исламска	islàmica
главна	main
главна	principals
главна	principal
јапонија	japó
јапонија	japan
советски	soviètic
советски	soviètica
грчки	grec
возраст	edat
југ	sud
музеј	museum
музеј	museu
запад	oest
писател	escriptor
поп	pop
награди	recompenses
награди	premia
награди	premis
награди	premis
зборови	paraules
официјално	official
официјално	oficialment
музички	musical
единици	dependències
единици	unitats
состав	composició
полска	polonès
полска	polònia
економија	economia
фаза	fase
фаза	etapa
фаза	escenari
втора	segon
втора	segona
најдобар	millor
парк	park
парк	parc
физика	física
стадион	estadi
стадион	stadium
марија	marija
марија	maria
куп	coop
куп	pila
куп	tassa
куп	cup
народ	gent
народ	persones
седиште	seat
седиште	seient
цели	objectius
успех	èxit
официјална	official
долари	usd
долари	dòlar
ракета	coet
ракета	míssil
интернет	internet
општи	general
доста	prou
доста	suficient
белград	belgrad
храна	menjar
храна	alimentació
банка	bank
банка	banc
југославија	iugoslàvia
архитектура	arquitectura
централна	centrals
централна	central
манастир	monestir
манастир	convent
односи	relacions
односи	relacions
врвот	top
потекнува	originat
италијански	italià
премиер	premier
дополнителни	addicional
дополнителни	addicionals
големина	mida
уредување	edita
уредување	edició
борба	batalla
борба	lluitant
борба	lluita
редовни	regulars
редовни	regular
планината	mont
производство	fabricació
производство	producció
производство	fabricació
извор	font
маса	taula
маса	quadre
маса	missa
маса	massa
планетата	planeta
гора	gora
иван	ivan
карта	mapa
карта	bitllet
карта	targeta
брег	shore
брег	bragg
посебно	sobretot
посебно	especialment
посебно	especial
посебно	especials
главни	main
главни	principals
главни	principal
средина	entorn
средина	centra
средина	center
средина	centre
средина	centre
територија	territori
создавање	creació
создавање	creant
имаше	havien
единица	unitat
брат	bro
брат	germà
хрватска	croàcia
поделен	dividits
поделен	dividit
поделен	divideix
поделен	split
армија	exèrcit
уметноста	art
случаи	instàncies
случаи	casos
роман	roman
роман	romà
европски	european
медал	medalla
постојано	ininterrompudament
постојано	constantment
постојано	constant
постојано	constants
постоеле	existia
постоеле	existit
постоеле	existien
џамија	mesquita
животни	animals
портал	portal
шлезвиг	schleswig
закон	llei
мрежа	graella
мрежа	xarxa
наречена	doblada
пристап	accés
оддалеченост	distància
користење	ús
користење	utilitzant
користење	usant
канада	canadà
среден	mitjà
окрузи	districtes
окрузи	comarques
војници	soldats
војници	efectius
војници	tropes
активности	activitats
активности	accions
активности	activitat
финалето	finals
материјал	material
жените	dones
победи	guanyar
победи	guanyat
победи	victòries
победи	guanya
последниот	darrer
последниот	últim
последниот	última
последниот	darrera
птици	aus
птици	ocells
организации	organitzacions
писмо	carta
гол	despullada
гол	nua
гол	objectiu
совет	assessorament
совет	punta
совет	propina
совет	consell
човекот	home
човекот	man
национален	national
национален	nacional
носи	desgast
носи	portar
михаил	mikhaïl
михаил	michael
михаил	mihail
џејмс	james
џејмс	jaume
холштајн	holstein
брзо	ràpid
брзо	ràpidament
солун	tessalònica
форми	formularis
форми	formes
форми	formes
страни	costats
архитектурата	arquitectura
куќи	habitatges
куќи	casas
куќи	cases
австрија	àustria
некропола	necròpolis
роберт	robert
шведска	suec
шведска	suècia
унгарија	hongria
играч	reproductor
играч	jugador
националност	nacionalitat
модел	model
скоро	gairebé
учество	participació
наса	nasa
поезија	poesia
позиција	posició
аеродром	aeroport
личности	xifres
личности	figures
личности	personalitats
екваторот	equador
студии	estudis
региони	regions
холандија	holanda
холандија	holland
професор	catedràtic
професор	professor
професор	mestra
планина	muntanya
римско	roman
римско	romà
карактеристики	funcionalitats
карактеристики	característiques
доволно	prou
доволно	suficient
врати	restaurar
врати	restaura
врати	reverteix
врати	desfer
врати	desfés
врати	portes
померанија	pomerània
чело	violoncel
девица	virgo
девица	virgin
девица	verge
константин	konstantín
константин	constantí
ѕвезда	estel
ѕвезда	estrella
паша	paixà
економски	econòmic
економски	econòmica
економски	econòmics
економски	economic
економски	econòmiques
економски	econòmicament
можеби	potser
зборува	talking
зборува	parlant
зборува	parla
москва	moscou
фудбалер	futbolista
коло	colo
коло	circuit
коло	kolo
производи	productes
причина	raó
причина	motiu
унија	union
унија	unió
наука	ciència
наука	ciències
работел	treballat
работел	treballats
живееле	vivia
живееле	viscut
освои	guanyat
ново	novo
ново	nova
ново	nou
ново	noves
науки	ciència
науки	ciències
исфрлен	expulsat
исфрлен	expulsat
автор	autor
охрид	ohrid
украина	ucraïna
тема	temàtica
тема	tema
тема	temàtica
тема	tema
тема	assignatura
тема	subjecte
тема	subjectes
турски	turc
династија	dinastia
територии	territoris
стефан	stefan
стефан	stephan
промена	canvia
промена	canvi
лице	cara
лице	face
океанија	oceania
седум	set
напад	atac
напад	assalt
наклонетост	afecte
наклонетост	inclinació
носач	portadora
носач	transportista
станица	estació
структура	estructura
процесот	procés
планини	muntanyes
мажи	homes
градби	edificacions
градби	edificis
градби	estructures
науката	ciència
науката	ciències
филип	phillip
филип	felip
филип	philippe
филип	filip
романија	romania
орбитални	orbital
џорџ	george
претставуваат	representar
претставуваат	representen
претставуваат	suposen
претставуваат	plantejant
претставуваат	postures
света	sveta
света	saint
света	sagrat
света	hagia
анхалт	anhalt
слични	similars
слични	semblants
слични	similar
соработка	cooperació
камен	pedra
камен	roca
камен	rock
заврши	acabat
заврши	finalitza
заврши	completat
заврши	finalitzats
заврши	acabada
заврши	finalitzat
заврши	acabat
заврши	fet
грб	cresta
грб	rasant
грб	emblema
грб	esquena
египет	egypt
египет	egipte
радио	ràdio
радио	radio
поддршка	suport
вмро	vmro
управување	gestiona
управување	gestionar
управување	gestió
управување	governança
покраината	província
истовремено	simultàniament
религија	religió
индекс	index
индекс	índex
остров	illa
граница	frontera
граница	vores
граница	vora
езерото	llac
видео	vídeo
видео	video
поет	poeta
ќерка	filla
албуми	àlbums
делчев	dèltxev
слично	similars
слично	semblants
слично	similar
слично	igualment
текст	text
берлин	berlin
берлин	berlín
димитар	dimitr
коса	pèl
коса	cabells
сонцето	sol
сака	estima
сака	loves
директно	directament
истите	mateixa
истите	mateix
зеланд	zelanda
ирска	irlanda
ирска	bellvís
семејства	famílies
писатели	escriptores
писатели	escriptors
одбрана	defensa
одбрана	defensa
римски	roman
римски	romà
национално	national
национално	nacional
независност	independència
броеви	nombres
броеви	números
администрација	administració
помали	menor
помали	minor
српски	serbi
имиња	noms
површината	superfície
услуги	serveis
услуги	favors
услуги	afavoreix
услуги	servei
општество	societat
хенри	enric
хенри	henry
притисок	pressió
веројатно	probablement
луис	lewis
луис	luis
луис	lluís
луис	louis
основан	fundat
основан	fundada
третиот	tercera
третиот	tercer
медали	medalles
гледа	veient
гледа	mirant
христијански	christian
христијански	cristià
глава	head
глава	capçal
избори	eleccions
недела	setmana
недела	diumenge
национални	national
национални	nacional
растенија	plantes
бугарски	búlgar
членовите	membres
академија	academy
академија	academia
академија	acadèmia
екипа	tripulació
екипа	equip
чест	honor
северно	nord
кирил	cyril
кирил	kiril
кирил	kirill
опфаќа	engloba
бог	déu
денови	dies
институт	institut
резултати	resultats
високо	alta
високо	high
високо	alt
мексико	mèxic
директор	director
директор	directora
директор	realitzador
проект	projecte
план	pla
театар	theater
театар	teatre
театар	teatre
природата	natura
природата	naturalesa
босна	bosna
босна	bòsnia
починати	causant
починати	difunts
мечка	ós
мекленбург	mecklenburg
истото	mateixa
истото	mateix
корисници	usuaris
зависност	dependència
зависност	addiccions
зависност	addicció
покажува	espectacles
избор	selecció
избор	elecció
добра	bones
добра	bona
византија	bizanci
зголемување	increment
зголемување	augment
гоце	goce
ван	van
ван	furgoneta
хамбург	hamburg
најверојатно	probablement
лесно	fàcilment
лесно	fàcil
наведуваат	citar
косово	kosovo
претежно	majoritàriament
брзина	velocitat
брзина	velocitat
настапи	realitzen
настапи	realitzar
настапи	actuacions
долго	llarga
долго	llarg
долго	long
добие	guany
класа	classe
пазар	mercat
пазар	mercat
играчи	jugadors
играчи	gamers
можно	possible
можно	possibles
британски	britànic
британски	british
британски	britànica
прашања	qüestions
прашања	preguntes
температура	temperatura
папа	papa
месец	mes
започна	començat
започна	iniciat
наречени	doblada
згради	edificacions
згради	edificis
битка	batalla
следи	segueix
следи	segueixi
бела	bela
бела	white
бела	blanc
голови	objectius
швајцарија	suïssa
проблем	problema
лидерите	líders
лидерите	dirigents
национална	national
национална	nacional
тешко	hard
тешко	dura
тешко	dur
тешко	difícil
бразил	brasil
општински	municipal
општински	municipals
степен	grau
анализа	anàlisi
реки	rius
материјали	materials
материјали	matèries
покраини	províncies
шпански	castellà
шпански	espanyol
данска	dinamarca
основана	fundat
основана	fundada
револуционерна	revolucionari
финансиски	financerament
финансиски	financer
финансиски	financera
филмски	film
министер	ministre
ист	mateixa
ист	mateix
род	rod
род	kin
причини	motius
причини	raons
предмети	elements
предмети	objectes
поранешен	antiga
револуција	revolució
хронолошки	cronològic
хронолошки	cròniques
франс	frança
служба	servei
вардар	vardar
прашање	pregunta
дете	nen
дете	infant
завршува	finalitza
мартин	martín
мартин	martí
мартин	martin
висок	alta
висок	high
висок	alt
значително	considerablement
значително	significativament
значително	substancialment
потребно	necessàries
потребно	requerit
потребно	requerida
потребно	requerits
физички	físicament
физички	físic
џиро	giro
изградба	construcció
изградба	construir
еднаш	once
суд	cort
суд	tribunal
суд	jutjat
собрание	assemblea
макс	max
макс	màx
меѓународни	internacional
меѓународни	international
меѓународни	internacionals
калифорнија	califòrnia
калифорнија	california
вредности	valors
интерес	interès
двајца	dos
двајца	dues
турнеја	recorregut
турнеја	tour
јужно	sud
исус	jesús
воена	militars
воена	militar
дејност	activitat
риби	pisces
риби	peixos
риби	peix
активност	activitat
напади	atacs
напади	agressions
однесување	comportament
индустрија	indústries
индустрија	indústria
истанбул	istanbul
тирингија	turíngia
слобода	llibertat
слобода	llibertat
десет	deu
ана	ana
ана	anna
поранешни	antiga
том	tom
карл	karl
карл	carl
титула	títol
отворено	obertament
отворено	oberta
отворено	oberts
отворено	open
отворено	obre
отворено	obert
низа	cadena
низа	seqüència
следниот	pròxima
следниот	següent
следниот	propera
следниот	next
планински	muntanya
одржува	manté
појава	ocurrència
појава	fenomen
кратко	curt
марко	marco
марко	marko
доби	rebut
доби	rebé
доби	rebuda
доби	dobby
оддел	departament
оддел	secció
оддел	compartiment
конечно	finalment
врв	súmmum
цариград	constantinoble
наследство	llegat
наследство	herència
наследство	herència
наследство	patrimoni
категории	categories
сингл	single
жан	jean
жан	jeanne
конгрес	congrés
осум	vuit
бел	belle
бел	white
бел	blanc
бел	bell
бел	timbre
бел	campana
делумно	parcials
делумно	parcialment
делумно	parcialment
издаден	expedit
издаден	emès
народна	folk
технологија	tecnologia
фудбал	soccer
фудбал	futbol
етнички	ètnicament
етнички	ètnica
личност	persona
личност	personalitat
изградбата	construcció
фестивал	festival
знак	caràcter
знак	personatge
знак	signe
знак	signa
знак	signar
стар	antic
висока	alta
висока	high
висока	alt
дрво	fusta
дрво	arbre
релативно	relatiu
релативно	relativament
примена	rebut
примена	rebé
примена	rebuda
примена	admesos
примена	admès
примена	aplicació
отоманската	otomà
оружје	armes
оружје	arma
оружје	braços
остатоци	restes
остатоци	romanents
момент	moment
фон	fon
фон	von
гитара	guitarra
методи	mètodes
светлина	llum
владеење	governança
владеење	regla
владеење	regnat
христијани	christian
христијани	cristià
христијани	cristians
канал	canal
канал	canal
жителите	residents
школа	escola
манчестер	manchester
белгија	bèlgica
најдобра	millor
болест	malaltia
војвода	duke
војвода	duc
превод	traducció
томас	tomas
томас	thomas
томас	tomàs
партии	parts
поранешна	antiga
гола	despullada
гола	nua
заедници	comunitats
христо	christo
христо	hristo
продолжи	mantén
продолжи	reprèn
продолжи	represa
продолжи	currículum
спортови	esports
учествувал	participat
златна	golden
актер	actor
меѓународна	internacional
меѓународна	international
меѓународна	internacionals
православна	ortodox
тетово	tetovo
мало	petita
мало	petites
мало	malo
линии	línies
точно	exactament
возач	xofer
возач	conductor
обид	intent
обид	intentada
метал	metall
метал	metal
содржат	contenir
содржат	contenen
двајцата	ambdós
двајцата	ambdues
програми	programes
програми	programes
долг	deute
мајкл	michael
вклучени	inclòs
висина	altitud
висина	alçada
висина	alçària
висина	altura
васил	vassil
глас	veu
страници	pàgines
смисла	sentit
останува	restes
останува	estades
херцеговина	hercegovina
монголија	mongòlia
иста	mateixa
иста	mateix
стапка	taxa
азбука	alfabet
светлината	llum
океан	oceà
океан	ocean
композитор	compositor
брод	nau
брод	vaixell
тек	tek
тек	flux
тек	cabal
тек	riera
власти	autoritats
согласност	consentiment
согласност	acompliment
согласност	compliment
фактори	factors
теми	temes
теми	temes
примери	exemples
првично	inicialment
првично	originàriament
првично	originalment
борис	boris
борис	borís
зголемува	increments
зголемува	augments
споредба	comparació
штип	štip
подрачје	àmbit
подрачје	àrea
улоги	protagonitzat
улоги	rols
почнал	començat
почнал	iniciat
денеска	avui
направени	fetes
направени	feta
ефект	efecte
ризик	risc
главата	head
главата	capçal
цела	sencer
цела	sencera
настан	esdeveniment
трета	tercera
трета	tercer
сопственост	propietat
спортски	sporting
спортски	esports
тврди	argumentat
тврди	reclamacions
тврди	pretensions
тврди	argumenta
зависи	depèn
страницата	pàgina
виена	viena
ништо	res
правила	regles
правила	normes
продолжува	continua
продолжува	continuant
продолжува	currículums
симбол	símbol
удар	traç
удар	ictus
удар	vaga
годишна	anual
годишна	anuals
стара	stara
стара	antic
карактер	caràcter
карактер	personatge
карактер	personalitat
јувентус	juventus
константинопол	constantinoble
првак	campió
првак	campiona
првак	champion
документи	documents
документи	papers
дејвид	david
анг	aang
црвена	roig
црвена	vermell
црвена	red
рак	càncer
фридрих	friedrich
телевизија	televisió
традиција	tradició
годишно	anualment
крст	creu
крст	cross
кит	balena
кит	keith
кит	kit
инструменти	instruments
брак	matrimoni
бизнис	negoci
бизнис	negocis
отворен	oberta
отворен	oberts
отворен	open
отворен	obre
отворен	obert
долга	llarga
долга	llarg
долга	long
круг	circumferència
круг	cercle
круг	ronda
кула	torre
кула	tower
служи	serveix
точки	punts
точки	punts
точки	taques
култури	cultures
високи	sènior
проекти	projectes
дал	dahl
поени	punts
ерусалим	jerusalem
трет	tercera
трет	tercer
потреба	necessitat
езера	llacs
намалување	reducció
намалување	disminució
мрежи	xarxes
мрежи	xarxa
латински	llatí
внимание	atenció
моментално	momentàniament
моментално	actualment
словенија	eslovènia
база	base
избрана	seleccionat
избрана	seleccionats
западно	oest
љубов	amor
јасно	neteja
јасно	clars
јасно	clarament
мера	mesura
карло	carlo
содржина	contingut
содржина	continguts
мир	pau
продолжил	procedit
најдобро	millor
екипи	equips
израел	israel
создадена	creades
создадена	creats
создадена	creat
вообичаено	comunes
вообичаено	comú
вообичаено	comuns
вообичаено	habitual
вообичаено	usual
султанот	sultà
султанот	sultan
убиен	matat
топ	canó
топ	top
шкотска	scotland
шкотска	escòcia
просторот	espai
приказна	història
нато	otan
одлука	decisió
назначен	assignat
назначен	nomenats
замена	intercanvi
замена	substitució
странски	exteriors
закони	lleis
заеднички	conjunta
заеднички	mutual
заеднички	mútues
заеднички	mútua
