задняя	zadní
вкус	chuť
вкус	příchuť
ссылается	odkazuje
ссылается	dovolává
племя	kmen
дама	dáma
дама	lady
дама	paní
дама	dame
атлетика	atletika
трудящихся	pracovníky
трудящихся	pracovníci
трудящихся	dělníci
ставки	sázky
ставки	sázek
ставки	sázky
ставки	sázení
ставки	sazby
ставки	sázky
люблю	láska
люблю	miluj
люблю	lásky
подруга	přítelkyni
подруга	přítelkyně
подруга	kamarád
подруга	kamarádka
подруга	příteli
подруга	přítel
сицилии	sicílie
клиентов	zákaznice
клиентов	zákazník
клиентов	zákazníci
клиентов	zákazníkům
клиентов	zákazníků
клиентов	zákazníky
клиентов	klienti
клиентов	klienty
выпускник	absolvent
возникновение	vznik
остановка	zastavuje
остановка	zastavení
гвинея	guinea
реформа	reformu
реформа	reformovat
реформа	reforma
реформа	reformy
войти	přihlásit
войти	přihlášení
войти	vstoupit
войти	vstup
войти	zadejte
войти	vstupte
скрипки	housle
дева	panna
дева	panenské
дева	panic
дева	panna
дева	dívčí
травму	úraz
травму	trauma
висит	visí
висит	visící
висит	visí
полицейских	policisty
полицейских	policisté
конвенции	konvence
конвенции	sjezd
конвенции	úmluvy
конвенции	úmluva
конвенции	úmluvy
конвенции	úmluv
конвенции	konvence
местоположения	lokace
местоположения	lokality
обнаружить	objevit
обнаружить	objevovat
душа	sprchy
душа	sprcha
душа	duší
душа	duši
душа	soul
душа	duše
медведь	méďa
медведь	medvěd
медведь	medvědí
медведь	bear
чёрное	černá
чёрное	black
чёрное	černé
чёрное	černý
эхо	ozvěna
эхо	ozvěny
эхо	ozvěna
эхо	echo
кипра	kypru
кипра	kypr
быстрый	rychlé
быстрый	rychle
быстрый	rychlá
быстрый	rychlý
быстрый	rychlé
быстрый	rychle
быстрый	rychlá
быстрый	rychlý
кратеров	krátery
тан	tang
тан	tan
спектр	přízrak
спектр	strašidlo
спектр	spectre
спектр	spektra
спектр	spektrum
спектр	přízrak
спектр	strašidlo
курт	kurt
курт	kurta
курт	curt
ширину	šířka
ширину	šířku
представлений	podání
нации	národ
джин	jine
джин	jin
джин	jina
джин	gin
джин	džin
джин	jean
джин	jeane
джин	gene
джин	gen
продано	prodané
продано	prodán
продано	prodal
продано	prodáno
материнская	mateřská
материнская	mateřské
материнская	mateřský
мощный	mocná
мощный	mocný
мощный	mocní
кругах	kruhy
кругах	kroužky
записать	záznam
записать	nahrát
записать	zaznamenat
записать	deska
испанская	španělsky
испанская	španělština
испанская	španělská
испанская	španělské
комплексы	komplexy
разнообразные	rozmanité
разнообразные	různorodé
мол	male
мол	mal
мол	mol
моложе	mladší
моложе	mladších
интерпретации	výklady
льда	ledu
льда	led
льда	ice
северные	severní
сопровождении	doprovodil
зимний	zimní
зимний	zima
зимний	winter
институты	ústavů
институты	ústavy
институты	instituce
немецкое	německý
немецкое	německy
немецкое	německá
немецкое	němčina
немецкое	němec
немецкое	německé
норвежский	norské
норвежский	norský
командиров	velitelé
взяв	braní
вулкан	vulkán
вулкан	sopka
вулкан	vulkán
вулкан	vulkánské
дополнительная	dodatečná
дополнительная	dodatečné
дополнительная	doplňková
дополнительная	extra
десятилетий	desetiletí
десятилетий	dekády
выросла	rostla
гостиницы	hotelů
гостиницы	hotely
конкретный	specifické
конкретный	specifická
конкретный	konkrétní
конкретный	specifický
конкретный	betonu
конкретный	beton
конкретный	konkrétní
верить	věřit
купить	koupit
купить	zakoupit
купить	kup
верность	věrnost
верность	věrnosti
верность	věrnost
верность	oddanost
верность	loajalitu
верность	loajalita
поднять	zvedat
поднять	výtah
поднять	zvednout
поднять	zvýšit
плата	poplatek
плата	honorář
репутацию	reputaci
репутацию	reputace
репутацию	pověst
репутацию	pověsti
школьников	školáci
коммуникации	sdělení
коммуникации	komunikační
коммуникации	komunikace
костюм	kostýmy
костюм	kostým
костюм	oblek
избирательный	selektivní
маяк	majáku
маяк	maják
маяк	maják
норма	norma
норма	normu
норма	norma
отдельное	oddělené
отдельное	oddělit
отдельное	samostatné
воин	bojovnice
воин	bojovníka
воин	válečník
воин	bojovník
крус	cruz
отбора	výběr
бойцы	bojovníků
бойцы	bojovníci
бойцы	stíhačky
бойцы	bojovníků
бойцы	bojovníci
бойцы	bojovníky
лук	cibule
лук	cibule
лук	příď
лук	luk
ушел	pryč
прусской	pruský
бабушка	babičky
бабушка	babička
бабушка	bába
бабушка	babka
бабушка	babička
бабушка	babičky
бабушка	babička
фишер	fisher
фишер	fischer
симфония	symfonie
скажите	řekněme
скажите	řekněte
скажите	řekni
разрешено	povolené
разрешено	povolená
разрешено	povoleno
разрешено	povolené
разрешено	povolena
разрешено	povolen
разрешено	povoleno
разрешено	povolené
разрешено	povoleno
разрешено	přípustná
гражданские	občanský
гражданские	civilní
гражданские	občanská
гражданские	občanské
гражданские	občanskoprávní
гражданские	civilní
гражданские	civilista
гражданские	civilistů
гражданские	civilisté
гражданские	civilisty
марино	marino
александров	alexandrov
вызвали	povolal
вызвали	předvolán
яковлев	jakovlev
богдан	bogdan
проектирование	návrh
проектирование	design
проектирование	projektování
проектирование	konstrukce
проектирование	navrhování
проектирование	projektování
функционирования	fungování
функционирования	fungující
низкая	nízko
низкая	nízký
низкая	nízké
низкая	nízká
краснодар	krasnodar
завершено	dokončeno
завершено	ukončeno
завершено	dokončené
завершено	dokončen
завершено	dokončena
завершено	dokončeno
завершено	dokončené
завершено	skončil
завершено	hotovo
франс	frans
франс	francii
франс	francie
индейцы	indiáni
индейцы	indové
трио	trio
польшу	polsko
польшу	polskem
толщиной	hustý
толщиной	husté
толщиной	tlustý
толщиной	hustá
достоинство	důstojnosti
достоинство	důstojnost
верующих	věřící
верующих	věrná
верующих	věrní
верующих	věrné
верующих	věrný
пустыни	pouště
пустыни	poušti
пустыни	poušť
пустыни	pouštní
пустыни	pouště
оборона	obrany
оборона	obrana
оборона	obhajoba
оборона	obranu
оборона	obrana
оборона	obhajoba
оборона	obrany
оборона	obranný
оборона	obranná
оборона	obranné
аллен	allen
аллен	allena
технически	technicky
дяди	strýcové
христос	kristus
христос	kriste
героиня	hrdinka
снята	stažené
снята	odebráno
снята	staženo
снята	odňato
эрика	erika
эрика	erica
требовать	požadovat
требовать	vyžadují
требовать	vyžadovat
согласиться	souhlasím
согласиться	souhlasit
упомянуть	zmínka
упомянуть	zmínit
пещера	jeskyně
пещера	jeskyni
кабардино	kabardsko
снимаю	natáčení
гости	návštěvy
гости	návštěvníky
гости	návštěvníci
гости	hosty
гости	hosté
обнаружена	objevil
обнаружена	objeven
обнаружена	objevili
обнаружена	objevila
обнаружена	zjištěno
обнаружена	zjištěn
обнаружена	zjištěné
обнаружена	zjištěna
переворот	převrat
южные	jižní
афганистан	afghánistán
афганистан	afghánistánu
перри	perry
перри	perryho
обслуживание	služby
обслуживание	servis
обслуживание	služba
обслуживание	služby
обслуживание	servis
обслуживание	obsluha
религиозный	náboženský
религиозный	náboženská
религиозный	náboženské
сортов	odrůdy
выделение	výběr
вероятности	pravděpodobnost
вероятности	pravděpodobnosti
степанов	stepanov
банки	banks
банки	banky
банки	bankám
банки	bank
банки	konzervy
банки	plechovky
патриархата	patriarchát
используемый	použité
используемый	použito
используемый	používané
используемый	použitý
используемый	používaný
настоящие	skutečný
настоящие	skutečná
настоящие	skutečné
настоящие	opravdový
настоящие	reálné
настоящие	závazné
тяжёлый	těžká
тяжёлый	těžké
тяжёлый	těžký
сорок	čtyřicet
сорок	forty
ларри	larry
ларри	larryho
курган	kurgan
зам	zam
стояла	stál
временной	časová
запретить	zakázat
запретить	zákaz
запретить	zakázat
крыша	střecha
крыша	střecha
крыша	střechy
крыша	střechu
крыша	střešní
промышленный	průmyslový
промышленный	průmyslová
промышленный	průmyslové
продюсеры	výrobci
продюсеры	producenti
объяснение	vysvětlení
уэст	west
уэст	západ
уэст	západní
атмосферу	atmosféru
атмосферу	ovzduší
атмосферу	atmosféry
атмосферу	atmosféra
добавления	dodatky
добавления	doplnění
добавления	dodatky
прорыв	průlom
сложный	složité
сложный	komplexní
сложный	komplex
сложный	složitá
сложный	složité
сложный	komplikovaný
сложный	komplikovaná
сложный	složitý
сложный	komplikované
лат	lat
мастерство	mistrovství
мастерство	dovednost
мастерство	dovednosti
сущность	podstata
сущность	esence
дизель	diesel
дизель	nafta
приоритет	priorita
приоритет	prioritní
приоритет	přednost
приоритет	priority
кратко	stručně
кратко	krátce
кратко	stručné
кратко	stručná
кратко	stručný
боли	bolesti
боли	bolest
секс	pohlaví
секс	sexu
секс	sex
уолтер	walter
инцидент	incident
посредничества	zprostředkování
серый	šedé
серый	gray
серый	šedý
серый	šedivý
серый	šedá
серый	šedá
серый	grey
серый	šedé
серый	greyová
серый	šedý
серый	šedivý
филармонии	filharmonie
точность	precizní
точность	přesnost
точность	správnost
точность	přesnost
точность	přesnosti
просмотра	prohlížení
политбюро	politbyra
альянс	spojenectví
альянс	aliance
заявляет	prohlašuje
проза	prózu
упорно	tvrdohlavě
белки	protein
белки	proteiny
белки	bílkoviny
белки	bílkovin
белки	proteinů
белки	bílkovin
белки	proteiny
белки	bílkoviny
белки	veverky
мяса	maso
мяса	masa
управляет	spravuje
скандал	skandální
скандал	skandál
скандал	skandály
разницы	marže
разницы	rozpětí
свадьбы	svatby
свадьбы	svateb
свадьбы	svatba
свадьбы	svatbu
свадьбы	svatební
свадьбы	svatby
ранение	zranění
ранение	úraz
ранение	újma
ранение	poranění
ранение	zranění
ранение	rána
орловская	orelská
подразумевает	naznačil
подразумевает	implicitní
фсб	fsb
пенсильвания	pensylvánii
арбитра	rozhodce
цепь	okruh
цепь	obvod
цепь	okruhu
цепь	řetězu
цепь	řetízek
цепь	řetěz
цепь	řetězec
видна	viditelný
видна	viditelná
видна	viditelné
пруд	rybník
пруд	rybníku
звёздный	hvězdné
звёздный	hvězdný
звёздный	hvězdná
пятой	pátá
пятой	páté
пятой	pátý
волгоград	volgogradu
делегации	delegace
делегации	delegací
умершего	zesnulý
длиннее	déle
длиннее	delší
заменены	nahrazeno
заменены	nahrazen
заменены	nahrazen
заменены	nahrazeno
заменены	nahrazena
процессор	procesor
процессор	procesor
процессор	cpu
изредка	občas
изредка	příležitostně
эксперименты	experimentovat
эксперименты	experimenty
эксперименты	pokusy
эксперименты	experimenty
эксперименты	experimentování
монах	mnich
монах	mnich
гражданина	občan
гражданина	občana
флоренции	florence
флоренции	florencie
занят	obsazeno
занят	zaneprázdněn
занят	zaneprázdněný
баз	základny
баз	báze
баз	baz
добровольцев	dobrovolníků
добровольцев	dobrovolníky
добровольцев	dobrovolníci
добровольцев	dobrovolník
рождение	narození
рождение	zrození
рождение	narození
рождение	porod
отменить	zrušit
винтовки	pušky
самостоятельный	autonomní
доски	prkna
доски	tabule
доски	desky
доски	prkna
отступить	ústup
отступить	ustoupit
очевидна	zřejmý
очевидна	zjevné
очевидна	zřejmá
очевидна	zřejmé
вступление	úvod
существо	wesen
существо	stvoření
существо	tvor
открытая	otevřená
открытая	otevřít
открытая	otevřeno
знати	šlechtici
принесли	přinesla
принесли	přinesl
единство	unity
единство	jednoty
единство	jednotu
единство	jednota
восьмой	eight
восьмой	osm
восьмой	osmička
восьмой	osmá
восьмой	osmé
восьмой	osmý
столкновение	srážky
столкновение	kolize
столкновение	srážka
столкновение	clash
столкновение	střet
батарея	baterie
оценил	hodnocen
оценил	jmenovité
оценил	jmenovitý
оценил	ocenil
топливо	paliva
топливо	palivo
топливо	paliva
топливо	paliv
зенит	zenit
зенит	zenith
педагогических	pedagogické
кристаллическая	krystalický
рико	rico
снятие	výběry
снятие	zvedání
снятие	odstoupení
снятие	odejmutí
снятие	odebrání
снятие	stažení
прекращения	ukončení
купил	koupil
купил	koupil
купил	koupila
купил	koupili
срочно	naléhavé
срочно	urgentní
срочно	naléhavá
срочно	spěchá
срочно	naléhavě
похожие	podobné
похожие	podobná
похожие	podobný
похожие	obdobné
врачи	lékaře
врачи	lékaři
врачи	doktoři
врачи	doktorů
врачи	lékaři
глубину	hloubku
глубину	hloubka
глубину	hloubky
галактики	galaxie
галактики	galaxií
собирать	sbírat
собирать	shromažďovat
уникальный	jedinečný
уникальный	unikátní
уникальный	jedinečná
уникальный	jedinečné
павловна	pavlovna
массачусетс	massachusetts
мюллер	müller
мюллер	mueller
мюллер	muller
мостов	mosty
мостов	mostů
миллион	milion
миллион	milionů
миллион	miliony
миллион	milionu
экспериментов	experimenty
экспериментов	experimentování
комнаты	místnosti
комнаты	pokoje
ралли	rally
ралли	shromáždění
ралли	rallye
сократить	zkrátit
сократить	omezit
сократить	snížit
сократить	řez
сократить	střih
стрельба	střílet
стрельба	zastřelení
стрельба	střelba
стрельба	střílení
стрельба	střelba
раскопки	vykopávky
раскопки	vykopávky
корпорация	korporace
корпорация	corporation
австрийская	rakouský
австрийская	rakouské
вершина	apex
вершина	vrchol
перестал	zastavil
перестал	přestalo
перестал	zastaveno
перестал	přestal
стрелок	střelec
стрелок	pistolník
стрелок	střelec
региональный	oblastní
региональный	regionální
резиденция	sídlo
резиденция	bydliště
резиденция	rezidence
катание	bruslení
католицизм	katolictví
эпитет	epiteton
изготовление	výroba
изготовление	zpracovatelský
изготовление	výroba
изготовление	výrobní
изготовление	dělání
победителей	vítěze
победителей	vítězové
победителей	vítězů
пользователи	uživatele
пользователи	uživatelů
пользователи	uživatelé
борисов	borisov
землетрясения	zemětřesení
землетрясения	zemětřesení
колоний	kolonií
колоний	kolonie
христиане	křesťanské
христиане	christian
христиане	křesťanská
христиане	křesťan
христиане	křesťané
христиане	křesťany
рнк	rna
тыл	zadní
кипр	kypru
кипр	kypr
мифы	mýty
мифы	mýtů
судьбу	osud
судьбу	destiny
судьбу	osudu
судьбу	osud
глубины	hloubky
глубины	hloubku
глубины	hloubka
глубины	hloubky
ногу	noha
ногу	nohu
ногу	noha
ногу	etapa
ногу	nohu
ногу	noze
страх	strachu
страх	strach
страх	úžas
интересная	zajímavý
интересная	zajímavé
интересная	zajímavá
заседания	setkání
заседания	schůze
заседания	zasedání
заседания	schůzky
побеждает	vyhraje
побеждает	vítězí
побеждает	vyhrává
разработчик	vývojář
статуи	sochy
статуи	soch
активная	aktivně
активная	aktivní
активная	aktivních
медико	lékařsko
оперативной	operační
оперативной	operativní
оперативной	provozní
начальное	primární
растворяется	rozpouští
заметили	všiml
вмешательства	rušení
вмешательства	zasahování
вмешательства	vměšování
вмешательства	zásahy
вмешательства	intervence
вмешательства	zásah
вмешательства	intervenční
корона	korunu
корона	koruny
корона	crown
корона	koruna
корона	corona
политиков	politikům
политиков	politici
политиков	politiky
политиков	politiků
посла	velvyslanec
посла	velvyslankyně
регулярного	pravidelně
регулярного	pravidelné
регулярного	pravidelná
регулярного	pravidelný
нова	novy
нова	nova
разногласия	odlišnosti
разногласия	rozdíly
разногласия	neshody
разногласия	rozdílů
разногласия	nesouhlas
разногласия	neshody
разногласия	neshody
операторы	operátory
операторы	operátoři
операторы	provozovatelé
производственного	produktivní
эмигрировал	vystěhovali
риа	rio
риа	ria
традиционный	tradiční
генералов	generálové
фонтан	fontána
фонтан	fontány
авторство	autorství
ресторан	restaurace
присутствовали	zúčastnil
углы	rohy
углы	úhly
партизаны	partyzáni
отчет	nahlásit
отчет	zpráva
отчет	report
отчет	hlášení
отчет	nahlášení
экспорт	export
экспорт	vývoz
экспорт	export
экспорт	exportovat
экспорт	vývoz
экспорт	export
антония	antonia
целое	integer
целое	celý
целое	celou
целое	celá
целое	celé
фёдоровна	fjodorovna
вещь	věc
вещь	vec
учебников	učebnice
подтверждено	potvrzené
подтверждено	potvrzen
подтверждено	potvrzena
подтверждено	potvrzeno
лёгкий	lehké
шведская	švédský
шведская	švédská
шведская	švédské
товарищества	kamarádství
враг	nepříteli
враг	nepřítel
изменилось	změněna
изменилось	změněné
изменилось	změněno
богдана	bohdan
наследник	dědic
наследник	dědice
коммунистическая	komunista
коммунистическая	komunistická
коммунистическая	komunistické
широкая	široké
широкая	široký
широкая	široká
широкая	širokou
широкая	široká
широкая	široký
широкая	široké
мюзикл	muzikál
мюзикл	hudební
резерв	rezervy
резерв	rezervovat
резерв	rezervy
резерв	rezerva
репрессий	potlačení
репрессий	represe
репрессий	potlačování
репрессий	odveta
репрессий	odveta
прозвища	přezdívky
безуспешно	neúspěšně
поняли	pochopil
интересный	zajímavý
интересный	zajímavé
интересный	zajímavá
реальные	skutečný
реальные	skutečná
реальные	skutečné
реальные	opravdový
реальные	reálné
теннис	tenis
теннис	tenisové
ключи	klíče
ключи	klávesy
ключи	klíčky
лавры	vavříny
сделанные	vyrobil
сделанные	vyrobeny
сделанные	vyrobený
сделанные	udělal
сделанные	vyrobené
сделанные	vyrobeno
восприятия	vnímání
банды	gangy
татарский	tatar
духовное	duchovní
духовное	duševní
духовное	spirituální
славу	sláva
славу	slávy
славу	slávu
славу	sláva
славу	slávu
славу	glory
поляна	poljana
таиланд	thajsko
финансирование	financování
финансирование	financování
финансирование	financování
финансирование	finance
финансирование	financovat
младшая	nejmladší
младшая	mladší
младшая	mladších
глазго	glasgow
соперников	soupeři
соперников	rivalové
пакистан	pákistán
пакистан	pákistánu
робин	robin
робин	robyn
библиотек	knihovny
угроза	hrozba
угроза	ohrožení
угроза	hrozba
председатели	židle
председатели	křesla
председатели	předsedové
председатели	předsedové
председатели	prezidenti
председатели	prezidentů
председатели	předsedové
мозель	moselle
подростков	teenageři
подростков	teenageři
демо	demo
демо	dema
трагедия	tragický
трагедия	tragická
трагедия	tragické
трагедия	tragédie
трагедия	tragédie
заседание	relace
заседание	sezení
заседание	zasedání
заседание	setkání
заседание	schůzka
заседание	schůze
заседание	zasedání
заседание	porada
ушла	pryč
теоретик	teoretik
луки	luky
луки	luca
луки	luka
луки	luky
таиланда	thajsko
таиланда	thajské
советники	poradců
советники	poradci
советники	poradci
троллейбус	trolejbusu
отправили	odesláno
отправили	odeslány
отправили	odesláno
отправили	poslal
отправили	posláno
аэропорты	letiště
гитлер	hitlera
гитлер	hitler
связанный	propojené
оплаты	výplata
оплаты	platbu
оплаты	platby
оплаты	platba
организмов	organismů
организмов	organismy
присоединиться	připojit
хьюстон	houston
хьюстон	houstonu
счастье	spokojenost
счастье	štěstí
загрузки	stahování
загрузки	stažení
холл	hala
холл	haly
холл	halle
холл	hall
холл	sál
культ	kult
культ	sekta
домашнее	domácí
лесных	lesní
лесных	les
лесных	lesy
лесных	lesa
никитин	nikitin
поколений	generace
македония	makedonie
кондратьев	kondratěv
утверждено	schváleno
утверждено	schválené
утверждено	schválen
утверждено	schválená
утверждено	schválený
утверждено	schválena
волос	vlasy
волос	vlasů
волос	srst
волос	chlupy
создатели	tvůrců
создатели	tvůrci
покрытия	krýt
покрытия	obal
покрытия	krytí
покрытия	pokrytí
покрытия	povlaky
ферма	farma
ферма	statek
ферма	farmě
произносится	vyslovuje
произносится	výrazné
грозный	grozném
условие	stav
условие	podmínkou
условие	podmínka
объединять	kombinovat
