que	to
empreses	kompanije
empreses	firme
troba	pronađite
troba	naći
troba	nađi
troba	pronađi
grup	grupa
contra	protiv
admin	admin
admin	administrator
admin	administratora
properes	nadolazeći
properes	predstojeće
properes	nadolazeće
famílies	obitelji
famílies	obiteljima
famílies	porodice
frança	francuska
frança	france
fills	deca
fills	djeca
rei	kralju
rei	kralj
rei	king
francès	francuski
francès	francuzi
mentre	dok
nombre	broj
tots	sve
tots	svi
edició	uređivanje
edició	objavljivanje
isbn	isbn
renda	najam
renda	stanarinu
renda	iznajmljivanje
quatre	četiri
partit	tulum
partit	zabava
partit	stranka
partit	party
alguns	neke
alguns	neki
aquests	ovi
aquests	ove
fill	sinko
fill	sine
fill	sin
nou	novo
nou	nova
nou	novi
març	ožujka
març	ožujak
març	marš
setembre	rujna
setembre	rujan
principal	main
principal	glavni
principal	glavno
principal	glavna
menys	manje
color	boje
color	boja
color	boje
color	boja
món	world
món	svijeta
món	svijet
octubre	listopada
octubre	listopad
octubre	oktobar
empresa	društvo
empresa	drustvo
empresa	tvrtka
empresa	kompanija
abans	prije
edat	dob
edat	godine
edat	dobi
edat	godište
web	web
jpg	jpg
dins	iznutra
dins	unutra
església	crkva
maig	svibanj
maig	may
maig	svibnja
terme	terme
casa	kuca
casa	house
casa	kuća
història	priča
història	prica
història	povijest
història	istorija
país	zemlja
país	država
país	domovina
segona	drugi
segona	drugo
segona	druga
joan	ivan
joan	john
joan	joan
final	završetak
final	kraj
govern	vlada
govern	vlade
est	istočna
est	istočno
est	istok
vida	life
vida	zivot
vida	život
poder	moc
poder	moć
poder	snaga
poder	napajanje
totes	sve
totes	svi
gener	siječanj
gener	siječnja
tipus	vrsta
tipus	tip
habitatge	stanovanje
juny	lipanj
juny	june
juny	lipnja
diferents	drukčije
diferents	drugačiji
diferents	drugačija
diferents	drugačije
parelles	parovi
parelles	parove
parelles	parova
parelles	pari
parelles	parova
diversos	nekoliko
català	katalonski
fitxa	list
insee	insee
títol	naslov
títol	naziv
oest	west
oest	zapad
oest	zapadno
desembre	prosinac
desembre	prosinca
desembre	prosincu
què	što
què	sta
què	šta
san	san
nacional	nacionalni
nacional	nacionalna
nacional	nacional
abril	april
abril	travanj
abril	travnja
major	major
major	bojnik
agost	kolovoz
agost	kolovoza
agost	august
poble	selu
poble	selo
centre	centar
centre	centar
centre	središte
centre	sredina
perquè	jer
aquestes	ovi
aquestes	ove
riu	rijeke
riu	river
riu	rijeci
riu	rijeka
disc	diska
disc	medij
disc	disk
mostra	uzorak
mostra	uzorci
mostra	pokaži
mostra	prikaži
mostra	show
novembre	studenog
novembre	studeni
obres	radovi
obres	radi
millor	najbolji
millor	najbolje
millor	najbolja
espanya	španjolska
espanya	španjolskoj
espanya	španjolske
sistema	sistem
sistema	sustav
juliol	srpnja
juliol	juli
juliol	srpanj
juliol	jula
diverses	nekoliko
total	ukupno
universitat	fakultet
universitat	sveučilište
dia	dan
dia	dana
mitjà	medij
mitjà	srednje
mitjà	srednji
mitjà	srednja
data	spoj
data	datum
world	world
world	svijeta
world	svijet
departament	odjel
construcció	radovi
construcció	izgradnja
construcció	konstrukcija
construcció	gradnja
construcció	izgradnju
vol	leta
vol	letu
vol	let
premi	nagrada
premi	nagrada
exemple	primjer
febrer	veljače
escola	skola
escola	školski
escola	školska
escola	škola
cinc	pet
espècie	vrsta
espècie	vrste
principals	main
principals	glavni
principals	glavno
principals	glavna
madrid	madrid
madrid	madrida
madrid	madridu
font	izvor
zona	zona
zona	zone
los	los
banda	band
banda	sastav
banda	bend
central	središnje
central	centralno
central	central
central	središnja
central	središnji
província	pokrajina
província	pokrajine
província	pokrajini
província	provincija
oficial	policajac
oficial	službenik
oficial	časnik
superfície	površine
superfície	površina
maria	marija
maria	maria
molts	mnoge
molts	mnogi
equip	ekipa
equip	momčad
equip	reprezentacija
equip	tim
amèrica	americi
amèrica	amerika
amèrica	america
amèrica	ameriku
ara	ara
ara	sada
ara	sad
qui	tko
qui	ko
qui	koji
qui	koja
dir	dir
punt	punt
punt	točka
iii	iii
algunes	neke
algunes	neki
regne	kraljevina
regne	kraljevstvo
john	ivan
john	john
actualment	trenutačno
actualment	trenutno
cas	case
cas	slučaj
cas	slucaj
unitats	jedinice
causa	uzrok
activitats	aktivnosti
president	predsjednik
president	predsjednica
article	članak
exèrcit	vojska
exèrcit	armija
música	muzika
música	glazba
aigua	vode
aigua	voda
increment	povećanje
llavors	onda
llavors	sjemenke
llavors	sjeme
conegut	znan
conegut	poznat
conegut	poznata
conegut	poznato
conegut	poznati
conegut	poznanik
conegut	poznanstvo
terra	zemlja
gray	sivo
gray	siva
gray	gray
gray	sivi
saint	sveti
saint	svetac
saint	saint
època	epoha
barra	šank
sèrie	serije
sèrie	serija
art	art
art	umjetnost
club	klub
club	club
càrrec	naboj
càrrec	naplatiti
etapa	pozornica
etapa	faza
etapa	pozornici
rgb	rgb
república	republike
república	republika
parís	paris
parís	pariz
parís	pariza
ordre	naredba
ordre	narudžba
ordre	poredak
ordre	naruči
donar	daj
cosa	stvar
ell	mu
ell	njega
ell	njemu
ell	ga
llista	lista
llista	popis
cet	sev
important	važno
important	bitno
segon	drugi
segon	drugo
segon	druga
europa	europe
europa	evropa
europa	europa
cal	cal
servei	usluge
servei	usluga
gridcolor	gridcolor
serveis	usluge
morir	umri
alemanya	njemačka
alemanya	njemačkoj
piràmide	piramide
piràmide	piramida
piràmide	piramidu
lightgrey	lightgrey
darkgrey	darkgrey
sfondo	sfondo
antic	stara
antic	staro
antic	stari
antic	antić
plaça	trgu
plaça	trg
plaça	kvadrat
plaça	plazi
plaça	plaza
plaça	plaze
comtat	županije
comtat	okrugu
comtat	okrug
comtat	županija
comtat	kotar
pare	otac
pare	oce
pare	roditelj
pare	roditeljski
informació	informacija
informació	podaci
informació	informacije
mar	morem
mar	moru
mar	more
actual	trenutni
actual	trenutna
actual	struja
serie	serie
castell	castle
castell	dvorac
castell	zamak
york	york
països	države
països	zemljama
països	zemlje
moment	trenutak
moment	moment
anglès	englezi
anglès	engleski
anglès	english
tal	tal
illa	ostrvo
illa	island
illa	otok
període	razdoblje
període	period
territori	teritoriji
territori	teritorij
territori	teritorija
londres	london
internacional	international
internacional	međunarodna
internacional	međunarodni
premis	nagrade
premis	nagrade
josep	josep
josep	josipe
josep	joseph
josep	josipa
josep	josip
center	centar
museu	muzej
edats	vijeku
districte	okrugu
districte	okrug
pàgina	stranicu
pàgina	stranica
pàgina	stranice
dies	dane
dies	danima
dies	dana
dies	dani
havien	imao
havien	imali
havien	imala
camp	polje
camp	logor
camp	kamp
camp	camp
llengua	jezik
base	baza
base	osnova
llarg	duga
llarg	long
llarg	dugo
capital	kapitala
capital	kapital
alt	visoko
alt	visok
alt	visoka
alt	alt
diagrama	dijagram
diagrama	grafikon
diagrama	karton
edifici	grade
edifici	zgrada
edifici	zgradi
línia	linija
línia	redak
política	polica
política	politika
política	politika
política	politike
metres	metara
finalment	konačno
finalment	konacno
finalment	napokon
francisco	francisco
francisco	francisca
costat	strana
planta	biljke
planta	biljka
gènere	žanr
gènere	spol
mateixa	isti
mateixa	ista
mateixa	isto
vegades	vremena
vegades	puta
majoria	većinski
majoria	većina
natural	prirodna
natural	prirodni
natural	prirodne
natural	prirodno
unió	unija
unió	union
unió	unije
unió	sindikat
tard	kasni
tard	kasno
aconseguir	dobiti
aconseguir	get
veure	vidi
director	direktor
director	redatelj
director	direktore
director	ravnatelj
director	ravnatelju
força	snagu
força	snaga
força	snage
força	silom
força	prisili
força	sile
força	sila
codi	kôd
codi	šifra
codi	kod
distribució	distribucija
origen	porijeklo
origen	podrijetlo
persona	osobi
persona	osoba
persona	osobe
cos	body
cos	telo
cos	tijelo
primers	prvo
primers	prvi
espècies	vrsta
espècies	vrste
william	william
cases	kuće
batalla	bitku
batalla	boj
batalla	bitka
sol	sunca
sol	sunce
suport	podrška
suport	podršku
suport	potpora
classificació	klasifikacija
itàlia	italija
fiscals	tužitelji
comarca	shire
pere	petre
pere	peter
pere	petra
pere	petar
top	top
top	vrh
califòrnia	california
califòrnia	kalifornija
califòrnia	kaliforniji
cop	pandur
cop	policajac
fitxer	datoteka
peix	riba
peix	ribica
peix	ribe
peix	ribice
militar	vojno
militar	vojska
militar	vojni
costa	costa
costa	kosta
popular	popularni
popular	popularna
popular	popularan
popular	popularne
popular	popularno
temporada	sezone
temporada	sezona
treball	job
treball	posao
treball	radna
treball	radni
treball	rad
treball	posao
treball	radno
vila	vila
mare	majko
mare	majka
estudis	studij
estudis	studija
estudis	studije
eleccions	izbore
eleccions	izbori
articles	članke
articles	članci
discussió	rasprava
discussió	rasprave
discussió	raspravu
discussió	diskusija
polític	političar
polític	političara
conjunt	postavi
conjunt	set
conjunt	komplet
posteriorment	naknadno
llibre	knjiga
roma	rim
estil	stil
estil	style
estil	stila
imperi	empire
imperi	carstva
imperi	carstvo
imperi	imperija
divisió	odsjek
divisió	odjel
divisió	podjela
divisió	divizija
membre	članica
membre	clan
membre	član
sempre	uvek
sempre	uvijek
porta	vrata
porta	porta
teatre	teatar
teatre	kazalište
teatre	teatar
teatre	kazalište
membres	članove
membres	članice
membres	članovi
membres	članova
ells	ih
ells	im
ells	njih
moltes	mnoge
moltes	mnogi
acord	sporazum
acord	dogovor
jocs	utakmice
jocs	igre
jocs	igrice
rebre	primi
rebre	primite
rebre	primanje
rebre	primamo
illes	otočje
illes	otoci
illes	otoke
illes	otoka
illes	isles
avui	danas
http	http
alta	visoko
alta	visok
alta	visoka
alta	alta
posició	položaj
posició	pozicija
format	oblik
format	format
espanyol	španjolci
espanyol	španjolski
sovint	cesto
sovint	često
comte	računati
comte	grof
comte	broji
jersey	dres
jersey	jersey
canvi	promjena
canvi	promijeni
opció	opcija
opció	mogućnost
germà	brate
germà	brat
comunes	zajednički
comunes	zajedničko
comunes	zajednička
material	materijal
superior	nadređeni
pas	korak
nivell	razina
nivell	nivo
nivell	level
valència	valenciji
crear	stvori
crear	stvoriti
consell	vijeće
consell	vijeća
consell	nagovještaj
creu	križ
creu	cross
creu	krst
creu	kros
ben	ben
futbol	fudbal
futbol	football
futbol	nogomet
antiga	bivši
interior	unutrašnjost
interior	unutarnjih
josé	jose
josé	josé
finals	finale
finals	završetke
paper	papira
paper	papir
entorn	okruženju
entorn	okoliš
entorn	okolina
entorn	okruženje
únic	jedinstvena
únic	jedinstveni
únic	jedinstveno
únic	jedinstven
institut	zavod
institut	institut
àfrica	afrike
àfrica	afrika
cultura	kulture
cultura	kultura
baix	niski
baix	niska
baix	nisko
baix	nizak
mitjançant	kroz
espai	prostora
espai	prostor
espai	svemir
espai	space
equips	timovi
equips	ekipe
equips	momčadi
pau	mir
pau	pau
qualsevol	bilo
civil	građanski
civil	civilno
civil	civilna
civil	civil
civil	civilno
civil	civilni
civil	civila
torre	tower
torre	kula
torre	toranj
comerç	trgovina
carrer	street
carrer	ulica
carrer	ulicu
etc	itd
direcció	smjer
direcció	pravac
direcció	smjeru
nens	djeco
nens	deca
nens	djeca
nens	deca
nens	djeca
elements	predmeti
elements	stavke
elements	elementi
mapa	karta
mapa	mapa
mapa	kartu
mapa	mapu
especialment	posebno
especialment	naročito
especialment	pogotovo
procés	postupak
procés	proces
versió	inačica
versió	verzija
dret	desno
dret	pravo
occidental	occidental
municipal	općinske
vall	dolini
vall	valley
vall	dolinu
vall	dolina
vall	doline
local	lokalni
local	lokalno
guanyar	pobjeda
ibn	ibn
desenvolupament	razvoj
vertical	okomito
vertical	uspravno
vertical	vertikalni
set	sedam
set	sedmica
set	žedan
grups	grupe
campionat	prvenstvo
diu	diu
pla	plan
pla	plana
classificades	povjerljivo
original	izvorno
original	originalno
original	original
original	izvorna
original	izvorni
déu	bože
déu	bog
projecte	projekt
projecte	projekat
vers	stih
situació	situacija
situació	situacije
carrera	karijeri
carrera	karijeru
carrera	karijera
carrera	carrera
alemany	njemački
alemany	nijemac
alemany	njemacki
oriental	orijentalni
filla	kći
filla	kćeri
filla	kćer
societat	društvo
societat	drustvo
sis	šest
forces	sile
bisbe	biskupe
bisbe	lovac
bisbe	biskup
bisbe	bishop
real	real
real	pravi
èxit	uspjeh
social	društveni
social	društveno
social	društvena
social	socijalne
social	socijalna
relació	veza
relació	odnos
carles	charles
carles	karlo
dona	zena
dona	ženo
dona	žena
dona	zeno
punts	tačke
punts	točke
punts	točkice
punts	tačke
punts	bodova
punts	točke
punts	bodovi
densitat	gustoća
clubs	klubovi
clubs	klubova
clubs	palice
clubs	klubove
imatge	sliku
imatge	slika
producció	proizvodnja
producció	produkcija
pedra	stone
pedra	kamen
pedra	kamena
tracta	poslastica
tracta	liječiti
tracta	tretirati
cultural	kulturno
cultural	kulturne
cultural	kulturni
cultural	kulturna
home	covjek
home	čovjek
home	čovek
administració	administracija
administració	uprave
resultats	rezultati
malgrat	unatoč
resum	sažetak
california	california
california	kalifornija
california	kaliforniji
gràcies	hvala
econòmiques	ekonomska
econòmiques	ekonomski
econòmiques	gospodarski
econòmiques	gospodarska
econòmiques	gospodarske
automòbils	automobili
automòbils	auti
escut	štit
autor	autor
cantó	kantona
productes	proizvode
productes	proizvodi
estructura	struktura
lliga	ligu
lliga	liga
lliga	league
ciutats	gradove
ciutats	gradova
ciutats	gradovi
gairebé	skoro
gairebé	gotovo
categoria	kategorije
categoria	kategorija
partits	podudaranja
partits	odgovara
partits	šibice
estudi	studij
estudi	prouči
estudi	studija
estudi	studija
estudi	studio
muntanya	planine
muntanya	planinu
muntanya	planina
estudiant	učim
estudiant	studiranje
estudiant	uči
estudiant	učenje
estudiant	učiti
estudiant	učenik
estudiant	studentica
estudiant	student
sobretot	posebno
sobretot	naročito
sobretot	pogotovo
longitud	duljina
longitud	dužina
longitud	dužine
academy	akademija
academy	akademiji
reparació	popravke
reparació	popravka
reparació	popravak
serra	serra
propietaris	vlasnici
comunitat	zajednica
comunitat	zajednice
lluís	lluís
lluís	louis
lluís	louise
lluís	luis
posar	jahao
fons	fons
fons	pozadina
fons	dno
milions	milijun
milions	milijuni
revista	magazin
revista	časopis
familiars	rodbina
familiars	rodbini
familiars	rođaci
jove	mladi
jove	mlad
jove	mlada
jove	mlade
jove	mlado
bottom	dno
palau	palau
detall	detalj
elaboració	priprema
elaboració	pripreme
sur	sur
sexe	seks
sexe	seksa
sexe	sex
camí	put
camí	staza
camí	putanja
emperador	car
emperador	care
estadístiques	statistika
estadístiques	statistike
campió	šampion
campió	prvak
control	nadzor
control	kontrola
copa	copa
principalment	uglavnom
llei	zakon
interès	kamate
interès	kamata
interès	zanimanje
interès	interes
participar	sudjelovati
gràfic	grafikon
gràfic	karton
anual	godišnje
anual	godišnja
anual	godišnji
fan	ventilator
fan	obožavatelj
fan	navijač
fan	fan
defensa	obrana
defensa	odbrana
defensa	obrana
defensa	odbrana
llocs	mesta
llocs	mjesta
mai	mai
mai	nikada
mai	nikad
ministre	ministar
ministre	ministre
ministre	ministrica
alçada	visine
alçada	visina
gràfica	grafikon
gràfica	graf
funció	funkcija
funció	funkcije
funció	funkciju
dècada	desetljeća
dècada	desetljeće
activitat	aktivnosti
activitat	aktivnost
presenta	poklone
presenta	pokloni
presenta	darovi
presenta	darova
anterior	prethodni
anterior	prethodna
tour	tour
tour	turneja
tour	tura
tour	obilazak
ella	ona
ella	joj
ella	nju
mèxic	meksiko
mèxic	meksiku
mèxic	mexico
públic	publike
públic	publika
públic	javni
públic	javnost
públic	javna
públic	javno
programa	program
façana	fasade
façana	fasada
can	može
can	mogu
can	moze
jaume	james
jaume	jaume
següents	praćenje
següents	pratim
francesc	francesc
cinema	kino
juan	juan
petita	maleno
petita	male
petita	mali
tropes	vojnici
tropes	trupe
construir	grade
construir	izgradi
construir	izgraditi
construir	graditi
eschmeyer	eschmeyer
fundació	zaklada
fundació	osnova
fundació	fondacija
fundació	temelji
fundació	temelj
esquerra	lijevo
esquerra	lijeva
patrimoni	nasljeđe
patrimoni	baštine
referència	reference
inici	pocetak
inici	početak
zones	područja
realitzar	izvesti
hall	hall
hall	dvorana
hall	hodnik
àrea	područje
àrea	oblast
imagesize	imagesize
medalla	medalju
medalla	medalja
medalla	orden
timeaxis	timeaxis
aproximadament	otprilike
aproximadament	približno
plotarea	plotarea
scalemajor	scalemajor
dateformat	dateformat
massa	masu
massa	mise
massa	misa
massa	masa
massa	misu
alignbars	alignbars
pos	pos
veu	glas
veu	glasa
veu	glasom
pobresa	siromaštvo
pobresa	siromaštva
brasil	brazil
brasil	brazila
scaleminor	scaleminor
formació	trening
formació	obuka
formació	treniranje
backgroundcolors	backgroundcolors
organització	organizacije
organització	organizacija
resultat	rezultat
anglaterra	engleske
anglaterra	englesku
anglaterra	engleska
possible	moguć
possible	mogući
possible	moguce
possible	moguće
duc	duke
duc	vojvoda
mesos	meseci
mesos	mjeseci
mesos	mjesecima
terres	sleti
evolucionat	evoluirao
evolucionat	evoluirali
professor	profesore
musical	glazbeni
musical	mjuzikl
ingressos	prihod
ingressos	prihodi
ingressos	primanja
ingressos	dohodak
joc	igra
mas	mas
robert	robert
robert	roberte
llengües	jezike
llengües	jezicima
llengües	jezici
transport	prevoz
transport	prijevoz
transport	transport
transport	transporter
transport	prevoz
transport	prijevoz
transport	transport
jean	jean
jean	žan
creació	kreiranje
creació	kreacija
creació	stvaranje
grec	grk
grec	grčki
caps	glave
caps	glava
príncep	prince
príncep	kraljević
príncep	princ
particulars	pojedinci
model	manekenka
model	model
model	maneken
tercer	treći
tercer	treća
tercer	treće
jugador	igrač
jugador	player
municipis	općine
llindar	prag
sons	zvuci
sons	zvuči
sons	zvukovi
pàrquing	parkiranje
pàrquing	parking
victòria	pobjeda
victòria	pobeda
victòria	pobjede
victòria	viktorija
victòria	victoria
restauració	obnavljanje
restauració	obnova
restauració	obnovu
antoni	antoni
principis	principa
principis	načela
principis	principe
principis	principi
fent	izrada
fent	pravljenje
rússia	rusija
llogaters	stanari
tractat	sporazum
david	david
escriptor	spisateljica
escriptor	pisac
jordi	jordi
naixement	rođenja
naixement	rođenje
viquipèdia	wikipedia
estiu	ljeto
estiu	ljeta
nelson	nelson
press	press
press	pritisnite
press	pritisni
press	novinari
índia	indija
índia	indije
índia	indiji
orde	narudžba
orde	poredak
orde	naruči
parts	djelovi
parts	dijelovi
parts	zabave
parts	stranke
manuel	manuel
probablement	vjerojatno
italià	talijanska
italià	talijan
italià	talijanski
antonio	antonio
capita	stanovniku
catalans	katalonci
mestre	majstor
mestre	učitelju
xina	kine
xina	kinu
xina	kini
xina	kina
tanmateix	međutim
plantes	bilje
plantes	biljke
fabricació	proizvodnja
permet	dozvoli
permet	dopusti
permet	dopustite
explotacions	farmama
explotacions	farme
romà	rimski
romà	roman
romà	romane
romà	rimsko
número	broj
ruta	ruta
ruta	rutu
entrada	unos
entrada	ulazak
entrada	ulaz
caràcter	lik
caràcter	karakter
aturades	paros
companyia	društvo
companyia	drustvo
companyia	tvrtka
companyia	kompanija
eds	eds
deu	desetka
deu	deset
reis	kraljevi
reis	kraljeva
port	port
port	luka
restes	ostaci
restes	ostaje
conca	conca
conca	basin
parc	parka
parc	park
festival	festival
festival	festivala
arts	umjetnosti
ramon	ramon
gratuït	slobodna
gratuït	slobodni
gratuït	slobodan
gratuït	besplatno
gratuït	free
mitjans	media
mitjans	mediji
mitjans	medijski
drets	prava
llibres	knjige
inclou	uključuje
governador	guverneru
governador	guverner
compositor	skladatelj
tercera	treći
tercera	treća
tercera	treće
capella	capella
capella	kapelu
capella	kapeli
capella	kapela
bona	dobro
bona	dobar
personatges	znakova
personatges	likovi
personatges	znakovi
teoria	teorija
comunicació	komunikacije
comunicació	komunikacija
llum	svjetlo
llum	svijetlo
llum	svjetlost
blanc	bijeli
blanc	bijela
blanc	bijelo
aragó	aragona
massachusetts	massachusettsu
massachusetts	massachusetts
meitat	polovina
meitat	polovica
meitat	pola
kitt	kitt
lliure	slobodna
lliure	slobodni
lliure	slobodan
lliure	besplatno
lliure	free
mans	mans
aleshores	onda
pobles	narodi
presència	prisustvo
presència	nazočnost
presència	prisutnost
televisió	televizija
últim	zadnji
últim	posljednje
últim	zadnje
últim	posljednja
últim	posljednji
tema	tema
tema	tema
humans	ljudski
estació	stanica
estació	postaja
associació	asocijacije
associació	udruženje
associació	udruga
pintor	slikar
pintor	slikara
menor	manja
japó	japan
problemes	probleme
problemes	problema
problemes	problemi
objectiu	gol
objectiu	cilj
marc	marc
marc	okvir
xviii	xviii
xviii	eighteenth
national	nacionalni
national	nacionalna
acció	akcija
ocupació	okupacije
ocupació	zanimanje
mascles	mužjaci
casos	slučajevi
casos	slučajeva
fonts	izvori
fonts	izvore
noves	novo
noves	nova
noves	novi
pont	most
pont	bridge
imatges	slike
principi	princip
principi	načelo
principi	načela
principi	principi
dreta	desno
dreta	pravo
velocitat	brzina
valor	vrijednost
valor	vrijednosti
qualitat	kvalitet
qualitat	kvalitetno
qualitat	kvaliteta
professional	profesionalni
professional	profesionalno
professional	profesionalac
professional	profesionalna
referències	preporuke
referències	reference
temple	hram
temple	temple
vista	prikaži
vista	pogled
vista	prikaz
museum	muzej
aquí	evo
aquí	ovdje
energia	energija
energia	energije
arc	arc
arc	luk
classe	razred
classe	klase
classe	klasa
dinastia	dinastija
wheeler	wheeler
front	prednja
macdonald	macdonald
prova	test
prova	ispit
prova	probaj
prova	pokušaj
prova	pokušajte
barri	susjedstvu
barri	susjedstvo
barri	kvart
segles	stoljeća
recent	nedavne
recent	nedavna
recent	nedavno
recent	nedavni
monestir	manastir
monestir	samostan
animals	životinje
via	via
via	putem
wiley	wiley
parlament	parlament
parlament	sabor
educació	obrazovanje
educació	edukacije
educació	školovanje
característiques	značajke
característiques	karakteristike
actor	glumac
actor	glumca
influència	utjecaj
influència	uticaj
castella	kastilje
viure	uživo
viure	live
accés	pristup
accés	pristupi
conté	sadrži
gent	ljudi
especial	specijalno
especial	posebno
especial	posebni
especial	poseban
especial	posebna
xarxa	mreže
xarxa	mreža
prentice	prentice
nucli	core
nucli	jezgro
nucli	jezgra
nucli	nucleus
nucli	kernel
decidir	odluči
decidir	odlučite
mesura	mjerenje
mesura	mjerenja
mesura	mjera
mesura	mjeri
mesura	mjere
sala	soba
sala	prostorija
literatura	književnosti
literatura	literature
literatura	književnost
clima	klima
clima	klime
comença	pocetak
comença	početak
selecció	odabir
congrés	kongres
congrés	kongresu
congrés	sabor
papa	papu
papa	pape
papa	papa
papa	pope
sentit	osjetilo
von	von
personal	osoblje
fotografia	fotografija
castellà	španjolci
castellà	španjolski
dirigida	režirao
dirigida	usmjerena
dirigida	usmjereno
khan	khan
khan	kan
domini	domena
corona	corona
aviat	uskoro
fort	snažno
fort	jaki
fort	jak
fort	jaka
canal	kanal
canal	kanal
canal	channel
honor	cast
honor	čast
honor	časti
quantitat	količina
quantitat	iznos
quantitat	količina
nascut	rođeni
nascut	rođen
nascut	rođena
girona	girona
secció	odjeljak
secció	sekcija
enric	enric
enric	henrik
enric	henry
life	life
life	zivot
life	život
acadèmia	akademija
acadèmia	akademiji
cançó	pjesma
cançó	pesma
capacitat	kapacitet
mallorca	mallorce
mallorca	mallorci
normalment	obično
generalment	općenito
generalment	generalno
catedral	katedrala
der	der
cor	srce
ocupar	zauzimaju
noms	imena
sistemes	sustavi
sistemes	sistemi
disseny	dizajn
pintura	slikarstvo
pintura	slikanje
svg	svg
coll	vrat
senyor	gospodine
senyor	gospode
hectàrees	hektara
biblioteca	knjižnica
biblioteca	biblioteka
territoris	teritorije
territoris	teritorija
esdevenir	postati
rus	ruska
rus	rus
rus	ruski
rus	rusko
genera	generirati
formes	oblici
formes	forme
formes	oblici
formes	oblike
campanya	kampanje
campanya	kampanja
alcalde	gradonačelnik
mes	mesec
mes	mjesec
recerca	istraživanje
recerca	istraživanja
successor	nasljednik
successor	nasljednika
carretera	put
carretera	ceste
carretera	cestom
carretera	road
carretera	cesta
blackwell	blackwell
relacions	veze
relacions	odnosi
relacions	odnose
relacions	odnosi
fusta	drvena
fusta	drva
fusta	wood
fusta	drvo
llatí	latinski
malden	malden
potser	možda
britànic	britanski
britànic	britanska
britànic	britanci
britànic	britanac
negre	crna
negre	crni
negre	crnac
negre	crne
negre	crno
publicat	objavljen
publicat	objavljeno
publicat	objavljeni
publicat	objavljeno
publicat	postavio
xvi	xvi
collette	collette
importància	važnost
importància	važnosti
importància	značaj
paul	pavao
paul	pavle
paul	paul
aigües	waters
independència	nezavisnost
independència	neovisnost
independència	neovisnosti
lleó	lav
lleó	lava
respecte	respekt
respecte	poštovanje
palomar	palomar
propi	vlastiti
propi	posjedovati
industrials	industrijski
industrials	industrijska
industrials	industrijalaca
etapes	faze
personatge	lik
personatge	karakter
aire	zrak
aire	zraka
aire	air
considerat	smatra
editorial	izdavača
editorial	izdavač
editorial	urednički
petites	maleno
petites	male
petites	mali
fos	otopio
unitat	jedinica
american	američki
american	american
american	amerikanac
american	američka
atac	napadni
atac	napad
extrem	ekstremna
extrem	ekstremni
extrem	ekstremno
plana	stan
plana	ravna
plana	ravan
plana	ravni
diari	novine
diari	journal
diari	dnevnik
diari	dnevnik
figura	figura
peces	tragove
peces	tragovi
peces	figure
peces	komada
peces	komadići
peces	dijelovi
peces	komadi
tècnica	tehnika
diferència	razlika
lluita	hrvanje
lluita	borba
orquestra	orkestar
òpera	opera
òpera	operi
òpera	opere
àrab	arapski
volum	količina
volum	volumen
reina	queen
reina	matica
reina	kraljice
reina	kraljica
argentina	argentini
argentina	argentine
argentina	argentinski
peixos	riba
peixos	ribica
peixos	ribe
peixos	ribice
àlbum	album
comercial	komercijalne
comercial	komercijalni
comercial	reklama
exposició	izložba
exposició	izlaganja
exposició	izloženosti
exposició	izloženost
exposició	izlaganje
bandera	zastava
