žagatas	sroki
dzīvība	dożywocie
dzīvība	życie
celulozes	celuloza
celulozes	celulozy
atm	atm
atm	bankomat
smaga	heavy
smaga	ciężkie
smaga	ciężki
smaga	ciężka
smaga	poważna
smaga	poważne
luksemburga	luksemburgu
luksemburga	luksemburg
luksemburga	luksemburga
zīmogs	znaczek
zīmogs	pieczęć
zīmogs	pieczęć
atdalīts	rozdzielone
atdalīts	oddzielone
andra	andra
plaknes	samolotem
plaknes	samolot
plaknes	płaszczyzna
plaknes	samolotów
plaknes	płaszczyzny
plaknes	samoloty
tradicionālā	tradycyjnie
tradicionālā	tradycyjne
tradicionālā	tradycyjna
tradicionālā	tradycja
tradicionālā	tradycyjny
tradicionālā	tradycyjnych
nedēļa	tygodnia
nedēļa	tydzień
nedēļa	tygodniu
nasdaq	nasdaq
wnba	wnba
verdi	verdi
saistības	zobowiązania
saistības	zobowiązań
saistības	zobowiązania
saistības	obowiązki
saistības	zobowiązania
saistības	zobowiązań
saistības	zobowiązania
saistības	zaangażowanie
saistības	zobowiązanie
francūzis	francuz
klātbūtni	obecność
klātbūtni	występowanie
līdzskanis	spółgłoska
upuriem	ofiarami
upuriem	ofiar
upuriem	ofiary
kolēģijas	uczelnie
kolēģijas	studia
kolēģijas	uczelnia
kolēģijas	college
kolēģijas	kolegium
parādīt	pokaż
parādīt	pokaz
ministre	ministrze
ministre	ministrowie
ministre	minister
pārveidots	zmodyfikowane
pārveidots	zmienione
pārveidots	zmodyfikowany
pārveidots	modyfikowane
pārveidots	zmieniony
īpatņiem	okazy
īpatņiem	okazów
osaka	osaki
parametru	parametr
parametru	parametry
pomerānijas	pomorskie
pomerānijas	pomorza
karsta	kras
darels	durrell
norādes	oznaczeń
norādes	wskazania
atlaists	zwolniona
atlaists	zwolniony
atlaists	zwolnieni
atlaists	oddalenie
atlaists	zwolniony
uzturēšanas	utrzymanie
uzturēšanas	utrzymania
uzturēšanas	konserwacja
ceļoja	podróżował
piešķirti	przypisana
piešķirti	przydzielony
piešķirti	przypisano
piešķirti	przypisany
piešķirti	przypisane
piešķirti	przydzielony
piešķirti	przyznane
piešķirti	przydzielone
piešķirti	przydzielona
osvalds	oswald
osvalds	oswalda
homērs	homer
homērs	homera
albert	alberta
albert	albert
albert	albercie
ejot	chodzenie
ejot	spacery
ejot	spaceru
ejot	spacer
dzeltenas	żółte
dzeltenas	żółta
dzeltenas	żółty
nafta	oleje
nafta	oleju
nafta	olej
nafta	oliwa
nafta	naftowa
nafta	nafta
tūrisms	turystyka
tūrisms	turystyki
saime	stado
saime	stada
saime	rodzina
saime	rodziny
saime	rodzinne
saime	rodzinka
saime	rodzinnie
veci	stare
veci	stary
veci	old
veci	stara
aparatūra	sprzętu
aparatūra	sprzęt
aparatūra	aparatura
aparatūra	przyrząd
ieteicams	zalecany
ieteicams	zalecana
ieteicams	zalecane
ieteicams	polecane
augstāks	wyżej
augstāks	wyższe
augstāks	wyższy
augstāks	wyższa
cukurs	cukrem
cukurs	sugar
cukurs	cukru
cukurs	cukier
remonta	naprawy
remonta	naprawa
remonta	remont
atklājās	ujawnione
atklājās	ujawniono
atklājās	wykazało
atklājās	ujawnił
atklājās	ujawniła
atklājās	ujawniło
sīrijā	syria
sīrijā	syrii
patērētāju	konsumentów
patērētāju	konsumenci
patērētāju	konsument
patērētāju	konsumenta
matīss	mathis
ģeogrāfiskā	geograficznego
ģeogrāfiskā	geograficzne
ģeogrāfiskā	geograficzna
ģeogrāfiskā	geograficzny
ģeogrāfiskā	geograficzne
ģeogrāfiskā	geograficzna
ģeogrāfiskā	geograficzny
franko	franco
veimāras	weimar
elites	elita
elites	elity
direktore	dyrektor
direktore	dyrektora
direktore	reżyser
kanāriju	kanaryjskich
definē	zdefiniowano
definē	zdefiniowane
definē	określonych
definē	zdefiniowana
definē	zdefiniowany
definē	zdefiniowanych
definē	określić
definē	definiuje
definē	zdefiniowano
definē	określa
granīta	granitu
ezis	jeż
kaija	mewa
departamentiem	departamentów
departamentiem	działy
uzskaitīti	wymienionych
uzskaitīti	wymienione
augt	rosną
augt	rosnąć
gars	duchu
gars	ducha
gars	duch
gars	spirit
paaudze	pokolenie
paaudze	wytwarzanie
paaudze	generacja
paaudze	generowanie
guļ	śpi
guļ	śpi
guļ	spanie
guļ	śpi
guļ	spać
guļ	śpiący
atbilde	odpowiedz
atbilde	odpowiedź
atbilde	odpowiedz
atbilde	odpowiedź
atbilde	odpowiedź
atbilde	odpowiedzi
atbilde	reakcja
atbilde	reagowanie
concat	concat
logotips	logo
ziņojums	zgłoś
ziņojums	raport
ziņojums	sprawozdanie
ziņojums	zgłoszenie
ziņojums	komunikat
ziņojums	wiadomość
ziņojums	wiadomości
jehvi	jõhvi
organisko	organicznych
organisko	organiczne
organisko	ekologiczna
organisko	organiczny
organisko	ekologiczne
venecuēlas	wenezuela
spriegums	napięcia
spriegums	napięcie
sezonai	sezonie
sezonai	sezon
reznors	reznor
pārstāvjus	przedstawicieli
pārstāvjus	reprezentantów
pārstāvjus	przedstawiciele
cūka	świnia
cūka	świnka
neinere	neuner
milānas	milan
milānas	mediolan
skolotāji	nauczycielom
skolotāji	nauczyciele
skolotāji	nauczycielki
skolotāji	nauczycieli
automātiskā	automat
automātiskā	automatycznie
automātiskā	automatyczne
automātiskā	automatyczny
automātiskā	automatyczna
bens	bena
bens	ben
ieradies	dotarły
ieradies	przybyła
ieradies	przybyli
ieradies	przybył
starojums	promieniowanie
starojums	promieniowania
nikola	nikola
nikola	nicole
ola	ola
ola	jajko
ola	jajka
ola	jajo
andrea	andrei
andrea	andrea
hana	hana
rūdas	rudy
ūdrs	otter
raiens	ryana
raiens	ryan
vērtīgs	cenne
vērtīgs	cenna
vērtīgs	skarb
vērtīgs	cenny
vērtīgs	cenne
vērtīgs	wartościowy
vērtīgs	cenna
vērtīgs	wartościowe
vērtīgs	cenny
septītais	siódmy
septītais	siódmego
septītais	siódmej
septītais	siódme
septītais	siódma
klods	klaudia
klods	claude
iebrukums	inwazja
iebrukums	inwazji
stade	stade
negatīvi	negatywne
negatīvi	negatywny
apturēt	zawiesza
apturēt	zawiesić
madridē	madryt
austrumi	wschodnie
austrumi	east
austrumi	wschód
austrumi	wschodni
austrumi	wschodnia
laulību	ślub
laulību	małżeństwo
laulību	małżeństwa
kareivis	żołnierz
kareivis	żołnierzu
baptistu	baptystów
nīlas	nilu
labāku	lepsza
labāku	lepiej
labāku	lepsze
konferenču	konferencje
buļļu	byków
buļļu	byki
georgijs	gieorgij
georgijs	georgi
kerija	carrie
ņēma	zabrał
ņēma	wzięła
ņēma	wziął
telegrāfa	telegraph
telegrāfa	telegraficznej
veicināšana	promocja
veicināšana	promowanie
veicināšana	awans
veicināšana	promocji
veicināšana	promocje
kļūda	błąd
nora	nora
nora	norę
nora	nory
nora	norze
sur	sur
log	dziennik
log	log
pagarināts	rozszerzone
pagarināts	rozszerzona
pagarināts	rozszerzony
pagarināts	przedłużony
pagarināts	przedłużone
pagarināts	przedłużona
baltica	baltica
gultas	łóżka
gultas	łoże
gultas	łóżka
gultas	łóżko
gultas	łóżku
mazdēls	wnuka
mazdēls	wnuk
mazdēls	wnukiem
grizzlies	grizzlies
karaļi	kings
karaļi	królowie
karaļi	królów
hamburgā	hamburgu
hamburgā	hamburg
olivers	olivera
olivers	oliver
atnesa	przyniósł
forums	forum
organismi	organizmy
organismi	organizmów
vienpadsmit	eleven
vienpadsmit	jedenaście
papildina	uzupełnia
papildina	uzupełnienia
papildina	uzupełnienia
papildina	uzupełniać
papildina	uzupełnienie
ceļotājs	podróżnik
ceļotājs	podróżnik
simti	hundred
simti	setka
simti	setki
skaidro	wyjaśnia
skaidro	tłumaczy
zorro	zorro
latgale	łatgalia
sociālais	społeczna
sociālais	towarzyskie
sociālais	społeczne
sociālais	socjalna
sociālais	społeczny
sociālais	społecznego
darīts	zrobione
faila	plik
faila	pliku
abū	yas
minoritātes	mniejszości
modas	maud
likteni	przeznaczenia
likteni	przeznaczeniem
likteni	przeznaczenie
likteni	losy
likteni	los
likteni	przeznaczenia
likteni	przeznaczenie
dieviete	bogini
barošanas	karmienie
barošanas	karmienia
barošanas	karmi
pārveidot	konwersji
pārveidot	konwersja
pārveidot	zmodyfikować
pārveidot	przemiana
pārveidot	transformacja
briesmas	niebezpieczeństwa
briesmas	niebezpieczeństwie
briesmas	zagrożenie
briesmas	niebezpieczeństwo
patiesi	prawdziwie
barjeru	bariera
barjeru	bariery
aizstāvēt	bronić
atvaļināts	emerytowany
džeina	jane
džeina	katarzyna
džeina	jayne
mēreni	umiarkowanie
novērotas	obserwowany
novērotas	obserwowanych
novērotas	obserwowane
novērotas	obserwowana
sociālistu	socjalistyczna
sociālistu	socjalistycznej
piekļūt	dostęp
atcelta	odwołany
atcelta	odwołane
atcelta	anulowane
atcelta	odwołane
atcelta	odwołany
atcelta	anulowane
barbara	barbary
barbara	barbara
barbara	barbaro
politiķi	politycy
politiķi	polityków
stratēģijas	strategie
stratēģijas	strategii
tuvākā	najbliższy
tuvākā	najbliższa
tuvākā	najbliższej
tuvākā	najbliższe
tuvākā	najbliżej
masačūsetsas	massachusetts
failus	pliki
failus	plików
prezidentūras	prezydencja
prezidentūras	prezydencji
neapoles	neapol
neapoles	neapolu
kaļķu	wapna
genādijs	giennadij
čaka	czaka
čaka	chuckiem
čaka	chuck
čaka	chucka
uzstādīt	ustaw
uzstādīt	set
uzstādīt	zestaw
uzstādīt	komplet
uzstādīt	zainstalować
uzstādīt	instalacji
uzstādīt	instalacja
uzstādīt	zainstalowany
uzstādīt	zainstalowane
uzstādīt	zainstalowana
ceļojums	podróż
ceļojums	podróż
ceļojums	wyjazd
ceļojums	trip
ceļojums	wycieczka
pastāvīga	stałe
pastāvīga	stała
pastāvīga	trwałe
pastāvīga	stały
tendence	trend
tendence	tendencje
tendence	tendencja
tendence	skłonność
tendence	tendencja
nogāzes	nachylenie
nogāzes	zboczach
noslēdz	zamyka
noslēdz	stwierdza
ienaidnieks	wróg
ienaidnieks	wrogowie
ienaidnieks	wroga
ērgļi	orły
ērgļi	eagles
pagātnes	przeszłość
pagātnes	przeszłości
piedzīvojumi	przygody
piedzīvojumi	przygód
piedzīvojumi	przygodę
piedzīvojumi	przygoda
piedzīvojumi	przygody
piedzīvojumi	przygód
slāņi	warstwy
slāņi	warstw
atvērt	otwórz
atvērt	otwarte
atvērt	otwarty
vārdnīcas	słowniki
izdzīvot	przetrwać
izdzīvot	przeżyć
gabriels	gabriel
gabriels	gabriela
hiēnas	hieny
uzsver	podkreśla
donavas	dunaju
auss	ucha
auss	uszy
auss	ucho
kviešu	pszenica
kviešu	pszenicy
šaura	wąski
šaura	wąskie
ribentropa	ribbentrop
ledu	lód
ledu	ice
ledu	lodu
neolīta	neolitu
izgatavota	wyprodukowane
izgatavota	wytworzone
izgatavota	wyprodukowano
izgatavota	wyprodukowany
izgatavota	produkowane
egejas	egejskiego
ienākumus	dochód
ienākumus	przychód
ienākumus	przychody
ienākumus	dochodów
ienākumus	dochody
jaunākie	najnowsze
jaunākie	najnowsza
jaunākie	najnowszy
lode	nabój
lode	pocisk
lode	kula
lode	kulka
skalas	łuski
skalas	wagi
skalas	skale
kvarca	kwarc
akts	działaj
akts	act
akts	akt
galīgi	definitywnie
galīgi	ostateczny
galīgi	ostateczne
kaujinieku	milicja
kaujinieku	milicji
pakešu	pakiety
pakešu	pakiet
mainījies	zmieniono
mainījies	zmienione
mainījies	zmienił
mainījies	zmieniony
iepriekšējie	poprzednia
iepriekšējie	poprzedni
iepriekšējie	poprzednie
iepriekšējie	wcześniejsze
ipv	ipv
plazmas	osoczu
plazmas	osocza
plazmas	plazmy
horvātija	chorwacji
horvātija	chorwacja
disciplīnās	dyscyplin
zara	gałęzi
zara	gałąź
zara	oddział
zara	branch
pētījums	proces
pētījums	próba
pētījums	rozprawa
pētījums	nauka
pētījums	studium
pētījums	badania
pētījums	badanie
derīgas	fit
nelsons	nelson
rasels	russel
rasels	russell
rasels	russella
halles	halle
irbe	partridge
pakājē	pogórze
pretiniekiem	przeciwnicy
pretiniekiem	przeciwników
apliecina	zaświadcza
pierāda	udowadnia
pierāda	dowodzi
nesaskaņas	niezgody
magnētisko	magnetyczne
magnētisko	magnetyczny
tuvāko	najbliższy
tuvāko	najbliższa
tuvāko	najbliższej
tuvāko	najbliższe
tuvāko	najbliżej
iziešanas	wyjście
iziešanas	wyjazd
iziešanas	wyjścia
krusa	chwała
krusa	grad
fords	forda
fords	ford
deivs	dave
ķēde	łańcuchy
ķēde	łańcuch
ķēde	łańcucha
ķēde	łańcuszek
ķēde	obwody
ķēde	obwód
pcall	pcall
silīcija	krzemu
vatikāna	watykan
vatikāna	watykanie
apmaiņa	giełda
apmaiņa	wymiany
apmaiņa	wymiana
demonstrācijas	demonstracje
demonstrācijas	demonstracji
mustela	mustela
niedres	trzciny
usb	usb
deviņu	dziewięciu
deviņu	nine
deviņu	dziewięć
veiksmīgu	udanych
veiksmīgu	udane
veiksmīgu	udany
veiksmīgu	udana
england	anglia
england	anglii
england	england
poznaņas	poznania
poznaņas	poznań
dievi	bogowie
dievi	bogów
turnīri	turnieje
vera	vera
semjuels	samuela
semjuels	samuel
petrovs	petrov
pretinieks	wróg
pretinieks	wrogowie
pretinieks	wroga
pretinieks	przeciwnika
pretinieks	przeciwnikiem
pretinieks	przeciwnik
dziļāk	głębiej
dziļāk	głębsze
nodrošināta	zabezpieczone
nodrošināta	zabezpieczony
nodrošināta	zabezpieczona
nodrošināta	zapewniono
nodrošināta	zapewniona
nodrošināta	zapewnione
nodrošināta	zapewniony
nodrošināta	zapewnił
nodrošināta	zapewniono
nodrošināta	zapewniona
nodrošināta	zapewnione
nodrošināta	zapewniony
konstruktors	konstruktor
liktenis	przeznaczenia
liktenis	przeznaczeniem
liktenis	przeznaczenie
liktenis	losy
liktenis	los
liktenis	przeznaczenia
liktenis	przeznaczenie
vdk	kgb
drīzumā	niedługo
drīzumā	wkrótce
drīzumā	nadchodzący
drīzumā	nadchodzące
sēklu	nasion
sēklu	nasienie
sēklu	ziarno
sēklu	nasiona
gaļa	mięsa
gaļa	mięso
sietlas	seattle
smiltis	piach
smiltis	piasek
smiltis	piasku
pievienoti	dodany
pievienoti	dodano
pievienoti	dodana
pievienoti	dodane
pievienoti	dołączony
pievienoti	załączony
pievienoti	dołączone
pievienoti	zamkniętych
pievienoti	załączony
tuvo	przechodząc
tuvo	mijania
tumša	dark
tumša	ciemno
tumša	ciemne
tumša	ciemna
tumša	ciemny
liepu	linden
novēro	obserwować
novēro	obserwuj
dzejā	wers
papua	papua
varoņi	bohaterami
varoņi	bohaterów
varoņi	bohaterowie
hip	hip
hip	biodra
hip	biodro
formatdate	formatdate
gēnu	genu
gēnu	gene
gēnu	gen
gēnu	geny
romeo	romeo
zobenu	miecz
raidītāji	nadajniki
sesks	fretka
bērnība	dzieciństwa
bērnība	dzieciństwo
bērnība	dzieciństwie
departamentā	wydział
departamentā	departament
departamentā	dział
amatniecības	rzemiosła
amatniecības	rzemiosło
euro	eur
euro	euro
uzņemti	włączono
dvēsele	duszę
dvēsele	dusza
dvēsele	dusze
dvēsele	soul
dvēsele	duszy
atļauj	pozwala
atļauj	umożliwia
atļauj	umożliwić
ericsson	ericsson
atsauca	wycofał
smags	heavy
smags	ciężkie
smags	ciężki
smags	ciężka
smags	poważna
smags	poważne
bronza	brązu
bronza	brąz
papildināts	odświeżona
artis	artis
migla	mgła
migla	mgły
migla	mgła
migla	mgły
krava	obciążenie
krava	obciążenia
krava	ładunek
krava	cargo
krava	ładunek
krava	towarowy
iekšzemē	śródlądowych
iekšzemē	ląd
sēž	siada
sēž	siedzi
sēž	siedzenie
sēž	siedzący
sēž	siedzi
ieguldījums	składka
ieguldījums	wkład
ieguldījums	inwestycje
ieguldījums	inwestycji
ieguldījums	inwestycja
ieguldījums	inwestycyjne
ieguldījums	inwestowanie
runu	mowa
runu	przemowa
runu	przemówienie
runu	wystąpienie
militāri	wojskowy
militāri	wojsko
militāri	wojskowe
militāri	wojska
militāri	militarnie
redakcija	wersja
redakcija	wersji
redakcija	wersję
somālijas	somalii
somālijas	somalii
sadaļas	odcinki
sadaļas	sekcje
sadaļas	rozdziałów
sadaļas	rozdziały
advokātu	adwokat
advokātu	prawnika
advokātu	prawnik
darbnīca	warsztat
darbnīca	warsztaty
rīku	bieg
ženēvas	genewie
zemesraga	canaveral
meksika	meksyk
pusvadītāju	półprzewodnikowych
skudru	mrówki
zirgam	konia
zirgam	horse
zirgam	konie
zirgam	koń
zirgam	koniu
pozitīvi	pozytywna
pozitīvi	pozytywne
pozitīvi	dodatni
pozitīvi	pozytywnie
pozitīvi	pozytywny
atzīmēta	oznaczone
atzīmēta	oznaczona
atzīmēta	oznaczono
atzīmēta	oznaczony
čeļabinskas	czelabińsk
mednieki	myśliwych
mednieki	łowcy
mednieki	myśliwi
vērsts	skierowany
vērsts	skierowana
vērsts	reżyseria
vērsts	skierowane
vērsts	ukierunkowana
mantas	rzeczy
vilces	trakcji
vilces	ciągu
vilces	pchnięcie
vilces	ciąg
izteiktas	wymawia
pierādījumu	dowód
pierādījumu	dowody
kristietība	chrześcijaństwo
kristietība	chrześcijaństwa
dzēšanu	usunięcie
dzēšanu	usuwanie
izvairās	unika
stiprs	silna
stiprs	silny
stiprs	mocne
stiprs	silne
stiprs	mocna
zoo	zoo
olimpiāde	olimpiada
olimpiāde	olimpijskich
olimpiāde	olimpiada
olimpiāde	olimpiady
nulle	zero
aprīkots	zamontowane
aprīkots	zamontowany
aprīkots	wyposażone
aprīkots	wyposażony
aprīkots	wyposażona
disney	disney
zaļas	zieleń
zaļas	zielony
zaļas	zielono
zaļas	zielona
zaļas	zielone
lists	liszt
elza	elsa
elza	elza
zum	zum
ņem	weź
ņem	brać
ņem	bierz
pievienošanas	włączenia
pievienošanas	włączanie
tava	twoje
tava	twój
tava	twoja
tava	twojego
tava	twoim
alianse	sojusz
alianse	sojuszu
alianse	przymierze
etc	etc
etc	itd
etc	itp
apkārtmērs	obwód
arābi	arabów
raktuves	miny
raktuves	kopalnia
raktuves	kopalni
raktuves	kopalnie
raktuves	mine
raktuves	kopalnia
raktuves	moja
raktuves	mój
raktuves	moje
kāpnes	drabinę
kāpnes	drabiny
kāpnes	drabina
kāpnes	drabiny
kāpnes	schodami
kāpnes	schody
gana	ghana
vesels	całość
vesels	cały
vesels	cała
vesels	całe
virsbūves	nadwozia
virsbūves	ciał
virsbūves	ciała
parametrs	parametr
parametrs	parametry
militārie	wojskowy
militārie	wojsko
militārie	wojskowe
militārie	wojska
iestāšanās	przystąpienie
iestāšanās	przystąpienia
leļļu	marionetką
vistas	kur
vistas	kury
vistas	kurczak
vistas	tchórz
vistas	kurczaki
vistas	kurczaka
vistas	kurczaki
vistas	kury
īpatņu	okazy
īpatņu	okazów
getparent	getparent
deklarācija	deklaracja
deklarācija	oświadczenie
deklarācija	deklaracje
deklarācija	deklarację
deklarācija	zgłoszenie
islandē	islandia
islandē	islandii
savādāk	różnie
savādāk	inaczej
pjedestāla	podium
pjedestāla	piedestale
autonomijas	autonomię
autonomijas	autonomii
paradīzes	raju
paradīzes	raj
paradīzes	paradise
vēsturisks	zabytkowy
vēsturisks	historyczne
vēsturisks	historycznej
vēsturisks	historyczny
vēsturisks	historyczna
vēsturisks	historyczne
vēsturisks	historyczny
vēsturisks	historyczna
panorāma	panorama
atmosfēra	atmosferę
atmosfēra	atmosfera
atmosfēra	atmosfery
eva	eva
eva	ewa
eva	ewo
eva	evy
eva	evo
eva	eog
astoņiem	ośmiu
astoņiem	ósemka
astoņiem	osiem
mobilais	mobile
mobilais	mobilnej
mobilais	mobilne
mobilais	komórka
inovācijas	innowacje
inovācijas	innowacyjność
inovācijas	innowacja
inovācijas	innowacje
inovācijas	innowacji
dītrihs	dietrich
bolīvijas	boliwii
seju	twarz
seju	face
salo	salo
pārvaldnieks	menadżer
pārvaldnieks	kierownik
pārvaldnieks	menedżer
pārvaldnieks	zarządca
dem	dem
primārais	podstawowy
primārais	pierwotne
primārais	podstawowej
primārais	podstawowe
primārais	podstawowa
apkārtējā	otoczenia
apkārtējā	otoczenie
darījumu	transakcje
darījumu	transakcji
darījumu	transakcja
diplomu	dyplomy
diplomu	dyplom
krastus	shores
bono	bono
brūss	bruce
tunelis	tunele
tunelis	tunelu
tunelis	tunel
harju	harju
peldētājs	pływak
čigānu	gipsy
čigānu	cygan
čigānu	cygan
šekspīra	szekspira
šekspīra	shakespeare
šekspīra	szekspir
izpildi	spełnienie
izpildi	wypełnienie
izpildi	spełnienia
konkrēti	konkretnie
konkrēti	specjalnie
pastāvīgā	stałe
pastāvīgā	stała
pastāvīgā	trwałe
pastāvīgā	stały
beidzies	upłynął
beidzies	wygasł
