les	เดอะ
nouvelle	นิว
nouvelle	ใหม่
février	กุมภาพันธ์
février	กุมภาพันธ์
département	แผนก
département	กรม
grande	ใหญ่
grande	บิ๊ก
grande	ใหญ่
grande	big
grande	เยี่ยม
grande	ยอด
américain	อเมริกัน
début	เริ่ม
ligne	เส้น
ligne	บรรทัด
ligne	line
ligne	แถว
nationale	national
nationale	ชาติ
encore	อีก
encore	ยัง
image	รูป
image	ภาพ
image	ภาพ
image	รูปภาพ
image	อิมเมจ
vie	ชีวิต
vie	life
vie	vie
unis	สามัคคี
unis	ยูไนเต็ด
unis	united
lien	ลิงก์
lien	ลิงค์
football	ฟุตบอล
football	ฟุตบอล
pendant	ระหว่าง
jeux	เกม
jeux	เกมส์
moins	น้อย
ouest	เวสต์
page	เพจ
page	หน้า
nouveau	นิว
nouveau	ใหม่
vous	เจ้า
vous	คุณ
vous	เธอ
centre	กึ่งกลาง
centre	กลาง
centre	ศูนย์
centre	ศูนย์กลาง
centre	กึ่งกลาง
centre	ศูนย์
centre	ศูนย์กลาง
cours	หลักสูตร
cours	คอร์ส
cours	cours
cours	หลักสูตร
cours	คอร์ส
partir	ทิ้ง
village	หมู่บ้าน
université	มหาวิทยาลัย
université	วิทยาลัย
université	มหาวิทยาลัย
louis	หลุยส์
nombre	จำนวน
nombre	หมายเลข
quelques	บาง
quelques	บ้าง
siècle	ศตวรรษ
coupe	ตัดผม
coupe	คัพ
coupe	ถ้วย
coupe	ตัด
coupe	กรีด
coupe	คัท
coupe	ตัด
population	ประชากร
connexes	เกี่ยวข้อง
homme	ตัวผู้
homme	homme
homme	ผู้ชาย
homme	men
homme	ชาย
homme	บุรุษ
homme	มนุษย์
homme	ชาย
homme	คน
homme	แมน
homme	man
communes	เทศบาล
division	ดิวิชั่น
président	ประธาน
président	ประธานาธิบดี
président	เก้าอี้
président	ประธาน
national	national
national	ชาติ
société	สังคม
société	บริษัท
société	company
société	องค์กร
quatre	สี่
cas	กรณี
cas	case
cas	คดี
cas	กรณี
jeu	เกม
jeu	เกมส์
genre	แนว
genre	ประเภท
genre	เพศ
genre	ชอบ
genre	เหมือน
genre	แบบ
genre	ถูกใจ
genre	ไลค์
genre	อย่าง
musique	มิวสิค
musique	เพลง
musique	ดนตรี
fils	ลวด
fils	ลูก
fils	บุตร
fils	ลูกชาย
fils	sons
roi	กษัตริย์
roi	king
roi	ราชา
roi	คิง
parti	พรรค
parti	ปาร์ตี้
jour	เดย์
jour	วัน
europe	ยุโรป
forme	ฟอร์ม
époque	ศักราช
époque	ยุค
ancien	โบราณ
ancien	เก่าๆ
ancien	แก่
ancien	เก่า
ancien	อดีต
origine	ต้นทาง
origine	ที่มา
origine	กำเนิด
ordre	ลำดับ
château	ปราสาท
école	โรงเรียน
école	โรงเรียน
carrière	อาชีพ
carrière	เหมือง
carrière	อาชีพ
part	แชร์
deuxième	วินาที
bar	บาร์
bar	แถบ
charles	ชารลส์
charles	ชาร์ลส์
charles	ชาร์ล
points	จุด
points	ชี้
points	แต้ม
points	คะแนน
points	จุด
paul	paul
paul	พอล
rue	ถนน
rue	street
rue	rue
chef	เชฟ
chef	หัวหน้า
père	พ่อ
exemple	ตัวอย่าง
durant	ระหว่าง
durant	durant
rapport	รายงาน
art	อาร์ต
art	อาร์ท
art	art
art	ศิลปะ
dernier	last
dernier	สุดท้าย
dernier	ล่าสุด
dernier	ล่าสุด
type	ชนิด
type	ประเภท
type	พิมพ์
point	point
point	ชี้
point	จุด
point	ประเด็น
compte	จำนวนนับ
compte	นับ
compte	บัญชี
armée	กองทัพ
armée	ทหาร
armée	ทัพ
armée	กองทัพ
eau	น้ำ
eau	นํ้า
marie	แมรี่
marie	แมรี
marie	maria
discuter	อภิปราย
discuter	แชต
discuter	แชท
car	เพราะ
projet	โครงการ
chaque	ทุกๆ
chaque	ทุก
chaque	แต่ละ
anglais	อังกฤษ
province	จังหวัด
john	จอร์น
john	john
john	จอห์น
international	international
international	นานาชาติ
international	สากล
conseil	สภา
maison	บ้าน
maison	เฮ้าส์
maison	บ้าน
maison	home
maison	บาน
cela	นี้
cela	นี่
cela	ดิส
cela	นั้น
cela	ที่
cela	ว่า
cela	นั่น
demande	ขอ
demande	คำขอ
demande	ร้องขอ
demande	ถาม
demande	สอบถาม
fonction	ฟังก์ชัน
toujours	มัก
toujours	เสมอ
toujours	ตลอด
toujours	ยัง
doit	ต้อง
production	ผลิต
certains	บาง
certains	บ้าง
membre	member
membre	สมาชิก
près	ใกล้
rôle	บทบาท
meilleur	best
droit	ขวา
droit	ถูก
droit	กฎหมาย
droit	กฎ
mois	เดือน
mois	เดือน
île	เกาะ
île	île
république	สาธารณรัฐ
service	บริการ
score	สกอร์
score	แต้ม
score	คะแนน
ensuite	งั้น
langue	ภาษา
gouvernement	ราชการ
gouvernement	รัฐบาล
center	กึ่งกลาง
center	กลาง
center	ศูนย์
center	ศูนย์กลาง
petit	เล็ก
petit	petit
toutes	ทั้งหมด
toutes	ทุก
argent	เงิน
argent	ซิลเวอร์
argent	เงิน
argent	แคช
argent	เงิน
argent	เงินสด
argent	cash
souvent	บ่อย
souvent	บ่อยๆ
souvent	บ่อย
souvent	มัก
souvent	บ่อยๆ
style	สไตล์
face	ใบหน้า
face	หน้า
face	หน้าตา
face	face
olympiques	โอลิมปิค
olympiques	โอลิมปิก
olympiques	โอลิมปิก
quand	เมื่อไร
quand	เมื่อ
quand	ตอน
top	ท็อป
mondiale	เวิลด์
mondiale	world
mondiale	โลก
mondiale	โกลบอล
mondiale	global
épisode	episode
épisode	ตอน
scène	ฉาก
scène	ขั้น
scène	stage
scène	เวที
toute	ทั้งหมด
toute	ทุก
asp	asp
musée	พิพิธภัณฑ์
nombreux	มากมาย
nombreux	หลาย
système	ระบบ
stade	สนาม
stade	ขั้น
stade	stage
stade	เวที
tard	ดึก
tard	ช้า
tard	สาย
reste	อยู่
seconde	วินาที
roman	roman
roman	โรมัน
jours	วัน
édition	แก้ไข
édition	ฉบับ
édition	แก้ไข
éditions	éditions
historique	ประวัติศาสตร์
historique	ประวัติการ
historique	ประวัติ
sera	พิน
sera	จะ
sera	วิล
permet	อนุญาต
âge	อายุ
âge	ยุค
officiel	ทางการ
officiel	official
officiel	officiel
version	เวอร์ชัน
version	เวอร์ชั่น
membres	member
membres	สมาชิก
membres	สมาชิก
membres	สมาชิก
niveau	ระดับ
niveau	เลเวล
champion	champ
champion	แชมป์
champion	แชมป์
michel	ไมเคิ้ล
michel	ไมเคิล
raison	เหตุ
raison	เหตุผล
raison	สาเหตุ
modèle	โมเดล
modèle	รุ่น
travail	ทำงาน
travail	งาน
femme	หญิง
femme	สตรี
femme	หญิง
femme	หญิง
femme	ภริยา
femme	ภรรยา
femme	เมีย
cinq	ห้า
bas	โลว์
bas	ต่ำ
bas	bas
texte	ข้อความ
terre	earth
terre	โลก
terre	ธรณี
terre	land
terre	แลนด์
terre	ที่ดิน
terre	ดิน
allemagne	เยอรมนี
compétition	แข่งขัน
allemand	เยอรมัน
britannique	บริติช
britannique	อังกฤษ
porte	เกต
porte	เกท
porte	ประตู
hommes	ผู้ชาย
hommes	men
hommes	ชาย
hommes	บุรุษ
italie	อิตาลี
italie	อิตาลี่
bataille	ศึก
bataille	รบ
bataille	สงคราม
corps	body
corps	ร่าง
corps	กาย
corps	ร่างกาย
corps	คอร์ป
demi	ครึ่ง
personnes	ประชาชน
personnes	บุคคล
personnes	ผู้
personnes	ผู้คน
personnes	คน
route	ทางด่วน
route	ทางหลวง
route	ไฮเวย์
route	ถนน
route	road
finale	finale
jeune	ยัง
match	เกม
match	เกมส์
match	แมตช์
peuvent	สามารถ
peuvent	สา
york	ยอร์ก
york	ยอร์ค
royaume	อาณาจักร
royaume	อาณาจักร
royaume	royaume
long	ยาว
long	นาน
base	ฐาน
base	ฐานทัพ
études	ศึกษา
communauté	ชุมชน
association	สมาคม
militaire	กองทัพ
militaire	ทหาร
section	ส่วน
bronze	สัมฤทธิ์
livre	หนังสือ
livre	สมุด
livre	ปอนด์
livre	livre
américaine	อเมริกัน
haut	high
haut	สูง
haut	ไฮ
haut	ท็อป
suisse	สวิสเซอร์แลนด์
canada	แคนาดา
valign	valign
suivant	ติดตาม
beaucoup	มากมาย
beaucoup	หลาย
beaucoup	มาก
beaucoup	มากมาย
dire	กล่าว
dire	พูด
seul	ลำพัง
seul	เท่านั้น
seul	เฉพาะ
fille	สาว
fille	ลูกสาว
enfants	เด็กๆ
enfants	เด็ก
enfants	ลูกๆ
enfants	เด็กๆ
enfants	เด็ก
direction	ทิศทาง
direction	directorate
position	จุดยืน
position	ตำแหน่ง
pouvoir	อำนาจ
pouvoir	power
pouvoir	พลังงาน
pouvoir	พลัง
but	วัตถุประสงค์
merci	ขอบคุณ
tête	หัว
tête	เฮด
tête	หัว
tête	head
territoire	อาณาเขต
union	สหพันธ์
union	สหภาพแรงงาน
union	สหภาพ
construction	ก่อสร้าง
ancienne	โบราณ
ancienne	เก่าๆ
ancienne	แก่
ancienne	เก่า
ancienne	อดีต
premiers	ก่อน
premiers	แรก
prend	รับ
prend	เอา
maire	maire
maire	เทศมนตรี
présente	ปัจจุบัน
personnalité	บุคลิกลักษณะ
personnalité	บุคลิก
personnalité	บุคลิกภาพ
ligue	สันนิบาต
ligue	ลีก
public	สาธารณชน
public	public
public	สาธารณะ
pages	เพจ
pages	หน้าที่
pages	หน้า
pages	เพจ
pages	หน้า
externe	ภายนอก
simple	ง่าย
simple	ง่ายๆ
dernière	last
dernière	สุดท้าย
dernière	ล่าสุด
dernière	ล่าสุด
chanson	เพลง
chanson	ซง
chanson	เพลง
poste	โพสต์
poste	โพส
culture	วัฒนธรรม
grâce	พระคุณ
développement	พัฒนาการ
développement	พัฒนา
sortie	ทางออก
sortie	ออก
québec	québec
david	เดวิด
david	david
loi	กฎหมาย
loi	กฎ
loi	ทำท่า
équipes	ทีม
côté	ด้าน
côté	ไซด์
côté	ข้าง
mer	ทะเล
haute	high
haute	สูง
haute	ไฮ
vue	ดู
espagne	สเปน
mère	แม่
mère	แม่
fichier	แฟ้ม
nombreuses	มากมาย
nombreuses	หลาย
recherche	ค้นหา
recherche	ค้นคว้า
recherche	วิจัย
code	รหัส
code	โค้ด
double	ดับเบิล
double	ดับเบิ้ล
entraîneur	coach
entraîneur	โค๊ช
entraîneur	โค้ช
web	เว็บ
semble	ปรากฏ
réalisé	กำกับ
réalisé	ตระหนัก
six	หก
six	six
créé	สร้าง
devant	หน้า
écrit	เขียน
écrit	เขียน
petite	เล็ก
petite	petite
bois	วูด
bois	ไม้
bois	ดื่ม
entreprise	ธุรกิจ
entreprise	กิจการ
entreprise	บริษัท
entreprise	company
entreprise	องค์กร
retour	throwback
retour	กลับ
retour	กลับ
numéro	จำนวน
numéro	หมายเลข
principale	หลัก
sainte	ศีล
sainte	ศักดิ์สิทธิ์
sainte	นักบุญ
sainte	เซนต์
comté	มณฑล
comté	เปรม
second	วินาที
gare	สถานี
terme	วาระ
terme	terme
arts	ศิลปะ
arts	ศิลปศาสตร์
technique	เทคนิค
technique	เทคนิค
révolution	ปฏิวัติ
etc	ฯลฯ
etc	etc
objet	วัตถุประสงค์
objet	หัวข้อ
question	คำถาม
lorsque	เมื่อไร
lorsque	เมื่อ
lorsque	ตอน
cinéma	หนัง
cinéma	ภาพยนต์
cinéma	ภาพยนตร์
plan	แผนที่
plan	แพ็คเกจ
plan	วางแผน
plan	แผน
van	แวน
serait	จะ
œuvres	ทำงาน
zone	เขต
zone	โซน
zone	บริเวณ
zone	พื้นที่
compagnie	บริษัท
compagnie	company
compagnie	องค์กร
laquelle	ซึ่ง
films	ภาพยนตร์
films	หนัง
films	ภาพยนต์
films	ภาพยนตร์
sources	แหล่ง
sources	ต้นทาง
parc	parc
parc	จอด
parc	สวน
moyenne	เฉลี่ย
moyenne	กลาง
mouvement	เคลื่อนไหว
mouvement	ขบวนการ
succès	สำเร็จ
rivière	แม่น้ำ
rivière	rivière
jamais	เคย
vidéo	วีดีโอ
vidéo	วิดีโอ
député	mep
député	ปลัด
claude	คลอด
moyen	กลาง
moyen	เฉลี่ย
san	ซาน
san	แซน
san	san
bon	เก่ง
bon	ดี
peintre	จิตรกร
voix	โหวต
voix	เสียง
voix	เสียง
rouge	แดง
rouge	เรด
district	เขต
district	อำเภอ
seulement	เท่านั้น
seulement	เฉพาะ
pont	สะพาน
pont	บริดจ์
libre	ฟรี
libre	อิสระ
libre	ว่าง
libre	เสรี
libre	free
air	แอร์
air	อากาศ
air	air
sein	อก
milieu	กลาง
milieu	กลาง
festival	เทศกาล
belgique	เบลเยียม
belgique	เบลเยี่ยม
grands	ใหญ่
georges	จอร์จ
blanc	ขาว
blanc	ไวท์
blanc	ว่าง
gauche	ซ้าย
gauche	เหลือ
travaux	ทำงาน
travaux	งาน
travaux	ทำงาน
donne	มอบ
donne	ให้
passe	ผ่าน
passe	passe
produit	สินค้า
produit	ผลิตภัณฑ์
aide	ช่วย
utilisé	ใช้
victoire	win
victoire	ชนะ
victoire	ชัยชนะ
victoire	victoire
femmes	สตรี
femmes	หญิง
femmes	หญิง
femmes	สตรี
minutes	นาที
aurait	จะ
autour	รอบๆ
autour	รอบ
belge	belge
belge	เบลเยียม
belge	เบลเยี่ยม
certaines	บาง
certaines	บ้าง
angleterre	อังกฤษ
afrique	แอฟริกา
sens	sens
sens	sense
personne	บุคคล
mis	วาง
mis	ใส่
mis	mis
municipalité	เทศบาล
frère	น้อง
rencontre	พบปะ
rencontre	ประชุม
rencontre	พบ
japon	japan
japon	ญี่ปุ่น
publié	โพสต์
domaine	สนาม
domaine	ฟิลด์
domaine	สาขา
domaine	ทุ่ง
domaine	ช่อง
domaine	โดเมน
domaine	บริเวณ
domaine	พื้นที่
professeur	ศาสตราจารย์
professeur	คุณครู
professeur	อาจารย์
professeur	ครู
scientifique	วิทยาศาสตร์
scientifique	วิทยาศาสตร์
honneur	เกียรติ
honneur	เกียรติ
honneur	เกียรติยศ
seule	ลำพัง
seule	เท่านั้น
seule	เฉพาะ
cause	เพราะ
cause	สาเหตุ
cause	สาเหตุ
nouvelles	ข่าวสาร
nouvelles	ข่าว
nouvelles	นิว
nouvelles	ใหม่
iii	iii
comte	จำนวนนับ
comte	นับ
fort	เข้ม
fort	strong
fort	แรง
fort	แข็งแกร่ง
hockey	ฮอกกี้
journal	หนังสือพิมพ์
journal	วารสาร
journal	ไดอารี่
différents	ต่าง
rome	โรม
dix	ten
dix	สิบ
taille	เอว
taille	waist
taille	ขนาด
taille	ขนาด
taille	ไซส์
sport	สปอร์ต
sport	sport
sport	กีฬา
sport	สปอร์ต
sport	กีฬา
principal	หลัก
sujet	หัวข้อ
sujet	หัวข้อ
référence	อ้างอิง
croix	ข้าม
croix	กางเขน
mettre	วาง
mettre	ใส่
enfin	สุดท้าย
millions	ล้าน
millions	ล้าน
noir	เข้ม
noir	มืด
noir	ดำ
joue	แก้ม
londres	london
londres	ลอนดอน
agglomération	agglomération
agglomération	agglomeration
chapelle	chapelle
chapelle	โบสถ์
russe	รัสเซีย
manière	วิธี
manière	ทาง
manière	วิถี
manière	หนทาง
activités	กิจกรรม
monument	อนุสาวรีย์
sciences	วิทยาศาสตร์
radio	วิทยุ
classe	ห้องเรียน
classe	ห้องเรียน
classe	คลาส
classe	เรียน
droite	ขวา
droite	ถูก
lieux	ตำแหน่งที่ตั้ง
née	เกิด
actuel	ปัจจุบัน
actuel	ปัจจุบัน
espace	พื้นที่
espace	อวกาศ
espace	space
villes	เมือง
villes	ซิตี้
villes	city
villes	เมือง
villes	นคร
fer	fer
fer	แฟร์
fer	เหล็ก
fer	เตารีด
activité	กิจกรรม
organisation	องค์กร
organisation	องค์การ
organisation	มโน
organisation	องค์กร
organisation	องค์การ
sélection	เลือก
assez	พอ
institut	สถาบัน
james	james
james	เจมส์
internationale	international
internationale	นานาชาติ
internationale	สากล
cadre	กรอบ
cadre	เฟรม
sept	seven
sept	เจ็ด
sept	กันยายน
différentes	ต่าง
lac	ทะเลสาบ
lac	ครั่ง
lac	lac
affaires	ธุรกิจ
affaires	กิจการ
télévision	โทรทัศน์
télévision	ทีวี
duc	ดุ๊ค
duc	ดุค
duc	ดุก
duc	ดุ๊ก
évêque	บิชอป
cour	ลาน
cour	ศาล
cour	สำนัก
php	php
thomas	โธมัส
ball	ลูกบอล
ball	บอล
résultats	ผล
résultats	ผลลัพธ์
hors	ปิด
hors	ออก
problème	ปัญหา
finalement	สุดท้าย
bonne	เก่ง
bonne	ดี
nature	สันดาน
nature	ธรรมชาติ
grandes	ใหญ่
michael	ไมเคิ้ล
michael	ไมเคิล
vol	โจรกรรม
port	พอร์ต
port	ท่าเรือ
premières	ดิบ
premières	ดิบๆ
premières	raw
premières	ก่อน
premières	แรก
donné	บริจาค
discussion	อภิปราย
discussion	แชต
discussion	แชท
dame	เลดี้
épouse	bride
épouse	ภริยา
épouse	ภรรยา
épouse	เมีย
axe	ขวาน
axe	แกน
mesure	วัด
mesure	สัดส่วน
prendre	การพา
prendre	รับ
prendre	เอา
important	สำคัญ
données	อินเทอร์เน็ต
données	ข้อมูล
lequel	ซึ่ง
george	จอร์จ
force	บังคับ
force	แรง
pologne	โปแลนด์
couleur	สี
couleur	สีสัน
couleur	สี
actrice	actress
station	สถานี
bande	วง
bande	band
bande	เทป
bande	แก๊ง
bande	bande
capitale	พระนคร
capitale	ทุน
côte	ซี่โครง
côte	ชายฝั่ง
côte	ฝั่ง
façon	วิธี
façon	ทาง
façon	วิถี
façon	หนทาง
étape	ขั้น
étape	ก้าว
étape	ขั้น
étape	stage
étape	เวที
créée	สร้าง
combat	ศึก
combat	รบ
combat	สงคราม
combat	สู้
combat	ต่อสู้
combat	สู้
royal	รอยัล
royal	ราชวงศ์
russie	รัสเซีย
mètres	เมตร
mètres	เมตร
presse	สื่อ
presse	กด
académie	สถาบัน
académie	academy
construit	สร้าง
épisodes	ตอน
entrée	รายการ
revue	วารสาร
revue	นิตยสาร
revue	วิจารณ์
revue	รีวิว
jeunes	ยัง
course	แข่ง
course	แข่ง
ceinture	เข็มขัด
ceinture	เข็มขัด
ceinture	สายพาน
meilleure	best
tableau	ตาราง
tableau	โต๊ะ
heures	ชั่วโมง
maître	อาจารย์
services	บริการ
marque	ยี่ห้อ
marque	แบรนด์
marque	เครื่องหมายการค้า
marque	เครื่องหมาย
marque	มาร์ค
single	single
single	โสด
intérieur	ภายใน
olympique	โอลิมปิค
olympique	โอลิมปิก
olympique	olympique
subdivision	subdivision
qualité	คุณภาพ
langues	ภาษา
langues	ภาษา
propre	ล้าง
propre	สะอาด
propre	clean
chine	จีน
politiques	นโยบาย
politiques	นโยบาย
politiques	การเมือง
patrimoine	มรดก
com	com
évolution	วิวัฒนาการ
tours	หอคอย
tours	ทัวร์
amérique	อเมริกา
mal	ธรรม
mal	ผิด
mal	แย่
mal	ร้าย
mal	bad
mal	เลว
mal	มอล
mal	มาล
rock	rock
rock	ร็อค
rock	โยก
rock	หิน
abbaye	abbaye
nuit	ไนท์
nuit	ค่ำคืน
nuit	คืน
nuit	ราตรี
principalement	หลักๆ
prise	ถ่าย
clubs	คลับ
clubs	สโมสร
clubs	ดอกจิก
clubs	จิก
générale	ทั่วไป
générale	แม่ทัพ
vitesse	ความเร็ว
vitesse	ความเร็ว
scénario	บท
chemin	พาธ
chemin	ถนน
chemin	road
réalisation	ตระหนัก
centrale	เซ็นทรัล
statut	สถานะ
statut	สถานภาพ
groupes	วง
groupes	กลุ่ม
avis	สังเกต
avis	สังเกตุ
éléments	ธาตุ
salle	ห้อง
carte	แผนที่
sociale	สังคม
valeur	มูลค่า
valeur	ค่า
utilisation	ใช้
allemande	เยอรมัน
palais	วัง
palais	ราชวัง
palais	พระราชวัง
composé	แต่ง
composé	สารประกอบ
situation	สถานการณ์
droits	สิทธิ
droits	สิทธิ์
court	สั้น
court	สั้นๆ
court	เตี้ย
vallée	หุบเขา
vallée	vallée
anciens	โบราณ
anciens	เก่าๆ
anciens	แก่
anciens	เก่า
cité	cité
basse	แบส
basse	แบ
basse	แบต
basse	เบส
basse	โลว์
basse	ต่ำ
pro	pro
pro	โปร
total	รวม
total	ทั้งหมด
nationalité	สัญชาติ
nationalité	พลเมือง
chambre	ห้อง
nouveaux	นิว
nouveaux	ใหม่
savoir	รู้
savoir	ทราบ
glace	ไอซ์
glace	ice
originale	ต้นฉบับ
originale	ดั้งเดิม
originale	เดิม
proche	ปิด
proche	ใกล้
proche	ใกล้
mot	คำ
main	หลัก
main	มือขวา
main	มือ
main	หัตถ์
main	hand
huit	แปด
assemblée	สมัชชา
populaire	นิยม
populaire	เด่น
critique	วิจารณ์
critique	วิกฤติ
critique	วิกฤต
publication	โพสต์
publication	โพส
dieu	อัลลอฮ์
dieu	พระเจ้า
dieu	อัลลอฮฺ
uni	uni
japonais	ญี่ปุ่น
hôtel	โรงแรม
australie	ออสเตรเลีย
australie	australia
australie	ออสเตรเลีย
catholique	คาทอลิก
catholique	catholique
mission	ภารกิจ
mission	mission
https	https
accord	accord
accord	คอร์ด
campagne	ชนบท
campagne	แคมเปญ
rapidement	รวดเร็ว
rapidement	ด่วน
rapidement	ไว
rapidement	รวดเร็ว
rapidement	เร็ว
rapidement	ด่วน
rapidement	fast
rapidement	ไว
anne	แอน
anne	ann
étude	เรียน
étude	ศึกษา
montréal	toronto
montréal	montréal
programme	โปรแกรม
bgcolor	bgcolor
importante	สำคัญ
coup	เป่า
coup	ยิง
enfant	กุมาร
enfant	เด็ก
enfant	ลูกๆ
enfant	เด็กๆ
enfant	เด็ก
information	ข้อมูล
maurice	มอริเชียส
défense	ป้องกัน
vice	รอง
contrôle	ควบคุม
contrôle	คอนโทรล
noms	ชื่อ
noms	ชื่อ
produits	สินค้า
produits	ผลิตภัณฑ์
produits	สินค้า
produits	ผลิตภัณฑ์
internet	อินเทอร์เน็ต
internet	อินเตอร์เน็ต
label	ป้าย
fondation	รากฐาน
fondation	foundation
fondation	มูลนิธิ
européenne	ยุโรป
file	คิว
cœur	heart
cœur	ใจ
cœur	หัวใจ
cœur	หลัก
cœur	แกน
cœur	หัวใจ
pris	ถ่าย
marine	นาวิก
bâtiment	ตึก
bâtiment	อาคาร
peter	peter
juste	แค่
seine	แซน
amour	ชอบ
amour	รัก
mont	ภูเขา
mont	mont
statistiques	สถิติ
statistiques	สถิติ
science	วิทยาศาสตร์
bonjour	สวัสดี
bonjour	hello
marc	marc
économique	เศรษฐกิจ
unité	สามัคคี
unité	unity
unité	เอกภาพ
unité	ยูนิต
unité	หน่วย
lignes	แถว
lignes	เส้น
lignes	บรรทัด
montre	นาฬิกา
montre	ชม
montre	ดู
montre	โชว์
montre	แสดง
littérature	วรรณกรรม
littérature	วรรณคดี
attaque	โจมตี
principaux	หลัก
sol	ดิน
sol	โซล
sol	พื้น
