ترغیب	overtalelse
فلش	blits
ناتمام	uferdige
ناتمام	uferdig
ناتمام	ufullstendig
ناتمام	ufullstendige
ورنر	werner
تنبیه	straffet
تنبیه	straff
ویدئوی	videoen
ویدئوی	video
مناره	minaret
تقلب	jukser
تقلب	jukse
تقلب	juks
تقلب	jukser
تقلب	jukse
تقلب	svindel
تقلب	bedrageri
نشینی	retrett
موزامبیک	mosambik
ایرویز	airways
حقایق	fakta
حقایق	faktaene
رواندا	rwanda
مونترآل	montréal
تامسون	thompson
تامسون	thomson
مانکن	supermodell
پاور	kraft
پاور	makt
پاور	strøm
پاور	power
جنجال	dukker
جنجال	kontroverser
تبت	tibetansk
تبت	tibet
پوش	slire
میتسوبیشی	mitsubishi
نورد	vogn
نورد	nord
اهلی	temmet
اهلی	ahli
اهلی	hjemlige
تیرداد	tiridates
خاکستر	aske
خاکستر	ash
اساطیری	avatarer
میانجی	mekler
میانجی	formidling
میانجی	intermediate
استریت	gate
استریت	street
استریت	gaten
استریت	gata
گوجه	tomat
زرهی	panzer
زرهی	pansret
قندهار	kandahar
خروس	kukk
خروس	kuk
خروس	hane
خروس	rooster
کاریکاتور	karikatur
توت	tut
اطاعت	adlyder
اطاعت	adlyde
سلیمانی	slimani
نمادین	symbolsk
آگهی	reklame
آگهی	annonsering
واکسن	vaksiner
واکسن	vaksine
منفرد	manfred
نیجر	niger
تامی	tommy
وارن	warren
رستاخیز	oppstandelsen
رستاخیز	oppstandelse
بیوگرافی	biografier
بیوگرافی	biografi
امانوئل	emanuel
امانوئل	emanuele
امانوئل	emmanuel
امانوئل	emmanuelle
جبری	algebraisk
شورشی	rebell
شورشی	opprører
شورشی	rebel
شورشی	opprørere
شورشی	rebeller
شورشی	opprørerne
شکوفایی	blomstre
شکوفایی	bloom
منطبق	identiske
منطبق	identisk
عهدنامه	traktaten
عهدنامه	traktat
اقتصاددان	økonom
کنش	action
کنش	aksjon
کنش	handling
کنش	handlingene
کنش	handlinger
پاهای	fot
پاهای	føtter
آرون	aaron
آرون	aron
تنظیمات	justeringer
تنظیمات	preferanser
تنظیمات	innstillinger
تنظیمات	innstillinger
تنظیمات	innstillingene
گیلانی	gilani
لیسبون	lisboa
دانیال	daniel
خوانی	fremføring
حماس	hamas
دوز	dose
فرانکو	franco
تحقیقی	stipend
فمینیسم	feminisme
حلب	aleppo
سکولار	sekulær
تأخیر	forsinkelse
تأخیر	utsette
تأخیر	utsett
تأخیر	utsetter
آشوب	kaos
پارکر	parker
بالقوه	potensial
بالقوه	potensielt
بالقوه	potensielle
بالقوه	potensiale
بالقوه	potensielt
ادموند	edmund
زینتی	dekorative
زینتی	ornament
سقط	spontanabort
سقط	abort
تاتنهام	tottenham
دیزل	diesel
محفل	sammenkomster
محفل	montering
محفل	forsamling
ناسیونال	nationale
ناسیونال	nacional
تماشای	ser
دوبلین	dublin
الکترونی	elektron
یاهو	yahoo
درآمدی	inntekt
قطره	slepp
قطره	drop
قطره	slipp
قطره	dråpe
قطره	dråper
قطره	drops
باطل	falsk
باطل	usant
باطل	falske
باطل	falskt
باطل	tomrommet
باطل	tomrom
باطل	forfengelighet
نیرومند	kraftfull
نیرومند	mektig
نیرومند	kraftig
خداحافظی	adjø
خداحافظی	farvel
خداحافظی	goodbye
آنالوگ	analog
جونگ	jong
جونگ	jeong
جونگ	jung
رون	ron
رون	ronny
اصابت	sammenstøt
اصابت	innvirkning
اصابت	nedslag
عاطفی	emosjonell
عاطفی	emosjonelle
عاطفی	emosjonelt
عاطفی	følelsesladet
عاطفی	følelsesmessig
دوندگان	løpere
اسکن	skanning
اسکن	skanne
اسکن	scan
مایعات	væsker
مایعات	væsker
وات	watt
عدسی	linse
الجزیره	alger
کریستیان	christian
کریستیان	kristen
کریستیان	cristian
مستطیل	rektangel
پورشه	porsche
کرنل	cornell
کرنل	cornel
کاج	kaj
کاج	furu
کاج	pine
بایت	byte
بایت	byte
تسلیحات	stridshoder
باروک	barokk
تبخیر	roterende
تبخیر	fordamping
کاتالونیا	catalunya
کاتالونیا	catalonia
کاتالونیا	catalonia
برفی	snøvær
برفی	snø
برفی	snowy
مهربان	snill
مهربان	kind
مهربان	nådige
مهربان	barmhjertige
مهربان	barmhjertig
سوالات	spørsmål
راکی	rocky
نوسازی	fornyelse
نوسازی	renovering
نوسازی	oppussing
نوسازی	rehabilitering
ریموند	raymond
شوک	sjokk
میخی	kaudervelsk
میخی	kileskrift
ابتکار	initiativ
ابتکار	initiativet
ابتکار	improvisasjon
نمادی	symbolsk
ورد	stave
ورد	verde
امیلی	emily
بور	bohr
بور	burr
بور	boron
اسپورت	sport
اسپورت	idrett
اسپورت	sport
اسپورت	idretter
اسپورت	idrett
آرت	art
آرت	kunst
موانع	barrierer
موانع	tilbakeslag
موانع	hindringer
احادیث	utslag
تاخیر	forsinkelse
کولی	sigøyner
کولی	gypsy
ناتوانی	funksjonshemning
تاکسی	taxi
تاکسی	drosje
تاکسی	drosje
تاکسی	cab
زشت	stygt
زشت	stygge
زشت	stygg
زشت	styggen
فرید	farid
ماهر	dyktig
ماهر	dyktige
ماهر	maher
پایانه	terminal
پایانه	terminalen
توس	bjørk
توس	birch
عجایب	undre
عجایب	underverker
عجایب	underverk
عجایب	undere
تعدیل	omstilling
تعدیل	justering
زراعت	avlingene
زراعت	avlinger
زراعت	landbruk
واجب	obligatorisk
واجب	nødvendig
واجب	nødvendige
راستش	egentlig
راستش	faktisk
بدتر	værre
بدتر	verre
بدتر	dårligere
لوی	levi
لوی	loy
لوی	levy
سبزیجات	grønnsak
سبزیجات	grønnsaker
کارخانجات	fabrikkene
کارخانجات	fabrikker
مازیار	maz
داس	ljå
داس	sigd
داس	das
هموار	glatt
قرائت	leser
قرائت	reading
قرائت	lesning
قرائت	lesing
نیا	nia
آناتومی	anatomi
سوق	gjete
سوق	kjøre
سوق	drive
سوق	kjør
هیلز	åser
هیلز	hills
انتصاب	utpeker
وفاداری	troskap
وفاداری	trofasthet
وفاداری	lojalitet
بارانی	dusj
بارانی	regnfull
بارانی	regn
بارانی	rain
بیچ	beach
بیچ	stranda
بیچ	strand
کیفری	kriminell
کیفری	forbryter
آرزو	ønske
آرزو	wish
آرزو	ønsker
آرزو	ønske
تصمیمات	avgjørelser
تصمیمات	beslutninger
دانشگاهیان	akademikere
ضرر	tapene
ضرر	tap
جنون	demens
جنون	galskap
جنون	galskap
جنون	sinnssykdom
متقاعد	overbevist
متقاعد	overbeviste
متقاعد	overbevise
متقاعد	overbeviser
متقاعد	overbevisende
تایلر	tyler
عزت	ære
عزت	ære
عزت	ære
عزت	glory
عزت	herlighet
تمبر	stamp
تمبر	stempel
تمبر	frimerke
تمبر	frimerker
بلگراد	beograd
معاملات	tilbud
معاملات	avtaler
معاملات	tilbudene
معاملات	transaksjoner
معاملات	transaksjonene
یاقوت	rubiner
یاقوت	ruby
نوزده	nineteen
نوزده	nitten
پرسی	percy
دستکاری	manipulerer
دستکاری	manipulere
دستکاری	manipulering
دستکاری	manipulasjon
معجزه	mirakler
معجزه	mirakelet
معجزه	mirakel
باهم	sammen
باهم	together
خوردگی	korrosjon
لوکوموتیو	lokomotiv
بدهی	gjeld
بدهی	gjeld
بدهی	debetkort
کلیساها	kirker
پرستوی	svelge
پرستوی	svaler
پرستوی	svelg
چادر	telt
چادر	teltene
چادر	camper
چادر	camping
چادر	teltet
چادر	telt
عمو	onkel
عمو	onkelen
نوسان	oscillasjon
نوسان	huska
نوسان	sving
نوسان	swing
سرنشین	passasjer
سرنشین	crew
سرنشین	besetning
سرنشین	mannskap
زنجیر	kjede
زنجیر	kjetting
اسپانیای	spania
ایزوتوپ	isotoper
ایزوتوپ	isotop
ین	yen
دلالت	forutsetter
دلالت	impliserer
دلالت	antydninger
دلالت	antyder
دلالت	antydninger
نیزه	spydet
نیزه	spyd
پارالمپیک	paralympics
مشهود	bevitnet
اسپنسر	spencer
طوطی	papegøyer
طوطی	papegøye
لاتزیو	lazio
لاتزیو	lazlo
بلژیکی	belgiske
بلژیکی	belgias
بلژیکی	belgisk
اسکاندیناوی	norden
اسکاندیناوی	scandinavia
اسکاندیناوی	skandinavia
اسکاندیناوی	skandinavisk
اسکاندیناوی	skandinaviske
اسکاندیناوی	scandinavian
بارو	barrow
کمینه	minimum
کمینه	minimale
کمینه	minimal
کمینه	minimalt
کاراته	karate
دستگاهی	enheten
دستگاهی	enhets
دستگاهی	enhet
کوپه	kupé
کوپه	kupé
کوپه	coupé
کوپه	coupe
سرما	kulde
سرما	forkjølelse
سرما	kald
سرما	kaldt
آموزگار	lærer
آموزگار	læremester
آموزگار	lærerinne
شجاعت	mot
توران	turan
پرستار	sykepleier
پرستار	sykesøster
مشکی	sort
مشکی	svarte
مشکی	svart
مشکی	black
بنگال	bengal
الحاق	tiltredelse
توریستی	turist
ایان	lan
ایان	ian
استیضاح	riksrett
جاوه	java
متعهد	bundet
متعهد	engasjert
متعهد	begått
متعهد	forpliktet
بلیز	belize
مسمومیت	forgiftning
مجرد	singler
مجرد	single
مجرد	ungkar
مجرد	bachelor
مجرد	ugifte
مجرد	ugift
عروقی	vaskulær
تحکیم	konsolidering
سرگئی	sergei
سرگئی	sergej
درخشش	shine
درخشش	skinne
درخشش	luminositet
درخشش	glødende
درخشش	gløder
درخشش	stråler
درخشش	glitter
درخشش	glød
اینترنشنال	international
اینترنشنال	internasjonalt
اینترنشنال	internasjonale
اینترنشنال	internasjonal
دیترویت	detroit
فرعون	farao
سهره	finch
صمد	samad
شنوایی	høring
شنوایی	hørsel
جواهر	juveler
جواهر	juvel
جواهر	jewel
جواهر	smykker
هیجان	spenning
هیجان	hissig
هیجان	spent
برانگیز	trang
پرتره	portrett
تومور	svulst
فضاپیما	romskip
کپسول	kapsel
بیسبال	baseball
کروموزوم	kromosomer
کروموزوم	kromosom
خستگی	tretthet
خستگی	kjedsomhet
خستگی	utmattelse
بسامد	hyppighet
بسامد	frekvens
استعفای	avskjedssøknad
استعفای	oppsigelse
چاپلین	chaplin
الکتریسیته	elektrisitet
کریک	creek
پنجاب	punjab
غیرممکن	umulig
غیرممکن	umulige
اشیا	gjenstander
اشیا	objekter
اشیا	elementer
مشت	never
مشت	punch
مشت	slå
مشت	punsj
مشت	knyttneve
مشت	knyttneven
ربع	kvart
سهولت	lindre
سهولت	letthet
کنسولگری	konsulatet
کنسولگری	konsulat
جسیکا	jessica
مجنون	sinnssyke
مجنون	sint
مجنون	mad
ویکیپدیای	wikipedia
بالکان	balkan
بالکان	balkan
باروری	fruktbarhet
باروری	drektighet
هوافضا	luftfart
هوافضا	aerospace
عزاداری	sørge
عزاداری	sørger
عزاداری	sorg
عزاداری	sørger
اضطراب	angst
اضطراب	engstelse
شرلوک	sherlock
نسیم	bris
ثور	tor
ثور	thor
نزاکت	høflighet
نزاکت	takt
فروهر	essensen
فروهر	essens
باکس	box
باکس	eske
باکس	kasse
باکس	boks
اسکوشیا	scotia
میش	søye
تعصب	fordom
تعصب	fordommer
تعصب	dogme
تفنگداران	musketerer
تفنگداران	korps
کرک	kirk
درصدی	prosent
درصدی	prosentandel
سنتز	syntese
افغانی	afghansk
افغانی	afn
افغانی	afghanske
افغانی	afghansk
نیر	nir
اصولی	systematisk
سپید	hvit
سپید	white
سپید	hvitt
سپید	hvite
واسکو	vasco
متناهی	begrensede
هدر	heather
طبع	temperamentet
طبع	temperament
نیکولا	nicola
نیکولا	nikola
دریچه	ventil
دریچه	hatch
دریچه	luken
دریچه	klekkes
احساسی	emosjonell
احساسی	emosjonelle
احساسی	emosjonelt
احساسی	følelsesladet
احساسی	følelsesmessig
انجیر	fiken
انجیر	fig
ثالث	tertiær
جوهر	blekk
پلاستیکی	plastikk
پلاستیکی	plast
پن	penn
پن	pan
سس	saus
تیغ	klinge
مولر	müller
مولر	mueller
مولر	muller
مبدا	opprinnelse
مبدا	opphav
رولز	ruller
رولز	rundstykker
رولز	rolls
آرژانتینی	argentinsk
آرژانتینی	argentinske
آرژانتینی	argentinsk
کیل	kale
کیل	kiel
وقفه	avbryter
وقفه	avbrudd
وقفه	avbrytelser
گواهینامه	sertifikat
گواهینامه	sertifikatet
روال	rutiner
روال	rutine
فراموشی	glemmer
زامبیا	zambias
زامبیا	zambia
تم	tam
تم	tema
فاش	avsløre
فاش	åpenhet
ویروسی	viral
ویروسی	virale
بابلی	babylon
بابلی	babylonsk
صداهای	stemmene
صداهای	stemmer
سوسن	lilium
سوسن	susan
رینگ	ring
کفایت	tilstrekkelig
خطرات	risikoer
خطرات	sjanser
خطرات	risiko
خطرات	farer
هاردی	hardy
مخالفین	opposisjon
گوزن	hjortedyr
گوزن	moose
گوزن	elg
گوزن	elgen
گوزن	hjort
گوزن	hjortedyr
گوزن	rådyr
گوزن	caribou
نیومن	newman
نیومن	neumann
دورتموند	dortmund
الیاس	elijah
الیاس	elia
الیاس	elias
لیزری	laseren
لیزری	laser
پاداش	bonus
پاداش	belønner
پاداش	belønninger
پاداش	belønning
پاداش	dusør
نفرین	forbannelse
لمس	touch
لمس	rør
لمس	berøring
لمس	berøre
لمس	berører
لمس	berøring
لمس	gripende
لمس	rørende
لمس	rørt
لمس	berørt
لمس	rørte
لمس	berørte
سوئیسی	sveitsiske
سوئیسی	sveitsisk
سوئیسی	swiss
سویا	soyabønner
واگذاری	delegat
کارن	karen
مهندسین	ingeniører
قشر	cortex
قشر	hjernebarken
طاووس	peacock
طاووس	påfugl
طاووس	påfugler
اسکلت	understellet
اسکلت	understell
اسکلت	skjelett
اسکلت	skeleton
اسکلت	skjelett
اسکلت	skjeletter
پدربزرگ	farfar
پدربزرگ	bestefar
پدربزرگ	farfar
پدربزرگ	farfaren
پدربزرگ	bestefar
گروپ	gruppe
گروپ	gruppen
انحصار	monopol
منجمد	frossen
منجمد	frosne
فواصل	avstander
فواصل	intervaller
فلامینگو	flamingo
خدایی	gud
سیار	mobile
سیار	mobilt
سیار	mobil
پادگان	baser
پادگان	garrison
پادگان	garnisonen
پادگان	garnison
گرمایش	oppvarming
خلاقیت	kreativitet
خلاقیت	kreativiteten
خلاقیت	kreativ
خلاقیت	kreativt
خلاقیت	kreative
اسپورتینگ	sportslig
امریکایی	amerikaner
امریکایی	amerikanske
امریکایی	american
امریکایی	amerikansk
بارون	baron
بارون	regn
بارون	rain
بیکر	baker
بروسیا	borussia
گی	homser
گی	homofile
گی	homofil
گی	gay
مخرب	destruktiv
تهمت	ærekrenkelse
تهمت	injurier
تاسیسات	anlegg
آبیلا	ávila
حسگر	sensor
حسگر	sensoren
مستعمره	koloni
مستعمره	kolonien
بودا	buda
بودا	buddha
خودگردان	autonome
محققین	forskere
قسطنطنیه	konstantinopel
ایمن	trygt
ایمن	safe
ایمن	trygge
ایمن	trygg
ایمن	ayman
ایمن	sikre
ایمن	sikker
ایمن	sikret
ایمن	eamon
جفرسون	jefferson
ناخواسته	uønskede
ناخواسته	uønsket
کاوشگر	sonde
کاوشگر	sonden
کاوشگر	lander
کاوشگر	explorer
کاوشگر	utforsker
کاوشگر	oppdagelsesreisende
قطعاً	avgjort
قطعاً	definitivt
ویرانی	ruin
ویرانی	ødelegge
ویرانی	ødeleggelse
ویرانی	tilintetgjørelse
غده	svulst
غده	kjertel
بروک	brooke
بروک	brook
یزید	yazīd
کاله	kalle
کاله	calais
مرمر	marmor
مقاصد	hensikter
مقاصد	intensjoner
مقاصد	formål
مقاصد	destinasjoner
زیارتگاه	skrin
سنتور	kentaur
توفیق	assistanse
رکن	pillar
پاسخگویی	svar
پاسخگویی	svare
پاسخگویی	respons
جنسیتی	kjønn
گیلبرت	gilbert
پدرو	pedro
تریلر	thriller
تریلر	trailer
چاک	chuck
خوک	griser
خوک	grise
خوک	gris
خوک	pig
بکند	gjør
بازوی	arm
بازوی	armen
دوازدهمین	twelfth
دوازدهمین	tolvte
بیداری	våken
جامی	kopper
جامی	cupen
جامی	kopp
جامی	beger
جامی	cup
نیکون	nikon
بازتابی	flashbacks
آری	aye
تزئینات	dekorasjoner
تزئینات	dekorasjonene
شوهرش	ektemann
کالین	colin
برونو	bruno
مارپیچی	spiral
باخ	bach
قذافی	gaddafi
بازگشایی	gjenåpning
مونتاژ	montasje
گمنام	anonym
گمنام	anonyme
گمنام	anonymt
ناراحتی	vemodig
ناراحتی	sad
ناراحتی	sørgelig
ناراحتی	trist
محبت	vennlighet
محبت	godhet
محبت	omtanke
محبت	hengivenhet
همخوانی	helhet
همخوانی	konsekvens
همخوانی	konsistens
باک	buck
باک	bukken
باک	bak
باک	bock
کارا	kara
کارا	cara
جنبشی	kinetisk
وبا	kolera
جهانگردان	oppdagere
جهانگردان	oppdagelsesreisende
آستوریاس	asturias
تزئین	dekorasjon
تزئین	pynte
تزئین	dekorere
پیشوند	prefiks
بیهوشی	bedøvelse
بیهوشی	blackout
نشستن	sittende
نشستن	sitte
نشستن	sitter
نشستن	sittet
نشستن	sitting
شایان	cheyennene
شایان	cheyenne
نیایش	predestinasjon
نیایش	glorifisering
نیایش	bønner
انصراف	slutta
انصراف	sluttet
انصراف	slutte
انصراف	avslutt
کلامی	verbal
کلامی	språklige
تناقض	paradokset
تناقض	paradoks
تناقض	selvmotsigelse
لیندا	linda
لیندا	lynda
قسم	sverge
قسم	sverger
کمبوجیه	kambyses
آرم	arm
آرم	armen
دلاور	delaware
اتصالات	tilknytninger
اتصالات	tilkoblinger
اتصالات	forbindelser
فراخوانی	stevning
فراخوانی	innkalling
فراخوانی	innkallelse
فراخوانی	ringer
فراخوانی	calling
اسیدی	syre
بیکاری	arbeidsløshet
بیکاری	arbeidsledighet
بیکاری	arbeidsledigheten
فلفل	pepper
هاپکینز	hopkins
شیطانی	demonisk
مگس	fluer
کالاها	varer
لیبریا	liberia
لیبریا	liberias
لیبریا	liberiske
محو	blur
لای	lai
لای	ligg
لای	lay
پنجشنبه	thu
پنجشنبه	torsdagen
پنجشنبه	torsdag
پنجشنبه	thursday
بقای	overlevelse
نامیبیا	namibia
سورینام	surinam
طیفی	spektrale
کمدین	komiker
جن	jen
جن	jenn
عذرخواهی	unnskyldninger
عذرخواهی	unnskyldninger
عذرخواهی	unnskyldning
عذرخواهی	unnskyldningen
میکس	mix
میکس	blanding
میکس	miks
یوهانس	johannes
بذر	sæd
بذر	frø
بذر	frø
عملگر	operatør
تکن	tekken
فرصتی	mulighet
اخطار	varsel
اخطار	varsling
اخطار	advarsel
اخطار	warning
بخارست	bucurești
حباب	bubbles
حباب	bobler
حباب	bobla
حباب	bubble
حباب	boble
پالس	puls
گرانت	grant
هیلاری	hillary
هیلاری	hilary
نژادهای	avler
بهاری	våren
بهاری	spring
مزدا	mazda
نقدهای	omtaler
نقدهای	anmeldelser
نقدهای	kritikker
تفریح	rekreasjon
گان	gunn
نرگس	narcissus
سبزی	næringsrik
کپنهاگ	copenhagen
کپنهاگ	københavn
کپنهاگ	københavns
کارولین	caroline
صدمه	skade
صدمه	skadet
صدمه	skadd
صدمه	skade
صدمه	vondt
شارژ	ladning
شارژ	belastning
شارژ	belastes
شارژ	belastet
خنده	latter
خنده	le
ملایم	varsom
ملایم	milde
ملایم	mild
ملایم	mild
ملایم	mildt
ملایم	myke
ملایم	mykt
ملایم	soft
ملایم	myk
ییلاق	landsbygda
ییلاق	fedreland
ییلاق	landet
ییلاق	land
ییلاق	country
مایا	maya
داند	vet
داند	kjenner
اشتوتگارت	stuttgart
جوار	innrømmer
چنگیز	djengis
لانه	reir
لانه	rede
لانه	hiet
منسوخ	arkaisk
منسوخ	utdatert
منسوخ	utdatert
منسوخ	foreldet
منسوخ	avleggs
سانسکریت	sanskrit
محکومیت	overbevisning
محکومیت	overbevisning
امتیازات	privilegier
امتیازات	scorer
امتیازات	skårer
امتیازات	poengsummer
استعمال	bruken
محفوظ	beskyttet
محفوظ	beskyttes
محفوظ	bevart
محفوظ	bevarte
محفوظ	bevares
شبح	phantom
شبح	fantomet
شبح	ghost
شبح	spøkelse
دورانی	belegg
انگل	parasitter
انگل	parasitten
انگل	parasitt
فروشنده	leverandør
کمیل	camille
کمیل	kamil
تانسور	tensor
منظره	landskap
منظره	liggende
تلفیقی	skjerf
واتیکان	vatikanet
گریس	ynde
گریس	nåden
گریس	nåde
گریس	grace
اتلتیک	athletic
اتلتیک	atletisk
موضوعاتی	temaer
موضوعاتی	emner
آیدین	aydın
سالمندان	sykepleie
سالمندان	eldre
ماموران	betjenter
ماموران	offiserer
ماموران	offiserene
ماموران	konstabler
روحیه	moralen
عشقی	elsk
عشقی	love
عشقی	kjærligheten
عشقی	elsker
عشقی	kjærlighet
موجودیت	enhet
مارکسیست	marksbadi
تدبیر	regulerer
تدبیر	regulere
تدبیر	planlegge
تدبیر	plan
دریاها	hav
رودریگز	rodriguez
رودریگز	rodrigues
رودریگز	rodríguez
ریس	reese
ریس	rhys
ریس	reiss
بشریت	menneskelighet
بشریت	menneskeheten
کوهن	cohn
کوهن	cohen
کوهن	kohn
فیجی	fiji
سمرقند	samarkand
هانتر	jeger
هانتر	hunter
مارینو	marino
پناهنده	flyktning
پناهنده	refugee
پناهنده	flyktning
پناهنده	flyktningene
پناهنده	flyktninger
رزرو	bestilt
رزرو	booket
رزرو	reservert
رزرو	reservasjoner
رزرو	forbehold
رزرو	reservasjon
رزرو	reserver
رزرو	reserve
یخبندان	is
یخبندان	ice
متقارن	symmetrisk
متقارن	symmetrisk
رابینسون	robinson
کویینز	dronninger
کویینز	queens
بخواند	kaller
بخواند	anrop
ملودی	melodi
ملودی	melody
اسبق	forgjenger
زیربخش	inndeling
مکزیکو	méxico
وحی	åpenbaring
دلو	bøtte
دلو	bøtta
دلو	aquarius
استانهای	guvernementer
ضخیم	tjukk
ضخیم	tykk
ضخیم	tykt
ضخیم	tykke
کربنات	karbonat
انقباض	veer
شفت	shaft
سوفیا	sofia
امیدوار	håpefulle
امیدوار	håpefull
بتی	betty
دستورالعمل	instruksjon
دستورالعمل	oppskrift
دستورالعمل	instruksjoner
دستورالعمل	instruks
دستورالعمل	instrukser
خلیلی	khalili
بیعت	troskap
منتسب	påståtte
منتسب	påstått
منتسب	antatt
انگشتان	fingrene
انگشتان	fingrer
انگشتان	fingre
محتوی	beholder
محتوی	container
نامزدها	nominerte
نامزدها	nominasjoner
نامزدها	nominasjon
معصوم	uskyldig
معصوم	innocens
معصوم	uskyldige
کارتون	kartong
کارتون	tegneserie
کارتون	tegnefilm
کارتون	tegneseriefigur
کارتون	tegnefilmer
کارتون	tegnefilm
احتیاط	advarsel
احتیاط	forsiktighet
آموخته	lærte
آموخته	underviste
آموخته	undervist
دربی	derby
گرامر	grammatikk
سپیده	daggry
سپیده	morgengry
سپیده	dawn
نیکو	niko
نیکو	nico
بخت	formue
بخت	fortune
هاله	halle
هاله	aura
هاله	glorie
هاله	halo
توری	rutenett
بنویسد	skrive
بنویسد	skriv
بنویسد	skriving
همسران	ektefeller
همسران	hustruer
همسران	konene
همسران	koner
همسران	hustruer
قراردادهای	kontrakter
قراردادهای	protokoller
هوندا	honda
دیداری	visuell
دیداری	visuelt
آتی	fremtid
بهای	pris
آیفون	iphone
گیلاس	cherry
ارکان	pillar
شایستگی	kvalifiserte
شایستگی	kvalifisert
شایستگی	merit
مشتقات	derivater
مشتقات	varianter
اسکای	skye
اسکای	himmel
اسکای	sky
اسکای	himmelen
سنگر	bunker
تصدی	commission
تصدی	provisjon
تصدی	kommisjon
موجی	vink
موجی	bølge
موجی	bølger
کارآمد	effektive
کارآمد	effektiv
کارآمد	effektivt
انعطاف	fleksibelt
انعطاف	fleksible
انعطاف	fleksibel
ادارات	kontor
ادارات	kontorer
ردیابی	sporer
ردیابی	sporing
ردیابی	tracker
ماهانه	månedlige
ماهانه	månedlig
قدیس	helgen
قدیس	saint
تهی	tomrommet
تهی	tomrom
تهی	tomme
تهی	tomt
تهی	tom
رفیع	high
رفیع	rus
رفیع	høy
رفیع	høyt
رفیع	høgt
رفیع	rafi
نگاشت	kart
جمجمه	skaller
جمجمه	skallen
جمجمه	hodeskalle
جمجمه	skull
جمجمه	skalle
عطار	attar
سوزن	nåler
سوزن	nål
بنادر	havner
جوزپه	giuseppe
اعتدال	moderasjon
اعتدال	jevndøgn
پذیرایی	losji
پذیرایی	mottakelse
