से	from
जगह	espaiat
जगह	lloc
जगह	place
जगह	espai
भिन्न	discret
भिन्न	diferent
भिन्न	diferents
भिन्न	fracció
लोक	loka
लोक	públic
लोक	públics
लोक	public
लोक	públiques
लोक	folk
सब	tots
सब	totes
पूरा	completat
पूरा	finalitzats
पूरा	plens
पूरा	ple
पूरा	plena
पूरा	sencer
पूरा	sencera
पूरा	completa
पूरा	complet
आवश्यकता	exigència
आवश्यकता	requisit
आवश्यकता	exigeixen
आवश्यकता	requereixen
प्रकाश	llum
प्रकाश	prakash
प्रकाश	llums
नई	nova
नई	nou
नई	noves
चिकित्सा	mèdica
चिकित्सा	teràpia
दूसरी	segon
दूसरी	segona
कार्यक्रम	programes
कार्यक्रम	esdeveniments
कार्यक्रम	programa
कार्यक्रम	esdeveniment
कार्यक्रम	programa
पुराने	antic
सदी	segle
भगवान	déu
भगवान	lord
भगवान	senyor
लिखा	escrit
संस्थान	institut
संस्थान	instituts
संस्कृति	cultura
अंग्रेज़ी	anglès
पूर्ण	perfecte
पूर्ण	perfecta
पूर्ण	plens
पूर्ण	ple
पूर्ण	plena
पूर्ण	completa
पूर्ण	complet
पूर्ण	completat
पूर्ण	finalitzats
परिवर्तन	conversió
परिवर्तन	transició
परिवर्तन	canvis
परिवर्तन	transformació
परिवर्तन	canvia
परिवर्तन	canvi
टीम	equips
टीम	equip
चर्चा	debat
चर्चा	discussió
संगठन	organització
संगठन	organitzacions
अगर	agar
शैली	estil
शैली	shelly
तुलना	comparació
स्कूल	escoles
स्कूल	escola
पुस्तक	llibre
लेखक	escriptor
लेखक	autors
लेखक	escriptores
लेखक	escriptors
लेखक	autor
संस्करण	versions
संस्करण	versió
खिलाड़ी	jugadors
खिलाड़ी	atleta
खिलाड़ी	esportista
खिलाड़ी	reproductor
खिलाड़ी	jugador
ट्रेन	tren
ट्रेन	entrena
ट्रेन	trens
प्रचलित	prevalent
आकार	formes
आकार	forma
आकार	talles
आकार	mides
आकार	mida
उत्तरी	northern
सीमा	límit
सीमा	sima
सीमा	frontera
सीमा	vores
सीमा	vora
सीमा	interval
सीमा	límits
पश्चिमी	western
आर्थिक	econòmic
आर्थिक	econòmica
आर्थिक	econòmics
आर्थिक	economic
आर्थिक	econòmiques
राजधानी	capitals
राजधानी	capital
दर्शन	darshan
दर्शन	filosofia
दर्शन	visió
वहाँ	hi
वहाँ	allà
विधि	mètodes
विधि	llei
विधि	mètode
विधि	modalitat
विधि	mode
अवधि	durada
अवधि	duració
अवधि	període
अवधि	períodes
दृष्टि	visual
दृष्टि	visió
सिद्धांत	teoria
सिद्धांत	siddhanta
सिद्धांत	principis
सिद्धांत	dogma
कलाकार	artistes
कलाकार	artista
बैंक	banks
बैंक	bancs
बैंक	bank
बैंक	banc
ज्यादा	més
अंतिम	darrer
अंतिम	últim
अंतिम	última
अंतिम	darrera
विशिष्ट	específics
विशिष्ट	específic
विशिष्ट	distingit
हिन्दू	hindú
लाल	rojos
लाल	vermells
लाल	roig
लाल	vermell
लाल	red
रहने	quedant
पूर्वी	est
समर्थन	suport
समर्थन	avals
समर्थन	aval
व्यापार	negoci
व्यापार	negocis
व्यापार	comerç
प्रयास	intents
प्रयास	esforç
महिला	dona
महिला	senyora
महिला	dama
महिला	femení
महिला	femella
परियोजना	projecte
जीवित	sobreviure
नामांकन	candidatura
अभिनेता	actors
अभिनेता	actor
क्षमता	capacitat
क्षमता	capacitats
क्षमता	potencials
क्षमता	potencial
पाया	trobat
स्पष्ट	obvi
स्पष्ट	evident
वो	ella
पृथ्वी	earth
पृथ्वी	terra
गति	velocitat
गति	velocitat
गति	sembrant
गति	moviment
परिणाम	resultat
परिणाम	resultats
राजस्थान	rajasthan
लेने	tenint
होगा	will
होगा	voluntat
पुत्र	fill
सहित	inclòs
शासन	regnat
शासन	regla
शासन	governança
शासन	règim
नियंत्रण	control
नियंत्रण	controls
प्रभावित	afectats
प्रभावित	impressionat
प्रभावित	impressionada
प्रभावित	impressionar
छत्तीसगढ़	chhattisgarh
वर्णन	descripció
क्रिकेट	criquet
योजना	esquema
योजना	pla
एशिया	àsia
सन	sol
राजनीतिक	rajkot
प्राकृतिक	naturals
प्राकृतिक	natural
स्थानीय	local
स्थानीय	locals
कहानी	història
कहानी	narrativa
कहानी	narració
वृद्धि	increment
वृद्धि	augment
वृद्धि	creixement
सुरक्षा	seguretat
सुरक्षा	protecció
सुरक्षा	seguretat
लोकप्रिय	popular
लोकप्रिय	populars
कवि	poeta
हिस्सा	part
पद	posició
पद	termini
पद	rang
हाथ	mà
जनता	públic
जनता	públics
जनता	public
जनता	públiques
विस्तार	expansió
विस्तार	connectors
विस्तार	extensions
विस्तार	pròrrogues
विस्तार	ampliacions
विस्तार	ampliació
विस्तार	extensió
विस्तार	pròrroga
पूरे	sencer
पूरे	sencera
युग	yuga
युग	època
द्वितीय	segon
द्वितीय	segona
चुनाव	eleccions
चुनाव	elecció
व्यक्तिगत	personals
व्यक्तिगत	individu
व्यक्तिगत	individuals
व्यक्तिगत	individual
व्यक्तिगत	individualisme
मेल	correu
दूसरा	segon
दूसरा	segona
प्रवेश	admissió
यूरोप	europe
यूरोप	europa
दूरी	distància
दूरी	espaiat
निर्मित	construït
निर्मित	construit
निर्मित	edificat
निर्मित	creades
निर्मित	creats
निर्मित	creat
सामग्री	contingut
सामग्री	material
सामग्री	continguts
सामग्री	materials
सामग्री	matèries
ऊर्जा	energia
घटनाएँ	esdeveniments
ली	lee
वैज्ञानिक	científic
वैज्ञानिक	científics
कुमार	kumar
उद्देश्य	finalitats
उद्देश्य	aim
उद्देश्य	finalitat
उद्देश्य	propòsit
प्रस्तुत	presentat
प्रस्तुत	presentats
प्रान्त	província
ऐतिहासिक	històric
ऐतिहासिक	històrica
सर्वश्रेष्ठ	millor
धार्मिक	religiós
द्वीप	illa
केंद्र	centra
केंद्र	center
केंद्र	centre
केंद्र	centre
जनसंख्या	població
यही	precedents
यही	precedent
दर	taxa
सामने	front
ठीक	multa
रेल	ferrocarrils
रेल	ferrocarril
रेल	entrena
रेल	trens
दिए	donades
दिए	donada
पदार्थ	matèria
पदार्थ	material
पदार्थ	substància
पदार्थ	materials
पदार्थ	matèries
तथ्य	fets
लाभ	prestacions
लाभ	beneficis
लाभ	avantatge
लाभ	lucre
लाभ	benefici
लाभ	avantatges
लाभ	guany
साम्राज्य	imperi
साम्राज्य	monarquia
सदस्यों	membres
देवी	deessa
देवी	devi
भूमि	land
व्यापक	elaborades
व्यापक	elaborada
किमी	cicloturista
किमी	kms
किमी	mph
प्रबंधन	gestiona
प्रबंधन	gestionar
प्रबंधन	gestió
परीक्षण	test
परीक्षण	prova
परीक्षण	proves
परीक्षण	provant
परीक्षण	assaig
परीक्षण	proves
अनुसंधान	recerca
अनुसंधान	investigació
आन्ध्र	andhra
गीत	cançons
गीत	songs
गीत	lletres
गीत	lletra
गीत	cançó
गीत	song
गणना	comte
गणना	càlcul
गणना	calculat
गणना	calcula
गणना	calcular
निम्न	baix
निम्न	baixes
खोज	cerques
खोज	cerca
खोज	exploració
खोज	descobreix
खोज	descobriment
सांस्कृतिक	cultural
सांस्कृतिक	culturals
जाति	gèneres
जाति	cursa
जाति	casta
व्यवहार	conductes
व्यवहार	comporti
व्यवहार	comportament
योगदान	contribueixen
योगदान	contribuir
योगदान	aportació
योगदान	aportacions
योगदान	contribucions
प्रतिशत	percentatge
प्रतिशत	percentatge
सही	perfecte
सही	perfecta
सही	dret
सही	dreta
सही	cert
सही	true
सही	corregeix
सही	corregir
सही	correctes
पुरुष	homes
पुरुष	masculí
पुरुष	mascle
पुरुष	home
पुरुष	man
मिल	almàssera
मिल	mill
मिल	molí
जनगणना	cens
संबंधी	relatiu
अंतर्गत	arres
उद्योग	indústries
उद्योग	indústria
छोटी	petita
छोटी	petites
छोटी	curt
मदद	auxili
मदद	ajuda
मदद	ajut
दिशा	direcció
दिशा	orientació
सूचना	info
सूचना	notificació
सूचना	preavís
सूचना	informació
कमी	manca
कमी	falta
पत्र	carta
राम	ram
राम	rama
नवम्बर	novembre
नवम्बर	nov
माता	mata
पीछे	esquena
पीछे	posterior
राष्ट्रपति	president
दल	parts
दल	cohorts
दल	tripulació
दल	party
दल	partit
दल	festa
दल	cohort
मीटर	mts
मीटर	mesurador
मीटर	metre
मीटर	metres
मीटर	metre
मीटर	metres
क्रिया	acció
क्रिया	verb
क्रिया	accions
क्रिया	activitat
गूगल	google
गूगल	google+
कॉलेज	college
विवाह	casaments
विवाह	bodes
विवाह	matrimonis
विवाह	matrimoni
विवाह	boda
विवाह	casament
मैच	coincidència
बनाए	creades
बनाए	creats
बनाए	creat
सुधार	millores
सुधार	correcció
सुधार	reforma
सुधार	millora
समाप्त	acabat
समाप्त	finalitza
समाप्त	final
समाप्त	completat
समाप्त	finalitzats
समाप्त	caduca
समाप्त	acabada
समाप्त	finalitzat
समाप्त	acabat
समाप्त	caducat
समाप्त	vençut
दिनों	dies
बच्चों	nens
प्रौद्योगिकी	tecnologia
महत्व	importància
रह	quedant
नियम	regles
नियम	normes
नियम	regla
जन्मे	nascut
जन्मे	born
शब्दों	paraules
चीनी	xinès
चीनी	xinesos
स्वास्थ्य	sanitat
स्वास्थ्य	salut
सहायक	assistent
सहायक	ajudant
सहायक	útils
सहायक	ajudant
सहायक	conduents
घोषणा	anunci
घोषणा	declaració
प्रयुक्त	emprat
प्रयुक्त	utilitzat
प्रयुक्त	utilitzats
प्रयुक्त	usat
प्रयुक्त	pretor
उल्लेख	menció
उल्लेख	mencions
उल्लेख	esmenta
उपयुक्त	alineat
उपयुक्त	alineada
उपयुक्त	alineats
उपयुक्त	apropiat
उपयुक्त	correspongui
बंद	tanca
बंद	apagat
बंद	off
बंद	tancat
किलोमीटर	quilòmetres
किलोमीटर	quilòmetre
किलोमीटर	kilòmetres
जिसने	qui
जिसने	who
इंग्लैंड	anglaterra
इंग्लैंड	eng
धीरे	gradualment
धीरे	lentament
सार्वजनिक	públic
सार्वजनिक	públics
सार्वजनिक	public
सार्वजनिक	públiques
लाख	lakh
लाख	milions
लाख	milió
लाख	lac
खिलाफ	contra
खिलाफ	against
सफल	prosper
सफल	pròsper
सफल	prolífic
सफल	èxit
जाए	jaye
पहचान	identificació
पहचान	identitats
पहचान	identitat
राष्ट्र	nacions
राष्ट्र	nació
देना	dena
संग्रह	cobraments
संग्रह	arxiu
संग्रह	arxiva
संग्रह	recollida
भीतर	inside
भीतर	endins
भीतर	dins
मौजूद	existeixen
मौजूद	existir
मौजूद	presents
मौजूद	present
रक्त	sang
कांग्रेस	congrés
सम्मान	respect
सम्मान	respecte
सम्मान	honor
नृत्य	dansa
स्रोत	font
स्रोत	fonts
एकल	single
संकेत	indicatiu
संकेत	consell
संकेत	senyal
संकेत	símbol
मानक	estàndard
स्वतंत्रता	llibertat
स्वतंत्रता	llibertat
स्वतंत्रता	independència
यौगिक	compost
विकि	wiki
विद्यालय	escoles
विद्यालय	escola
अंतर्राष्ट्रीय	internacional
अंतर्राष्ट्रीय	international
अंतर्राष्ट्रीय	internacionals
विशाल	enorme
विशाल	grandiós
विशाल	grans
गैर	non
बंगाल	bengala
कानून	llei
कानून	lleis
महान	gran
बल	força
भाई	bro
भाई	bhai
भाई	germà
तहत	arres
उपचार	remei
उपचार	tractament
उपचार	tractaments
केन्द्र	centra
केन्द्र	center
केन्द्र	centre
केन्द्र	centre
अवस्था	estat
लागू	aplicats
लागू	aplicat
लागू	aplicada
लागू	aplica
लागू	aplicables
लागू	aplicable
निजी	personals
निजी	privat
निजी	privats
निर्णय	fallada
निर्णय	sentència
निर्णय	decisió
निर्णय	decisions
जॉन	john
जॉन	joan
मिला	trobat
मिला	mila
घंटे	hores
घंटे	hrs
वंश	dinastia
प्रारंभिक	inicial
प्रारंभिक	preliminar
मुक्त	lliure
मुक्त	gratuït
मुक्त	lliures
परन्तु	però
मनुष्य	humà
मनुष्य	humans
मनुष्य	home
मनुष्य	man
उपकरण	eina
उपकरण	dispositius
उपकरण	equipaments
उपकरण	equipament
उपकरण	electrodomèstics
उपकरण	aparells
उपकरण	dispositiu
उपकरण	eines
विक्रम	vikram
नेपाल	nepal
ऑफिस	despatx
ऑफिस	office
ऑफिस	oficina
बदलाव	canvia
बदलाव	canvi
अनुमति	permisos
अनुमति	permesos
अनुमति	permès
अनुमति	permís
नीति	pòlissa
नीति	política
हवाई	hawaià
हवाई	hawaii
गांव	poble
गांव	aldea
वापस	esquena
यूरोपीय	europe
यूरोपीय	europa
यूरोपीय	european
पटना	patna
साधारण	simple
साधारण	senzill
साधारण	trivial
साधारण	mediocres
साधारण	general
पंजाब	punjab
दक्षिणी	sud
बैंड	banda
नया	nova
नया	nou
नया	noves
पर्वत	muntanya
सूर्य	sol
अनुवाद	traducció
अनुवाद	tradueix
अनुवाद	traduir
अनुवाद	traduccions
समुदाय	comunitats
समुदाय	comunitat
मान	valors
मान	valor
स्वतंत्र	independents
स्वतंत्र	independent
टीवी	televisió
हाल	recents
हाल	recent
चला	executa
चला	córrer
कथा	katha
कथा	narrativa
कथा	narració
पक्ष	favor
पक्ष	side
पक्ष	costat
दृश्य	visualitzacions
दृश्य	escena
दृश्य	visible
दृश्य	visibles
दृश्य	vista
दृश्य	visualitza
दृश्य	visualització
भोजन	menjar
भोजन	alimentació
भोजन	aliments
भोजन	sopar
भोजन	àpat
शिव	shiv
शिव	shiva
मॉडल	models
मॉडल	model
मुंबई	bombai
मुंबई	mumbai
आयोजित	celebrat
प्रकाशन	edició
प्रकाशन	publicant
प्रकाशन	publicació
प्रांत	província
मिलियन	milà
मिलियन	milions
मिलियन	milió
मिलियन	milions
पांच	five
पांच	cinc
संचालित	operat
संचालित	accionada
उससे	ell
वहां	hi
वहां	allà
विधानसभा	assemblea
मन	ment
मन	mann
ऑस्ट्रेलिया	austràlia
उम्र	edat
सागर	sagar
सागर	mar
सक्रिय	habilitat
सक्रिय	adjectiu
सक्रिय	actiu
निश्चित	certes
निश्चित	determinats
निश्चित	segur
अभिनेत्री	actriu
छोड़	salta
छोड़	omet
छोड़	excedència
कृपया	sisplau
