травму	trauma
гражданина	shtetasi
гражданина	qytetare
гражданина	qytetar
флоренции	firence
занят	zene
занят	zënë
баз	baza
баз	bazat
баз	baz
добровольцев	vullnetarë
добровольцев	vullnetarët
добровольцев	vullnetar
добровольцев	vullnetare
рождение	lindja
рождение	lindi
рождение	linde
винтовки	pushkët
самостоятельный	autonome
доски	bordet
доски	dërrasa
отступить	tërheqje
отступить	terheqje
вступление	intro
вступление	prezantimi
существо	wesen
существо	krijesë
существо	krijese
открытая	hape
открытая	hap
открытая	hapur
открытая	hapu
знати	fisnikët
принесли	sjellë
принесли	solle
принесли	solli
единство	uniteti
единство	unitet
единство	bashkimi
восьмой	tetë
восьмой	teti
восьмой	teta
столкновение	përplasje
столкновение	përplasja
столкновение	përleshje
столкновение	përleshen
столкновение	përleshja
батарея	baterisë
батарея	bateria
батарея	bateri
оценил	vlerësuar
оценил	vlerësohet
топливо	karburantit
топливо	karburantin
топливо	karburant
топливо	karburanti
топливо	karburantet
зенит	zenit
зенит	zenith
педагогических	pedagogjike
рико	riko
рико	rico
снятие	tërheqje
снятие	tërheqja
снятие	tërheqjen
прекращения	përfundimin
купил	ble
купил	bleu
купил	blera
купил	blihen
купил	blerë
купил	blere
купил	blihet
купил	blerë
срочно	urgjente
срочно	urgjent
срочно	urgjentisht
срочно	urgjent
похожие	ngjashme
похожие	ngjashëm
врачи	mjekë
врачи	mjekët
врачи	doktorë
врачи	mjekë
врачи	mjeket
врачи	mjekët
врачи	doktore
врачи	doktorët
глубину	thellësia
глубину	thellësi
галактики	galaktikat
собирать	mbledhë
собирать	mbledhin
собирать	mbledh
собирать	mblidhni
уникальный	unik
уникальный	unike
массачусетс	masaçusets
мюллер	müller
мюллер	muller
мостов	urat
мостов	urave
мостов	ura
миллион	milionë
миллион	million
комнаты	dhoma
комнаты	dhomat
ралли	miting
ралли	tubimi
ралли	tubim
сократить	reduktojnë
сократить	reduktuar
сократить	preje
сократить	prerje
стрельба	xhirimet
стрельба	shtënat
стрельба	qitje
стрельба	xhirimi
раскопки	gërmimi
раскопки	gërmimet
раскопки	gërmimet
корпорация	korporata
корпорация	corporation
корпорация	korporatë
корпорация	korporatën
австрийская	austriake
австрийская	austriak
перестал	ndalur
перестал	ndali
перестал	ndaluan
перестал	ndaloi
стрелок	gjuajtës
стрелок	gjuajtësi
региональный	rajonal
региональный	rajonale
региональный	regjionale
региональный	rajonalë
резиденция	vendbanim
резиденция	rezidenca
резиденция	vendbanimi
катание	patinazhit
катание	patinazh
католицизм	katolicizmin
эпитет	epiteti
изготовление	prodhim
изготовление	prodhim
изготовление	bërja
изготовление	making
победителей	fituesit
пользователи	përdoruesit
пользователи	përdorues
пользователи	përdoruesve
полу	gjysmë
борисов	borisov
землетрясения	tërmetet
землетрясения	tërmete
землетрясения	termeti
землетрясения	tërmeti
землетрясения	tërmet
землетрясения	termet
колоний	koloni
колоний	kolonitë
христиане	christian
христиане	kristiane
христиане	krishterë
христиане	kristian
христиане	krishter
христиане	kristiani
христиане	krishterë
тыл	prapa
тыл	prapavijë
тыл	pasme
кипр	qipro
кипр	qiproja
мифы	mite
мифы	mitet
судьбу	fatin
судьбу	fati
судьбу	fatit
судьбу	fatin
судьбу	fati
глубины	thellësi
глубины	thellësitë
глубины	thellësia
глубины	thellësi
ногу	këmbe
ногу	këmbë
ногу	këmba
ногу	këmb
ногу	kembe
ногу	këmbën
ногу	kemba
ногу	këmba
ногу	këmbë
страх	frik
страх	frikën
страх	frika
страх	frikë
страх	friken
страх	frika
интересная	interesant
интересная	interesante
заседания	mbledhjet
заседания	takime
заседания	takimet
побеждает	fiton
разработчик	zhvilluesit
статуи	statujat
статуи	statuja
активная	aktive
активная	active
активная	aktiv
оперативной	operative
оперативной	operativ
оперативной	operacionale
оперативной	operacional
оперативной	veprues
начальное	kryesor
начальное	parësore
начальное	primare
начальное	primar
начальное	parësor
заметили	vërejtur
вмешательства	ndërhyrje
вмешательства	nderhyrje
вмешательства	ndërhyrja
вмешательства	ndërhyrje
вмешательства	ndërhyrja
вмешательства	ndërhyrjen
корона	kurora
корона	kurorë
корона	kurore
корона	kurorën
корона	korona
политиков	politikanëve
политиков	politikanet
политиков	politikanë
политиков	politikanët
посла	ambasadore
посла	ambasador
посла	ambasadori
регулярного	rregullt
нова	nova
разногласия	dallimet
разногласия	diferencat
разногласия	dallime
разногласия	mosmarrëveshje
разногласия	mosmarrëveshjet
разногласия	mosmarrëveshja
разногласия	mosmarrëveshje
разногласия	mosmarrëveshjet
разногласия	mosmarrëveshjeve
операторы	operatorë
операторы	operatorëve
операторы	operatorët
производственного	produktive
эмигрировал	emigruan
эмигрировал	emigruar
риа	ria
традиционный	tradicionale
традиционный	tradicional
традиционный	tradicionalë
генералов	gjeneralë
генералов	gjeneralëve
генералов	gjeneralët
фонтан	fontana
ресторан	restorant
ресторан	restaurant
углы	këndet
углы	cepat
углы	cepa
углы	këndet
углы	kënde
партизаны	partizanët
отчет	raporti
отчет	report
отчет	raport
экспорт	eksporton
экспорт	eksporteve
экспорт	eksporte
экспорт	eksportet
экспорт	eksporti
экспорт	eksportit
экспорт	eksporti
антония	antonia
вещь	gje
вещь	gjë
вещь	send
подтверждено	konfirmohet
подтверждено	konfirmuar
подтверждено	konfirmoi
шведская	suedez
шведская	suedeze
враг	armike
враг	armiku
враг	armik
изменилось	ndryshuar
изменилось	ndryshoi
богдана	bohdan
наследник	trashëgimtarë
наследник	trashëgimtari
наследник	trashëgimtar
наследник	trashëgimtarin
коммунистическая	komunist
коммунистическая	komunistë
коммунистическая	komuniste
широкая	gjerë
широкая	gjërë
мюзикл	muzikor
мюзикл	muzikore
мюзикл	musical
резерв	rezervat
резерв	rezervë
репрессий	shtypje
репрессий	shtypja
репрессий	shtypjes
прозвища	pseudonimet
поняли	kuptohet
поняли	kuptova
интересный	interesant
интересный	interesante
реальные	real
реальные	reale
реальные	vertet
реальные	vërtetë
теннис	tenis
теннис	tenisi
ключи	çelësat
ключи	çelësa
ключи	çelsat
ключи	qelsa
лавры	dafinën
сделанные	made
восприятия	perceptimet
банды	bandat
банды	bandave
татарский	tatar
духовное	shpirtërore
духовное	shpirtëror
славу	fama
славу	famë
славу	famës
славу	fame
славу	lavdi
таиланд	tajlandë
финансирование	financimin
финансирование	financime
финансирование	financimi
финансирование	financimet
финансирование	financim
финансирование	fondet
финансирование	fonde
финансирование	financimi
финансирование	financime
финансирование	financa
финансирование	finance
финансирование	financë
младшая	younger
глазго	glasgou
соперников	rivalë
соперников	rivalët
пакистан	pakistan
пакистан	pakistani
робин	robin
робин	robyn
библиотек	biblioteka
библиотек	librari
библиотек	bibliotekat
угроза	kërcënim
угроза	kërcënim
угроза	kërcënimi
председатели	karrige
председатели	karriget
председатели	kryetarët
председатели	kryetarë
председатели	presidentë
председатели	presidentëve
председатели	presidentët
мозель	moselle
подростков	adoleshentët
подростков	adoleshentët
подростков	adoleshentë
демо	demo
демо	demonstrimi
демо	demos
трагедия	tragjike
трагедия	tragjik
трагедия	tragjedi
трагедия	tragjedia
заседание	seanca
заседание	seancën
заседание	sesion
заседание	seancë
заседание	takimi
заседание	mbledhje
заседание	takim
ушла	gone
ушла	iku
ушла	iken
ушла	shkuar
ушла	ikur
ушла	ikën
теоретик	teoricien
луки	harqet
луки	harqe
луки	luca
луки	lluka
луки	luka
луки	lukë
таиланда	tajlandë
таиланда	thai
пройдя	kalim
советники	këshilltarët
советники	këshilltarët
советники	këshilltarët
советники	këshilltarëve
отправили	derguar
отправили	dërguar
отправили	derguar
отправили	dërgoi
отправили	dërguar
аэропорты	aeroporte
аэропорты	aeroportet
гитлер	hitlerin
гитлер	hitler
гитлер	hitleri
гитлер	hitlerit
связанный	lidhur
связанный	lidhi
оплаты	pagesën
оплаты	pagesë
оплаты	pagese
оплаты	pagesa
организмов	organizma
организмов	organizmave
организмов	organizmat
присоединиться	bashkohen
присоединиться	bashkohuni
присоединиться	bashkohem
присоединиться	bashkohu
хьюстон	houston
хьюстон	hjuston
счастье	lumturi
счастье	lumturia
загрузки	shkarkimet
холл	halli
холл	sallë
холл	hall
культ	kulti
культ	kult
домашнее	shtëpie
лесных	pyll
лесных	pylli
поколений	gjenerata
поколений	brezave
поколений	brezat
поколений	gjeneratat
поколений	breza
македония	maqedoni
македония	macedonia
македония	maqedonia
македония	maqedonisë
утверждено	miratohet
утверждено	miratuar
утверждено	aprovuar
волос	qime
волос	floku
волос	flokë
волос	flokët
волос	floket
волос	floke
создатели	krijuesit
покрытия	mbuloni
покрытия	mbulojë
покрытия	cover
покрытия	mbulim
покрытия	mbuloje
ферма	ferma
ферма	fermë
произносится	shqiptohet
грозный	grozny
условие	gjendje
условие	kusht
условие	kushti
объединять	kombinojnë
португальский	portugeze
низкий	low
низкий	ulët
никуда	asgjëkundi
никуда	askund
древесины	druri
древесины	dru
уменьшить	reduktojnë
уменьшить	reduktuar
уменьшить	pakësimi
уменьшить	ulje
уменьшить	pakësim
уменьшить	psikiatër
типичный	tipik
типичный	tipike
геолог	gjeolog
мобильных	mobile
мобильных	mobil
мобильных	celularë
мобильных	celulari
получены	mori
азота	azotit
усовершенствования	përmirësimet
усовершенствования	përmirësimeve
усовершенствования	përmirësime
усовершенствования	shtesat
дань	nderim
мозг	truri
мозг	tru
мозг	trurin
мозг	tru
поднял	ngriti
поднял	rrita
бред	brad
дэнни	deni
дэнни	danny
дэнни	deni
секция	seksionin
секция	seksioni
секция	seksion
десятка	dhjete
десятка	dhjet
десятка	dhjeta
десятка	ten
десятка	dhjetë
десятка	duzinë
нацистской	nazistët
нацистской	nazistë
нацистской	nazistëve
нацистской	nazist
нацистской	naziste
господин	dominus
господин	padroni
богатых	pasur
богатых	pasurit
богатых	pasanik
сау	sau
биология	biologji
акулы	peshkaqenë
акулы	peshkaqenët
акулы	peshkaqen
акулы	peshkaqeni
диалектов	dialektet
сложность	veshtiresi
сложность	vështirësia
сложность	vështirësi
сложность	kompleksitetin
прибытия	ardhja
прибытия	arritja
прибытия	mbërritja
прибытия	ardhjen
осло	oslo
расписание	planifikimi
расписание	orar
расписание	orari
введено	futet
введено	prezantuar
введено	futur
введено	futi
квантовой	kuantike
джонатан	jonathan
снималась	protagoniste
разрыв	shpërbërja
разрыв	ndarje
разрыв	thyerjes
разрыв	hendek
разрыв	gap
пошла	shkuan
пошла	shkoi
пошла	vajti
пошла	shkove
греки	grekët
греки	grekë
греки	greqisht
греки	grek
греки	greku
греки	greke
проявления	manifestimet
проявления	manifestim
богослов	teolog
эволюция	evolucioni
эволюция	evolution
эволюция	evolucion
подписания	firmosja
подписания	nënshkrimin
подписания	nënshkrimi
подписания	firma
подписания	nënshkrimi
подписания	firmë
подписания	firmën
леонардо	leonardo
дипольный	dipole
водитель	shofer
водитель	shoferi
постоянная	përhershme
постоянная	përhershëm
постоянная	konstante
постоянная	konstant
постоянная	vazhdueshme
монахов	murgjit
монахов	murgj
паоло	paolo
завоевать	pushtoj
вино	verë
вино	vere
вино	venë
вино	veres
бокс	boksin
бокс	boxing
бокс	boksi
бокс	boks
прожил	jetonin
прожил	jetova
прожил	jetoi
прожил	jetonte
прожил	jetuan
рабов	skllevër
рабов	skllever
рабов	skllevërit
формируется	formimin
формируется	formimi
боливии	bolivian
боливии	bolivi
популярная	popullor
популярная	popullore
желающие	urimi
шейх	sheik
шейх	sheiku
шейх	sheik
охлаждения	ftohen
охлаждения	ftohjes
путешественник	udhëtar
гаити	haiti
арсенал	arsenal
арсенал	arsenali
отбор	zgjedhjen
отбор	zgjedhja
отбор	përzgjedhje
заменена	zëvendësoi
заменена	zëvendësua
заменена	zëvendësohet
автономии	autonominë
автономии	autonomi
автономии	autonomia
мадам	zonjë
мадам	madam
молока	qumesht
молока	qumësht
молока	qumeshti
молока	qumështi
специалиста	specialist
словари	dictionaries
длительность	kohëzgjatja
длительность	zgjatja
окончательный	finalja
окончательный	finale
окончательный	final
окончательный	përfundimtar
мера	masë
департаменты	departamentet
новичков	rinjtë
фазы	fazat
рекорды	records
меню	menuja
меню	menu
меню	menyja
меню	meny
белград	beograd
белград	beogradi
белград	beogradit
вилли	willy
вилли	willie
хлеба	bukë
хлеба	buka
хлеба	buke
владельцев	pronarëve
владельцев	pronaret
владельцев	pronarë
владельцев	pronarët
кислот	acide
дословно	verbatim
археологических	arkeologjike
археологических	arkeologjik
археологических	arkeologjike
археологических	arkeologjik
сорока	dyzetë
сорока	forty
сорока	dyzet
сорока	laraska
наталия	natalia
приносит	sjell
инициатором	nismëtare
дерби	derbi
дерби	derby
голода	urinë
голода	uri
голода	uria
испанию	spanjës
испанию	spanjë
испанию	spanja
испанию	spain
ассамблеи	asambletë
ассамблеи	kuvendi
ассамблеи	asamble
ассамблеи	kuvendit
фернандес	fernandez
фернандес	fernandes
снаружи	jashtë
снаружи	jashte
археолог	arkeologu
отмечена	etiketuar
отмечена	shënoi
отмечена	shënuar
отмечена	shënohet
баскетбол	basketball
баскетбол	basketbollit
баскетбол	basketboll
баскетбол	basketbolli
константинополь	kostandinopojë
гектаров	hektarë
предпочтение	preferenca
предпочтение	preferohet
предпочтение	preferuar
предпочтение	preferonte
общение	komunikim
общение	komunikimi
общение	komunikimit
встретились	takova
джефф	geoff
джефф	xhef
джефф	jeff
абд	abd
луч	rrezen
противоречия	kontradikta
противоречия	kontradiktë
аст	ast
амстердам	amsterdam
амстердам	amsterdami
эми	amy
эми	emi
антуан	antoine
цветок	lulja
цветок	lulen
цветок	lule
философские	filozofik
философские	filozof
философские	filozofike
частная	privatë
частная	privat
частная	private
цру	cia
цру	cla
цру	cia
цру	cla
калия	kalium
ленте	furnizimi
ленте	ushqyer
ленте	feed
морган	morgan
прокурор	prokuror
прокурор	prokurori
мигель	miguel
мигель	migel
равных	barabartë
равных	barabart
равных	baraz
коммуне	bashkësi
сомали	somali
арк	qarkor
арк	arka
арк	ark
чай	tea
чай	çaji
чай	çaj
чай	qaji
чай	caji
этапы	fazat
этапы	fazat
этапы	faza
этапы	hapat
этапы	hapa
доверие	besim
доверие	besimi
доверие	beso
доверие	besë
доверие	trust
доверие	besim
доверие	besimi
интерьер	brendshme
интерьер	brendshëm
уничтожено	shkatërroi
уничтожено	shkatërruar
уничтожено	shkatërruan
мэтт	matt
мэтт	mat
мэтт	met
мэтт	meti
блоки	blloqet
блоки	blloqe
михаэль	majkell
михаэль	michael
михаэль	majkëll
михаэль	majkëlli
хью	hug
леопольд	leopold
склоне	shpat
нормальная	normale
нормальная	normal
нос	hunda
нос	hundën
нос	hundë
нос	hunde
произношение	shqiptimin
наследника	trashëgimtarë
наследника	trashëgimtari
наследника	trashëgimtar
наследника	trashëgimtarin
пит	pete
пит	pit
пит	piet
адама	adem
адама	adam
адама	adami
адама	adama
ионизации	ionization
уверенно	besim
анп	anp
абрамович	abramovich
кукол	kukulla
луций	lusius
зерна	kokrre
зерна	drithëra
зерна	kokërr
зерна	kokrra
зерна	drith
зерна	kokrra
еврейские	çifut
еврейские	hebraike
еврейские	çifute
еврейские	hebre
габриэль	gabriel
габриэль	gabrieli
габриэль	gabrielle
дракон	dragoi
дракон	dragua
дракон	dragon
тенденции	prirjet
тенденции	tendencat
монархии	monarkisë
балла	balla
разбил	thyen
пекин	pekin
девочек	vajzat
девочек	vajza
дарья	daria
жозе	jose
жозе	hoze
жозе	josé
поставки	dërgesa
поставки	dërgesat
поставки	furnizimi
поставки	furnizim
поставки	dërgesa
поставки	dërgesat
поставки	furnizimet
поставки	furnizime
грудь	gjoks
грудь	gjoksi
грудь	gjoksin
грудь	kraharor
грудь	gji
грудь	gjokset
интересует	interesuar
бросил	braktiset
бросил	braktisur
бросил	braktise
бросил	hodha
бросил	hodhi
самолет	aeroplanë
самолет	avion
самолет	avionët
самолет	avioni
самолет	avionë
самолет	avioni
самолет	aeroplani
самолет	avion
самолет	aeroplanin
самолет	aeroplan
самолет	avion
самолет	aeroplani
самолет	avioni
самолет	aeroplan
картер	carter
картер	karter
противостояние	përballje
противостояние	perballje
противостояние	opozitës
противостояние	opozita
противостояние	opozitar
противостояние	opozitë
изабелла	isabel
изабелла	izabela
изабелла	isabella
союзники	aleatë
союзники	aleatët
союзники	aleatëve
заговора	komplot
заговора	komploti
заговора	konspiracion
противники	kundërshtarët
противники	kundërshtarë
противники	kundërshtarët
противники	kundërshtarë
противники	kundërshtarëve
тула	tula
грузинская	gjeorgjian
расчёт	llogaritje
расчёт	llogaritjet
расчёт	llogarit
расчёт	llogarite
хотела	kërkohet
хотела	donte
хотела	donin
хотела	dasht
хотела	deshte
чудо	mrekullia
чудо	mrekulli
чудо	çudi
юристы	avokatë
юристы	avokatët
четвёртая	katërti
четвёртая	katërt
рак	kancer
рак	kanceri
редкие	rrall
редкие	rralla
редкие	rrallë
редкие	rralle
миссури	misuri
первоначальный	fillestare
первоначальный	fillestar
поддерживается	mbështeti
поддерживается	suportuar
поддерживается	mbështetur
поддерживается	mbështet
поддерживается	suporton
потребления	konsumi
потребления	konsum
потребления	konsumin
потребления	konsumit
женское	femrore
женское	femërore
женское	femëror
женское	femer
женское	femrës
женское	femër
женское	femra
женское	femre
университеты	universiteteve
университеты	universitete
университеты	universitetet
привлечения	përfshirjen
привлечения	përfshirja
привлечения	tërheqim
привлечения	tërhiqni
вместимость	kapacitetin
вместимость	kapacitet
вместимость	kapaciteti
венесуэла	venezuela
заговор	komplot
заговор	komploti
заговор	komplotin
заговор	kurtha
заговор	komplot
заговор	komploti
заговор	konspiracion
добавлен	shtoi
добавлен	shtuar
монтаж	redaktimi
монтаж	montazh
программирование	programe
программирование	programimi
защищал	mbrojti
защищал	mbrojtën
торжественно	solemn
торжественно	solemne
священников	priftërinjtë
священников	priftërinj
вселенная	universin
вселенная	univers
вселенная	universi
панели	paneleve
панели	panelet
панели	panele
панели	paneli
панели	panel
бизнесмен	biznesmen
бизнесмен	biznesmeni
бизнесмен	afarist
бизнесмен	biznismen
резерва	rezervë
зимние	dimri
зимние	dimër
зимние	dimrit
зимние	dimrin
бич	ahu
бич	plazh
бич	plazhi
оливер	oliveri
оливер	oliver
слышал	degjuar
слышал	dëgjova
слышал	dëgjuar
макаров	makarov
сун	dielli
сун	diellit
сун	sun
сун	djelli
сун	diell
горький	gorky
горький	hidhur
удобно	volitshme
удобно	rehat
удобно	rehat
лёгкие	mushkëri
лёгкие	mushkëritë
лёгкие	mushkërive
лёгкие	mushkëri
лёгкие	mushkëritë
послание	mesazhi
послание	mesazh
препарат	drogës
препарат	droga
произведено	prodhohet
произведено	prodhoi
произведено	prodhuar
океании	oqeania
скрипка	violinë
избежание	shmanguni
избежание	shmangien
молекулы	molekulë
молекулы	molekulat
скрипач	violinist
допускается	lejohet
допускается	lejohen
допускается	lejuar
допускается	lejua
допускается	lejuara
допускается	lejohet
допускается	lejuar
формах	forma
формах	formon
собраний	asambletë
померания	pomerania
терминологии	terminologjinë
монреаль	montreal
вены	venat
вены	vena
вены	vienë
вены	viena
вены	vjenë
вены	vienna
бонус	bonus
ирак	irak
ирак	irakun
ирак	iraku
стамбул	stamboll
стамбул	stambolli
кнессета	knesset
изобретения	shpikjet
изобретения	shpikje
гнездо	fole
гнездо	nest
гнездо	foleja
индию	indi
индию	india
стратегия	strategjia
