die	the
ryk	empire
ryk	kekaisaran
ryk	rich
ryk	kaya
asook	filantropi
sommige	some
sommige	beberapa
gewoonlik	biasanya
gewoonlik	normalnya
gewoonlik	biasanya
geskiedenis	history
geskiedenis	riwayat
geskiedenis	sejarah
vis	ikan
plaas	farm
plaas	perkebunan
plaas	peternakan
plaas	ladang
plaas	pertanian
plaas	kiriman
plaas	posting
plaas	kirimkan
plaas	kirim
plaas	post
wikipedia	wikipedia
wetenskaplike	ilmuwan
wetenskaplike	ilmuan
wetenskaplike	ilmiah
wetenskaplike	scientific
ontwikkel	dikembangkan
ontwikkel	mengembangkan
ontwikkel	kembangkan
ontwikkel	mengembangkan
lande	negara
seun	boy
seun	bocah
seun	nak
seun	nak
seun	putra
seun	son
seun	anak
algemene	umum
algemene	jendral
algemene	jenderal
verskillende	beda
verskillende	berbeda
europa	eropa
stadion	stadion
stadion	stadium
belangrike	jga
belangrike	penting
kinders	anak
gedurende	selama
neem	ambil
neem	take
vertaal	menerjemahkan
vertaal	terjemahkan
vertaal	translate
munisipaliteit	borough
munisipaliteit	barrio
munisipaliteit	kotamadya
munisipaliteit	munisipalitas
tans	sekarang
tans	now
tans	kini
tans	sajikan
tans	hadir
tans	present
republiek	republik
kort	short
kort	singkat
kort	pendek
self	diri
self	self
mens	manusiawi
mens	manusia
mens	human
plek	tempatkan
plek	place
plek	tempat
binne	inside
binne	didalam
swart	goni
swart	retak
swart	crack
swart	hitam
swart	black
europese	eropa
europese	european
moontlik	mungkin
moontlik	kemungkinan
moontlik	dimungkinkan
selfs	even
selfs	genap
selfs	bahkan
enige	setiap
enige	sembarang
enige	any
gehou	suka
gehou	disukai
gehou	menyukai
tydperk	durasi
maande	bulan
skool	sekolah
per	per
vroeë	early
vroeë	dini
vroeë	awal
familie	keluarga
familie	family
familie	famili
voorkom	mencegah
voorkom	cegah
mag	may
mag	mei
geneem	taken
geneem	dibawa
geneem	diambil
hoe	bagaimana
hoe	how
eiland	pulau
eiland	island
volg	lacak
volg	trek
volg	track
volg	mengikuti
volg	follow
volg	ikuti
volg	sbb
volg	mengikuti
soms	sesekali
soms	terkadang
soms	kadang
engeland	inggris
johannes	johannes
johannes	john
johannes	yohanes
vyf	lima
vyf	five
new	newari
sonder	tanpa
johannesburg	johannesburg
ontwerp	disain
ontwerp	design
ontwerp	desain
aarde	bumi
aarde	earth
gee	memberi
gee	berikan
gee	give
gee	beri
gee	memberikan
kry	dapatkan
rol	peran
rol	peranan
rol	roll
rol	gulung
vrou	woman
vrou	wanita
vrou	perempuan
vrou	isteri
vrou	istrinya
vrou	istri
vrou	wife
gebiede	wilayah
gebiede	teritori
gebiede	area
derde	sepertiga
derde	ketiga
dag	siang
dag	hari
dag	day
john	john
john	yohanes
moderne	modern
woord	kata
woord	word
woord	firman
groter	greater
president	presiden
koninkryk	kingdom
koninkryk	kerajaan
tale	bahasa
ontvang	menerima
ontvang	diterima
ontvang	menerima
bly	bly
bly	senang
bly	tetap
bly	tinggal
bly	stay
amerika	amerika
amerika	america
hoewel	meskipun
hoewel	walaupun
webwerf	website
staat	negara
staat	keadaan
staat	state
staat	lembaran
staat	sheet
staat	lembar
weens	due
vandag	today
ekonomiese	perekonomian
ekonomiese	ekonomi
aanvaar	diterima
aanvaar	menerima
aanvaar	terimalah
aanvaar	terima
hou	tahan
hou	keep
geskryf	tertulis
geskryf	ditulis
geskryf	terbakar
geskryf	dibakar
hele	keseluruhan
hele	whole
hele	utuh
bevat	mengandung
bevat	berisi
skrywer	penulis
skrywer	pengarang
skrywer	penulis
skrywer	pembuat
see	seneca
see	laut
verander	batalkan
verander	batal
verander	perubahan
verander	mengubah
verander	modifikasi
verander	ubah
verander	memodifikasi
verander	berubah
verander	ganti
verander	perubahan
verander	mengubah
verander	ubah
bereik	jangkau
bereik	jangkauan
bereik	dijangkau
bereik	mencapai
bereik	menjangkau
bereik	tercapai
bereik	dicapai
russiese	russian
russiese	rusia
weg	jauh
weg	away
weg	menjauh
inwoners	penduduk
inwoners	warga
inwoners	penghuni
beteken	berarti
beteken	artinya
beteken	sarana
beteken	maksud
beteken	berarti
beteken	galak
beteken	mean
man	suamiku
man	suaminya
man	suami
man	husband
man	pria
man	manusia
man	man
huis	home
huis	rumah
huis	pulang
huis	beranda
huis	house
huis	rumah
besoek	tayangan
besoek	kesan
besoek	kunjungi
besoek	kunjungan
besoek	mengunjungi
besoek	mengunjungi
besoek	dikunjungi
besoek	berkunjung
administratiewe	administratif
drieë	bertiga
drieë	tiga
bekende	famous
bekende	terkenal
gespeel	diputar
gespeel	dimainkan
gespeel	dipermainkan
beste	terbaik
beste	best
rusland	rusia
rusland	russia
kerke	gereja
rooi	reds
rooi	merah
rooi	merah
rooi	red
skryf	tulis
skryf	menulis
skryf	tulislah
skryf	terbakar
skryf	membakar
skryf	burn
skryf	bakar
wie	siapa
wie	who
visse	pisces
suidelike	southern
suidelike	selatan
romeinse	roman
romeinse	romawi
alhoewel	meskipun
alhoewel	walaupun
gekry	menemukan
gekry	mendapati
gekry	nemu
gekry	ditemukan
alfabetiese	alphabet
verskyn	tampil
verskyn	muncul
hoë	high
hoë	tinggi
sterk	tegar
sterk	strong
sterk	kuat
africa	africa
africa	afrika
londen	london
londen	banjarmasin
reeks	deret
reeks	series
reeks	seri
hoofsaaklik	terutama
hoofsaaklik	utamanya
eilande	pulau
eilande	kepulauan
belangrikste	primer
belangrikste	utama
belangrikste	primary
speel	mainkan
speel	putar
speel	bermain
speel	main
speel	pemutaran
speel	memutar
speel	putar
speel	memainkan
speel	diputar
speel	bermain
wel	nah
wel	yah
bou	membangun
bou	bina
bou	build
wil	ingin
wil	inginkan
wil	pengen
wil	mau
minder	kurang
stigting	pembentukan
stigting	formasi
gegee	diberikan
gegee	diberi
beskryf	deskripsikan
beskryf	gambarkan
beskryf	uraikan
beskryf	jelaskan
streek	daerah
streek	wilayah
streek	provinsi
streek	region
streek	kawasan
streek	regional
gesien	dilihat
rivier	sungai
rivier	river
mees	kebanyakan
mees	paling
jan	jan
ses	six
ses	enam
grond	tanah
grond	tanahnya
grond	daratan
grond	tanah
grond	land
grond	tanah
grond	ground
spesies	spesies
spesies	species
beroep	profesi
png	png
verklaar	dideklarasikan
gedoen	selesai
gedoen	beres
gedoen	dilakukan
gedoen	done
lede	anggota
george	george
iii	iii
meter	meter
meter	meter
meter	meter
persent	persen
persent	persentase
historiese	bersejarah
historiese	historis
historiese	bersejarah
historiese	sejarah
nederland	belanda
minister	menteri
span	tim
span	team
ontwikkeling	pengembangan
ontwikkeling	perkembangan
ontwikkeling	pembangunan
dele	parts
dele	bagian
dele	onderdil
frans	prancis
frans	perancis
distrik	distrik
distrik	kecamatan
distrik	raionul
distrik	kabupaten
distrik	daerah
gewen	won
gewen	dimenangkan
gewen	menang
god	god
god	tuhan
god	allah
japan	jepang
japan	japan
pad	jalan
pad	road
oorlede	meninggal
militêre	militer
militêre	kemiliteran
inligting	information
inligting	informasi
paul	paulus
paul	paul
veroorsaak	menyebabkan
veroorsaak	penyebab
veroorsaak	sebab
veroorsaak	sebabkan
veroorsaak	cause
veroorsaak	menyebabkan
ontdek	temukan
ontdek	menemukan
oorspronklike	asli
oorspronklike	original
katolieke	catholic
katolieke	katolik
keiser	kaisar
boek	kitab
boek	book
boek	buku
artikels	artikel
artikels	bagian
opgerig	didirikan
opgerig	dibangun
aanvanklik	awalnya
sowel	berdua
sowel	keduanya
sowel	nah
sowel	yah
goed	bagus
goed	nah
goed	yah
kalender	kalender
wet	hukum
wet	law
wet	bertindak
wet	bertindaklah
wet	act
beide	berdua
beide	keduanya
goeie	bagus
val	drop
val	jatuhkan
val	fall
val	jatuh
vsa	as
vsa	usa
hendrik	hendrik
beheer	control
beheer	kendali
beheer	kontrol
beheer	pengendalian
beheer	mengontrol
beheer	kendalikan
http	http
terug	kembali
terug	balik
terug	mundur
terug	back
terug	belakang
min	mnt
min	min
predikant	ulama
gevind	menemukan
gevind	mendapati
gevind	nemu
gevind	ditemukan
verkies	nikmat
omgewing	lingkungan
omgewing	daerah
omgewing	wilayah
omgewing	luas
omgewing	kawasan
omgewing	area
lid	anggota
lid	member
potchefstroom	potchefstroom
voormalige	mantan
park	park
park	taman
grens	batas
grens	perbatasan
grens	tepi
grens	tepian
skeidsregter	wasit
oudste	terlama
oudste	tertua
sekere	tertentu
data	data
jong	muda
jong	young
jong	mudanya
noorde	utara
noorde	north
uiteindelik	akhirnya
buite	luar
buite	diluar
buite	outdoor
invloed	pengaruhi
invloed	memengaruhi
invloed	pengaruh
ouderdom	usia
ouderdom	umur
diens	service
diens	jasa
diens	layanan
diens	servis
diens	pelayanan
blou	blue
blou	biru
blou	tumbuhkan
blou	kembangkan
blou	grow
blou	tumbuh
blou	bertumbuh
blou	kabur
blou	blur
noordelike	northeast
noordelike	utara
noordelike	northern
vind	temukan
vind	cari
woorde	kata
verkiesing	pemilu
verbind	terhubung
verbind	terkoneksi
verbind	tersambung
verbind	sambung
verbind	connect
verbind	hubungkan
verbind	terhubung
geval	case
geval	kasus
unie	union
unie	uni
unie	serikat
griekse	greek
griekse	yunani
behoort	milik
behoort	belong
behoort	milik
werke	pekerjaan
sterre	sparks
sterre	percikan
sterre	batangan
sterre	bar
sterre	bintang
sterre	stars
natal	natal
jou	your
slag	battle
slag	pertempuran
slag	peperangan
slag	pertempuran
deelstaat	negara
deelstaat	keadaan
deelstaat	state
oseaan	samudera
oseaan	samudra
oseaan	lautan
oseaan	laut
oseaan	ocean
son	mentari
son	matahari
son	sun
help	bantu
help	bantuan
help	membantu
museum	museum
museum	musium
want	karena
gregoriaanse	masehi
probeer	coba
probeer	cobalah
bome	pepohonan
bome	pohon
voltooi	diselesaikan
voltooi	selesai
voltooi	selesaikan
voltooi	finish
voltooi	selesai
voltooi	beres
voltooi	dilakukan
voltooi	done
voltooi	melengkapi
voltooi	lengkapi
voltooi	selesaikan
voltooi	komplit
voltooi	lengkap
kilometer	kilometer
kilometer	kilometer
kilometer	kilometer
stelsel	sistem
stelsel	system
raad	nasihat
raad	nasehat
raad	saran
raad	majelis
raad	dewan
raad	council
hoogste	tertinggi
stede	kota
klub	club
klub	klub
vader	ayah
vader	bapa
vader	bapak
ster	star
ster	bintang
almal	all
almal	aii
almal	semua
almal	semuanya
australië	australia
vanuit	dari
skakel	pranala
skakel	link
skakel	tautan
skakel	taut
skakel	telepon
skakel	panggilan
skakel	panggil
skakel	call
skakel	pranala
skakel	hyperlink
genus	genus
weke	minggu
york	york
generaal	umum
generaal	jendral
generaal	jenderal
sint	sint
vergadering	rapat
vergadering	meeting
vergadering	pertemuan
orde	pesanan
orde	pemesanan
orde	order
orde	urutan
loop	berjalan
loop	walking
nooit	pernah
antieke	kuno
musiek	music
musiek	musik
willem	willem
willem	william
rooms	ruangan
rooms	kamar
rooms	forum
uitgawe	edition
uitgawe	edisi
verkry	diperoleh
verkry	didapatkan
verkry	memperoleh
william	william
verkoop	jual
verkoop	sell
verkoop	menjual
verkoop	terjual
verkoop	sold
verkoop	dijual
verkoop	jual
verkoop	menjual
voël	bird
voël	burung
sjina	tiongkok
sjina	china
sjina	jatim
sjina	cina
dien	sajikan
dien	melayani
dien	layani
dien	ajukan
dien	kirim
dien	kirimkan
james	james
james	yakobus
italië	italy
italië	italia
duits	german
duits	jerman
vierde	keempat
hoër	tinggi
lei	memimpin
lei	prospek
lei	pimpin
lei	lead
groei	pertumbuhan
groei	perkembangan
groei	pertumbuhannya
gestel	tetapkan
gestel	set
gestel	setel
gestel	atur
eerder	sebaliknya
eerder	malahan
foto	photo
foto	foto
gevestig	didirikan
gevestig	mapan
verloor	kalah
verloor	tersesat
verloor	kehilangan
verloor	lost
verloor	hilang
sewe	seven
sewe	tujuh
handel	barter
handel	dagang
handel	berdagang
handel	perdagangan
handel	trade
oorspronklik	aslinya
oorspronklik	awalnya
oorspronklik	asli
oorspronklik	original
voorbeeld	sample
voorbeeld	sampel
voorbeeld	contoh
voorbeeld	instance
voorbeeld	contoh
voorbeeld	instansi
voorbeeld	contoh
voorsitter	ketua
voorsitter	kursi
stellenbosch	stellenbosch
sterf	die
sterf	mati
nederlands	belanda
verskil	bedanya
verskil	perbedaan
sentraal	central
sentraal	tengah
sentraal	pusat
sentraal	sentral
sentraal	upt
oppervlakte	daerah
oppervlakte	wilayah
oppervlakte	luas
oppervlakte	kawasan
oppervlakte	area
bevestig	diverifikasi
bevestig	terverifikasi
bevestig	mengonfirmasi
bevestig	konfirmasi
crystal	kristal
crystal	crystal
bepaal	ditentukan
bepaal	bertekad
bepaal	menentukan
indiese	indian
indiese	india
indiese	hindia
klas	angkatan
klas	kelas
klas	class
lughawe	bunker
lughawe	bungker
lughawe	airport
lughawe	bandara
louis	louis
vertoon	pengungkapan
vertoon	mengungkapkan
vertoon	ungkapkan
vertoon	ungkap
vertoon	menampilkan
vertoon	tampilkan
vertoon	tampilan
vertoon	display
vertoon	ditampilkan
colspan	colspan
altyd	always
altyd	selalu
lig	cahaya
lig	lampu
lig	light
lig	terang
lig	ringan
lig	angkat
lig	naikkan
lig	galang
txt	txt
punt	dot
punt	poin
punt	titik
punt	point
vroue	wanita
vroue	perempuan
vroue	women
kant	edge
kant	tepi
kant	tepian
kant	sisi
kant	side
kant	samping
betrokke	terlibat
betrokke	bertunangan
betrokke	berinteraksi
wou	buronan
wou	diinginkan
wou	dicari
wou	wanted
rome	rome
rome	romawi
rome	roma
week	week
week	minggu
reg	hukum
reg	law
stadium	pentas
stadium	tahap
stadium	panggung
stadium	stage
prof	prof
vervaardig	dihasilkan
vervaardig	diproduksi
vervaardig	menghasilkan
vervaardig	memproduksi
geskep	tercipta
geskep	dibuat
elizabeth	elizabeth
parys	paris
openbare	publik
openbare	public
oud	tua
oud	lama
oud	old
beskikbaar	tersedia
beskikbaar	avail
dui	mengindikasikan
dui	menunjukkan
akteur	actor
akteur	aktor
sentrale	central
sentrale	tengah
sentrale	pusat
sentrale	sentral
sentrale	upt
hofmeyr	hofmeyr
totale	total
behaal	pencapaian
behaal	prestasi
behaal	berprestasi
natuurlike	alamiah
natuurlike	natural
natuurlike	alami
bied	promo
bied	menawarkan
bied	penawaran
bied	tawarkan
bied	tawaran
amptelik	official
amptelik	resmi
indië	india
loopbaan	karir
loopbaan	karier
loopbaan	berkarir
skep	buat
skep	ciptakan
skep	membuat
olimpiese	olympic
olimpiese	olimpiade
dogter	daughter
dogter	putri
dogter	dikit
dra	carry
dra	menyumbangkan
dra	berkontribusi
dra	kontribusi
hoof	utama
druk	tekan
druk	pers
druk	press
druk	tekanan
verteenwoordig	diwakili
verteenwoordig	mewakili
verteenwoordig	mewakili
verteenwoordig	wakili
boeke	pembukuan
boeke	buku
meestal	kebanyakan
geplaas	dikirimkan
geplaas	mengirim
geplaas	dikirim
albei	berdua
albei	keduanya
etniese	etnis
etniese	etnik
kus	pesisir
kus	coast
gepubliseer	live
gepubliseer	jalani
gepubliseer	langsung
gepubliseer	dipublikasikan
gepubliseer	diterbitkan
gepubliseer	terbitkan
super	super
kuns	seni
kuns	art
kuns	kesenian
bring	bawa
geld	uang
erken	mengakui
erken	akui
erken	mengakui
erken	akui
maria	mary
maria	maria
maria	maria
leier	leader
leier	pemimpin
boom	pohon
boom	tree
boom	boom
boom	bum
rolprent	movie
rolprent	bioskop
rolprent	film
rolprent	film
westelike	barat
westelike	western
kanada	kanada
kanada	canada
tradisionele	traditional
tradisionele	tradisional
national	gimn
national	national
national	nasional
verdeel	membagi
verdeel	kesenjangan
pole	polandia
beweging	gerakan
beweging	motion
beweging	gerak
beweging	mosi
beweging	gerakan
beweging	pergerakan
russies	russian
russies	rusia
russies	tunisia
russies	louisiana
japannese	jepang
japannese	japanese
diere	hewan
diere	animals
diere	binatang
beter	better
punte	titik
punte	poin
punte	point
kulturele	kebudayaan
kulturele	budaya
beperk	terbatas
beperk	dibatasi
beperk	batasi
beperk	batas
beperk	membatasi
beperk	limit
beperk	limited
beperk	terbatas
beperk	dibatasi
liggaam	body
liggaam	bodi
liggaam	buh
liggaam	tubuh
liggaam	badan
wen	win
wen	menang
wen	menangkan
basis	dasar
basis	pangkalan
basis	base
basis	markas
basis	basis
verlaat	tinggalkan
verlaat	meninggalkan
verlaat	exit
verlaat	keluar
white	white
white	putih
red	penyelamatan
red	rescue
spanje	spanyol
geraak	terdampak
geraak	terpengaruh
geraak	terpengaruh
geraak	terdampak
goewerneur	gubernur
kultuur	kultur
kultuur	kebudayaan
kultuur	budaya
charles	charles
heilige	santo
heilige	saint
heilige	suci
heilige	kudus
heilige	holy
kaart	map
kaart	peta
oorsprong	origin
oorsprong	asal
david	daud
david	david
kennis	kenalan
kennis	pengetahuan
kennis	knowledge
parlement	parlemen
parlement	dpr
groen	green
groen	hijau
sosiale	social
sosiale	sosial
geboue	bangunan
geboue	gedung
bloemfontein	bloemfontein
gebring	dibawa
trek	pull
trek	tarik
stem	vote
stem	suara
stem	voting
stem	voice
stem	suara
stem	suaranya
vroeër	sebelumnya
vroeër	tadi
energie	tenaga
energie	energi
energie	energy
von	von
boere	petani
boere	boer
boere	petani
boere	farmer
prys	harga
prys	price
prys	harganya
prys	prize
prins	pangeran
prins	prince
ligging	lokasi
gestuur	dikirim
gestuur	terkirim
gestuur	dikirimkan
broer	bâ
broer	saudara
broer	brother
broer	kakak
studente	pelajar
studente	santri
studente	mahasiswa
studente	murid
studente	siswa
gemeenskap	society
gemeenskap	masyarakat
gemeenskap	komunitas
gemeenskap	masyarakat
gemeenskap	community
berg	gunung
berg	mountain
berg	pegunungan
berlyn	berlin
oppervlak	permukaan
agter	dibelakang
agter	behind
agter	belakang
bronne	sumber
bronne	sumber
beleid	polis
beleid	kebijakan
port	pelabuhan
port	dermaga
port	port
album	album
beweeg	move
beweeg	pindah
beweeg	pindahkan
beweeg	bergerak
beweeg	memindahkan
beweeg	pindah
beweeg	bergerak
vertrek	pemberangkatan
vertrek	keberangkatan
egipte	mesir
egipte	hampa
egipte	kosongkan
egipte	kosong
iets	something
iets	sesuatu
brittanje	britania
meerderheid	mayoritas
com	com
asië	asia
verskaf	sediakan
verskaf	menyediakan
verskaf	asalkan
verskaf	disediakan
verskaf	disediakan
verskaf	pasokan
verskaf	suplai
verskaf	memasok
verskaf	supply
lees	bacalah
lees	baca
lees	read
lees	dibaca
lees	membaca
lees	pembacaan
lees	bacaan
lees	membaca
lees	reading
sir	sir
sir	pak
sir	tuan
webtuiste	website
onderwys	edukasi
onderwys	pendidikan
vinnig	fast
vinnig	cepat
vinnig	puasa
periode	periode
agt	eight
agt	delapan
lengte	panjang
manier	way
goue	golden
goue	emas
goue	keemasan
buitelandse	asing
buitelandse	foreign
aangebied	ditawarkan
aangebied	menawarkan
aangebied	menyajikan
ingesluit	disertakan
ingesluit	termasuk
ingesluit	menyertakan
ingesluit	diikutsertakan
ingesluit	termasuk
ingesluit	sertakan
ingesluit	cantumkan
ingesluit	menyertakan
ingesluit	include
tipe	jenis
tipe	tipe
tipe	ketik
peter	petrus
peter	peter
km²	km²
verskeidenheid	keragaman
verskeidenheid	keanekaragaman
verskeidenheid	keberagaman
verskeidenheid	variety
verskeidenheid	keberagaman
verskeidenheid	varietas
verskeidenheid	variasi
poskode	zip
stemme	suara
stemme	voting
biskop	uskup
biskop	bishop
duidelik	jelas
duidelik	jelas
leiding	mengisyaratkan
leiding	bimbingan
iemand	seseorang
iemand	someone
anders	beda
anders	berbeda
politikus	politisi
politikus	politikus
proses	proses
pieter	pieter
tree	ambil
tree	take
toon	lapangan
toon	pitch
pas	fit
pas	korek
pas	cocok
pas	pertandingan
pas	kecocokan
alias	alias
los	tinggalkan
los	meninggalkan
massa	mass
massa	massa
massa	misa
voorgestel	saran
voorgestel	menyarankan
voorgestel	disarankan
jacobus	jacobus
besit	kerasukan
besit	kepemilikan
besit	penguasaan
vorige	past
gesê	said
gesê	berkata
gesê	mengatakan
gesê	katanya
gesê	kata
plekke	tempat
spaanse	spanish
spaanse	spanyol
argitek	architect
argitek	arsitek
res	istirahat
res	beristirahat
lewer	hati
lewer	liver
ekonomie	economics
ekonomie	ekonomi
ekonomie	perekonomian
ekonomie	ekonomi
mark	pasar
mark	markus
mark	tanda
mark	tandai
mark	mark
saak	penyebab
saak	sebab
saak	sebabkan
saak	cause
saak	menyebabkan
den	budak
getroud	married
getroud	menikah
spesie	spesies
spesie	species
hoogte	tinggi
suidwes	southwest
lae	lapis
lae	lapisan
lae	rendah
lae	low
gelderland	gelderland
namibië	namibia
sake	penyebabnya
sake	penyebab
sake	menyebabkan
dinastie	wangsa
dinastie	dinasti
verwerf	ern
verwerf	diperoleh
onafhanklikheid	merdeka
onafhanklikheid	kemerdekaan
onafhanklikheid	kemandirian
onafhanklikheid	independence
verower	taklukkan
verower	menaklukkan
verhouding	rasio
verhouding	hubungan
admin	admin
hoërskool	highschool
hoërskool	sma
gekies	dipilih
gekies	terpilih
gedeelte	porsi
