korake	pasos
staje	paradas
staje	frea
staje	detén
staje	deixa
staje	se
daleka	distante
daleka	afastado
hamlet	aldea
hamlet	estratéxicas
zauzet	moi
zauzet	ocupado
zauzet	ocupados
zauzet	negocios
zauzet	ocupada
hubble	hubble
hubble	espacial
simona	simon
svjetova	mundos
titana	titán
poker	póquer
poker	ao
poker	de
uložio	investimos
propovijedi	sermón
kuhanje	cociñar
kuhanje	cociña
kuhanje	cociñando
kuhanje	comida
silovanje	violación
silovanje	viólanme
humora	humor
zamah	abaneo
zamah	xuntas
amonijak	amoníaco
cura	moza
cura	rapaza
cura	nena
ponoći	noite
ponoći	ano
ponoći	reloxo
ponoći	doce
ponoći	media
ponoći	medianoite
ponoći	da
ponoći	á
narudžbe	ordes
narudžbe	orde
narudžbe	as
narudžbe	encargos
ukraden	roubado
ukraden	datos
ukraden	roubada
siromaštvo	pobreza
siromaštvo	a
nestati	desaparecer
fašizam	fascismo
fašizam	o
slatka	moi
slatka	sweet
slatka	doces
slatka	doce
proba	probas
proba	probando
bone	óso
tea	té
tea	tomar
tea	de
tea	te
solarni	solar
solarni	noso
debelo	graxa
debelo	gorda
debelo	gordo
debelo	gordos
debelo	o
pokojni	falecido
veterani	veteranos
centralno	central
centralno	primordiais
centralno	centro
slatke	moi
razarača	destrutores
tužitelj	fiscal
willie	willie
kuma	boas
putevima	estradas
putevima	camiños
nazočnost	presenza
nazočnost	diante
nazočnost	a
odražavaju	reflicten
odražavaju	reflictan
otporan	resistentes
otporan	resistente
računati	contan
računati	contar
računati	conde
računati	con
računati	conta
obojeni	cor
obojeni	de
sjedio	eu
sjedio	sentei
sjedio	sentouse
sjedio	senteime
sjedio	sentou
sjedio	onda
sjedio	sentado
sjedio	sentados
odabrani	escollida
ogledala	espellos
srž	esencia
tvrdo	difícil
tvrdo	duro
čarobni	máxicos
čarobni	máxico
geoffrey	geoffrey
kotačima	rodas
kotačima	raís
blokovi	mazás
blokovi	de
zadovoljni	satisfeito
propali	fallaron
propali	non
propali	amosaban
propali	fallamos
propali	fracasei
propali	suspendeu
kutiju	caixa
kutiju	palco
trošenje	pasar
tech	tecnolóxica
tech	tecnolóxicas
čokolade	bombóns
čokolade	chocolate
magija	maxia
magija	máxico
magija	máxica
usvajanje	adopción
boce	botellas
interakcija	interacción
interakcija	interaccións
interakcija	cós
žabe	ras
namirnice	subministración
vrhove	picos
vrhove	xemelgos
detektor	detector
veličanstveni	magnífico
žito	gran
žito	trigo
špijun	espía
ekran	pantalla
ekran	da
ekran	ecrán
registracije	rexistro
registracije	tarxeta
ambicije	ambición
asocijacije	asociación
avantura	aventura
osjetljivi	sensibles
osjetljivi	sensible
protesta	protesto
protesta	protesta
smrtnost	infantil
smrtnost	mortalidade
gerald	gerald
plemeniti	nobre
kemikalija	químicas
kemikalija	químico
uživali	da
uživali	disfrutei
usmjereno	dirixida
bibliju	biblia
bibliju	biblias
majko	nai
majko	á
majko	mamá
posuđe	louza
posuđe	pratos
financiranja	financiamento
gušterače	páncreas
kôd	código
kôd	code
poreze	impostos
poreze	dos
preglednik	espectador
momci	rapaces
momci	nenos
momci	os
momci	mozos
momci	tipos
momci	mozos
momci	rapaces
momci	tíos
momci	homes
osjetljive	sensibles
osjetljive	sensible
prodavač	vendedor
prodavač	vendedor
prodavač	libro
prodavač	máis
prodavač	vendido
biskupe	bispo
rivers	ríos
nestabilnosti	inestabilidade
zdrav	san
zdrav	saúde
zdrav	sans
zdrav	saudable
spasenje	exército
spasenje	de
spasenje	salvacionista
spasenje	salvación
kupanje	nadando
kupanje	nadar
kupanje	piscina
kupanje	á
kupanje	a
kupanje	nado
kupanje	baño
laurie	laurie
provala	roubo
provala	invasión
skala	escala
pretraživanja	as
pretraživanja	buscas
dohodak	os
dohodak	ingresos
dohodak	do
dohodak	ingreso
dohodak	renda
shakespearea	shakespeare
jetra	fígado
poštovani	respectado
krokodil	crocodilo
palac	polgar
obilazak	xira
operater	operadora
legalno	xudicial
legalno	legal
legalno	legais
seksa	sexo
seksa	sexual
navika	hábito
navika	costume
navika	o
napredna	avanzado
napredna	avanzada
kubanski	cubana
kubanski	cubanas
propagandu	propaganda
meko	suave
pastir	pastor
pastir	pastorciño
pokusi	experimentos
dosegne	chega
certifikat	certificado
certifikat	partida
certifikat	de
certifikat	nacemento
integritet	integridade
vrlina	virtude
čelnici	líderes
čelnici	os
riža	arroz
riža	de
uvjereni	de
uvjereni	convencido
stepenice	escaleiras
stepenice	as
stepenice	escaleira
erectus	erectus
obama	obama
vogel	vogelöd
vogel	vogel
izgradi	construír
izgradi	crear
izgradi	construir
bratić	primo
bratić	curmán
smart	intelixente
smart	intelixentes
smart	listos
smart	moi
smart	listo
marinci	marines
četvrtina	cuarto
narasla	medrara
narasla	grande
narasla	medrou
narasla	xa
narasla	es
narasla	adulto
narasla	maior
komunicirati	forma
komunicirati	comunicarse
komunicirati	comunicarnos
komunicirati	comunicación
komunicirati	comunicar
osvjetljenje	iluminación
paralelni	paralelo
strašno	medo
daleke	distante
daleke	afastado
pjevajući	cantando
pjevajući	canta
pjevajući	cantar
pjevajući	que
okrenuli	resultou
okrenuli	volta
okrenuli	sentía
graves	foxas
graves	comúns
graves	tumbas
kompletno	totalmente
kompletno	completamente
kompletno	completo
kompletno	por
liječiti	tratar
liječiti	tratas
liječiti	trátame
težiti	por
korijenje	as
korijenje	raíces
kontra	mostrador
zvijer	besta
eksploziv	explosivos
uzrokujući	causaron
uzrokujući	provocando
ugodno	cómodo
ugodno	agradábel
mlado	nova
mlado	mozos
mlado	mozo
mlado	novo
mlado	moza
idealna	ideal
idealna	ideais
hormon	hormona
hormon	hormonal
kopenhagenu	consenso
kopenhagenu	de
kopenhagenu	copenhaguen
kopenhagenu	copenhague
klizanje	diapositiva
političarima	políticos
milijardu	millóns
milijardu	mil
milijardu	de
glavobolja	cabeza
glavobolja	dor
hitna	ambulancia
nagrađeni	recompensado
označeno	marcados
twist	xiro
avenue	avenida
pole	polo
pole	poste
iskusni	experimentou
iskusni	experiencia
iskusni	experimentado
iskusni	nisto
gledatelje	espectadores
gledatelje	audiencia
pećini	das
pećini	cavernas
pećini	cova
najgore	peores
najgore	peor
brada	queixo
brada	barba
brada	home
divovski	un
divovski	xigantes
divovski	xigante
divovski	enorme
divovski	xigantesco
divovski	pauta
represije	da
represije	represión
pejzaž	paisaxe
dugova	débedas
atlantik	atlántico
sestrama	irmás
kocke	dados
sluša	escoitan
sluša	escoiten
sluša	a
sluša	escoitar
sluša	escoitando
sluša	escoitamos
vincenzo	vincenzo
avenija	avenida
farma	granxa
farma	a
farma	campo
farma	leira
farma	casa
farma	reserva
praktične	práctica
susjed	veciño
aktivista	activista
gonna	vou
gonna	vas
gonna	vai
zaposlenici	empregados
zaposlenici	os
rehabilitaciju	rehabilitación
činovnik	asistente
činovnik	do
paradoks	paradoxo
mutacija	mutación
dečka	mozo
clyde	clyde
predloži	suxerir
predloži	que
predloži	suxiro
predloži	propoñen
predloži	suxiren
predloži	propoño
koreju	corea
majmun	mono
majmun	monos
kuhar	cociñar
kuhar	cociñeira
kuhar	cociñeiro
okolina	entorno
okolina	ambiente
okolina	medio
private	privadas
private	privado
private	privada
private	privados
private	raso
private	soldado
registrirani	rexistrado
stavljanje	a
stavljanje	colocar
stavljanje	poñer
stavljanje	poñendo
stavljanje	pagando
stavljanje	a
stavljanje	pór
opozicija	oposición
dovođenje	a
dovođenje	traendo
dovođenje	estábaa
pokriveno	cuberto
benzin	gas
benzin	gasolina
benzin	de
benzin	gases
benzin	gasolina
plaćeni	pagar
plaćeni	pagou
etike	de
etike	ética
brutalno	brutal
starr	starr
tretmana	tratamentos
zrno	gran
krave	as
krave	vacas
solomon	solomon
hector	héctor
ronalda	ronald
stopalo	pé
stopalo	outro
stopalo	infantaría
stopalo	o
dopusti	permitir
dopusti	permitirán
dopusti	permiten
dopusti	permitiría
dopusti	permitídeme
dopusti	permitimos
dopusti	permítame
izoliran	illado
izoliran	illada
stres	estrés
sirene	sirenas
sirene	sereas
opskrba	subministración
opskrba	de
opskrba	subministración
porazi	vencer
porazi	derrota
poremećaje	trastornos
poremećaje	desordes
vježba	unha
vježba	práctica
vježba	practicar
vježba	exercen
vježba	perforar
vježba	exercicio
ishoda	resultados
popodne	tarde
popodne	bos
popodne	tardes
popodne	serán
wilsona	wilson
konjicu	cabalaría
monitor	monitor
cigareta	cigarros
cigareta	cigarro
cigareta	un
cigareta	pitillo
cigareta	pito
cigareta	tabaco
cigareta	cigarros
registrirano	rexistrado
disciplinu	disciplina
nesto	algo
nesto	cousa
anonimni	anónimos
glavobolje	cabeza
glavobolje	dor
odrednice	opcións
kritične	crítica
mccarthy	mccarthy
stu	stu
radijacije	radiación
slušao	escoitei
atenski	ateniense
ema	emma
materinji	nativo
materinji	onde
materinji	terra
fraze	frases
mccoy	mccoy
tuga	dor
tuga	pena
katherine	katherine
majice	camisas
ručak	almorzo
ručak	xantar
ručak	o
ručak	comida
ručak	comer
prime	primeiro
pazi	ver
pazi	mirade
pazi	coidado
pazi	ten
mickey	mickey
mickey	micky
mirovine	pensións
mirovine	pensión
glasno	forte
glasno	alto
glasno	alta
glasno	voz
nepalu	nepal
realni	realista
realni	realistas
bicikl	bicicleta
bicikl	en
bicikl	moto
bicikl	bici
bicikl	bicicleta
bicikl	en
afere	asuntos
afere	asunto
inn	inn
inn	hotel
atomski	atómicos
atomski	núcleo
atomski	atómica
dominacija	dominación
jedi	comer
jedi	come
jedi	comen
karcinom	cancro
karcinom	o
karcinom	cáncer
igla	prendedor
poslijepodne	tarde
poslijepodne	bos
poslijepodne	tardes
poslijepodne	serán
prosvjed	protesto
prosvjed	protesta
ronjenje	mergullar
ronjenje	inmersión
pravilan	axeitada
pravilan	o
ulaznica	billete
ulaznica	boleto
ulaznica	para
ulaznica	liscar
zapošljavanje	traballo
dijagnoze	diagnóstico
dijagnoze	diagnose
kocka	xogo
skriveni	oculto
skriveni	oculta
skriveni	ocultas
skriveni	escondidos
skriveni	escondidas
komadi	pezas
komadi	clave
komadi	anacos
komadi	pedazos
realna	realista
realna	realistas
odbačena	toneladas
malarije	malaria
malarije	a
impuls	pulo
slonova	elefantes
slonova	elefante
slonova	marchar
ceremoniji	cerimonia
deve	camel
mržnja	odio
mržnja	odio
mržnja	os
mržnja	o
mržnja	a
forst	forst
pronalazak	atopar
pronalazak	de
pronalazak	que
pronalazak	a
tama	escuridade
moćan	poderosa
moćan	poderosos
moćan	poderoso
otrovni	tóxicos
otrovni	tóxica
smeće	lixo
smeće	parvadas
smeće	lixo
smeće	do
depresiju	depresión
depresiju	posparto
depresiju	a
depresiju	da
seljake	campesiños
seljake	dos
seljake	labregos
seljake	aldeáns
ljut	enfadado
ljut	anoxados
ljut	anoxado
ljut	enfadada
chance	oportunidade
chance	posibilidade
stresa	estrés
tien	tien
svetosti	santidade
zjenice	alumnos
zjenice	alumnado
zjenice	terceiro
čestitam	parabéns
klara	clara
pogreb	funeral
pogreb	enterro
fotografa	fotógrafo
prste	os
prste	dedos
sid	sid
borges	borges
crown	coroa
milijarda	millóns
milijarda	mil
milijarda	de
sta	que
sta	o
sirove	cru
sirove	groseiro
sirove	materia
sirove	materias
columbus	columbus
mišiće	músculos
mišiće	os
stube	escaleiras
stube	as
stube	escaleira
prijavi	informe
prijavi	informar
razumijem	entender
razumijem	comprender
razumijem	entendo
lavovi	leóns
penny	a
penny	penique
penny	penny
najdraži	favorito
najdraži	favoritos
najdraži	favorita
najdraži	preferido
budite	ser
budite	estar
zadaci	tarefas
genom	xenoma
vladajuća	dominante
signali	sinais
visi	pendurada
visi	a
visi	colgar
clay	clay
amen	amen
amen	amén
nauči	aprenden
nauči	aprender
nauči	a
golu	espido
humanističkih	humanidades
statua	estatua
kupac	cliente
lider	líder
gledateljima	espectadores
gledateljima	audiencia
ulaganje	investimos
ulaganje	investir
ulaganje	invistan
ulaganje	investimento
žarulja	lámpada
žarulja	lámpada
sudionike	participantes
dodajte	engadir
dodajte	dous
upoznavanje	xunta
upoznavanje	reunión
upoznavanje	encontro
upoznavanje	cita
moderan	modernos
moderan	moderna
moderan	as
moderan	modernas
moderan	moderno
želudac	estómago
želudac	o
liberalni	liberais
liberalni	liberal
iluzije	a
iluzije	ilusión
manchesteru	manchester
pouzdan	fiables
pouzdan	fiable
pouzdan	confianza
biologiju	bioloxía
topove	canóns
nedavna	recente
nedavna	recentes
nedavna	últimos
iskaz	testemuña
juha	sopa
juha	xantar
specijalist	especialista
posadi	tripulación
posadi	equipo
spaljena	queimado
spaljena	queimaron
spaljena	queimou
spaljena	queimados
religiozni	relixioso
religiozni	relixiosa
skriveno	oculto
skriveno	oculta
skriveno	ocultas
skriveno	escondidos
skriveno	escondidas
talijan	italiano
talijan	italiana
talijan	italianos
zavjera	conspiración
rejting	cualificación
simulacija	simulación
proteini	proteína
proteini	proteínas
dramatično	forma
dramatično	ao
dramatično	radical
picasso	picasso
služenje	servir
služenje	cumprir
polarni	polar
polarni	polares
inteligenciju	intelixencia
naranče	laranxa
paluba	cuberta
krađe	un
krađe	roubo
pristanište	peirao
virtualna	virtual
prebacivanje	transferir
prebacivanje	traslado
satovi	ve
satovi	reloxos
satovi	mira
odora	uniforme
maks	max
genetika	xenética
wing	nunha
wing	á
manipulacije	manipulación
solidarnost	a
solidarnost	solidariedade
sri	sri
šerif	alguacil
šerif	shérif
šerif	gobernador
obuka	formación
obuka	estudan
obuka	adestramento
donovan	donovan
koledž	universidade
