anita	anita
boldogság	fericirea
boldogság	fericire
boldogság	fericita
boldogság	fericita
boldogság	happy
boldogság	fericit
szög	unghii
szög	unghiilor
szög	unghie
szög	unghi
szög	unghiul
megválasztott	alesi
időszakos	periodic
időszakos	periodica
időszakos	periodice
időszakos	intermitent
julian	julian
biológus	biolog
vienne	vienne
trombita	trompeta
trombita	trompeta
pan	tigaie
pan	pan
péntek	vineri
péntek	vinerea
moldova	moldova
monumentális	monumentala
bányászati	minerit
bányászati	miniere
poroszország	prusia
poroszország	prusiei
korrekt	corecteaza
korrekt	corecta
korrekt	corecta
korrekt	corect
korrekt	echitabil
korrekt	fair
korrekt	corect
annie	annie
kalauz	ghid
kalauz	ghidul
kalauz	dirijor
kalauz	conductor
vasutak	ferate
vizsgált	testate
vizsgált	testat
vizsgált	testata
vizsgált	examinate
vizsgált	examinat
vizsgált	examinata
vizsgált	anchetat
vizsgált	investigate
vizsgált	investigata
vizsgált	investigat
tölgy	quercus
tölgy	stejarul
tölgy	stejar
tölgy	oak
tojás	oua
tojás	oua
tojás	ouale
tojás	ou
tojás	oul
létesítmény	instalatie
létesítmény	montare
létesítmény	instalarea
létesítmény	instalare
létesítmény	facilitatea
létesítmény	facilitate
létesítmény	stabilirea
létesítmény	stabilire
értelmezhető	semnificativ
megszállt	posedat
megszállt	posedata
megszállt	ocupat
megszállt	ocupate
megszállt	ocupata
klorid	clorura
klorid	cloruri
fix	repara
fix	fix
fix	repara
fix	repar
fix	fixa
fix	fix
fix	reparat
fix	fixat
homok	nisip
homok	sand
homok	nisipul
homok	sands
homok	nisipuri
homok	nisipurile
csók	pup
veszteségeket	pierderile
veszteségeket	pierderi
spontán	spontane
spontán	spontana
spontán	spontan
spontán	spontan
derby	derby
evolúció	evolutia
evolúció	evolutie
evolúció	evolutia
evolúció	evolutia
szurkolók	fani
szurkolók	fanii
szurkolók	ventilatoare
szurkolók	fanilor
szurkolók	suporteri
üzemeltető	operator
üzemeltető	operatorul
üzemeltető	operatorului
conrad	conrad
analízis	analize
analízis	analiza
analízis	analiza
mongólia	mongolia
luna	luna
privát	privata
privát	privat
privát	private
kezdetek	inceput
kezdetek	inceputuri
kezdetek	inceputurile
bizonyítani	dovedesc
bizonyítani	dovedind
bizonyítani	dovedeste
főnök	sef
főnök	sef
főnök	boss
szülő	parinte
szülő	parinte
harvey	harvey
áruház	magazin
áruház	magazinul
áruház	store
áruház	stocheaza
jackie	jackie
atlanta	atlanta
koordináta	coordoneaza
koordináta	coordona
koordináta	coordonate
koordináta	coordonatele
koordináta	coordonate
claudius	claudius
átadott	transferat
átadott	transferate
átadott	transferata
csillagkapu	stargate
potenciális	potential
potenciális	potentialul
potenciális	potential
lambert	lambert
horror	groaza
horror	groaza
horror	horror
horror	oroare
szaxofon	saxofon
utasok	pasageri
utasok	pasagerii
utasok	calatori
utasok	calatorii
utasok	calatorilor
teológia	teologie
eltávolították	indepartat
eltávolították	eliminat
eltávolították	scos
diszkográfia	discografia
hamburger	burger
hamburger	hamburgeri
hamburger	hamburger
hamburger	hamburgeri
reeder	reeder
szál	fibre
szál	fibra
szál	fibra
szál	fire
szál	fir
szál	firul
centrum	centrum
centrum	centrul
centrum	centru
fát	lemn
fát	lemnul
fát	wood
fát	lemne
hatásai	efectele
hatásai	efecte
keserű	amar
keserű	amare
keserű	amara
bűncselekmény	crima
bűncselekmény	crima
bűncselekmény	criminalitate
kutatói	cercetatorul
kutatói	cercetator
kutatói	cercetatorii
kutatói	cercetatori
kutatói	cercetatorilor
kutatói	cercetatori
lennon	lennon
broadway	broadway
értelmező	interpretative
értelmező	interpretativ
bomba	bomba
bomba	bomba
bomba	bombe
bomba	bombele
pérez	pérez
abraham	avraam
abraham	abraham
szerencsétlen	ghinionist
szerencsétlen	ghinion
szerencsétlen	nefericit
felszerelve	montat
felszerelve	montate
felszerelve	echipata
felszerelve	echipate
felszerelve	echipat
ibc	ibc
madagaszkár	madagascar
gene	gene
gene	gena
gene	gena
oslo	oslo
robbanás	explozia
robbanás	explozie
krakkó	cracovia
krakkó	cracovia
diploma	diploma
diploma	diploma
diploma	diploma
diploma	grad
diploma	gradul
diploma	diploma
egyetértés	acordul
egyetértés	acord
egyetértés	intelegerea
egyetértés	intelegere
egyetértés	intelegere
egyetértés	consens
egyetértés	consensul
belseje	interior
belseje	interioare
megoldások	solutii
megoldások	solutii
hetes	sapte
hetes	sapte
hetes	sapte
hetes	seven
következményei	consecintele
következményei	consecinte
következményei	consecinte
lucia	lucia
boszorkány	vrajitoare
boszorkány	vrajitoare
fészek	cuib
fészek	cuibul
pat	pat
propaganda	propaganda
propaganda	propaganda
szocializmus	socialismul
botrány	scandalul
botrány	scandal
botrány	scandalos
botrány	scandaloase
webber	webber
szilveszter	sylvester
santo	santo
tök	dovleac
tök	dovlecel
sheffield	sheffield
joel	joel
janeiro	janeiro
ipa	ipa
gót	goth
végrehajtási	executarea
végrehajtási	executare
végrehajtási	implementarea
tengerentúli	strainatate
düsseldorf	düsseldorf
düsseldorf	dusseldorf
termelt	produs
csarnok	hall
spider	paianjen
spider	paianjenul
spider	paianjen
spider	spider
interaktív	interactiv
interaktív	interactive
sex	sexul
sex	sex
feltöltött	incarcate
feltöltött	incarcat
autóval	masina
autóval	masina
autóval	masina
autóval	masina
autóval	masina
paramount	paramount
hivatkozást	legatura
hivatkozást	legatura
hivatkozást	link
hivatkozást	linkul
alkotók	creatorii
szépség	frumusete
szépség	frumusete
szépség	frumusetea
csomag	haita
csomag	pack
csomag	pachet
csomag	impacheteaza
csomag	pachetul
csomag	colet
csomag	pachet
kai	kai
kazahsztán	kazahstan
puy	puy
utazási	calatorii
utazási	calatorie
linnaeus	linnaeus
radioaktív	radioactive
radioaktív	radioactiva
radioaktív	radioactiv
lezárt	sigilat
lezárt	sigilate
lezárt	sigilata
jamaica	jamaica
vallott	marturisit
vallott	marturisit
kopasz	chel
kopasz	chelie
kopasz	cheala
kaukázusi	caucazul
kaukázusi	caucaz
kaukázusi	caucazian
bokor	tufisuri
bokor	bush
bokor	arbust
búza	grau
búza	grau
egységesen	uniform
bónusz	bonus
bónusz	bonusul
bónusz	bonusuri
hónapja	luna
hónapja	luna
amy	amy
jelentéktelen	neimportante
jelentéktelen	neimportant
jelentéktelen	nesemnificativa
jelentéktelen	nesemnificativ
jelentéktelen	nesemnificative
alpha	alpha
alpha	alfa
sör	bere
sör	berea
hughes	hughes
jake	jake
sorba	coada
sorba	coada
hopkins	hopkins
stark	stark
olivier	olivier
ned	ned
gks	gks
niger	niger
megjelölt	etichetate
megjelölt	etichetat
megjelölt	etichetata
megjelölt	marcata
megjelölt	marcat
megjelölt	marcate
kizárólagos	exclusive
kizárólagos	exclusiva
kizárólagos	exclusivitate
kizárólagos	exclusiv
szemét	gunoi
szemét	gunoaie
szemét	gunoiul
szemét	gunoi
szemét	gunoiul
lakás	plate
lakás	plat
lakás	apartamentul
lakás	apartament
lakás	locuinta
lakás	locuinte
lakás	locuinte
lakás	cazare
lakás	carcasa
trilógia	trilogia
dakota	dakota
szombaton	sambata
szombaton	sambata
szombaton	sambata
szombaton	sambata
julianna	julianna
évenként	anual
évenként	anuala
koncepció	concept
koncepció	conceptul
jeanne	joan
jeanne	ioana
jeanne	jeanne
átalakított	modificata
átalakított	modificate
átalakított	modificat
átalakított	convertite
átalakított	convertit
átalakított	transformat
átalakított	transformate
átalakított	transformata
átalakított	adaptat
átalakított	adaptate
átalakított	adaptata
előnyös	benefica
előnyös	benefice
előnyös	benefic
előnyös	avantajoase
előnyös	avantajoasa
előnyös	avantajos
törlése	sterge
törlése	sterge
törlése	stergere
alább	dedesubt
bizonyítékok	dovezi
bizonyítékok	probe
bizonyítékok	dovada
bizonyítékok	dovada
burgenland	burgenland
bsc	bsk
ávila	ávila
eduardo	eduardo
fizikusok	fizicieni
fizikusok	fizicienii
simpson	simpson
nílus	nil
vallások	religiile
vallások	religii
élőlény	organism
orange	orange
orange	portocala
orange	portocaliu
orange	portocalie
számláló	contor
számláló	contra
számláló	numarator
elkerülése	evitarea
elkerülése	evitand
elkerülése	evita
elkerülése	evita
elkerülése	evitarea
elkerülése	evitare
konszenzus	consens
konszenzus	consensul
michelle	michelle
paula	paula
gerhard	gerhard
kapcsolatai	legaturi
kapcsolatai	conexiuni
elszenvedett	indurat
közreműködő	contribuitor
közreműködő	colaborator
közreműködő	colaboratori
közreműködő	contribuabili
közreműködő	colaboratorii
nicaragua	nicaragua
castro	castro
vandalizmus	vandalism
rhône	rhône
mobile	mobile
mobile	mobil
mobile	mobila
glenn	glenn
stein	stein
gombák	ciupercile
gombák	ciuperci
gombák	ciuperca
gombák	ciuperca
gombák	ciuperci
ablakok	windows
ablakok	ferestre
ablakok	geamuri
ablakok	ferestrele
brno	brno
reagál	raspund
reagál	raspunzand
évszázad	secolul
évszázad	secol
évszázad	century
armstrong	armstrong
csomópont	nod
csomópont	junction
törvénytelen	nelegitim
aranyos	draguta
aranyos	dragut
aranyos	dragut
próbáltam	incercat
palermo	palermo
bezárt	inchise
bezárt	inchis
bezárt	inchisa
bezárt	inchis
csökkentése	reduce
csökkentése	reducere
csökkentése	reducerea
csökkentése	reducerea
csökkentése	reducand
rain	ploaie
rain	ploua
rain	ploi
rain	rain
auto	auto
kitörés	focar
kitörés	epidemie
kitörés	izbucnire
freddie	freddie
apache	apache
esküvő	nunta
esküvő	nunta
hudson	hudson
utcák	strazile
utcák	strazi
utcák	strazi
technikailag	tehnic
alekszandrovics	alexandrovici
perui	peruvian
perui	peru
koreográfus	coregraf
recept	reteta
recept	reteta
recept	reteta
társaságok	societati
társaságok	societati
társaságok	companii
társaságok	companiile
megszüntetése	incetarea
siemens	siemens
kiadások	cheltuielile
kiadások	cheltuieli
kiadások	cheltuielile
kiadások	cheltuieli
nyelvészet	lingvistica
hollywoodi	hollywood
divat	moda
divat	modei
divat	moda
divat	fashion
christoph	christoph
összeg	suma
összeg	cantitate
összeg	suma
összeg	sum
összeg	suma
összeg	suma
nicole	nicole
nepál	nepal
deux	deux
távközlési	telecom
távközlési	telecomunicatii
távközlési	telecomunicatii
kocsik	masini
kocsik	masini
kocsik	masini
kocsik	vagoane
kocsik	vagoane
felújítás	renovari
felújítás	renovare
felújítás	reinnoire
felújítás	reinnoirea
felújítás	renovari
felújítás	renovarea
felújítás	renovare
felújítás	renovare
professzionális	profesional
professzionális	profesionala
professzionális	profesionale
professzionális	profesionista
professzionális	profesionist
houston	houston
ulrich	ulrich
működés	operatie
működés	operatiune
működés	operatiunea
működés	operatiunea
lika	lika
istennő	zeita
istennő	zeita
hidak	podurile
hidak	poduri
kultúrák	culturile
kultúrák	culturi
lombard	lombard
vívás	scrima
waters	apele
waters	apelor
waters	waters
waters	ape
fbi	fbi
későn	tarziu
későn	intarziat
későn	tarziu
vert	vert
szociológus	sociolog
cape	cape
cape	pelerina
cape	pelerina
hallani	auzi
kiadatlan	nepublicate
kiadatlan	nepublicata
vilma	vilma
lili	crin
lili	lily
lili	lili
harald	harald
plus	plus
érvénytelen	incorect
érvénytelen	invalid
kövér	grasa
kövér	grasa
kövér	grasime
kövér	gras
kínál	oferte
kínál	ofertele
kínál	oferind
kínál	oferirea
kínál	ofranda
kínál	ofer
kolostorban	manastirea
kolostorban	manastirea
kolostorban	manastire
kolostorban	manastire
kolostorban	manastire
kerék	roata
kerék	roata
kerék	roti
kerék	rotile
kerék	roti
kerék	roti
vegyész	chimist
fejlesztések	imbunatatiri
fejlesztések	evolutiile
fejlesztések	evolutii
emelet	etajul
emelet	etaj
emelet	podea
szimmetrikus	simetrice
szimmetrikus	simetrice
kártya	carti
kártya	carti
kártya	carti
kártya	carduri
kártya	cardul
kártya	card
instrumentális	instrumental
holmes	holmes
kötés	legare
kötés	legarea
kötés	bandaj
kötés	bond
tulajdonság	proprietate
tulajdonság	proprietatea
tulajdonság	proprietati
tulajdonság	proprietati
légkör	atmosfera
légkör	atmosfera
légkör	atmosferic
légkör	atmosferice
kurd	kurd
kurd	kurda
kurd	kurzi
szabályozza	reglementeaza
mainz	mainz
orne	orne
varázsló	vrajitorul
varázsló	vrajitor
varázsló	magicianul
varázsló	magician
heinz	heinz
sárgás	galbuie
producerek	producatori
producerek	producatorii
nyelveket	limbi
nyelveket	limbile
felmérés	anchete
felmérés	sondajul
felmérés	sondaj
felmérés	sondaj
caf	caf
eugène	eugène
gyanús	suspicios
gyanús	suspecte
gyanús	suspect
gyanús	suspecta
gyanús	suspectul
gyanús	suspect
henger	cilindru
henger	butelie
henger	butelii
henger	cilindri
műsorok	arata
műsorok	spectacole
műsorok	emisiuni
felváltva	alternativ
csökkenő	descendent
todd	todd
parma	parma
infrastruktúra	infrastructuri
infrastruktúra	infrastructura
infrastruktúra	infrastructura
seattle	seattle
fegyvereket	armele
fegyvereket	arme
vágy	dorinta
vágy	dorinta
vágy	dorinta
vágy	pofta
vágy	pofta
vágy	pofta
vágy	pofta
romboló	distrugatorul
romboló	distrugator
ugrás	sari
ugrás	salt
erotikus	erotica
erotikus	erotic
erotikus	erotice
homo	homo
hibrid	hibrid
dráva	drava
bon	bon
robbie	robbie
morris	morris
europa	europa
cukor	bomboane
cukor	candy
cukor	dulciuri
cukor	zahar
cukor	zahar
cukor	zaharul
cukor	sugar
terhes	gravida
terhes	insarcinata
terhes	gravida
terhes	insarcinata
érvek	argumentele
érvek	certuri
érvek	argumente
városokat	orase
városokat	orasele
városokat	orase
városokat	orasele
városokat	orase
mdf	mdf
triász	triasic
tömör	compact
tömör	solid
tömör	solida
tömör	solide
tömör	succint
tömör	concis
anhalt	anhalt
kórházi	spitalul
kórházi	spital
komédia	comedia
komédia	comedie
komédia	farsa
komédia	farsa
ita	ita
víztározó	acvifer
víztározó	rezervor
roth	roth
csont	bones
csont	oase
csont	oasele
csont	oase
csont	os
csont	osul
csont	bone
bennett	bennett
csőre	cioc
csőre	ciocul
arizona	arizona
jegyzett	subscris
jegyzett	abonat
baseball	baseball
egyezik	meciuri
egyezik	chibrituri
egyezik	meci
egyezik	match
egyezik	potrivire
algebra	algebra
algebra	algebra
kínaiak	chineza
kínaiak	chineza
kínaiak	chinezesc
kínaiak	chinez
kínaiak	chinezi
tibet	tibet
őszintén	sincer
toyota	toyota
ovális	oval
megosztott	partajate
megosztott	distribuit
megosztott	distribuite
megosztott	distribuita
megosztott	impartit
megosztott	divizat
megosztott	divizata
tematikus	tematica
követői	urmaritorii
követői	urmaritori
egyenlítői	ecuatoriala
napokban	zilele
napokban	zile
munkahelyek	joburi
hanna	hannah
hanna	hanna
halottak	moarta
halottak	dead
halottak	mort
burton	burton
csatornák	canalele
csatornák	canale
csatornák	jgheaburi
csatornák	canalizare
kezelő	operator
kezelő	operatorul
kezelő	operatorului
kezelő	manager
kezelő	managerul
kezelő	handler
vatikáni	vaticanul
vatikáni	vaticanului
vatikáni	vatican
módszertani	metodologice
porsche	porsche
haiti	haiti
haiti	haitian
hírhedt	notoriu
hírhedt	infam
tokiói	tokio
tokiói	tokyo
józan	treaz
józan	sobru
józan	treaza
költség	costuri
költség	costul
költség	cost
költség	costuri
költség	costurile
ricardo	ricardo
részleteket	detaliile
részleteket	detalii
mel	mel
alpesi	alpine
szekeres	szekeres
törtek	fractiunile
galamb	porumbel
galamb	dove
galamb	porumbel
galamb	porumbelul
galamb	porumbei
szervező	promotor
szervező	organizator
szervező	organizator
macskák	pisicile
macskák	pisici
befolyásos	influente
befolyásos	influent
befolyásos	influenta
elpusztította	distrusa
elpusztította	distruse
elpusztította	distrus
elpusztította	distrusa
hús	carne
hús	carnea
bástya	bastion
bástya	tura
bástya	tura
serena	serena
vosges	vosges
felipe	felipe
hirdetett	promovat
hirdetett	promovata
hirdetett	promovate
logó	logo
logó	sigla
katalógus	cataloagele
katalógus	cataloage
katalógus	catalog
katalógus	catalogul
katalógus	catalog
katalógus	catalogul
platform	platforma
platform	platforma
platform	platformele
platform	platforme
nyelvtan	gramatica
nyelvtan	gramatica
kollektív	colective
kollektív	colectiva
kollektív	colectivul
kollektív	colectiv
hazafias	patriotic
hazafias	patriot
rogers	rogers
tudor	tudor
tizenegyedik	eleventh
jefferson	jefferson
meghívást	invita
meghívást	invita
meghívást	invitatie
meghívást	invitatie
meghívást	invitatie
akkád	akkadiana
feladatai	atributii
feladatai	sarcini
feladatai	sarcinile
feladatai	indatoriri
glasgow	glasgow
súlyemelés	haltere
suriname	surinam
légió	legiune
légió	legiunea
gyalogság	infanterie
gyalogság	infanteria
értelmezni	interpreteaza
értelmezni	interpreta
bauer	bauer
dunántúl	transdanubia
muzulmán	musulmana
muzulmán	musulmani
muzulmán	musulmane
muzulmán	musulman
fajták	rase
fajták	soiurile
fajták	soiuri
hivatkozásokat	referinte
hivatkozásokat	referinte
hivatkozásokat	trimiteri
montana	montana
stratégia	strategie
stratégia	strategia
nélkülözhetetlen	indispensabil
nélkülözhetetlen	indispensabila
nélkülözhetetlen	indispensabile
nélkülözhetetlen	esentiala
nélkülözhetetlen	esentiale
nélkülözhetetlen	esential
nélkülözhetetlen	esential
biztonság	securitate
biztonság	securitatea
biztonság	paza
biztonság	paza
biztonság	siguranta
biztonság	siguranta
biztonság	siguranta
len	len
struktúra	structura
struktúra	structura
struktúra	structurii
ismétlődő	dublura
ismétlődő	duplicat
ismétlődő	repetitive
ismétlődő	recurente
ismétlődő	repetat
ismétlődő	repetata
ismétlődő	repetate
felvételeket	benzi
felvételeket	casete
felvételeket	casetele
felvételeket	inregistrari
gaja	gaja
bűnös	vinovat
bűnös	vinovata
bűnös	pacatoasa
bűnös	pacatos
kiejtés	pronuntie
kén	sulf
kén	sulf
admirális	amiral
admirális	amiralul
tarka	pied
tedd	pune
tedd	pus
mérhető	masurabile
puha	moi
puha	moale
zavaros	derutat
zavaros	confuzi
zavaros	confuz
zavaros	confuza
zavaros	tulbure
zavaros	confuza
zavaros	derutant
zavaros	confuze
zavaros	confuz
liechtenstein	liechtenstein
jessica	jessica
hubert	hubert
gers	gers
hitte	crezut
rap	rap
januárban	ianuarie
sértő	ofensator
sértő	ofensiv
sértő	jignitor
sértő	ofensiva
sértő	ofensiva
sértő	insultator
sértő	jignitoare
sértő	jignitor
sértő	insulta
iowa	iowa
medina	medina
törvényeket	legi
törvényeket	legile
kölcsön	imprumutat
kölcsön	imprumutat
kölcsön	imprumuturile
kölcsön	imprumuturi
kölcsön	imprumut
kölcsön	imprumutul
kölcsön	imprumut
clarke	clarke
kezdeményezés	initiativa
kezdeményezés	initiativa
kezdeményezés	initiativa
túlélte	supravietuit
túlélte	supravietuit
régiók	regiuni
régiók	regiunilor
régiók	regiunile
régiók	regiunea
régiók	regiune
módosult	modificat
módosult	modificata
módosult	modificate
módosult	modificat
algoritmus	algoritmul
algoritmus	algoritm
hallgatta	ascultat
marton	marton
randy	randy
ferde	stramba
ferde	stramb
ferde	oblic
ontario	ontario
riporter	reporterul
riporter	reporter
esély	sanse
esély	sanse
esély	sansa
esély	sanse
esély	sanse
esély	sansa
esély	sanse
esély	cote
szárnyas	inaripat
ünnepség	ceremonia
ünnepség	ceremonie
ünnepség	sarbatorire
ünnepség	sarbatoare
kaliforniában	california
rossi	rossi
temetkezési	undertaker
bis	bis
kibocsátott	eliberat
kibocsátott	emis
kibocsátott	emisa
kibocsátott	emise
kibocsátott	emis
kibocsátott	emisa
laboratóriumi	laboratorul
laboratóriumi	laborator
berg	berg
állampolgár	cetatean
állampolgár	cetatean
albrecht	albrecht
gomba	ciupercile
gomba	ciuperci
gomba	ciuperca
gomba	ciuperca
gomba	ciuperci
gomba	ciuperca
gomba	ciuperca
gomba	ciuperci
szavazott	votat
szavazott	votata
nyelveken	limbi
nyelveken	limbile
biztosítva	asigurat
biztosítva	asigurata
biztosítva	asigurate
afganisztán	afganistan
afganisztán	afghanistan
afganisztán	afganistanul
steiner	steiner
állítólagos	presupusa
állítólagos	presupusa
állítólagos	presupus
szándéka	intentie
szándéka	intentia
szándéka	intentie
szándéka	intentie
szándéka	intentia
szándéka	intentie
világosabb	bricheta
világosabb	bricheta
elérés	impact
elérés	impactul
visszafelé	invers
ptolemaiosz	ptolemeu
cliff	cliff
memorial	memorial
memorial	memorialul
nicola	nicola
képviselt	reprezentate
képviselt	reprezentat
képviselt	reprezentata
leveleket	scrisori
leveleket	litere
brecht	brecht
martínez	martínez
julien	julien
antarktisz	antarctica
üzemeltetett	operate
üzemeltetett	operat
üzemeltetett	operata
törzsi	tribal
törzsi	tribale
cartman	cartman
beavatkozás	interventie
beavatkozás	interventia
tolkien	tolkien
karcsú	slim
karcsú	subtire
tanít	predau
tanít	predare
tanít	preda
tanít	preda
kétséges	indoiala
kétséges	indoiala
kétséges	indoiala
kétséges	dubioase
kétséges	dubioasa
kétséges	dubios
kétséges	indoielnic
dobó	bowler
dobó	ulcior
dobó	aruncator
technikák	tehnici
átjáró	portal
átjáró	portalul
átjáró	pasajul
átjáró	pasaj
leslie	leslie
pusztító	distructiv
pusztító	distructive
pusztító	distructiva
pusztító	devastatoare
pusztító	devastator
pusztító	distrugatorul
pusztító	distrugator
bolygók	planete
bolygók	planetelor
bolygók	planetele
pearl	pearl
pearl	perla
pearl	perla
erősíti	consolideaza
átdolgozott	revizuit
átdolgozott	revizuita
átdolgozott	revizuite
rétegek	straturi
álma	visul
álma	vis
álma	viseaza
álma	viseaza
essen	essen
romantika	romantism
feldolgozó	procesorul
feldolgozó	procesor
elena	elena
elektron	electron
konferencián	conferinta
konferencián	conferinta
konferencián	conferinta
konferencián	conferinta
telek	teren
telek	terenuri
telek	land
telek	pamant
sűrűsége	densitate
sűrűsége	densitatea
dôme	dôme
singer	cantareata
singer	singer
singer	cantaret
lejárt	expirat
lejárt	expirate
anatómiai	anatomice
zambia	zambia
leon	leon
laosz	laos
verset	poem
verset	poezie
rico	rico
haydn	haydn
felhasználás	utilizeaza
felhasználás	utilizarea
felhasználás	foloseste
felhasználás	utilizare
felhasználás	consumul
felhasználás	consum
felhasználás	consumului
korong	discul
korong	disc
korong	discheta
korong	pucul
korong	puck
korong	discul
korong	disc
hűséges	loiala
hűséges	loial
hűséges	loiali
hűséges	loiale
hűséges	credincios
hűséges	credincioasa
elektronikai	electronica
elektronikai	electronica
elektronikai	electronice
venezuelai	venezuelean
venezuelai	venezuela
venezuelai	venezuela
kötőjel	cratima
paradicsom	rosii
paradicsom	rosii
paradicsom	rosii
paradicsom	rosii
paradicsom	tomate
paradicsom	rosii
paradicsom	rosii
paradicsom	paradisul
paradicsom	paradis
paradicsom	paradise
fenntartása	mentine
fenntartása	mentine
fenntartása	mentinerea
álláspont	pozitie
álláspont	pozitia
álláspont	pozitia
álláspont	pozitie
álláspont	pozitie
házigazda	gazda
házigazda	gazda
faktor	factorul
faktor	factor
federico	federico
növelése	creste
növelése	crestere
samantha	samantha
emily	emily
hbo	hbo
szingapúr	singapore
giacomo	giacomo
hektáros	acre
hektáros	acru
oszlopok	stalpi
oszlopok	piloni
oszlopok	coloanele
oszlopok	coloane
martina	martina
darwin	darwin
domenico	domenico
küld	trimiterea
küld	trimit
küld	trimite
doug	doug
lakók	locuitori
lakók	locuitorii
lakók	rezidenti
lakók	locatari
lakók	ocupantilor
nyikolajevics	nikolaevich
republikánus	republicani
republikánus	republican
republikánus	republicane
republikánus	republicana
rosszindulatú	rauvoitoare
rosszindulatú	abuziv
rosszindulatú	abuzive
rosszindulatú	abuziva
rosszindulatú	rautacioase
rosszindulatú	maligne
rövidítések	abrevieri
rövidítések	acronime
arabok	arabi
arabok	arabii
elemzés	analize
elemzés	analiza
elemzés	analiza
tehetségét	talentele
tehetségét	talente
veronika	veronika
nomád	nomazi
nomád	nomad
járvány	focar
járvány	epidemie
járvány	ciuma
járvány	ciuma
járvány	plaga
járvány	pandemie
járvány	epidemie
járvány	epidemia
járvány	epidemii
megfigyelő	observator
megfigyelő	observatorul
lille	lille
vicces	funny
vicces	amuzant
vicces	haios
vicces	hilar
hónapok	lunile
hónapok	luni
laurent	laurent
gázok	gazele
gázok	gaze
válás	divort
chan	chan
másképpen	altfel
halászat	pescuit
halászat	pescuitul
halászat	pescarie
halászat	pescuit
halászat	pescuiesc
halászat	pescuitul
évkönyv	anuarul
neill	neill
lánc	lanturi
lánc	lant
lánc	lant
lánc	lantul
oxid	oxid
illetékes	competent
illetékes	competenta
illetékes	competente
fortuna	fortuna
nielsen	nielsen
leeds	leeds
vega	vega
vega	vegetariana
vega	vegetarian
vega	vegan
befejeződött	incheiat
befejeződött	finalizat
befejeződött	completat
befejeződött	finalizata
boris	boris
fenyegeti	ameninta
kliens	clientul
kliens	client
módosítani	modifica
tűzoltó	pompier
tűzoltó	pompier
szex	sexul
szex	sex
utazók	calator
utazók	calatori
utazók	calatorii
utazók	calatorilor
kőolaj	petrol
kőolaj	ulei
