категорія	categoria
початок	inici
початок	comença
початок	començant
пояс	cintura
пояс	cinturó
сергій	serhí
сергій	sergi
сергій	serguei
станція	taixkent
станція	estació
станція	novosibirsk
існує	existeixen
існує	existir
існує	existeix
проект	projecte
мати	mare
чоловік	marit
чоловік	home
чоловік	man
ліворуч	esquerra
ліворуч	esquerre
усіх	tothom
книги	llibres
книги	llibre
михайло	mikhaïl
михайло	mikhailo
михайло	michael
країн	països
нагороди	premis
поштові	franqueig
офіційна	official
індекси	índexs
переважно	principalment
переважно	majoritàriament
дії	operacions
дії	accions
дії	activitat
дії	acció
станції	estació
станції	estacions
станції	emissores
світі	tastat
немає	cap
освіти	educació
професор	catedràtic
професор	professor
руху	movent
японії	japó
японії	japan
служби	serveis
служби	servei
відомі	conegut
виробництва	fabricació
орган	orgue
орган	òrgan
різні	diferent
різні	diferents
різні	divers
поділ	divisions
поділ	separacions
поділ	fissió
поділ	divisió
треба	necessitat
довжина	longitud
сили	força
сили	forces
іграх	olimpíades
шевченка	chorus
основні	bàsic
основні	bàsics
основні	bàsiques
основні	basic
роботу	treball
іванович	ivànovitx
неї	condemnes
прапора	bandera
тих	cosir
тих	aquelles
тих	aquells
дня	jornada
дня	dia
герб	herb
герб	blasó
росія	rússia
василь	basili
василь	basil
василь	alfàbrega
василь	vassili
василь	vassil
депутатів	diputats
іспанії	espanya
індекс	index
індекс	índex
місця	llocs
місця	ubicacions
місця	localitzacions
місця	seients
місця	assentaments
відбувається	passant
розвиток	desenvolupament
альбом	àlbum
товариства	societat
засновані	basat
гравці	jugadors
серії	sèries
серії	sèrie
серії	episodis
німеччини	alemanya
просто	simplement
просто	només
нові	nova
нові	nou
нові	noves
письменник	escriptor
інформації	info
слова	paraules
зараз	ara
зараз	actualment
працює	funcionant
працює	obres
батько	pare
декілька	diversos
декілька	diverses
декілька	múltiples
декілька	múltiple
відомості	informació
відомості	detalls
розмір	mida
забезпечення	assegurament
президент	president
президента	presidencials
президента	presidencial
москва	moscou
москва	moskva
американський	american
американський	americà
повністю	plenament
повністю	totalment
повністю	completament
повністю	totalment
посилання	referències
посилання	vinculació
посилання	enllaç
посилання	referència
посилання	enllaços
пісні	cançons
пісні	songs
члени	membres
науки	ciència
науки	ciències
нова	nova
нова	nou
нова	noves
нова	nova
роман	romans
роман	roman
роман	romà
річка	riu
чотири	four
чотири	quatre
другий	segon
другий	segona
належить	pertany
обсерваторія	observatori
шаблон	patró
шаблон	plantilla
відкритий	oberta
відкритий	oberts
відкритий	open
відкритий	obre
відкритий	obert
відкритий	públic
відкритий	públics
відкритий	public
відкритий	públiques
відкритий	exposat
відкритий	exposats
збройних	armat
збройних	armats
можливість	característica
можливість	possibilitat
текст	text
учасники	concursants
учасники	assistents
учасники	participants
учасники	membres
дерев	arbrat
дерев	arbres
прапор	bandera
тел	tel
галузі	indústries
галузі	indústria
стає	esdevenir
ширина	amplada
чемпіон	campió
чемпіон	campiona
чемпіон	champion
гравець	reproductor
гравець	jugador
івана	ivana
можливо	potser
можливо	possible
можливо	possibles
термін	termini
стало	sentia
стало	feltre
випадку	cas
юрій	iuri
юрій	iuri
великі	grans
добре	multa
добре	bones
добре	bona
король	king
король	rei
лінії	línies
випускники	llicenciats
випускники	titulats
виконання	realitzant
виконання	escèniques
виконання	funcionant
виконання	execució
учасник	membre
учасник	concursant
учасник	participant
існування	existència
питань	preguntes
питань	qüestions
доктор	metge
доктор	doctor
художник	pintor
художник	artista
форми	formularis
форми	formes
форми	formes
підприємства	enterprise
творів	multimèdia
творів	composicions
радянський	soviètic
радянський	soviètica
правління	tauler
правління	junta
правління	govern
сен	sen
сен	sena
сен	seine
сен	saint
секретар	secretària
секретар	secretari
галерея	galeria
галерея	galleria
друга	segon
друга	segona
друга	amistat
друга	amic
великих	grans
містить	conté
містить	contenir
містить	contenen
територія	territori
політики	pòlissa
політики	política
політики	polítics
політики	polítiques
університеті	campus
сьогодні	avui
проведення	desenvolupant
анатолій	anatoli
види	espècies
види	espècie
дружина	esposa
світ	món
світ	world
андрій	andrei
андрій	andrí
івано	ivano
зміни	modificacions
зміни	torns
зміни	canvis
ред	roig
ред	vermell
ред	red
ред	raids
днів	dies
номер	número
номер	nombre
програми	aplicació
програми	programes
програми	aplicacions
програми	programes
програми	programari
партія	party
партія	partit
партія	festa
будівництво	edifici
будівництво	edificació
будівництво	construcció
події	exclusivitat
події	incidència
події	esdeveniments
події	esdeveniment
тип	tipus
зображень	imatges
укр	eng
чемпіонат	fina
чемпіонат	campionat
чемпіонат	championship
категорії	categories
проблеми	problemes
проблеми	qüestions
людина	homo
людина	humà
людина	humans
людина	home
людина	man
вікіпедія	viquipèdia
головним	principalment
число	número
число	nombre
альбоми	àlbums
білорусі	bielorússia
петро	petro
петро	petr
петро	peter
петро	pere
петро	piotr
отримала	rebut
отримала	rebé
отримала	rebuda
почали	començat
почали	iniciat
комітету	comitè
мало	malo
мало	poms
рівні	nivells
процес	procés
виступав	abordar
менше	menys
значно	significativament
сезону	temporada
правило	regla
режисер	director
режисер	directora
режисер	realitzador
чому	perqué
завжди	sempre
загальна	genèriques
загальна	genèric
загальна	total
ряд	sèries
ряд	sèrie
погода	weather
завод	planta
вплив	impacte
вплив	influència
рух	trànsit
рух	tràfic
рух	moviment
компанія	companyia
компанія	empresa
слід	petjada
площі	zones
площі	àrees
площі	àmbits
астероїд	asteroide
віктор	viktor
віктор	víctor
віктор	victor
будівництва	construcció
читати	llegit
читати	llegir
застосування	aplicats
застосування	aplicat
застосування	aplicada
застосування	imposant
застосування	aplicant
закінчення	final
останній	darrer
останній	últim
останній	última
останній	darrera
перше	primer
перше	primera
перше	primers
скликання	rada
слово	paraula
книга	llibre
захисту	protectora
захисту	protegint
радянської	lietuvos
центрі	contractista
вважається	considerades
вважається	considerat
гри	partida
гри	joc
гри	jugabilitat
призначений	destina
тіла	cos
тіла	cossos
основному	principalment
сезон	temporada
назвали	anomenat
назвали	cridat
марія	marija
марія	maria
футболіст	futbolista
джон	john
джон	joan
джон	jon
володар	lord
володар	senyor
поет	poeta
матчів	mistos
матчів	partits
матчів	coincidències
матчів	coincideix
клуби	clubs
клуби	trèvols
ігри	jocs
відома	conegut
відома	famós
відома	famosos
відкриті	oberta
відкриті	oberts
відкриті	open
відкриті	obre
відкриті	obert
директор	director
директор	directora
директор	realitzador
директор	director
народний	folk
заступник	actuant
заступник	vici
заступник	vice
заступник	adjunt
заслужений	homenatjats
заслужений	honorat
заслужений	honrat
часи	vegades
теорії	teories
середній	mitjà
уряд	govern
виробництво	producció
виробництво	fabricació
кіно	cinema
парк	park
парк	parc
створено	generada
створено	generades
створено	generat
створено	creades
створено	creats
створено	creat
окрім	excepte
повстання	aldarull
повстання	revolta
жінок	dones
провінція	província
спорту	esports
речі	coses
європі	europe
європі	europa
відділення	esquadra
метрів	metres
метрів	metres
потрібно	necessitat
найкращий	millor
ван	van
ван	furgoneta
ван	wang
безпеки	seguretat
досягнення	èxits
досягнення	realitzacions
досягнення	consecució
досягнення	assoliment
театр	theater
театр	teatre
театр	teatre
республіка	república
одночасно	simultàniament
вийшов	out
мешканців	residents
німеччині	alemanya
герой	heroi
острів	illa
острів	isle
загальні	unisex
загальні	genèriques
загальні	genèric
загальні	global
загальні	globals
загальні	comunes
загальні	comú
загальні	comuns
загальні	general
культура	cultura
представників	representants
одиниця	unitat
бібліотека	biblioteca
профіль	perfil
профіль	identitat
малі	petita
малі	petites
малі	mali
швидко	ràpid
швидко	ràpidament
оборони	defensa
америки	amèrica
санкт	sankt
російсько	russo
момент	moment
рахунок	compte
рахунок	puntuació
робота	treball
робота	feina
робота	treball
робота	treballant
література	literatura
навчався	estudiat
премія	premi
замок	castell
титул	títol
ролі	rol
ролі	rols
одне	one
англ	anglo
систем	sistemes
актор	actor
гра	partida
гра	joc
армія	exèrcit
російська	rus
карти	cartes
карти	targetes
карти	correspondències
карти	maps
карти	mapes
моделі	models
моделі	model
нагороджений	decorats
нагороджений	decorat
стан	stan
стан	estat
олександра	alexandra
рівень	nivell
утворення	formacions
утворення	borrós
відкриття	descobriment
відкриття	obertura
рок	roc
рок	roca
рок	rock
шлях	camí
фото	foto
фото	fotos
організація	organització
поверхні	splines
поверхні	superfície
планети	planetes
фон	fon
фон	fonds
фон	von
міністр	cdu
міністр	ministre
відповідає	respost
відповідає	mistos
відповідає	partits
відповідає	coincidències
відповідає	coincideix
журнал	bitàcola
журнал	journal
журнал	diari
журнал	revista
журнал	història
особа	persona
особа	afiliat
особа	identitat
будівлі	edifici
будівлі	edificació
будівлі	edificacions
будівлі	edificis
храм	temple
дмитро	dmitri
практично	virtualment
практично	pràcticament
таблиця	taula
таблиця	quadre
операції	operacions
операції	transacció
операції	transaccions
віці	edat
музичні	musical
дебютував	debutat
модель	model
джерел	fonts
джерел	orígens
факультет	facultat
керівництвом	superiors
заклади	oficines
серія	sèries
серія	sèrie
серія	serie
риби	pisces
риби	peixos
риби	peix
поки	mentre
поки	adéu
поки	fins
останні	últimes
мережі	networking
мережі	xarxes
мережі	xarxa
союз	union
союз	unió
союз	soiuz
функції	funció
функції	funcions
зробити	make
визначення	definició
визначення	definicions
визначення	definint
тренер	coach
тренер	autocar
тренер	entrenador
військовий	militars
військовий	militar
сіл	viles
сіл	foca
сіл	segell
кожен	cadascú
кожен	cadascuna
кожен	cadascun
кубок	copa
кубок	tassa
кубок	cup
поширення	compartint
поширення	compartir
поширення	compartició
поширення	comparteix
поширення	participacions
поширення	difusió
поширення	sembrant
параметр	paràmetre
параметр	opció
швидкість	velocitat
швидкість	taxa
швидкість	velocitat
васильович	vassílievitx
вдалося	gestionades
вдалося	gestionat
незважаючи	malgrat
статистика	estadística
статистика	estadístiques
статистика	anàlisis
залізниці	ferrocarrils
гори	muntanyes
радянські	soviètic
радянські	soviètica
мені	manny
знак	signe
знак	signa
знак	signar
охорони	guàrdies
охорони	conservació
військові	militars
військові	militar
корпус	corpus
боротьби	eradicació
колишній	antiga
завдання	treball
завдання	feina
завдання	tasques
завдання	treballs
завдання	tasca
відміну	oposat
відміну	contrari
загалом	total
харків	khàrkiv
техніки	invents
архітектури	arquitectures
команд	ordres
нан	nan
павло	paul
павло	pavlò
павло	pàvel
павло	pavel
здоров	ei
умови	termes
умови	condicions
гурт	banda
вивчення	estudi
словник	vocabulari
словник	diccionari
включає	inclou
старший	elder
старший	sènior
закон	llei
медаль	medalla
пісень	cançons
пісень	songs
матеріали	contingut
матеріали	material
матеріали	materials
матеріали	matèries
окремих	individu
окремих	individuals
окремих	individual
версія	versió
версія	revisió
комплекс	complexes
комплекс	complex
олег	oleg
відділу	corporatives
відділу	corporativa
ступінь	superlatiu
ступінь	grau
тварини	animals
тварини	animal
використовувати	usa
використовувати	utilització
використовувати	ús
райони	districtes
заснований	establerta
заснований	basat
озера	llac
озера	llacs
батька	pare
міг	podria
міг	mikoian
середня	mitjà
виступів	actuacions
дні	dies
поняття	concepte
композитор	compositor
молоді	joves
молоді	young
молоді	jove
результати	resultats
відкрито	iaio
відкрито	obertament
відкрито	oberta
відкрито	oberts
відкрито	open
відкрито	obre
відкрито	obert
яна	jana
рос	ross
місць	llocs
електронна	electronic
правила	regles
правила	normes
правила	pòlissa
правила	política
правила	polítiques
грав	jugat
грав	tocava
швеції	suècia
творчості	creativitat
участі	participació
операція	transacció
операція	ofensiu
операція	ofensiva
операція	funcionament
операція	operació
музики	música
пункт	opció
країна	país
країна	nacionalitat
леніна	lenin
музеї	museus
створений	generada
створений	generades
створений	generat
сільське	rurals
інтернет	internet
трохи	alguns
трохи	algunes
трохи	lleugerament
греції	grècia
іспанія	espanya
призначення	cessió
призначення	destinació
призначення	assignacions
призначення	cessions
починаючи	començant
пісня	cançó
пісня	song
том	tom
обраний	triats
обраний	elegit
обраний	escollida
обраний	elegits
обраний	electes
позиції	posicions
позиції	posició
лауреат	laureada
чотирьох	four
чотирьох	quatre
рср	ssr
острови	illes
голи	objectius
виходу	sortida
сина	fill
енциклопедія	enciclopèdia
альбому	àlbum
аль	halles
дає	produeix
крим	crimea
версії	versions
повіт	comtat
влада	potència
влада	poder
депутат	adjunt
числа	nombres
числа	números
положення	posició
криму	crimea
кожного	cadascú
кожного	cadascuna
кожного	cadascun
поля	camps
поля	marges
поля	àmbit
поля	camp
систему	negligència
міністерства	ministeri
створена	creades
створена	creats
створена	creat
третій	tercera
третій	tercer
користувач	usuari
постійно	constantment
постійно	permanentment
постійно	contínuament
нічого	res
німеччина	alemanya
стадіон	estadi
стадіон	stadium
жінки	dones
міністрів	ministres
газети	periòdics
газети	diaris
петра	petra
чергу	cua
родина	família
родина	familia
золота	or
золота	gold
історичні	històric
історичні	històrica
окремі	single
окремі	individu
окремі	individuals
окремі	individual
будуть	will
будуть	voluntat
радянська	soviètic
радянська	soviètica
бібліотеки	biblioteques
бібліотеки	biblioteca
уже	ja
повітря	aire
повітря	air
бюро	bureau
михайлович	mikhailovich
династії	dinasties
словенія	eslovènia
друге	segon
друге	segona
належать	pertanyen
внесок	aportació
внесок	aportacions
внесок	contribucions
олексій	aleksei
олексій	aleksei
олексій	aleix
частково	parcialment
частково	parcials
частково	casualment
частково	parcialment
межі	límits
межі	fronteres
межі	fronteres
стилі	estils
керівник	gestor
варіант	alternatiu
варіант	alternativa
варіант	variant
варіант	opció
варіант	variació
називається	cridat
теорія	teoria
йорк	yorke
йорк	york
мов	llengües
мов	idiomes
монастир	monestir
монастир	convent
міжнародний	internacional
міжнародний	international
міжнародний	internacionals
командир	comandant
греко	greco
індії	índia
монети	monedes
встановлено	establerta
встановлено	estableix
встановлено	conjunt
створив	creador
існують	existeixen
існують	existir
знаходяться	residir
мистецтво	arts
мистецтво	art
само	samo
результатами	comptabilitzen
грудні	desembre
перемоги	victòria
національна	national
національна	nacional
перейшов	superat
можливості	funcionalitats
можливості	característiques
можливості	oportunitats
народилася	nascut
народилася	born
вигляд	mira
вигляд	look
вигляд	vista
вигляд	visualitza
вигляд	visualització
травні	maig
травні	digestiu
австралії	austràlia
справа	cas
справа	negoci
справа	negocis
отримали	rebut
отримали	rebé
отримали	rebuda
нар	nar
представники	representants
точки	punts
нею	ella
нею	her
машини	màquines
спільноти	comunitat
спільноти	xarxes
спільноти	grups
повернення	retornar
повернення	retorn
повернення	devolució
французький	francès
вересні	setembre
кінець	final
стиль	estil
товариство	societat
прізвище	cognoms
прізвище	cognom
захист	protecció
захист	defensa
захист	defensa
широко	àmpliament
березні	març
березні	march
джерело	origen
джерело	font
діти	nens
діти	fills
діти	infants
діти	nens
діти	nadons
учасників	participants
учасників	assistents
рослини	plantes
рослини	planta
фонд	fonament
фонд	fundació
освіту	educats
освіту	educat
поле	àmbit
поле	camp
поле	marge
земель	terres
флоту	flota
англійською	anglès
мову	idioma
мову	llenguatge
мову	llengua
фестиваль	festival
інший	altres
незалежності	independència
похований	enterrat
похований	enterrats
місяців	mesos
вікі	wiki
вікі	vicky
щось	quelcom
щось	algo
хвилин	minuts
районів	zones
районів	àrees
районів	àmbits
брат	germà
січні	gener
офіційно	oficialment
елементів	elements
канади	canadà
відносно	relatiu
відносно	relativament
бази	fonament
бази	fundació
рішенням	decisió
брати	germans
власне	propi
власне	propis
знайти	localitza
знайти	localitzar
знайти	troba
знайти	trobi
знайти	trobeu
озеро	llac
книг	llibres
австрії	àustria
карл	karl
карл	carl
гітара	guitarra
німецький	alemany
скринька	caixa
скринька	capsa
собор	catedral
держав	sobirana
держав	regnes
столиці	capitals
серпні	agost
сент	saintes
сент	sainte
тараса	taras
прізвища	cognoms
метод	mètode
битва	batalla
висоти	alçàries
висоти	altures
висоти	alçades
порушення	violacions
порушення	breaking
порушення	trencant
порушення	irregularitats
болгарії	bulgària
матч	coincidència
жовтні	octubre
активно	activament
письменники	escriptores
письменники	escriptors
портрет	retrat
громада	comunitat
створити	nova
створити	nou
створити	noves
створити	crear
створити	crea
створити	generar
створити	genera
картини	pintures
процесу	procés
музика	música
користувачів	usuaris
ніколи	mai
видавництво	edició
видавництво	publicant
виступає	servint
виступає	complint
виступає	ració
вугілля	carbó
жанр	gènere
храму	temple
вважають	considerades
вважають	considerat
червні	juny
включаючи	inclòs
свято	holiday
свято	festiu
олександрович	alexandrovich
колір	color
колір	color
віце	vici
віце	vice
поступово	gradualment
проблем	problemes
двічі	doble
ліга	lliga
ліга	liga
цілком	completament
міський	urban
внутрішній	intern
внутрішній	interna
статистики	estadística
статистики	estadístiques
статистики	anàlisis
григорій	gregori
григорій	gregory
протокол	protocol
петрович	petrović
петрович	petrovich
зброї	armes
зброї	guns
освіта	educació
студентів	estudiants
студентів	alumnat
студентів	alumnes
чим	quins
чим	quina
чим	quin
чим	què
автомобілі	cars
автомобілі	cotxes
автомобілі	automòbils
автомобілі	vehicles
автомобілі	yokohama
євген	ievgueni
євген	ievhèn
євген	eugeni
наявність	disponibilitat
починається	començant
відразу	immediatament
імперія	imperi
імперія	imperia
сонця	sol
православна	ortodox
ринку	mercat
народного	folk
академія	academy
академія	academia
академія	acadèmia
академія	académie
академія	accademia
полк	regiment
газу	gas
обладнання	maquinari
обладнання	equipaments
обладнання	equipament
послідовності	seqüències
послідовності	seqüència
держава	estat
держава	nació
безпосередньо	directament
липні	juliol
адже	perquè
адже	perque
майстер	assistent
майстер	mestre
примітка	nota
елементи	elements
елементи	element
елементи	elements
квітні	abril
програма	aplicació
програма	programa
програма	programa
необхідно	necessàries
форма	forma
форма	forma
форма	formulari
форма	uniforme
жив	vivia
жив	viscut
відео	vídeo
відео	video
відео	vídeos
князь	príncep
князь	prince
ідентифікатор	identificador
історик	historiador
ряду	arrodonida
обох	ambdós
обох	ambdues
щільність	estanquitat
щільність	densitat
редактор	editor
редактор	compositor
технології	tecnologies
технології	tecnologia
народні	folk
донецьк	donetsk
груп	grups
слів	paraules
дещо	quelcom
дещо	algo
характер	caràcter
характер	personatge
листопаді	novembre
підвищення	promoció
підвищення	veina
організацій	organitzacions
сторінки	pàgines
сторінки	pàgina
методи	mètodes
відновлення	restaurar
відновлення	restaura
відновлення	recuperació
відновлення	restauració
передачі	push
передачі	empeny
передачі	comet
передачі	transferències
передачі	trasllats
тривалість	durada
тривалість	duració
тривалість	longitud
користувача	usuari
отримання	recuperar
отримання	adquirir
отримання	rebre
отримання	obtenció
поразки	derrotat
поразки	vençut
поразки	vençuts
поразки	derrota
географія	geografia
портал	portal
містах	ciutats
угорщини	hongria
вилучення	supressió
вилучення	eliminació
вилучення	supressió
вилучення	esborra
полковник	coronel
вміст	contingut
вміст	continguts
форму	forma
форму	forma
форму	formulari
рад	rad
писав	escrit
транспорт	transport
транспорт	transports
транспорт	transport
переклад	traduint
переклад	traducció
переклад	tradueix
переклад	traduir
ятники	carronyaires
озброєння	artilleria
загальний	genèriques
загальний	genèric
загальний	total
загальний	general
відносини	relacions
причина	raó
причина	motiu
причина	causa
італія	itàlia
основи	fonaments
наразі	actualment
клас	classe
клас	klaas
відродження	renaixement
відродження	revival
план	pla
смерть	doom
смерть	defunció
смерть	mort
сторони	side
сторони	costat
сторони	costats
кандидат	candidata
кандидат	candidat
газета	periòdic
газета	periódico
газета	diari
матері	mare
матері	mares
середовища	entorn
середовища	entorns
інша	altres
головна	main
головна	principals
головна	principal
головна	preferit
споруди	estructurals
споруди	estructural
залишається	restes
залишається	estades
збереження	desant
збереження	estalvi
нове	nova
нове	nou
нове	noves
контроль	control
досі	encara
землю	terreny
наступний	pròxima
наступний	següent
наступний	propera
наступний	next
польща	polònia
сильно	fortament
сильно	notablement
фільмів	films
покоління	generació
покоління	generacions
самі	sola
самі	sami
політика	pòlissa
політика	política
політика	política
контракт	contracte
допомогу	assistència
допомогу	auxili
допомогу	ajuda
допомогу	ajut
отримати	recuperar
отримати	aconsegueix
отримати	aconseguir
вам	desarmada
адміністрації	administració
служив	servit
служив	servits
ймовірно	probablement
архітектор	arquitecte
гора	muntanya
гора	mont
гора	mons
гора	gora
тіло	cos
допомоги	ajuts
допомоги	assistència
усього	total
шоу	shaw
шоу	mostra
шоу	espectacle
край	vora
край	edge
край	municipi
діє	actes
роберт	robert
українці	ucraïnesos
лейтенант	tinent
політик	polític
радіо	ràdio
радіо	radio
