اريد	žele
التحديد	selekcija
التحديد	izbor
التحديد	identifikacija
العبودية	ropstva
فوج	fogg
فوج	vogue
الروائي	romanopisac
السلك	žica
لغوية	jezičke
وطن	domovina
يعترف	priznaje
المحاكمة	suđenje
المحاكمة	tužilaštvo
الشبكية	mrežnjača
وجوه	lica
عنق	vrat
التشريع	zakonodavstva
التشريع	zakonodavstvo
انعدام	nedostatak
كونيتيكت	connecticut
بادن	baden
الاطفال	deca
الاطفال	djeca
الاطفال	djece
الاطفال	djecu
الاطفال	djeca
الاطفال	bebe
بار	bar
قراصنة	pirati
قراصنة	pirata
ثالثة	treći
ثالثة	treća
ثالثة	treće
سويدي	švedski
الضرب	množenje
الضرب	tući
ملح	so
بوخارست	bukurešt
حبيبي	beba
حبيبي	baby
حبيبي	mala
فقرات	pršljenova
مزدوج	dvostruki
مزدوج	dupla
مزدوج	dvostruko
مزدوج	dvostruke
كلود	claude
العمق	dubina
العمق	dubinu
العمق	dubine
العمق	dubini
مصنوع	made
مصنوع	napravio
مصنوع	napravljena
مصنوع	napravljen
مصنوع	napravila
غازات	plin
غازات	gasove
غازات	gasova
غازات	gasovi
داروين	darwin
تطبق	primjenjuju
تطبق	primijenjena
كوسوفو	kosovo
المستحيل	nemoguća
المستحيل	nemoguće
الدجاج	kokoška
السباقات	trkama
السباقات	rasa
السباقات	utrka
السباقات	utrke
السباقات	racing
التحديات	izazovi
التحديات	izazove
كريمة	krem
كريمة	krema
جونغ	jung
ساكن	stanovnici
ساكن	stanovništvo
ساكن	stanovnika
ساكن	statike
شهيرة	poznati
شهيرة	poznata
شهيرة	poznat
شهيرة	poznate
شهيرة	slavni
التجديد	inovacija
التجديد	obnavljanje
التجديد	obnova
التجديد	obnove
التجديد	obnovu
المدرعة	oklopnih
المدرعة	oklopno
طبعا	sure
طبعا	siguran
تروي	troja
ميغيل	miguel
المتقدم	plasirao
المتقدم	naprednim
المتقدم	napredna
لوحظ	posmatrala
لوحظ	posmatrao
لوحظ	zapaža
لوحظ	ukazao
لوحظ	naglašeno
عداد	metra
يسمع	čuti
يسمع	čujem
يسمع	hear
يسمع	čuju
يسمع	čuje
مسحوق	prah
مسحوق	praha
موجه	usmjeren
موجه	režija
موجه	režirao
موجه	vektor
بطن	stomaka
بطن	abdomen
السعر	cijena
تصفية	filter
التذاكر	ulaznice
التذاكر	karte
التذاكر	ulaznica
التذاكر	karta
الكتيبة	bataljon
التفتيش	inspekcija
تكشف	otkrivaju
تكشف	otkriti
تكشف	otkrije
تكشف	otkriva
نيلسون	nelson
المحاولات	pokušaji
المحاولات	pokušaja
المحاولات	pokušaje
المحاولات	pokušajima
الزنك	cink
استيعاب	apsorpcije
استيعاب	asimilacija
سحر	sihr
تنشيط	aktiviranja
تنشيط	aktiviraju
تنشيط	aktivira
الورقة	papir
لوثر	luther
لوثر	luter
شطرنج	šah
متجر	radnja
متجر	shop
متجر	radnja
متجر	prodavnica
متجر	store
التنس	tenis
المتطلبات	zahtjevi
النسر	orao
النسر	sup
فرعي	podružnica
مهددة	zaprijetio
جوني	johnny
ضفدع	krastača
ضفدع	žaba
جزئية	djelimična
جزئية	djelimični
المتطوعين	dobrovoljaca
المتطوعين	volonteri
المشاركون	učesnici
اجتماعات	sastanke
اجتماعات	sastancima
اجتماعات	sastanci
اجتماعات	sastanaka
تذكارية	komemorativna
فضيلة	vrlina
التغلب	prevazilaženja
التغلب	prevazilaženje
التغلب	prevazići
منهجية	metodologiji
منهجية	sistematskog
منهجية	sistematsko
البلطيق	baltička
تحفيز	stimuliše
السويسرية	švicarska
السويسرية	švicarski
زائد	plus
خشب	drva
خشب	drvo
تشييد	izgradnja
تشييد	građevinarstvo
تشييد	građevinski
المساحات	prostori
المساحات	prostora
المساحات	spaces
المساحات	prostore
ضيقة	uska
الحوت	ribe
الحوت	kit
ياسمين	jasmine
ياسمين	jasmin
مفتي	muftija
لوبيز	lopez
ادعى	ustvrdio
ادعى	preuzela
ادعى	tvrdili
ادعى	tvrdio
المساء	večeri
المساء	veče
بسام	bassam
جوليا	julia
جوليا	julija
الكل	all
الكل	svi
الكل	sve
المعاملة	transakcija
المعاملة	liječenje
المعاملة	lečenje
المعاملة	tretman
المعاملة	tretmanu
شريان	arterija
شارلوت	charlotte
ديانا	diana
الوفاء	ispunjavanju
الوفاء	ispuniti
الوفاء	ispunjenje
تسهيل	olakšavaju
انتقد	kritikovao
انتقد	kritizirao
انتقد	kritiziran
الاحتفالات	proslava
الاحتفالات	proslavama
الاحتفالات	proslave
فرعون	faraon
يفسر	objašnjava
شكر	hvala
شكر	hvala
شكر	thank
تلقائيا	automatsko
تلقائيا	automatski
زائر	posjetilac
معتمد	akreditaciju
معتمد	certificirani
الكوارث	katastrofe
الكوارث	katastrofa
ميديا	medea
تلسكوب	teleskop
التنقل	mobilnost
سمعة	ugled
هانز	hans
جسيم	čestice
جسيم	čestica
حنا	hanna
فدان	hektara
فدان	acre
تامر	tamer
الاعلى	top
الاعلى	viša
الاعلى	višem
تفقد	pogledajte
تفقد	check
امبراطورية	carstvo
تلبية	ispuniti
بخار	parni
بخار	parna
الاصابة	povrede
الاصابة	povreda
العلمانية	sekularnog
العلمانية	sekularna
العلمانية	sekularizam
دائري	kružni
الاراضي	teritorije
الاراضي	teritorija
الاراضي	land
الاراضي	kopnena
الاراضي	zemlja
المكسيكي	meksički
مضاعفات	komplikacija
مضاعفات	komplikacije
العينات	uzorci
عادات	navika
عادات	navike
مدرعة	oklopnih
مدرعة	oklopno
مطلوب	potrebni
مطلوب	potrebno
مطلوب	potrebna
مطلوب	potreban
مطلوب	potrebne
مطلوب	potrebnih
مطلوب	tražen
مطلوب	želio
هارت	hart
هارت	rp
التزلج	skijanje
الكمال	savršen
الكمال	savršena
الكمال	savršenstvo
الكمال	savršenstva
الجسور	mostove
الجسور	mostovi
الجسور	mostova
اللاهوت	teologije
مهن	karijere
مهن	zanimanja
بيتش	plaža
بيتش	breskva
مترجمة	prevedene
مترجمة	preveden
مترجمة	prevedena
مترجمة	prevodilac
الجين	gen
الوصل	povezuje
الوالدين	roditelji
وعاء	brod
وعاء	pot
ميرزا	mirza
يشهد	svjedočiti
يشهد	svjedočim
المفصل	detaljan
المفصل	detaljne
المفصل	ovise
جيبوتي	džibutija
لاحظت	primijetili
فاكهة	plod
عتبة	praga
عتبة	prag
نولان	nolan
موراي	murray
ارتداء	nosio
ارتداء	nose
نادية	nadia
تكامل	integral
تكامل	integracija
المنفذ	luka
المنفذ	port
معتدل	umjerene
عجز	invalidnost
عجز	deficit
رفيع	tanke
رائدة	pionirski
رائدة	pioneer
رائدة	pionir
ديف	dave
ديف	dava
ديف	dev
استعراض	pregled
ذكريات	sjećanja
ذكريات	uspomene
ذكريات	uspomena
هوك	kuka
هوك	soko
هوك	hawk
الصمام	zalistak
الزواحف	gmizavaca
صمام	zalistak
المثليين	lgbt
فضة	srebro
السلف	prethodnik
القلاع	zamkovi
القلاع	tvrđave
السعي	potraga
الخادم	sluga
الخادم	server
انتباه	pažnja
عفان	affan
اعتراف	priznanje
فلو	flo
البولندي	poljski
الفئران	miševi
ارض	land
ارض	kopnena
ارض	zemlja
تصدير	izvoza
تصدير	izvoz
تصدير	foreword
تصدير	izvozom
ناقل	nosača
ناقل	nosač
ناقل	transporter
ناقل	vektor
اربعة	četiri
الفعال	efikasan
الفعال	efikasno
البنكرياس	pankreasa
تيودور	theodore
تيودور	teodor
تيودور	tudor
يعنى	značenja
يعنى	značenju
يعنى	značenje
يعنى	smisao
يعنى	znači
تضخم	inflacija
المحامي	advokat
المحامي	advokat
شلل	paralizu
الفعاليات	glumaca
الفعاليات	glumci
الفعاليات	događaja
الفعاليات	događaji
الفعاليات	dešavanja
ضع	stavi
ضع	stavila
ضع	staviti
ضع	stavio
ضع	stavljen
نصيحة	savjet
نصيحة	vrh
كتل	blokovi
الكاف	caf
منشور	post
منشور	objavljenog
منشور	objavljen
منشور	objavljene
منشور	objavljeni
منشور	objavljena
سنوي	godišnje
سنوي	godišnjim
سنوي	godišnji
سنوي	godišnjem
سنوي	godišnja
المؤمن	vjernik
فاسو	faso
انفصال	raspada
انفصال	razdvajanje
المواهب	talenat
التقاعد	penzionisanja
التقاعد	penzionisanje
نايت	nata
نايت	nate
استعداد	spremno
استعداد	spreman
استعداد	spremni
استعداد	pripremljene
استعداد	pripremljen
استعداد	pripremljena
استعداد	pripremio
استعداد	pripremila
جثة	tijela
جثة	tijelo
جثة	tijelu
جثة	telo
الزي	kostim
المتمردين	pobunjenicima
المتمردين	pobunjenici
المتمردين	pobunjenika
المتمردين	pobunjenika
كلهم	all
كلهم	svi
كلهم	sve
المؤلفين	autori
برو	prue
برو	pro
العناوين	titule
العناوين	titula
العناوين	adrese
العناوين	obraća
الغبار	prašine
الغبار	prašina
الغبار	prašinu
بوركينا	burkina
مادية	materijalizam
جزيء	molekula
غامضة	misteriozna
المرجانية	koralno
المرجانية	korala
المرجانية	koralni
الاقتراع	glasačke
سويفت	swift
العبور	prelaz
العبور	prijelaz
العبور	prelaza
العبور	tranzitna
العبور	tranzitne
العبور	tranzit
زامبيا	zambije
جارية	tekuće
جارية	tekućih
جارية	tekući
داني	deni
داني	danny
سمو	visost
رويس	royce
اشتباكات	sukobi
مرادفات	synonyms
شجر	drveće
كوب	kup
المدربين	treneri
المدربين	instruktora
المدربين	instruktori
المدربين	predavači
البربر	berber
المواطنة	državljanstvo
دوت	tačka
بلورات	kristali
الاسلامية	islamski
الاسلامية	islamska
البركانية	vulkanske
البركانية	vulkanskog
البركانية	vulkanska
البركانية	vulkanskih
الهرب	bijeg
الهرب	pobjegne
منظم	organizator
الحرجة	kritična
الحرجة	kritično
عريض	wide
عريض	široki
عريض	široko
عريض	široka
عريض	široka
عريض	široki
عريض	širokog
عريض	široku
عريض	široke
كهف	pećina
النمل	ant
النمل	ants
برية	divljeg
برية	divlji
برية	wild
برية	divlja
برية	wilderness
المصرف	banka
النازي	nacističke
النازي	nacista
النازي	nacistička
النازي	nacistički
مرسيدس	mercedes
متكررة	česti
الحلم	san
الحلم	sna
الحلم	dream
الحلم	snu
وزارات	ministarstva
نيكولاي	nikolaj
شريحة	slice
شريحة	segment
المقاتلين	boraca
المقاتلين	borci
مشغل	operatora
مشغل	operater
مشغل	igrač
سويسري	švicarska
سويسري	švicarski
مهاجمة	napadaju
مهاجمة	napadnu
يدير	traje
يدير	teče
دفعت	platila
دفعت	platili
نعمة	blagoslov
نعمة	grace
اندماج	spajanje
اندماج	fusion
السقوط	pada
السقوط	falling
السقوط	padao
السقوط	jesen
السقوط	pad
داون	dawn
داون	zore
داون	zora
العزل	izolaciju
العزل	izolacija
العزل	izolaciju
العزل	izolacije
العزل	segregacija
احتفالات	proslava
احتفالات	proslavama
احتفالات	proslave
هابل	hubble
القرش	ajkula
كوبر	cooper
الانتصار	pobjeda
ستوكهولم	stockholm
الاختراع	izum
يتلقى	prima
الحضري	urban
الحضري	urbani
الحضري	urbano
الحضري	urbana
الحضري	urbane
الدورية	patrola
الدورية	patrolni
المطالبة	tvrde
المطالبة	tvrdnju
رباعية	quad
رحيل	odlazak
مختلفين	drugačija
مختلفين	drugačije
مختلفين	različita
مختلفين	različito
مختلفين	različiti
مختلفين	različitih
الرسومات	crtežima
الرسومات	crteži
الرسومات	grafika
الاصطناعي	vještačko
الاصطناعي	vještačka
الصوف	vuna
طقوس	ritualnim
الاستهلاك	potrošnja
الاستهلاك	potrošnju
سباح	plivačica
سباح	plivač
باراك	barack
باراك	barak
سبورت	sport
تنام	spavanje
الالعاب	igara
الالعاب	igre
الالعاب	igrama
البكر	netaknutim
ماسة	dijamant
متكامل	integrisani
متكامل	integralne
متكامل	integrirana
متكامل	integralno
متكامل	integralni
ويل	will
ويل	će
ويل	ce
صدمة	šok
اكتسبت	stečena
اكتسبت	stekla
عصفور	vrabac
مقدسة	sveta
مقدسة	mesdžidul
رشح	filter
رشح	nominovan
اليدين	ruke
اليدين	rukama
الوردي	ružičasta
التنافس	rivalstvo
المشروبات	pića
المشروبات	pije
فريمان	freeman
ريانا	rihanna
تحلل	analizirati
تحلل	analizira
وصفة	recept
كثيفة	gusta
كثيفة	gusto
ينظم	regulira
ينظم	organizuje
الجيولوجي	geološka
ببطء	polako
ذكاء	inteligencija
ذكاء	intelligent
ذكاء	smart
ذكاء	pametan
مولى	moli
مولى	molly
الباكستانية	pakistanski
المثقفين	intelektualaca
المثقفين	intelektualci
القبر	grob
القبر	grobnica
القبر	grob
بيغ	peg
دستورية	ustavna
دستورية	ustavni
تاجر	trgovački
تاجر	trgovac
اكبر	akbar
اكبر	veći
اكبر	veće
مؤامرة	zavjera
مؤامرة	zavjere
مؤامرة	zavjera
كريستي	kristi
رقمي	digitalnu
رقمي	digitalna
رقمي	digitalne
رقمي	digitalni
رقمي	digitalnoj
هالة	hala
هالة	auru
هالة	aura
هالة	halo
برهان	dokaz
الحرائق	požari
مجاهد	mudžahid
القراصنة	pirati
القراصنة	pirata
مزدوجة	dvostruki
مزدوجة	dupla
مزدوجة	dvostruko
مزدوجة	dvostruke
الاستراتيجي	strateške
الاستراتيجي	strateška
الاستراتيجي	strateški
الفواكه	plod
الفواكه	voće
الفواكه	plod
مير	mir
مير	mer
تسوية	naselje
تسوية	kompromis
الالكتروني	elektronska
الالكتروني	elektronski
الاتحادي	federalni
الاتحادي	federalno
حراري	toplotna
حراري	toplotne
حراري	toplotno
الكسندر	aleksandar
الكسندر	alexander
نشرة	bulletin
قزوين	kaspijskog
قزوين	kaspijski
العملي	praktične
العملي	praktična
العملي	praktični
قادرين	sposoban
قادرين	sposobni
تجاهل	ignore
استقالة	ostavke
استقالة	ostavku
استقالة	ostavka
محامي	advokat
كيفن	kevin
مكناس	meknès
المثالي	idealan
المثالي	idealni
القطعة	komad
القطعة	segment
المعارضين	protivnici
افراد	pojedinci
التسمم	trovanja
حليب	mlijeko
حنبل	hanbel
النظير	kolegom
مناهضة	anti
بندقية	puška
المعيشة	živi
المعيشة	living
المعيشة	živo
المعيشة	živa
الاكتشاف	otkriće
العقاقير	droga
جنائية	krivično
السامي	sami
منارة	svjetionik
منارة	beacon
مذيع	emitera
مذيع	emiter
حفرة	rupa
حفرة	jama
اسفل	down
اسفل	oboren
اسفل	dole
المستوطنات	naselja
دوس	dos
هوندا	honda
الجرحى	ranjen
كلير	claire
تراكم	napetosti
الناتو	nato
مؤشرات	indikatori
مؤشرات	pokazatelji
مؤشرات	pokazatelja
مؤشرات	indikacije
واجب	dužnosti
واجب	dužnost
واجب	domaći
الاستثمارات	ulaganja
الاستثمارات	investicija
الاستثمارات	investicije
الاستثمارات	investicija
المضيف	računar
تقليدي	tradicionalna
تقليدي	tradicionalne
تقليدي	tradicionalno
تقليدي	klasični
تقليدي	classic
تقليدي	klasik
غارسيا	garsija
رويال	royal
رويال	kraljevska
رويال	kraljevsko
رويال	kraljevski
شهيد	šehid
شهيد	šehid
بالتحديد	konkretno
بالتحديد	tačnije
العامية	slang
هدية	prisutan
هدية	dar
هدية	poklon
عون	avn
انتقادات	kritika
انتقادات	kritike
تشعر	osjete
تشعر	osjećaju
تشعر	osjeti
تشعر	osjeća
ملاك	anđeo
حشرات	baje
يضرب	hitovi
الدخان	dim
الجزاء	penala
الجزاء	kazna
الاعتقال	hapšenje
الزوايا	uglovi
الزوايا	uglovi
الزوايا	uglova
المستقيم	rektum
خلاصة	apstraktna
خلاصة	apstraktni
الصوفي	mystic
الوفاق	pomirenja
الوفاق	pomirenje
الوفاق	concord
متصفح	pregledač
متصفح	preglednik
دعاء	namaz
دعاء	molitva
غرامي	grammy
تمدد	trase
سماء	sky
سماء	nebo
سماء	nebo
سماء	skies
حقا	stvarno
مهد	cradle
مساكن	stambenih
مساكن	stanovanje
مساكن	stambeni
فو	foo
فو	pho
بنيامين	benjamin
نبيلة	plemeniti
يثير	povećava
يثير	podiže
الزهري	sifilis
ترمز	simbolizuje
الميثاق	pakt
الميثاق	compact
الميثاق	povelja
الانتقادات	kritika
الانتقادات	kritike
باز	baz
خبز	hljeb
البيضاوي	ovalna
زيمبابوي	zimbabve
زيمبابوي	zimbabveanski
تقوية	ojačati
تقوية	jačanje
تقوية	jačanju
مدفعية	artiljerija
ناس	narod
قزم	vilenjaci
قزم	patuljak
قزم	patuljasta
قزم	gnome
تشارلي	charlie
حشد	masi
حشد	masa
حشد	publika
القيادات	vodstvo
القيادات	vođstvo
فاتح	svjetlost
فاتح	fatiha
فاتح	fatih
جيرسي	jersey
نيوكاسل	newcastle
ضرر	štetu
ضرر	oštećenja
ضرر	štete
ضرر	oštećenje
الموضة	moda
متكرر	česti
التحضير	priprema
التحضير	pripreme
التحضير	priprema
جوليان	julian
جوليان	juliana
جوليان	julijanski
الصنوبر	bor
الصنوبر	pine
توت	bobica
بيني	peni
مولود	born
مولود	rođen
مولود	rođena
مولود	rođeni
يحول	converts
يحول	pretvara
العاصفة	oluja
الكهنة	sveštenici
ميزات	karakteristike
مربعة	kvadrat
العمالة	zaposlenje
التمثال	kip
المواشي	stoka
فارغة	prazan
فارغة	prazna
فارغة	prazna
خطية	pisani
خطية	napisano
خطية	zapisano
خطية	napisao
خطية	pisan
خطية	pisao
خطية	linearno
خطية	linearna
الخميني	homeini
السموم	otrovi
السموم	otrovi
السموم	toksina
انجلترا	engleska
وود	drva
وود	drvo
الحزام	pojas
سعيدة	sretan
سعيدة	sretna
سعيدة	happy
القفز	skakanje
التحرر	oslobodilački
التحرر	oslobođenje
يحتفظ	zadržava
القوارب	brodove
القوارب	brodovi
الخنزير	svinju
الانسان	čovjek
رونالد	ronald
المعرفية	kognitivno
المعرفية	kognitivne
المعرفية	kognitivna
كوين	quinn
لوكاس	lucas
ستين	šezdeset
تحديدا	konkretno
تحديدا	tačnije
كفاية	dovoljno
كفاية	dovoljan
كفاية	dosta
التقاط	uhvati
فكرية	intelektualno
فكرية	intelektualac
فكرية	intelektualnu
جرير	greer
الحيتان	kitovi
الحيتان	kitova
بقعة	stain
بقعة	tačka
الرقبة	vrat
المزرعة	farma
الطماطم	paradajz
الطماطم	paradajz
اطلاق	pokretanje
اطلاق	pokretanje
اطلاق	pokrenuti
سانتوس	santos
