les	на
tout	всичко
groupe	група
groupe	оркестър
groupe	банда
groupe	лента
groupe	група
groupe	групово
groupe	групиране
groupe	групова
également	също
titre	заглавие
titre	дял
titre	титла
monde	свят
monde	света
nord	северно
nord	север
nord	северна
nord	северни
nord	северен
nord	северна
nord	nord
années	години
années	годините
bien	добър
bien	добро
bien	добре
bien	еее
contre	срещу
contre	против
liste	списък
puis	тогава
équipe	отряд
équipe	взвод
équipe	тийм
équipe	отбор
équipe	отбора
équipe	екип
équipe	team
club	club
club	клуб
club	клубът
sud	sud
sud	южно
sud	южен
sud	юг
sud	южна
partie	парти
partie	party
partie	купон
partie	партия
partie	част
avant	преден
avant	предни
avant	отпред
avant	фронт
avant	предна
avant	преди
non	не
très	много
trois	три
trois	трима
articles	изделия
articles	статии
articles	артикули
article	статия
article	член
guerre	войната
guerre	война
sans	без
saison	сезон
saison	сезона
fin	фин
fin	перка
fin	край
année	година
année	годината
temps	времето
temps	времето
temps	време
plusieurs	mnogo
plusieurs	много
plusieurs	няколко
plusieurs	множествена
plusieurs	многобройни
plusieurs	множество
faire	правейки
faire	направи
mars	март
mars	марс
histoire	историята
histoire	история
série	серия
série	поредица
série	сериал
série	серии
série	серийни
série	сериен
joueur	плеър
joueur	играч
mai	май
mai	mai
mai	маи
tour	турне
tour	обиколка
tour	тур
tour	кула
tour	tower
tour	кулата
tour	тауър
mort	умрял
mort	умряла
mort	смърт
mort	смъртта
mort	морт
mort	мъртви
mort	мъртва
mort	мъртъв
juin	джун
juin	юни
jpg	jpg
française	френско
française	французи
française	френска
française	френски
française	французин
pierre	каменна
pierre	стоун
pierre	камък
pierre	петър
pierre	питър
pierre	петер
pierre	пиер
région	район
région	регион
région	област
région	зона
région	площ
région	област
région	район
janvier	януари
fois	пъти
fois	времена
fois	таймс
fois	times
autre	друго
autre	друг
autre	други
septembre	септември
juillet	юли
état	статус
état	състояние
état	положение
état	статут
état	щат
état	държава
état	държавно
état	състояние
état	състоянието
état	условие
église	църква
église	чърч
église	църквата
octobre	октомври
octobre	ост
octobre	октомври
place	място
famille	семейство
famille	семейството
états	държави
états	щати
général	обща
général	общи
général	генерал
avril	април
avril	ейприл
avril	април
avril	аврил
tous	всички
tous	всичко
politique	политиката
politique	полица
politique	политика
politique	политици
politique	политиката
politique	политика
album	албум
décembre	декември
août	август
août	аугуст
août	август
novembre	ноември
novembre	ноември
prix	цени
prix	цена
nouvelle	ню
nouvelle	ново
nouvelle	нов
nouvelle	нови
nouvelle	нова
février	февруари
février	февруари
département	отдел
département	департамент
grande	голямо
grande	големи
grande	голям
grande	голяма
grande	биг
grande	голямо
grande	големи
grande	голям
grande	голяма
grande	страхотно
grande	гранде
peu	няколко
peu	малцина
peu	малка
peu	малки
peu	малък
peu	литъл
peu	малко
américain	американска
américain	американско
américain	американски
américain	американец
début	начало
début	старт
début	започнете
début	стартиране
début	начало
ligne	реплика
ligne	линия
ligne	ред
nationale	национална
nationale	национални
nationale	национален
nationale	национално
nationale	nationale
championnat	първенство
championnat	шампионат
encore	отново
encore	пак
encore	още
encore	бис
image	снимка
image	картинка
image	имидж
image	картинка
image	образ
image	изображение
vie	живот
vie	живота
vie	life
vie	лайф
vie	животът
vie	vie
unis	обединени
unis	обединена
unis	обединен
unis	юнайтед
unis	обединено
lien	връзка
lien	линк
football	футбол
football	футбол
football	футболен
jeux	хазарт
jeux	игри
jeux	игри
moins	минус
ouest	запад
ouest	западно
ouest	западна
ouest	западен
ouest	уест
ouest	западна
ouest	западни
ouest	западен
ouest	западните
ouest	уестърн
ouest	western
page	страница
page	страницата
page	page
nouveau	ню
nouveau	ново
nouveau	нов
nouveau	нови
nouveau	нова
vous	си
vous	ти
vous	ви
centre	център
centre	център
cours	курс
cours	cours
cours	курсове
cours	курсовете
village	село
université	университет
université	university
université	университета
université	колежа
université	колежът
université	колеж
louis	louis
louis	луи
louis	луис
nombre	брой
nombre	число
nombre	номер
quelques	някои
leurs	тяхното
leurs	тяхната
leurs	техните
leurs	техният
siècle	век
siècle	вековен
siècle	века
coupe	прическа
coupe	чашка
coupe	чаша
coupe	купа
coupe	къп
coupe	рязане
coupe	дял
coupe	стоп
coupe	режи
coupe	купе
population	популация
population	население
connexes	свързани
connexes	свързан
connexes	свързана
connexes	свързано
homme	мъжко
homme	мъжки
homme	мъж
homme	мъжкар
homme	мъжка
homme	мъжете
homme	men
homme	мъже
homme	човече
homme	човек
homme	мъж
communes	комуни
communes	общините
communes	общини
division	участък
division	разделение
division	дивизия
division	деление
président	президентът
président	президент
président	председател
président	стол
président	столче
président	столът
président	председател
président	председателят
président	председател
national	национална
national	национални
national	национален
national	национално
société	общество
société	обществото
société	дружество
société	компания
société	company
société	рота
société	фирма
quatre	четири
quatre	четирима
cas	случай
cas	дело
cas	кейс
cas	случаят
cas	каса
cas	cas
cas	случаи
jeu	хазарт
jeu	игри
jeu	мач
jeu	гейм
jeu	играта
jeu	игра
jeu	хазартни
jeu	хазарт
jeu	залагане
jeu	хазарта
genre	жанр
genre	пол
genre	пола
genre	род
genre	като
genre	like
musique	music
musique	музиката
musique	музика
fils	тел
fils	жици
fils	жица
fils	синко
fils	сине
fils	син
fils	синовете
fils	синове
fils	прежда
fils	прежди
roi	крал
roi	кинг
roi	кралят
roi	цар
roi	краля
parti	парти
parti	party
parti	купон
parti	партия
jour	денят
jour	ден
europe	европа
mise	mise
mise	залог
mise	облог
forme	формуляр
forme	форма
forme	формата
forme	форма
époque	епоха
époque	епоха
époque	ерата
époque	ера
ancien	древни
ancien	древен
ancien	древно
ancien	древна
ancien	старо
ancien	стари
ancien	стар
ancien	стара
ancien	елдър
ancien	старейшина
ancien	бивши
ancien	бивш
ancien	бивша
origine	произход
origine	произход
ordre	ред
ordre	поръчка
château	шато
château	замъка
château	замъкът
château	замък
château	касъл
château	шато
école	училища
école	школи
école	училищата
école	училището
école	школа
école	училище
carrière	кариера
carrière	кариера
carrière	кариерата
carrière	кариери
carrière	кариера
part	сподели
part	споделете
part	споделяне
part	дял
deuxième	второ
deuxième	втора
deuxième	втори
bar	бар
bar	барът
située	разположена
située	разположен
située	разположени
située	разположено
située	разположена
située	разположен
située	разположено
charles	чарлз
charles	чарлс
charles	шарл
points	точки
paul	пол
paul	паул
rue	улица
rue	стрийт
rue	street
rue	улицата
rue	рю
chef	шеф
chef	готвач
chef	шефе
chef	началник
père	татко
père	баща
père	татко
exemple	примерна
exemple	пример
trouve	намира
durant	дюрант
rapport	докладване
rapport	доклад
art	арт
art	изкуството
art	art
art	изкуство
canton	гуанджоу
canton	кантон
dernier	последно
dernier	последен
dernier	последни
dernier	последна
type	вид
type	тип
habitants	обитатели
habitants	жители
habitants	пребиваващи
habitants	обитатели
habitants	жители
point	точка
compte	брой
compte	сметка
compte	акаунт
période	период
armée	военно
armée	военен
armée	военна
armée	военни
armée	армията
armée	армеец
armée	армия
armée	армейски
eau	вода
eau	водата
marie	мари
marie	мери
marie	мария
discuter	обсъдим
discuter	обсъдете
discuter	чата
discuter	чат
car	защото
projet	проект
projet	проектът
projet	проекта
chaque	всяка
chaque	всеки
chaque	всяко
chaque	всяка
chaque	всеки
anglais	английски
anglais	bulgarian
anglais	англичани
province	провинцията
province	провинция
john	джон
john	йоан
international	международно
international	международен
international	интернешънъл
international	международни
international	международна
conseil	консултация
conseil	консултиране
conseil	консултации
conseil	съвет
conseil	съвети
conseil	съветът
conseil	съвет
conseil	съвета
françois	францис
françois	франсис
françois	франсоа
françois	франсоа
maison	house
maison	къща
maison	къщата
maison	хаус
maison	дом
maison	домашен
maison	вкъщи
cela	това
cela	че
demande	заявка
demande	молба
demande	искане
demande	питайте
demande	питай
demande	попитай
demande	попитайте
fonction	функция
fonction	длъжност
fonction	функциониране
fonction	функции
toujours	винаги
toujours	още
production	продукция
production	производство
certains	някои
membre	член
près	близко
près	близо
rôle	роля
droit	правилно
droit	закон
mois	месеца
mois	месеци
mois	месеците
mois	месец
île	острова
île	island
île	остров
île	островът
île	айлънд
île	île
république	република
service	услуга
service	служба
service	сервиз
service	обслужване
service	услуги
jacques	жак
score	резултат
ensuite	тогава
langue	езикът
langue	езика
langue	език
dit	каза
dit	саид
dit	казва
gouvernement	правителство
center	център
elles	elles
elles	те
petit	малка
petit	малки
petit	малък
petit	дребен
petit	petit
petit	малка
petit	малки
petit	малък
petit	литъл
petit	малко
toutes	всички
toutes	всичко
argent	пари
argent	парите
argent	сребърна
argent	сребърни
argent	силвър
argent	сребро
argent	сребърен
argent	кеш
souvent	често
style	стил
face	фейс
face	лицето
face	лице
olympiques	олимпик
olympiques	олимпийски
olympiques	олимпиадата
olympiques	олимпиада
quand	когато
quand	кога
top	top
top	топ
top	върха
ministre	министър
mondiale	световно
mondiale	световна
mondiale	свят
mondiale	света
mondiale	световно
mondiale	глобална
mondiale	глобален
mondiale	глобални
mondiale	глобално
ensemble	ансамбъл
ensemble	заедно
théâtre	театър
théâtre	театър
épisode	епизод
scène	сцена
scène	стадий
scène	сцена
scène	етап
scène	сцената
situé	разположена
situé	разположен
situé	разположени
situé	разположено
situé	разположена
situé	разположен
situé	разположено
toute	всички
toute	всичко
asp	asp
étaient	бяха
musée	музей
troisième	трети
troisième	трета
troisième	трето
nombreux	mnogo
nombreux	много
nombreux	многобройни
auteur	автор
auteur	писателка
auteur	сценарист
auteur	писател
système	система
système	системата
système	системни
création	създаване
création	създаването
stade	стад
stade	естадио
stade	стадион
stade	стадиона
stade	стадий
stade	сцена
stade	етап
stade	сцената
tard	късно
tard	закъснява
reste	остани
seconde	второ
seconde	втора
seconde	втори
roman	римски
roman	римлянин
roman	роман
roman	римска
jours	дни
jours	дена
hui	днеска
hui	днес
édition	редактиране
édition	изданието
édition	издание
édition	редактиране
édition	монтаж
édition	публикуване
édition	издателство
éditions	издания
éditions	éditions
historique	историческа
historique	исторически
historique	историческо
historique	историческа
historique	исторически
historique	историческо
historique	историята
historique	история
sera	уил
permet	позволява
permet	допуска
permet	разрешава
âge	възраст
robert	роберт
robert	робер
robert	робърт
officiel	официален
officiel	официално
officiel	официална
environ	приблизително
effet	ефект
effet	въздействие
version	версия
membres	член
membres	членството
membres	членство
membres	членове
membres	членовете
niveau	равнище
niveau	ниво
champion	шампион
champion	шампион
champion	шампиона
champion	шампионка
espèce	видове
espèce	вид
michel	майкъл
michel	мишел
raison	причина
modèle	образец
modèle	модел
modèle	шаблон
travail	работа
travail	труд
travail	работи
femme	жени
femme	жените
femme	жената
femme	жена
femme	женско
femme	жена
femme	женски
femme	женска
femme	жена
femme	съпруга
femme	съпругата
cinq	пет
cinq	cinq
déjà	вече
bas	чорапите
bas	чорапи
bas	долно
bas	ниско
bas	ниски
bas	нисък
bas	ниска
texte	текст
terre	земно
terre	земята
terre	земен
terre	земя
terre	земи
terre	земя
terre	terre
terre	почви
terre	почва
allemagne	германия
compétition	конкурентна
compétition	конкурентно
compétition	конкурентни
compétition	състезателен
compétition	конкуренция
compétition	конкурс
compétition	състезание
wikipédia	уикипедия
allemand	германец
allemand	германски
allemand	немски
allemand	немска
allemand	германска
allemand	allemand
britannique	британско
britannique	британци
britannique	британска
britannique	британец
britannique	британски
porte	портата
porte	порта
porte	врата
porte	вратата
hommes	мъжете
hommes	men
hommes	мъже
hommes	мъжки
italie	италия
bataille	битката
bataille	битка
corps	тялото
corps	тяло
corps	телесно
corps	корпус
demi	наполовина
demi	половината
demi	деми
siège	обсада
siège	седалище
siège	щаб
siège	щаба
siège	централа
siège	седалка
siège	седалката
personnes	лица
personnes	народ
personnes	хора
personnes	хората
nommé	назначени
nommé	назначена
nommé	назначен
route	маршрут
route	път
route	трасе
route	магистрала
route	магистралата
route	пътят
route	път
route	road
route	пътя
finale	финал
finale	финал
finale	краен
finale	окончателно
finale	финали
finale	финалите
finale	изпити
jeune	млада
jeune	младо
jeune	млади
jeune	йънг
jeune	млад
match	мач
match	гейм
match	играта
match	игра
match	мач
match	съвпадение
peuvent	могат
peuvent	can
york	йорк
royaume	кралство
royaume	царство
royaume	royaume
ceux	тези
long	дълги
long	дълго
long	дълъг
long	лонг
latitude	ширина
base	основа
base	база
base	основа
base	основание
base	база
études	изследвания
études	проучвания
communauté	общност
communauté	общността
association	сдружение
association	асоциация
association	асоцииране
militaire	военно
militaire	военен
militaire	военна
militaire	военни
section	сечение
section	секция
section	раздел
longitude	дължина
bronze	бронзова
bronze	бронз
bronze	бронзов
bronze	бронзови
livre	тефтер
livre	книга
livre	паунд
livre	кг
livre	livre
américaine	американска
américaine	американско
américaine	американски
américaine	американец
haut	висок
haut	висока
haut	високи
haut	високо
haut	top
haut	топ
haut	върха
suisse	швейцария
suisse	швейцария
suisse	швейцарски
suisse	швейцарско
suisse	швейцарска
canada	канада
valign	valign
suivant	следващо
suivant	следващ
suivant	следваща
beaucoup	mnogo
beaucoup	много
dire	кажи
seul	сама
seul	сам
seul	само
seul	единствено
parmi	сред
fille	момиченце
fille	момиче
fille	дъще
fille	дъщеря
buts	голове
buts	цели
enfants	деца
enfants	децата
enfants	деца
direction	посока
direction	дирекция
direction	дирекцията
position	позиция
position	положение
position	длъжност
pouvoir	мощност
pouvoir	сила
pouvoir	власт
pouvoir	мощ
but	цел
but	гол
but	предназначение
but	цел
ailleurs	другаде
merci	мерси
merci	благодаря
tête	главата
tête	глава
tête	ези
tête	главите
tête	глави
territoire	територия
territoire	територии
territoire	територията
union	профсъюз
union	съюз
union	съюза
union	юниън
construction	изграждане
construction	строеж
construction	конструкция
construction	строителство
ancienne	древни
ancienne	древен
ancienne	древно
ancienne	древна
ancienne	старо
ancienne	стари
ancienne	стар
ancienne	стара
ancienne	бивши
ancienne	бивш
ancienne	бивша
premiers	първи
premiers	първо
prend	вземете
prend	вземи
prend	отнема
prend	взема
maire	кмете
maire	кмет
présente	представя
présente	подаръци
présente	подаръците
présente	подарък
présente	настояще
présente	присъстващи
personnalité	характер
personnalité	личността
personnalité	индивидуалност
personnalité	личност
ligue	лигата
ligue	лига
public	публично
public	публични
public	публична
public	обществено
public	публичен
public	обществени
pages	страници
pages	страница
pages	страницата
pages	page
externe	външна
externe	външно
externe	външни
externe	външен
simple	прост
simple	прости
simple	проста
simple	простичко
simple	единични
simple	сингъла
simple	необвързани
dernière	последно
dernière	последен
dernière	последни
dernière	последна
henri	хенри
henri	анри
chanson	шансон
chanson	песните
chanson	песни
chanson	песен
chanson	песничка
poste	post
poste	публикация
poste	публикуване
poste	пост
culture	култура
grâce	грейс
développement	развитие
développement	разработване
développement	разработка
sortie	продукция
sortie	изход
sortie	излизане
sortie	изход
sortie	напускане
sortie	вън
sortie	навън
empire	империята
empire	емпайър
empire	империя
québec	квебек
david	дейвид
david	давид
loi	закон
loi	act
loi	акт
équipes	отбори
équipes	екипи
côté	страна
côté	страничен
mer	море
mer	морето
haute	висок
haute	висока
haute	високи
haute	високо
vue	изглед
vue	гледка
vue	оглед
vue	преглед
espagne	espagne
espagne	испания
mère	мамо
mère	мама
mère	майка
mère	майко
fichier	файл
fichier	файлът
fichier	досие
nombreuses	mnogo
nombreuses	много
nombreuses	многобройни
acteur	актьор
parcours	маршрут
parcours	път
parcours	трасе
parcours	пътуване
parcours	пътешествие
recherche	търси
recherche	търсене
recherche	проучване
recherche	проучвания
recherche	изследване
recherche	изследвания
classement	класация
classement	класиране
classement	класифициране
classement	класиране
classement	класификация
code	код
double	двойна
double	двойни
double	двоен
double	двойно
double	дублиране
double	дубликат
entraîneur	треньор
entraîneur	треньор
entraîneur	треньорът
web	web
web	уеб
directeur	директорът
directeur	режисьор
directeur	директор
directeur	управител
directeur	мениджър
joseph	жозеф
joseph	джоузеф
joseph	йосиф
semble	изглежда
ici	тук
vainqueur	победител
vainqueur	печеливш
réalisé	насочено
réalisé	насочени
réalisé	реализирана
réalisé	реализирани
existe	съществуват
existe	съществува
six	шестима
six	шест
créé	създадени
créé	създадено
créé	създадена
créé	създаде
créé	създаден
devant	преден
devant	предни
devant	отпред
devant	фронт
devant	предна
écrit	пише
écrit	писмено
écrit	написана
écrit	написано
écrit	писмен
écrit	писмена
écrit	написал
écrit	написа
petite	малка
petite	малки
petite	малък
petite	дребен
petite	малка
petite	малки
petite	малък
petite	литъл
petite	малко
petite	петит
bois	дървен
bois	дърва
bois	дървесина
bois	дървени
bois	дърво
bois	пийте
bois	пий
bois	питие
bois	дървесина
entreprise	бизнес
entreprise	дружество
entreprise	компания
entreprise	company
entreprise	рота
entreprise	фирма
entreprise	предприятие
entreprise	ентърпрайз
entreprise	ентърпрайс
entreprise	enterprise
retour	завръщане
retour	връщане
retour	завръщане
retour	назад
retour	обратно
retour	гръб
numéro	брой
numéro	число
numéro	номер
principale	основни
principale	основна
principale	главна
principale	главен
principale	главни
principale	директор
sainte	свято
sainte	свети
sainte	свята
sainte	сейнт
sainte	свети
sainte	светица
sainte	светец
comté	окръг
comté	графство
comté	графство
comté	графството
second	второ
second	втора
second	втори
gare	станция
gare	station
gare	гара
terme	срок
terme	термин
terme	мандат
terme	терме
connu	позната
connu	известни
connu	познат
connu	известна
connu	известен
formation	тренировки
formation	обучение
formation	тренировка
arts	изкуства
arts	изкуствата
arts	изкуство
technique	технически
technique	техническа
technique	техническо
technique	техниката
technique	техника
révolution	революция
objet	предмет
objet	обект
objet	предназначение
objet	цел
objet	субект
objet	обект
mon	мон
philippe	филип
philippe	филип
question	въпрос
lorsque	когато
lorsque	кога
cinéma	филми
cinéma	киното
cinéma	кино
plan	карта
plan	картата
plan	план
van	микробус
van	бус
van	van
van	ван
van	вана
médaille	медал
serait	би
œuvres	работи
œuvres	произведения
zone	зона
zone	зона
zone	площ
zone	област
zone	район
écrivain	писателка
écrivain	сценарист
écrivain	писател
compagnie	дружество
compagnie	компания
compagnie	company
compagnie	рота
compagnie	фирма
italien	италианска
italien	италианец
italien	италиански
italien	италианско
championnats	първенство
championnats	шампионат
laquelle	което
laquelle	която
films	филми
films	филми
surtout	особено
surtout	предимно
surtout	главно
parfois	понякога
sources	източници
sources	източник
parc	parc
parc	парк
parc	park
moyenne	среден
moyenne	средно
moyenne	средна
moyenne	среден
moyenne	средни
moyenne	средно
mouvement	движение
mouvement	придвижване
mouvement	движение
succès	успехи
succès	успехите
succès	успех
succès	успехи
rivière	ривър
rivière	река
rivière	реката
jamais	никога
jamais	някога
vidéo	запис
vidéo	видеоклип
vidéo	видео
martin	мартин
martin	martin
député	конгресмен
député	заместник
claude	клод
moyen	средна
moyen	среден
moyen	средни
moyen	средно
moyen	среден
moyen	средно
san	сан
notre	нашият
notre	наша
notre	нашия
notre	нашата
notre	нашите
bon	добър
bon	добро
bon	добре
peintre	художничка
peintre	художник
voix	гласове
voix	вот
voix	гласове
voix	вокали
voix	вокал
voix	гласът
voix	глас
rouge	ред
rouge	червена
rouge	червен
rouge	червени
rouge	червено
rouge	руж
district	окръг
district	област
district	район
seulement	само
seulement	единствено
pont	понт
pont	мостик
pont	мост
pont	бридж
pont	палубата
pont	палуба
pont	тесте
libre	свободно
libre	свободни
libre	свободен
libre	свободна
libre	безплатни
libre	безплатно
libre	либре
air	air
air	въздуха
air	въздушно
air	въздушен
air	въздух
sein	гърди
sein	гърдата
sein	гръд
sein	гърда
milieu	средна
milieu	среден
milieu	средни
milieu	средно
milieu	полузащитник
festival	фестивала
festival	фестивал
festival	фестивалът
belgique	белгия
belgique	belgique
grands	голямо
grands	големи
grands	голям
grands	голяма
georges	джордж
georges	жорж
blanc	бяла
blanc	бели
blanc	бял
blanc	бяло
blanc	празно
blanc	празен
blanc	празна
gauche	ляво
gauche	ляв
gauche	наляво
travaux	работа
travaux	труд
travaux	работи
travaux	работи
travaux	произведения
donne	дай
passe	пропуски
passe	проходи
passe	преминава
passe	минава
passe	пропуск
passe	мине
passe	пас
passe	преминаване
produit	продукт
produit	продукти
diffusion	излъчване
diffusion	дифузия
diffusion	излъчване
diffusion	излъчването
diffusion	разпространяване
diffusion	разпространение
aide	помощи
aide	помощ
aide	помощ
action	действия
action	действие
action	екшън
andré	андре
andré	андре
andré	андрю
font	шрифт
réseau	мрежови
réseau	мрежа
réseau	мрежова
réseau	мрежата
utilisé	използвано
utilisé	използван
utilisé	използвани
utilisé	използвана
victoire	победи
victoire	печеля
victoire	спечели
victoire	печелиш
victoire	победа
victoire	победа
femmes	женските
femmes	женски
femmes	женско
femmes	жена
femmes	женски
femmes	женска
femmes	жени
femmes	жените
minutes	минути
aurait	би
autour	около
autour	наоколо
belge	belge
belge	белгийските
belge	белгийски
certaines	някои
durée	времетраене
durée	продължителност
espèces	видове
espèces	вид
angleterre	англия
afrique	африка
monuments	паметници
sens	смисъл
sens	сетива
sens	сетивата
sens	разум
personne	човек
personne	личност
personne	никой
mis	сложи
mis	mis
municipalité	община
frère	братко
frère	брат
frère	фрер
rencontre	заседание
rencontre	среща
rencontre	съвещание
rencontre	събрание
rencontre	срещата
rencontre	среща
matchs	кибрит
matchs	съвпада
matchs	мачове
matchs	съвпадения
japon	япония
publié	публикувани
publié	публикуван
publié	публикувана
publié	публикувано
publié	освободена
publié	освободен
publié	освободени
publié	публикуван
publié	публикувано
domaine	полето
domaine	поле
domaine	владение
domaine	домейн
domaine	зона
domaine	площ
domaine	област
domaine	район
eux	ги
eux	тях
eux	те
professeur	професор
professeur	учителка
professeur	учител
quartier	махала
quartier	квартал
quartier	квартала
quartier	квартал
quartier	съседство
scientifique	науката
scientifique	наука
scientifique	учен
scientifique	научни
scientifique	научен
scientifique	научно
honneur	чест
honneur	честта
honneur	чест
honneur	честта
seule	сама
seule	сам
seule	само
seule	единствено
cause	каузи
cause	причини
cause	причинява
rien	нищо
nouvelles	новини
nouvelles	новина
nouvelles	новините
nouvelles	ню
nouvelles	ново
nouvelles	нов
nouvelles	нови
nouvelles	нова
iii	ііі
iii	iii
administration	администриране
administration	администрация
comte	брой
comte	ърл
suivante	следващо
suivante	следващ
suivante	следваща
fort	силни
fort	силен
fort	силно
fort	силна
fort	форт
hockey	хокей
journal	вестник
journal	вестници
journal	дневника
journal	дневник
journal	журнал
journal	джърнъл
journal	дневник
journal	дневника
journal	дневникът
différents	различна
différents	различно
différents	различни
différents	различен
rome	рим
possible	възможно
possible	възможен
possible	възможна
possible	възможни
dix	дикс
dix	десетка
dix	ten
dix	десет
taille	талия
taille	кръста
taille	талията
taille	ръст
taille	височина
taille	размери
taille	размери
taille	големина
taille	размер
sport	спорт
sport	спортен
sport	спортни
sport	спортен
sport	спорт
sport	спортно
sport	спортове
principal	основни
principal	основна
principal	главна
principal	главен
principal	главни
principal	директор
sujet	тема
sujet	субект
sujet	обект
référence	препратка
référence	позоваване
référence	референтни
croix	кръстове
croix	кроа
croix	крос
croix	кръст
croix	кръста
élections	избори
élections	изборите
élections	избори
mettre	сложи
titres	заглавия
titres	титли
millions	милион
millions	милиони
noir	тъмна
noir	тъмно
noir	тъмен
noir	ноар
noir	черни
noir	черно
noir	черна
noir	черен
joue	буза
joue	бузата
joue	пиеси
joue	играе
londres	london
londres	лондон
agglomération	агломерация
moment	момент
moment	миг
chapelle	капела
chapelle	параклис
chapelle	параклиса
russe	руснак
russe	руски
russe	руснаци
russe	руска
russe	руско
prince	княз
prince	принц
prince	принс
prince	принцът
manière	начин
malgré	злоба
malgré	напук
malgré	въпреки
activités	дейности
activités	занимания
réalisateur	директорът
réalisateur	режисьор
réalisateur	директор
monument	паметник
sciences	науката
sciences	наука
sciences	науките
sciences	науки
radio	radio
radio	радиото
radio	радио
classe	класна
classe	клас
classe	класа
classe	класна
classe	изискано
droite	правилно
lieux	местоположения
lieux	места
née	родени
née	роден
née	родена
actuel	ток
actuel	текущ
actuel	текуща
actuel	текущи
actuel	настоящ
actuel	подарък
actuel	настояще
actuel	присъстващи
espace	пространство
espace	космос
espace	космоса
villes	град
villes	градът
villes	сити
villes	city
villes	градове
villes	градовете
fer	фер
fer	желязо
fer	железен
fer	желязна
fer	железни
activité	дейност
activité	активност
commence	започва
commence	започва
organisation	организация
organisation	организация
sélection	селекция
sélection	подбор
sélection	избор
sélection	избор
sélection	маркиране
sélection	избиране
sélection	изберете
assez	достатъчно
participe	участва
institut	институт
institut	института
james	джеймс
internationale	международно
internationale	международен
internationale	интернешънъл
internationale	международни
internationale	международна
cadre	рамка
cadre	кадър
cadre	рамка
sept	седем
sept	седма
différentes	различна
différentes	различно
différentes	различни
différentes	различен
lac	езерото
lac	лейк
lac	езеро
lac	лак
affaires	бизнес
télévision	телевизия
télévision	телевизията
télévision	телевизор
duc	херцог
duc	дук
duc	дюк
personnage	характер
précédent	прецедент
précédent	предишна
précédent	предишни
précédent	предишен
précédent	предишно
évêque	бишъп
évêque	бишоп
évêque	епископ
cour	двор
cour	двора
cour	дворът
cour	съдът
cour	съд
cour	корт
richard	ричард
adresse	адрес
php	php
william	уилям
thomas	томас
thomas	тома
ball	топка
ball	бал
ball	бол
résultats	резултати
hors	off
hors	изключено
problème	проблем
bonne	добър
bonne	добро
bonne	добре
nature	естество
nature	природа
nature	природата
grandes	голямо
grandes	големи
grandes	голям
grandes	голяма
grandes	grandes
michael	майкъл
vol	полета
vol	полет
vol	кражба
vol	кражби
port	пристанище
port	пристанището
port	порт
port	пристанище
premières	сурово
premières	сурови
premières	суров
premières	сурова
premières	необработен
premières	премиери
premières	първи
premières	първо
donné	дадени
donné	дадена
donné	дадено
donné	дари
donné	дарени
discussion	дискусия
discussion	обсъждания
discussion	дискусии
discussion	обсъждане
discussion	чата
discussion	чат
dame	дамата
dame	лейди
dame	дама
épouse	булката
