ngc	புபொப
kako	எப்படி
kako	எப்படிக்
atlas	atlas
sky	வானம்
najbliži	நெருங்கிய
dio	பாகம்
dio	பகுதி
jedan	ஒன்று
jedan	ஒன்றை
jedan	ஒரு
bilo	ஏதாவது
bilo	ஏதேனும்
bilo	எந்த
interaktivni	ஊடாடும்
simbad	simbad
style	பாணி
style	தோற்றம்
style	நடை
style	ஸ்டைல்
napravio	செய்த
napravio	made
rezultat	புள்ளிகள்
rezultat	மதிப்பெண்
rezultat	ஸ்கோர்
rezultat	மதிப்பெண்கள்
rezultat	முடிவு
rezultat	விளைவு
rezultat	பலன்
otkriće	டிஸ்கவரி
otkriće	கண்டறிதல்
grad	ஊர்
grad	ஊருக்கு
grad	டவுன்
grad	நகரம்
grad	சிட்டி
tokom	உடலுறவில்
tokom	போது
vrijeme	நேரம்
vrijeme	காலம்
još	இன்னொரு
još	மற்றொரு
još	மற்றுமொரு
stranica	பக்கத்தை
stranica	பக்கம்
stranica	பக்கத்தைப்
stranica	பக்கத்தில்
stranica	பக்கங்கள்
dva	இரண்டு
dva	இருவர்
sastav	தொகுப்பு
sastav	கட்டுரை
log	விரும்பினால்
log	விருப்பத்தேர்வு
log	பதிவேடு
log	லாக்
hrvatska	குரோஷியா
ukupno	மொத்த
ukupno	மொத்தம்
ugc	ugc
msg	msg
baz	buzz
županija	வட்டாரம்
knjiga	புத்தகம்
knjiga	நூல்கள்
knjiga	புத்தகங்கள்
tri	மூன்று
bosna	பாஸ்னியா
bili	இருந்தன
bili	இருந்தனர்
bili	இருந்த
prije	முன்பு
prije	முன்
prije	முன்னர்
toga	அந்த
toga	என்று
jer	ஏனென்றால்
jer	ஏனெனில்
protiv	எதிராக
protiv	எதிர்த்து
protiv	எதிரான
protiv	எதிரானது
ime	பெயர்
nekoliko	சில
nekoliko	ஜோடி
nekoliko	தம்பதிகளின்
kasnije	பின்னர்
kasnije	பிறகு
kasnije	பிற்பகுதியில்
kasnije	பின்னாளில்
stare	பழைய
stare	பழையது
jpg	jpg
republika	குடியரசு
autor	ஆசிரியர்
autor	படைப்பாளி
autor	இயற்றியவர்
http	http
drugi	வினாடி
drugi	இரண்டாம்
drugi	இரண்டாவது
drugi	மற்றவை
drugi	பிற
drugi	வேறு
drugi	மற்ற
drugi	மற்றவை
drugi	மற்றவர்கள்
drugi	பேர்
drugi	பிறர்
drugi	பிறரை
tim	டிம்
tim	அணி
danas	இன்று
danas	இன்றும்
iako	என்றாலும்
iako	விட்டாலும்
iako	இருந்தாலும்
bih	bih
bez	இல்லாத
bez	இல்லாமல்
bez	இல்லாமலே
koristi	பயன்படுத்து
koristi	பயன்படுத்தப்பட்டது
koristi	பயன்படுத்திய
koristi	பயன்படுத்தியது
imaju	உண்டு
preko	over
preko	ஓவர்
preko	வழியாக
preko	மூலமாக
jakov	யாக்கோபு
jakov	ஜேக்கப்
sad	இப்போ
sad	இப்பொழுது
sad	இப்போது
sad	தற்போது
sad	தற்பொழுது
izdavač	வெளியீட்டாளர்
vjerski	சமய
vjerski	மத
vjerski	சமயப்
naseljima	neighbourhoods
veliki	பெரியது
veliki	மிகப்பெரிய
veliki	பெரிய
veliki	பெரியது
veliki	பெரிய
nisu	அல்ல
nisu	இல்லை
nisu	கூடாது
put	பாதை
put	சாலை
put	ரோடு
eso	eso
već	ஏற்கனவே
već	முன்பே
dana	நாட்களை
dana	நாட்களுக்கு
dana	நாட்களில்
dana	நாட்கள்
dana	தினங்கள்
dana	தனா
dana	டானா
zvanična	அதிகாரி
zvanična	அதிகாரப்பூர்வ
zvanična	official
kroz	மூலமாக
kroz	ஊடாக
datoteka	கோப்பு
datoteka	கோப்புகள்
datoteka	கோப்பு
caption	தலைப்பு
text	உரை
općina	நகராட்சி
često	அடிக்கடி
često	எப்போதாவது
često	பெரும்பாலும்
često	அடிக்கடி
ove	இந்த
ove	இது
ove	இவை
ove	இவற்றையும்
ove	இந்த
ove	இவற்றை
ove	இவைகளை
ove	இவர்கள்
koju	எந்த
nego	விட
pri	pri
sam	சாம்
hiljade	ஆயிரம்
hiljade	ஆயிரக்கணக்கான
hiljade	ஆயிரங்கள்
film	திரைப்படம்
film	மூவி
film	திரைப்படம்
države	மாநிலங்கள்
države	மாநிலங்களில்
države	நிலைகள்
cest	cest
ljudi	மனிதர்களும்
ljudi	மனிதர்கள்
jedna	ஒன்று
jedna	ஒன்றை
jedna	ஒரு
odnosno	பித்ரு
država	மாநிலங்கள்
država	மாநிலங்களில்
država	நிலைகள்
država	நிலை
država	மாநிலம்
tada	பின்னர்
tada	அப்பொழுது
tada	பிறகு
tada	அப்போது
tada	பின்பு
njegov	தன்
njegov	அவருடைய
njegov	அவனது
njegov	அவரின்
njegov	அவரது
grupe	குழுக்கள்
jezik	நாக்கு
jezik	நாக்கை
jezik	மொழி
#aaa	#aaa
kralj	ராஜா
kralj	மன்னன்
kralj	கிங்
kralj	அரசன்
napomena	குறிப்பைப்
napomena	குறிப்பைக்
napomena	குறிப்பு
napomena	குறிப்பை
vrlo	மிகவும்
vrlo	மிக
glavni	தலைவன்
glavni	தலைமை
glavni	பிரதான
glavni	முதன்மை
glavni	முக்கிய
william	வில்லியம்
ona	இவள்
ona	அவளுக்கு
ona	அவள்
postoji	உள்ளது
četiri	நான்கு
njegova	தன்
njegova	அவருடைய
njegova	அவனது
njegova	அவரின்
njegova	அவரது
oni	அவர்கள்
neki	சில
john	ஜான்
osim	தவிர
sistem	தொகுதி
sistem	கணினி
sistem	அமைப்பு
puta	காலங்கள்
puta	நேரங்கள்
puta	டைம்ஸ்
puta	நேரங்களில்
mjesta	இடங்கள்
mjesta	இருக்கைகள்
postao	ஆனார்
dan	டான்
dan	நாள்
dan	தினம்
dan	நாளும்
predstavlja	பறைசாற்றும்
predstavlja	பிரதிபலிக்கிறது
velika	பெரியது
velika	மிகப்பெரிய
velika	பெரிய
velika	பிரமாண்டம்
obično	வழக்கமாக
prvenstvo	சாம்பியன்ஷிப்
zajedno	ஒன்றாய்
zajedno	ஒன்றாக
zatim	பின்னர்
zatim	அப்பொழுது
zatim	பிறகு
zatim	அப்போது
zatim	பின்பு
način	கிளியே
način	வழி
način	விதம்
rat	போர்க்
rat	போர்
vrsta	கனிவான
vrsta	இனங்கள்
radi	கிரியை
top	டாப்
top	மேலே
top	முதன்மை
top	மேல்
bgcolor	bgcolor
tom	டாம்
uglavnom	முக்கியமாக
uglavnom	பெரும்பாலும்
tome	டாம்
maja	மாயா
maja	மஜா
mora	வேண்டியது
dobio	கிடைத்தது
dobio	கிடைத்த
dobio	பெறப்பட்டது
dobio	பெற்றவை
dobio	பெறப்பட்ட
nagrada	பரிசு
nagrada	வெகுமதி
nagrada	கூலி
svi	எல்லோர்
svi	அனைவருமே
svi	எல்லோருக்கும்
svi	அனைவரும்
svi	எல்லோரும்
svi	அனைத்தும்
svi	எல்லா
svi	அனைத்து
svi	எல்லாம்
svi	அனைவரும்
svi	எல்லாமே
svi	அனைவருக்கும்
svi	ஒவ்வொருவரும்
svi	அனைவரும்
svi	எல்லோரும்
veoma	மிகவும்
veoma	மிக
najbolji	சிறந்தவை
najbolji	சிறந்தது
najbolji	சிறப்பாக
najbolji	சிறந்த
rođen	பிறந்தது
rođen	பிறப்பு
rođen	பிறந்து
npr	npr
američki	அமெரிக்கன்
američki	அமெரிக்கர்
američki	அமெரிக்க
mnogo	நிறைய
mnogo	நிறைய
mnogo	lot
područja	பகுதிகள்
područja	பகுதிகளில்
jula	ஜூலை
doba	வயது
drugim	மற்றவை
drugim	பிற
drugim	வேறு
drugim	மற்ற
zastava	குறிகள்
zastava	கொடியை
zastava	கொடி
vrste	கனிவான
vrste	வகைகள்
jednom	ஒருமுறை
uključujući	உட்பட
čak	கம்பன்
čak	கூட
predsjednik	தலைவர்
predsjednik	அதிபர்
predsjednik	ஜனாதிபதி
ipak	முயற்சிக்கிறது
ipak	இருந்தபோதிலும்
ipak	இன்னமும்
ipak	இப்போதும்
ipak	ஸ்டில்
ipak	இன்னும்
ipak	அப்படியிருந்தும்
imena	பெயர்கள்
posebno	குறிப்பாக
posebno	குறிப்பாக
dalje	மேற்கொண்டு
treba	தேவையா
treba	தேவை
treba	வேண்டும்
treba	தேவைகளை
album	ஆல்பம்
album	ஆல்பத்தை
album	ஆல்பத்தைப்
član	உறுப்பினர்
vijek	ஆயுட்காலம்
vijek	வாழ்நாள்
vijek	நூற்றாண்டு
york	யார்க்
iii	iii
postaje	ஆகிறார்
uvijek	எப்போதுமே
uvijek	எப்போதும்
uvijek	எப்பொழுதும்
dolazi	வந்து
dolazi	வரவும்
dolazi	வாருங்கள்
dolazi	வரும்
dolazi	வருகின்றன
dolazi	வரும்
dolazi	வருகிறார்கள்
dolazi	வருகிறான்
većina	பெரும்பான்மை
liga	லீக்
liga	லீகா
koriste	பயன்படுத்து
sin	மகனும்
sin	மகனுடன்
sin	மகனே
sin	மகன்
njega	அவருக்கு
njega	அவனுக்கு
njega	அவர்
njega	அவரை
njega	அவனை
manje	குறைவான
manje	குறைவு
manje	குறைவாக
manje	குறைந்த
sada	இப்போ
sada	இப்பொழுது
sada	இப்போது
sada	தற்போது
sada	தற்பொழுது
juni	ஜூன்
slika	படம்
slika	படமாக
slika	படத்திற்கு
slika	உருவம்
slika	பிம்பம்
slika	படம்
njemački	ஜெர்மன்
znači	என்றால்
ostrva	தீவுகள்
nad	nad
radio	பணியாற்றினார்
radio	பணிபுரிந்தார்
radio	ரேடியோ
radio	வானொலி
dijela	பகுதிகள்
život	வாழ்க்கை
život	உயிர்
život	ஆயுள்
uefa	uefa
rijeka	நதி
rijeka	நதிநீர்
rijeka	ஆறு
prava	உரிமைகளை
prava	உரிமை
prava	உரிமைகள்
januar	ஜனவரி
januar	சனவரி
žena	பெண்ணின்
žena	பெண்
žena	மனைவியின்
žena	மனைவியை
žena	மனைவிக்கும்
žena	மனைவி
februar	பெப்ரவரி
februar	பிப்ரவரி
april	ஏப்ரல்
mart	மார்ட்
mart	மார்ச்
august	ஆகஸ்ட்
august	ஆகஸ்டு
pet	ஐந்து
osoba	நபர்
septembar	செப்டம்பர்
riječi	வார்த்தைகளால்
riječi	வார்த்தைகளை
riječi	சொற்கள்
riječi	வார்த்தைகள்
decembar	டிசம்பர்
juli	ஜூலை
juli	ஜூலி
naselju	எஸ்டேட்
sezona	சீசன்
sezona	காலம்
sezona	பருவம்
sezona	பருவத்தில்
sezona	பருவங்கள்
svaki	ஒவ்வொரு
svaki	ஒவ்வொன்றும்
svaki	ஒவ்வொரு
maj	மே
ostali	மற்றவை
ostali	மற்றவர்கள்
ostali	பேர்
ostali	பிறர்
ostali	பிறரை
ponovo	மீண்டும்
ponovo	மறுபடியும்
centar	மையம்
centar	மையம்
centar	மால்
regija	பிராந்தியம்
regija	மண்டலம்
regija	பகுதி
njemačka	ஜெர்மனி
njemačka	ஜேர்மனி
polje	புலம்
polje	வயல்
oktobar	அக்டோபர்
počinje	தொடங்குகிறது
počinje	துவங்குகிறது
počinje	தொடங்குகிறது
počinje	ஆரம்ப
počinje	தொடக்கம்
počinje	துவங்குகிறது
počinje	தொடங்குகிறது
rezultati	முடிவுகள்
rezultati	விடைகள்
francuski	பிரெஞ்சு
ekipe	அணிகள்
kluba	மன்றம்
kluba	கிளப்
igra	ஆட்டம்
igra	கேம்
igra	விளையாட்டு
igra	ஆட்டத்தில்
ekipa	அணி
ekipa	குழுவினர்
primjer	உதாரணம்
primjer	எடுத்துக்காட்டு
tijelo	உடல்
tijelo	உடலில்
tijelo	பாடி
fifa	ஃபிஃபா
onda	பின்னர்
onda	அப்பொழுது
onda	பிறகு
onda	அப்போது
onda	பின்பு
nešto	ஏதாவது
nešto	எதாவது
nešto	ஏதோ
nešto	எதையோ
tijela	உடல்
tijela	உடலில்
tijela	பாடி
tijela	பேனல்கள்
tijela	உடல்கள்
tijela	பிணங்கள்
args	args
web	இணையதளம்
web	வலைத்தளம்
web	இணையத்தளம்
web	இணையதளத்தை
web	வலை
mnogi	பல
mnogi	பலர்
malo	சிறிய
malo	குட்டி
rad	வேலை
rad	பணி
ispod	கீழே
putem	வழியாக
putem	மூலமாக
joj	அவளை
joj	அவர்
joj	அவளின்
joj	அவளது
joj	அவரது
vlast	சக்தியை
vlast	சக்தி
vlast	பவர்
vlast	அதிகாரம்
vlast	power
vlast	அரசு
vlast	அரசாங்கம்
red	வரிசை
red	ஆர்டர்
nacionalni	தேசிய
nacionalni	தேசியக்
novembar	நவம்பர்
kup	கோபா
kup	கிண்ணம்
kup	கோப்பை
veći	அதிகமான
veći	பெரியது
san	கனவு
san	கனவில்
san	சான்
ćelije	செல்கள்
članak	கட்டுரை
pravo	நேராக
pravo	நேர்
pravo	நேரான
pravo	சரியா
pravo	வலது
ovdje	இங்கே
ovdje	இதோ
ovdje	இங்கு
unutar	உள்ளே
van	வேனில்
van	வேன்
van	வான்
snage	பலம்
snage	வலிமை
počeo	தொடங்கப்பட்டது
počeo	தொடங்கினார்
počeo	தொடங்கியது
počeo	ஆரம்பித்தது
engleski	ஆங்கிலம்
razvoj	அபிவிருத்தி
razvoj	விருத்தி
razvoj	வளர்ச்சி
mnoge	பல
mnoge	பலர்
džamija	பள்ளிவாசல்
džamija	மசூதி
oblik	வடிவம்
oblik	படிவம்
živi	வாழ்ந்து
živi	வாழும்
živi	வசிக்கும்
živi	வாழ்வது
živi	உயிர்களை
živi	உயிர்கள்
jedinica	அலகுகள்
jedinica	அலகு
umro	இறந்து
umro	இறந்தார்கள்
umro	இறந்தார்
njen	அவளை
njen	அவர்
njen	அவளின்
njen	அவளது
njen	அவரது
dobro	நன்று
dobro	குட்
dobro	நல்லது
dobro	நல்ல
dobro	நன்மை
dobro	நலம்
dobro	நலமாக
dobro	நன்றாக
poznata	தெரிந்தது
poznata	தெரிந்த
poznata	பிரபல
ruka	arm
ruka	இடிக்க
govori	பேசுகிறது
govori	பேசுங்கள்
govori	பேச
govori	பேசு
govori	பேசவும்
čvor	முடிச்சு
čvor	பெயரிடப்படாத
čvor	முடிச்சு
moguće	சாத்தியமா
moguće	சாத்தியமே
moguće	சாத்தியம்
mali	சிறிய
mali	சிறு
mali	சிறியது
mali	சிறிய
mali	குட்டி
mali	குழந்தை
mali	குழந்தையாய்
mali	மாலி
otvoreno	வெளிப்படையாக
otvoreno	திறந்திருக்கும்
otvoreno	திற
otvoreno	திறக்கவும்
otvoreno	திறக்க
otvoreno	திறந்த
otvoreno	திறந்துள்ளது
stanje	சூழ்நிலையில்
stanje	சூழ்நிலை
stanje	நிலைமை
stanje	நிலையில்
stanje	நிபந்தனை
odnosu	உறவு
odnosu	கேளிர்
razgovor	உரையாடல்
postala	ஆனார்
pjesme	பாடல்கள்
gornji	மேல்புறம்
gornji	அப்பர்
gornji	மேல்நிலை
verzija	பதிப்பு
link	இணைப்பை
link	இணைப்பு
link	இணைப்பைப்
iznad	மேலே
historija	சரித்திரம்
historija	வரலாறு
general	பொதுவான
general	பொது
general	பொதுவாக
general	பொதுவானவை
francuska	பிரான்சு
francuska	பிரான்ஸ்
charles	சார்லஸ்
charles	சார்ல்ஸ்
charles	சாள்ஸ்
kraj	முடி
kraj	இறுதி
kraj	முடிவு
selo	கிராம
selo	கிராமத்து
selo	கிராமம்
selo	கிராமத்தில்
selo	கிராமத்திற்கு
pomoć	உதவி
pomoć	உதவும்
okrug	வட்டாரம்
okrug	மாவட்ட
okrug	மாவட்டம்
tekst	உரை
porodice	குடும்பத்தினர்
porodice	குடும்பங்கள்
dnk	dna
trenutno	தற்போது
otac	தந்தை
otac	தந்தைக்கு
otac	அப்பா
otac	பிதா
otac	தந்தையை
njegovo	தன்
njegovo	அவருடைய
njegovo	அவனது
njegovo	அவரின்
njegovo	அவரது
bolesti	நோய்கள்
rowspan	rowspan
more	கடல்
ostale	மற்றவை
ostale	பிற
ostale	வேறு
ostale	மற்ற
osnovu	சார்ந்த
osnovu	அடிப்படை
osnovu	அடிப்படையில்
itd	போன்றவை
isto	அதே
isto	ஒரே
djevica	கன்னி
djevica	கன்னித்
ponekad	சிலநேரங்களில்
ponekad	சிலநேரம்
nagrade	பரிசு
nagrade	விருதுகள்
ćelija	அறை
ćelija	கைபேசி
ćelija	செல்
riječ	வார்த்தை
riječ	சொல்
riječ	வார்த்தையே
svjetski	உலகம்
svjetski	உலக
svjetski	உலகமே
valign	valign
žene	பெண்களுக்கு
žene	பெண்களாக
žene	பெண்கள்
proces	செயல்முறை
poznati	பிரபல
pobjednik	வெற்றியாளர்
odnosi	உறவுகள்
umjesto	மாறாக
umjesto	பதிலாக
luka	லூக்கா
luka	துறைமுகம்
luka	முனையம்
luka	துறை
boje	நிறங்கள்
boje	வண்ணங்கள்
boje	நிறங்கள்
boje	வண்ணங்கள்
boje	வண்ணம்
boje	நிறம்
potpuno	முழுமையாக
potpuno	முழுவதும்
potpuno	முழுமையாக
potpuno	முழுவதும்
potpuno	முழுவதுமாக
potpuno	மொத்தமாக
ivan	இவான்
ivan	இவன்
igre	விளையாட்டுகள்
igre	கேம்கள்
igre	கேம்ஸ்
igre	விளையாட்டுக்கள்
različitih	வித்தியாசமான
različitih	வித்தியாசமாக
različitih	வெவ்வேறு
različitih	பல்வேறு
daje	தருகிறேன்
daje	கொடுப்பது
daje	கொடுத்தல்
daje	கொடுக்கும்
daje	கொடுக்கிறது
niz	தொடர்ச்சி
glumac	நடிகர்
ono	ono
html	html
lav	சிங்கம்
lav	சிம்மம்
windows	சாளரங்கள்
windows	விண்டோஸ்
beograd	பெல்கிரேட்
nauka	அறிவியலில்
nauka	விஞ்ஞானம்
nauka	அறிவியல்
ratu	போர்க்
ratu	போர்
strani	பக்க
strani	புறம்
strani	side
strani	அன்னிய
strani	வெளிநாட்டு
carstvo	பேரரசு
šest	ஆறு
stari	பழைய
stari	பழையது
stari	நண்பா
der	டெர்
robert	ராபர்ட்
robert	இராபர்ட்
metara	மீட்டர்
članaka	கட்டுரைகள்
članaka	கட்டுரை
političar	அரசியல்வாதி
oblasti	பகுதிகள்
oblasti	பகுதிகளில்
napisao	எழுதப்பட்ட
napisao	எழுதப்பட்டது
napisao	எழுதிய
napisao	எழுதிய
napisao	எழுதியது
napisao	எழுதினார்
pisac	எழுத்தாளர்
takmičenje	போட்டி
takmičenje	போட்டி
snaga	பலம்
snaga	வலிமை
vlade	அரசுகள்
vlade	அரசுகளும்
most	பாலம்
površina	பரப்பு
površina	மேற்பரப்பு
osnovan	நிறுவல்
dobija	பெறுகிறார்
izvor	மூலம்
izvor	ஆதாரம்
funkcija	செயல்பாடு
funkcija	செயல்
funkcija	செயல்கூறு
funkcija	செயற்பாடுகள்
igrač	பிளேயர்
igrač	விளையாடுபவர்
igrač	போட்டியாளர்
vjerovatno	அநேகமாக
james	ஜேம்ஸ்
sjedište	தலைமையகம்
čovjek	மனிதன்
čovjek	மனிதரும்
čovjek	மனித
čovjek	மனிதர்
roman	ருமேனியா
roman	புதினம்
roman	நாவல்
promjene	மாற்றங்களை
promjene	மாற்றங்கள்
promjene	மாற்று
promjene	மாற்றம்
njihove	அவர்களின்
njihove	அவர்களது
njihove	தங்கள்
treći	மூன்றாவது
ranije	முன்னதாக
ranije	முன்னர்
ranije	முன்பே
ranije	முந்தைய
joseph	ஜோசப்
joseph	யோசேப்பு
slike	படங்கள்
slike	பிம்பங்கள்
slike	தோற்றங்கள்
slike	படங்கள்
istraživanja	கண்டறியவும்
istraživanja	அறிக
istraživanja	ஆய்வு
istraživanja	ஆராய்ச்சி
različite	பல்வேறு
jezero	ஏரி
ffffff	ffffff
igrama	விளையாட்டுகள்
igrama	கேம்கள்
igrama	கேம்ஸ்
igrama	விளையாட்டுக்கள்
veze	இணைப்புகள்
veze	இணைப்புக்கள்
colspan	colspan
mark	மார்க்
mark	குறி
članovi	உறுப்பினர்கள்
dužina	நீளம்
serija	தொடர்கள்
uključuje	அடங்கும்
vrijednosti	மதிப்புகள்
vrijednosti	சிந்தும்
dao	கொடுத்தார்
dao	கொடுத்தோம்
završio	முடிக்கப்பட்டது
završio	முடிந்தது
završio	நிறைவடைந்தது
završio	நிறைவுற்றது
rock	ராக்
rock	பாறை
frederick	பிரடெரிக்
odmah	உடனே
odmah	உடனடியாக
george	ஜார்ஜ்
čime	செய்தல்
čime	தயாரிக்கும்
čime	உருவாக்குதல்
vojska	இராணுவ
vojska	இராணுவம்
vojska	ராணுவம்
vojska	இராணுவம்
vojska	army
vojska	ராணுவம்
vidi	பார்
vidi	பார்க்க
vidi	காண்கிறேன்
vidi	பார்
vidi	தோற்றம்
crkva	தேவாலயம்
crkva	சர்ச்
pjesma	பாடலை
pjesma	பாட்டு
pjesma	பாடலைக்
pjesma	பாடல்
pjesma	பாடலைப்
počela	தொடங்கப்பட்டது
počela	தொடங்கினார்
počela	தொடங்கியது
počela	ஆரம்பித்தது
sedam	ஏழு
brzo	விரைவு
brzo	விரைவாக
brzo	விரைவான
brzo	வேகம்
brzo	விரைவாக
brzo	வேகமாக
brzo	விரைவான
brzo	வேகமானது
brzo	விரைவானது
brzo	விரைவாக
brzo	துரிதமாக
relativno	ஒப்பீட்டளவில்
pjesama	பாடல்கள்
knjige	நூல்கள்
knjige	புத்தகங்கள்
dosta	போதுமானதாக
dosta	போதுமான
dosta	போதும்
ubrzo	விரைவில்
ubrzo	சீக்கிரமே
vladavine	ஆட்சி
michael	மைக்கல்
michael	மைகேல்
michael	மைக்கேல்
voda	நீர்
voda	தண்ணீர்
voda	தண்ணீரை
voda	தண்ணீரைக்
njihov	அவர்களின்
njihov	அவர்களது
njihov	தங்கள்
porodica	குடும்பத்தினர்
porodica	குடும்பம்
porodica	குடும்பத்தார்
jean	ஜீன்
stanovništvo	குடியிருப்பாளர்கள்
stanovništvo	வசிப்பவர்கள்
dobila	கிடைத்தது
dobila	கிடைத்த
dobila	பெறப்பட்டது
dobila	பெற்றவை
dobila	பெறப்பட்ட
rezultatom	புள்ளிகள்
rezultatom	மதிப்பெண்
rezultatom	ஸ்கோர்
rezultatom	மதிப்பெண்கள்
polja	புலங்கள்
njena	அவளை
njena	அவர்
njena	அவளின்
njena	அவளது
njena	அவரது
zemlja	நாடு
zemlja	நாட்டின்
zemlja	நிலம்
zemlja	பூமியின்
zemlja	பூமி
zemlja	புவி
savez	கூட்டு
savez	யூனியன்
savez	சேர்க்கை
savez	ஒன்றிய
savez	கூட்டணி
poznate	தெரிந்தது
poznate	தெரிந்த
poznate	பிரபல
djece	குழந்தைகளை
djece	பிள்ளைகள்
djece	குழந்தைகள்
djece	குழந்தைகளிடம்
iza	பின்னால்
wisconsin	விஸ்கான்சின்
smrt	இறப்பு
smrt	மரணம்
smrt	மறைவு
smrt	மரணத்தை
program	நிரல்
glavna	பிரதான
glavna	முதன்மை
glavna	முக்கிய
kraljica	ராணி
kraljica	குயின்
kraljica	மகாராணி
vrijednost	மதிப்பு
osobe	நபர்
jedinice	அலகுகள்
škola	பள்ளிக்கு
škola	பள்ளி
škola	பாடசாலை
škola	பள்ளிக்கூடம்
gradova	ஊர்கள்
drugo	இரண்டாவதாக
funkcije	செயல்கூறு
funkcije	செயற்பாடுகள்
slovenija	ஸ்லோவேனியா
gore	மோசமாக
kaže	சொல்கிறார்
kaže	என்கிறார்கள்
kaže	என்கிறார்
kaže	சொல்கிறது
početka	ஆரம்பம்
početka	தொடக்கம்
početka	தொடங்கு
početka	துவங்கு
