och	そして
chile	チリ
växtlighet	植生
mer	もっと
här	ここ
kongo	コンゴ
öst	イースト
öst	東部
öst	東部
region	リージョン
region	地域
jakarta	ジャカルタ
wat	ワット
file	ファイル
släkte	世代
släkte	ジェネレーション
släkte	品種
sydlig	サザン
sydlig	南部
västlig	ウェスタン
västlig	ウエスタン
sydvästra	南西
tillsammans	together
samhällen	コミュニティ
samhällen	社会
lite	lite
republiken	共和制
republiken	共和国
öppet	オープン
öppet	開館
öppet	開く
öppet	透明
delstat	都道府県
delstat	状態
innan	以前
fram	フロント
fram	表側
fram	前面
mål	目的
mål	ゴール
mål	目標
mål	ゴール
län	カウンティ
län	カウンティ
bosnien	ボスニア
afghanistan	アフガニスタン
john	ジョン
hercegovina	ヘルツェゴヴィナ
nordöstra	北東
bara	のみ
bara	ちょうど
bara	ジャスト
bara	ただ
ska	スカ
ontario	オンタリオ
plats	place
plats	場所
plats	スポット
plats	所在地
plats	ロケーション
plats	場所
församling	教区
församling	会衆
församling	アセンブリ
församling	集会
församling	組み立て
land	国名
land	カントリー
land	ランド
land	土地
dess	its
amerikansk	アメリカン
helsingfors	ヘルシンキ
tid	タイム
tid	時間
ofta	頻繁
ofta	頻繁
ofta	しばしば
några	いくつか
några	一部
några	いくらか
kommer	ウィル
kommer	遺言
kommer	来る
kommer	カミング
exempel	用例
exempel	実例
någon	誰か
någon	any
saint	セイント
saint	聖人
något	あまり
gjorde	did
san	san
san	サン
stor	大きい
stor	大きな
stor	大きい
stor	ビッグ
ingen	なし
staden	タウン
staden	シティ
staden	都市
kallt	風邪
kallt	コールド
kallt	冷たい
kallt	寒い
får	ヒツジ
naturlig	自然
naturlig	ナチュラル
webbplats	ウェブサイト
webbplats	サイト
webbplats	敷地
ger	ger
mosaik	モザイク
team	チーム
team	チーム
hela	治る
hela	治す
hela	ヒール
hela	全体
gör	メイク
gör	make
honom	him
kyrka	チャーチ
kyrka	教会堂
kyrka	教会
nordvästra	北西部
nordvästra	北西
angola	アンゴラ
columbia	コロンビア
tyskland	ドイツ
svg	svg
distrikt	ディストリクト
distrikt	地区
distrikt	ディストリクト
fuktigt	湿度
fuktigt	湿気
fuktigt	しっとり
fyra	four
fyra	フォー
quebrada	quebrada
eftersom	なぜなら
eftersom	だって
mexiko	メキシコ
london	ロンドン
vann	ウォン
vann	won
går	goes
hur	how
barn	子供
barn	キッズ
barn	子供
barn	子供
barn	児童
både	両方
övrigt	その他
artikel	記事
artikel	冠詞
england	イギリス
argentina	アルゼンチン
mountain	マウンテン
grund	基底
grekland	ギリシャ
distriktet	地区
distriktet	ディストリクト
dam	ダム
dam	レディ
karl	シャルル
idag	トゥデイ
idag	今日
skådespelare	俳優
skådespelare	俳優
personer	ピープル
endast	のみ
öar	諸島
danmark	デンマーク
son	息子
österrike	オーストリア
river	河川
artiklar	記事
artiklar	冠詞
jean	ジャン
jean	ジーン
redan	すでに
redan	既に
cirka	年頃
cirka	おおよそ
före	以前
engelska	イングリッシュ
engelska	英語
departement	部署
departement	学科
departement	部門
departement	学科
antal	カウント
antal	番号
antal	数値
antal	ナンバー
vill	欲しい
des	des
författare	作家
författare	著者
författare	作者
författare	作家
författare	ライター
författare	作家
författare	作家
författare	著者
författare	作者
wikipedia	wikipedia
wikipedia	ウィキペディア
los	los
vissa	いくつか
vissa	一部
vissa	いくらか
cst	cst
äldre	長老
gamla	古い
gamla	オールド
allt	すべて
allt	全て
allt	all
allt	すべて
lag	チーム
lag	法律
lag	法学
lag	ラグ
lag	チーム
johan	ジョン
innebär	手段
diskussion	話し合い
diskussion	ディスカッション
vidare	さらに
medan	while
kommuner	市町村
kommuner	自治体
kyrkan	チャーチ
kyrkan	教会堂
kyrkan	教会
punta	プンタ
eet	eet
kullar	ヒルズ
black	黒い
black	ブラック
asien	アジア
varje	それぞれ
bild	画像
bild	写真
bild	画像
bild	イメージ
france	フランス
politiker	政治
politiker	政治家
politiker	政治家
göra	メイク
göra	make
left	左側
band	テープ
band	バンド
band	band
band	バンド
band	テープ
band	リボン
rio	リオ
rock	ロック
söderut	サウス
sista	最終
sista	ラスト
sista	最後
sista	最終
sista	決勝
sista	ファイナル
george	ジョージ
delar	共有
delar	シェア
delar	パーツ
delar	部品
delar	株式
delar	シェア
auto	自動
auto	オート
hett	熱い
hett	ホット
hett	暑い
norrut	ノース
själv	セルフ
själv	自己
själv	独学
själv	自分
själv	myself
åren	年数
höjd	高度
höjd	身長
säsongen	季節
säsongen	シーズン
poäng	ポイント
poäng	スコア
poäng	得点
poäng	スコア
poäng	ポイント
arroyo	アロヨ
peking	北京市
peking	北京
peking	北京
tyska	ドイツ語
sätt	ウェイ
egypten	エジプト
stad	タウン
stad	シティ
stad	都市
norge	ノルウェー
area	面積
area	領域
area	エリア
york	ヨーク
därför	ゆえに
makedonien	マケドニア
peter	ペーター
peter	peter
peter	ピーター
franska	フレンチ
franska	フランス語
dominikanska	ドミニカ
västerut	ウエスト
västerut	西部
västerut	ウェスト
österut	イースト
österut	東部
göteborg	ヨーテボリ
schweiz	スイス
fall	ケース
fall	事例
fall	ケース
fall	落ちる
fall	落下
tiden	タイム
tiden	時間
bästa	最高
bästa	ベスト
bästa	best
style	スタイル
artikeln	記事
artikeln	冠詞
fil	ファイル
främst	主に
främst	主に
källa	ソース
källa	出典
båda	両方
kabul	カブール
malmö	マルメ
delas	共有
slutet	終了
slutet	エンド
ast	ast
annan	その他
uppsala	ウプサラ
isbn	isbn
mätare	メートル
mätare	メーター
madrid	マドリッド
madrid	マドリード
antarktis	南極
antarktis	南極大陸
antarktis	南極
erik	エリック
paul	ポール
paul	パウル
film	映画
film	ムービー
film	映画
film	フィルム
robert	ロベルト
robert	ロベール
robert	ロバート
serien	シリーズ
bra	良い
bra	グッド
fem	ファイブ
fem	五つ
fem	five
ryssland	ロシア
thomas	トマス
thomas	トーマス
santiago	サンティアゴ
tysk	ドイツ語
vilka	who
språk	言語
språk	言語
kinesiska	中国語
kinesiska	中国人
lappland	ラップランド
nuvarande	現在
nuvarande	現在
nuvarande	present
nuvarande	プレゼント
officiell	公式
officiell	職員
källor	ソース
källor	出典
stort	大きい
stort	大きな
stort	大きい
stort	ビッグ
sång	ボーカル
sång	歌う
sång	歌曲
sång	ソング
amerikanska	アメリカン
samband	つながり
samband	接続
globalt	global
globalt	グローバル
kroatien	クロアチア
egen	own
egen	風習
egen	カスタム
pst	pst
pdt	pdt
kvinnor	女性
tredje	番目
tredje	サード
charles	シャルル
art	art
art	アート
art	芸術
art	美術
riket	ライヒ
riket	レルム
wales	ウェールズ
david	デイヴィッド
david	ダビデ
david	デビッド
david	デヴィッド
com	com
sidan	ページ
sidan	サイド
resultat	パフォーマンス
resultat	性能
resultat	興行
resultat	結果
resultat	結果
ibland	時々
ibland	ときどき
ibland	時折
ibland	たまに
enda	シングル
enda	独身
universitet	大学
universitet	大学
rgb	rgb
libanon	レバノン
paris	パリス
paris	パリ
kamerun	カメルーン
border	ボーダー
border	国境
trots	にもかかわらず
musik	ミュージック
musik	音楽
maria	メアリ
maria	メアリー
maria	マリア
maria	マリヤ
tillbaka	戻る
tillbaka	後ろ
tillbaka	背中
tillbaka	裏側
kung	king
kung	国王
kung	キング
form	図形
form	形状
form	シェイプ
form	形式
form	フォーム
der	デア
fått	受け取り
fått	受信
historia	記事
historia	ストーリー
historia	物語
historia	履歴
historia	由緒
historia	歴史
historia	沿革
nova	ノヴァ
nova	新星
dal	ダール
dal	バレー
dal	谷間
låten	歌曲
låten	ソング
fiji	フィジー
james	ジェームス
james	ジェームズ
albumet	アルバム
uppströms	上流
män	オス
män	男性
män	メン
lång	高い
lång	長い
lång	ロング
alger	アルジェ
alger	藻類
alger	ワカメ
alger	海藻
gift	既婚
album	アルバム
album	アルバム
ner	ダウン
innehåller	含む
disk	ディスク
little	リトル
little	小さい
wilhelm	ヴィルヘルム
gånger	タイムズ
brook	小川
övriga	その他
övriga	他の
övriga	その他
professor	教授
las	ラス
las	las
division	師団
division	ディビジョン
martin	マーティン
martin	マーチン
urval	選考
urval	セレクション
urval	選択
urval	サンプリング
urval	サンプル
city	シティ
city	都市
totalt	合計
totalt	全体
alexander	アレクサンドロス
alexander	アレクサンダー
alexander	アレキサンダー
arena	アレーナ
arena	アリーナ
period	期間
period	ピリオド
dag	dag
dag	day
dag	一日
låg	低い
bogotá	ボゴタ
året	イヤー
timur	ティムール
europa	欧州
europa	ヨーロッパ
europa	エウロパ
kalifornien	カリフォルニア
gruppen	集団
gruppen	グループ
miljoner	ミリオン
miljoner	million
miljoner	百万
henry	ヘンリー
växter	植物
växter	プラント
växter	植物
står	スタンディング
seed	種子
seed	シード
sex	シックス
sex	six
sex	性別
sex	セックス
peak	山頂
peak	ピーク
bort	away
bort	アウェイ
ledamot	メンバ
ledamot	会員
ledamot	メンバー
särskilt	特に
särskilt	特に
djebel	djebel
friedrich	フリードリヒ
friedrich	フリードリッヒ
liv	生活
liv	生命
liv	人生
liv	ライフ
liv	リヴ
liv	リブ
kvar	左側
medlemmar	メンバー
medlemmar	メンバ
sida	ページ
område	面積
område	領域
område	エリア
gustaf	ガーフィールド
fortfarande	スティル
fortfarande	それでも
fortfarande	まだ
min	鉱山
min	ミン
min	min
airport	空港
befolkningen	人口
översättning	翻訳
louis	ルイス
louis	ルイ
ordförande	大統領
ordförande	プレジデント
ordförande	社長
ordförande	会長
ordförande	議長
ordförande	会長
ordförande	議長
http	http
joseph	ヨセフ
kanske	たぶん
kanske	多分
kanske	未定
smith	スミス
världen	世界
världen	ワールド
användare	ユーザー
användare	ユーザ
användare	ユーザー
användare	ユーザ
far	父親
honduras	ホンジュラス
bolivia	ボリビア
länder	国々
ytterligare	さらに
guld	gold
guld	ゴールド
kuba	キューバ
center	センター
center	中央
center	中心
god	良い
god	グッド
luanda	ルアンダ
grupp	集団
grupp	グループ
väl	まあ
lars	ラース
rätt	正解
rätt	正しい
roll	役割
svampar	キノコ
svampar	きのこ
svampar	マッシュルーム
svampar	キノコ
svampar	マッシュルーム
ryska	ロシア
via	via
laguna	ラグナ
italien	イタリア
syrien	シリア
matcher	マッチ
matcher	一致
matcher	ゲーム
hjälp	ヘルプ
kriget	戦争
klassen	階級
klassen	クラス
gustav	グスタフ
gustav	ガーフィールド
cdt	cdt
university	大学
van	バン
van	ヴァン
anna	アナ
anna	アンナ
fredrik	フレデリック
fredrik	フリードリヒ
fler	もっと
kort	カード
kort	短い
kort	ショート
kort	カード
ungern	ハンガリー
gitarr	ギター
serie	シリーズ
serie	シリアル
ledde	led
guinea	ギニア
ecuador	エクアドル
michael	ミヒャエル
michael	マイケル
ovan	上の
ovan	上記
rapport	レポート
rapport	報告
lika	等しい
lika	イコール
tycker	シンク
använda	使用
fransk	フレンチ
fransk	フランス語
ungefär	について
ungefär	おおよそ
ungefär	おおよそ
tal	タル
tal	音声
tal	スピーチ
tal	番号
tal	数値
tal	ナンバー
tal	数字
tal	数値
iii	iii
sarajevo	サラエヴォ
sarajevo	サラエボ
människor	ヒト
människor	ピープル
world	世界
world	ワールド
august	アウグスト
head	head
head	ヘッド
head	頭部
nästan	ほとんど
nästan	ほぼ
nästan	ほぼ
egna	own
ursprungligen	当初
nytt	new
nytt	新しい
nytt	新規
sheng	シェン
etiopien	エチオピア
grottor	洞窟
christian	クリスチャン
christian	キリスト教
christian	キリスト教徒
klubben	クラブ
klubben	棍棒
yta	表面
yta	曲面
yta	面積
yta	領域
yta	エリア
vatten	ウォーター
vatten	ウォーターズ
spelare	プレイヤー
spelare	プレーヤー
spelare	選手
spelare	プレイヤー
igen	再び
igen	アゲイン
start	開始
start	始める
start	スタート
start	起動
oftast	通常
true	トゥルー
true	true
true	本当
richard	リチャード
richard	リヒャルト
reservoar	貯水池
berlin	ベルリン
byte	バイト
medlem	メンバ
medlem	会員
medlem	メンバー
ännu	yet
jan	ヤン
liten	小さな
liten	スモール
liten	小さい
liten	リトル
liten	小さい
liten	タイニー
liten	ちっちゃい
liten	ちび
liten	小さい
guatemala	グアテマラ
version	バージョン
information	情報
guyana	ガイアナ
stränder	ビーチ
love	ラヴ
love	ラブ
adt	adt
national	国民
national	ナショナル
sur	酸っぱい
sur	すっぱい
sur	サワー
sur	スール
typ	種類
typ	タイプ
arbete	作業
arbete	仕事
arbete	ワーク
bättre	ベター
problem	問題
problem	問題
problem	トラブル
problem	問題
grand	グランド
irland	アイルランド
säga	say
säga	セイ
alltså	ゆえに
edward	エドワード
bst	bst
varmt	熱い
varmt	ホット
varmt	暑い
varmt	あったかい
varmt	暖かい
varmt	温かい
laget	チーム
botten	ボトム
lilla	リトル
lilla	小さい
year	イヤー
bror	兄弟
bror	ブラザー
washington	ワシントン
hög	ハイ
hög	高い
vuxna	大人
vuxna	成人
vuxna	大人
internationella	インターナショナル
internationella	国際
daniel	ダニエル
mark	マーク
mark	マルク
marie	マリー
japan	日本
ville	ヴィル
dagar	日数
församlingen	会衆
församlingen	アセンブリ
församlingen	集会
församlingen	組み立て
direkt	ダイレクト
direkt	直接
records	レコード
stift	ピン
stift	pin
stift	教区
lund	ルンド
haft	had
mitten	真ん中
mitten	ミドル
mitten	センター
mitten	中央
mitten	中心
georg	ジョージ
georg	ゲオルク
alltid	常に
alltid	いつも
otto	オットー
united	ユナイテッド
aktiv	アクティブ
silver	シルバー
henrik	ヘンリク
henrik	ヘンリー
walker	ウォーカー
karriär	経歴
karriär	キャリア
karriär	キャリア
karriär	求人
president	大統領
president	プレジデント
president	社長
federationen	連邦
mitt	ミット
mitt	鉱山
kungliga	ロイヤル
alto	アルト
nils	ニルス
slut	終了
slut	エンド
league	リーグ
johannes	ヨハネス
johannes	ジョン
person	人物
anspråk	債権
anspråk	債権
anspråk	主張
anspråk	取得
komma	コンマ
komma	来る
komma	カミング
små	小さな
små	スモール
små	小さい
spela	遊ぶ
spela	プレイ
spela	遊び
bilder	画像
bilder	イメージ
bilder	スライド
nummer	番号
nummer	数値
nummer	ナンバー
nummer	数字
nummer	数値
länge	長い
länge	ロング
hand	ハンド
slaget	バトル
slaget	戦闘
slaget	戦い
spelet	ゲーム
väg	経路
väg	ルート
väg	道路
rum	部屋
rum	ルーム
rum	部屋
rum	ルーム
pierre	ピエール
djur	動物
djur	アニマル
djur	動物
central	中央
central	セントラル
färg	カラー
färg	カラー
färg	ペンキ
färg	ペイント
färg	塗料
strand	ビーチ
strand	砂浜
säsong	季節
säsong	シーズン
företaget	会社
punkt	段落
punkt	ドット
punkt	dot
punkt	ポイント
big	大きな
big	大きい
big	ビッグ
områden	リージョン
områden	地域
gifte	既婚
skriva	書き込み
skriva	書く
skriva	書き込む
skriva	タイピング
skriva	執筆
skriva	書き込み
skriva	筆記
international	インターナショナル
international	国際
avsnitt	セクション
avsnitt	セクション
avsnitt	エピソード
avsnitt	エピソード
bas	塩基
bas	base
bas	ベース
bas	バス
bas	ベース
sankt	ザンクト
sankt	セイント
sankt	聖人
serra	セッラ
eget	own
fotboll	サッカー
fotboll	フットボール
bok	書物
bok	ブック
white	白い
white	ホワイト
ord	ワード
ord	言葉
ord	単語
ord	word
ord	言葉
ord	単語
referens	リファレンス
referens	参照
referens	参考
tall	高い
tall	マツ
tall	パイン
fortsatte	続き
fortsatte	継続
delvis	一部
museum	美術館
museum	博物館
sju	seven
sju	セブン
unit	単位
unit	ユニット
verksamhet	演算
verksamhet	オペレーション
verksamhet	操作
verksamhet	アクティビティ
verksamhet	活動
verksamhet	アクティビティ
lever	レバー
lever	肝臓
position	位置
position	ポジション
position	役職
minst	最低限
minst	最低
minst	最小
adolf	アドルフ
adolf	アドルフ
albert	アルベルト
albert	アルバート
betyder	手段
utflöde	流出
belgien	ベルギー
böcker	書物
böcker	帳簿
böcker	書籍
texas	テキサス
victoria	ビクトリア
victoria	ヴィクトリア
officiella	公式
officiella	職員
bakom	後ろ
rev	rev
långa	長い
långa	ロング
heinrich	ハインリヒ
solid	固体
magnus	マグナス
slott	城郭
slott	キャッスル
slott	宮殿
familj	家族
huset	ハウス
regeringen	内閣
regeringen	キャビネット
regeringen	政府
trummor	ドラム
trummor	太鼓
spel	賭け事
spel	ギャンブル
spel	賭博
spel	ゲーム
spel	ゲーム
aten	アテネ
rad	直線
rad	ライン
rad	rad
länet	カウンティ
hus	ハウス
hus	家屋
långt	far
långt	遠く
långt	遠い
långt	長い
långt	ロング
förlorade	ロスト
tio	ティオ
tio	テン
tio	ten
par	カップル
par	ペア
par	カップル
par	ペア
enbart	のみ
stefan	スティーヴン
stefan	シュテファン
stefan	ステファン
fast	固定
fast	固定された
åtta	eight
åtta	エイト
arabiska	アラブ
santo	サント
bern	ベルン
bern	ベルヌ
tror	信じる
tror	believe
tror	信ずる
tror	シンク
peru	ペルー
djibouti	ジブチ
costa	コスタ
chef	店長
chef	支配人
chef	マネージャー
chef	マネージャ
chef	チーフ
chef	ボス
system	システム
system	システム
system	システムズ
stöd	扶助
stöd	援助
stöd	サポート
stöd	支持
stöd	援助
gridcolor	gridcolor
nilsson	ニルソン
låt	let
låt	レット
brukar	通常
innehåll	コンテンツ
innehåll	内容
innehåll	内容
mellersta	真ん中
mellersta	ミドル
mellersta	中央
mellersta	セントラル
låtar	ソング
varför	なぜ
varför	why
axel	アクセル
ackumulerade	蓄積
ackumulerade	累積
skolan	学校
skolan	スクール
kontinent	大陸
roman	ローマン
roman	ロマン
roman	ローマ
roman	小説
stadium	スタジアム
stadium	舞台
stadium	ステージ
gränsen	ボーダー
gränsen	国境
les	les
radio	ラジオ
företag	営業
företag	事業
företag	ビジネス
företag	会社
företag	会社
företag	ビジネス
företag	エンタープライズ
företag	企業
gunnar	グンナー
orten	シティ
orten	都市
nere	ダウン
örebro	エレブルー
rom	ローマ
rom	rom
rom	ラム
betydelse	意味
imagesize	imagesize
timeaxis	timeaxis
plotarea	plotarea
scalemajor	scalemajor
starkt	強い
starkt	濃い
insee	insee
dateformat	dateformat
textcolor	textcolor
alignbars	alignbars
josé	ホセ
köpenhamn	コペンハーゲン
skapa	作成
musiker	音楽家
musiker	ミュージシャン
musiker	ミュージシャン
sångare	シンガー
hem	自宅
hem	ホーム
hem	帰宅
ursprung	原点
ursprung	語源
ursprung	由来
ursprung	起源
ursprung	起源
polen	ポーランド
håller	賛成
håller	持株
bulgarien	ブルガリア
ordning	オーダー
ordning	注文
förslag	提案
förslag	プロポーズ
förslag	おすすめ
förslag	提案
förslag	提案
förslag	暗示
förlag	出版
förlag	パブリッシャー
förlag	出版社
förlag	出版
förlag	パブリッシング
parti	パーティ
parti	パーティー
parti	バッチ
parti	lot
parti	ロット
äldsta	長子
singel	シングル
singel	独身
behöver	ニーズ
behöver	ニーズ
alfred	アルフレッド
jar	jar
icke	non
vanligen	通常
strax	まもなく
genre	ジャンル
colorado	コロラド
procent	パーセンテージ
procent	パーセント
procent	割合
procent	パーセント
procent	割合
procent	パーセンテージ
procent	パーセント
territorium	縄張り
live	ライブ
live	生きる
ludwig	ルートヴィヒ
sul	スル
vägen	道路
gammal	古い
gammal	オールド
modern	モダン
centrum	下町
centrum	centrum
centrum	センター
centrum	中央
centrum	中心
centrum	中央
centrum	センター
centrum	中心
hemsida	ウェブサイト
hemsida	ホームページ
studier	勉強
studier	研究
filmer	映画
byn	村落
byn	ヴィレッジ
carolina	カロライナ
ben	ベン
snart	soon
snart	まもなく
snart	もうすぐ
montana	モンタナ
fylke	シャイア
roller	ローラー
roller	役割
skopje	スコピエ
uppdrag	ミッション
uppdrag	譲渡
uppdrag	代入
uppdrag	割り当て
uppdrag	ミッション
uppdrag	代入
uppdrag	割り当て
francis	フランシス
vita	白い
vita	ホワイト
vita	ヴィータ
kanal	運河
kanal	チャネル
kanal	チャンネル
kanal	海峡
ålder	age
ålder	年齢
emot	反対
club	クラブ
club	棍棒
flertal	倍数
flertal	複数
tidigt	アーリー
tidigt	早い
konstnär	画家
konstnär	芸術家
konstnär	アーティスト
stil	スタイル
troligen	おそらく
senaste	最近
senaste	最終
senaste	ラスト
senaste	最後
senaste	最新
ändå	スティル
ändå	それでも
ändå	まだ
ändå	yet
kastilien	カスティーリャ
brazzaville	ブラザヴィル
die	die
die	死ぬ
tidningen	新聞紙
tidningen	新聞
tidningen	マガジン
tidningen	雑誌
juan	フアン
gräs	ポット
gräs	grass
gräs	雑草
port	港湾
port	ポート
mine	鉱山
beirut	ベイルート
ledare	リーダー
ledare	社説
mst	mst
material	素材
material	材料
material	マテリアル
material	材料
material	素材
don	ドン
norska	ノルウェー
folk	フォーク
folk	ピープル
nästa	next
skogar	ウッズ
skogar	森林
monte	モンテ
cup	カップ
cup	コップ
cup	cup
skottland	スコットランド
norte	ノルテ
norsk	ノルウェー
längd	期間
längd	身長
brown	褐色
brown	茶色
brown	ブラウン
kungen	king
kungen	国王
kungen	キング
skillnad	差異
skillnad	違い
skillnad	差分
petit	プチ
skåne	スコーネ
karta	地図
karta	マップ
insekter	昆虫
insekter	バグ
insekter	不具合
möjligt	可能性
snabbt	クイック
snabbt	速い
snabbt	高速
armén	アーミー
armén	軍隊
armén	陸軍
program	演目
program	プログラム
program	プログラム
program	プログラム
programmet	プログラム
programmet	プログラム
venezuela	ベネズエラ
visade	注目
gud	ゴッド
sommaren	summer
sommaren	サマー
svårt	一生懸命
svårt	ハード
svårt	難しい
svårt	難しい
mera	メラ
mera	もっと
larsson	ラーション
star	スター
star	恒星
star	star
alaska	アラスカ
mor	おかあさん
mor	母親
heller	ヘラー
green	グリーン
green	緑色
klippa	cut
klippa	カット
klippa	切り取り
klippa	クリフ
klippa	せん断
klippa	ロック
röda	レッズ
röda	赤い
röda	赤色
röda	レッド
king	king
king	国王
king	キング
one	一つ
one	one
one	一人
one	ワン
williams	ウィリアムズ
beach	ビーチ
beach	砂浜
aktiva	アクティブ
max	マックス
max	max
list	リスト
list	ずるい
list	カンニング
hösten	落ちる
hösten	落下
lärare	教員
lärare	教師
lärare	先生
lärare	教員
lärare	教師
samhället	社会
oregon	オレゴン
goals	ゴール
goals	目標
https	https
brons	青銅
brons	ブロンズ
mary	メアリ
mary	メアリー
skrivit	筆記
lagen	法律
lagen	法学
svart	黒い
svart	ブラック
bot	bot
bot	ボット
vapen	武器
vapen	凶器
vapen	アームス
vapen	武器
vapen	兵器
mdt	mdt
städer	タウンズ
städer	都市
ford	フォード
val	選考
val	セレクション
val	選択
val	val
val	ヴァル
val	選挙
val	選択
val	チョイス
val	選任
val	選挙
val	クジラ
simon	シモン
simon	サイモン
cruz	クルス
inre	内部
inre	内装
inre	内面
inre	インテリア
inre	内部
inre	内側
inre	インナー
inre	内面
harry	ハリー
sten	ストーン
sten	ロック
mängd	金額
mängd	数量
nederländerna	オランダ
nhl	nhl
månader	ヶ月
månader	months
moderna	モダン
tom	空っぽ
hålla	ホールド
platsen	所在地
platsen	ロケーション
platsen	場所
skriver	執筆
skriver	書き込み
skriver	筆記
finalen	フィナーレ
finalen	ファイナル
ursprungliga	オリジナル
vanligt	共通
rudolf	ルドルフ
vanliga	普通
vanliga	共通
kronor	sek
viktig	重要
florida	フロリダ
dig	あなた
match	ゲーム
match	マッチ
match	一致
sierra	シエラ
föreningen	社団
föreningen	協会
föreningen	アソシエーション
parc	parc
kompositör	作曲家
arthur	アーサー
oscar	オスカー
