les	the
pense	think
vingt	twenty
vingt	vingt
arrivée	arrival
conditions	conditions
élection	election
protection	protection
scénariste	writer
scénariste	screenwriter
bibliothèque	library
commerce	commerce
commerce	trade
influence	influence
énergie	energy
publique	public
petits	petits
petits	small
parties	parts
parties	parties
fiction	fiction
intérêt	interest
structure	structure
laurent	laurence
laurent	david
laurent	laurent
laurent	lawrence
kilomètres	kilometres
kilomètres	miles
kilomètres	kilometers
jeunesse	youth
régions	regions
majorité	majority
passer	passing
passer	pass
enseignement	teaching
enseignement	education
seigneur	lord
veut	wants
exposition	exhibit
exposition	exhibition
exposition	exposure
poids	weights
poids	weight
santé	cheers
santé	health
heure	hour
heure	time
feu	fire
italienne	italian
atteint	reached
atteint	achieved
profession	profession
profession	occupation
trouver	finding
trouver	find
voyage	travel
voyage	journey
voyage	trip
supérieur	superior
supérieur	higher
logo	logo
gestion	management
permettant	enabling
derniers	last
derniers	latest
localité	location
localité	locality
arrière	back
arrière	rear
régime	diet
régime	regime
black	black
henry	henry
autriche	austria
résultat	result
couleurs	color
couleurs	colour
couleurs	colours
couleurs	colors
comment	how
nations	nations
central	central
signe	sign
apparaît	appears
orchestre	band
orchestre	orchestra
concours	contest
concours	competitions
concours	competition
concours	contests
moderne	modern
moderne	modem
longue	long
termine	finish
liées	tied
wikipedia	wikipedia
phase	phase
problèmes	problems
problèmes	issues
journaliste	journalist
journaliste	reporter
record	record
célèbre	famous
doivent	must
musical	musical
mariage	marriage
mariage	wedding
devenir	become
devenir	becoming
svg	svg
powiat	powiat
architecte	architect
architecte	architects
message	message
mêmes	same
artistes	artist
artistes	artists
constitution	constitution
nos	our
roger	roger
presque	almost
presque	nearly
certain	certain
affaire	case
propose	proposes
esprit	esprit
esprit	mind
esprit	spirit
suivi	follow
suivi	tracking
suivi	monitoring
moteur	engine
moteur	motor
relations	relationships
relations	relations
ouverture	opening
ouverture	openness
ouverture	open
désormais	now
alain	michael
alain	alain
alain	alan
alain	david
élève	pupil
séries	series
vienne	vienna
galerie	gallery
découvert	discovered
découvert	uncovered
découvert	overdraft
parlement	parliament
zip	zip
étudiant	student
maria	maria
techniques	technical
techniques	techniques
théorie	theory
doute	doubt
doute	doubts
suppression	suppression
suppression	deletion
suppression	removal
suppression	deleting
mémoire	memory
ait	ait
ami	ami
ami	friend
super	great
super	super
super	awesome
françaises	french
françaises	françaises
arrive	arrives
images	images
images	pictures
éducation	education
magazine	magazine
don	donation
don	donate
don	don
pourquoi	why
aller	going
officier	officer
note	note
hauteur	height
morts	dead
morts	deaths
camp	camp
considéré	considered
secteur	sector
probablement	probably
probablement	likely
social	social
représentant	representing
représentant	representative
saisons	seasons
saisons	season
temple	temple
forêt	forests
forêt	forest
forêt	forêt
importance	importance
importance	significance
maintenant	now
forte	forte
forte	strong
conflit	conflicts
conflit	conflict
conflit	dispute
commandant	major
commandant	commander
meurt	dies
ben	ben
docteur	doctor
christian	christian
gouverneur	governor
artistique	art
artistique	artistic
loin	far
loin	away
collège	collège
collège	college
utilise	use
utilise	uses
bassin	pelvis
bassin	basin
victoires	wins
victoires	victories
rend	rend
rend	makes
bureau	office
bureau	desktop
contrat	contract
féminin	feminine
féminin	female
féminin	women
romain	romain
romain	roman
professionnel	professional
marseille	marseille
marseille	marseilles
arbitre	arbitrator
arbitre	referee
arbitre	ref
arbitre	umpire
justice	justice
directement	direct
directement	directly
appel	appeal
appel	call
semaine	week
pied	foot
you	you
chanteur	singer
neuf	nine
européen	european
photographie	photograph
photographie	photography
principe	principle
latin	latin
victor	victor
connue	known
bord	edge
bord	bord
distribution	distribution
environnement	environment
canadien	canadian
utilisée	used
entreprises	business
entreprises	companies
entreprises	enterprises
entreprises	businesses
lumière	light
lumière	lights
supérieure	superior
frères	brothers
automobile	automobile
automobile	automotive
train	train
soviétique	soviet
lieutenant	lieutenant
textes	text
textes	texts
royale	royale
royale	royal
moitié	half
pilote	driver
pilote	pilote
pilote	pilot
josé	jose
josé	josé
studio	studio
réponse	answer
réponse	reply
réponse	response
reine	queen
patrick	patrick
chacun	each
physique	physics
physique	physical
auteurs	writers
auteurs	authors
chansons	songs
compris	included
compris	understood
étienne	stephen
étienne	étienne
étienne	etienne
représente	represents
via	via
via	through
californie	california
volume	volume
militaires	military
pape	pape
pape	pope
quoi	what
questions	questions
parle	speaks
parle	talk
parle	speak
courant	current
lire	read
lire	reading
ouvrages	books
industrie	industry
lettre	letter
terres	lands
terres	land
denis	dennis
denis	denis
brésil	brazil
man	man
opération	operation
opération	transaction
piste	track
piste	runway
piste	trail
paix	peace
vieux	oldie
vieux	old
vieux	vieux
propriétaire	owner
faible	weak
faible	low
pyrénées	pyrenees
algérie	algeria
algérie	algérie
journée	day
chargé	laden
chargé	loaded
chargé	charged
cathédrale	cathedral
participation	attendance
participation	turnout
participation	participation
puissance	power
zones	zones
zones	areas
final	final
simon	simon
endémique	endemic
formule	formula
sœur	sis
sœur	sister
rendre	render
opéra	opera
puisque	since
reçu	received
reçu	receipt
reçu	roger
joué	played
derrière	behind
locale	local
piano	piano
gros	big
gros	fat
gros	wholesale
montagne	mountain
montagne	mountains
diverses	miscellaneous
diverses	various
diverses	diverse
découverte	discover
découverte	discovery
front	front
front	forehead
front	brow
circonscription	division
circonscription	constituency
poète	poet
marcel	marcel
champ	field
champ	champ
val	val
religieux	religion
religieux	religious
archives	archives
archives	archive
vote	vote
vote	votes
vote	voting
projets	projects
formes	forms
formes	shapes
lycée	lycée
proximité	proximity
proximité	closeness
proximité	vicinity
proximité	nearby
intitulé	titled
appelée	called
romaine	romaine
romaine	roman
alt	alt
obtenir	getting
obtenir	obtain
obtenir	get
blanche	blanche
blanche	white
angeles	angeles
belle	beautiful
belle	belle
belle	lovely
motif	motive
motif	pattern
motif	motif
continue	continues
continue	continuous
continue	continuing
continue	continue
chant	song
chant	chant
chant	vocal
chant	vocals
chant	singing
mondial	worldwide
mondial	world
mondial	mondial
mondial	global
colonel	colonel
longtemps	long
congrès	congress
congrès	congresses
chinois	chinese
frédéric	friedrich
frédéric	frédéric
frédéric	frederick
frédéric	frederic
soleil	sun
soleil	sunshine
utilisateur	user
allemands	german
allemands	germans
moscou	moscow
sportif	sport
amis	friends
amis	friend
lnh	nhl
toulouse	toulouse
peinture	paint
peinture	painting
légion	legion
inclinaison	tilt
inclinaison	inclination
figure	figure
mexique	mexique
mexique	mexico
limite	limits
limite	limit
dernières	last
dernières	latest
cinquième	fifth
gens	people
guitare	guitar
liberté	freedom
liberté	liberté
liberté	liberty
html	html
contenu	content
contenu	contents
star	star
fête	festival
fête	feast
fête	party
rhône	rhone
rhône	rhône
photo	photo
photo	picture
canal	canal
canal	channel
vincent	vincent
jouer	play
jouer	playing
jules	jules
jules	julius
précédente	previous
polonais	polish
polonais	poles
polonais	pole
analyse	analysis
noire	noire
noire	black
recherches	searches
recherches	search
recherches	research
côtés	sides
offre	offers
offre	offer
sauf	except
frontière	border
frontière	frontier
max	max
américains	american
américains	americans
existence	existence
indépendance	independence
eaux	water
eaux	waters
bâtiments	buildings
love	love
uniquement	only
entière	integer
résistance	strength
résistance	resistance
dessous	dessous
dessous	below
smith	smith
caractère	character
contient	contains
bleu	blue
bleu	bleu
asie	asia
jack	jack
classé	rated
classé	classified
classé	ranked
classé	filed
excentricité	eccentricity
www	www
guy	guy
signifie	means
tome	tome
objets	objects
sommet	summit
border	border
faits	facts
construite	built
construite	constructed
licence	licence
licence	license
juifs	jewish
juifs	jews
médecin	physician
médecin	doctor
écrire	write
écrire	writing
lance	lance
lance	spear
fonds	fund
fonds	funds
ehess	ehess
besoin	needed
besoin	need
fondateur	founder
avance	advance
grec	greek
bordeaux	bordeaux
règles	rules
soldats	soldiers
mark	mark
chicago	chicago
provence	provence
publie	publishes
publie	publish
religion	religion
successeur	successor
cimetière	cemetery
cimetière	graveyard
composée	composed
somme	somme
somme	sum
formé	formed
formé	trained
éviter	avoiding
éviter	avoid
éviter	avoidance
réserve	reservation
réserve	reserves
réserve	reserve
défaite	defeated
défaite	defeat
sports	sports
ceci	this
maritime	maritime
épreuve	ordeal
épreuve	test
voies	lanes
cardinal	cardinal
exploitation	exploitation
sert	serves
encyclopédie	encyclopédie
encyclopédie	encyclopedia
encyclopédie	encyclopaedia
résumé	abstract
résumé	summary
lorraine	lorraine
lutte	wrestling
lutte	fight
lutte	struggle
parents	parents
parents	parent
tournée	tour
tournée	touring
rose	pink
rose	rose
disque	disk
disque	disc
recensement	census
philosophie	philosophy
hôpital	hospital
hôpital	hospitals
propriété	property
propriété	ownership
cycliste	cyclist
collaboration	collaboration
ouvert	open
ouvert	unlocked
parler	talking
parler	talk
parler	speak
expression	expression
astéroïdes	asteroid
astéroïdes	asteroids
nécessaire	needed
nécessaire	required
nécessaire	necessary
règne	reigns
règne	reign
suède	sweden
difficile	hard
difficile	difficult
inconnu	unknown
tom	tom
champions	champions
modèles	models
modèles	templates
meilleurs	better
meilleurs	best
animaux	pets
animaux	animals
cheval	horses
cheval	horse
cheval	cheval
soutien	support
navires	ships
navires	vessels
débuts	debut
débuts	beginnings
milan	milan
milan	milano
rive	rive
rive	shore
animation	animation
raymond	raymond
méthode	methodology
méthode	method
communication	communication
petites	small
commun	common
jardin	garden
min	min
avion	aircraft
avion	plane
avion	aeroplane
avion	airplane
paroisse	parish
internes	interns
internes	internal
mots	words
portugal	portugal
vert	green
vert	vert
strasbourg	strasbourg
personnel	personal
personnel	personnel
personnel	staff
local	local
frank	frank
olivier	oliver
olivier	olivier
catherine	catherine
historien	historian
inde	india
relation	relation
relation	relationship
crée	creates
crée	create
crée	created
suivantes	following
navire	vessel
navire	ship
