табори	kampen
носити	dragen
носити	slijtage
розширити	uitbreiden
підземні	ondergronds
підземні	ondergrondse
підземні	underground
індустрії	industrieën
індустрії	bedrijfstakken
поїздки	trips
передні	front
передні	voorkant
передні	voorzijde
маяк	vuurtoren
магістр	magistraat
магістр	magister
магістр	master
магістр	meester
донбас	donbass
донбас	donbas
вбив	gedood
вбив	vermoord
демонстрації	demos
демонстрації	manifestaties
демонстрації	demonstraties
демонстрації	betogingen
демонстрації	showcase
прикладу	voorbeeld
приватний	prive
приватний	privé
приватний	particulier
заборони	verbiedt
заборони	drooglegging
заборони	verbod
бактерії	bacterie
бактерії	bacteriën
шаром	laag
хроніка	kroniek
хроніка	chronicle
яно	jana
кевін	kevin
віллі	willy
віллі	willy
віллі	willie
віллі	villy
угод	akkoorden
угод	overeenkomsten
високе	high
високе	hoog
високе	hoge
наполеон	napoleon
космічні	kosmische
космічні	kosmisch
торф	turf
торф	veen
марта	marta
марта	martha
розвідка	inlichtingen
розвідка	inlichtingendienst
розвідка	intelligentie
розвідка	verkenning
волокна	vezel
волокна	vezels
волокна	vezels
обрана	voorbestemd
обрана	uiteenlopende
мез	maas
перегляд	bladeren
перегляд	preview
перегляд	voorbeeld
перегляд	weergave
перегляд	uitzicht
перегляд	bekijk
перегляд	bekijken
ведучий	presentator
ведучий	presentatrice
ведучий	leiden
ведучий	lood
ведучий	loden
ведучий	lead
прип	pripjat
процедура	procedure
гамма	gamma
воїни	warriors
воїни	strijders
воїни	krijgers
небагато	weinigen
небагато	paar
небагато	weinig
важка	moeilijk
важка	hard
важка	harde
щиро	hoogachtend
щиро	oprecht
щиро	oprechte
щиро	oprecht
дипломатичних	diplomatiek
дипломатичних	diplomatieke
композицію	track
композицію	spoor
норма	norma
норма	norm
продажі	verkopen
продажі	verkoop
ввести	invoeren
ввести	enter
бур	bourg
бур	boer
бур	boren
бур	boor
бур	oefening
бур	drill
визначив	herkende
визначив	erkende
визначив	herkend
визначив	erkend
листування	mailing
складові	ingrediënten
салон	salon
салон	kapsalon
дівчинка	meis
дівчинка	meisje
дівчинка	meid
дівчинка	girl
поступився	uitlenen
спадок	nalatenschap
спадок	erfenis
голландії	holland
піски	sands
виготовлено	vervaardigde
виготовлено	gefabriceerd
виготовлено	geproduceerd
виготовлено	vervaardigd
виготовлено	producent
виготовлено	producer
боєприпасів	ammunitie
боєприпасів	munitie
ферма	kwekerij
ферма	boerderij
ферма	boerderijen
ферма	fermat
оперативного	operationele
оперативного	operationeel
посиланням	link
посиланням	koppeling
таємно	stiekem
таємно	geheim
таємно	secret
незалежна	zelfstandig
незалежна	onafhankelijke
незалежна	onafhankelijk
впав	fell
впав	viel
садів	tuinen
гектарів	hectare
гектарів	hectaren
пауль	paulus
пауль	paul
шведська	zweedse
шведська	zweeds
онук	kleinzoon
кроком	step
кроком	stap
кроком	stapje
імператорів	keizers
точність	nauwkeurigheid
точність	precisie
точність	fractie
точність	nauwkeurigheid
точність	juistheid
прихильником	aanhanger
прихильником	supporter
зникає	verdwijnt
вірмени	armeniërs
бангладеш	bangladesh
ворожих	vijandelijk
ворожих	vijandige
ворожих	vijandig
сприяти	faciliteren
сприяти	vergemakkelijken
експерименти	experimenten
експерименти	proefnemingen
експерименти	proeven
мікеланджело	michelangelo
поглинання	acquisitie
поглинання	overnames
поглинання	overname
покажчик	index
покажчик	indexcijfer
покажчик	indexeren
спробувати	probeer
спробувати	proberen
міграції	migratie
міграції	migraties
продажів	verkopen
продажів	verkoop
індійський	indisch
індійський	indiaas
індійський	indiaan
індійський	indiase
індійський	indische
еміль	emile
еміль	émile
еміль	emil
еміль	émile
каменів	steentjes
каменів	stones
каменів	stenen
вузли	gelijken
вузли	gastheren
вузли	knooppunten
вузли	knopen
вогези	vogezen
літер	letteren
літер	letters
літер	brieven
організована	georganiseerd
організована	georganiseerde
обкладинка	cover
обкладинка	dekking
обкладинка	omslag
обкладинка	dekken
збирати	verzamelen
збирати	verzamelen
збирати	verzamel
бурі	stormen
трасі	tracy
сірі	gray
сірі	grijze
сірі	grijs
сірі	siri
різниці	verschil
розпочати	start
розпочати	begin
розпочати	starten
розпочати	beginnen
розпочати	initiëren
газетах	kranten
газетах	dagbladen
випадає	bevruchten
страх	angst
страх	vrees
страх	fear
детектив	detective
детектив	rechercheur
географічний	geografisch
звільнити	vegen
звільнити	veeg
словники	woordenlijsten
словники	woordenboeken
гине	dies
гине	sterft
володарі	claim
володарі	claimen
володарі	opeisen
вбили	gedood
вбили	vermoord
такао	takao
службовців	medewerkers
службовців	werknemers
перерви	break
перерви	pauze
перерви	breken
орла	eagle
орла	arend
орла	adelaar
класична	klassiek
класична	klassieke
класична	klassiek
класична	klassieker
класична	klassieke
класична	classic
помирає	dies
помирає	sterft
гордон	gordon
кроки	treden
кроки	stappen
кроки	stapjes
поради	adviezen
поради	advies
поради	tips
поради	fooi
арджеш	argeș
живі	living
живі	levende
лиман	liman
лиман	estuarium
винищувач	blaster
винищувач	strijder
винищувач	vechter
винищувач	fighter
косово	kosovo
дуглас	douglass
дуглас	douglas
девіс	davis
девіс	davies
тертя	wrijving
посуд	afwas
накопичення	ophoping
накопичення	opeenhoping
накопичення	accumulatie
накопичення	cumulatie
папуа	papoea
сірки	zwavel
осінь	herfst
осінь	najaar
осінь	herfst
осінь	fall
осінь	vallen
юзеф	józef
рекомендується	aanrader
рекомендується	aanbevolen
рекомендується	aangeraden
пфальц	palts
стандартний	standaard
стандартний	norm
душа	ziel
душа	soul
гризунів	knaagdier
гризунів	knaagdieren
прим	prim
паоло	paolo
ефір	omroeporganisatie
савченко	savchenko
гвинтівки	geweren
гвинтівки	geweer
закрито	gesloten
закрито	afgesloten
алгоритми	algoritmen
алгоритми	algoritmes
кіпр	cyprus
виклик	uitdagen
виклик	challenge
виклик	uitdaging
виклик	oproep
виклик	bellen
виклик	bel
виклик	defiance
пакистану	pakistan
австралійський	australiër
австралійський	australisch
австралійський	australische
реформування	hervorming
реформування	hervormen
вклад	bijdrage
покриттям	kuilen
мозок	hersenen
мозок	brain
мозок	hersens
мозок	brein
гніздо	slot
гніздо	gleuf
гніздо	nest
гніздо	nestje
безкоштовно	free
безкоштовно	vrij
безкоштовно	gratis
тепло	warm
тепло	warme
тепло	warmte
прояви	racistisch
прояви	racist
прояви	racistische
осло	oslo
принесли	gebracht
принесли	meegebracht
принесли	bracht
спини	sandy
ботанік	botanicus
ріст	groei
дізнатися	leren
дізнатися	leer
передмісті	buitenwijk
передмісті	voorsteden
передмісті	buitenwijken
відійшли	brak
відійшли	blut
відійшли	gebroken
кристали	kristallen
мартіна	martina
інтерпретації	interpretaties
комунікацій	communicatie
комунікацій	mededelingen
мадонна	madonna
спільну	gedeeld
спільну	gedeelde
небезпеку	gevaren
саксонія	saksen
пожежа	brand
пожежа	vuren
пожежа	vuur
підвіска	vering
підвіска	suspensie
підвіска	schorsing
підвіска	opschorting
дехто	enkele
дехто	sommigen
дехто	sommige
сумніви	twijfels
сумніви	twijfelen
сумніви	twijfel
всеволод	vsevolod
гребля	dam
гребля	stuwdam
оснащений	dubbele
оснащений	duale
оснащений	dual
чоловічі	mannelijk
чоловічі	male
чоловічі	mannetje
чоловічі	mannelijke
купив	kocht
купив	gekocht
політикою	beleid
бухарест	boekarest
вибрати	kies
вибрати	kiezen
вибрати	kies
вибрати	selecteren
вибрати	selecteer
унікальні	unique
унікальні	unieke
унікальні	uniek
чиновників	ambtenaren
чиновників	functionarissen
оцінити	evalueren
оцінити	tarief
небезпеки	gevaar
небезпеки	gevaren
архіви	archief
архіви	archieven
статевий	genitale
статевий	seksuele
статевий	seksueel
відійшов	weg
відійшов	stapte
відійшов	gestapt
відійшов	herstelde
відійшов	teruggevonden
відійшов	teruggewonnen
відійшов	hersteld
ісус	jezus
ісус	jesus
теоретично	theoretisch
вчителі	onderwijzers
вчителі	leraren
вчителі	docenten
вчителі	leerkrachten
вчителі	leraars
заявила	verklaarde
заявила	gedeclareerd
заявила	verklaard
заявила	opgegeven
заявила	aangegeven
однакові	identieke
однакові	identiek
однакові	hetzelfde
однакові	zelfde
однакові	same
секс	seks
секс	geslacht
секс	sex
чутки	geruchten
чутки	geruchten
чутки	gerucht
чутки	geruchten
визнала	erkende
визнала	erkend
несуть	dragend
крістофер	christopher
крістофер	christoffel
методика	techniek
пейзаж	landschap
джаз	jazz
уельсу	wales
сантиметрів	centimeters
сантиметрів	centimeters
едді	eddie
едді	eddy
едді	eddy
бомби	bommen
віки	leeftijden
багата	uptown
німеччину	duitsland
фасаді	controversieel
фасаді	controversiële
фасаді	omstreden
менеджмент	beheer
менеджмент	management
говард	howard
течія	huidig
течія	huidige
течія	actueel
течія	flux
робітники	werkers
робітники	werkenden
робітники	arbeiders
робітники	werknemers
розмови	gesprekken
розмови	conversaties
розмови	conversatie
розмови	gesprek
відмовляється	weigert
відмовляється	dalingen
бойовиків	militanten
біженців	vluchteling
біженців	vluchtelingen
біженців	vluchteling
біженців	vluchtelingen
корона	kroon
пори	porie
змій	slangen
комуністична	communistische
комуністична	communist
комуністична	communistisch
тропічні	tropisch
тропічні	tropische
етимологія	etymologie
преса	pers
преса	druk
ціль	doelstelling
ціль	objectief
ціль	doel
ціль	doelwit
добровільно	gewillig
добровільно	vrijwillig
добровільно	opzettelijk
добровільно	bewust
добровільно	expres
добровільно	doelbewust
добровільно	vrijwillige
добровільно	vrijwillig
підтримується	gesteund
підтримується	ondersteunde
підтримується	ondersteund
підтримується	gesteunde
пізно	late
пізно	laat
вдвічі	tweemaal
вдвічі	verdubbeld
вдвічі	verdubbelde
переселенців	ontheemde
переселенців	verdrongen
блакитний	blue
блакитний	blauw
блакитний	blauwe
блакитний	cyaan
тель	tel
коди	codes
коди	gedragscodes
пенсії	pensionering
пенсії	pensioenen
пенсії	pensioen
бойове	bestrijden
бойове	combat
гурток	kring
гурток	cirkel
моменти	moments
моменти	momenten
моменти	ogenblikken
вилча	vâlcea
затемнення	donkerder
затемнення	darken
затемнення	verduistering
затемнення	zonsverduistering
затемнення	eclips
трудова	arbeid
трудова	labour
тріо	trio
гагаріна	gagarin
сорока	pica
читача	volger
читача	volgeling
читача	volgers
трави	gras
трави	grass
діагностики	diagnose
діагностики	diagnostiek
діагностики	diagnoses
еволюція	evolution
еволюція	ontwikkeling
еволюція	evolutie
інтелектуальної	intellectuele
інтелектуальної	intellectueel
груповий	groep
груповий	fractie
церковної	kerkelijke
амстердам	amsterdam
порушує	schendt
перебіг	beïnvloeden
перебіг	invloed
перебіг	beïnvloeding
вимагав	eisten
вимагав	geëist
вимагав	eiste
вимагав	geëiste
жуків	beestjes
жуків	insecten
жуків	bugs
рів	reeve
клієнт	klant
клієнт	afnemer
клієнт	client
клієнт	klant
клієнт	opdrachtgever
клієнт	cliënt
сервіс	dienst
сервіс	service
придбати	aanschaf
придбати	aankoop
придбати	inkoop
придбати	kopen
придбати	koop
гвардійська	wachters
гвардійська	bewakers
мінську	minsk
тварина	dier
різдво	kerstmis
різдво	kerst
різдво	christmas
різдво	kerstfeest
молитви	gebed
молитви	gebeden
проста	eenvoudige
проста	simpel
проста	eenvoudig
собаки	honden
фантастичний	fantastische
фантастичний	fantastisch
виробника	verkoper
виробника	leverancier
студію	atelier
студію	studio
царі	magi
реставрація	restauratie
реставрація	restaureren
реставрація	herstel
проникнення	penetratie
проникнення	infiltratie
презентація	presentatie
французів	cajun
диких	wild
диких	wilde
маркса	marx
отриманий	ontvangen
отриманий	resulterend
отриманий	resulterende
ново	novo
бад	bud
обстрілу	beschietingen
чоловічого	mannelijk
перевірка	controleren
перевірка	verifiëren
перевірка	valideren
перевірка	keuring
перевірка	verificatie
перевірка	test
перевірка	testen
перевірка	validatie
перевірка	valideren
заяви	verklaringen
схем	regelingen
сидіння	zetels
сидіння	stoelen
сидіння	zitplaatsen
гості	gasten
представив	introduceerde
представив	ingevoerd
представив	geïntroduceerd
розбіжності	diff
розбіжності	verschil
розбіжності	meningsverschillen
турецька	turkse
турецька	turks
міфів	mythen
міфів	mythes
барон	baron
операціях	manoeuvres
відправляється	vertrekt
відправляється	vertrekken
відправляється	weggaan
бруно	bruno
визнає	herken
визнає	erkennen
визнає	herkennen
напруга	spanning
напруга	spanningen
залишитися	blijven
залишитися	blijf
міссурі	missouri
піраміди	piramides
піраміди	piramiden
додавати	toevoegen
додавати	voeg
вектор	vector
братство	studentenvereniging
братство	broederschap
братство	broederschap
братство	brotherhood
ланцюг	ketting
ланцюг	keten
довів	bewezen
довів	bewees
паспорт	paspoort
позитивно	positief
позитивно	positieve
підродина	onderfamilie
внутрішнє	intern
внутрішнє	inwendig
внутрішнє	binnenste
внутрішнє	innerlijke
внутрішнє	innerlijk
кафедральний	skara
практична	praktische
практична	praktisch
кетрін	kathryn
кетрін	katharine
кетрін	katherine
кетрін	catharina
сау	sau
панель	paneel
панель	panel
вихідні	weekends
вихідні	weekenden
вихідні	weekeinde
вихідні	weekend
вихідні	weekendje
вихідні	uitgaand
вихідні	uitgaande
массачусетс	massachusetts
лавка	bench
лавка	bankje
стрічці	feed
стрічці	voeder
стрічці	voeden
настає	breekt
настає	pauzes
оцінкою	waardering
оцінкою	rating
оцінкою	beoordeling
зазначає	opgesomd
венесуели	venezuela
шанс	chance
шанс	kans
арнольд	arnold
підпілля	ondergronds
підпілля	ondergrondse
підпілля	underground
навчальному	eenvoudigste
навчальному	makkelijkste
навчальному	gemakkelijkste
евакуації	evacuatie
евакуації	evacueren
виправлення	correcties
виправлення	corrigeren
гар	gard
збільшує	verhoogt
збільшує	verhogingen
гаїті	haïti
заборона	verboden
заборона	drooglegging
заборона	verbod
пакистан	pakistan
легіон	legioen
полотна	canvas
полотна	doek
позначають	aangeven
механік	automonteur
механік	monteur
хронологія	chronologie
хронологія	tijdslijn
хронологія	tijdlijn
вступили	visje
галицька	galicische
галицька	galicië
вебер	weber
ніде	nergens
стилів	styles
стилів	stijlen
консультант	adviseur
консультант	consulent
консультант	consultant
консультант	raadpleging
консультант	raadplegen
жер	gers
багатих	herenhuizen
багатих	rijke
здатністю	broze
здатністю	broos
фінанси	financieel
фінанси	financien
фінанси	financiën
фінанси	financieren
фінанси	financiën
сталь	staal
сталь	stalen
шахи	schaken
шахи	schaakspel
шахи	schaak
темні	duister
темні	donker
темні	donkere
темні	donkerder
інженери	technici
інженери	ingenieurs
інженери	technici
вюртемберг	württemberg
вивести	uitvoer
вивести	output
стандартна	standaard
стандартна	norm
ізраїлі	israël
ізраїлі	israel
куба	cuba
соціологія	sociologie
ясси	iași
читає	leest
флоренція	florence
шкіра	lederen
шкіра	leer
шкіра	leder
шкіра	huid
шкіра	skin
життєпис	tijdslijn
життєпис	tijdlijn
записано	schriftelijke
записано	geschreven
записано	geregistreerd
записано	opgenomen
записано	genoteerd
визначений	gedefinieerd
визначений	omschreven
визначений	gedefinieerde
поклоніння	aanbidding
поклоніння	verering
поклоніння	aanbidden
комети	kometen
щоденник	tijdschrift
щоденник	journal
щоденник	dagboek
щоденник	dagboek
документальні	documentaires
делі	delhi
договорів	deals
сочі	sotsji
джорджія	giorgia
римляни	romeinen
промислова	industrieel
промислова	industriële
вимогою	vereiste
вимогою	eis
вимогою	voorschrift
схожість	gelijkenis
сейм	sejm
міллер	miller
спільна	joint
спільна	gezamenlijke
спільна	gewricht
бідності	armoede
центрами	centra
правова	legaal
правова	wettelijk
правова	wettig
правова	juridische
правова	juridisch
феномен	fenomeen
феномен	verschijnsel
турецький	ottomaanse
турецький	turkse
турецький	turks
союзники	bondgenoten
союзники	geallieerden
довше	langere
довше	langer
моріс	maurice
сіра	spinner
сіра	grijze
сіра	grijs
сіра	grey
симптоми	symptomen
індіанці	indianen
індіанці	indiërs
присвоєння	opdracht
необхідне	vereiste
необхідне	vereist
галактик	sterrenstelsels
власна	self
власна	zelf
любителів	waardering
любителів	appreciatie
вінніпег	winnipeg
попов	popov
вікон	windows
вікон	vensters
вікон	ruiten
вікон	ramen
хребетних	zoölogie
рівно	stabiel
рівно	gestaag
старша	oudere
старша	elder
старша	oudere
старша	ouder
стани	staten
розряд	singles
розряд	vrijgezellen
розряд	lozing
розряд	ontladen
розряд	lozen
казав	zei
казав	gezegd
казав	said
казав	verteld
казав	vertelde
штурм	sturm
штурм	bestormen
замінили	vervangen
роберто	roberto
шари	lagen
кадри	frames
кадри	kaders
цех	gilde
максимальний	maximale
максимальний	maximaal
максимальний	maximum
нижніх	onderliggende
площ	detailhandel
площ	kleinhandel
нахил	kantelen
трупи	lijken
легкі	rustig
легкі	eenvoudig
легкі	makkelijk
легкі	easy
легкі	gemakkelijk
діалект	dialect
афганістан	afghanistan
хіп	hip
хіп	heup
хіп	hippe
хіп	hiep
блог	blog
блог	weblog
блог	bloggen
термінології	terminologie
проголосували	gestemd
проголосували	stemde
роджер	roger
інструкції	tutorials
інструкції	instructies
інструкції	instructie
атлетика	atletiek
фантастика	fantastische
фантастика	fantastisch
фантастика	fictief
фантастика	fictieve
фантастика	fictie
сорти	variëteit
сорти	variatie
зникла	gone
виконавці	hulpbronnen
виконавці	middelen
виконавці	informatiebronnen
виконавці	bronnen
виконавці	kunstenaars
виконавці	artiesten
бульвар	rosewood
бульвар	boulevard
євангеліє	gospel
євангеліє	evangelie
борець	worstelaar
самиць	vrouwtjes
самиць	vrouwen
величин	hoeveelheden
профспілок	bonden
профспілок	vakbonden
польську	pools
польську	poolse
спадкоємець	erfgenaam
негативні	negatieve
негативні	negatief
сіро	ciro
луцій	lucius
заряд	opladen
заряд	charge
загроза	bedreiging
загроза	dreigement
загроза	bedreiging
загроза	dreiging
духовна	liturgische
духовна	theologische
перегони	race
перегони	ras
перегони	racing
перегони	racen
глосарій	glossarium
глосарій	woordenlijst
молодим	jonge
