категория	類別
нея	她的
училище	學校
училище	上學
били	billy
света	世界
села	鄉村
села	村莊
филми	影片
филми	電影
александър	亞歷山大
александър	alexander
умира	垂死
южна	南方
южна	南部
южна	南
южна	南方
южна	南部
европа	歐洲
всеки	任何人
всеки	大家
всеки	每個人
всеки	每個
всеки	每一個
всеки	每個
части	部件
части	零件
баща	父親
баща	神父
баща	父
нова	新
нова	新的
нова	新星
нова	nova
крал	國王
крал	king
крал	王
армия	集團軍
армия	軍隊
армия	軍
армия	陸軍
църква	教會
църква	教堂
докато	直到
официален	正規
официален	正式
северна	北方
северна	北
северна	北部
северна	北方
северна	北部
времето	天氣
времето	氣象
времето	時光
времето	時間
освен	除了
освен	除外
места	地方
места	地點
места	席位
места	座位
период	期間
резултат	成果
резултат	結果
резултат	分數
резултат	得分
резултат	比分
резултат	結果
данни	資料
картинка	照片
картинка	圖片
картинка	影象
картинка	影像
картинка	圖片
родени	生於
родени	誕生
родени	出生
родени	天生
играе	玩
играе	彈
играе	播放
играе	播放
играе	玩
играе	播放
живот	生命
живот	人生
живот	生活
тук	這裡
император	皇帝
император	天皇
църквата	教會
църквата	教堂
ден	日
ден	一天
ден	白天
ден	day
жени	婦女
жени	女性
руски	俄語
руски	俄文
известен	已知
известен	著名
известен	有名
мария	瑪利亞
мария	瑪麗亞
мария	maria
дори	甚至
води	水域
води	鉛
води	領先
води	帶頭
тогава	那
тогава	然後
тогава	那麼
голям	大型
голям	big
голям	大
род	屬
род	杖
филм	電影
филм	影片
филм	電影
филм	膠片
филм	影片
шаблон	樣板
шаблон	模板
почти	幾乎
страни	國家
страни	各國
площ	面積
площ	地區
площ	區域
площ	區
острови	群島
острови	島嶼
код	密碼
код	編碼
код	碼
френски	法文
френски	法語
защото	因為
държава	國家
държава	國家
държава	州
дата	日期
дата	約會
обикновено	通常
обикновено	通常
големи	大型
големи	big
големи	大
деца	小孩
деца	兒童
петър	彼得
петър	peter
сили	權力
дължина	長度
дължина	經度
албум	相簿
албум	專輯
гръцки	希臘文
гръцки	希臘
дни	日子
дни	天數
съюз	聯盟
съюз	工會
съюз	聯盟
съюз	同盟
съюз	結盟
партия	黨
партия	政黨
партия	宴會
партия	派對
партия	聚會
политик	政客
политик	政治家
брат	弟弟
брат	哥
брат	師兄
брат	哥哥
брат	兄弟
работа	工作
работа	工作
голове	目標
остров	海島
остров	島嶼
остров	島
остров	島
председател	總統
председател	主席
председател	主席
председател	主席
среща	日期
среща	約會
среща	會議
групи	樂隊
групи	群組
групи	團體
информация	資訊
нови	新
нови	新的
включва	包括
пъти	折疊
пъти	折
пъти	疊
пъти	摺疊
пъти	時代
пъти	times
пъти	時報
писател	作家
писател	作者
писател	編劇
херцог	公爵
министър	大臣
министър	部長
цел	目標
цел	目標
цел	目標
участие	參與
участие	參與
войната	戰
войната	戰爭
никола	nikola
море	海邊
море	大海
море	海上
море	海
отбора	團隊
отбора	球隊
отбора	隊伍
списък	名單
списък	清單
списък	列表
историята	歷史
брой	數
брой	伯爵
брой	數數
брой	計數
брой	數字
брой	數
брой	號碼
брой	編號
култура	文化
всяка	每個
всяка	每一個
всяка	每個
същата	相同
известни	已知
известни	著名
известни	有名
степен	等級
степен	年級
степен	度
степен	程度
степен	學位
територията	領地
територията	領土
регион	區域
повечето	最多
повечето	大部分
повечето	多數
повечето	大多
повечето	大多數
редактор	編輯
разположен	位於
друг	其他
джон	john
малки	小型
малки	小
малки	小
организация	組織
организация	組織
договор	合同
договор	合約
договор	條約
север	北方
север	北
север	北部
васил	vasil
изток	東
изток	東部
изток	東方
изток	東區
изток	東方
изток	東部
четири	四個
четири	四
четири	四名
испания	西班牙
особено	尤其
особено	尤其是
разположено	位於
човек	人類
човек	人
човек	男人
човек	man
общо	共計
общо	總計
треньор	教練
отбори	團隊
отбори	球隊
отбори	隊伍
рим	羅馬
статии	文章
управление	管理
управление	施政
управление	治理
управление	控制
управление	管制
литература	文獻
литература	文學
дейност	動態
дейност	活動
цар	國王
цар	king
цар	王
цар	沙皇
хората	人
хората	人們
хората	人民
видове	魚種
видове	物種
видове	類型
власт	電力
власт	電源
власт	動力
власт	權力
живота	生命
живота	人生
живота	生活
стефан	stefan
стефан	stephan
тип	型態
тип	類型
военни	軍方
военни	軍事
изчезване	滅絕
изчезване	絕種
изчезване	消失
изчезване	失蹤
вида	vida
шампион	拳王
шампион	冠軍
шампион	冠軍
съвет	建議
съвет	提示
съвет	小費
съвет	安理會
свързани	相關
римски	roman
христо	hristo
кръг	圓形
кръг	圓
кръг	圓圈
кръг	迴圈
кръг	圈
кръг	圓
кръг	輪
майка	母后
майка	母親
карта	地圖
карта	卡
карта	名片
карта	紙牌
карта	卡片
англия	英國
англия	英格蘭
нов	新
нов	新的
неговата	他的
песни	歌曲
песни	歌
втори	第二
втори	秒
множество	多重
множество	多種
множество	多個
политика	政策
политика	政治學
политика	政治
стара	老
стара	舊的
стара	舊
стара	老了
форма	形狀
форма	形式
форма	表格
семейството	家人
семейството	家屬
семейството	家庭
съпруга	配偶
съпруга	妻子
втора	第二
втора	秒
район	區域
район	區
район	地區
район	面積
район	地區
район	區域
район	區
музика	音樂
близо	關閉
близо	近
близо	靠近
близо	附近
първенство	錦標賽
първенство	錦標賽
манастир	修道院
манастир	寺院
манастир	修道院
файл	文件
файл	檔案
награди	獎勵
награди	頒獎
награди	獎勵
награди	獎
награди	獎品
немски	德文
немски	德語
помощ	援助
помощ	幫助
помощ	幫忙
вода	飲水
вода	水
първоначално	最初
първоначално	原本
първоначално	初始
свят	世界
скоро	不久
скоро	很快
западна	西邊
западна	西
западна	西方
западна	西部
западна	西方
западна	西部
войски	部隊
стил	style
стил	樣式
стил	風格
избран	選取
марк	marc
марк	標記
марк	標示
марк	馬克
марк	mark
африка	非洲
запад	西邊
запад	西
запад	西方
запад	西部
революционер	革命性
уебсайт	網站
уебсайт	網頁
земята	地球
земята	大地
връзка	連結
връзка	link
връзка	連線
връзка	連結
връзка	戀愛
връзка	感情
връзка	關係
роля	作用
роля	角色
италиански	義大利文
италиански	義大利
москва	莫斯科
как	如何
китай	中國
линия	line
линия	線
линия	線路
великобритания	不列顛
свети	聖人
свети	聖
свети	神聖
кариера	職業
кариера	職業
кариера	採石場
развитие	發展
лига	聯盟
лига	同盟
лига	聯賽
роман	roman
роман	小說
източници	來源
политически	政治
америка	美洲
америка	美國
консул	領事
консул	執政官
книги	圖書
книги	書
книги	書籍
стадион	體育館
стадион	運動場
стадион	球場
служба	服務
другите	其他
произход	出處
произход	原產地
произход	起源
произход	源於
произход	出處
произход	起源
точка	項目
точка	角
точка	點
фридрих	friedrich
сърбия	塞爾維亞
академия	學院
първо	首先
първо	第一
предимно	大多
силно	大聲
силно	強大
силно	強壯
силно	強烈
силно	強
силно	堅強
силно	難
силно	硬
силно	辛苦
писатели	作家
писатели	作者
годината	年度
годината	年份
годината	年
михаил	mihail
членове	成員
всичко	一切都
всичко	一切
всичко	全部
всичко	所有
всичко	all
включително	包括
птица	伯德
птица	鳥
автор	作者
възраст	年紀
възраст	年齡
езици	語言
езици	語文
държави	國家
държави	國家
държави	各國
бързо	快速
бързо	快速
личности	人格
сега	現在
ссср	蘇維埃
ссср	蘇聯
връх	山
връх	峰
връх	峰峰
връх	山頂
учи	研究
учи	學習
битката	戰
битката	戰役
битката	戰鬥
ред	訂單
ред	命令
ред	秩序
ред	訂購
ред	順序
ред	紅
ред	red
ред	紅色
ред	划
ред	排
мач	game
мач	比賽
мач	博弈
мач	遊戲
мач	匹配
мач	比對
мач	match
турция	土耳其
дивизия	組織
макар	儘管
макар	雖然
макар	雖然
събития	事件
събития	活動
серия	系列
градът	城鎮
градът	鎮
градът	城市
градът	市
градът	城
планина	山
планина	山區
планина	山地
планина	山
ляво	左側
ляво	左
ляво	左翼
ляво	左邊
сан	san
причина	理由
причина	理性
причина	原因
бразилия	巴西
биография	傳記
биография	自傳
движение	動議
движение	運動
движение	動
движение	移動
движение	運動
актьор	男主角
актьор	演員
централна	中央
париж	巴黎
починал	逝者
починал	已故
музей	博物館
книга	圖書
книга	書
книга	書籍
едва	勉強
йорк	約克
главно	大多
голямо	大型
голямо	big
голямо	大
константин	konstantin
константин	君士坦丁
япония	日本
полша	波蘭
филип	philippe
филип	philip
филип	phillip
командир	指揮官
командир	司令
носи	攜帶
носи	戴
носи	穿
австралия	澳大利亞
сила	力氣
сила	強度
сила	實力
сила	力量
сила	體力
сила	武力
сила	電力
сила	電源
сила	動力
сила	權力
потребител	消費者
потребител	使用者
смърт	死亡
смърт	死神
германски	德文
германски	德語
носител	航空母艦
носител	載體
правителство	政府
президент	總統
президент	主席
полк	團
полк	兵團
полк	polk
футбол	足球
футбол	足球
футбол	美式足球
футбол	橄欖球
случай	案例
случай	個案
случай	案件
раждане	出生
изкуство	藝術
изкуство	美術
изкуство	art
изкуство	藝術品
изкуство	藝術
азия	亞洲
версия	版
версия	版本
малка	小型
малка	小
малка	小
театър	電影院
театър	劇場
театър	戲劇
театър	劇院
театър	戲院
театър	劇場
театър	戰區
театър	戲劇
театър	劇院
театър	戲院
пак	再次
източна	東方
източна	東部
индия	印度
лондон	倫敦
отношение	態度
текст	文字
текст	案文
текст	歌詞
пет	五
пет	五個
образование	教育
образование	學歷
главен	主要
понякога	有時候
някой	某人
някой	有人
въстание	起義
въстание	叛亂
въстание	反抗
въстание	起義
въстание	叛亂
въстание	叛逆
въстание	反叛
военен	軍方
военен	軍事
малък	小型
малък	小
малък	小
сметка	帳號
сметка	帳戶
сметка	標籤
сметка	tab
разлика	diff
разлика	差額
разлика	區別
разлика	差別
разлика	差異
рок	岩
рок	岩石
рок	石頭
рок	rock
рок	搖滾
създаването	創作
създаването	創建
създаването	創造
създаването	建立
дом	首頁
дом	家
дом	home
дом	住家
дом	dom
кралство	王國
кралство	國度
същото	相同
учител	家教
учител	導師
учител	老師
учител	教師
известна	已知
известна	著名
известна	有名
починали	逝者
починали	已故
точки	點數
точки	積分
игри	games
игри	遊戲
албуми	相簿
албуми	專輯
напълно	充分
напълно	完全
напълно	完全
клуб	幫會
клуб	club
клуб	俱樂部
щати	國家
бряг	岸上
бряг	岸
бряг	岸邊
бряг	海岸
бряг	沙灘
бряг	海灘
бряг	沿海
бряг	沿岸
бряг	海岸線
бряг	海岸
месеца	月
месеца	月份
мексико	墨西哥
състояние	狀況
състояние	狀態
състояние	現況
състояние	條件
състояние	狀況
превод	翻譯
директор	主任
директор	導演
директор	司長
директор	校長
институт	研究所
канада	加拿大
румъния	羅馬尼亞
основни	主要
основни	基本
действия	動作
действия	行動
действия	行動
нар	石榴
метра	公尺
събрание	會議
войни	勇士
войни	戰爭
имена	人名
имена	名稱
имена	姓名
изключително	排他性
изключително	排他
изключително	獨家
изключително	專屬
изключително	極度
изключително	極
жена	女人
жена	女
жена	女子
жена	女
жена	女性
жена	妻子
доклад	報告
доклад	檢舉
унгария	匈牙利
изследвания	測試
изследвания	測驗
изследвания	調查
изследвания	研究
изследвания	研究
реката	河
реката	江河
реката	河流
реката	江
египет	埃及
формула	公式
формула	方程式
формула	配方
номер	數字
номер	數
номер	號碼
номер	編號
обща	常見
обща	通用
обща	共同
обща	共計
обща	總計
вестник	報紙
вестник	報
вестник	報章
опит	體驗
опит	經驗
животни	動物
животни	動物
разпространение	傳播
разпространение	散播
разпространение	蔓延
разпространение	分布
разпространение	分配
разпространение	分銷
актриса	女主角
актриса	女演員
актриса	演員
австрия	奧地利
художник	畫師
художник	畫家
художник	藝術家
художник	藝人
назначен	指派
мачове	匹配
мачове	火柴
територия	領地
територия	領土
сингъл	單一
сингъл	單人
сингъл	單身
сингъл	單
друго	其他
победа	贏了
победа	勝利
победа	贏
победа	win
победа	勝利
права	權利
университета	大學
княз	王子
княз	太子
княз	親王
режисьор	主任
режисьор	導演
режисьор	司長
служи	服務
служи	發球
служи	服務
съдържа	含有
съдържа	包含
програма	方案
програма	程式
програма	方案
решение	決定
решение	溶液
защита	保護
защита	保護
защита	辯護
защита	國防
защита	防禦
защита	防守
защита	防衛
защита	國防
защита	防衛
гора	森林
хайнрих	heinrich
просто	只是
просто	只要
столицата	資本
столицата	首都
официално	官方
официално	正式
официално	正規
официално	正式
системи	系統
страници	頁
влияние	撞擊
влияние	影響力
влияние	影響
влияние	衝擊
влияние	影響力
влияние	影響
съд	船隻
съд	法庭
съд	法院
йохан	johan
йохан	jochen
портал	門戶
портал	門戶
купа	碗
купа	盃
купа	杯
купа	杯子
мрежа	淨
мрежа	net
мрежа	網
мрежа	電網
мрежа	網路
мрежа	網
проект	項目
производство	製造業
производство	製造
производство	生產
производство	製作
производство	產量
производство	生產
производство	製造業
производство	製造
създаване	創建
създаване	創作
създаване	創建
създаване	創造
създаване	建立
изцяло	充分
цвят	色
цвят	彩色
цвят	顏色
цвят	色彩
цвят	彩色
цвят	顏色
цвят	色彩
владимир	vladimir
промени	變更
промени	變動
промени	變化
промени	更改
промени	改變
промени	更改
промени	變更
промени	變
гола	裸
гола	赤裸
гола	裸體
гола	裸
гола	裸體
поле	欄位
области	各區
области	各地區
области	網域
области	域
области	地區
позиция	職位
позиция	位置
позиция	立場
професор	教授
селища	鄉村
селища	村莊
селища	定居點
лятото	summer
лятото	夏日
лятото	夏季
лятото	暑假
лятото	夏天
продължение	延伸
продължение	擴展
продължение	延長
продължение	延期
продължение	延續
продължение	續集
джеймс	james
джеймс	詹姆士
титли	頭銜
титли	職銜
титли	標題
описание	說明
описание	描述
родена	生於
родена	誕生
родена	出生
родена	天生
възможност	可能性
възможност	機遇
възможност	機會
разположени	位於
километра	公里
калифорния	加利福尼亞
калифорния	加州
зона	區
зона	區域
зона	面積
зона	地區
зона	區域
зона	區
винаги	始終
винаги	永遠
винаги	總是
издание	版
трети	第三
планината	山
планината	山區
планината	山地
планината	山
сгради	建築
сгради	建築物
условия	用語
условия	術語
условия	條款
условия	條件
статут	狀況
статут	狀態
статут	現況
статут	章程
статут	法規
статут	規約
цели	目標
цели	目標
цели	目標
селище	定居
селище	定居點
политици	政治學
политици	政治
политици	政界人士
политици	政客
политици	政治家
политици	政客
политици	政治家
парк	樸
парк	公園
тялото	屍體
тялото	體
тялото	身體
пространство	太空
пространство	空間
актьори	演員
песен	歌曲
песен	宋
песен	首歌
песен	歌
военна	軍方
военна	軍事
швеция	瑞典
йоан	john
клас	階級
клас	類
клас	類別
клас	課堂
клас	班級
близост	親密關係
близост	親近
златен	golden
златен	黃金
златен	金色
златен	金
златен	金子
златен	黃金
златен	金色
златен	gold
поп	流行
поп	pop
сестра	妹妹
сестра	姐姐
сестра	姐妹
сестра	姊妹
сестра	姊姊
сестра	護士
второ	第二
второ	秒
земя	地球
земя	大地
земя	陸地
земя	土地
земя	地面
земи	土地
земи	陸地
земи	土地
проблеми	麻煩
европейски	歐洲
случаи	案例
пост	張貼
пост	郵政
пост	post
пътя	公路
пътя	道路
пътя	路
процес	審訊
процес	審判
представител	rep
представител	代表
участието	參與
гай	guy
местоположение	所在地
местоположение	位置
местоположение	地點
ново	新
ново	新的
списание	雜誌
неговия	他的
елементи	項目
елементи	元素
елементи	要件
битка	戰
битка	戰役
битка	戰鬥
битка	作戰
битка	打架
битка	打
битка	戰鬥
съдия	法官
съдия	裁判
показва	顯示
връзки	人脈
връзки	關係
средства	基金
средства	資金
произведения	工程
произведения	作品
ниво	層次
ниво	級別
ниво	等級
ниво	三級
ниво	關卡
езерото	湖泊
езерото	湖
армията	集團軍
армията	軍隊
армията	軍
армията	陸軍
разположена	位於
месец	月
месец	個月
месец	月份
испански	西班牙文
испански	西班牙語
украйна	烏克蘭
убит	被殺
столица	資本
столица	首都
черно	黑
черно	black
черно	黑色
черно	黑人
децата	兒童
царство	王國
царство	國度
поет	詩人
двойки	夫妻
двойки	情侶
двойки	夫婦
републикански	共和
успех	成功
павел	pavel
брак	結婚
брак	婚姻
секретар	秘書
компания	公司
съпругата	妻子
представители	代表
решава	決定
възможно	可能
висока	高
висока	高
висока	高大
ширина	緯度
ширина	寬度
ширина	寬
източник	來源
източник	源
модел	模範
модел	示範
модел	模型
модел	型號
модел	模特兒
статистика	統計數字
анна	安娜
анна	anna
момент	時刻
температура	發燒
температура	發熱
температура	氣溫
температура	溫度
температура	體溫
предлага	優惠
глава	頭
глава	頭部
водата	飲水
водата	水
дело	案例
дело	個案
дело	案件
отношения	關係
отношения	關係
отношения	戀愛
отношения	感情
отношения	關係
медал	獎章
медал	勳章
медал	獎牌
въпрос	問題
въпрос	提問
пол	性別
пол	保羅
пол	paul
дружество	公司
сезона	季
сезона	季節
сградата	大樓
сградата	建築
сградата	建築物
кораб	船隻
кораб	船
кораб	船隻
кораб	艦
кораб	船舶
кораб	工藝
кораб	手藝
кораб	船
кораб	船隻
кораб	艇
икономика	經濟學
икономика	經濟
икономика	經濟
офицер	官
офицер	軍官
теория	理論
теория	論
общество	社會
преброяването	人口普查
преброяването	普查
дълго	久
дълго	長
райони	區域
райони	各區
райони	各地區
райони	地區
езеро	湖泊
езеро	湖
папа	教皇
папа	教宗
основа	基金會
основа	基地
основа	基礎
основа	基數
основа	基礎
основа	依據
елизабет	elizabeth
дума	詞
дума	word
дума	單詞
дума	字
дума	單字
полет	班機
полет	飛行
двама	兩
двама	兩個
двама	二
реки	河流
среда	環境
избори	選舉
избори	選舉
общини	市政府
общини	市鎮
ясно	清除
актриси	女演員
актриси	女主角
актриси	女演員
актриси	演員
минути	分鐘
паметник	碑
паметник	紀念碑
губи	輸
формата	形狀
включват	包括
включват	包括
уилям	威廉
белгия	比利時
говори	聊
думи	言語
думи	詞語
думи	字
думи	詞
школа	學校
школа	上學
епархия	教區
шест	六
шест	六個
хиляди	數千
гвинея	幾內亞
храм	神社
храм	神廟
храм	寺
храм	寺廟
храм	廟
храм	聖殿
постепенно	漸進
постепенно	逐漸
постепенно	逐步
постепенно	逐漸
романи	小說
построена	建
построена	內建
забележителности	景點
забележителности	觀光
контрол	控制權
контрол	控制
контрол	控制
контрол	管制
жан	讓
жан	jean
жан	貞德
интернет	網路
интернет	網際網路
американска	美式
границата	邊界
границата	邊框
границата	邊境
римска	roman
океан	大洋
океан	洋
океан	海洋
океан	海
зрители	觀眾
зрители	旁觀者
зрители	觀眾
география	地理學
география	地理
география	地域
география	地理位置
победи	節拍
победи	贏了
победи	勝利
победи	贏
победи	win
елена	helena
статистиката	統計數字
роли	作用
роли	角色
роли	卷
космически	宇宙
сграда	大樓
сграда	建築
сграда	建築物
македонски	馬其頓
виж	見
съдържание	內容
китара	吉他
мъже	男性
мъже	男人
мъже	男子
югославия	南斯拉夫
епископ	主教
епископ	bishop
северно	北方
северно	北
северно	北部
музиката	音樂
острова	海島
острова	島嶼
острова	島
морски	海事
морски	海事
морски	航海
черна	黑
черна	black
черна	黑色
черна	黑人
високо	高
използвани	使用
системата	系統
революция	革命
пример	範例
луи	louis
луи	路易
луи	路易斯
олимпийски	奧林匹克
олимпийски	奧運
колумбия	哥倫比亞
всъщност	實際上
всъщност	其實
радио	電台
радио	廣播
радио	無線電廣播
радио	收音機
радио	廣播電台
радио	無線電
национална	national
национална	國家
политическа	政治
маса	表
маса	質量
маса	彌撒
единствено	只
единствено	只有
обекти	物體
обекти	天體
обекти	物件
обекти	科目
робърт	羅伯特
робърт	robert
борба	摔跤
борба	摔角
борба	鬥爭
борба	奮鬥
борба	掙扎
борба	格鬥
борба	打架
борба	戰鬥
борба	打架
борба	打
борба	戰鬥
практика	實踐
практика	練習
епоха	紀元
план	計劃
план	計畫
швейцария	瑞士
посолство	大使館
посолство	使館
кариерата	採石場
военно	軍方
военно	軍事
средно	平均
средно	平均值
средно	介質
средно	中型
средно	中等
средно	媒介
сериал	系列
специално	具體地說
специално	特別
материали	物料
материали	材質
материали	材料
материали	物料
материали	材料
число	數字
число	數
число	號碼
число	編號
течение	環
течение	迴圈
поема	詩
кораби	船隻
кораби	艇
кораби	船隻
кораби	船舶
кораби	船隻
берлин	柏林
берлин	berlin
герой	英雄
целта	目標
началник	首席
началник	科長
форми	表格
форми	形狀
класиране	名次
класиране	排行
класиране	排名
класиране	排名
класиране	分類
класиране	排名
посока	方向
посока	目的地
проекта	項目
спорт	體育
спорт	運動
спорт	體育
спорт	運動
сам	山姆
сам	sam
сам	薩姆
православна	東正教
православна	正統
православна	正教
приток	湧入
играч	球員
играч	玩家
широко	廣
широко	寬
използван	使用
принос	投入
принос	輸入
принос	繳款
неговият	他的
сравнително	比較
сравнително	相對
публикува	刊登
публикува	發表
библиотека	書櫃
библиотека	書架
библиотека	圖書館
скорост	速度
скорост	速
редовни	定期
редовни	經常
съветски	蘇維埃
ръководител	主管
ръководител	督導
последен	上次
последен	最後
къщи	房屋
къщи	房子
къщи	住家
руско	俄語
руско	俄文
южен	南方
южен	南部
южен	南
южен	南方
южен	南部
птици	鳥類
птици	鳥
птици	鳥兒
енергия	能量
енергия	能源
световно	全球
джордж	喬治
джордж	george
открит	找到
открит	發現
виена	維也納
южно	南
южно	南方
южно	南部
училището	學校
училището	上學
обект	天體
обект	物件
обект	主題
територии	領土
територии	領地
територии	領土
вариант	選項
долна	更低
долна	較低
долна	低
династия	朝代
династия	王朝
бог	神
телевизия	電視機
телевизия	電視
телевизия	電視台
футболен	足球
футболен	美式足球
футболен	橄欖球
издателство	出版社
издателство	出版商
издателство	出版
издателство	發表
долината	河谷
долината	谷
долината	山谷
долината	谷地
принцеса	王妃
принцеса	小公主
принцеса	公主
илия	elijah
илия	ilia
дете	小孩
дете	兒童
дете	孩子
защо	為何
защо	為甚麼
защо	為什麼
граница	邊界
граница	邊框
граница	邊境
граница	邊界
граница	限制
граница	上限
граница	極限
граница	限
граница	限額
граница	邊疆
граница	前沿
граница	邊境
аржентина	阿根廷
база	基地
база	基礎
база	基數
база	基礎
база	依據
отделни	分離
годините	歲月
годините	年份
гол	目標
зад	背後
зад	後面
зад	身後
закон	法律
мартин	martin
мартин	馬丁
титла	標題
никога	從未
никога	從不
никога	從來沒有
полуостров	半島
езика	語言
езика	語
езика	語文
френска	法文
френска	法語
войници	士兵
войници	部隊
турнир	錦標賽
международни	國際
броя	數
броя	計數
съюза	聯盟
съюза	工會
подобни	類似
подобни	相似
последно	上次
последно	最後
положение	狀況
положение	狀態
положение	現況
положение	職位
положение	位置
положение	立場
положение	情況
лесно	容易
лесно	輕鬆
лесно	簡單
отряд	班長
отряд	班
отряд	小隊
селата	鄉村
селата	村莊
твърди	債權
стойност	價值
стойност	數值
стойност	值
кратко	簡短
кратко	短期
кратко	短
кратко	矮
кратко	簡短
игра	game
игра	比賽
игра	博弈
игра	遊戲
игра	玩
игра	彈
игра	播放
локомотив	機車
локомотив	火車頭
блок	區塊
блок	block
инструменти	儀器
инструменти	樂器
инструменти	文書
инструменти	工具
средна	介質
средна	中型
средна	中等
средна	媒介
подобно	類似
подобно	相似
къща	屋
къща	房屋
къща	房子
обучение	培訓
обучение	訓練
обучение	教育
обучение	學歷
канал	運河
канал	canal
канал	頻道
канал	海峽
канал	通道
всяко	每個
всяко	每一個
наука	科學
кмет	市長
кмет	鎮長
основен	基本
пари	金錢
пари	錢
том	tom
семейства	家庭
зависимост	依賴
зависимост	扶養
зависимост	依賴性
зависимост	上癮
зависимост	毒癮
зависимост	癮
зависимост	依賴
зависимост	依賴性
рота	公司
майор	少校
майор	主要
майор	主修
относно	關於
бан	禁止
изтриване	刪除
изтриване	刪去
научни	科學
композитор	作曲家
йордан	約旦
космос	太空
космос	空間
структура	結構
манастира	修道院
манастира	寺院
рано	提早
рано	及早
рано	早期
рано	提前
действие	動作
действие	行動
гео	geo
икономически	經濟
португалия	葡萄牙
дейвид	大衛
дейвид	david
национално	national
национално	國家
национално	全國
кръст	十字架
кръст	cross
кръст	十字
кръст	交叉
комплекс	複雜
дунав	多瑙河
предишна	先前
съвета	安理會
полета	田間
полета	田地
полета	欄位
полета	田野
полета	班機
полета	飛行
чест	名譽
чест	榮譽
чест	名譽
чест	榮譽
час	時辰
час	小時
гори	燒傷
гори	燒錄
гори	燃燒
гори	燒傷
гори	燒
гори	燒死
гори	森林
гори	燃燒
гори	燒
майкъл	麥可
майкъл	michael
индонезия	印度尼西亞
съоръжения	設施
построен	建
построен	內建
рядко	極少
рядко	稀有
рядко	難得
рядко	罕見
търговски	商用
търговски	商事
търговски	商業
комисия	委員會
планински	山
планински	山區
планински	山地
християни	基督教徒
християни	基督徒
учени	學者
учени	科學家
израел	以色列
корея	韓國
корея	朝鮮
единица	股
единица	單元
единица	單位
чета	讀
чета	讀取
чета	閱讀
чета	閱讀
чета	讀書
чета	讀取
