から	від
計画	плани
経済	господарство
経済	економіка
経済	економія
ページ	сторінку
ページ	сторінка
ページ	сторінки
ページ	пейдж
ページ	сторінки
ページ	сторінок
教授	професор
ラジオ	радіо
ラジオ	рації
劇場	театрі
劇場	театр
劇場	театр
グループ	група
グループ	групова
グループ	груповий
グループ	групу
グループ	спільнота
グループ	групи
グループ	груп
グループ	спільноти
英語	англійською
英語	англійська
女性	жінка
女性	жіноча
女性	жіночий
女性	самка
女性	жінка
女性	жінок
女性	жінки
地区	улус
地区	округ
地区	нохія
地区	район
獲得	заробляти
獲得	заслужити
得点	рахунок
得点	результат
得点	оцінка
コメント	коментар
コメント	коментувати
コメント	прокоментувати
コメント	коментування
コメント	прокоментувала
コメント	прокоментував
コメント	коментарях
コメント	коментарів
コメント	коментарі
漫画	comics
漫画	комікси
漫画	комікс
漫画	манга
他の	інших
他の	інші
他の	іншими
就任	успіння
販売	продаж
販売	продажів
販売	продаж
販売	продажі
攻撃	приступ
攻撃	атакує
攻撃	напади
攻撃	атаки
攻撃	наступ
攻撃	напад
攻撃	атака
攻撃	атаки
サッカー	футбол
リー	лі
議員	сенатор
デビュー	дебют
協会	асоціації
協会	асоціація
路線	шляхи
路線	маршрутів
路線	маршрути
フジ	фудзі
自分	себе
自分	собі
自分	собою
自分	виступили
戦争	війна
戦争	війн
戦争	війни
製作	продакшн
製作	виробництво
製作	продукція
部分	частина
番号	число
番号	кількість
番号	номер
番号	номера
当初	спочатку
最初	перше
最初	перша
最初	перший
受賞	нагороди
受賞	нагорода
期間	тривалість
期間	строк
期間	період
広島	хіросіма
場所	місце
場所	розміщення
場所	місцезнаходження
場所	локація
場所	місце
場所	розташування
場所	місць
場所	місця
場所	місцини
技術	технологія
技術	технології
海軍	вмс
海軍	флот
リンク	посиланням
リンク	посилання
リンク	link
リンク	лінк
リンク	лінки
リンク	посилання
リンク	посиланнями
リンク	посилань
道路	доріг
道路	дороги
道路	дорожні
道路	дорога
特定	конкретних
特定	певне
特定	конкретні
特定	зазначені
特定	вказано
特定	вказана
特定	зазначений
特定	вказаний
朝日	асахі
意味	сенс
意味	значення
システム	система
システム	системи
システム	системний
システム	системне
システム	системна
システム	систем
システム	systems
モデル	models
モデル	моделі
モデル	моделей
モデル	модель
モデル	моделі
対応	відповідності
対応	листів
列車	потяг
列車	поїзд
列車	перевізників
列車	потяги
列車	поїзди
建設	будівництво
建設	будівництва
とき	коли
最後	останній
最後	остання
最後	останнє
科学	наука
科学	науки
理由	причини
理由	причина
理由	привід
そして	та
一つ	одна
一つ	one
一つ	одне
一つ	один
大正	тайсьо
最高	кращий
最高	найкраща
最高	найкращий
最高	найкраще
最高	найкращі
ブロック	блоки
ブロック	блоків
ブロック	блокувати
ブロック	блок
ブロック	заблокувати
車両	автомобілі
車両	автомобіль
車両	апарат
自動車	автомобілем
自動車	машина
自動車	авто
自動車	автомобіль
自動車	автомобіль
自動車	автовиробник
人口	населення
特に	особливо
特に	особливо
営業	бізнес
営業	справа
営業	ділова
営業	business
営業	діловий
発生	повторення
新聞	газета
新聞	газетах
新聞	газети
連続	неперервність
連続	продовження
政府	правління
政府	уряд
構成	конфігурація
構成	налаштування
構成	будова
構成	композиція
構成	структура
構成	структури
最大	максимальний
最大	максимальне
最大	максимальна
最大	максимум
最大	найбільшим
最大	найбільших
最大	найбільші
最大	найбільша
キャラクター	характер
キャラクター	символів
キャラクター	персонаж
キャラクター	символ
キャラクター	символів
キャラクター	персонажі
キャラクター	ієрогліфи
キャラクター	літери
キャラクター	символи
小説	романів
小説	романи
それぞれ	кожну
それぞれ	кожного
それぞれ	кожному
それぞれ	кожен
それぞれ	кожна
機関	органи
機関	установа
機関	інститут
機関	установи
機関	закладів
機関	установи
機関	інституції
機関	установ
機関	топові
参照	довідник
参照	посилання
参照	зразковий
参照	посилання
参照	посилається
メンバー	член
メンバー	учасник
メンバー	учасника
メンバー	члена
メンバー	учасники
メンバー	члени
発行	видала
発行	виданий
発行	випущено
発行	видачі
発行	випуск
発行	видання
画像	зображення
画像	зображень
画像	picture
画像	зображення
画像	картинка
画像	фото
画像	зображення
画像	ілюстрована
状態	стан
状態	держава
状態	умова
名称	номінал
名称	назва
名称	назви
名称	імена
ダム	гребля
ホーム	дім
ホーム	домівка
ホーム	домашній
ホーム	додому
運行	дія
運行	операція
投稿	дописі
投稿	опублікувати
投稿	допис
投稿	допису
投稿	пости
投稿	дописи
投稿	публікувати
投稿	розміщення
投稿	публікація
投稿	публікування
名前	назва
名前	назви
名前	імена
福岡	фукуока
施設	споруди
施設	установа
施設	інститут
施設	установи
施設	підприємстві
調査	опитування
調査	розслідування
調査	розслідувати
調査	слідство
調査	опитування
製造	виготовлено
製造	виготовлена
イタリア	італії
イタリア	італія
イタリア	італію
ロシア	російська
ロシア	російською
ロシア	російську
ロシア	росії
ロシア	росію
ロシア	росія
独立	самостійна
独立	незалежні
独立	незалежна
独立	незалежний
独立	незалежне
独立	незалежність
独立	незалежності
物語	публікації
物語	історія
物語	сюжет
物語	розповідь
物語	публікація
物語	творчість
物語	поема
神社	храм
企画	планування
サン	сан
名古屋	наґоя
通常	зазвичай
通常	зазвичай
企業	підприємство
企業	підприємства
企業	enterprise
航空	авіації
航空	авіація
航空	air
航空	повітряна
航空	повітря
スーパー	супер
帝国	імперія
トン	тонна
トン	тонни
トン	тонн
トン	тонну
トン	тонни
影響	перебіг
影響	впливати
影響	вплив
影響	впливає
勝利	перемог
勝利	win
勝利	переможе
勝利	перемог
勝利	посіла
勝利	виграє
勝利	перемога
勝利	перемоги
勝利	вигравати
勝利	забив
勝利	виграш
勝利	перемагає
デザイン	designs
デザイン	проектування
デザイン	дизайн
デザイン	розробка
デザイン	розробка
全て	everything
全て	все
全て	усе
本社	штаб
人間	людина
人間	людський
千葉	канто
アン	анн
アン	анна
アン	енг
アン	енн
交通	навантаження
交通	пробки
交通	трафік
交通	рух
交通	транспорт
交通	транспортування
交通	перевезення
交通	транспорт
交通	пересилання
組織	організація
組織	установа
組織	установа
組織	організація
構造	структури
構造	структур
構造	конструкції
構造	структура
構造	структури
戦い	battle
戦い	битва
戦い	бій
実施	реалізації
実施	впровадження
実施	реалізація
実施	реалізацію
ここ	тут
以前	перед
以前	before
サービス	послуги
サービス	служби
サービス	служби
サービス	service
サービス	служба
サービス	послуга
サービス	сервіс
統合	консолідувати
統合	комплексний
統合	злиття
統合	інтеграція
統合	інтеграції
統合	інтеграцію
テーマ	теми
テーマ	тем
テーマ	тему
テーマ	тема
テーマ	теми
面積	область
面積	ділянка
面積	площа
面積	місцевість
エンジン	рушій
エンジン	двигун
エンジン	двигуни
エンジン	рушії
ビル	білла
ビル	білл
ビル	фактура
ビル	біл
日本語	японська
日本語	японський
日本語	японці
日本語	японські
契約	контракти
契約	договір
契約	контракт
設定	уподобання
設定	налаштування
設定	вподобання
設定	налаштуваннях
設定	налаштування
設定	параметри
設定	налаштувати
設定	налаштування
設定	конфігурація
設定	налаштування
設定	налаштувати
ライブ	жити
ライブ	live
ライブ	наживо
ライブ	живу
ライブ	трансляція
含む	містить
含む	містяться
含む	включення
含む	входить
含む	включає
含む	включаючи
含む	включно
含む	зокрема
専門	спеціалізовані
専門	спеціалізована
機能	функція
機能	функцію
機能	функції
機能	особливості
機能	можливості
機能	функціональність
機能	можливість
機能	функціональності
機能	функціональність
身長	висота
所在地	розташування
所在地	адреси
所在地	місця
所在地	адрес
所在地	розміщення
所在地	місцезнаходження
所在地	локація
所在地	місце
所在地	розташування
完成	завершення
完成	доповнення
表記	нотація
運転	їхали
運転	водіння
写真	світлину
写真	світлина
写真	світлині
写真	фото
写真	фотографія
写真	фотографії
写真	фотографія
写真	фотографію
写真	picture
写真	зображення
写真	картинка
写真	фото
関連	актуальна
関連	схожі
書店	книгарню
高い	високий
高い	висока
高い	значне
高い	високе
高い	високі
高い	високий
高い	дорого
生産	продакшн
生産	виробництво
生産	продукція
横浜	автомобілі
上の	вище
宇宙	всесвіт
管理	управління
管理	менеджмент
管理	керівництво
管理	керування
管理	керувати
管理	керування
バー	барів
バー	смужки
バー	бари
バー	гратами
バー	бруси
バー	bar
バー	бар
バー	смужка
ジョン	джон
ジョン	іоанн
ジョン	іван
公園	парк
公園	парки
スポーツ	спорт
スポーツ	спорт
スポーツ	спортивні
スポーツ	спорту
脚本	сценарій
脚本	скрипт
脚本	сценарії
脚本	сценарій
目的	реалізується
目的	мета
目的	ціллю
目的	ціль
目的	мета
生活	життя
生活	лайф
カード	карт
カード	карти
カード	карток
カード	картки
カード	картка
カード	картку
基本	засади
基本	основи
基本	основи
基本	базові
基本	базове
基本	основні
基本	базовий
基本	основний
女優	акторок
女優	актриса
女優	акторка
不明	невідомий
不明	невідомо
不明	невідома
不明	невідомі
不明	невідоме
タイトル	заголовки
タイトル	назва
タイトル	заголовок
タイトル	титул
政治	політика
電気	електрику
電気	електрика
電気	електрики
電気	електроенергії
電気	електрика
電気	електричний
警察	поліція
作成	створення
作成	створити
作成	створення
作成	витвір
作成	створено
作成	створені
作成	створене
作成	створена
ガン	рушниця
ガン	гармата
ガン	пістолет
予定	заплановану
予定	заплановані
予定	заплановано
予定	запланований
予定	запланована
予定	заплановано
予定	запланований
予定	заплановане
スター	зоря
スター	зірочки
スター	зоряні
スター	зірка
経営	управління
経営	менеджмент
経営	керівництво
経営	керування
自由	свобода
自由	свобода
自由	вільна
自由	безкоштовне
自由	вільний
自由	безкоштовно
自由	вільно
過去	минулий
過去	минулі
過去	минуле
陸軍	армії
陸軍	армія
陸軍	військо
陸軍	армійський
運営	дія
運営	операція
愛知	айті
愛知	aichi
表示	перегляд
表示	вигляд
表示	view
表示	вид
表示	переглянути
社長	президент
社長	президенти
社長	президентів
団体	організації
団体	організацій
団体	організація
団体	установа
工業	промислові
工業	промислова
工業	промисловий
通り	стріт
通り	вулиця
外部	зовнішнє
外部	зовнішні
外部	зовнішній
外部	зовнішня
通信	відповідності
通信	листів
通信	комунікація
通信	спілкування
通信	комунікації
通信	комунікацій
俳優	акторів
俳優	актори
俳優	актриса
俳優	акторка
俳優	актор
スペシャル	особливий
スペシャル	спеціальний
スペシャル	особливі
スペシャル	особливе
スペシャル	спеціальні
スペシャル	особлива
少年	хлопчик
少年	закохалася
病院	лікарня
病院	шпиталь
病院	лікарнях
病院	лікарень
結婚	шлюб
個人	особисті
個人	особисте
個人	особистий
個人	персональний
個人	окремих
個人	індивідуальна
個人	індивідуальні
個人	індивідуальне
個人	окремі
個人	індивідуальний
区間	інтервал
区間	проміжок
銀行	банківської
銀行	банк
研究所	інститут
主に	переважно
主に	головним
主に	основному
学園	gakuen
彼女	вона
彼女	she
ニュース	новини
ニュース	новина
その他	інший
その他	інша
その他	інші
その他	інше
その他	інших
その他	інших
その他	інші
その他	іншими
ソフト	soft
ソフト	ніжні
文学	література
能力	здатність
能力	можливість
なし	жодного
なし	відсутнє
なし	немає
なし	жодних
なし	відсутній
なし	без
江戸	едо
学者	історик
学者	вченим
学者	вчених
学者	популяризацію
国内	домашніх
国内	домашня
空港	аеропорт
空港	аеропортів
ヨーク	йорк
高速	швидко
高速	швидкі
高速	швидке
高速	швидка
高速	фаст
高速	швидкий
言語	мови
言語	мов
言語	мова
言語	мови
言語	мову
設計	проектування
設計	дизайн
設計	розробка
韓国	корея
韓国	кореї
リリース	випуск
リリース	реліз
リリース	випуску
リリース	звільнення
リリース	випуски
ベスト	жилет
ベスト	кращий
ベスト	найкраща
ベスト	найкращий
ベスト	найкраще
ベスト	найкращі
現代	сучасна
現代	contemporary
現代	сучасне
会議	конференція
会議	конференції
会議	зустрічей
会議	зустрічі
会議	засідання
会議	нарада
会議	зустрічі
会議	зустріч
バンド	band
バンド	гурт
バンド	гурти
追加	додавання
追加	додавати
追加	додати
追加	додає
追加	додавання
追加	дописати
追加	додати
成功	успішно
成功	успішне
成功	вдало
成功	успішний
成功	вдалась
成功	успіх
移動	пересунути
移動	хід
移動	перемістити
移動	пересування
移動	переміщення
移動	руху
移動	переїзд
移動	пересування
オリンピック	олімпіада
オリンピック	іграх
国民	національна
国民	націонал
国民	національне
国民	національний
国民	національні
国民	держава
国民	нації
国民	нація
ファン	фани
ファン	шанувальники
ファン	вболівальники
ファン	фанати
ファン	прихильник
ファン	фан
ファン	шанувальник
ファン	шанувальників
ファン	вентилятор
すべて	everything
すべて	все
すべて	усе
すべて	усі
すべて	всі
すべて	все
すべて	всіх
山口	ямаґуті
運動	вправа
運動	вправи
運動	рух
環境	середовища
環境	середовище
環境	середовища
発足	інавгурація
大きな	великі
大きな	велике
大きな	велика
大きな	великий
大きな	біг
競技	змагання
会長	голова
会長	головою
ヨーロッパ	європу
ヨーロッパ	європа
ヨーロッパ	європі
紹介	вступ
紹介	направлення
形式	форму
形式	форма
工場	фабрики
工場	заводів
工場	фабрика
相手	суперник
戦闘	battle
戦闘	битва
戦闘	бій
戦闘	combat
戦闘	бійця
戦闘	комбат
戦闘	бойове
労働	праця
労働	трудове
労働	трудова
労働	трудові
事務所	офіс
事務所	office
限定	обмежені
限定	обмежений
限定	обмежена
データ	дані
データ	data
作戦	дія
作戦	операція
オリジナル	оригінальність
オリジナル	оригінал
オリジナル	оригінальна
オリジナル	оригінальне
オリジナル	початкове
オリジナル	оригінальний
オリジナル	оригінали
オリジナル	originals
可能性	можливе
可能性	можливо
可能性	можлива
可能性	можливість
可能性	притягнути
種類	видів
種類	види
種類	типу
種類	тип
種類	типи
文字	характер
文字	символів
文字	персонаж
文字	символ
文字	символів
文字	персонажі
文字	ієрогліфи
文字	літери
文字	символи
大統領	президент
大統領	президенти
協力	співпраці
協力	співробітництво
協力	співпрацю
指導	вказівки
判断	причому
判断	суд
連邦	федерація
ネット	нетто
ネット	net
ネット	метеликів
共和国	республіка
引退	пенсію
引退	язлива
引退	закріплені
引退	звільнився
部門	департамент
部門	відділ
産業	галузь
産業	галузі
産業	індустрія
産業	промисловість
決勝	фінал
決勝	остаточний
決勝	final
プロデューサー	продюсери
プロデューサー	виробники
プロデューサー	виготовлено
プロデューサー	виробник
プロデューサー	продюсер
系統	lineage
誕生	народження
指揮	наказую
指揮	командний
指揮	команда
レース	перегони
レース	забіг
レース	раса
レース	перегони
レース	гонки
レース	racing
レース	мереживо
郵便	мейл
郵便	пошта
郵便	поштою
岡山	окаяма
埼玉	сайтама
項目	записів
項目	пункти
項目	записи
項目	елементи
カップ	чашки
カップ	склянки
カップ	cups
カップ	чашок
カップ	чашка
カップ	чаша
カップ	кубок
ラン	запускати
ラン	запустити
ラン	run
ラン	виконати
レイ	рей
レイ	ray
移転	трансфер
移転	перенесення
移転	споруд
ほぼ	майже
交差点	перетин
イベント	події
イベント	подію
イベント	події
イベント	подією
イベント	подія
異なる	different
異なる	інше
異なる	різні
異なる	різних
異なる	відмінні
異なる	різне
神戸	кобе
カー	керр
出典	джерела
出典	джерел
出典	джерело
出典	джерела
関西	кансай
ほとんど	майже
行動	поведінка
行動	поведінки
行動	поведінка
行動	поведінки
重要	важлива
重要	важливі
重要	важливий
重要	важливе
重要	важливо
プロジェクト	project
プロジェクト	проект
プロジェクト	проекти
プロジェクト	проектів
電車	потяг
電車	поїзд
電車	перевізників
電車	потяги
電車	поїзди
建築	архітектура
クラス	класи
クラス	клас
導入	вступ
アジア	азія
全体	загальна
全体	загальний
全体	цілу
全体	цілий
全体	ціла
全体	ціла
タイ	таїланд
タイ	тай
普通	звичайну
普通	незвично
普通	звичайні
普通	звичайна
普通	нормальний
普通	нормальні
普通	звичайний
普通	звичайне
一人	одна
一人	one
一人	одне
一人	один
長野	наґано
舞台	стадії
舞台	діях
舞台	стадія
一方	тимчасом
スペイン	іспанію
スペイン	іспанія
スペイン	іспанії
意見	думка
再び	знов
再び	знову
発見	discovering
発見	знайдіть
発見	відкриття
発見	знахідка
鈴木	suzuki
ローマ	роман
ローマ	рим
ローマ	roma
ローマ	роми
ローマ	рома
保護	захисту
保護	захищати
保護	захистити
保護	стараються
保護	захисти
保護	захист
少女	дівчинка
少女	дівча
少女	дівчина
少女	дівчину
少女	shōjo
試験	іспит
試験	екзамен
試験	іспитів
試験	експертизи
試験	екзамен
試験	іспити
試験	екзамени
試験	екзаменів
多数	багато
多数	багатьох
多数	безліч
反対	проти
反対	протилежність
反対	відміну
反対	протилежний
反対	навпаки
作家	авторів
作家	автори
作家	writer
作家	письменник
作家	письменники
作家	письменників
作家	автор
作家	автора
作家	автором
地球	землею
地球	earth
地球	землі
地球	земля
方法	метод
特徴	характеристики
特徴	особливості
特徴	можливості
特徴	функціональність
特徴	можливість
特徴	характеристика
ベース	основа
ベース	базова
ベース	база
ベース	основою
ベース	базовий
ベース	бас
ベース	басс
男性	чоловічий
男性	самець
男性	чоловічі
男性	чоловіча
男性	чоловіки
男性	людина
男性	чоловік
男性	мужчина
男性	man
ケース	регістр
ケース	справа
ケース	випадок
ケース	випадку
ケース	випадках
ケース	випадки
ケース	випадків
子供	діти
子供	дітям
子供	дітьми
子供	дітлахи
子供	дітки
子供	діти
子供	дітьми
子供	дітей
子供	дитя
子供	дитяче
子供	дитяча
子供	дитина
子供	нащадок
以来	відтоді
以来	відколи
大臣	міністр
大臣	міністру
大臣	міністрів
大臣	міністри
オープン	відкрити
オープン	відкрита
オープン	відкрито
オープン	відкриті
オープン	відкритий
兵庫	хьоґо
コーナー	кутку
コーナー	куточок
コーナー	куті
取締役	режисер
取締役	директор
取締役	директорів
人気	популярні
人気	популярне
人気	популярна
人気	популярний
人気	популярність
評価	рейтинг
評価	оцінкою
評価	оцінка
評価	оцінок
評価	оцінки
評価	оцінювання
評価	оцінити
評価	частота
評価	швидкість
評価	оцініть
評価	ставка
評価	оцінка
説明	пояснення
説明	поясніть
説明	пояснити
説明	пояснення
説明	опис
装備	обладнання
装備	інвентар
ドル	долари
ドル	доларів
ドル	долар
投票	голосування
投票	голосуйте
投票	проголосувати
投票	голосувати
投票	голосування
雑誌	журнал
雑誌	magazine
雑誌	часопис
雑誌	журнали
熊本	кумамото
グランド	гран
グランド	гранд
グランド	grand
学科	департамент
学科	відділ
パー	par
専用	присвячується
専用	присвяченого
専用	присвячено
専用	присвятив
登録	зареєструватись
登録	зареєструвати
登録	регістр
登録	реєстрація
登録	реєстрації
登録	реєстрація
佐藤	сато
田中	танака
ステージ	стадії
ステージ	діях
ステージ	стадія
沖縄	окінава
ゲスト	гостя
ゲスト	гість
ゲスト	guest
ゲスト	гостем
ゲスト	гості
学生	студенти
学生	учням
学生	студентів
学生	студентам
学生	учні
学生	студентка
学生	студентська
学生	студент
周辺	місцевість
言葉	словом
言葉	слово
言葉	слів
言葉	слова
教会	церкви
教会	церквах
教会	храми
教会	церков
教会	церква
教会	костел
内閣	кабінет
内閣	кабінету
整備	обслуговування
整備	супровід
主張	копальні
主張	стверджують
主張	вимагати
主張	володарі
主張	припущення
主張	умовним
ロック	блокування
ロック	зафіксувати
ロック	замкнути
ロック	заблокувати
ロック	скеля
ロック	рок
ロック	кручі
ロック	rock
事故	аварія
事故	нещасні
分類	категорія
分類	категорії
分類	класифікація
状況	обставин
状況	ситуаціях
状況	ситуацій
状況	ситуацію
状況	ситуація
状況	становище
状況	ситуації
状況	обставини
中村	накамура
家族	сімейство
家族	сімейний
家族	сімейні
家族	родина
距離	дистанція
距離	відстань
距離	дистанції
距離	дистанцій
距離	відстані
表現	представлення
表現	вираз
表現	представництва
表現	представлення
仙台	сендай
新しい	нові
新しい	нове
新しい	нова
新しい	новий
新しい	створити
ホール	ями
ホール	лунка
ホール	дірка
ホール	діра
ホール	холл
ホール	зал
ホール	зали
ホール	ратуша
ホール	голл
ホール	зала
体重	вагу
体重	вага
血液	кров
血液	blood
同意	згоду
同意	згода
同意	погодження
同意	згоди
同意	згідний
同意	домовилися
同意	домовились
同意	погодився
これらの	ці
由来	джерело
由来	походження
平均	середній
平均	середнє
平均	середня
平均	середнього
平均	означають
平均	середнє
事実	факти
事実	факт
店舗	магазини
店舗	магазинів
店舗	крамниці
店舗	магазини
店舗	зберігати
店舗	магазин
カテゴリ	категорія
カテゴリ	категорії
メートル	метрах
メートル	метрів
メートル	метри
メートル	метр
メートル	метрів
メートル	метри
芸術	мистецтво
芸術	арт
芸術	мистецтво
芸術	художня
複数	декілька
複数	множини
観光	туризм
観光	туристичний
観光	туристичні
観光	турист
観光	туристичне
観光	екскурсії
取得	копальні
取得	стверджують
取得	вимагати
取得	володарі
取得	отримати
取得	отримання
取得	дістати
取得	отримати
王国	царство
王国	kingdom
王国	королівство
電話	телефон
電話	телефоном
刑事	детектив
レコード	записати
レコード	записувати
レコード	рекорд
レコード	запис
