dhe	και
lartë	υψηλός
lartë	υψηλό
popullsi	πληθυσμός
popullsi	πληθυσμού
kosovës	κοσσυφοπέδιο
kosovës	κόσοβο
komunë	δήμος
jetë	life
jetë	ζωή
jetë	ζωη
president	πρόεδρος
president	πρόεδρε
president	πρόεδρο
bërë	κάνει
bërë	έγινε
bërë	εγινε
mes	μεση
mes	μεσαία
mes	μέση
mes	μεσαίο
mes	ανάμεσα
mes	μεταξύ
mes	μεταξυ
vonë	αργά
vend	χωρα
vend	χώρα
vend	τόπος
vend	μέρος
shqipëri	αλβανία
pak	μικρή
pak	little
pak	μικρό
pak	ελαφρά
pak	ελαφρώς
francë	γαλλία
fshat	εξοχή
fshat	ύπαιθρο
fshat	χωριο
fshat	χωριό
zyrtare	επίσημο
zyrtare	αξιωματούχος
zyrtare	επίσημη
kryetari	ομιλητής
kryetari	ομιλήτρια
vendosur	εντοπίστηκε
pasur	είχε
pasur	πλούσιος
pasur	ριτς
pasur	πλούσιοι
pasur	πλούσιο
pasur	πλούσια
sepse	επειδή
sepse	γιατί
sepse	αίτιο
sepse	αιτία
kishin	είχε
vitet	χρονια
vitet	ετη
vitet	χρόνια
vitet	έτη
tre	τρίδυμα
tre	τρεις
tre	three
tre	τρία
tre	τρια
fund	φούστα
fund	τέλος
fund	λήξη
marrë	τραβήχτηκε
tjerë	άλλους
tjerë	άλλοι
tjerë	λοιποί
tjerë	αλλοι
tjerë	άλλα
harta	χάρτη
harta	χάρτης
harta	χάρτες
mbreti	βασιλεύς
mbreti	βασιλιάς
mbreti	κινγκ
mbreti	βασιλιά
mbreti	king
midis	ανάμεσα
midis	μεταξύ
midis	μεταξυ
vogël	μικροσκοπική
vogël	μικροσκοπικό
vogël	μικροσκοπικά
kosovë	κοσσυφοπέδιο
kosovë	κόσοβο
vjet	χρονια
vjet	ετη
vjet	χρόνια
vjet	έτη
përbëhet	αποτελείται
përbëhet	συνίστανται
përbëhet	αποτελούνται
pastaj	τότε
pastaj	μετά
shtetit	κράτος
shtetit	πολιτεία
shtetit	state
tiranë	τίρανα
tiranë	τιράνων
kombëtare	εθνικός
kombëtare	εθνικό
kombëtare	εθνικη
kombëtare	εθνική
emrin	ονομασία
emrin	όνομα
emrin	ονομα
mori	ελήφθη
mori	έλαβε
mori	πήρε
filloi	ξεκίνησα
filloi	άρχισε
filloi	ξεκίνησε
ish	πρώην
ish	πρωην
mars	μαρτίου
mars	μάρτιος
mars	μάρτιο
mars	αρη
mars	άρη
mars	μαρς
mars	αρης
mars	άρης
file	φάκελος
file	file
file	αρχείο
presidenti	πρόεδρος
presidenti	πρόεδρε
presidenti	πρόεδρο
lindur	γεννήθηκα
lindur	γεννημένος
lindur	γεννήθηκε
lindur	γεννηθείς
lindi	λίντι
lindi	γέννησης
lindi	γέννηση
lindi	γέννα
kryesore	κύρια
qyteti	town
qyteti	πολη
qyteti	πόλη
qyteti	πολη
qyteti	πόλη
qyteti	city
politike	πολιτικό
qershor	ιούνιο
qershor	ιουνίου
qershor	τζουν
qershor	ιούνιος
pse	γιατι
pse	γιατί
maj	μάη
maj	μάιος
maj	μέι
maj	μάης
vetë	εαυτός
nëntor	νοεμβρίου
nëntor	νοέμβριο
nëntor	νοέμβριος
janar	ιανουαρίου
janar	ιανουάριο
janar	ιανουάριος
thotë	λεει
thotë	λέει
shtator	σεπτεμβρίου
shtator	σεπτέμβρη
shtator	σεπτέμβριος
shtator	σεπτέμβριο
brenda	μπρέντα
brenda	brenda
brenda	μέσα
brenda	μεσα
shteteve	πολιτείες
shteteve	κρατών
shteteve	κράτη
kryesisht	κυρίως
kryesisht	κυριως
kryesisht	κυρίως
kryesisht	κυριως
shqiptarë	αλβανών
shqiptarë	αλβανούς
shqiptarë	αλβανοί
prill	απρίλιος
prill	απρίλιο
prill	απρίλη
prill	απριλίου
prill	έιπριλ
ditë	μερα
ditë	ημερα
ditë	ημέρα
ditë	μέρα
ditë	ημέρες
ditë	ημερες
ditë	μέρες
tetor	οκτώβριος
tetor	οκτώβριο
tetor	οκτωβρίου
shkurt	φεβρουάριος
shkurt	φεβρουάριο
shkurt	φεβρουαρίου
shkurt	κοντή
shkurt	κοντός
shkurt	σύντομο
shkurt	σύντομη
shkurt	σύντομος
bëhet	γίνε
bëhet	γίνετε
vjetër	παλαιά
vjetër	παλιό
vjetër	παλαιό
vjetër	παλιά
vjetër	γέρος
kodi	κώδικα
kodi	κωδικός
kodi	κώδικας
monark	μονάρχης
dhjetor	δεκέμβριο
dhjetor	δεκέμβριος
dhjetor	δεκεμβρίου
dhjetor	δεκαδικό
mbret	βασιλεύς
mbret	βασιλιάς
mbret	κινγκ
mbret	βασιλιά
mbret	king
aktuale	νυν
aktuale	τρέχουσα
aktuale	ρεύμα
aktuale	τρέχουσες
aktuale	τρέχον
gjuhën	γλώσσα
gjuhën	γλώσσα
gjuhën	γλωσσα
tani	τώρα
tani	τωρα
frëngjisht	γάλλοι
frëngjisht	γάλλος
frëngjisht	γαλλική
frëngjisht	γαλλικό
frëngjisht	γαλλικά
km²	km²
shtetet	πολιτείες
shtetet	κρατών
shtetet	κράτη
shtetet	χώρες
shtetet	χωρες
informacion	πληροφορίες
informacion	πληροφορία
informacion	πληροφόρηση
shume	πολυ
shume	πολύ
gusht	αύγουστος
gusht	αύγουστο
gusht	αυγούστου
shba	ηπα
pranë	κοντά
pranë	κοντα
top	κορυφαία
top	τοπ
top	top
top	κορυφή
korrik	ιούλιος
korrik	ιούλιο
korrik	ιουλίου
korrik	ιουλιος
katër	τέσσερις
katër	τέσσερα
katër	four
katër	τεσσερα
rëndësishme	σημαντική
rëndësishme	σημαντικο
rëndësishme	σημαντικό
rëndësishme	σημαντικός
fillim	αρχή
prishtinë	πρίστινα
jashtë	έξω
jashtë	εξω
jashtë	έξω
jashtë	out
jashtë	εξω
përbërja	σύνθεση
shën	αγία
shën	αγιος
shën	άγιος
qytet	town
qytet	πολη
qytet	πόλη
qytet	πολη
qytet	πόλη
qytet	city
këtu	εδω
këtu	εδώ
dhënë	δεδομένο
dhënë	δεδομένου
përdorur	χρησιμοποιήθηκε
përdorur	χρησιμοποιείται
përdorur	χρησιμοποιούνται
përdorur	χρησιμοποιούμενα
përdorur	χρησιμοποιούμενες
faqja	σελίδα
faqja	page
faqja	σελιδα
aty	εκει
aty	εκεί
nëpër	μεσω
nëpër	μέσω
krijuar	δημιουργήθηκε
krijuar	δημιούργησε
krijuar	δημιουργήθηκαν
krijuar	δημιουργείται
del	ντελ
del	del
zona	ζώνη
zona	ζωνη
zona	έκταση
zona	εμβαδόν
zona	περιοχή
zona	περιοχη
vit	ετος
vit	έτος
vit	χρονιά
vit	έτο
shpesh	συχνά
shpesh	συχνα
shpesh	συχνά
përfshirë	συμπεριλαμβάνεται
përfshirë	περιλαμβάνονται
përfshirë	συμπεριλαμβάνονται
përfshirë	περιλαμβάνεται
megjithatë	ωστόσο
megjithatë	εντούτοις
data	ημερομηνία
data	ραντεβού
data	ημερομηνια
kryesor	κύρια
kryesor	πρωτογενής
kryesor	πρωτοβάθμια
kryesor	πρωτογενούς
kryesor	πρωτεύον
emri	ονομασία
emri	όνομα
emri	ονομα
jane	τζέιν
jane	jane
jane	τζέην
new	νεα
new	νέο
new	νέα
new	νέος
isbn	isbn
zakonisht	συνήθως
zakonisht	συνηθως
zakonisht	συνήθεις
zakonisht	συνήθης
zakonisht	σύνηθες
reja	νεα
reja	νέο
reja	νέα
reja	νέος
federal	ομοσπονδιακός
federal	ομοσπονδιακό
qarkun	νομό
qarkun	κομητεία
qendër	κέντρο
qendër	κεντρο
qendër	center
qendër	κέντρο
ana	άνα
ana	ana
ana	αννα
ana	άννα
republika	δημοκρατια
republika	δημοκρατία
iii	άρρωστος
iii	iii
iii	ιιι
iii	γ΄
provinca	επαρχία
der	ντερ
der	der
fjalë	λέξη
fjalë	λεξη
fjalë	λογια
fjalë	λόγια
fjalë	λέξεις
ndodhet	εντοπίστηκε
amerikan	αμερικανική
amerikan	αμερικάνικα
amerikan	αμερικανός
amerikan	αμερικάνος
amerikan	αμερικάνικο
amerikan	αμερικανοί
osmane	οθωμανική
pjesa	μέρος
pjesa	μεροσ
ndonjë	οποιαδήποτε
caps	κεφαλαία
caps	καπάκια
ali	αλι
ali	άλι
ali	αλι
ali	ali
ali	αλί
ali	αλή
ali	άλι
shkruar	γραπτές
shkruar	γραπτή
shkruar	γράφτηκε
shkruar	γραμμένα
shkruar	γράψει
shkruar	γραμμένο
kulturore	πολιτιστικός
kulturore	πολιτιστικά
kulturore	πολιτιστικό
kulturore	πολιτιστική
mesme	μεση
mesme	μεσαία
mesme	μέση
mesme	μεσαίο
mesme	μέτρια
mesme	μεσαία
mesme	μεσαίο
mesme	μέσο
shqip	αλβανός
shqip	αλβανοί
shqip	αλβανική
shqip	αλβανικά
numër	αριθμός
numër	νούμερο
atëherë	τότε
atëherë	μετά
mjaft	αρκετά
bazë	βαση
bazë	βάση
bazë	βασικές
bazë	βασικός
bazë	βασική
bazë	βασικό
bazë	βασικού
kohe	χρόνος
kohe	χρονος
kohe	ώρα
kohe	φορά
kohe	ωρα
kohe	χρόνο
ndërtuar	κατασκευάστηκε
ndërtuar	έχτισε
ndërtuar	χτίστηκε
ndërtuar	χτισμένο
nëpërmjet	via
nëpërmjet	μέσω
nëpërmjet	μεσω
nëpërmjet	μέσω
solid	συμπαγής
solid	στερεό
solid	στερεά
solid	συμπαγές
fshati	χωριο
fshati	χωριό
vite	χρονια
vite	ετη
vite	χρόνια
vite	έτη
forcat	δυνάμεις
vdiq	πέθανε
vdiq	πεθανε
sipërfaqja	κύτος
jug	νότιο
jug	νοτια
jug	νότια
jug	νότος
atyre	τους
lidhur	συνδεδεμένο
lidhur	συνδεδεμένη
lidhur	συνδεδεμένοι
lidhur	συνδέονται
lidhur	συνδεδεμένος
lidhur	συνδέθηκε
lidhur	συνδεδεμένο
lidhur	συνδεδεμένη
lidhur	συνδεδεμένα
lidhur	δεμένα
lidhur	δεμένο
lidhur	δεμένη
lidhur	δεμένος
ushtarake	στρατιωτικός
ushtarake	στρατός
ushtarake	στρατιωτική
ushtarake	στρατιωτικοί
ushtarake	στρατιωτικά
veri	βορρά
veri	βορεια
veri	βόρεια
veri	βορράς
papa	πάπας
papa	πάπα
papa	πόουπ
popullore	δημοφιλή
popullore	δημοφιλείς
popullore	δημοφιλής
popullore	δημοφιλές
numri	αριθμός
numri	νούμερο
atij	αυτόν
përveç	εκτός
përveç	εκτος
vepra	opus
vepra	εργάζεται
vepra	έργα
vepra	δουλεύει
vërtetë	πραγματικός
vërtetë	πραγματικό
vërtetë	ρεάλ
vërtetë	αληθινά
vërtetë	πραγματικά
vërtetë	αλήθεια
përmes	via
përmes	μέσω
përmes	μεσω
përmes	μέσω
përdoret	χρησιμοποιήθηκε
përdoret	χρησιμοποιείται
përdoret	χρησιμοποιούνται
përdoret	χρησιμοποιούμενα
përdoret	χρησιμοποιούμενες
dha	έδωσε
arriti	έφτασα
arriti	έφτασε
botë	world
botë	κόσμο
botë	κόσμος
spanjë	ισπανία
ndërkombëtare	international
ndërkombëtare	διεθνείς
ndërkombëtare	διεθνής
ndërkombëtare	διεθνή
ndërkombëtare	διεθνές
shqipëria	αλβανία
sidomos	ειδικά
sidomos	ιδιαίτερα
tretë	τρίτον
tretë	τρίτο
tretë	τρίτη
tretë	τρίτος
veriore	βόρειος
veriore	βόρειο
veriore	βόρεια
veriore	βορεια
merr	πάρτε
merr	λήψη
merr	πάρε
formë	σχήμα
formë	μορφη
formë	μορφή
formë	έντυπο
formë	φόρμα
kisha	εκκλησίες
kisha	τσερτς
kisha	εκκλησία
kisha	εκκλησια
veçantë	ειδική
veçantë	special
veçantë	σπέσιαλ
shteti	χωρα
shteti	χώρα
shteti	κράτος
shteti	πολιτεία
shteti	state
vende	τοποθεσίες
vende	τόποι
vende	μέρη
vende	έδρες
vende	καθίσματα
vende	θέσεις
ndeshje	αντιστοιχία
ndeshje	ματς
ndeshje	αγώνα
ndeshje	ταίριασμα
ndeshje	αγώνας
njerëzit	ατομα
njerëzit	ανθρωποι
njerëzit	άνθρωποι
njerëzit	κόσμος
njerëzit	άτομα
njerëzit	ανθρώπους
ende	ακόμη
ende	ακομα
ende	ακόμα
maqedonisë	σκόπια
maqedonisë	πγδμ
maqedonisë	μακεδονίας
maqedonisë	μακεδονία
shënoi	σκόραρε
shënoi	σημαδεμένος
shënoi	σηματοδότησε
fitoi	κέρδισα
fitoi	γουόν
fitoi	κέρδισε
vendi	χωρα
vendi	χώρα
vendi	τόπος
vendi	μέρος
http	http
faqe	μάγουλο
faqe	σελίδα
faqe	page
faqe	σελιδα
faqe	σελίδες
jeta	life
jeta	ζωή
jeta	ζωη
popullsia	πληθυσμός
popullsia	πληθυσμού
shqiptarët	αλβανών
shqiptarët	αλβανούς
shqiptarët	αλβανοί
kryetar	ομιλητής
kryetar	ομιλήτρια
kryetar	δήμαρχος
luajtur	έπαιζε
luajtur	έπαιζα
luajtur	έπαιξε
luajtur	παίχτηκε
luajtur	έπαιξα
shtëpi	χάουζ
shtëpi	house
shtëpi	σπιτι
shtëpi	σπίτι
shtëpi	σπίτια
shtëpi	πατρίδα
shtëpi	σπιτι
shtëpi	σπίτι
gjuhë	γλώσσες
gjuhë	γλώσσα
gjuhë	γλώσσα
gjuhë	γλωσσα
historike	ιστορική
historike	ιστορικός
historike	ιστορικές
historike	ιστορικά
historike	ιστορική
historike	ιστορικός
fetare	θρησκευτικά
fetare	θρησκευτική
fetare	θρησκευτικές
fetare	θρησκευτικό
perëndimore	δυτικά
perëndimore	δυτική
perëndimore	γουέστ
perëndimore	δύση
perëndimore	δυτικά
perëndimore	γουέστερν
perëndimore	δυτικό
perëndimore	δυτική
perëndimore	western
tri	tri
tri	τρι
tri	τρεις
tri	three
tri	τρία
tri	τρια
shembull	παράδειγμα
shembull	παραδειγμα
tilla	τέτοια
saint	αγία
saint	αγιος
saint	άγιος
asnjë	καμία
asnjë	κανένα
asnjë	ουδέν
plotë	full
plotë	πλήρη
plotë	πλήρες
plotë	πλήρης
rajoni	περιφέρεια
rajoni	περιοχή
rajoni	περιφέρεια
shqiptarëve	αλβανών
shqiptarëve	αλβανούς
shqiptarëve	αλβανοί
shkolla	σχολεία
shkolla	σχολές
shkolla	σχολείο
shkolla	σχολη
shkolla	σχολειο
shkolla	σχολή
afër	κοντά
afër	κοντα
afër	κλείσιμο
afër	κοντά
then	αποτυχία
drejt	ευθεία
drejt	ίσια
drejt	στρέιτ
drejt	κατευθείαν
lindje	ανατολή
lindje	ανατολική
lindje	ανατολικά
lindje	ανατολικό
lindje	ιστ
historia	ιστορία
historia	ιστορια
historia	ιστορία
historia	ιστορια
historia	ιστορικό
film	ταινία
film	ταινια
film	μεμβράνη
film	ταινία
film	ταινια
film	φιλμ
figura	εικόνα
figura	εικονα
figura	αριθμοί
figura	σχήμα
zoti	θεός
zoti	άρχοντα
zoti	άρχοντας
kosova	kosova
kosova	κοσσυφοπέδιο
kosova	κόσοβο
gjuha	γλώσσα
gjuha	γλώσσα
gjuha	γλωσσα
studimet	μελέτες
studimet	σπουδές
familje	οικογενεια
familje	οικογένεια
duket	φαίνεται
duket	φαινεται
duket	φαίνεται
tha	είπε
fillon	ξεκινά
fillon	ξεκινάει
fillon	αρχίζει
fillon	ξεκινά
fillon	ξεκινάει
fillon	αρχίζει
fillon	αρχίζοντας
fillon	εκκίνηση
fillon	ξεκινώντας
anë	πλευρα
anë	πλευρά
anë	side
gjerë	πλατύ
gjerë	ευρύ
gjerë	πλατιά
greke	ελληνική
greke	ελληνικά
greke	ελληνίδα
greke	ελληνικό
greke	ελληνικα
qëllim	σκοπός
qëllim	σκοπό
city	πολη
city	πόλη
city	city
tempulli	τεμπλ
tempulli	ναός
tempulli	ναό
kane	κέιν
von	φον
von	βον
lufta	πόλεμος
lufta	πόλεμο
rast	περίπτωση
rast	υποθεση
rast	υπόθεση
vjen	έρχομαι
vjen	έρχεται
vjen	έρχονται
grupi	ορχήστρα
grupi	συγκρότημα
grupi	μπάντα
grupi	όμιλος
grupi	ομαδα
grupi	group
grupi	ομάδα
pare	δει
pare	εθεάθη
itali	ιταλία
arritur	επετεύχθη
arritur	επιτευχθεί
arritur	επιτεύχθηκε
arritur	επιτεύχθηκαν
shumica	πλειοψηφία
shumica	πλειονότητα
rëndësishëm	instrumental
svg	svg
shkencore	επιστημονική
shkencore	επιστημονικά
shkencore	επιστημονικό
autor	συγγραφέας
autor	συγγραφέα
autor	συντάκτης
përpara	εμπρός
përpara	μπροστά
përpara	πρίν
përpara	πριν
tregon	υποδηλώνει
tregon	παραστάσεις
tregon	δείχνει
tonë	μας
njerëz	ατομα
njerëz	ανθρωποι
njerëz	άνθρωποι
njerëz	κόσμος
njerëz	άτομα
njerëz	ανθρώπους
jugore	νότιο
jugore	νότιος
jugore	νότια
botuar	δημοσιεύθηκε
botuar	δημοσιευθεί
botuar	δημοσιεύτηκε
botuar	δημοσίευση
botuar	δημοσιεύεται
botuar	εκδίδεται
pesë	five
pesë	πεντε
pesë	πέντε
anëtar	μέλος
anëtar	βουλευτής
anëtar	μελος
lloji	τύπου
lloji	type
lloji	τύπος
lloji	είδος
emër	ουσιαστικό
emër	ονομασία
emër	όνομα
emër	ονομα
ibn	ibn
grup	όμιλος
grup	ομαδα
grup	group
grup	ομάδα
mali	ορεινή
mali	βουνό
mali	μάουντεν
mali	όρος
mali	μάλι
zhvillimin	εξέλιξη
zhvillimin	ανάπτυξη
zhvillimin	αναπτυξη
und	und
john	τζων
john	τζον
john	john
john	ιωάννης
vendet	έδρες
vendet	καθίσματα
vendet	θέσεις
vendet	τοποθεσίες
vendet	τόποι
vendet	μέρη
vendet	χώρες
vendet	χωρες
poshtë	down
poshtë	κάτω
poshtë	κατω
poshtë	κατωτέρω
poshtë	κάτω
poshtë	παρακάτω
poshtë	κατω
poshtë	πάτος
poshtë	βυθό
fjala	λέξη
fjala	λεξη
qendrore	κεντρικό
qendrore	κεντρική
qendrore	κεντρικός
qendrore	central
jep	δινει
jep	δίνει
jep	υποτροφίες
jep	επιχορηγήσεις
jep	επιδοτήσεις
jep	παρέχει
jep	δώστε
jep	δώσε
wikipedia	wikipedia
bashkë	μαζί
bashkë	μαζι
hershme	νωρίς
hershme	πρόωρη
jugut	νότιο
jugut	νοτια
jugut	νότια
jugut	νότος
lindore	ανατολική
lindore	ανατολικά
lindore	ανατολικό
lindore	ανατολικές
përfshinë	συμπεριλαμβάνεται
përfshinë	περιλαμβάνονται
përfshinë	συμπεριλαμβάνονται
përfshinë	περιλαμβάνεται
italia	ιταλία
qarqet	κύκλοι
qarqet	κύκλους
qarqet	κυκλώματα
qarqet	κυκλωμάτων
qarqet	συνοικίες
punë	δουλειά
punë	έργο
punë	δουλειά
punë	εργασίες
punë	εργασία
punë	δουλεια
hapur	άνοιξε
hapur	ανοιχτά
hapur	ανοιχτό
hapur	άνοιγμα
hapur	ανοικτό
njihet	γνωστή
njihet	γνωστός
njihet	γνωστό
njihet	γνωστοί
njihet	γνωστές
qendra	κέντρο
qendra	κεντρο
qendra	center
qendra	κέντρο
libri	βιβλιο
libri	βιβλίο
romake	ρωμαϊκό
romake	ρωμαϊκή
romake	ρωμαίος
romake	ρόμαν
shquar	διακεκριμένη
shquar	διακεκριμένο
shquar	διακεκριμένος
administrative	διοικητική
administrative	διοικητικές
administrative	διοικητικός
administrative	διοικητικά
administrative	διοικητικό
pati	πάτι
pati	πάτι
burimi	πηγή
burimi	πηγη
burimi	πόρο
burimi	πόρος
sistemi	συστημα
sistemi	σύστημα
politik	πολιτικό
fushë	πεδίο
shtëpia	πατρίδα
shtëpia	σπιτι
shtëpia	σπίτι
shtëpia	χάουζ
shtëpia	house
shtëpia	σπιτι
shtëpia	σπίτι
kete	αυτο
kete	αυτό
ora	χρόνος
ora	χρονος
ora	ώρα
ora	φορά
ora	ωρα
ora	χρόνο
ora	ora
ora	ρολόι
gola	στόχοι
gola	στόχους
gola	γκολ
serbe	σέρβος
serbe	σέρβο
serbe	σερβικό
serbe	σερβική
serbe	σερβικά
serbe	σέρβος
detit	θάλασσα
detit	θαλασσα
burim	πηγή
burim	πηγη
njeri	ανθρώπινα
njeri	ανθρώπινη
njeri	άνθρωπος
njeri	ανθρώπινο
njeri	ανθρωπίνων
njeri	ανθρώπινος
njeri	άνθρωπος
njeri	φίλε
njeri	φιλε
not	κολύμβηση
not	κολύμπι
faqet	σελίδες
faqet	μάγουλα
ate	αυτόν
lirë	χαλαρά
lirë	χαλαρό
lirë	φθηνό
lirë	φθηνά
lirë	φτηνή
lirë	φτηνό
lirë	δωρεάν
lirë	free
lirë	ελεύθερος
lirë	ελεύθερη
bardhë	άσπρο
bardhë	λευκός
bardhë	λευκό
bardhë	λευκή
bardhë	λευκά
komuniste	κομμουνιστικό
komuniste	κομμουνιστική
komuniste	κομμουνιστής
gjermane	γερμανοί
gjermane	γερμανός
gjermane	γερμανικό
gjermane	γερμανικά
gjermane	γερμανική
ujë	νερό
ujë	νερο
ujë	ύδωρ
zhvilluar	αναπτύχθηκαν
zhvilluar	αναπτύχθηκε
zhvilluar	αναπτυχθεί
rrethi	κύκλο
rrethi	κύκλος
koha	χρόνος
koha	χρονος
koha	ώρα
koha	φορά
koha	ωρα
koha	χρόνο
letrare	λογοτεχνικό
tokë	γη
tokë	γή
tokë	ξηρά
tokë	land
tokë	γη
tokë	στεριά
histori	ιστορία
histori	ιστορια
histori	ιστορία
histori	ιστορια
histori	ιστορικό
kreu	κεφαλής
kreu	κεφαλή
kreu	κεφάλι
njeriu	άνθρωπος
njeriu	φίλε
njeriu	φιλε
gjendje	κατάσταση
gjendje	κατασταση
gjendje	κατάσταση
gjendje	όρος
amerikane	αμερικανική
amerikane	αμερικάνικα
amerikane	αμερικανός
amerikane	αμερικάνος
amerikane	αμερικάνικο
amerikane	αμερικανοί
krye	κορυφαία
krye	τοπ
krye	top
krye	κορυφή
tirana	τίρανα
tirana	τιράνων
vendos	σετ
vendos	αποφασίστε
vendos	αποφασίσει
vendos	αποφάσισε
mbajtur	διατηρηθεί
mbajtur	διατηρήθηκε
mbajtur	διατηρήθηκαν
mbajtur	διατηρείται
com	com
colspan	colspan
përfshin	περιλαμβάνονται
përfshin	περιλαμβάνει
george	γεώργιος
george	τζωρτζ
george	τζορτζ
george	γιώργος
george	george
elektrike	ηλεκτρικά
elektrike	ηλεκτρικές
elektrike	ηλεκτρική
elektrike	ηλεκτρικός
elektrike	ηλεκτρικά
elektrike	ηλεκτρικό
elektrike	ηλεκτρική
elektrike	ηλεκτρικός
luftë	πόλεμος
luftë	πόλεμο
arsye	λόγους
arsye	λόγοι
arsye	αιτία
arsye	λόγος
punuar	δούλεψε
punuar	εργάστηκε
punuar	δούλευε
punuar	δουλεύοντας
perëndim	δυτικά
perëndim	δυτική
perëndim	γουέστ
perëndim	δύση
fëmijë	παιδια
fëmijë	παιδιά
fëmijë	τέκνο
fëmijë	παιδι
fëmijë	παιδί
fëmijë	παιδια
fëmijë	τέκνα
fëmijë	παιδιά
malit	ορεινή
malit	βουνό
