年	год
部分	частичное
部分	частично
部分	частично
部分	отчасти
中央	центральная
中央	центральное
中央	центральной
中央	центральный
森	сен
森	мори
郡	графство
郡	округе
郡	округ
國家	государства
國家	штатов
國家	штаты
國家	страна
國家	страны
國家	штат
國家	состояние
國家	государство
國家	национальные
國家	национальных
國家	national
國家	национальная
國家	национальный
國家	стран
國家	страны
球	бал
球	шар
球	мяч
生	raw
生	сырой
但是	но
街	улица
街	street
城市	city
城市	город
城市	города
城市	города
城市	городов
一些	некоторых
一些	некоторые
長	длинный
長	длинная
長	длинные
長	долго
長	лонг
水	вода
水	воды
水	воду
人物	характер
人物	персонаж
人物	символ
軍	армии
軍	армия
加入	присоединиться
加入	присоединяйтесь
加入	присоединилась
加入	присоединился
加入	присоединились
加入	вступила
加入	присоединение
英	ин
上海	шанхай
史	ши
第三	третье
第三	третий
第三	третья
屬	род
魚	рыбка
魚	рыба
魚	рыбы
波	волна
波	волны
回	назад
回	back
回	спина
回	обратно
吉	кэт
你	тебя
你	you
你	вы
你	ты
方	фан
話	диалект
東	восточная
東	востоке
東	восток
東	ист
東	east
東	восточный
英國	англии
英國	англия
周	недели
周	неделю
周	неделя
周	недели
周	недель
周	чжоу
周	чоу
石	ши
石	камень
石	стоун
石	stone
事件	инцидента
事件	инцидент
事件	происшествие
事件	инциденты
事件	происшествия
事件	инцидентов
事件	события
事件	мероприятия
事件	мероприятие
事件	событие
建立	создание
建立	создания
建立	сотворение
建立	учреждение
建立	строить
建立	построить
生活	живущие
生活	живые
生活	живое
生活	life
生活	жизнь
生活	жизни
派	пирожок
派	пирог
教育	просвещение
教育	образование
車站	станция
車站	station
車站	вокзал
車站	станции
之後	после
之後	after
國際	международные
國際	международный
獎	awards
獎	награды
獎	премия
獎	приз
獎	премия
獎	награду
獎	награда
完成	закончили
完成	завершена
完成	закончил
完成	завершено
完成	закончить
完成	завершить
完成	сделано
完成	полный
完成	полная
完成	завершить
白	белые
白	уайт
白	white
白	белый
白	белое
白	бай
音樂	музыка
音樂	музыку
音樂	music
音樂	музыкальные
音樂	музыкальная
音樂	мюзикл
沙	ша
沙	песок
沙	шах
他們	они
可能	возможная
可能	возможна
可能	возможно
可能	возможен
分布	распространение
分布	распределение
分布	распределения
分布	распространенный
分布	распространено
分布	распространен
地區	районы
地區	области
地區	округ
地區	район
地區	область
地區	район
地區	площадь
車	машину
車	автомобиль
車	car
車	вагон
車	машина
車	автомобили
車	машины
官	офицер
梅	мая
梅	мэй
梅	май
梅	майские
梅	мэй
梅	мей
中文	китайская
中文	китайское
中文	китайцы
中文	китайский
中文	китая
自由	свободы
自由	свободу
自由	свобода
自由	свобода
自由	свободно
自由	бесплатно
自由	свободный
自由	свободной
自由	бесплатный
自由	бесплатные
黃	вонг
黃	хван
黃	хуан
黃	желтая
黃	жёлтый
黃	желтые
黃	желтый
獲得	получить
獲得	получите
光	light
光	свет
光	света
光	светло
光	хикари
重要	важность
重要	важная
重要	важно
重要	важных
重要	важное
重要	важные
重要	важны
工程	инженерии
工程	инжиниринг
工程	работает
港	харбор
港	гавань
港	порт
港	порту
港	гавани
港	харбор
港	гавань
列	колонна
列	колонка
列	колонке
列	столбец
段	дуань
最後	последние
最後	последнее
最後	last
最後	последний
最後	последняя
提交	представление
提交	представлено
提交	представленное
提交	представлен
提交	представленный
經	сутра
需要	нужно
需要	нужна
需要	потребность
需要	требуется
需要	потребностей
需要	потребности
江	ривер
江	река
江	реки
江	цзян
臺灣	тайвань
臺灣	тайваня
最佳	оптимального
最佳	оптимальные
最佳	оптимальное
最佳	оптимальный
最佳	оптимально
最佳	оптимального
最佳	оптимальный
最佳	оптимальное
最佳	оптимально
這個	this
這個	это
這個	эта
這個	этот
泰	тхэ
泰	тай
地方	место
地方	места
地方	местами
系列	серия
系列	серии
電視	телевидения
電視	телевидение
電視	телевизор
登	дэн
黑	тёмный
黑	темно
黑	dark
黑	темная
黑	темноте
黑	тёмная
黑	чёрное
黑	черный
黑	black
黑	чёрные
黑	чёрный
花	хана
花	цветы
花	цветочки
花	цветочек
花	цветок
神	god
神	боже
神	бог
遊戲	game
遊戲	игра
遊戲	games
遊戲	игры
宗	цзун
清	цин
最高	сверху
最高	верх
最高	топ
最高	top
最高	наивысший
最高	верховный
最高	высшая
最高	высший
要求	требование
要求	требования
要求	потребности
要求	требования
要求	требует
要求	запросить
要求	просьба
要求	просьбе
要求	запрос
要求	потребовать
要求	спрос
要求	спроса
要求	требование
要求	просьбы
要求	запросы
讓	жан
讓	джин
讓	пусть
讓	let
版本	версии
版本	версия
版本	издания
版本	версии
版本	версий
發現	найдена
發現	найдено
發現	нашла
發現	найден
發現	найдены
發現	обнаружить
發現	открытие
發現	обнаружение
語	язык
只有	только
內容	содержимое
內容	контент
內容	материалы
最大	max
最大	макс
華	хуа
華	вах
製作	производство
製作	производства
製作	productions
出生	родилась
出生	родился
出生	роды
出生	рождения
出生	рождение
朱	чжу
朱	жу
朱	джу
航空	авиация
航空	авиации
航空	aero
航空	авиакомпании
航空	авиалинии
航空	авиакомпания
航空	авиакомпании
航空	авиалинии
航空	airlines
航空	воздух
航空	air
數	граф
數	считать
數	подсчет
數	рассчитывает
數	считаю
數	считать
數	число
數	номер
數	количество
出版	опубликован
出版	опубликованный
出版	опубликовано
出版	опубликована
出版	опубликованные
出版	издательство
出版	публикация
出版	публикация
出版	опубликование
出版	издание
發展	развитие
發展	разработка
成功	успешное
成功	успешные
成功	успешно
成功	успешного
成功	успешная
成功	успешный
成功	успех
成功	успеха
面積	область
面積	район
面積	площадь
堡	форт
堡	крепость
系統	система
系統	system
系統	системы
系統	систем
蘭	лан
劉	ю
劉	лю
劉	лау
班	спасатели
班	команда
班	отряд
班	взвод
冠軍	чемпион
冠軍	чемпион
冠軍	чемпионов
冠軍	чемпионы
問題	проблемы
問題	проблема
問題	вопрос
問題	вопросы
康	кан
海拔	высота
島	острова
島	island
島	остров
島	островных
方式	способ
方式	метод
率	ставка
率	оцените
請	пожалуйста
名稱	имя
名稱	название
名稱	названия
名稱	имена
官方	официально
愛	любить
愛	love
愛	люблю
愛	любовь
愛	любим
得到	получить
得到	получите
平	квартиру
平	квартира
平	пинг
平	пин
印度	индию
印度	индия
印度	индии
街道	улица
街道	street
街道	улицы
街道	улицах
街道	микрорайон
存在	существование
存在	бытие
存在	присутствие
刪除	удаленные
刪除	исключен
刪除	удалена
刪除	удалено
刪除	удаление
刪除	убрать
刪除	удалить
刪除	исключить
刪除	удаление
刪除	удалить
設計	конструкций
設計	design
設計	конструкция
設計	проектирование
設計	дизайн
設計	проектирование
發行	выдача
卡特	картер
群	группа
群	группы
群	group
命名	назвать
負責	ответственное
負責	ответственные
負責	ответственная
負責	ответственный
服務	услуг
服務	услуги
服務	обслуживание
服務	службы
服務	подавать
服務	служить
服務	служит
服務	услуга
服務	служба
服務	сервис
服務	службы
服務	услуги
服務	обслуживание
機	machine
機	машина
機	аппарат
任何	любой
任何	любую
任何	любые
任何	любое
任何	любая
列表	перечень
列表	список
唐	тан
唐	дон
唐	don
唐	дона
唐	дону
西班牙	испанию
西班牙	испания
西班牙	испании
頁	страницы
頁	страниц
條	полоски
兩	два
兩	две
兩	двое
當	когда
當	when
超	ультра
超	ultra
超	super
超	супер
丁	динь
夏	ся
以上	выше
著名	известная
著名	знаменитая
著名	известный
著名	знаменитость
著名	знаменитый
聖	святой
聖	сен
聖	сент
聖	святая
志	чи
已經	уже
梁	луч
梁	пучок
梁	люн
梁	лян
梁	лучи
專輯	альбом
專輯	альбомы
角色	характер
角色	персонаж
角色	символ
角色	роль
角色	роли
角色	символов
角色	персонажей
角色	символы
角色	персонажи
角色	ролях
角色	роли
武	такэси
赫	хёк
半	половины
半	половина
半	половину
半	наполовину
成員	участник
成員	член
成員	членов
成員	члены
成員	участники
東京	токио
新聞	news
新聞	новость
新聞	новости
現在	сейчас
現在	теперь
劇	драма
劇	драмы
後來	позднее
後來	позже
女性	самки
女性	женщины
女性	женское
女性	женщины
女性	женский
女性	женская
女性	женщина
女性	женщины
女性	женщин
高度	высота
高度	высота
高度	рост
說	скажи
說	скажем
說	скажите
說	сказать
男	мужской
男	мужчина
男	самец
男	мужские
之前	до
之前	перед
之前	прежде
合作	сотрудничество
合作	сотрудничество
合作	сотрудничать
門	врата
門	ворота
門	двери
門	дверь
門	двери
卷	ролл
卷	rolls
位置	позиция
位置	должность
位置	положение
位置	местоположение
位置	расположение
位置	местонахождение
位置	место
活動	мероприятия
活動	деятельность
活動	события
活動	мероприятия
活動	мероприятие
活動	событие
活動	активность
活動	действия
活動	деятельность
只	только
歷史	истории
歷史	история
歌曲	песни
歌曲	songs
歌曲	песня
歌曲	песнь
歌曲	song
點	точки
點	точками
點	точка
點	дот
點	точка
點	очко
點	point
一次	однажды
一次	раз
植物	растения
植物	растения
植物	завод
植物	растение
植物	растений
封	фэн
封	печать
皮	кожа
非常	очень
而且	и
通常	обычно
通常	обычно
形成	формирования
形成	формирование
形成	формируется
形成	формирования
形成	формирование
比賽	game
比賽	игра
比賽	гонки
比賽	гонка
比賽	расы
比賽	раса
比賽	конкурс
比賽	евровидение
聯賽	лиги
聯賽	лига
九	девять
九	nine
學校	школ
學校	школы
學校	школе
學校	school
學校	школа
學校	школы
完全	полностью
完全	совершенно
完全	совершенно
完全	полностью
完全	абсолютно
信	буквы
信	письма
信	буква
信	письмо
期間	период
接受	принятие
接受	признание
接受	принятии
接受	принят
接受	принята
接受	приняты
接受	принято
接受	принимаю
接受	примите
接受	принимаем
接受	принять
書	книга
書	книгу
書	книг
書	книги
交通	транспорт
交通	транспортировка
交通	пробки
交通	движения
交通	трафик
交通	движение
交通	транспорт
交通	перевозка
交通	перевозки
木	деревянные
木	деревянный
木	дерево
木	древесина
木	вуд
木	дрова
木	древесины
討論	обсуждения
討論	дискуссии
討論	обсудить
故事	story
故事	новость
故事	рассказ
故事	история
故事	истории
故事	рассказы
直接	прямая
直接	direct
直接	прямые
直接	директ
直接	напрямую
直接	непосредственно
參與	участвующие
參與	участвовавшие
參與	участвующих
參與	вовлечение
參與	вовлечение
參與	участие
參與	участие
朗	лэнг
朗	лон
湖	озеро
湖	лейк
根	рут
根	корень
根	корни
保留	оговорки
保留	бронирование
保留	оговорок
保留	защищены
保留	оговорка
保留	бронирование
保留	оговорки
希望	надеюсь
希望	хоуп
希望	надежда
希望	надеемся
手	рука
手	руку
手	руки
心	heart
心	сердце
心	сердцу
心	сердца
巴士	автобус
巴士	автобусы
巴士	автобусов
播放	трансляция
播放	трансляции
播放	вещание
播放	play
播放	играть
播放	играйте
播放	играй
播放	воспроизведения
播放	воспроизведение
播放	играет
播放	пьесы
播放	играю
播放	играет
音	согласные
音	тон
增加	увеличить
增加	увеличение
增加	увеличивает
角	углу
角	уголок
角	угол
角	угол
角	угловое
角	плащ
角	мыс
角	точка
角	очко
角	point
天文台	обсерваторий
天文台	обсерватории
天文台	обсерватория
耶	ура
這些	эти
丹	дан
丹	дэн
太	слишком
太	тоже
徐	seo
徐	со
永	крыло
永	крыла
永	ён
歌	песни
歌	songs
歌	песня
歌	песнь
歌	song
美元	доллары
美元	доллар
霍	нп
圖	диаграмма
圖	граф
圖	график
圖	диаграмма
圖	фигура
圖	диаграмма
圖	рисунок
圖	цифра
投票	голосования
投票	проголосовать
投票	голосовать
投票	голосование
投票	голосуйте
投票	голосования
投票	голосование
投票	опрос
灣	бухте
灣	бей
灣	бэй
灣	залив
灣	bay
民主	демократии
民主	демократия
寺	храм
雖然	хотя
雖然	хотя
參加	участвующие
參加	участвовавшие
參加	участвующих
參加	посещающих
特別	особая
特別	специальный
特別	специального
特別	специальная
特別	специальные
特別	специальное
控制	контроля
控制	контроль
控制	управление
控制	контролирует
控制	контроль
蒙	мон
戰	битва
戰	бой
戰	сражение
戰	войны
戰	war
戰	война
電視台	телевидения
電視台	телевидение
電視台	телевизор
以下	ниже
然而	однако
七	seven
七	семь
七	седьмая
口	рот
仁	джин
仁	джен
委員會	комиссия
委員會	комиссии
編輯	правка
編輯	редактировать
編輯	изменить
編輯	редактирование
編輯	монтаж
編輯	редактирование
編輯	редактирования
編輯	редактора
編輯	редактор
資料	данные
資料	данных
資料	data
隆	рю
青	цин
播出	трансляция
播出	трансляции
播出	вещание
路線	маршрутов
路線	маршруты
路線	маршрут
路線	трасса
年度	год
宋	песня
宋	песнь
宋	song
附近	вблизи
附近	рядом
附近	близко
附近	неподалеку
附近	рядом
附近	поблизости
歌手	певцов
歌手	певица
歌手	певец
店	shop
店	магазин
店	магазин
二十	twenty
二十	двадцать
組織	организации
組織	организация
組織	организация
組織	ткань
組織	ткани
組織	деление
組織	дивизион
組織	подразделение
組織	отдел
分類	классификации
分類	классификаций
分類	классифицировать
分類	классификации
分類	классификация
教授	профессор
教授	преподаватель
盃	чашка
盃	чаша
盃	кубок
盃	cup
源	источник
八	восемь
八	восьмой
八	eight
法國	франции
法國	франс
法國	франция
法國	france
除了	кроме
文字	текста
文字	текст
民族	национальностей
民族	национальности
主席	президент
主席	председатель
主席	председатель
主席	председателю
主席	председателя
主席	председатель
不過	но
文物	артефакты
文物	древностей
文物	реликвий
老	старая
老	old
老	старые
老	старое
老	старый
女子	женщину
女子	женщина
選	выберите
世紀	век
世紀	столетие
鐵	железа
鐵	утюг
鐵	железо
鐵	железный
德國	германия
德國	германию
德國	германии
票	билеты
票	билет
動畫	аниме
打	бой
打	драка
關係	взаимоотношения
關係	отношения
關係	отношений
關係	отношения
關係	взаимосвязь
關係	взаимоотношения
關係	отношения
能力	компетентность
能力	компетенция
能力	вместимость
能力	емкость
能力	способность
能力	потенциал
能力	потенциала
能力	умение
能力	способность
佛	будда
少	меньше
少	меньше
少	менее
網站	вебсайт
網站	сайт
網站	сайт
網站	сайты
模板	шаблоны
模板	шаблон
頭	head
頭	головка
頭	голова
頭	голову
個人	личная
個人	личные
個人	личное
個人	личного
個人	личный
個人	индивидуальные
個人	отдельных
個人	индивидуальное
個人	индивидуальный
個人	индивидуальная
擁有	хранение
擁有	владение
擁有	обладание
擁有	владеть
學生	учащиеся
學生	ученики
學生	студентов
學生	студенты
學生	студентка
學生	ученик
學生	студент
鎮	town
鎮	город
鎮	городок
南部	южные
南部	южная
南部	южный
南部	южной
南部	южное
南部	южная
南部	юг
南部	южный
南部	южной
語言	языки
語言	языках
語言	язык
模式	режимы
模式	шаблон
模式	узор
模式	схеме
模式	шаблоны
模式	режим
模式	mode
相關	актуально
相關	соответствующих
相關	связанные
決定	постановляет
決定	решение
決定	решения
楊	джен
楊	ян
楊	яна
楊	джан
楊	янг
楊	ян
楊	ё
方向	направления
方向	направление
方向	ориентация
方向	ориентации
方向	направленность
郭	го
方法	методики
方法	методологии
方法	способ
方法	метод
方法	методы
影響	эффект
影響	влияние
影響	воздействие
影響	результативность
影響	последствия
影響	воздействие
影響	влияние
影響	последствия
影響	эффекты
屬於	принадлежали
許多	многих
許多	много
許多	многим
許多	многие
第四	четвертой
第四	четвертый
第四	четвертое
第四	четвёртая
第四	четвёртый
第四	четвертая
秀	су
死	мертвый
死	умер
死	мертвые
死	мертв
死	мертва
自治	автономии
自治	самостоятельность
自治	автономию
自治	автономия
蘇	сью
甚至	даже
開	открыть
開	открытый
開	открыто
開	open
開	открытая
見	видишь
見	посмотреть
見	см
田	тянь
只是	просто
只是	только
結束	конце
結束	end
結束	конец
巴西	бразилия
巴西	бразилию
巴西	бразилии
共同	общих
共同	общие
共同	общая
出版社	издательство
出版社	издатель
出版社	издателей
提名	кандидатуры
提名	назначение
提名	выдвижение
提名	номинации
提名	назначенных
提名	назначенные
保護	защита
保護	защищать
保護	защитить
保護	защитите
保護	защита
保護	охрана
保護	охраняемых
保護	защищена
保護	защищены
保護	защищен
加上	добавить
加上	добавьте
加上	плюс
加上	plus
食	ем
獨立	инди
獨立	независимый
獨立	независимая
獨立	независимое
獨立	независимые
獨立	независимости
獨立	независимость
包含	содержит
距離	расстояние
距離	расстояния
社會	общество
社會	общества
社會	общества
社會	социальное
社會	социального
社會	социальный
社會	социальная
社會	социальные
加拿大	canada
加拿大	канаду
加拿大	канада
兩個	два
兩個	две
兩個	двое
公尺	метрах
公尺	метров
公尺	счетчик
公尺	метр
公尺	метров
還	также
哥	братец
哥	брат
歐洲	europe
歐洲	европу
歐洲	европа
歐洲	европы
歐洲	европейская
歐洲	европейского
歐洲	европейское
歐洲	европейский
像	нравится
像	like
像	как
鐵路	железнодорожные
鐵路	железнодорожных
鐵路	железнодорожный
鐵路	железнодорожных
鐵路	железнодорожный
鐵路	railroad
居民	жителей
居民	резиденты
居民	жители
功能	функция
功能	функции
功能	особенности
功能	функции
功能	функциональные
功能	функциональная
功能	функциональных
功能	особенность
功能	функциональность
聯盟	союз
聯盟	union
聯盟	профсоюз
聯盟	юнион
聯盟	союза
聯盟	лиги
聯盟	лига
聯盟	альянс
聯盟	союзы
聯盟	коалиция
聯盟	коалицию
聯盟	коалиции
洪	повесили
洪	хун
洪	хун
洪	хон
利用	используйте
利用	использование
利用	использовать
平均	средняя
平均	средний
平均	среднее
侵	штурм
侵	нападение
侵	атака
雙	двойная
雙	двойное
雙	двойной
雙	двойные
再次	опять
再次	вновь
再次	снова
網	web
網	веб
網	сеть
網	сети
網	network
網	нетто
網	net
網	чистый
施	ши
量	количество
演員	бросили
演員	субъектов
演員	актеры
演員	актриса
演員	актёр
演員	актер
亞洲	азиатская
亞洲	азиатские
亞洲	азии
亞洲	азиатский
亞洲	азии
亞洲	азия
亞洲	asia
全球	глобально
全球	глобус
全球	глобальные
全球	глобальное
全球	global
全球	глобальный
全球	глобальная
全部	всем
全部	всех
全部	all
全部	все
北部	северный
北部	северная
北部	север
北部	норт
北部	северной
北部	северный
北部	северная
北部	северные
北部	северное
北部	северной
運動	спортивные
運動	спорт
運動	спортивная
運動	sports
運動	ходатайство
運動	движение
運動	sport
運動	спорт
運動	передвижение
運動	движение
中共	кпк
中共	упк
中共	коп
中共	кпк
毛	брутто
毛	валового
毛	мао
草	трава
草	травы
草	траве
草	траву
直到	до
名字	имя
名字	название
地球	earth
地球	земля
死亡	death
死亡	смерть
戰爭	войны
戰爭	war
戰爭	война
戰爭	войн
戰爭	войны
作曲	сочинять
溪	крик
溪	ручей
邦	понг
紅	красные
紅	красная
紅	красный
紅	красное
紅	красного
紅	red
唱片	запись
唱片	рекорд
唱片	записать
唱片	записывать
安全	безопасно
安全	безопасное
安全	сейф
安全	обезопасить
玉	джейд
學院	академии
學院	академия
學院	коллегия
學院	колледж
學院	колледжей
學院	колледжи
勝	шэн
豪	хоу
豪	хау
原因	причины
原因	причина
原因	причиной
原因	причина
通過	виа
通過	via
通過	через
通過	сквозь
通過	через
通過	пропуск
通過	пройти
通過	пас
管	трубы
管	трубка
管	труба
管	трубку
管	трубка
強	сильный
強	сильная
強	сильные
強	сильна
強	сильное
選舉	выборы
選舉	избрание
選舉	выборы
辛	грех
辛	син
辛	синь
漢	хан
法律	закон
法律	право
法律	законов
法律	законы
革命	революция
革命	революции
革命	революции
計劃	план
計劃	планы
時代	времена
時代	таймс
時代	times
男性	мужчины
男性	самцы
男性	мужчин
男性	мужской
男性	мужчина
男性	самец
男性	мужские
男性	мужчин
男性	men
男性	мужчины
男性	мужики
目的	цели
形式	форме
形式	форма
形式	бланк
形式	формуляр
形式	форму
形式	формат
鄭	чжэн
鄭	чон
鄭	чжон
鄭	чон
基本	базовые
基本	основные
基本	базовый
基本	базовая
基本	basic
葉	лист
葉	ип
單位	подразделения
單位	единицы
單位	подразделений
單位	подразделение
單位	единицы
單位	единица
修	исправить
修	починить
科技	технология
科技	техника
科技	технологии
科技	tech
青年	молодежи
青年	молодость
青年	молодёжь
青年	молодежь
流	потокового
流	поток
流	потока
流	потоки
流	потоков
流	ручьи
流	ручей
流	поток
蒙古	монголии
蒙古	монголии
蒙古	монголия
結果	итоги
結果	итог
結果	результаты
結果	результат
結果	результат
教	обучение
教	преподавание
教	преподавания
教	преподавать
教	учить
教	научить
解放	эмансипации
解放	освобождение
解放	освобождения
解放	освобождение
解放	освободили
解放	освобожденных
解放	освобожден
祖	джо
體	body
體	тела
體	тело
球隊	команды
球隊	команда
球隊	team
左	левой
左	слева
左	налево
左	осталось
左	оставил
戴	дай
戴	надеть
戴	носить
自然	естественно
自然	естественные
自然	естественный
自然	естественное
自然	природных
自然	натуральные
自然	натуральный
自然	характер
自然	характера
自然	натура
自然	природа
台北	тайбэй
澳門	макао
澳門	макао
新的	новые
新的	новинка
新的	новая
新的	новый
新的	новых
新的	новое
經濟	экономика
經濟	экономические
經濟	экономическая
經濟	экономического
經濟	экономический
經濟	экономия
經濟	экономика
傑	цзе
傑	джей
切	сократить
切	вырезать
切	снято
一起	вместе
越南	вьетнам
越南	вьетнама
權	квон
快速	быстрый
快速	быстро
快速	быстрая
快速	быстрый
快速	быстро
快速	быстрая
學	обучения
學	обучение
學	учимся
學	учусь
學	учиться
學	учись
學	учитесь
職業	профессий
職業	профессии
職業	карьера
職業	карьеры
職業	профессия
職業	карьера
職業	карьеры
職業	оккупация
職業	профессия
職業	оккупации
團	полк
團	полка
百	hundred
百	сотня
百	сто
廣	широкая
廣	широкие
廣	широкого
廣	широкий
廣	широкая
廣	широкие
