گوینده	vorbitor
امریکایی	americanca
بارون	baron
بارون	ploaie
بارون	ploua
بارون	ploi
بارون	rain
بیکر	brutar
بیکر	baker
بروسیا	borussia
گی	homosexual
گی	homo
گی	gay
مخرب	distructiv
مخرب	distructive
مخرب	distructiva
تهمت	defaimare
تهمت	calomnie
تهمت	calomnie
تاسیسات	facilitatea
تاسیسات	facilitate
آبیلا	ávila
حسگر	senzorul
حسگر	senzor
مستعمره	colonia
مستعمره	colonie
بودا	buda
بودا	buddha
مکاتب	comunicator
صاریغ	oposum
خودگردان	autonoma
خودگردان	autonome
خودگردان	autonom
محققین	cercetatorii
محققین	cercetatori
محققین	cercetatorilor
محققین	cercetatori
قسطنطنیه	constantinopol
ایمن	ayman
ایمن	securizata
ایمن	secure
ایمن	eamon
جفرسون	jefferson
ناخواسته	nedorit
ناخواسته	nedorita
ناخواسته	nedorite
کاوشگر	sonda
کاوشگر	sonda
کاوشگر	lander
کاوشگر	explorer
کاوشگر	explorator
قطعاً	categoric
ویرانی	ruina
ویرانی	ruina
ویرانی	distrugere
ویرانی	distrugerea
ویرانی	distrugeri
غده	tumora
غده	tumoare
غده	tumora
غده	glanda
بروک	brooke
بروک	brook
یزید	yazid
کاله	kalle
کاله	calais
مرمر	marmura
مرمر	marmura
مقاصد	intentii
مقاصد	scopuri
مقاصد	destinatii
زیارتگاه	altarul
زیارتگاه	altar
گراد	grad
سنتور	centaur
انعقاد	coagulare
توفیق	asistenta
توفیق	asistenta
رکن	pilonul
رکن	stalp
رکن	pilon
پاسخگویی	raspuns
پاسخگویی	raspunde
پاسخگویی	raspunde
پاسخگویی	raspuns
پاسخگویی	raspunsul
جنسیتی	sexul
جنسیتی	gen
جنسیتی	sex
گیلبرت	gilbert
پدرو	pedro
تریلر	thriller
تریلر	remorca
تریلر	remorca
تریلر	rulota
تریلر	rulota
تریلر	trailer
چاک	chuck
ضلعی	patrulater
خوک	porcilor
خوک	porcii
خوک	porci
خوک	porcine
خوک	purcel
خوک	porc
بازوی	brat
بازوی	bratul
بازوی	arm
بازوی	brat
دوازدهمین	twelfth
مدیاویکی	mediawiki
بیداری	treaz
بیداری	treaza
جامی	cani
جامی	cupe
جامی	cupa
جامی	cupa
جامی	ceasca
نیکون	nikon
اکبرآباد	akbarabad
آری	aye
تزئینات	decoratiuni
شوهرش	sot
شوهرش	sotul
شوهرش	sotul
شوهرش	sot
کالین	colin
برونو	bruno
مارپیچی	spirala
مارپیچی	spirala
باخ	bach
قذافی	gaddafi
بازگشایی	redeschiderea
مونتاژ	montaj
گمنام	anonima
گمنام	anonim
گمنام	anonime
ناراحتی	trista
ناراحتی	trista
ناراحتی	sad
ناراحتی	triste
ناراحتی	trist
محبت	bunatate
محبت	bunatatea
محبت	afectiune
محبت	afectiune
همخوانی	coerenta
همخوانی	coerenta
باک	buck
باک	bak
باک	bock
کارا	kara
کارا	cara
کارا	carei
جنبشی	cinetica
وبا	holera
جهانگردان	exploratori
آستوریاس	asturias
تزئین	decor
تزئین	decora
پیشوند	prefix
پیشوند	prefixul
بیهوشی	anestezic
نشستن	stand
نشستن	sedinta
شایان	cheyenne
نیایش	invocare
نیایش	glorificare
نیایش	rugaciuni
نیایش	rugaciunile
بیشه	aika
کلامی	verbale
کلامی	verbala
کلامی	verbal
کلامی	lingvistic
کلامی	lingvistice
کلامی	lingvistica
تناقض	paradoxul
تناقض	paradox
تناقض	contradictie
قضائیه	judiciar
تعطیلی	inchidere
لیندا	linda
لیندا	lynda
قسم	jura
قسم	jura
قسم	juramant
قسم	juramantul
کمبوجیه	cambyses
آرم	brat
آرم	bratul
آرم	arm
آرم	brat
دلاور	delaware
اتصالات	legaturi
اتصالات	conexiuni
فراخوانی	chemarea
فراخوانی	chemare
فراخوانی	apelarea
اسیدی	acidul
اسیدی	acid
اسیدی	aciditate
بیکاری	somaj
فلفل	pepper
فلفل	piper
فلفل	ardei
فلفل	piperul
هاپکینز	hopkins
شیطانی	demonic
شیطانی	demonica
شیطانی	demonice
مگس	muste
کالاها	marfuri
کالاها	bunuri
کالاها	marfuri
کالاها	marfuri
لیبریا	liberia
لیبریا	liberian
لای	lai
پنجشنبه	thu
پنجشنبه	joi
پنجشنبه	joia
بقای	supravietuire
بقای	supravietuire
نامیبیا	namibia
سورینام	surinam
طیفی	spectrala
کمدین	comediant
جن	jen
جن	djinn
جن	jenn
میکس	amesteca
میکس	amestec
میکس	amesteca
میکس	mix
یوهانس	johannes
بذر	seminte
بذر	samanta
بذر	seminte
بذر	seminte
عملگر	operator
عملگر	operatorul
عملگر	operatorului
تکن	tekken
فرصتی	oportunitatea
فرصتی	ocazie
فرصتی	oportunitate
اخطار	notificare
اخطار	notificari
اخطار	notificarea
اخطار	avertizare
اخطار	avertisment
بخارست	bucuresti
بخارست	bucuresti
بخارست	bucuresti
حباب	bubbles
حباب	bulele
حباب	bule
حباب	bula
حباب	bula
پالس	pulsul
پالس	puls
گرانت	subventie
گرانت	grant
تقریب	aproximare
هیلاری	hillary
هیلاری	hilary
نژادهای	rase
بهاری	primavara
بهاری	primavara
بهاری	primavara
بهاری	izvor
بهاری	spring
مزدا	mazda
نقدهای	recenzii
تفریح	recreere
گان	gunn
نرگس	narcis
نرگس	nargis
سبزی	hranitoare
کپنهاگ	copenhaga
کارولین	caroline
صدمه	daune
صدمه	pagube
صدمه	avarii
صدمه	stricaciuni
صدمه	ranit
صدمه	ranit
شارژ	taxat
خنده	rasul
خنده	ras
خنده	rasete
خنده	razi
خنده	rade
خنده	rade
خنده	razi
ملایم	blanda
ملایم	bland
ملایم	blanda
ملایم	usoara
ملایم	moi
ملایم	moale
ییلاق	rural
ییلاق	tara
ییلاق	tara
ییلاق	tara
ییلاق	tara
ییلاق	tara
مایا	maya
داند	stie
داند	stie
اشتوتگارت	stuttgart
جوار	admite
چنگیز	genghis
لانه	cuib
لانه	cuibul
لانه	barlog
لانه	den
منسوخ	arhaic
منسوخ	demodat
منسوخ	invechit
سانسکریت	sanscrita
محکومیت	convingeri
محکومیت	condamnari
محکومیت	condamnare
محکومیت	convingere
محکومیت	condamnarea
محکومیت	convingerea
امتیازات	privilegiile
امتیازات	privilegii
امتیازات	scoruri
امتیازات	scorurile
استعمال	utilizare
استعمال	folosire
محفوظ	protejat
محفوظ	protejata
محفوظ	protejate
محفوظ	conservata
محفوظ	conservate
محفوظ	pastrate
محفوظ	pastrata
محفوظ	conservat
شبح	phantom
شبح	fantoma
شبح	fantoma
شبح	ghost
شبح	stafie
شبح	fantoma
شبح	fantoma
دورانی	acoperire
انگل	engel
انگل	parazitul
انگل	parazit
فروشنده	vanzator
کمیل	camille
کمیل	kamil
تانسور	tensor
منظره	peisaj
منظره	peisajului
منظره	peisajul
واتیکان	vaticanul
واتیکان	vaticanului
واتیکان	vatican
گریس	har
گریس	harul
گریس	grace
گریس	gratie
اتلتیک	atletic
موضوعاتی	subiectele
موضوعاتی	subiecte
آیدین	aydın
سالمندان	varstnici
ماموران	ofiterii
ماموران	ofiteri
ماموران	ofiteri
روحیه	moralul
عشقی	iubire
عشقی	iubesc
عشقی	iubirea
عشقی	dragoste
عشقی	dragostea
موجودیت	entitate
موجودیت	entitatea
مارکسیست	marxist
تدبیر	reglementeaza
تدبیر	reglementa
تدبیر	reglementeze
تدبیر	reglementeaza
تدبیر	planul
تدبیر	plan
دریاها	marile
دریاها	mari
سفال	ceramica
سفال	ceramica
رودریگز	rodriguez
رودریگز	rodrigues
رودریگز	rodríguez
ریس	reese
ریس	rhys
ریس	reiss
بشریت	omenirea
بشریت	umanitate
بشریت	omenire
بشریت	umanitatea
کوهن	cohn
کوهن	cohen
کوهن	kohn
فیجی	fiji
سمرقند	samarkand
ارضی	teritoriala
ارضی	teritoriale
ارضی	teritorial
هانتر	vanator
هانتر	vanator
هانتر	hunter
هانتر	vanatorul
مارینو	marino
پناهنده	refugiat
پناهنده	refugiati
پناهنده	refugiati
رزرو	rezervat
رزرو	rezervata
رزرو	rezervat
رزرو	rezervate
رزرو	rezervari
رزرو	rezervare
رزرو	rezervarea
رزرو	rezerva
رزرو	rezerva
یخبندان	glacial
یخبندان	gheata
یخبندان	gheata
یخبندان	gheata
یخبندان	ice
یخبندان	gheata
متقارن	simetrice
متقارن	simetrice
رابینسون	robinson
کویینز	reginele
کویینز	regine
کویینز	queens
بخواند	apeluri
ملودی	melody
ملودی	melodia
ملودی	melodie
اسبق	predecesorul
زیربخش	subdiviziune
ریاض	riyadh
مکزیکو	mexicali
وحی	apocalipsa
دلو	galeata
دلو	galeata
دلو	galeata
دلو	varsator
دلو	aquarii
استانهای	guvernorate
ضخیم	groase
ضخیم	gros
ضخیم	groasa
ضخیم	grosime
کربنات	carbonat
شفت	arbore
شفت	shaft
سوفیا	sofia
بتی	betty
دستورالعمل	instruire
دستورالعمل	reteta
دستورالعمل	reteta
دستورالعمل	reteta
دستورالعمل	instructiunile
دستورالعمل	instructiuni
دستورالعمل	instructiuni
منتسب	presupusa
منتسب	presupusa
منتسب	presupus
انگشتان	degetele
انگشتان	degete
