категорија	kategori
натпревар	contest
смрт	kematian
смрт	death
смрт	maut
смрт	mati
мислења	opini
мислења	pendapat
културни	kebudayaan
културни	budaya
милениум	milenium
милениум	millennium
пари	uang
средината	midfield
средината	pertengahan
средината	mid
најголема	biggest
најголема	terbesar
најголема	terbesar
најголема	greatest
најголема	terbesar
наместо	sebaliknya
наместо	malahan
веб	web
петар	petrus
петар	peter
петар	petar
царство	kingdom
царство	kerajaan
царство	imperium
царство	empire
царство	kekaisaran
влада	pemerintah
влада	pemerintahan
јазикот	lidah
човек	manusiawi
човек	manusia
човек	human
човек	pria
човек	manusia
човек	man
направи	buat
направи	make
направи	jadikan
направи	membuat
направи	made
направи	dibuat
мека	mekkah
мека	mekah
мека	empuk
мека	soft
мека	lembut
мал	small
мал	kecil
мал	little
мал	kecil
мал	sedikit
мал	beraktifitas
мал	mal
изградена	membangun
изградена	dibangun
изградена	built
системи	sistem
системи	systems
семејство	keluarga
семејство	family
семејство	famili
услови	persyaratan
услови	ketentuan
услови	syarat
услови	kondisi
услови	klu
услови	ketentuan
пол	gender
пол	paulus
пол	paul
кралот	raja
кралот	king
поголем	greater
заштита	perlindungan
заштита	proteksi
сан	san
лав	lion
лав	singa
лав	leo
општествени	social
општествени	sosial
турција	kalkun
турција	turki
најмногу	kebanyakan
најмногу	paling
најмногу	atasan
најмногу	kebanyakan
победа	win
победа	menang
победа	menangkan
победа	kemenangan
победа	victory
мајка	bu
мајка	ibu
мајка	mom
мајка	bunda
мајка	mother
мајка	ibu
мајка	bunda
малку	little
малку	kecil
малку	sedikit
малку	beraktifitas
разни	bermacam
разни	berbagai
разни	beragam
надвор	luar
надвор	diluar
надвор	keluar
надвор	out
клуб	club
клуб	klub
слики	gambar
слики	citra
слики	pictures
слики	gambar
слики	foto
војска	militer
војска	kemiliteran
војска	tentara
војска	army
одредени	tertentu
уметност	arts
уметност	seni
уметност	kesenian
уметност	seni
уметност	art
уметност	kesenian
помалку	kurang
географија	geografi
ниту	nor
растојание	kejauhan
растојание	jarak
растојание	jarak
растојание	spasi
растојание	offset
втор	detik
втор	kedua
втор	second
покраина	propinsi
покраина	provinsi
медина	madinah
медина	medina
височина	ketinggian
рем	remus
себе	myself
себе	diri
себе	diri
себе	sendiri
себе	yourself
јован	jovan
јован	john
јован	yohanes
извори	sumber
жени	wanita
жени	perempuan
жени	women
должина	panjang
големо	big
големо	besar
знаме	bendera
живи	hidup
живи	alive
избран	dipilih
избран	terpilih
избран	dipilih
избран	terpilih
функции	fungsi
нирвана	nirvana
нирвана	nirwana
вели	says
вели	berkata
вели	mengatakan
вели	kata
вели	veli
секогаш	always
секогаш	selalu
она	nla
она	she
вкупно	total
прво	pertama
прво	duluan
прво	dulu
прво	first
вклучува	termasuk
вклучува	sertakan
вклучува	mencakup
вклучува	menyertakan
итн	dll
наречен	dijuluki
асур	assur
факултет	kuliah
факултет	college
факултет	kampus
факултет	fani
факултет	fakultas
тип	cowok
тип	guy
тип	jenis
тип	tipe
тип	ketik
половина	separuh
половина	setengahnya
половина	half
половина	setengah
софија	sofia
софија	ratih
софија	sophia
софија	sherly
месеци	bulan
знаменитости	landmark
знаменитости	pemandangan
жена	woman
жена	wanita
жена	perempuan
жена	isteri
жена	istrinya
жена	istri
жена	wife
проблеми	solat
проблеми	masalah
проблеми	trouble
проблеми	kesulitan
проблеми	masalah
претходно	sebelumnya
претходно	tadi
претходно	sebelumnya
контрола	control
контрола	kendali
контрола	kontrol
контрола	pengendalian
контрола	mengontrol
контрола	kendalikan
училишта	sekolah
север	utara
север	north
простор	jarak
простор	spasi
простор	ruang
простор	spasi
простор	space
простор	angkasa
отколку	daripada
отколку	than
војни	perang
војни	wars
војни	peperangan
доаѓа	comes
доаѓа	datang
доаѓа	coming
добива	gets
поголема	greater
сојуз	soyuz
сојуз	persekutuan
сојуз	alliance
сојуз	aliansi
ниска	rendah
ниска	low
источна	timur
источна	eastern
шест	six
шест	enam
никогаш	pernah
линија	line
линија	baris
линија	garis
види	lihat
види	look
види	lihat
види	lihatlah
орбитата	orbit
верзија	versi
тело	body
тело	bodi
тело	buh
тело	tubuh
тело	badan
историски	bersejarah
историски	historis
историски	historis
историски	bersejarah
историски	sejarah
книги	pembukuan
книги	buku
процес	proses
центарот	downtown
дом	home
дом	rumah
дом	pulang
дом	beranda
дом	dom
индија	india
исламска	islamic
исламска	islam
главна	utama
јапонија	jepang
јапонија	japan
советски	soviet
грчки	greek
грчки	yunani
возраст	usia
возраст	umur
југ	selatan
југ	south
музеј	museum
музеј	musium
запад	maghrib
запад	barat
запад	west
писател	penulis
поп	pop
награди	imbalan
награди	reward
награди	penghargaan
награди	hadiah
зборови	kata
официјално	official
официјално	resmi
музички	musik
музички	musikal
музички	musical
единици	satuan
единици	unit
состав	essay
состав	esai
состав	komposisi
полска	semir
полска	polandia
полска	polish
полска	polandia
издание	edition
издание	edisi
економија	economics
економија	ekonomi
економија	perekonomian
економија	ekonomi
фаза	fase
фаза	pentas
фаза	tahap
фаза	panggung
фаза	stage
средства	dana
втора	detik
втора	kedua
втора	second
најдобар	terbaik
најдобар	best
парк	park
парк	taman
физика	fisika
стадион	stadion
стадион	stadium
марија	marija
марија	maria
куп	bunch
куп	tumpukan
куп	tumpuk
куп	menumpuk
куп	gelas
куп	piala
куп	cawan
куп	cangkir
куп	cup
народ	rakyat
народ	orang
народ	people
седиште	kursi
седиште	seat
цели	gol
цели	tujuan
успех	sukses
успех	kesuksesan
успех	berhasil
успех	keberhasilan
официјална	official
официјална	resmi
долари	usd
долари	dollars
долари	dollar
долари	dolar
долари	dollar
долари	dolar
долари	bucks
долари	dolar
ракета	rocket
ракета	roket
ракета	rudal
ракета	misil
ракета	missile
интернет	internet
општи	umum
општи	jendral
општи	jenderal
доста	cukup
белград	belgrade
храна	food
храна	makanan
храна	pangan
банка	bank
југославија	yugoslavia
архитектура	architecture
архитектура	arsitektur
централна	central
централна	tengah
централна	pusat
централна	sentral
централна	upt
манастир	vihara
манастир	biara
манастир	biara
односи	hubungan
односи	hubungan
односи	relasi
врвот	top
врвот	puncak
врвот	teratas
потекнува	berasal
италијански	italia
можност	peluang
можност	kesempatan
премиер	premier
дополнителни	tambahan
големина	ukuran
големина	size
уредување	edit
уредување	sunting
уредување	menyunting
уредување	editing
уредување	penyuntingan
уредување	mengedit
борба	battle
борба	pertempuran
борба	peperangan
борба	perjuangan
борба	berjuang
борба	berkelahi
борба	fighting
борба	bertarung
борба	bertarung
борба	berkelahi
борба	fight
борба	lawan
борба	melawan
борба	berjuang
цркви	gereja
редовни	biasa
редовни	regular
редовни	reguler
планината	gunung
планината	mount
планината	kait
производство	memproduksi
производство	production
производство	produksi
производство	manufaktur
производство	pabrikasi
извор	sumber
маса	meja
маса	tabel
маса	mass
маса	massa
маса	misa
планетата	planet
гора	gora
иван	ivan
карта	map
карта	peta
карта	tiket
карта	ticket
карта	karcis
карта	card
карта	kartu
брег	shore
брег	bragg
брег	pesisir
брег	coast
посебно	khususnya
посебно	terutama
посебно	istimewa
посебно	spesial
посебно	special
посебно	khusus
главни	utama
средина	lingkungan
средина	middle
средина	pertengahan
средина	tengah
средина	tengah
средина	pusat
средина	center
средина	tengah
средина	pusat
средина	centre
територија	wilayah
територија	teritori
создавање	pembuatan
создавање	ciptaan
создавање	penciptaan
создавање	kreasi
создавање	membuat
создавање	menciptakan
создавање	berkreasi
единица	satuan
единица	unit
брат	bro
брат	bâ
брат	saudara
брат	brother
брат	kakak
хрватска	kroasia
поделен	dibagi
поделен	terbagi
поделен	belah
поделен	pecah
поделен	split
поделен	pisah
армија	tentara
армија	army
рамнина	plains
рамнина	dataran
уметноста	seni
уметноста	art
уметноста	kesenian
случаи	kasusnya
случаи	kasus
роман	roman
роман	romawi
роман	novel
востание	pemberontakan
европски	eropa
европски	european
медал	medal
медал	medali
постојано	constant
постојано	konstanta
постојано	konstan
џамија	masjid
животни	hewan
животни	animals
животни	binatang
портал	portal
шлезвиг	schleswig
закон	hukum
закон	law
мрежа	grid
мрежа	kisi
мрежа	petak
мрежа	jaringan
мрежа	jaringannya
мрежа	network
наречена	dijuluki
пристап	akses
оддалеченост	kejauhan
оддалеченост	jarak
користење	penggunaan
користење	kegunaan
користење	pemakaian
користење	menggunakan
користење	using
канада	kanada
канада	canada
среден	middle
среден	pertengahan
среден	tengah
среден	medium
среден	sedang
среден	menengah
окрузи	distrik
окрузи	kabupaten
војници	tentara
војници	prajurit
војници	serdadu
војници	pasukan
активности	kegiatan
активности	aktifitas
активности	aktivitas
активности	tindakan
активности	aksi
активности	kegiatan
активности	aktivitas
финалето	final
финалето	finals
материјал	matre
материјал	bahan
материјал	materi
материјал	material
жените	wanita
жените	perempuan
жените	women
победи	win
победи	menang
победи	menangkan
победи	won
победи	dimenangkan
победи	menang
победи	menang
последниот	last
последниот	terakhir
зад	dibelakang
зад	behind
зад	belakang
птици	birds
птици	burung
организации	organisasi
писмо	surat
писмо	huruf
писмо	letter
гол	naked
гол	bugil
гол	telanjang
гол	tujuan
гол	gawang
гол	sasaran
гол	goal
гол	gol
совет	nasihat
совет	nasehat
совет	saran
совет	tip
совет	tips
совет	kiat
совет	majelis
совет	dewan
совет	council
човекот	pria
човекот	manusia
човекот	man
национален	gimn
национален	national
национален	nasional
носи	mengenakan
носи	pakailah
носи	aus
носи	wear
носи	pakai
носи	carry
михаил	mikhail
михаил	michael
михаил	mikail
михаил	mihail
џејмс	james
џејмс	yakobus
холштајн	holstein
брзо	ngakak
брзо	cepat
брзо	fast
брзо	cepat
брзо	puasa
брзо	cepat
солун	thessaloniki
форми	formulir
форми	forms
форми	form
форми	bentuk
форми	bentuk
страни	sisi
архитектурата	architecture
архитектурата	arsitektur
куќи	rumah
прилеп	prilep
австрија	austria
победата	memenangkan
победата	menang
некропола	necropolis
роберт	robert
шведска	swedia
шведска	swedia
унгарија	hongaria
