les	the
pierre	kameni
pierre	peter
pierre	petar
pierre	pierre
région	regija
janvier	januar
avoir	imaju
fois	puta
autre	ostala
autre	ostale
autre	drugim
autre	drugi
septembre	septembar
juillet	jula
juillet	juli
état	status
état	država
état	uslovom
état	uslov
état	stanje
église	crkva
octobre	oktobar
octobre	oct
place	mjesto
famille	porodica
famille	porodično
états	države
états	država
général	general
avril	apr
avril	april
avril	avril
tous	all
tous	svi
tous	sve
politique	politika
politique	politika
album	album
décembre	decembar
août	august
août	aug
todo	todo
novembre	novembar
avait	imao
prix	cijene
prix	cijena
nouvelle	novi
février	februar
février	feb
département	odjel
département	katedri
département	odjeljenje
département	departmenta
grande	velika
grande	velikih
grande	veliki
grande	velikih
grande	veliki
grande	velikih
grande	grande
peu	par
peu	nekoliko
peu	malu
peu	malo
peu	mali
peu	mala
américain	američki
américain	amerikanac
début	početak
début	start
début	početka
début	počevši
début	početak
ligne	linija
ligne	redom
suite	apartman
nationale	nacionalni
nationale	nacionalna
nationale	nationale
championnat	championship
championnat	šampionat
championnat	prvenstvo
encore	opet
encore	ponovo
encore	ipak
encore	encore
image	slika
image	imidžu
image	imidž
image	slika
vie	život
unis	ujedinjene
unis	united
unis	ujedinjena
unis	ujedinjeni
lien	veza
lien	link
football	nogomet
football	fudbal
football	nogomet
football	fudbala
football	fudbalu
football	football
football	fudbal
pendant	tokom
jeux	igara
jeux	igre
jeux	igrama
moins	minus
moins	manje
ouest	zapadu
ouest	zapad
ouest	zapadu
ouest	zapadna
ouest	zapadnim
ouest	zapadne
ouest	zapadni
page	page
page	stranica
nouveau	novi
vous	vi
vous	ti
vous	you
vous	te
centre	centar
centre	centar
cours	kurs
cours	cours
cours	kursevi
partir	napustiti
partir	ostavi
partir	napusti
village	selo
université	univerzitet
université	fakultet
université	koledž
louis	louis
nombre	broj
quelques	neki
leurs	njihov
leurs	njihovi
leurs	njihovo
leurs	njihova
leurs	njihove
siècle	vijek
coupe	kup
coupe	rezanje
coupe	rez
coupe	smanjila
coupe	coupe
population	populacija
connexes	vezani
connexes	vezane
homme	mužjak
homme	homme
homme	muškarci
homme	muškarac
communes	općina
communes	općine
division	diviziji
division	podjela
division	divizija
président	predsjednik
président	stolac
président	stolica
président	predsjedavajući
national	nacionalni
national	nacionalna
société	društvo
société	kompanija
quatre	četiri
cas	slučaj
cas	cas
cas	slučajevi
jeu	igra
genre	žanru
genre	spol
genre	genus
genre	kao
genre	like
musique	muzika
fils	žica
fils	sin
fils	sinovi
fils	sinova
roi	king
roi	kralj
roi	roi
parti	stranka
parti	partija
parti	nestao
parti	nestali
parti	otišli
parti	otišla
jour	dan
europe	evropa
mise	opklada
forme	oblik
forme	formirati
forme	forma
forme	formi
forme	formiraju
forme	oblik
forme	formi
époque	epohe
époque	epoha
époque	eru
époque	ere
époque	era
devient	postaje
ancien	drevni
ancien	drevno
ancien	drevna
ancien	drevne
ancien	stare
ancien	stara
ancien	staro
ancien	stari
ancien	stariji
ancien	bivši
origine	porijekla
origine	porijeklo
origine	porijeklu
origine	poreklo
ordre	naređenje
ordre	naredbu
ordre	reda
ordre	red
château	château
château	dvorac
école	škole
école	škola
carrière	karijeru
carrière	karijere
carrière	karijera
carrière	kamenolom
carrière	karijere
part	podijeli
deuxième	drugi
bar	bar
située	lociran
située	smještena
charles	charles
points	tačaka
points	tačke
points	tačaka
paul	paul
rue	street
rue	ulice
rue	ulica
rue	rue
chef	načelnik
chef	glavni
chef	šef
père	tati
père	tata
père	otac
exemple	primjer
trouve	pronalazi
trouve	nađe
trouve	nalazi
durant	tokom
durant	durant
rapport	izveštaj
rapport	izvještaj
art	art
art	umjetnost
canton	guangzhou
canton	kanton
dernier	last
dernier	poslednji
dernier	poslednja
dernier	posljednja
dernier	zadnja
dernier	posljednji
dernier	najnoviji
dernier	najnovija
dernier	najnovije
type	tip
type	type
habitants	stanovnici
habitants	stanovništvo
habitants	stanovnika
habitants	stanovništvo
point	tačka
compte	računaju
compte	grof
compte	broji
compte	račun
compte	obzir
compte	računa
armée	vojska
armée	vojska
armée	armija
eau	voda
marie	marie
marie	mari
marie	merjem
marie	marija
marie	maria
discuter	chat
car	jer
projet	projekt
projet	projekat
chaque	svaki
chaque	svaki
chaque	svaka
anglais	engleski
province	pokrajina
john	john
international	međunarodno
international	međunarodni
international	international
conseil	konsalting
conseil	savjet
conseil	vijeće
françois	francis
françois	franjo
françois	francois
françois	françois
maison	kuća
maison	dom
maison	home
cela	ove
cela	toga
demande	zahtjev
demande	ask
fonction	funkcija
toujours	uvijek
toujours	uvek
toujours	ipak
doit	moraju
doit	mora
production	proizvodnja
certains	neki
membre	član
membre	članica
près	blizu
rôle	uloga
meilleur	bolji
meilleur	bolje
meilleur	najbolji
meilleur	best
droit	pravo
droit	desno
mois	meseci
mois	mjesecima
mois	mjesec
île	ostrvo
île	île
république	republika
service	služba
service	servis
jacques	jacques
score	rezultat
score	rezultatom
ensuite	potom
ensuite	onda
ensuite	tada
ensuite	zatim
langue	jezik
dit	rekli
dit	kaže
dit	kaze
gouvernement	vlast
center	centar
elles	oni
petit	male
petit	mali
petit	petit
petit	malu
petit	malo
petit	mali
petit	mala
toutes	all
toutes	svi
toutes	sve
argent	novac
argent	srebro
argent	novac
souvent	često
souvent	često
style	stil
style	style
style	styling
face	licem
face	suočavaju
face	suočiti
face	lice
face	face
olympiques	olimpijski
olympiques	olimpijada
quand	kada
top	top
ministre	ministar
mondiale	world
mondiale	svjetski
mondiale	svijet
mondiale	globalni
mondiale	globalno
ensemble	ansambl
ensemble	zajedno
théâtre	theater
théâtre	pozorište
théâtre	pozorište
épisode	epizode
épisode	epizoda
scène	scena
scène	faza
scène	bina
situé	lociran
situé	smještena
toute	all
toute	svi
toute	sve
asp	asp
étaient	bili
musée	muzej
troisième	treći
troisième	treća
troisième	treće
nombreux	mnoge
nombreux	mnogi
nombreux	brojne
nombreux	brojni
auteur	autor
auteur	pisac
cependant	međutim
système	sistem
création	stvaranje
stade	stadion
stade	stadion
stade	faza
stade	bina
tard	kasni
tard	kasno
reste	ostala
reste	ostati
reste	ostanu
reste	boravka
seconde	drugi
roman	rimski
roman	rimsko
roman	roman
jours	dana
hui	hui
hui	danas
édition	uredi
édition	uređivanje
édition	izdanje
édition	izdavačka
édition	izdavačke
édition	izdavačkom
éditions	izdanja
éditions	éditions
historique	historijsko
historique	historijski
historique	istorijski
historique	historijska
historique	historijsko
historique	historijski
historique	historija
sera	will
sera	će
sera	ce
permet	omogućava
âge	uzrast
âge	godište
âge	doba
âge	age
âge	starost
robert	robert
officiel	zvanična
officiel	zvaničnik
officiel	zvanične
officiel	zvanični
officiel	službeni
officiel	officiel
environ	približno
effet	efekt
effet	efekat
version	verzija
membres	član
membres	članica
membres	članstvo
membres	članovi
niveau	nivo
champion	šampion
champion	šampion
espèce	vrsta
michel	michael
michel	michel
raison	razum
modèle	model
modèle	modela
travail	rad
femme	žene
femme	žena
femme	ženka
femme	supruga
femme	žena
cinq	pet
cinq	cinq
déjà	već
bas	čarape
bas	niski
bas	nizak
bas	low
bas	bas
texte	tekst
texte	text
terre	zemlja
terre	land
terre	kopnena
terre	zemlja
terre	ter
terre	tlo
terre	tlu
allemagne	njemačka
compétition	takmičarski
compétition	takmičenje
wikipédia	wikipedia
allemand	njemački
britannique	britanski
britannique	britansko
britannique	britanska
britannique	britanske
britannique	britanci
porte	kapije
porte	gate
porte	kapiji
porte	kapija
porte	kapiju
porte	porte
porte	vrata
hommes	muškarci
hommes	mužjaci
italie	italija
bataille	bitka
corps	tijela
corps	tijelo
corps	tijelu
corps	telo
corps	korpusa
corps	korpus
demi	polovina
demi	polovinu
demi	pola
demi	demi
siège	opsada
siège	sjedište
personnes	osobe
personnes	narod
nommé	nazvana
nommé	nazvane
nommé	nazvan
nommé	proglašen
nommé	imenovao
nommé	imenovani
nommé	imenovana
nommé	imenovalo
route	put
route	ruta
route	rute
route	autoput
route	put
finale	finale
finale	finale
finale	završni
finale	konačni
finale	finale
jeune	mladi
jeune	mlada
jeune	young
jeune	mladić
match	igra
match	meč
peuvent	može
york	jork
york	york
york	yorka
royaume	kraljevina
royaume	kraljevstvo
royaume	kraljevina
ceux	oni
ceux	one
long	dugi
long	dug
long	dugu
long	long
long	dugo
base	baza
base	osnova
base	osnovu
études	studijama
études	proučavanja
études	studije
communauté	zajednica
association	udruženje
association	asocijacija
militaire	vojska
section	odeljak
section	sekcija
longitude	longitude
bronze	bronzana
bronze	bronza
livre	knjiga
livre	funta
livre	livre
américaine	američki
américaine	amerikanac
haut	visoko
haut	visoki
haut	top
suisse	švicarska
suisse	švicarska
suisse	švicarski
canada	kanada
valign	valign
suivant	sljedeći
suivant	narednu
suivant	sledeći
suivant	slijedeći
beaucoup	mnoge
beaucoup	mnogi
beaucoup	mnogo
dire	kažu
seul	sami
seul	sama
seul	samo
parmi	među
fille	djevojka
fille	devojka
fille	girl
fille	ćerka
fille	kćerka
buts	ciljevi
enfants	deca
enfants	djeca
enfants	djece
enfants	djecu
enfants	djeca
direction	smjer
direction	pravac
direction	direkcija
position	pozicija
position	položaj
pouvoir	power
pouvoir	vlast
but	gol
but	cilj
but	svrha
ailleurs	drugdje
merci	hvala
tête	glava
tête	glava
territoire	teritorije
territoire	teritorija
union	savez
union	unija
union	union
construction	izgradnja
construction	građevinarstvo
construction	građevinski
ancienne	drevni
ancienne	drevno
ancienne	drevna
ancienne	drevne
ancienne	stare
ancienne	stara
ancienne	staro
ancienne	stari
ancienne	bivši
premiers	prvo
premiers	prvi
prend	preuzeti
prend	uzeti
prend	take
prend	preuzme
prend	uzima
maire	maire
maire	gradonačelnik
présente	predstavlja
présente	prisutan
personnalité	ličnost
ligue	liga
public	javni
public	javnost
public	javna
public	javno
pages	stranica
pages	listovi
pages	page
pages	stranica
externe	vanjska
externe	vanjski
simple	jednostavna
simple	jednostavne
simple	jednostavan
simple	jednostavni
simple	jednostavnih
simple	jednostavno
simple	singl
dernière	last
dernière	poslednji
dernière	poslednja
dernière	posljednja
dernière	zadnja
dernière	posljednji
dernière	najnoviji
dernière	najnovija
dernière	najnovije
henri	henri
henri	henry
henri	henri
chanson	chanson
chanson	pesama
chanson	pjesme
chanson	pesme
chanson	pjesmama
chanson	pjesama
chanson	pjesma
poste	post
culture	kultura
grâce	grace
développement	razvoj
sortie	izlaz
sortie	proizvodnja
sortie	izlaz
sortie	exit
sortie	iz
sortie	out
empire	carstvo
québec	québec
loi	ponašaju
loi	čin
loi	akt
équipes	timovi
équipes	ekipe
côté	strani
côté	strana
mer	moru
mer	more
haute	visoko
haute	visoki
haute	haute
vue	pogled
espagne	španija
mère	mama
mère	majka
fichier	dosije
fichier	datoteka
fichier	arhiva
fichier	file
nombreuses	mnoge
nombreuses	mnogi
nombreuses	brojne
nombreuses	brojni
acteur	glumac
parcours	put
parcours	ruta
parcours	rute
parcours	putovanje
recherche	pretrage
recherche	potraga
recherche	pretraga
recherche	istraživanje
recherche	istraživanja
classement	rang
classement	klasifikacija
code	kod
double	dvostruki
double	dupla
double	dvostruko
double	dvostruke
double	duplikat
double	dvostruku
double	dvostruka
entraîneur	trener
entraîneur	selektor
web	web
arrondissement	borough
directeur	režiser
directeur	direktor
directeur	rukovodilac
joseph	joseph
semble	izgleda
ici	tu
ici	ovde
ici	ovdje
vainqueur	pobjednik
réalisé	usmjeren
réalisé	režija
réalisé	režirao
réalisé	shvatio
existe	postoje
existe	postoji
six	šest
créé	kreirana
créé	stvoreno
créé	stvorena
créé	stvoren
créé	stvorio
devant	ispred
devant	front
écrit	piše
écrit	pisani
écrit	napisano
écrit	zapisano
écrit	napisao
écrit	pisan
écrit	pisao
écrit	pisala
écrit	napisao
écrit	pisao
petite	male
petite	mali
petite	malu
petite	malo
petite	mali
petite	mala
petite	petite
bois	drva
bois	drvo
bois	piće
entreprise	poslovni
entreprise	poslovanje
entreprise	kompanija
entreprise	preduzeće
entreprise	preduzetništvo
entreprise	enterprise
retour	povratka
retour	povratak
retour	nazad
retour	back
retour	vrati
numéro	broj
principale	glavne
principale	glavna
principale	glavno
principale	glavni
sainte	sainte
sainte	sveta
sainte	sveti
sainte	sveto
sainte	sveti
sainte	saint
comté	županija
comté	okrug
comté	okrug
second	drugi
gare	stanica
terme	mandat
terme	izraz
terme	termin
terme	terme
connu	poznat
connu	poznato
connu	poznata
connu	poznate
formation	obuke
formation	trening
formation	obuka
formation	treninga
formation	obuku
arts	umjetnost
technique	tehnički
technique	tehnička
technique	tehnika
révolution	revolucija
etc	etc
etc	itd
objet	objekat
objet	svrha
objet	subjekat
objet	subjekt
mon	mon
philippe	philippe
philippe	philip
philippe	filip
question	pitanje
lorsque	kada
cinéma	filmovi
cinéma	filmova
cinéma	kino
cinéma	kinematografija
cinéma	cinema
plan	karta
plan	plan
van	van
médaille	medalja
médaille	medalju
serait	bi
œuvres	radovi
œuvres	funkcioniše
œuvres	radi
zone	zona
zone	zonu
écrivain	pisac
compagnie	kompanija
italien	italijanski
championnats	prvenstava
laquelle	kom
laquelle	koja
laquelle	koju
films	filmovi
films	filmova
films	filmovi
films	filmova
surtout	posebno
surtout	naročito
surtout	većinom
surtout	uglavnom
parfois	ponekad
parfois	povremeno
sources	izvori
sources	izvora
sources	izvor
parc	parc
moyenne	prosječno
moyenne	prosječne
moyenne	prosječnom
moyenne	prosjek
moyenne	medium
moyenne	srednji
moyenne	srednjim
moyenne	srednje
moyenne	srednja
mouvement	motion
mouvement	pokretu
mouvement	pokret
succès	uspjesima
succès	uspjehe
succès	uspjeh
rivière	rijeka
rivière	rivière
jamais	nikad
jamais	ikada
jamais	ikad
jamais	ever
vidéo	video
martin	martin
député	kongresmen
député	zamjenik
claude	claude
moyen	medium
moyen	srednji
moyen	srednjim
moyen	srednje
moyen	srednja
moyen	prosječno
moyen	prosječne
moyen	prosječnom
moyen	prosjek
san	san
notre	naše
notre	naša
notre	naš
bon	dobro
bon	dobar
bon	dobre
peintre	slikar
voix	glasove
voix	glasova
voix	glasa
voix	glasovima
voix	glasovi
voix	vokal
voix	glas
rouge	crvena
rouge	rouge
district	okrug
seulement	samo
pont	pont
pont	most
libre	free
libre	libre
air	vazduh
sein	dojke
milieu	srednji
milieu	medium
milieu	srednji
milieu	srednjim
milieu	srednje
milieu	srednja
festival	festival
belgique	belgija
belgique	belgique
grands	velika
grands	velikih
grands	veliki
georges	george
georges	georges
blanc	bijela
blanc	bijeli
blanc	prazna
gauche	lijevo
travaux	rad
travaux	radovi
travaux	funkcioniše
travaux	radi
donne	daj
donne	dati
donne	dajte
passe	prolazi
passe	prođe
passe	proći
passe	pass
produit	proizvod
produit	produkt
diffusion	emitovanje
diffusion	emitovati
diffusion	difuzija
diffusion	emitiranje
aide	aid
aide	pomoći
aide	pomogne
aide	pomoć
action	akcija
andré	andre
andré	andré
andré	andrew
font	font
réseau	umrežavanja
réseau	povezivanje
réseau	mrežu
réseau	mreže
réseau	mreža
utilisé	korištene
utilisé	koristi
utilisé	korišteno
utilisé	korišten
victoire	pobjeda
victoire	pobijedi
victoire	osvoji
victoire	pobjeda
victoire	victoire
femmes	ženke
femmes	ženka
femmes	žene
minutes	minuta
aurait	bi
autour	oko
belge	belge
belge	belgijski
certaines	određenim
certaines	određene
certaines	neki
durée	trajanja
durée	trajanje
espèces	vrsta
angleterre	engleska
afrique	afrika
monuments	spomenika
monuments	spomenici
sens	sens
sens	značenja
sens	značenju
sens	značenje
sens	smisao
sens	čulima
sens	čulo
personne	osoba
personne	osobe
personne	niko
mis	stavi
mis	stavila
mis	staviti
mis	stavio
mis	stavljen
mis	mis
municipalité	općina
frère	brat
frère	frère
rencontre	sastanak
rencontre	susret
rencontre	ispuniti
rencontre	susret
trop	također
trop	takođe
trop	too
matchs	mečevi
matchs	mečevima
matchs	mečeva
matchs	mečeve
japon	japan
publié	objavljenog
publié	objavljen
publié	objavljene
publié	objavljeni
publié	objavljena
publié	objavljeni
publié	pušten
publié	pušteni
publié	postavljenim
domaine	polje
domaine	domen
eux	ih
eux	oni
professeur	profesor
professeur	nastavnik
professeur	učitelj
particulier	posebne
particulier	određenoj
quartier	naselje
scientifique	nauka
scientifique	naučnik
scientifique	naučna
scientifique	naučne
scientifique	naučno
honneur	počast
honneur	čast
honneur	časti
honneur	čast
seule	sami
seule	sama
seule	samo
cause	prouzrokovati
cause	uzrok
cause	uzroka
cause	uzroci
cause	uzrokuje
rien	ništa
nouvelles	vijest
nouvelles	vijesti
nouvelles	news
nouvelles	novosti
nouvelles	novi
iii	iii
administration	uprava
administration	administracija
comte	računaju
comte	grof
comte	broji
comte	earl
comte	comte
suivante	sljedeći
suivante	narednu
suivante	sledeći
suivante	slijedeći
fort	jaka
fort	jaki
fort	utvrđenje
fort	fort
hockey	hokej
journal	novine
journal	hronologija
journal	žurnal
journal	dnevnika
journal	dnevniku
journal	dnevnik
différents	drugačija
différents	drugačije
différents	različita
différents	različito
différents	različiti
différents	različitih
rome	rim
possible	mogući
possible	moguće
dix	dix
dix	deset
taille	struka
taille	visina
taille	veličina
taille	veličine
sport	sport
sport	sportsko
principal	glavne
principal	glavna
principal	glavno
principal	glavni
sujet	tema
sujet	subjekat
sujet	subjekt
référence	referenca
croix	prelazi
croix	croix
croix	krst
élections	izbori
élections	izbori
mettre	stavi
mettre	stavila
mettre	staviti
mettre	stavio
mettre	stavljen
titres	titule
titres	titula
enfin	konačno
millions	milion
millions	milioni
millions	milione
noir	tamne
noir	dark
noir	mraku
noir	tamna
noir	mračna
noir	noir
noir	crni
noir	crna
joue	obraza
joue	predstave
londres	london
agglomération	agglomération
moment	trenutak
moment	momenat
moment	moment
chapelle	kapela
russe	ruski
prince	princ
prince	prince
manière	način
malgré	inat
malgré	uprkos
activités	aktivnosti
réalisateur	režiser
réalisateur	direktor
monument	spomenik
sciences	nauka
radio	radio
classe	predavanje
aucun	nijedan
aucun	nijedna
droite	pravo
droite	desno
lieux	lokacijama
lieux	lokacija
lieux	lokacijama
lieux	lokacije
lieux	mesta
lieux	mjesta
née	born
née	rođen
née	rođena
née	rođeni
actuel	trenutna
actuel	prisutan
espace	prostor
villes	grad
villes	gradovi
fer	fer
fer	željezo
activité	aktivnost
commence	počinje
commence	započinje
commence	počinje
commence	započinje
organisation	organizacija
organisation	organizacija
sélection	selekcija
sélection	izbor
sélection	biraju
sélection	odabir
assez	dovoljno
assez	dovoljan
assez	dosta
participe	učestvuje
institut	institut
institut	institutu
institut	zavod
james	james
internationale	međunarodno
internationale	međunarodni
internationale	international
cadre	framework
cadre	okvir
cadre	okvir
sept	sedam
sept	sept
différentes	drugačija
différentes	drugačije
différentes	različita
différentes	različito
différentes	različiti
différentes	različitih
lac	jezero
lac	lac
affaires	poslovni
affaires	poslovanje
télévision	televizija
duc	vojvoda
duc	duc
personnage	karaktera
personnage	karakter
personnage	lik
précédent	prethodna
précédent	prethodnim
précédent	prethodni
précédent	prethodno
précédent	prethodnom
précédent	prethodne
évêque	biskup
cour	dvorište
cour	dvorištu
cour	sud
richard	ričard
richard	richard
adresse	adresa
php	php
william	william
william	vilim
thomas	thomas
ball	lopta
résultats	rezultati
hors	off
hors	sa
problème	problem
finalement	konačno
bonne	dobro
bonne	dobar
bonne	dobre
nature	priroda
grandes	velika
grandes	velikih
grandes	veliki
grandes	grandes
michael	michael
vol	leta
vol	let
vol	krađe
vol	krađa
port	luka
port	port
premières	sirovog
premières	prvo
premières	prvi
donné	dat
donné	poklonio
donné	donirana
donné	donirala
discussion	diskusija
discussion	chat
dame	ledi
dame	dami
dame	dama
dame	lady
épouse	supruga
épouse	žena
historiques	historijsko
historiques	historijski
historiques	istorijski
historiques	historijska
historiques	historijsko
historiques	historijski
axe	sjekira
axe	osi
mesure	mjerenje
mesure	mjerenje
mesure	mjera
mesure	mjeri
prendre	uzimanje
prendre	uzimanja
prendre	uzima
prendre	uzimajući
prendre	preuzeti
prendre	uzeti
prendre	take
prendre	preuzme
important	važnom
important	važna
important	važno
important	bitan
important	važnih
important	bitno
données	podatak
lequel	kom
lequel	koja
lequel	koju
george	george
force	snage
force	snaga
force	sila
pologne	poljska
couleur	boja
couleur	boji
couleur	boje
couleur	boju
couleur	boja
collection	zbirka
collection	kolekcija
collection	collection
actrice	glumica
élu	izabran
régiment	regimenta
régiment	puk
station	stanica
loire	loara
bande	bend
bande	traka
bande	banda
bande	družina
bande	bande
capitale	kapital
côte	rebro
côte	obala
façon	način
étape	korak
étape	faza
étape	bina
créée	kreirana
créée	stvoreno
créée	stvorena
créée	stvoren
créée	stvorio
plutôt	umjesto
plutôt	radije
combat	bitka
combat	bori
combat	borbeni
combat	borba
footballeur	nogometaš
footballeur	fudbaler
forces	jakih
royal	royal
royal	kraljevska
royal	kraljevsko
royal	kraljevski
aucune	nijedan
aucune	nijedna
russie	rusija
nicolas	nicolas
nicolas	nicholas
mètres	metara
mètres	metara
possède	posjeduje
possède	posjeduje
presse	press
presse	štampa
académie	akademija
construit	gradi
construit	konstruisana
construit	sagrađena
construit	izgrađena
construit	izgrađeno
construit	izgradio
tournoi	turnir
épisodes	epizode
épisodes	epizoda
passage	prolaz
entrée	ulaz
entrée	ulazak
entrée	upis
revue	žurnal
revue	revue
revue	magazin
revue	pregled
jeunes	omladina
jeunes	mladi
jeunes	mlada
jeunes	young
jeunes	mladić
présence	prisustvo
présence	prisustvo
course	trka
course	rasa
course	racing
ceinture	pojasi
ceinture	pojas
meilleure	bolji
meilleure	bolje
meilleure	najbolji
meilleure	best
tableau	sto
heures	sati
maître	gospodar
maître	master
maître	majstor
services	usluge
services	usluga
marque	marka
marque	marka
marque	mark
single	single
intérieur	unutrašnjost
intérieur	unutar
intérieur	enterijera
toutefois	međutim
appelé	nazvana
appelé	zvao
appelé	nazvan
appelé	pozvala
locales	lokalnom
locales	lokalni
olympique	olimpijski
olympique	olympique
bernard	bernard
qualité	kvalitet
qualité	kvaliteta
langues	jezici
langues	jezike
langues	jezik
propre	own
propre	vlastiti
propre	sopstvenog
propre	sopstvene
propre	sopstveni
propre	posjeduju
propre	čistu
propre	čistim
propre	čista
propre	čist
propre	čistom
chine	kina
politiques	politika
politiques	politika
lettres	pisma
lettres	slova
patrimoine	naslijeđe
patrimoine	baština
patrimoine	nasljeđe
com	com
évolution	evolucija
tours	kule
tours	ture
obtient	dobiva
obtient	dobija
compositeur	tekstopisac
compositeur	kompozitor
joueurs	igrači
joueurs	takmičilo
joueurs	igrač
lyon	lyon
généralement	obično
généralement	općenito
généralement	generalno
généralement	uopšteno
von	von
amérique	amerika
amérique	amerika
mal	krivo
mal	wrong
mal	pogrešan
mal	pogrešno
mal	loše
mal	bad
mal	loš
mal	mal
mal	zlo
rock	rok
rock	rock
abbaye	abbaye
abbaye	opatija
nuit	nuit
nuit	night
principalement	većinom
principalement	uglavnom
principalement	uglavnom
principalement	pretežno
principalement	primarno
principalement	prevashodno
prise	odveden
prise	uzeo
prise	donesena
bretagne	bretagne
bretagne	bretanje
avaient	imao
clubs	klubovi
clubs	klubova
générale	general
vitesse	brzina
vitesse	brzina
scénario	scenarij
scénario	scenarij
scénario	scenariju
scénario	scenario
scénario	scenario
chemin	put
chemin	put
réalisation	realizaciju
réalisation	realizaciji
réalisation	realizacija
réalisation	shvatanje
réalisation	realizacija
centrale	central
centrale	centralni
centrale	centralna
statut	status
groupes	bendova
groupes	bendovi
groupes	grupe
avis	primjeti
avis	mišljenje
avis	primijetiti
avis	avis
éléments	elemenata
éléments	elementima
éléments	elementa
éléments	elemente
éléments	elementi
salle	sobu
salle	soba
salle	sobe
carte	karta
sociale	društvena
sociale	društvene
sociale	društvenu
sociale	socijalna
travers	travers
valeur	vrijednost
utilisation	upotreba
utilisation	koristimo
utilisation	upotreba
utilisation	iskoristi
utilisation	koristi
utilisation	koriste
allemande	njemački
palais	kongresna
palais	palata
palais	palača
composé	sastavljene
composé	jedinjenje
situation	situacija
situation	stanje
droits	prava
court	kratko
vallée	dolina
comité	odbor
comité	komitet
anciens	drevni
anciens	drevno
anciens	drevna
anciens	drevne
anciens	stare
anciens	stara
anciens	staro
anciens	stari
rugby	ragbi
rugby	rugby
cité	cité
cité	navodi
basse	bas
basse	niski
basse	nizak
basse	low
pro	pro
occasion	povod
total	ukupno
nationalité	nacionalnost
nationalité	državljanstvo
chambre	sobu
chambre	soba
chambre	sobe
nouveaux	novi
savoir	znanje
savoir	zna
savoir	znaju
savoir	know
glace	led
originale	originalni
originale	originalna
originale	prvobitni
originale	originalne
