poesie	poesía
grundlegenden	básicas
grundlegenden	as
frucht	froita
baseball	béisbol
selbe	mesmo
selbe	mesmas
selbe	mesma
schnittstelle	interface
schnittstelle	usuario
schnittstelle	interfaces
feststellung	determinación
abwechselnd	resulta
abwechselnd	que
abwechselnd	volta
vetter	primo
vetter	curmán
wissenschaftlern	científicos
wissenschaftlern	os
wissenschaftlern	sociólogos
offizielles	oficial
nachmittag	tarde
nachmittag	bos
nachmittag	tardes
nachmittag	serán
präsentieren	presentar
präsentieren	actual
präsentieren	presente
präsentieren	presentes
präsentieren	agasallo
konsequenz	consecuencia
globalen	mundial
globalen	de
globalen	global
globalen	globais
verzicht	rendédevos
lächerlich	ridícula
lächerlich	ridículo
lächerlich	absurdas
friedens	paz
friedens	a
gefährlich	perigoso
gefährlich	perigosos
gefährlich	perigosa
gefährlich	perigosas
reale	real
reale	de
reale	verdade
wandern	camiñando
wandern	pola
wandern	andar
wandern	andando
wandern	subindo
wandern	camiñaba
wandern	camiñar
wandern	polas
vorgelegt	a
anmelden	rexistro
hmm	hmm
investitionen	investimento
normaler	normal
normaler	normais
sichtbaren	visible
sichtbaren	visibles
bureau	despacho
bestrebungen	aspiracións
hypothese	hipótese
killer	asasinos
killer	asasino
killer	do
margarethe	margaret
spirit	espírito
spirit	o
spirit	déixate
keines	ningunha
keines	nada
keines	ningún
keines	non
keines	é
kleinsten	máis
symphony	sinfonía
bein	perna
bein	pernas
bein	unha
bein	pata
erklärungen	explicación
verbreiten	a
pyramide	pirámide
existierten	existiu
gesellschafter	accionistas
gesellschafter	socio
diskriminierung	discriminación
welten	mundos
geistige	mentais
geistige	mental
mütter	nais
fahne	bandeira
logisch	lóxica
kasten	caixa
kasten	palco
abgestimmt	votou
abgestimmt	votaron
käse	queixo
ladung	carguen
ladung	carga
ladung	cargamento
unterdessen	tanto
unterdessen	mentres
helfer	voluntarios
gasthaus	inn
gasthaus	hotel
gedichten	poemas
kameras	cámaras
kameras	cámara
kameras	cámaras
biologischen	biolóxicas
biologischen	biolóxica
biologischen	biolóxico
biologischen	biolóxicos
karibik	caribe
pazifischen	pacífico
individuell	persoa
individuell	cada
individuell	individuais
individuell	individuo
individuell	individual
individuell	tipo
gloria	gloria
kranken	enfermo
kranken	enfermos
kranken	enferma
kiss	bico
kiss	bícame
kiss	bicar
kiss	un
kiss	biquiño
sean	sean
ermittlung	investigación
fenstern	fiestras
dankbar	agradecido
formalen	formal
relation	relación
gaststätte	inn
gaststätte	hotel
gaststätte	bar
gaststätte	restaurante
made	fixen
made	fixo
made	feito
geboten	mandamentos
geboten	poxa
unglück	desgraza
unglück	desastre
unglück	miseria
schuldig	culpable
schuldig	culpábel
schuldig	culpábeis
verteidigt	defender
permanent	permanente
kongresses	congreso
kiefer	mandíbula
neuesten	últimos
neuesten	último
neuesten	últimas
verschwörung	conspiración
zar	tsar
mechanischen	mecánica
mechanischen	mecánico
kennzeichnung	etiqueta
kennzeichnung	identificación
kennzeichnung	documento
kennzeichnung	identidade
füße	metros
füße	os
füße	pés
füße	pé
schmal	delgado
schmal	fraca
schmal	estreito
schmal	slim
aufbauen	construír
aufbauen	crear
aufbauen	construir
eugene	eugene
einfaches	simples
einfaches	simple
einfaches	sinxelo
einfaches	sinxela
kompetenzen	habilidades
autorität	autoridade
lohnt	ser
lohnt	a
lohnt	pena
lohnt	paga
lohnt	valor
lohnt	vale
definitionen	definicións
definitionen	definición
definitionen	de
nerven	nervios
nerven	os
nerven	nerviosa
nerven	nervioso
nerven	nerviosos
nerven	nervios
nerven	nerviosas
anonym	anónimos
grüßen	saudar
wiederholung	repite
wiederholung	anda
wiederholung	di
wiederholung	repita
wiederholung	repito
wiederholung	dígoche
kunde	cliente
kunde	cliente
liebt	me
liebt	quéreme
liebt	ama
liebt	quérete
liebt	quere
beschwerden	denuncia
gleichgewicht	equilibrio
gleichgewicht	balance
gleichgewicht	o
globale	mundial
globale	de
globale	global
globale	globais
steigerung	incremento
steigerung	aumento
steigerung	a
steigerung	incrementar
steigerung	aumenta
steigerung	aumentar
gebrochen	roto
gebrochen	a
gebrochen	rompeu
gebrochen	crebou
gebrochen	entraron
gebrochen	rompín
fahrrad	bicicleta
fahrrad	en
fahrrad	moto
fahrrad	bici
fahrrad	bicicleta
fahrrad	en
komponente	compoñente
küsten	costas
küsten	costeiras
küsten	costeira
küsten	costa
einsicht	percepción
manuell	manual
tafeln	mesas
abgelegt	toneladas
feature	característica
feature	a
bomber	bomber
strömung	fluxo
strömung	transmisión
empfehle	aconsellan
empfehle	que
befestigung	arranxar
weltweite	mundial
weltweite	mundo
weltweite	no
weltweite	mundial
weltweite	de
weltweite	global
weltweite	globais
schwieriger	máis
schwieriger	difícil
nintendo	nintendo
grafiken	gráficos
goldenes	de
goldenes	ouro
bernstein	bernstein
she	ela
she	que
wings	as
wings	ás
einschlägigen	relevante
einschlägigen	relevantes
rekorde	discos
champagne	champaña
champagne	champán
versprechen	promesa
versprechen	prometer
versprechen	prométolle
versprechen	prometo
versprechen	prométocho
vernichtung	destrución
vernichtung	destrucción
europäisches	europea
europäisches	europeas
innenhof	patio
demonstration	manifestación
demonstration	demostración
sichere	salvo
sichere	segura
sichere	seguro
sichere	seguros
sichere	a
untersagt	prohibido
untersagt	prohibidas
franziskus	francis
hunt	cazar
träume	soño
träume	soños
träume	con
träume	soños
träume	de
träume	ensueños
wasserversorgung	auga
vermeidung	evitar
stützpunkt	base
resultate	resultados
resultate	resultados
commander	comandante
gewachsen	medrara
gewachsen	grande
gewachsen	medrou
gewachsen	xa
gewachsen	es
gewachsen	adulto
gewachsen	maior
schießen	disparar
schießen	dispáralle
schießen	a
schießen	disparar
schießen	disparando
schießen	tiro
schießen	fogo
beatles	dos
beatles	beatles
bomben	bomba
bomben	bombas
bomben	as
bomben	bombardeo
bomben	do
bomben	bombardeos
bomben	o
stände	está
stände	entre
stände	queda
gemeinschaften	comunidades
gemeinschaften	as
gemeinschaften	comunidade
hürden	obstáculos
jahrzehnt	década
faschismus	fascismo
faschismus	o
vorstandsvorsitzender	presidente
verschollen	desapareceron
verschollen	desapareceu
zeug	isto
zeug	cousas
zeug	material
clan	clan
clan	do
clan	dos
clan	clans
buslinien	autobús
buslinien	parada
buslinien	autocarro
buslinien	autobuses
editieren	editar
editieren	edit
fängt	comeza
fängt	comeza
fängt	a
fängt	empeza
jedermann	todo
jedermann	todos
jedermann	mundo
jedermann	o
jedermann	ninguén
jedermann	calquera
jedermann	alguén
jedermann	a
jedermann	todo
jedermann	o
jedermann	mundo
jedermann	todos
jedermann	alguén
jedermann	a
jedermann	ninguén
jedermann	calquera
blei	conducir
blei	levar
blei	a
blei	até
komitees	comités
relative	parente
panik	pánico
schwachen	débil
verursachen	causaron
verursachen	provocando
verursachen	porque
verursachen	causa
verursachen	causar
verursachen	provoca
verursachen	causa
verursachen	causas
verursachen	que
organische	orgánico
lachen	risos
lachen	risas
lachen	rir
lachen	de
lachen	nunca
lachen	rir
lachen	risa
lachen	rían
geringfügig	lixeiramente
rätsel	crebacabezas
rätsel	puzzle
rätsel	misterio
leeren	baleira
leeren	baleiro
leeren	baleiras
leeren	valeiro
differenz	distancia
differenz	diferenza
differenz	diferenzas
differenz	diferencia
differenz	mesmo
diener	servo
diener	criado
diener	bedel
daily	día
daily	diariamente
daily	daily
daily	cotiá
daily	diario
friends	amigos
friends	os
pflichten	responsabilidades
salt	salgado
salt	sal
irgendetwas	algo
irgendetwas	cousa
irgendetwas	algo
irgendetwas	nada
irgendetwas	calquera
irgendetwas	cousa
katzen	gatos
katzen	gato
katzen	ao
basic	básica
basic	básicos
basic	básico
basic	básicas
basic	as
versicherung	seguro
versicherung	seguros
gemeinnützige	sen
gemeinnützige	ánimo
gemeinnützige	lucro
neigung	tendencia
quo	quo
typisches	típico
zuhause	fogar
zuhause	casa
zuhause	á
zuhause	na
detlef	gerald
kanäle	canal
kanäle	canle
impulse	pulo
anweisung	declaración
hölzernen	de
hölzernen	madeira
rabbiner	rabino
anmeldung	rexistro
anmeldung	rexistro
anmeldung	tarxeta
köpfe	cabezas
köpfe	mente
köpfe	mentes
köpfe	as
köpfe	nas
berührt	tocan
berührt	están
berührt	tocar
berührt	a
berührt	tocáronme
pat	pat
massen	masas
stärkere	máis
stärkere	forte
siebte	sétimo
verleiht	da
verleiht	dá
verleiht	dálle
kongregation	congregación
morgens	mañás
morgens	mañá
morgens	bo
morgens	día
morgens	pola
morgens	días
morgens	bos
bang	baten
bang	bang
möglicher	posible
möglicher	sexa
möglicher	posíbel
gespannt	fan
gespannt	emocionado
gespannt	ilusionado
überfall	asalto
überfall	redadas
geschenk	presentar
geschenk	actual
geschenk	presente
geschenk	presentes
geschenk	agasallo
geschenk	regalo
geschenk	agasallo
einzelheiten	detalles
einzelheiten	crédito
einzelheiten	roubada
einzelheiten	detalle
einzelheiten	detalles
dreißig	trinta
tragödie	traxedia
tragödie	desgraza
geschäftsführung	de
geschäftsführung	xestión
geschäftsführung	dirección
geschäftsführung	a
laser	láser
fbi	fbi
beseitigen	eliminar
obst	froita
maske	máscara
maske	máscaras
bären	osos
bären	oso
bären	osiño
geschmückt	condecorado
got	teño
got	que
got	tes
got	ten
got	temos
zeugnis	certificado
zeugnis	partida
zeugnis	de
zeugnis	nacemento
zeugnis	testemuña
dicken	groso
wirkungen	efectos
gewebe	tecido
gewebe	tecidos
bürgerliche	burguesa
bürgerliche	burgueses
schauplatz	escena
schauplatz	escea
impact	impacto
impact	un
impact	na
impact	prazo
impact	efecto
impact	mellora
missionen	misión
missionen	misións
mare	egua
mare	égoa
kenia	kenia
verbrannt	queimado
verbrannt	queimaron
verbrannt	queimou
verbrannt	queimados
wenigsten	cando
wenigsten	menos
wenigsten	polo
geliebten	amado
geliebten	querido
flughäfen	aeroporto
ärger	ira
ärger	rabia
ärger	odio
ärger	problema
ärger	problemas
ärger	problemas
ärger	os
eingabe	entrar
eingabe	violación
eingabe	entrar
anschauen	vendo
anschauen	a
anschauen	as
anschauen	ver
anschauen	mirando
anschauen	mirar
anschauen	observando
anschauen	ver
anschauen	mirade
anschauen	coidado
anschauen	ten
verursachte	causado
verursachte	causa
verursachte	causaba
uniform	uniforme
verwandelt	resultou
verwandelt	volta
verwandelt	sentía
verwandelt	resulta
verwandelt	que
verwandelt	volta
won	non
won	vai
won	vou
getrennte	separadas
getrennte	separar
heil	exército
heil	de
heil	salvacionista
heil	salvación
heil	“
heil	sarabia
heil	”
heil	en
heil	galego
heil	saudamos
fressen	desordes
fressen	comer
fressen	comendo
fressen	coma
fressen	a
fressen	comelo
fressen	comer
fressen	come
fressen	comen
auftraggeber	cliente
wirtschaftswissenschaftler	economistas
wirtschaftswissenschaftler	mellores
gerichts	tribunal
sweet	sweet
sweet	doces
sweet	doce
nirgendwo	onde
nirgendwo	calquera
nirgendwo	lugar
nirgendwo	parte
nirgendwo	a
nirgendwo	nada
nirgendwo	en
nirgendwo	ningures
nirgendwo	a
stapel	pila
stapel	feixe
stapel	rochas
stapel	de
stapel	da
beliebtes	popular
beliebtes	populares
beliebtes	frente
beliebtes	cantante
beliebtes	impopular
anhöhe	outeiro
anhöhe	hill
anhöhe	outeiros
anhöhe	924
transfer	transferir
transfer	traslado
rebellion	rebelión
rebellion	rebeldes
joel	joel
joel	recibiu
herausforderung	retos
herausforderung	desafíos
herausforderung	reto
herausforderung	desafío
herausforderung	desafiar
stellungen	posicións
seat	sentar
seat	asento
seat	sitio
seat	senta
seat	séntese
seat	sente
handy	útil
binden	suicidarse
binden	unha
binden	os
binden	gravata
binden	átenos
binden	garavata
late	tarde
verehrung	reverencia
jemandem	alguén
jemandem	alguén
jemandem	que
kontrast	contraste
next	próxima
next	ao
next	seguinte
next	lado
next	próximo
next	o
jahrestag	aniversario
buchstabe	carta
buchstabe	letra
rolling	rolling
schwächen	debilidade
realismus	realista
realismus	realistas
realismus	realismo
reduktion	a
reduktion	redución
zugeschlagen	de
stiel	células
stiel	nai
donnerstag	xoves
gras	herba
schätze	que
schätze	supoño
schätze	creo
großherzog	duque
zuordnen	atributo
batterie	batería
sidney	sidney
pink	rosas
pink	rosa
mantel	abrigo
mantel	o
mantel	chaqueta
arsenal	arsenal
arsenal	o
fünfmal	cinco
fünfmal	5
eichen	oak
eichen	carballo
inwiefern	como
inwiefern	que
inwiefern	canto
getreten	un
getreten	couce
komisch	gracioso
komisch	divertido
komisch	raro
komisch	raro
komisch	estraño
komisch	estraña
komisch	extraño
komisch	moi
komisch	rara
komisch	raro
delegierter	delegado
fischen	peixes
fischen	peixe
fischen	pescar
fischen	pescar
fischen	pesca
executive	executivo
executive	ordenanza
verhinderte	evitou
bestreiten	negar
bestreiten	rexeitada
schmerzen	dor
schmerzen	moito
käufer	comprador
cent	centavos
cent	cincuenta
cent	patacóns
cent	céntimos
cent	a
cent	penique
cent	penny
cent	cento
cent	centavos
töne	soa
töne	parece
töne	sons
töne	en
töne	sona
töne	ton
technologien	tecnoloxías
technologien	tecnoloxía
living	vivo
living	vivir
living	vivindo
living	vida
vereinigtes	dos
vereinigtes	nos
vereinigtes	unidos
vereinigtes	unidas
vereinigtes	ficade
vereinigtes	ee
vereinigtes	eua
gruppierungen	agrupacións
weile	mentres
weile	tempo
eiche	oak
eiche	carballo
blödsinn	parvadas
blödsinn	parvada
reichtum	fortuna
reichtum	riqueza
reichtum	riquezas
reichtum	coa
ewige	eterna
ketten	cadeas
ketten	as
bedeutsam	significativo
gesetzgebung	lexislación
gesetzgebung	a
gesetzgebung	lei
briefmarken	filatelia
briefmarken	selo
radikal	radical
radikal	radicais
guinea	guinea
anderswo	outra
einheimische	nativo
einheimische	onde
einheimische	terra
pete	pete
nachhaltige	sostible
bewaffnung	armas
bewaffnung	as
bewaffnung	armamento
bewaffnung	arma
konfrontiert	fronte
bekomme	a
vorsicht	coidado
vorsicht	ten
vorsicht	con
vorsicht	tede
vorsicht	prudente
vorsicht	conta
vorsicht	atento
einwände	obxección
kronen	coroa
fahrgäste	pasaxeiros
schlafen	durmindo
schlafen	durme
schlafen	dorme
schlafen	durmido
schlafen	adormeceu
schlafen	durmir
schlafen	sono
schlafen	durmir
schlafen	durme
schlafen	durmindo
schlafen	durmir
schlafen	somníferos
weine	viño
weine	chorar
weine	chores
weine	choro
weine	berra
lions	leóns
kleinerer	máis
kleinerer	pequenos
kleinerer	pequenas
kleinerer	menores
kleinerer	menor
kleinerer	pequeno
kleinerer	pegada
wasserstoff	de
wasserstoff	hidróxeno
revolutionären	revolucionario
revolutionären	revolucionaria
revolutionären	revolucionarios
verwirklicht	decateime
verwirklicht	decatei
verwirklicht	decatámonos
verwirklicht	de
verwirklicht	que
verwirklicht	conta
verwirklicht	decatamos
verwirklicht	na
verwirklicht	conta
aufsichtsrat	xunta
aufsichtsrat	de
aufsichtsrat	reunión
aufsichtsrat	bordo
aufsichtsrat	comida
rufen	chamada
rufen	chamamos
rufen	chamar
mythen	mito
release	liberación
release	lanzamento
release	en
release	liberdade
release	a
circuit	federal
circuit	circuíto
erlitten	sufriron
erlitten	sofre
erlitten	sufrín
profis	profesionais
erfassung	a
erfassung	capturar
erfassung	capturar
erfassung	alcance
dreier	tres
dreier	3
berechtigung	permiso
vorderseite	diante
vorderseite	fronte
propheten	profetas
propheten	profeta
psychologe	psicólogos
psychologe	sicólogos
psychologe	psicoloxía
psychologe	de
pisa	pisa
speed	velocidade
speed	rapidez
grundstücke	terra
grundstücke	país
grundstücke	terras
artur	arthur
kommandanten	comandante
kommandanten	comandante
skala	escala
privilegien	privilexio
schuljahr	instituto
schuljahr	escola
schuljahr	colexio
läufer	bispo
gib	dar
gib	dáme
gib	entrar
nizza	bonito
nizza	ben
nizza	bonita
nizza	bo
nizza	boa
glaubte	que
hunger	famentos
hunger	fame
hunger	fame
verhaltens	comportamento
verhaltens	conducta
verhaltens	comportamentos
verhaltens	seu
verhaltens	conduta
verhaltens	comportamento
verhaltens	comportamental
lateinamerika	latín
hinterher	despois
sardinien	sardeña
prozessen	procesos
amerikanisch	estadounidense
amerikanisch	americanos
amerikanisch	americana
amerikanisch	americano
staub	po
staub	pó
staub	das
wurzel	orixe
wurzel	raíz
wurzel	as
wurzel	raíces
leichnam	cadáver
leichnam	corpo
todesstrafe	a
todesstrafe	morte
hilfsmittel	sida
hilfsmittel	ferramentas
hilfsmittel	as
typischer	típico
scherz	broma
scherz	chiste
scherz	bromas
scherz	gracia
scherz	conto
scherz	brincar
scherz	serio
scherz	enganar
scherz	a
scherz	de
scherz	broma
scherz	brincar
scherz	bromear
lie	mentiras
lie	mentira
lie	mentir
ungewöhnliche	estraño
bildschirm	pantallas
bildschirm	pantalla
bildschirm	da
bildschirm	ecrán
bildschirm	monitor
swing	abaneo
swing	xuntas
bombe	bomba
bestraft	castigar
bestraft	castigada
bestraft	castigado
anthropologie	antropoloxía
columbus	columbus
zusammengesetzt	por
unseres	noso
unseres	nosas
unseres	nós
unseres	nosa
unseres	nosos
wünscht	gustaríame
wünscht	desexo
wünscht	desexaría
wünscht	oxalá
wünscht	desexa
imperial	imperial
satzung	estatutos
satzung	artigos
nobelpreis	nobel
falsches	falsa
falsches	falso
session	sesión
bleibe	quedar
bleibe	aquí
bleibe	noite
bleibe	quedará
bleibe	na
fünfzehn	quince
ain	non
ain	é
wartet	agardando
wartet	espera
wartet	a
wartet	esperar
wartet	esperando
wartet	agardar
wartet	agardar
wartet	espera
wartet	espere
wartet	agarda
frequenzen	espectro
leichen	cadáveres
leichen	cadáver
leichen	corpo
pferden	cabalos
pferden	os
verurteilte	condenados
verurteilte	a
verurteilte	condenado
verurteilte	presidiario
verurteilte	preso
drücken	prensa
drücken	o
drücken	press
drücken	presionar
drücken	expremer
bart	bart
bart	barba
bart	home
hey	ei
hey	eh
hey	oe
pflegen	manter
pflegen	a
pflegen	cultivar
sons	fillos
sons	os
sons	mozos
beispielen	exemplos
radikalen	radicais
radikalen	radical
radikalen	radicais
abgedeckt	cuberto
ruhm	gloria
ruhm	pola
bezweifle	dúbida
bezweifle	dubidar
bezweifle	dúbidas
bezweifle	dubido
bezweifle	dubídoo
heaven	ceo
heaven	deus
heaven	ceos
dünnen	no
schlaf	sono
schlaf	durmir
schlaf	durme
schlaf	durmindo
schlaf	durmir
schlaf	somníferos
erklärten	explicou
künstlichen	artificiais
künstlichen	artifical
künstlichen	artificial
beliebte	popular
beliebte	populares
beliebte	frente
beliebte	cantante
beliebte	impopular
reparatur	reparar
leder	coiro
leder	o
teilnehmenden	participación
teilnehmenden	participar
dokumentieren	documento
mafia	turba
mafia	mafia
mafia	mafia
objektive	lentes
objektive	lente
objektive	lentes
drive	conducir
drive	coche
drive	conduzo
col	coronel
psychiater	psiquiatras
anden	andes
ewigen	eterna
lagern	campos
leber	fígado
fühlte	sentía
fühlte	sentíame
fühlte	que
fühlte	sentín
prototypen	prototipo
schlucht	canón
leidet	sufrir
leidet	sofre
zero	cero
cool	xenial
cool	ben
cool	fresco
experimentelle	experimental
begegnen	con
begegnen	encontro
eingehalten	respectado
korn	gran
korn	millo
korn	trigo
riesigen	enormes
riesigen	enorme
riesigen	gran
riesigen	xigante
riesigen	grande
riesigen	un
riesigen	xigantes
riesigen	xigante
körperliche	física
körperliche	físicos
körperliche	físicas
körperliche	físico
prüfungen	exames
prüfungen	probas
prüfungen	tests
verstecken	ocultar
verstecken	agochar
verstecken	agochados
verstecken	escondida
pension	pensión
break	romper
break	o
gebet	oracións
gebet	oración
verse	verso
gedanke	que
gedanke	pensaba
gedanke	pensei
gesetzen	leis
gesetzen	as
palm	palma
palm	da
palm	palm
zeitlichen	lóbulo
zeitlichen	temporal
ausführen	correr
ausführen	corre
verstorbene	falecido
domenico	domenico
patient	paciente
patient	doente
patient	pacientes
menschlicher	humanos
menschlicher	humana
menschlicher	humano
genießen	guste
genießen	gozamos
genießen	a
genießen	da
genießen	que
genießen	gozar
genießen	gusta
genießen	desfrutando
genießen	ben
protestanten	protestante
kid	neno
kid	rapaz
kid	nena
kid	mozo
investiert	investimos
illegal	ilegal
mill	fábrica
mill	mill
mill	muíño
elefanten	elefante
elefanten	elefantes
elefanten	elefante
elefanten	marchar
spekulationen	especulación
ackerbau	cultivos
transparenz	transparentes
transparenz	transparente
völkern	xente
völkern	fronte
luca	luca
chinesen	os
chinesen	chineses
chinesen	chinés
chinesen	chinesas
chinesen	chinesa
unbekannter	descoñecido
unbekannter	descoñecida
ausübung	exercicio
spiegelt	reflicte
spiegelt	o
präzise	exacto
präzise	preciso
präzise	precisa
präzise	precisión
vorsichtig	con
vorsichtig	coidado
vorsichtig	coidado
vorsichtig	ten
vorsichtig	con
vorsichtig	tede
vorsichtig	prudente
vorsichtig	conta
vorsichtig	atento
zorn	ira
zorn	rabia
zorn	odio
ausdrücken	expresións
ausdrücken	expresar
ausdrücken	expresión
verknüpfung	enlace
intern	interno
intern	interna
false	falsa
false	falso
tempels	templo
verbleibenden	restante
verbleibenden	para
späte	tarde
sichtbare	visible
sichtbare	visibles
fakt	feito
fakt	de
fakt	que
fakt	realidade
übrige	resto
übrige	descansar
übrige	demais
übrige	descanso
voice	voz
voice	a
wing	nunha
wing	á
gps	gps
wanderweg	rastro
wanderweg	pista
übereinstimmung	concordancia
bedürfnisse	precisa
bedürfnisse	ten
bedürfnisse	necesita
bedürfnisse	necesidades
genauigkeit	precisión
wohlstand	prosperidade
wohlstand	riqueza
wohlstand	riquezas
wohlstand	coa
überholt	obsoleto
elektrischer	eléctricas
elektrischer	eléctrica
gelagert	almacénanse
gelagert	almacenados
verdiente	gañaba
froh	encantado
froh	de
froh	que
froh	alégrame
froh	alégrome
erlebnisse	as
erlebnisse	experiencias
erlebnisse	experiencia
erlebnisse	experimentar
erlebnisse	experimentan
originale	os
originale	orixinais
wolken	nube
proben	mostras
schuhe	zapato
schuhe	zapatos
schuhe	os
schuhe	botas
schuhe	tenis
schuhe	botas
schuhe	as
ibrahim	abraham
dünne	delgado
dünne	fraca
dünne	no
besiegen	vencer
besiegen	derrota
annie	annie
passion	paixón
vernünftig	sensible
vernünftig	razoable
vernünftig	razoábel
gift	veleno
begrenzte	limitado
begrenzte	limitada
durchgang	noroeste
durchgang	pasaxe
durchgang	paso
senden	enviar
senden	a
antarktis	antártida
betrachter	espectador
betrachter	espectadores
betrachter	audiencia
glanz	brillar
button	botón
bulle	poli
bulle	policía
bulle	touro
stop	deter
stop	de
stop	parar
stop	para
stop	deixa
angeklagten	dos
angeklagten	acusados
angeklagten	acusado
angeklagten	os
angeklagten	imputados
augenblick	momento
augenblick	agora
augenblick	intre
krater	cráteres
krater	cráter
abgaben	cargos
abgaben	impostos
abgaben	dos
schifffahrt	despachos
niederländer	dutch
mechanismus	mecanismos
mechanismus	mecanismo
feedback	de
feedback	resposta
schwache	mal
schwache	esvaecemento
schwache	débil
anregungen	unha
anregungen	suxestión
anregungen	inspiración
schale	pratos
schale	bowl
schale	cunca
kaiserlich	imperial
kompliziert	complicado
kompliziert	complexas
kompliziert	complicadas
haven	aínda
haven	non
haven	teño
recherchen	as
recherchen	buscas
recherchen	investigación
recherchen	de
recherchen	investigacións
recherchen	investigar
rain	chove
rain	chuvia
rain	choiva
rain	nos
rain	topásemos
rain	con
rain	outras
rain	razas
rain	chover
rain	a
hoffen	que
hoffen	esperanza
hoffen	que
hoffen	espero
hoffen	agardo
vorbereitungen	para
vorbereitungen	a
vorbereitungen	preparar
kämpften	loitei
kämpften	contra
kämpften	loitou
kämpften	loitamos
amy	amy
hörfunk	radio
lose	moita
lose	moreas
lose	moitas
lose	moito
lose	moitos
kenny	kenny
blume	flor
immobilien	propiedade
immobilien	propiedades
beyond	alén
beyond	máis
beyond	alá
beyond	aló
beyond	da
beyond	moi
beyond	lonxe
putsch	golpe
irrtum	erro
irrtum	erro
eingeschlossen	incluía
eingeschlossen	inclúe
app	aplicación
without	sen
blitz	de
blitz	lóstrego
peinlich	incómodo
gefährliche	perigoso
gefährliche	perigosos
gefährliche	perigosa
gefährliche	perigosas
davies	davies
tipps	indicios
rassen	racial
rassen	raciais
rassen	razas
gruben	minas
bekenntnis	confesións
bekenntnis	confesión
federal	federal
federal	circuíto
federal	federais
aids	sida
niederschlag	radioactiva
fröhlich	moi
fröhlich	feliz
fröhlich	contento
fröhlich	felices
fröhlich	contenta
füllen	cubrir
füllen	encher
zuweilen	veces
zuweilen	ás
sorgfältig	con
sorgfältig	coidado
sorgfältig	coidado
sorgfältig	ten
sorgfältig	con
sorgfältig	tede
sorgfältig	prudente
