die	the
meter	metar
meter	metara
meter	metara
persent	posto
persent	procenata
historiese	historijsko
historiese	historijski
historiese	istorijski
historiese	historijska
historiese	historijsko
historiese	historijski
nederland	holandija
minister	ministar
span	tim
span	ekipa
ontwikkeling	razvoj
dele	dijela
dele	dijelovi
dele	delovi
dele	dijelove
frans	francuski
distrik	okrug
gewen	stekao
gewen	osvojen
gewen	pobijedio
gewen	pobijedila
gewen	osvojena
gewen	pobjedio
god	allah
god	allaha
god	allahu
god	bog
japan	japan
pad	put
oorlede	poginuo
oorlede	umro
oorlede	umrlo
oorlede	umrla
militêre	vojska
inligting	informacija
paul	paul
veroorsaak	izazvalo
veroorsaak	uzrokovala
veroorsaak	uzrokovane
veroorsaak	izazvao
veroorsaak	izazvala
veroorsaak	izazivaju
veroorsaak	uzrokujući
veroorsaak	prouzrokovati
veroorsaak	uzrok
ontdek	otkriti
ontdek	otkriju
ontdek	otkrili
ontdek	otkrije
oorspronklike	originalni
oorspronklike	originalna
oorspronklike	prvobitni
oorspronklike	originalne
oorspronklike	original
katolieke	katolici
katolieke	katolički
katolieke	katolička
katolieke	katolik
keiser	imperator
boek	knjiga
artikels	članaka
artikels	članci
artikels	sekcije
opgerig	podigli
opgerig	konstruisana
aanvanklik	prvobitno
aanvanklik	isprva
sowel	oboje
sowel	pa
goed	dobro
goed	dobar
goed	dobre
goed	pa
kalender	kalendar
wet	ponašaju
wet	čin
wet	akt
beide	oboje
goeie	dobro
goeie	dobar
goeie	dobre
val	kap
val	pad
val	jesen
val	pad
vsa	usa
hendrik	hendrik
beheer	kontrolisanje
beheer	kontrolisati
beheer	kontroliše
beheer	kontroli
beheer	kontrola
http	http
terug	nazad
terug	back
terug	vrati
min	min
predikant	sveštenstvo
gevind	našla
gevind	pronađen
gevind	pronađena
gevind	pronašli
gevind	pronašao
gevind	utvrdila
verkies	prilog
omgewing	okruženju
omgewing	okoliš
omgewing	sredina
omgewing	okolina
omgewing	okruženje
lid	član
lid	članica
voormalige	bivši
grens	granica
skeidsregter	sudija
oudste	najstariji
oudste	najstarijih
oudste	najstarije
oudste	najstarija
sekere	određenim
sekere	određene
data	podatak
jong	mladi
jong	mlada
jong	young
jong	mladić
noorde	sjever
uiteindelik	konačno
buite	izvan
invloed	uticaja
invloed	utjecaj
invloed	uticaj
ouderdom	uzrast
ouderdom	godište
ouderdom	doba
ouderdom	age
ouderdom	starost
diens	služba
diens	servis
blou	plava
blou	rastu
blou	rasti
noordelike	sjeveroistoku
noordelike	sjeverna
noordelike	sjeverni
vind	nalaz
vind	nađe
vind	pronalaze
vind	pronaći
vind	find
vind	naći
woorde	riječi
woorde	reči
verkiesing	izbori
verbind	povezani
verbind	povezana
verbind	povezivanje
verbind	povezivati
verbind	povezati
verbind	povezivanja
geval	slučaj
unie	savez
unie	unija
unie	union
griekse	grčki
behoort	pripada
behoort	pripadaju
werke	jobs
werke	poslovi
sterre	barovima
sterre	poluge
sterre	zvijezda
sterre	zvezde
jou	vaš
jou	tvoje
jou	your
slag	bitka
slag	bitaka
deelstaat	država
oseaan	okean
son	sunce
help	pomoći
help	pomogne
help	pomoć
museum	muzej
want	jer
gregoriaanse	gregorian
probeer	pokušaj
probeer	try
bome	drveće
voltooi	završen
voltooi	završiti
voltooi	uradio
voltooi	urađen
voltooi	završeno
voltooi	urađeno
voltooi	završeno
voltooi	potpuna
voltooi	kompletna
voltooi	kompletan
kilometer	kilometar
kilometer	kilometara
stelsel	sistem
raad	savjet
raad	vijeće
hoogste	najviša
dorpe	gradove
dorpe	gradova
dorpe	gradovima
gebly	živjela
gebly	živjeli
gebly	živio
stede	gradovi
klub	kluba
vader	otac
ster	zvijezda
almal	svi
almal	all
almal	svi
almal	sve
almal	svi
australië	australija
vanuit	od
skakel	veza
skakel	link
skakel	call
skakel	poziv
genus	genus
weke	sedmica
lyk	izgleda
york	jork
york	york
york	yorka
generaal	general
sint	sint
vergadering	sastanak
vergadering	susret
orde	naređenje
orde	naredbu
orde	reda
orde	red
loop	walking
nooit	nikad
antieke	drevni
antieke	drevno
antieke	drevna
antieke	drevne
musiek	muzika
willem	willem
willem	william
willem	vilim
rooms	sobe
uitgawe	izdanje
verkry	stečena
verkry	stekla
verkry	steći
william	william
william	vilim
verkoop	sell
verkoop	prodati
verkoop	prodaje
verkoop	proda
verkoop	prodala
verkoop	prodat
verkoop	prodao
verkoop	prodaje
sjina	kina
dien	služe
dien	služiti
dien	dostaviti
james	james
italië	italija
duits	njemački
vierde	četvrta
vierde	četvrti
vierde	četvrto
vierde	četvrtog
vierde	četvrtom
hoër	viša
hoër	višem
lei	olova
lei	olovo
groei	rast
gestel	setu
gestel	set
gestel	postavio
gestel	postavljeni
eerder	umjesto
eerder	umesto
kleiner	manji
kleiner	manja
foto	foto
foto	fotografija
gevestig	ustanovljen
gevestig	uspostavljena
gevestig	ustanovljene
gevestig	ustanovljena
verloor	izgubljeni
verloor	izgubila
verloor	izgubljena
verloor	izgubili
verloor	izgubio
sewe	sedam
handel	trgovina
oorspronklik	prvobitno
oorspronklik	originalni
oorspronklik	originalna
oorspronklik	prvobitni
oorspronklik	originalne
oorspronklik	original
voorbeeld	uzorak
voorbeeld	uzorka
voorbeeld	uzorku
voorbeeld	primjer
voorbeeld	primjer
voorsitter	stolac
voorsitter	stolica
sterf	umri
nederlands	holandski
verskil	razlika
sentraal	central
sentraal	centralni
sentraal	centralna
bevestig	potvrdi
crystal	kristal
bepaal	odlučan
bepaal	utvrdili
bepaal	određuje
indiese	indijska
indiese	indijanac
indiese	indijski
klas	predavanje
lughawe	bunker
lughawe	aerodrom
louis	louis
vertoon	otkrivaju
vertoon	otkriti
vertoon	otkrije
vertoon	prikaz
vertoon	prikazana
vertoon	pokazivao
colspan	colspan
altyd	uvijek
altyd	uvek
lig	svjetlost
lig	podići
lig	podigne
lig	podizanje
txt	txt
punt	tačka
punt	tačka
vroue	žene
kant	edge
kant	strani
kant	strana
betrokke	bavili
betrokke	angažiran
wou	tražen
wou	želio
rome	rim
week	sedmica
stadium	faza
stadium	bina
prof	prof
vervaardig	proizveo
vervaardig	proizvela
vervaardig	proizvoditi
geskep	kreirana
geskep	stvoreno
geskep	stvorena
geskep	stvoren
geskep	stvorio
elizabeth	elizabeta
elizabeth	elizabeth
parys	pariz
openbare	javni
openbare	javnost
openbare	javna
openbare	javno
oud	stare
oud	stara
oud	staro
oud	stari
beskikbaar	dostupan
beskikbaar	dostupno
beskikbaar	dostupni
beskikbaar	dostupna
beskikbaar	raspolaganju
dui	ukazuju
akteur	glumac
sentrale	central
sentrale	centralni
sentrale	centralna
totale	ukupno
behaal	postignuće
behaal	dostignuće
natuurlike	prirodno
bied	ponuda
amptelik	zvanična
amptelik	zvaničnik
amptelik	zvanične
amptelik	zvanični
amptelik	službeni
indië	indija
loopbaan	karijeru
loopbaan	karijere
loopbaan	karijera
skep	stvaraju
skep	napravi
skep	stvoriti
skep	kreiranje
olimpiese	olimpijski
dogter	ćerka
dogter	kćerka
dra	prenose
dra	doprinijeti
hoof	glavne
hoof	glavna
hoof	glavno
hoof	glavni
druk	press
druk	štampa
druk	pritisak
verteenwoordig	zastupljena
verteenwoordig	predstavljao
verteenwoordig	predstavljena
verteenwoordig	predstavlja
verteenwoordig	predstavljaju
boeke	knjige
boeke	knjiga
meestal	većinom
meestal	uglavnom
geplaas	postavljenim
albei	oboje
etniese	etnički
etniese	etnička
kus	obala
gepubliseer	live
gepubliseer	objavljenog
gepubliseer	objavljen
gepubliseer	objavljene
gepubliseer	objavljeni
gepubliseer	objavljena
super	super
kuns	art
kuns	umjetnost
bring	donijeti
bring	donose
bring	dovode
geld	novac
erken	priznati
erken	prizna
erken	prizna
verdere	dalje
verdere	daljnje
maria	merjem
maria	marija
maria	maria
leier	lider
boom	drvo
boom	procvat
rolprent	film
rolprent	film
westelike	zapadu
westelike	zapadna
westelike	zapadnim
westelike	zapadne
westelike	zapadni
kanada	kanada
tradisionele	tradicionalna
tradisionele	tradicionalne
tradisionele	tradicionalno
national	nacionalni
national	nacionalna
verdeel	podjele
verdeel	podijeli
pole	poljska
beweging	motion
beweging	pokretu
beweging	pokret
russies	ruski
russies	tunis
japannese	japanski
diere	životinje
beter	bolji
beter	bolje
punte	tačaka
kulturele	kulturna
kulturele	kulturno
kulturele	kulturni
kulturele	kulturnih
beperk	zabranjen
beperk	ograničavaju
beperk	ograničenje
beperk	ograničene
beperk	ograničena
beperk	ograničen
liggaam	tijela
liggaam	tijelo
liggaam	tijelu
liggaam	telo
wen	pobjeda
wen	pobijedi
wen	osvoji
basis	baza
verlaat	napustiti
verlaat	ostavi
verlaat	napusti
verlaat	izlaz
verlaat	exit
white	bijela
white	bijeli
red	spašavanja
red	spašavanje
spanje	španija
geraak	pogođeni
geraak	pogođenih
geraak	pogođena
geraak	uticalo
goewerneur	guverner
kultuur	kultura
charles	charles
heilige	sveti
heilige	saint
heilige	sveta
heilige	sveti
heilige	sveto
kaart	karta
oorsprong	porijekla
oorsprong	porijeklo
kennis	poznanika
kennis	znanje
parlement	parlament
groen	zelena
sosiale	društvena
sosiale	društvene
sosiale	društvenu
sosiale	socijalna
bloemfontein	bloemfontein
daarom	stoga
gebring	donijeli
gebring	doveden
gebring	donijela
gebring	donio
stem	glasanje
stem	glas
vroeër	ranije
energie	energija
von	von
boere	poljoprivrednici
boere	poljoprivrednike
boere	poljoprivrednicima
boere	boer
boere	farmera
prys	cijena
prys	nagrada
prys	nagrade
prins	princ
prins	prince
ligging	lokacija
gestuur	poslata
gestuur	poslali
gestuur	poslao
gestuur	poslan
broer	brat
studente	studenti
studente	učenici
gemeenskap	društvo
gemeenskap	zajednica
berg	planina
berlyn	berlin
oppervlak	površine
oppervlak	površina
agter	iza
bronne	izvori
bronne	izvora
bronne	izvor
beleid	politika
port	luka
port	port
album	album
beweeg	nijedan
beweeg	nijedna
beweeg	move
beweeg	potez
beweeg	pokret
voorheen	prethodno
vertrek	odlazak
egipte	egipat
egipte	prazan
egipte	prazna
iets	nešto
brittanje	britanija
meerderheid	većina
com	com
asië	azija
verskaf	obezbijedi
verskaf	obezbijediti
verskaf	obezbjeđen
verskaf	obezbijeđen
verskaf	obezbijedila
verskaf	obezbjeđena
verskaf	snabdijevanje
lees	čita
lees	reading
lees	čita
sir	sir
sir	ser
webtuiste	web
onderwys	obrazovanje
vinnig	brzo
vinnig	brza
vinnig	brz
vinnig	brzi
agt	osam
lengte	dužina
manier	način
goue	zlatna
buitelandse	stranih
buitelandse	strani
buitelandse	stranim
teenoor	ka
aangebied	ponudio
aangebied	ponudila
aangebied	predstavljajući
ingesluit	uključivala
ingesluit	uključena
ingesluit	uključuju
ingesluit	uključiti
tipe	tip
tipe	type
peter	peter
peter	petar
km²	km²
verskeidenheid	raznovrsnost
verskeidenheid	različitosti
verskeidenheid	raznolikost
verskeidenheid	raznovrsnost
verskeidenheid	različitih
stemme	glasove
stemme	glasova
stemme	glasa
stemme	glasovima
biskop	biskup
duidelik	jasno
duidelik	očigledno
duidelik	očito
leiding	uputa
iemand	neko
anders	drugačija
anders	drugačije
anders	različita
anders	različito
anders	različiti
anders	različitih
politikus	političar
proses	proces
pieter	pieter
tree	preuzeti
tree	uzeti
tree	take
tree	preuzme
pas	stati
pas	fit
pas	meč
los	napustiti
los	ostavi
los	napusti
massa	masa
voorgestel	kazao
jacobus	jacobus
besit	posjedovanje
besit	posjedovanja
vorige	prošlost
gesê	rekli
plekke	mesta
plekke	mjesta
spaanse	španski
argitek	arhitekt
res	ostatak
lewer	jetra
ekonomie	ekonomija
ekonomie	privreda
mark	tržište
mark	tržišta
mark	marka
mark	mark
saak	prouzrokovati
saak	uzrok
den	rob
getroud	udata
getroud	oženjen
getroud	oženio
spesie	vrsta
hoogte	visina
suidwes	jugozapadnom
suidwes	jugozapad
suidwes	jugozapadne
suidwes	jugozapadna
lae	slojeva
lae	slojevi
lae	niski
lae	nizak
lae	low
namibië	namibije
sake	uzroka
sake	uzroci
sake	uzrokuje
dinastie	dinastija
verwerf	stiču
verwerf	zaradio
verwerf	stekao
afgelei	dobijeni
onafhanklikheid	nezavisnost
verhouding	odnos
admin	admin
gekies	odabran
gekies	odabrano
gekies	odabrane
gekies	odabrana
gedeelte	dio
hoog	visoko
hoog	visoki
hoog	visoka
hoog	visok
hoog	visoki
waarde	vrijednost
mans	mužjaci
mans	muškarci
maatskappy	kompanija
maatskappy	comma
lug	sky
lug	nebo
lug	vazduh
regte	prava
regte	real
regte	pravi
dorpie	selo
oranje	orange
oranje	narandžasta
plessis	plessis
dienste	usluge
dienste	usluga
digter	pjesnik
then	potom
then	onda
then	tada
then	zatim
tien	deset
rigting	smjer
rigting	pravac
gereeld	često
gereeld	često
getal	broj
alles	sve
alles	all
alles	svi
alles	sve
onafhanklike	independent
onafhanklike	nezavisno
onafhanklike	nezavisni
onafhanklike	nezavisna
volk	volk
demokratiese	demokratski
demokratiese	demokratska
wys	show
wys	emisiju
wys	nastup
wys	šou
wys	sou
seeland	zeland
spesifieke	specifične
spesifieke	konkretne
spesifieke	specifična
gemiddelde	prosječno
gemiddelde	prosječne
gemiddelde	prosječnom
gemiddelde	prosjek
huwelik	brak
vrygestel	objavljeni
vrygestel	pušten
vrygestel	pušteni
leër	vojska
leër	armija
robert	robert
ouer	roditelja
ouer	roditelj
ouer	starije
ouer	starija
ouer	stariji
leef	živi
leef	living
leef	živo
leef	živa
toegeken	dodijeljen
toegeken	dodijeljena
media	media
media	mediji
beïnvloed	uticaja
beïnvloed	utjecaj
beïnvloed	uticaj
bron	izvor
projek	projekt
projek	projekat
behalwe	osim
naamlik	naime
naamlik	nazvana
naamlik	zvao
naamlik	nazvan
naamlik	pozvala
alexander	aleksandar
alexander	alexander
alfabet	abeceda
kind	mali
kind	dijete
kind	kid
kind	dijete
gepraat	govoreći
genoeg	dovoljno
genoeg	dovoljan
genoeg	dosta
voorbeelde	templates
voorbeelde	primjeri
voorbeelde	uzorci
voorbeelde	primjer
strek	trase
kruger	kruger
eenheid	jedinica
teks	tekst
teks	text
ierland	irska
vloot	mornarica
mate	mjerenje
kommissie	komisija
smith	smith
bevorder	unaprijeđen
bevorder	promovisanje
bevorder	promoviranja
bevorder	promovira
bevorder	jačaju
bevorder	jačanje
studie	proučiti
studie	studija
studie	proučavanja
burgemeester	gradonačelnik
gebaseer	based
gebaseer	bazirana
gebaseer	osnovu
afstand	udaljenost
sit	sjede
aangeneem	preuzela
aangeneem	usvojen
aangeneem	usvojena
navorsing	istraživanje
navorsing	istraživanja
durban	durban
bestuur	upravljanje
bestuur	menadžment
bestuur	vozeći
bestuur	vožnje
skotland	škotska
opgeneem	snimila
opgeneem	snimljene
opgeneem	snimljen
opgeneem	snimio
hand	uputstvo
hand	priručnik
hand	šaka
oop	otvorene
oop	otvorena
oop	otvoren
oop	otvoreno
oop	open
swede	švedska
benoem	ime
praat	pričaj
praat	razgovara
praat	talk
praat	govoriti
praat	govori
petrus	petrus
petrus	peter
petrus	petar
bedien	služe
bedien	služiti
bedien	služi
gewilde	popularna
gewilde	popularan
gewilde	popularni
eienskappe	karakteristike
african	afrički
african	afričke
african	afričkih
african	afrička
thomas	thomas
elektriese	električne
elektriese	električna
elektriese	električni
elektriese	električna
elektriese	električni
laer	donjem
laer	niže
laer	niži
aandag	pažnja
aandag	autentična
paleis	palata
paleis	palača
sjinese	kineski
voorsien	obezbijedi
voorsien	obezbijediti
all	all
all	svi
all	sve
geleentheid	manifestacija
geleentheid	događaj
steun	podrška
leer	koža
leer	učenje
leer	uče
leer	nauči
leer	uči
leer	learn
vloei	protoka
vloei	protok
vloei	flow
vloei	strujanje
vloei	teku
kyk	vidi
kyk	posmatra
kyk	posmatranje
kyk	posmatrao
henry	henri
henry	henry
rolprente	filmovi
rolprente	filmova
seuns	momci
seuns	boys
seuns	dječaci
seuns	sinovi
seuns	sinova
glo	vjeruju
vroeg	ranim
gegaan	nestao
gegaan	nestali
gegaan	otišli
gegaan	otišla
html	html
denemarke	danska
kombinasie	kombinacija
des	dec
vrye	rezervnih
bladsy	page
bladsy	stranica
bladsy	stranica
bladsy	listovi
diep	duboka
diep	duboke
diep	duboko
diep	dubok
diep	deep
italiaanse	italijanski
roman	roman
geloof	vjera
murray	murray
soek	pretrage
soek	potraga
soek	pretraga
grand	velika
grand	grand
grand	reisul
graad	razreda
graad	stepenu
graad	stepen
graad	stepena
soldate	vojnik
ouers	roditelji
skole	škole
elemente	elemenata
elemente	elementima
elemente	elementa
elemente	elemente
elemente	elementi
struik	žbun
koninklike	royal
koninklike	kraljevska
koninklike	kraljevsko
koninklike	kraljevski
weet	zna
weet	znaju
weet	know
plante	biljke
