les	на
nationale	національні
nationale	nationale
championnat	чемпіонський
championnat	чемпіонат
encore	знов
encore	знову
encore	still
encore	ще
encore	надалі
encore	досі
encore	encore
image	picture
image	зображення
image	картинка
image	фото
image	зображення
vie	життя
vie	лайф
vie	ві
unis	united
unis	юнайтед
lien	посиланням
lien	посилання
lien	link
lien	лінк
football	футбол
football	футбол
pendant	підчас
jeux	ігри
jeux	ігор
jeux	games
jeux	ігри
moins	мінус
moins	менше
ouest	захід
ouest	вест
ouest	західний
ouest	західні
ouest	західна
page	сторінку
page	сторінка
page	сторінки
page	пейдж
nouveau	нові
nouveau	нове
nouveau	нова
nouveau	новий
nouveau	створити
vous	тобою
vous	ви
vous	ти
vous	тебе
centre	центр
centre	центр
cours	курс
cours	майданчик
cours	кур
cours	курси
partir	залиште
partir	leave
partir	залишити
village	село
université	університет
université	коледж
université	коледжі
université	внз
louis	людовик
louis	луї
louis	луїс
nombre	число
nombre	кількість
nombre	номер
nombre	номера
quelques	дехто
quelques	деякі
quelques	якесь
quelques	якийсь
quelques	трохи
leurs	своїх
leurs	їхньому
leurs	свої
leurs	їхнє
siècle	ст
siècle	століття
siècle	century
coupe	зачіска
coupe	чашка
coupe	чаша
coupe	кубок
coupe	вирізання
coupe	різати
coupe	вирізати
coupe	кубок
coupe	coupe
population	населення
connexes	схожі
homme	чоловічий
homme	самець
homme	чоловічі
homme	чоловіча
homme	homme
homme	чоловіки
homme	людина
homme	чоловік
homme	мужчина
homme	man
communes	муніципалітетів
communes	підпорядкування
division	ділення
division	дивізіон
division	поділ
président	президент
président	президенти
président	крісло
président	стілець
président	голова
président	головою
national	національна
national	націонал
national	національне
national	національний
national	національні
société	суспільство
société	товариства
société	товариство
société	компанія
quatre	четвірка
quatre	чотирьох
quatre	чотири
cas	регістр
cas	справа
cas	випадок
cas	випадку
cas	випадках
cas	випадки
cas	випадків
jeu	ігри
jeu	гра
jeu	гри
jeu	гру
jeu	азарт
genre	жанр
genre	стать
genre	статі
genre	гендерна
genre	рід
genre	подобається
genre	зразок
genre	like
musique	музика
musique	музики
musique	музик
musique	музиці
musique	музику
fils	дріт
fils	дроту
fils	сина
fils	сину
fils	син
fils	сини
roi	кінг
roi	король
roi	цар
roi	руа
parti	вечірка
parti	партії
parti	вечірки
parti	партія
parti	party
parti	зник
parti	зникли
parti	зникла
jour	день
jour	дню
jour	дня
europe	європу
europe	європа
europe	європі
mise	mise
mise	ставки
forme	форму
forme	форма
forme	форму
forme	форма
époque	епоха
époque	епохи
époque	епоху
époque	епоха
devient	стає
devient	стане
ancien	давніх
ancien	стародавні
ancien	давні
ancien	стародавній
ancien	давній
ancien	старі
ancien	старе
ancien	старим
ancien	стара
ancien	старий
ancien	старший
ancien	старша
ancien	колишні
ancien	колишній
origine	джерело
origine	походження
origine	джерел
ordre	замовити
ordre	ордер
ordre	наказ
ordre	порядок
château	шато
château	замок
école	школах
école	шкіл
école	школа
école	училище
carrière	кар
part	акція
part	поширити
part	поділитися
part	поширення
part	поділитись
deuxième	другий
deuxième	друге
deuxième	друга
deuxième	секунда
bar	bar
bar	бар
bar	смужка
située	розташовані
située	знаходиться
située	розташовано
située	розташований
charles	шарль
charles	чарльз
points	крапок
points	крапки
points	точки
points	очки
points	пункти
points	очок
points	балів
paul	пол
paul	пауль
paul	павло
rue	стріт
rue	вулиця
rue	рю
chef	шеф
chef	шеф
chef	вождь
chef	головний
père	тато
père	батька
père	батько
père	батьку
père	отець
exemple	приклад
exemple	прикладу
trouve	знаходить
trouve	виявить
trouve	знайде
durant	підчас
durant	дюран
rapport	повідомити
rapport	скарга
rapport	звіт
art	арт
art	мистецтво
art	художня
canton	гуанчжоу
canton	кантон
dernier	останній
dernier	остання
dernier	останнє
dernier	останні
dernier	остання
type	типу
type	тип
habitants	мешканці
habitants	мешканці
habitants	мешканців
point	точка
point	точку
point	point
compte	кількість
compte	рахувати
compte	відлік
compte	рахунок
période	строк
période	період
armée	військові
armée	військовий
armée	армії
armée	армія
armée	військо
armée	армійський
eau	вода
eau	водні
eau	водяний
eau	водяне
marie	марі
marie	мері
marie	марічка
marie	маріє
marie	марія
discuter	обговоримо
discuter	обговорювати
discuter	обговорити
discuter	обговорення
discuter	спілкування
discuter	балачки
discuter	чат
car	адже
car	бо
projet	project
projet	проект
chaque	кожен
chaque	кожні
chaque	кожну
chaque	кожного
chaque	кожному
chaque	кожен
chaque	кожна
anglais	англійською
anglais	англійська
province	провінція
john	джон
john	іоанн
john	іван
international	міжнародний
international	міжнародна
international	міжнародні
international	інтернаціонал
international	міжнародне
conseil	консультант
conseil	консалтинг
conseil	консультування
conseil	консультацій
conseil	порада
conseil	пораду
conseil	поради
conseil	рада
conseil	ради
françois	френсіс
françois	франциск
françois	francois
françois	франсуа
maison	хати
maison	будинок
maison	дім
maison	домівка
maison	домашній
maison	додому
cela	цей
cela	ця
cela	той
demande	запит
demande	запитати
demande	питати
demande	запитувати
demande	попросити
demande	спитати
demande	ask
fonction	функція
fonction	функцію
fonction	функції
toujours	завжди
toujours	still
toujours	ще
toujours	надалі
toujours	досі
doit	мусить
doit	має
doit	повинен
production	продакшн
production	виробництво
production	продукція
certains	дехто
certains	деякі
certains	якесь
certains	якийсь
certains	трохи
membre	член
membre	учасник
membre	учасника
membre	члена
près	поблизу
près	поруч
près	поряд
près	близько
près	біля
rôle	ролі
rôle	роль
meilleur	краща
meilleur	better
meilleur	краще
meilleur	кращі
meilleur	кращий
meilleur	найкраща
meilleur	найкращий
meilleur	найкраще
meilleur	найкращі
droit	правий
droit	права
droit	право
droit	праворуч
droit	закон
droit	право
mois	місяці
mois	місяцями
mois	місяців
mois	місяця
mois	місяць
île	острів
île	іль
république	республіка
service	служби
service	service
service	служба
service	послуга
service	сервіс
jacques	жак
score	рахунок
score	результат
score	оцінка
ensuite	потім
ensuite	тоді
langue	мова
langue	мови
langue	мову
dit	сказала
dit	казали
dit	сказали
dit	сказав
dit	казав
dit	саїд
dit	каже
gouvernement	правління
gouvernement	уряд
center	центр
elles	вони
petit	малий
petit	малі
petit	маленькі
petit	петі
petit	маленька
petit	маленький
petit	маленькі
toutes	усі
toutes	всі
toutes	все
toutes	всіх
argent	гроші
argent	срібла
argent	срібло
argent	silver
argent	срібний
argent	грошовий
argent	готівки
souvent	часто
souvent	часто
style	стиль
face	обличчя
face	обличчям
face	face
olympiques	олімпіади
olympiques	олімпійська
olympiques	олімпійський
olympiques	олімпійські
olympiques	олімпіада
olympiques	іграх
quand	коли
top	згори
top	вгорі
top	топ
top	верхній
top	найпопулярніші
top	зверху
ministre	міністр
ministre	міністру
mondiale	worldwide
mondiale	світовий
mondiale	світ
mondiale	світе
mondiale	world
mondiale	глобальний
mondiale	global
mondiale	загальні
ensemble	хоткевича
ensemble	ансамбль
ensemble	разом
théâtre	театрі
théâtre	театр
théâtre	театр
épisode	епізод
scène	сцени
scène	сцена
scène	стадія
situé	розташовані
situé	знаходиться
situé	розташовано
situé	розташований
toute	усі
toute	всі
toute	все
toute	всіх
asp	asp
étaient	були
musée	museum
musée	музей
troisième	третє
troisième	третій
troisième	третя
nombreux	багато
nombreux	багатьох
nombreux	безліч
auteur	автор
auteur	автора
auteur	автором
auteur	writer
auteur	письменник
cependant	однак
système	система
système	системи
système	системний
système	системне
système	системна
création	створення
création	витвір
stade	стад
stade	естадіо
stade	стадіон
stade	стедіум
stade	стадія
tard	запізнюється
tard	пізно
tard	запізно
reste	залишитися
reste	залишатися
reste	stay
seconde	другий
seconde	друге
seconde	друга
seconde	секунда
roman	роман
jours	днів
jours	дні
hui	хуей
hui	сьогодні
édition	edit
édition	редагувати
édition	правка
édition	змінити
édition	редакція
édition	видання
édition	редагування
édition	монтаж
édition	видавництво
édition	оприлюднення
édition	публікацією
édition	публікація
édition	публікування
éditions	редакціях
éditions	éditions
historique	історичний
historique	історичної
historique	історичні
historique	історична
historique	історичне
historique	історичні
historique	журнал
historique	історія
historique	історії
sera	воля
sera	буде
sera	будуть
permet	дозволяє
permet	допускає
âge	віці
âge	вік
âge	ера
âge	доба
robert	роберт
robert	робер
officiel	офіційні
officiel	офіційна
officiel	офіційний
officiel	офіційне
officiel	officiel
environ	приблизно
effet	ефект
version	версія
membres	член
membres	учасник
membres	учасника
membres	члена
membres	вступу
membres	членство
membres	учасники
membres	члени
niveau	рівень
champion	шам
champion	чемпіон
espèce	виді
espèce	вид
espèce	види
michel	михайло
michel	майкл
michel	michael
michel	михаїл
michel	мішель
raison	причина
raison	привід
modèle	модель
modèle	моделі
modèle	шаблон
modèle	template
travail	роботи
travail	робота
travail	працюю
travail	працюють
travail	роботу
travail	робочий
femme	жінок
femme	жінки
femme	жінка
femme	жіноча
femme	жіночий
femme	самка
femme	жінка
femme	дружині
femme	дружина
cinq	cinq
déjà	уже
déjà	вже
bas	низький
bas	низька
bas	low
bas	ба
texte	текстовий
texte	текст
terre	землею
terre	earth
terre	землі
terre	земля
terre	земля
terre	терр
terre	ґрунту
terre	ґрунт
terre	земля
allemagne	німеччини
allemagne	німеччині
allemagne	німеччина
allemagne	німеччину
compétition	конкуренції
compétition	змагання
wikipédia	вікіпедія
allemand	німецька
allemand	німець
allemand	герман
allemand	німецькою
allemand	німецький
britannique	британці
britannique	британська
britannique	британські
britannique	british
britannique	англієць
porte	брама
porte	gate
porte	ворота
porte	вивіз
porte	двері
hommes	чоловіки
hommes	самці
italie	італії
italie	італія
italie	італію
bataille	battle
bataille	битва
bataille	бій
corps	тіло
corps	тіла
corps	корпус
demi	пів
demi	півтори
demi	половина
demi	половину
demi	наполовину
siège	облога
siège	штаб
siège	місце
siège	seat
personnes	осіб
personnes	особи
personnes	народ
personnes	людей
personnes	люди
nommé	названий
nommé	назвали
nommé	названо
nommé	призначив
route	маршрут
route	шосе
route	дорожні
route	дорога
finale	фінал
finale	фінал
finale	остаточний
finale	final
jeune	янг
jeune	молода
jeune	молоді
jeune	молодою
jeune	молодий
jeune	молодим
match	гра
match	гри
match	гру
match	збіг
match	відповідність
match	матч
match	двобій
match	сірники
peuvent	можна
york	йорк
royaume	царство
royaume	kingdom
royaume	королівство
royaume	королівства
royaume	royaume
ceux	ті
ceux	тих
ceux	тими
long	довгий
long	хай
long	лонг
long	long
long	довга
long	довгі
latitude	широта
base	основа
base	базова
base	база
base	основою
base	базовий
base	базис
études	студій
études	вивчає
études	дослідження
communauté	громада
communauté	спільнота
communauté	спільноти
association	асоціації
association	асоціація
militaire	військові
militaire	військовий
section	розділ
section	секція
section	секції
longitude	довгота
bronze	бронза
livre	книжка
livre	книжечки
livre	книга
livre	книги
livre	фунт
livre	livre
américaine	американський
américaine	американець
américaine	американські
américaine	американська
américaine	американської
haut	високий
haut	висока
haut	значне
haut	високе
haut	високі
haut	згори
haut	вгорі
haut	топ
haut	верхній
haut	найпопулярніші
haut	зверху
suisse	швейцарія
suisse	швейцарії
suisse	швейцарський
suisse	швейцарська
canada	канаді
canada	канади
canada	канаду
canada	канада
valign	valign
suivant	такі
suivant	стежать
suivant	наступний
suivant	наступна
suivant	next
suivant	наступне
suivant	далі
beaucoup	багато
beaucoup	багатьох
beaucoup	багато
beaucoup	сильно
dire	say
dire	скажуть
dire	кажу
dire	сказати
dire	кажеш
seul	наодинці
seul	поодинці
seul	сама
seul	самі
seul	лише
seul	тільки
parmi	серед
fille	дівчинка
fille	дівча
fille	дівчина
fille	дівчину
fille	донька
fille	дочка
buts	реалізується
buts	цілі
buts	голи
enfants	діти
enfants	дітям
enfants	дітьми
enfants	дітлахи
enfants	дітки
enfants	діти
enfants	дітьми
enfants	дітей
direction	напрям
direction	напрямок
direction	директорія
position	розташування
position	позиція
position	положення
position	позиції
pouvoir	влада
pouvoir	живлення
pouvoir	сила
pouvoir	power
but	мета
but	мета
ailleurs	деінде
merci	дякую
merci	дякуємо
tête	head
tête	голова
tête	голівка
tête	головах
tête	голів
tête	голови
tête	головами
territoire	територія
union	union
union	союз
union	юніон
construction	будівництво
construction	будівництва
ancienne	давніх
ancienne	стародавні
ancienne	давні
ancienne	стародавній
ancienne	давній
ancienne	старі
ancienne	старе
ancienne	старим
ancienne	стара
ancienne	старий
ancienne	колишні
ancienne	колишній
premiers	перше
premiers	перша
premiers	перший
prend	візьму
prend	бери
prend	візьми
prend	взяти
prend	фотографує
prend	приймає
prend	набуває
maire	мер
maire	мера
maire	майор
présente	дарують
présente	подарунки
présente	сьогодення
présente	подарунок
présente	теперішній
présente	присутні
présente	присутня
personnalité	особистість
ligue	ліга
public	публічний
public	громадське
public	паблік
public	відкритий
public	публічна
public	громадського
pages	сторінки
pages	сторінок
pages	сторінку
pages	сторінка
pages	сторінки
pages	пейдж
externe	зовнішнє
externe	зовнішні
externe	зовнішній
externe	зовнішня
simple	просту
simple	простий
simple	проста
simple	прості
simple	просте
simple	розряд
dernière	останній
dernière	остання
dernière	останнє
dernière	останні
dernière	остання
henri	генрі
henri	генріх
henri	анрі
henri	анрі
chanson	шансон
chanson	пісень
chanson	пісні
chanson	songs
chanson	конкурс
chanson	пісня
poste	дописі
poste	опублікувати
poste	допис
poste	допису
culture	культура
grâce	благодать
grâce	милість
développement	розвитку
développement	розвиток
développement	розробка
sortie	вивести
sortie	вивід
sortie	виведення
sortie	висловлювання
sortie	виводу
sortie	вихід
sortie	виходу
sortie	вийти
sortie	назовні
sortie	вийшов
sortie	out
empire	імперія
québec	солідарний
québec	квебек
david	давід
david	девід
david	давид
loi	закон
loi	право
loi	діяти
loi	акт
équipes	команди
côté	збоку
côté	сторона
côté	бічна
côté	бік
côté	сторони
mer	море
haute	високий
haute	висока
haute	значне
haute	високе
haute	високі
haute	от
vue	перегляд
vue	вигляд
vue	view
vue	вид
vue	переглянути
espagne	іспанію
espagne	іспанія
espagne	іспанії
mère	мамо
mère	мама
mère	матір
mère	мати
mère	матері
fichier	файл
nombreuses	багато
nombreuses	багатьох
nombreuses	безліч
acteur	актор
parcours	маршрут
parcours	мандрівка
parcours	подорож
parcours	подорожі
recherche	шукати
recherche	пошук
recherche	дослідження
recherche	research
classement	рейтинг
classement	рейтингу
classement	класифікація
code	код
double	дабл
double	двічі
double	дубль
double	подвійна
double	подвійний
double	подвійне
double	дублікат
double	дублювати
double	повторне
double	оснащений
double	подвійний
entraîneur	тренажер
entraîneur	тренер
entraîneur	тренера
web	web
web	веб
directeur	режисер
directeur	директор
directeur	керівник
directeur	менеджер
joseph	джозеф
joseph	йосип
joseph	жозеф
joseph	йозеф
semble	фотографування
semble	здається
ici	тут
vainqueur	переможець
vainqueur	переможниці
réalisé	орієнтований
réalisé	направлена
réalisé	зрозуміла
existe	існують
existe	існує
existe	існує
six	шість
six	шестеро
créé	створено
créé	створені
créé	створене
créé	створена
devant	front
devant	спереду
devant	передні
devant	фронт
devant	передній
devant	деван
écrit	записує
écrit	пише
écrit	писав
écrit	записано
écrit	написано
écrit	записані
écrit	написав
écrit	написала
écrit	писав
petite	малий
petite	малі
petite	маленькі
petite	маленька
petite	маленький
petite	маленькі
petite	петіт
bois	вуд
bois	деревина
bois	лісова
bois	напої
bois	пити
bois	напій
entreprise	бізнес
entreprise	справа
entreprise	ділова
entreprise	business
entreprise	діловий
entreprise	компанія
entreprise	підприємство
entreprise	підприємства
entreprise	enterprise
retour	повернутися
retour	повернення
retour	back
retour	назад
retour	ззаду
retour	повернулася
retour	спина
numéro	число
numéro	кількість
numéro	номер
numéro	номера
principale	головний
principale	основне
principale	головна
principale	головні
principale	головне
principale	капітал
sainte	сент
sainte	святі
sainte	святе
sainte	свята
sainte	священні
sainte	святий
sainte	святий
sainte	saint
sainte	сен
comté	графство
comté	повіт
comté	жупанія
comté	шир
second	другий
second	друге
second	друга
second	секунда
gare	станція
gare	станції
gare	вокзал
terme	термін
terme	терме
connu	відома
connu	відоме
connu	відомі
formation	тренування
formation	тренінг
formation	тренінги
arts	мистецтво
technique	технічні
technique	технічна
technique	технічний
technique	техніка
technique	методика
révolution	революція
etc	тощо
etc	etc
objet	object
objet	мета
objet	темою
objet	тема
objet	предмет
mon	мон
mon	mon
philippe	філіп
philippe	філіпп
philippe	філіп
question	запитання
question	питання
lorsque	коли
cinéma	знімали
cinéma	фільми
cinéma	кіно
cinéma	кінематограф
cinéma	cinema
cinéma	кіно
plan	карта
plan	мапа
plan	плануємо
plan	спланувати
plan	планувати
plan	план
van	van
van	ван
van	фургон
médaille	медаль
serait	would
œuvres	працює
zone	зона
zone	область
zone	ділянка
zone	площа
zone	місцевість
écrivain	writer
écrivain	письменник
compagnie	компанія
italien	італійською
italien	італійський
italien	італієць
italien	італійська
italien	італійської
laquelle	какой
laquelle	який
laquelle	які
laquelle	яке
laquelle	яка
films	films
films	фільми
films	фільмів
films	знімали
films	фільми
films	кіно
surtout	особливо
surtout	здебільшого
surtout	переважно
parfois	інколи
parfois	деколи
parfois	іноді
parfois	місцями
sources	джерела
sources	джерел
sources	джерело
sources	джерела
parc	parc
parc	парк
moyenne	середній
moyenne	середнє
moyenne	середня
moyenne	середнього
moyenne	середній
moyenne	носій
moyenne	середня
moyenne	середні
mouvement	русі
mouvement	рух
mouvement	рух
succès	успіх
rivière	річка
rivière	ріка
rivière	rivière
jamais	никогда
jamais	ніколи
jamais	never
jamais	ever
vidéo	відео
vidéo	відеозапис
martin	мартін
député	конгресмен
député	депутат
député	заступник
claude	клод
moyen	середній
moyen	носій
moyen	середня
moyen	середні
moyen	середній
moyen	середнє
moyen	середня
moyen	середнього
san	сан
notre	наше
notre	наша
notre	наші
notre	наш
bon	хороші
bon	гарні
bon	добрий
bon	добре
peintre	маляр
peintre	вазописець
peintre	художник
voix	голоси
voix	голосів
voix	голосує
voix	голоси
voix	vocals
voix	голос
voix	голосом
voix	голосу
rouge	червона
rouge	ред
rouge	червоний
rouge	червоне
rouge	червоні
rouge	руж
district	улус
district	округ
district	нохія
district	район
seulement	лише
seulement	тільки
pont	міст
pont	пон
pont	міст
pont	місток
pont	корму
pont	колоди
pont	колоду
libre	вільна
libre	безкоштовне
libre	вільний
libre	безкоштовно
libre	вільно
libre	libre
air	air
air	повітряна
air	повітря
sein	грудне
sein	груди
sein	грудей
milieu	середня
milieu	посередині
milieu	середньої
milieu	середина
milieu	середній
milieu	середній
milieu	носій
milieu	середня
milieu	середні
milieu	півзахисник
festival	festival
festival	фестиваль
belgique	бельгії
belgique	бельгія
belgique	belgique
grands	великі
grands	великих
georges	георгій
georges	георгія
georges	джордж
georges	георг
georges	жорж
blanc	білий
blanc	біла
blanc	біле
blanc	білі
blanc	вайт
blanc	бланк
blanc	порожній
gauche	ліворуч
gauche	ліва
gauche	лівий
gauche	зліва
travaux	роботи
travaux	робота
travaux	працюю
travaux	працюють
travaux	роботу
travaux	робочий
travaux	працює
donne	donne
donne	віддам
donne	дайте
donne	надати
passe	минає
passe	мине
passe	завершилися
passe	перевал
passe	передати
passe	проїхати
passe	passe
produit	добуток
produit	продукт
produit	товар
diffusion	трансляція
diffusion	дифузія
diffusion	ефіри
diffusion	трансляція
aide	допомоги
aide	допоможіть
aide	допомогти
aide	допомога
aide	довідка
aide	допомогу
action	бойовики
action	дії
action	дія
andré	андре
andré	андре
andré	ендрю
font	шрифт
réseau	мережу
réseau	мережі
réseau	мережа
réseau	network
réseau	мережі
réseau	мережеві
utilisé	використовується
utilisé	використана
utilisé	використані
utilisé	використано
victoire	win
victoire	переможе
victoire	перемога
victoire	перемоги
femmes	самиць
femmes	жіноча
femmes	жіночий
femmes	самка
femmes	жінка
femmes	жінок
femmes	жінки
minutes	хвилин
minutes	хвилини
aurait	would
autour	around
autour	довкола
autour	навколо
belge	belge
belge	бельгійські
belge	бельгійський
certaines	певних
certaines	певні
certaines	конкретний
certaines	певна
certaines	дехто
certaines	деякі
certaines	якесь
certaines	якийсь
certaines	трохи
durée	тривалість
espèces	виді
espèces	вид
espèces	види
angleterre	англія
afrique	африка
sens	sens
sens	сан
sens	сенс
sens	значення
sens	відчуває
sens	глузд
sens	почуття
sens	чуття
personne	особа
personne	особи
personne	ніхто
personne	нікого
mis	додаю
mis	ставимо
mis	класти
mis	поставити
mis	mis
municipalité	муніципалітет
municipalité	край
frère	брат
frère	брата
frère	братик
rencontre	засідання
rencontre	нарада
rencontre	зустрічі
rencontre	зустріч
rencontre	знайомство
rencontre	зустрічаються
rencontre	зустріч
trop	теж
trop	надто
trop	занадто
matchs	збігається
matchs	матчів
matchs	відповідає
matchs	сірники
japon	японія
japon	японію
japon	японії
publié	опублікований
publié	оприлюднено
publié	опубліковано
publié	випустили
publié	випущено
publié	опубліковано
publié	опубліковані
domaine	поля
domaine	поле
domaine	домен
domaine	область
domaine	ділянка
domaine	площа
domaine	місцевість
eux	їх
eux	їм
eux	комплектів
eux	вони
professeur	професор
professeur	викладач
professeur	вчителю
professeur	вчитель
professeur	учитель
professeur	вчителька
quartier	сусідство
quartier	оточення
quartier	сусідство
quartier	сусідства
scientifique	наука
scientifique	науки
scientifique	вчений
scientifique	науковець
scientifique	науковий
scientifique	наукових
scientifique	наукова
honneur	честь
honneur	пошани
honneur	честь
honneur	шанувати
honneur	вшанування
seule	наодинці
seule	поодинці
seule	сама
seule	самі
seule	лише
seule	тільки
cause	спричинити
cause	причина
cause	причиною
cause	причинами
cause	причини
rien	nothing
