маляр	pintor
забув	esquecino
патріот	patriota
домінування	dominación
перенесені	transferido
перенесені	trasladado
чистоти	pureza
сімейні	familia
сімейні	familiar
ювілей	aniversario
обоє	tanto
обоє	dúas
обоє	dous
обоє	os
обоє	ambos
обмежити	límite
полюс	polo
полюс	poste
мелодія	melodía
тонка	no
кнопку	botón
пішки	pé
пішки	outro
пішки	infantaría
пішки	o
тигр	tigre
тигр	tiger
тигр	do
коси	súas
коси	trenzas
нерв	nerviosas
лорі	laurie
жах	terror
порожня	baleira
порожня	baleiro
порожня	baleiras
порожня	valeiro
шукають	buscar
власноруч	te
власноруч	mesmo
власноруч	ti
власноруч	vostede
жовте	amarelos
жовте	amarelas
жовте	amarela
жовте	marelo
жовте	taxi
цариця	raíña
цариця	queen
помста	vinganza
помста	vingar
робертс	roberts
пробудження	espertar
пробудження	aumento
пухлини	tumores
хей	feo
фріц	fritz
каналах	volumes
зацікавленість	ve
зацікавленість	reloxos
зацікавленість	mira
філософська	filosófica
обережно	coidado
обережно	ten
обережно	con
обережно	tede
обережно	prudente
обережно	conta
обережно	atento
муссоліні	mussolini
закінчилося	por
закінчилося	de
асортимент	de
асортимент	rango
асортимент	cadea
асортимент	montañosa
асортимент	abano
шматок	peza
шматок	anaco
шматок	unha
шматок	rebándenme
шматок	rebanda
шматок	faise
радіації	radiación
відгук	de
відгук	resposta
переглядів	opinións
романтичні	romántico
романтичні	románticos
борошно	comida
індивідуальна	persoa
індивідуальна	cada
індивідуальна	individuais
індивідуальна	individuo
індивідуальна	individual
індивідуальна	tipo
класом	clase
завершені	concluíu
завершені	os
завершені	rematei
завершені	xa
завершені	rematado
завершені	remate
завершені	acabado
завершені	rematar
завершені	rematou
завершені	remataches
одружитися	casar
одружитися	con
нідерландська	dutch
мемуари	declaración
таємна	segredo
таємна	secreto
таємна	secreta
сін	canela
заборонити	non
заборонити	se
нажаль	desgrazadamente
нажаль	por
нажаль	desgraza
нажаль	desafortunadamente
змінені	edited
змінені	cambiou
змінені	cambiei
змінені	de
нічия	debuxar
нічия	que
нічия	os
нічия	absorber
нічия	sur
нічия	debuxaría
сором	mágoa
сором	vergoña
сором	que
аудиторію	audiencia
аудиторію	público
аудиторію	auditorio
логічні	lóxica
чума	peste
японію	xapón
довший	xa
довший	máis
довший	tempo
довший	non
довший	a
старшому	maior
старшому	máis
старшому	vello
мудрий	sensata
мудрий	sabia
мудрий	sabio
тріумф	triunfo
процвітання	prosperidade
ефективна	efectivas
ефективна	efectiva
ефективна	efectivo
ефективна	efectivos
ефективна	eficaces
ефективна	eficaz
ефективна	a
гідність	dignidade
труп	cadáver
труп	corpo
кубі	cuba
кубі	cubana
барт	bart
пил	po
пил	pó
пил	das
показання	testemuña
мрія	soño
мрія	soños
мрія	con
хілл	outeiro
хілл	hill
хілл	outeiros
хілл	924
вдячний	agradecido
шия	pescozo
шия	par
шия	deles
шия	caluga
рости	crecen
рости	medrar
рости	medran
рости	cultivar
рости	crecer
рости	medra
екранах	pantallas
ввели	entrou
ввели	na
ввели	entra
анд	andes
проповіді	sermón
жаби	ras
збитки	perda
збитки	perdas
збитки	as
відбити	reflicten
відбити	reflictan
корисна	útil
корисна	útiles
корисна	para
корисна	útil
корисна	axuda
корисна	valioso
скелях	rochas
скелях	xeo
скелях	pedras
палець	dedo
палець	o
палець	polgar
жорсткий	difícil
жорсткий	duro
продемонстрували	demostrar
продемонстрували	amosan
продемонстрували	demostraron
картопля	patacas
пси	cans
пси	can
пси	os
пси	aos
незаконно	ilegal
купувати	mercando
припустимо	que
припустимо	supoño
припустимо	asumo
припустимо	que
припустимо	supoño
припустимо	asumindo
веселе	moi
травм	ferida
травм	lesión
соломон	solomon
тітка	tía
посилає	envía
дошці	encerado
сидів	eu
сидів	sentei
сидів	sentouse
сидів	senteime
сидів	sentou
сидів	onda
сидів	sentado
сидів	sentados
постріл	fogo
постріл	disparou
масштаб	escala
масштаб	fixarnos
наполовину	media
наполовину	metade
наполовину	medio
наполовину	a
похорон	funeral
похорон	enterro
аранжування	arranxo
аранжування	acordo
забули	esqueceu
забули	esquecín
забули	as
забули	esquece
забули	esquecino
забули	esqueceu
забули	esqueciches
забули	esquecín
камбоджі	camboxa
камбоджі	en
стоп	deter
стоп	de
стоп	parar
стоп	para
стоп	deixa
важче	máis
важче	difícil
наречена	noiva
наявний	dispoñibles
наявний	dispoñible
наявний	dispor
наявний	dispoñíbel
наявний	haxa
наявний	dispoñíbeis
анджело	angelo
ідеал	ideal
ідеал	ideais
орієнтований	dirixida
тисяча	miles
тисяча	milleiros
тисяча	mil
тисяча	de
тисяча	millar
пляшки	botellas
пляшки	botella
контексту	contexto
освітня	educativo
освітня	educativas
квитків	billete
квитків	boleto
квитків	para
квитків	liscar
мудрості	a
мудрості	sensatez
мудрості	sabiduría
мудрості	sabedoría
серйозний	serio
серйозний	seria
серйозний	en
серйозний	grave
крилом	nunha
крилом	á
бика	touro
височина	altas
висловили	se
задіяні	afectados
дюймів	cm
киснем	osíxeno
спалах	de
селянська	campesiño
спис	arpón
спис	spear
висить	pendurada
висить	a
висить	colgar
збережено	se
збережено	salvado
збережено	a
збережено	salvou
збережено	salvei
збережено	salvaches
вдасться	ter
вдасться	éxito
банда	forzados
окуляри	lentes
окуляри	gafas
окуляри	vasos
окуляри	as
пет	pat
милі	moi
вірити	cres
вірити	creo
вірити	que
вірити	crer
вірити	cremos
вірити	crer
нововведення	innovación
перспектива	perspectiva
епідемія	epidemia
епідемія	brote
билися	loitei
билися	contra
билися	loitou
билися	loitamos
вантаж	carga
вантаж	cargamento
стріляти	disparar
стріляти	dispáralle
гарячі	quente
гарячі	calor
клавіші	chaves
клавіші	as
винагороду	recompensa
слідство	investigación
відправляє	envía
корисний	útil
корисний	útiles
корисний	para
корисний	útil
корисний	axuda
комерційна	o
комерційна	comercio
комерційна	comercial
комерційна	anuncio
копійок	centavos
копійок	cincuenta
копійок	patacóns
копійок	céntimos
стоун	de
стоун	pedra
стоун	a
док	doc
віртуальний	virtual
дайте	dar
дайте	dáme
статистику	estatísticas
статистику	sobre
теплі	calor
теплі	quentes
теплі	quente
теплі	cálida
уподобання	gusta
уподобання	gústalle
завершує	termina
завершує	remata
завершує	fin
завершує	listo
прапорець	bandeira
флеш	de
сліпий	cegas
сліпий	cega
сліпий	cego
сліпий	invidentes
сліпий	cegos
комуністичний	comunista
комуністичний	partido
комуністичний	comunistas
пощастило	afortunada
пощастило	sorte
пощастило	afortunado
пощастило	con
пощастило	de
пощастило	sorte
пекло	inferno
пекло	carallo
пекло	demo
пекло	cona
хаос	un
хаос	caos
системний	sistema
системний	de
досвідчених	experimentou
досвідчених	experiencia
досвідчених	experimentado
досвідчених	nisto
привезли	trouxen
класика	clásicos
класика	clásico
кинути	lanzamento
кинути	dados
кинути	o
кинути	roll
кинути	rolo
язика	lingua
нестача	falta
нестача	de
нестача	carecen
бренду	marca
ідентичність	identidade
темряви	escuridade
винним	culpable
винним	culpábel
винним	culpábeis
ненависть	odio
ненависть	odio
ненависть	os
ненависть	o
ненависть	a
роджерс	rogers
континент	continente
нерівність	desigualdade
бомба	bomba
припиняється	paradas
припиняється	frea
припиняється	detén
припиняється	deixa
припиняється	se
вчинив	cometeu
вчинив	cometido
вчинив	cometiches
вчинив	cometeses
вчинив	cometer
вчинив	compromiso
вчинив	cometidos
вчинив	comprometido
вчинив	coa
комбінація	combinación
комбінація	de
казарми	barracas
гордість	orgullo
гордість	orgulloso
навчився	aprendín
навчився	que
навчився	aprenderon
навчився	aprendemos
навчився	aprendeu
навчився	descubrimos
утримати	manter
утримати	a
соборна	catedral
чистих	puro
чистих	pura
чистих	puros
кольоровий	cor
кольоровий	de
вчинили	fixo
вчинили	que
вчинили	o
пасажири	pasaxeiros
примусово	obrigado
примусово	a
примусово	forzado
примусово	todo
примусово	obrigoume
примусово	recrutado
примусово	forza
примусово	a
примусово	policía
примусово	exército
нижча	máis
нижча	inferior
нижча	baixos
нижча	pulmonar
нижча	calefacción
кістка	óso
чарівна	maxia
чарівна	máxico
чарівна	máxica
включили	resultou
включили	volta
включили	sentía
втратити	perder
втратити	perdemos
мудрість	a
мудрість	sensatez
мудрість	sabiduría
мудрість	sabedoría
чутливі	sensibles
чутливі	sensible
воллес	wallace
круті	xenial
круті	ben
круті	fresco
збоку	lado
збоку	secundarios
кукурудза	millo
кукурудза	trigo
вади	bugs
вади	myers
блискуче	brillante
побажання	desexa
іграшки	xoguetes
утік	fuxiu
утік	da
близнюки	xemelgos
почув	oín
почув	falar
почув	escoitei
винятки	excepción
винятки	excepcións
прихожан	congregación
померти	morren
померти	morre
померти	morrer
лондонський	londres
лондонський	london
міна	miña
міна	meus
міна	meu
італієць	italiano
італієць	italiana
італієць	italianos
собори	catedrais
глибше	máis
приховані	oculto
приховані	oculta
приховані	ocultas
приховані	escondidos
приховані	escondidas
замінила	substituída
молодість	xuventude
молодість	mozos
молодість	a
молодість	mocidade
молодість	francia
молодість	de
слухати	escoitar
слухати	escoita
слухати	escoite
чисті	puro
чисті	pura
чисті	puros
малювати	debuxar
малювати	que
малювати	os
малювати	absorber
малювати	sur
малювати	debuxaría
азот	nitróxeno
раю	paraíso
раю	o
приховати	ocultar
приховати	agochar
судини	arterias
розумний	intelixente
розумний	intelixente
розумний	intelixentes
розумний	listos
розумний	moi
розумний	listo
розваги	entretemento
жарт	broma
жарт	chiste
жарт	bromas
жарт	gracia
жарт	conto
вищими	máis
вищими	altos
вищими	alto
швидкі	rápido
швидкі	axiña
швидкі	rápida
швидкі	veña
швидкі	marchar
швидкі	rápido
швидкі	velocidade
гуманітарний	humanidades
слона	elefante
доріжки	pista
доріжки	track
доріжки	camiño
доріжки	rastro
доріжки	cambios
доріжки	hipódromo
аграрна	agrícolas
аграрна	agrícola
слуга	servo
слуга	criado
слуга	bedel
мана	do
мана	iwabuchi
мана	o
мана	vicepresidente
мана	aquí
солідарності	a
солідарності	solidariedade
дік	dick
радості	ledicia
радості	alegría
радості	desfrute
радості	da
зручний	conveniente
зручний	útil
зручний	cómodo
гріх	pecado
збережений	se
збережений	salvado
збережений	a
збережений	salvou
збережений	salvei
збережений	salvaches
спирт	alcol
спирт	alcohol
стоячи	de
стоячи	pé
стоячи	estar
стоячи	estaba
стоячи	parados
генетика	xenética
мертвий	mortos
мертвий	morto
мертвий	morta
мертвий	morreu
свині	porcos
свині	os
свині	porco
огюст	auguste
китайці	os
китайці	chineses
китайці	chinés
китайці	chinesas
китайці	chinesa
коп	poli
коп	policía
тихо	silencio
тихо	silencio
тихо	calado
мовляв	dicir
мовляв	dicindo
мовляв	que
мовляв	digo
мовляв	di
трибунал	tribunal
трансляція	vivir
трансляція	vivo
трансляція	viven
трансляція	vive
трансляція	viva
глина	clay
неймовірно	incrible
неймовірно	incribles
неймовірно	incríbel
коридор	corredor
коридор	corredor
тонни	toneladas
тонни	quintais
методику	técnicas
штани	pantalóns
штани	ruta
штани	no
штани	os
штани	pantalón
штани	brancos
штани	pantalóns
штани	pantalón
вигнали	un
вигнали	couce
вражений	impresionado
латинські	latín
показувати	amosar
показувати	espectáculo
складне	complicado
складне	complexas
складне	complicadas
складне	difícil
складне	dificil
агрегат	agregada
оголошені	declarou
бухті	porto
гнів	ira
гнів	rabia
гнів	odio
задовольнити	satisfacer
контекст	contexto
пальцями	os
пальцями	dedos
повторити	repite
повторити	anda
повторити	di
повторити	repita
повторити	repito
повторити	dígoche
повертаючись	volta
атомна	atómicos
атомна	núcleo
атомна	atómica
горло	gorxa
погана	mala
погана	malos
погана	mal
погана	malas
погана	malo
погана	mágoa
патрони	proxectís
холл	hall
холл	corredor
холл	concello
холл	civil
холл	sede
бабусі	avoa
зіткнувся	atopou
студентська	estudante
студентська	estudantes
студентська	alumno
гуртожиток	dormitorio
гуртожиток	inspección
читачі	segue
читачі	lectores
сексуальної	sexual
нейрони	neurona
нейрони	neuronas
продає	vende
веселка	arco
веселка	vella
веселка	da
індивідуальний	persoa
індивідуальний	cada
індивідуальний	individuais
індивідуальний	individuo
індивідуальний	individual
індивідуальний	tipo
візуально	visuais
візуально	dificultades
порожній	baleira
порожній	baleiro
порожній	baleiras
порожній	valeiro
ведуча	anfitrión
атрибути	atributos
динамічні	dinámica
півтори	media
півтори	metade
півтори	medio
півтори	a
відтворює	xoga
взвод	317
вочевидь	aparentemente
чарівний	engaiolante
чарівний	encantadora
чарівний	que
чарівний	encantador
чарівний	encantado
чарівний	querida
небезпечний	perigoso
небезпечний	perigosos
небезпечний	perigosa
небезпечний	perigosas
волонтерів	voluntarios
інструментами	instrumental
інструментами	instrumentos
корови	as
корови	vacas
формальні	regularmente
формальні	normal
формальні	típica
формальні	de
формальні	taxis
формальні	regular
формальні	formal
порівнювати	comparar
порівнювати	comparamos
практик	prácticas
істина	verdade
істина	certo
істина	verdade
істина	a
вітамін	vitamina
соломона	solomon
вуд	madeira
вічне	eterna
роті	boca
роті	bocas
пристрасті	paixón
ангели	os
ангели	anxos
ангели	inferno
буря	treboada
хижі	cabana
згадав	lembraban
згадав	lembraba
вірний	leal
мріє	quere
рецептори	receptores
альтернатива	alternativa
клей	clay
відвідувачі	visitantes
аркуші	sabas
магія	maxia
магія	máxico
магія	máxica
тривале	continuou
весняний	primavera
весняний	a
кредиту	préstamo
чиє	que
чиє	cuxo
чиє	cuxa
чиє	cuxos
чиє	de
чиє	a
чиє	quen
світлина	foto
яблука	mazás
розширені	a
аркушів	sabas
здатися	rendédevos
радий	encantado
радий	de
радий	que
радий	alégrame
радий	alégrome
шию	pescozo
шию	par
шию	deles
шию	caluga
цікаве	interesante
цікаве	interesantes
пригодницький	aventura
продавець	vendedor
продавець	libro
продавець	máis
продавець	vendido
минулі	pasado
минулі	últimos
відтінок	sombra
слон	elefante
вказали	dixeron
вінченцо	vincenzo
грецьке	grego
едвардс	edwards
лінда	linda
протилежний	contrario
протилежний	oposta
протилежний	opostas
бик	touro
справедливо	xusto
справедливо	feira
лікарень	hospitais
лікарень	os
джазу	jazz
туман	néboa
туман	brétema
піза	pisa
рецепт	receitas
рецепт	receita
дідусь	avó
троянди	rosas
границя	fronteira
інвентар	equipamento
складніше	máis
складніше	difícil
клієнти	clientes
влаштувати	para
влаштувати	encaixan
влаштувати	ataque
влаштувати	encaixa
влаштувати	ben
влаштувати	axustan
влаштувати	de
улус	distrito
улус	fiscal
улус	do
тони	sombra
благодійна	caridade
мутації	mutación
мишей	ratos
мишей	démoslles
животі	estómago
животі	ventre
животі	barriga
суворий	aproximada
суворий	vaga
суворий	duro
суворий	mal
суворий	moi
суворий	duros
суворий	duras
забути	esquecer
забути	esquezas
забути	o
забути	esqueceu
забути	esqueciches
забути	esquecín
переїзд	movéndose
переїзд	aquí
переїзд	de
переїзд	noroeste
переїзд	pasaxe
переїзд	paso
якостями	cualidades
дим	fume
дим	fumar
дим	para
дим	fumo
поліцейського	policía
пляма	lugar
пляма	momento
пляма	punto
пляма	sobre
білла	bill
білла	billete
білла	conta
білла	dereitos
білла	contrato
мораль	morais
мораль	moral
мораль	a
мораль	vontade
зацікавлення	interesa
зацікавлення	intereses
зацікавлення	interese
зацікавлення	interesa
гвинтівок	rifles
гвинтівок	fusís
квитки	billetes
квитки	entradas
очевидна	obvio
очевидна	obvia
очевидна	evidentes
очевидна	normal
очевидна	fixo
очевидна	claro
броня	armadura
співають	cantar
співають	canta
співають	cante
кувейт	kuwait
сімон	simon
слуху	oído
слуху	ouvido
слуху	orella
євросоюзу	implicacións
лідерство	liderado
постріли	de
постріли	disparos
постріли	bala
священні	sagrado
священні	sagrados
священні	sagrado
священні	santo
священні	santos
священні	sagrada
аварія	accidente
аварія	de
машинами	as
машинами	máquinas
машинами	lavadoras
кенія	kenia
титан	titán
томі	tommy
томі	ei
грошовий	diñeiro
грошовий	en
грошовий	efectivo
грошовий	contado
грошовий	cartos
грошовий	suficiente
грошовий	cobro
грошовий	cobrar
пальми	palmas
казали	dixo
казали	dixeron
казали	dixen
казали	que
слідувати	seguir
слідувати	seguen
слідувати	siga
згортання	sombra
книжкова	retrato
рональд	ronald
вечірня	tarde
вечірня	noite
вечірня	serán
вечірня	noites
вечірня	tardes
неможливе	imposible
неможливе	imposíbel
делегати	delegados
господарствах	granxas
заміжня	casou
заміжня	casar
заміжня	casado
віддавати	a
віддавати	dar
віддавати	un
цікавиться	me
цікавиться	interesaba
цікавиться	interesábame
цікавиться	interesados
цікавиться	interesado
цікавиться	interese
цікавиться	interesa
цікавиться	interesada
поклала	disecado
психологічна	psicolóxica
психологічна	psicolóxicas
керується	e
керується	puido
керується	conseguimos
керується	a
догляд	importa
догляд	igual
догляд	me
ветерани	veteranos
надзвичайні	extraordinario
надзвичайні	cantidade
надзвичайні	extraordinarias
надзвичайні	extraordinarios
надзвичайні	extraodinarios
надзвичайні	extraordinaria
надзвичайні	urxencias
надзвичайні	de
надзвичайні	emerxencia
надзвичайні	urxencia
надзвичайні	estado
надзвичайні	tribunal
плече	ombro
плече	ombreiro
горе	dor
горе	pena
кругла	redondo
кругла	redondos
кругла	xira
кругла	arredor
кругла	preto
страшний	medo
проголосував	votou
проголосував	votaron
едіт	edith
шапка	sombreiro
шапка	o
шапка	chapeu
шапка	sombreiriño
сильною	forte
сильною	fortes
припиняє	paradas
припиняє	frea
припиняє	detén
припиняє	deixa
припиняє	se
картоплю	patacas
згода	tratar
згода	negocio
згода	trato
соціалізм	socialismo
вівторок	martes
річні	anual
холодні	frío
холодні	fría
холодні	arrefriado
метрах	metros
потепління	quecemento
потепління	aquecemento
грубо	cru
грубо	groseiro
пити	auga
пити	café
пити	bebendo
пити	beber
пити	beber
пити	bebe
пити	copa
пити	sede
сенегалу	senegal
виграш	gañar
звичайну	común
звичайну	cotiáns
звичайну	era
звичайну	ordinario
звичайну	correntes
звичайну	normais
звичайну	simple
звичайну	banal
неминуче	inevitable
неминуче	inevitábel
міккі	mickey
міккі	micky
вокер	andador
вокер	walker
гріхи	pecados
гріхи	agarimosa
гріхи	pecado
кулю	bala
мюррей	murray
мавпи	monos
непал	nepal
унікальне	único
унікальне	únicas
язик	lingua
вибране	escollida
чекали	agardaba
перо	boli
перо	lápiz
перо	pluma
тато	pai
тато	papá
тато	pai
тато	papá
електрики	electricidade
електрики	a
вмирає	morre
дощі	chove
кутку	esquina
кутку	recuncho
винести	manexar
винести	arranxar
винести	mango
винести	facer
винести	diso
чудо	milagre
кухар	cociñar
кухар	cociñeira
кухар	cociñeiro
виявляти	detectar
вівці	ovellas
вводити	entrar
вводити	violación
спиною	costas
кермо	roda
продемонструвати	manifestación
продемонструвати	demostración
нормальні	normal
нормальні	normais
знімали	filmes
знімали	cinema
лежав	aí
бічна	lado
бічна	secundarios
сканування	escaneamos
будьте	ser
будьте	estar
сльози	bágoas
сльози	chorar
сльози	aburrimento
залежні	dependentes
залежні	depende
геометричні	xeométricas
нарада	xunta
нарада	reunión
нарада	encontro
нарада	cita
шансів	posibilidades
яскраве	e
яскраве	brillantes
яскраве	brillante
проголосувати	votamos
проголосувати	voto
проголосувати	votan
проголосувати	votar
проголосувати	votos
проголосувати	voten
чекав	agardaba
лабораторій	laboratorios
крісло	cadeira
легені	pulmón
легені	pulmóns
віз	carriño
віз	carreta
віз	carro
винищення	extinción
дроту	de
глибоку	máis
глибоку	profundo
глибоку	profunda
плач	chorando
плач	choraba
плач	chorar
плач	vergoña
плач	choras
плач	choran
вертикальна	verticais
вертикальна	vertical
промову	charla
промову	discurso
промову	expresión
промову	fala
саїд	dixo
саїд	dixeron
саїд	dixen
саїд	que
впевнені	seguro
впевнені	de
впевнені	que
впевнені	certo
впевнені	claro
впевнені	si
канаду	canadá
слідчого	xuíz
слідчого	forense
стаж	a
танок	baile
танок	baila
танок	bailar
танок	danza
направлена	dirixida
ватажок	líder
видіння	visión
видіння	vista
видіння	vision
шестеро	seis
шестеро	6
бійця	de
бійця	combate
бійця	combates
бійця	postos
фсб	o
ага	si
лінзи	lentes
лінзи	lente
лінзи	lentes
шок	choque
шок	de
шок	asalto
шок	conmoción
шок	electrochoques
тимчасова	temporal
ліберальна	liberais
ліберальна	liberal
гаї	hai
авраам	abraham
незалежне	independente
рідкий	líquido
рідкий	líquida
трейлер	remolque
зізнався	mañá
страждав	sufriron
страждав	sofre
страждав	sufrín
частинка	de
частинка	partículas
частинка	partícula
творити	facer
творити	a
творити	de
творити	facendo
важить	pesa
популярне	popular
популярне	populares
популярне	frente
популярне	cantante
популярне	impopular
небом	ceo
свинець	conducir
свинець	levar
свинець	a
свинець	até
мережеві	rede
мережеві	de
перспективу	perspectiva
красивий	fermoso
красивий	bonita
красивий	fermosa
красивий	precioso
красивий	fermosas
панують	algo
панують	nada
панують	calquera
панують	cousa
раби	escravos
щасливий	feliz
щасливий	contento
щасливий	felices
щасливий	contenta
повір	cres
повір	creo
повір	que
повір	crer
повір	cremos
