மற்றும்	en
அனைத்து	alles
கல்வி	opvoeding
கல்வி	onderwijs
ஏப்ரல்	apr
ஏப்ரல்	april
உலக	wereld
உலக	global
உலக	mondiale
உலக	globaal
உலக	wereldwijd
கே	homoseksueel
கே	homo
கே	gay
முடியும்	kan
முடியும்	kunt
முடியும்	kunnen
கீழ்	down
கீழ்	omlaag
கீழ்	lager
கீழ்	lagere
கீழ்	onder
கீழ்	under
கீழ்	bodem
கீழ்	onderkant
கீழ்	bottom
இடம்	plaats
இடம்	lokatie
இடம்	locatie
இடம்	ligging
இடம்	ruimte
இடம்	spatie
செப்டம்பர்	september
பேர்	overige
பேர்	andere
பேர்	overigen
பேர்	anderen
பெரும்	groot
பெரும்	geweldig
பெரும்	fantastisch
சி	chi
நாடுகள்	landen
தொகுதி	albums
தொகுதி	systeem
தொகுதி	stelsel
தொகுதி	module
கிழக்கு	oosten
கிழக்கு	oost
கிழக்கு	orient
கிழக்கு	oostelijk
கிழக்கு	oostelijke
அமைப்பு	instellen
அமைப்பு	valstrik
அமைப்பு	systeem
அமைப்பு	stelsel
அமைப்பு	organisatie
அமைப்பு	structuur
அளவு	bedrag
அளவு	hoeveelheid
அளவு	kwantiteit
அளவு	schaal
அளவு	schalen
அளவு	grootte
அளவு	afmeting
அளவு	omvang
அளவு	formaat
அளவு	maat
நகர்	nagar
மற்ற	overige
மற்ற	andere
மற்ற	ander
மற்ற	overig
இந்து	hindoe
இவற்றையும்	deze
தற்போது	nu
தற்போது	momenteel
பாடல்	nummer
பாடல்	song
பாடல்	zang
பாடல்	lied
பாடல்	liedje
உண்டு	beschikbare
உண்டு	verkrijgbaar
உண்டு	beschikbaar
உண்டு	heb
உண்டு	hebben
வாழும்	living
வாழும்	levende
இருக்கிறது	beschikbare
இருக்கிறது	verkrijgbaar
இருக்கிறது	beschikbaar
நிறுவனம்	gezelschap
நிறுவனம்	bedrijf
நிறுவனம்	onderneming
நிறுவனம்	werkgever
நிறுவனம்	werkgevers
நிறுவனம்	organisatie
நிறுவனம்	organisatie
நபர்கள்	mensen
நபர்கள்	personen
துடுப்பாட்டக்காரர்	cricketspeler
காலனி	kolonie
மேற்கு	west
மேற்கு	westen
மேற்கு	westelijk
மேற்கு	western
மேற்கு	westelijk
தலைவர்	president
தலைவர்	voorzitter
தலைவர்	leider
தலைவர்	leader
முதலில்	eerste
முதலில்	eerst
சார்ந்த	relatief
சார்ந்த	relatieve
சார்ந்த	afhankelijkheid
சார்ந்த	gebaseerd
மேல்	top
மேல்	bovenste
மேல்	bovenkant
நாடு	land
மட்டும்	alleen
மட்டும்	enkel
மட்டும்	slechts
அடிப்படையில்	grondslag
எண்	telling
எண்	graaf
எண்	tellen
எண்	tel
எண்	nummer
எண்	aantal
எண்	getal
குறிப்பிட்ட	gespecificeerde
குறிப்பிட்ட	opgegeven
குறிப்பிட்ட	gespecificeerd
குறிப்பிட்ட	specifiek
குறிப்பிட்ட	specifieke
செய்ய	maken
செய்ய	maak
சிறிய	kleine
சிறிய	klein
சிறிய	smal
சிறிய	kleine
சிறிய	weinig
சிறிய	little
சிறிய	klein
வந்த	kwam
வந்த	kwamen
வேறு	overige
வேறு	andere
வேறு	ander
வேறு	overig
மார்ச்	maart
மார்ச்	marcheren
நிலையில்	conditie
நிலையில்	aandoening
நிலையில்	voorwaarde
நிலையில்	toestand
நிலையில்	podium
நிலையில்	fase
நிலையில்	toneel
நிலையில்	stadium
பெண்	meis
பெண்	meisje
பெண்	meid
பெண்	girl
பெண்	vrouw
பெண்	woman
பெண்	vrouwelijke
பெண்	vrouw
பெண்	vrouwtje
பெண்	vrouwelijk
வெற்றி	succes
வெற்றி	success
வெற்றி	wint
வெற்றி	winnende
வெற்றி	winnend
வெற்றி	winning
வெற்றி	winnen
வெற்றி	gewonnen
வெற்றி	won
வெற்றி	zege
வெற்றி	overwinning
வெற்றி	victorie
வெற்றி	victory
வெற்றி	win
வெற்றி	winnen
இணைப்பு	aansluiting
இணைப்பு	verbinding
இணைப்பு	connectie
இணைப்பு	link
இணைப்பு	koppeling
இணைப்பு	bijlage
இணைப்பு	gehechtheid
திரைப்படம்	filmpje
திரைப்படம்	film
திரைப்படம்	film
வகை	categorie
வகை	typ
வகை	type
வகை	soort
வகை	modus
வகை	mode
ஐந்து	vijf
ஐந்து	five
அதே	hetzelfde
அதே	zelfde
அதே	same
சிறப்பு	uitgelicht
சிறப்பு	uitgelichte
சிறப்பு	aanbevolen
சிறப்பு	speciaal
சிறப்பு	bijzonder
சிறப்பு	speciale
சிறப்பு	special
தமிழர்	tamils
சுமார்	ongeveer
சுமார்	over
கட்டுரைகள்	artikelen
கட்டுரைகள்	artikels
படி	lezen
படி	gelezen
படி	lees
படி	step
படி	stap
படி	stapje
மனித	menselijk
மனித	menselijke
மனித	mens
பெரும்பாலும்	bijna
பெரும்பாலும்	dikwijls
பெரும்பாலும்	vaak
பெரும்பாலும்	voornamelijk
பெரும்பாலும்	hoofdzakelijk
பெரும்பாலும்	meestal
பெரும்பாலும்	vooral
கட்சி	feest
கட்சி	partij
கட்சி	feestje
கட்சி	party
பொது	gemeenschappelijk
பொது	vaak
பொது	publiek
பொது	openbaar
பொது	algemene
பொது	generaal
பொது	algemeen
கல்லூரி	college
கல்லூரி	hogeschool
கல்லூரி	universiteit
இசை	muziek
முறையில்	modus
முறையில்	mode
நாட்டின்	land
மில்லியன்	miljoen
மில்லியன்	miljoenen
நகரம்	stad
எந்த	elke
எந்த	welke
எனப்படும்	belde
எனப்படும்	genoemd
எனப்படும்	gebeld
நீர்	water
இணைந்து	join
இணைந்து	meedoen
விக்கிப்பீடியா	wikipedia
சென்று	gone
பார்க்க	zien
பார்க்க	zie
அணி	matrix
அணி	team
எழுதிய	schriftelijke
எழுதிய	geschreven
எழுதிய	schreven
எழுதிய	schreef
நிலையம்	station
தொடர்பான	gerelateerd
தொடர்பான	verwant
தொடர்பான	verwante
தொடர்பான	gerelateerde
மீட்டர்	meter
மீட்டர்	meters
மீட்டர்	meter
மீட்டர்	meter
இடத்தில்	plaats
கோவில்	tempel
மாதம்	maandje
மாதம்	maand
ஆய்வு	studeer
ஆய்வு	studeren
ஆய்வு	studie
ஆய்வு	bestuderen
ஆய்வு	onderzoek
ஆய்வு	research
வட	noorden
வட	noord
குறைந்த	mindere
குறைந்த	laagste
குறைந்த	laagst
குறைந்த	laag
குறைந்த	low
குறைந்த	lage
குறைந்த	minder
டிசம்பர்	december
டிசம்பர்	dec
முன்	front
முன்	voorkant
முன்	voorzijde
முன்	pre
முன்	voordat
முன்	vóór
வாழ்க்கை	life
வாழ்க்கை	leven
சனவரி	januari
புனித	heilige
புனித	heilig
புனித	holy
இரண்டாவது	tweede
இரண்டாவது	secundaire
இரண்டாவது	secundair
ஆங்கிலம்	engels
ஆங்கிலம்	engelsen
அங்கு	daar
அங்கு	er
தொழில்	bedrijf
தொழில்	zakelijk
தொழில்	industrie
தொழில்	bedrijfstak
தொழில்	beroepsgroep
தொழில்	beroep
பழைய	ouwe
பழைய	oude
பழைய	oud
பழைய	oudere
பழைய	ouder
ஆண்டுகள்	jaar
ஆண்டுகள்	jaren
குறிப்பாக	vooral
குறிப்பாக	specifiek
குறிப்பாக	speciaal
பார்க்கவும்	bezoek
பார்க்கவும்	bezoeken
பார்க்கவும்	kijk
பார்க்கவும்	kijken
துறை	departement
துறை	afdeling
துறை	bakboord
துறை	haven
துறை	poort
குறிக்கும்	wijzend
கடல்	marinier
கடல்	zee
கடல்	oceaan
போல	zoals
போல	like
இதற்கு	voor
சிறு	kleine
சிறு	klein
சிறு	smal
சிறு	minor
சிறு	mineur
சிறு	minderjarige
தென்	zuid
தென்	zuiden
உயர்	high
உயர்	hoog
உயர்	hoge
உயர்	deluxe
வடக்கு	noorden
வடக்கு	noord
ஆட்சி	koninkrijk
ஆட்சி	regel
ஆட்சி	rule
ஆட்சி	bestuur
ஆட்சி	governance
ஆட்சி	regeren
ஆட்சி	heerschappij
ஆட்சி	regeerperiode
மக்களின்	mensen
மக்களின்	personen
நோய்	ziekte
நோய்	ziekte
தேர்தல்	verkiezing
தேர்தல்	verkiezingen
உற்பத்தி	produktie
உற்பத்தி	productie
உற்பத்தி	fabricage
ஆக	aug
வந்தது	gearriveerd
வந்தது	aangekomen
வந்தது	kwam
வந்தது	kwamen
கலை	kunsten
கலை	kunst
கலை	kunst
தங்கள்	hun
சமூக	sociale
சமூக	sociaal
போல்	bol
போல்	zoals
போல்	like
தர	kwaliteit
நூற்றாண்டு	eeuw
அவருடைய	zijn
உலகின்	werelden
அமெரிக்கா	amerika
அமெரிக்கா	amerika
பகுதிகளில்	oppervlakten
பகுதிகளில்	gebieden
வந்து	kom
பரிசு	geschenk
பரிசு	cadeautje
பரிசு	cadeau
பரிசு	gift
பரிசு	kado
பிரிவு	categorie
பிரிவு	divisie
பிரிவு	afdeling
பிரிவு	deling
பிரிவு	division
பிரிவு	afdeling
பிரிவு	sectie
உடல்	lichaam
உடல்	body
இவர்கள்	deze
கூட	zelfs
கூட	ook
கூட	ook
எழுத்தாளர்	schrijver
எழுத்தாளர்	schrijfster
குழு	groep
குழு	fractie
இலக்கிய	literatuur
இலக்கிய	literair
இலக்கிய	literaire
விளையாட்டு	gamen
விளையாட்டு	gaming
விளையாட்டு	sporten
விளையாட்டு	wedstrijd
விளையாட்டு	spel
விளையாட்டு	spelletje
விளையாட்டு	sport
உறுப்பினர்கள்	leden
இறப்பு	dood
இறப்பு	doods
இறப்பு	overlijden
இறப்பு	sterfelijkheid
இறப்பு	sterftecijfer
இறப்பு	sterfte
இறப்பு	mortaliteit
அடி	voeten
அடி	voetjes
அடி	hit
அடி	treffer
அடி	geraakt
துணை	partner
துணை	ondersteuning
துணை	steun
துணை	support
துணை	ondersteunen
துணை	ondeugd
துணை	zeden
துணை	vice
துணை	sub
துணை	plaatsvervanger
துணை	hulpsheriff
துணை	plaatsvervangend
பதிப்பு	editie
பதிப்பு	uitgave
பதிப்பு	versie
சொல்	say
சொல்	zeg
சொல்	zeggen
சொல்	woord
சொல்	vertel
சொல்	tell
தெற்கு	zuid
தெற்கு	zuiden
கட்டுரை	essay
கட்டுரை	opstel
கட்டுரை	artikel
கட்டுரை	compositie
கட்டுரை	samenstelling
கட்டுரை	artikelen
கட்டுரை	artikels
வட்டம்	kring
வட்டம்	cirkel
சராசரி	gemiddelde
சராசரி	gemiddeld
சராசரி	gemiddelde
சராசரி	gemeen
சராசரி	mean
தொலைக்காட்சி	televisie
முன்னாள்	voormalig
முன்னாள்	voormalige
எண்ணிக்கை	telling
எண்ணிக்கை	graaf
எண்ணிக்கை	tellen
எண்ணிக்கை	tel
எண்ணிக்கை	frequentie
தவிர	uitsluiten
தவிர	behalve
நடிகர்	actor
நடிகர்	acteur
பாடல்கள்	nummers
பாடல்கள்	liederen
பாடல்கள்	songs
பாடல்கள்	liedjes
இன்று	vandaag
சட்டம்	frame
சட்டம்	kader
சட்டம்	wet
சட்டம்	legaal
சட்டம்	wettelijk
சட்டம்	wettig
சட்டம்	juridische
சட்டம்	juridisch
சட்டம்	handelen
சட்டம்	act
அருகில்	nabijgelegen
அருகில்	dichtbij
நேரம்	tijd
முதலாவது	eerste
முதலாவது	eerst
நாம்	laat
நாம்	laten
மூலமாக	via
உணவு	levensmiddelen
உணவு	voedsel
உணவு	eten
குறித்து	ongeveer
குறித்து	over
பெப்ரவரி	februari
பகுதிகள்	segmenten
பகுதிகள்	bestanddeel
பகுதிகள்	onderdeel
பகுதிகள்	component
பகுதிகள்	streken
பகுதிகள்	onderdelen
பகுதிகள்	delen
பகுதிகள்	oppervlakten
பகுதிகள்	gebieden
நிறுவனங்கள்	organisaties
நிறுவனங்கள்	bedrijven
ஜனவரி	januari
எழுத்தாளர்கள்	schrijvers
நல்ல	lekker
நல்ல	goed
அடுத்த	volgende
அடுத்த	volgend
படம்	foto
படம்	foto
படம்	imago
படம்	beeld
படம்	afbeelding
பாதுகாப்பு	verdediging
பாதுகாப்பு	defensie
பாதுகாப்பு	verdedigen
பாதுகாப்பு	veilig
பாதுகாப்பு	kluis
பாதுகாப்பு	safe
பாதுகாப்பு	veilige
பாதுகாப்பு	bescherming
பாதுகாப்பு	veiligheid
பாதுகாப்பு	veiligheid
பாதுகாப்பு	beveiliging
தந்தை	vader
பங்கு	rol
பார்க்கப்பட்ட	bekeken
பயன்படுத்தி	gebruiken
அவர்களின்	hun
செய்த	made
செய்த	gemaakt
நியூ	niue
பதிவு	impressie
பதிவு	indruk
பதிவு	inschrijven
பதிவு	register
பதிவு	registreren
பதிவு	record
பதிவு	inschrijven
பதிவு	inschrijving
பதிவு	registratie
பதிவு	bericht
பதிவு	post
ஐரோப்பிய	europese
ஐரோப்பிய	europees
முழுவதும்	volledig
முழுவதும்	volledig
முழுவதும்	compleet
முழுவதும்	vol
முழுவதும்	volledig
முழுவதும்	full
முழுவதும்	volledige
முழுவதும்	volle
முழுவதும்	voltooid
முழுவதும்	invullen
முழுவதும்	complete
முழுவதும்	compleet
பயனர்	gebruiker
தொடர்	serienummer
தொடர்	seriële
தொடர்	doorgaan
தொடர்	voortzetten
போன்றவை	etc
போன்றவை	enz
ஜூன்	jun
ஜூன்	juni
ஜூன்	june
வழியாக	via
உறுப்பினர்	lid
உறுப்பினர்	lidmaatschap
உறுப்பினர்	client
உறுப்பினர்	klant
உறுப்பினர்	opdrachtgever
உறுப்பினர்	cliënt
ஆசிரியர்	uitgever
ஆசிரியர்	hoofdredacteur
ஆசிரியர்	redacteur
ஆசிரியர்	editor
ஆசிரியர்	bewerker
ஆசிரியர்	leraar
ஆசிரியர்	onderwijzer
ஆசிரியர்	docent
ஆசிரியர்	leerkracht
ஆசிரியர்	lerares
ஆசிரியர்	auteur
ஆசிரியர்	schrijver
ஆஃப்	af
முக்கியமான	belangrijke
முக்கியமான	belangrijk
முக்கியமான	kritiek
முக்கியமான	kritische
முக்கியமான	kritisch
தொடர்பு	contact
தொடர்பு	contactpersoon
செய்தார்	deed
ஜூலை	juli
ஆற்றல்	energie
கிலோ	kilo
வேலை	werk
வேலை	arbeid
வேலை	werken
வேலை	job
வேலை	baan
இருக்கலாம்	misschien
சமய	religieuze
சமய	religieus
பணி	job
பணி	baan
பணி	werk
பணி	arbeid
பணி	werken
பணி	taak
கதை	verhaal
கதை	story
அதிகமாக	nauwelijks
அதிகமாக	amper
இடையே	tussen
பட்டம்	afstuderen
பட்டம்	graad
பட்டம்	vlieger
வழி	trail
வழி	spoor
வழி	manier
வழி	way
அப்போது	dan
அப்போது	daarna
விடுதலை	bevrijding
விடுதலை	freedom
விடுதலை	vrijheid
ஆகஸ்ட்	august
ஆகஸ்ட்	augustus
தேதி	datum
பிறந்த	geboorte
இன்னும்	en
இன்னும்	nog
ஜான்	johannes
ஜான்	john
ஜான்	jon
ஜான்	jaan
அடுத்து	volgende
அடுத்து	volgend
சேவை	dienst
சேவை	service
கருத்து	reactie
கருத்து	comment
கருத்து	opmerking
கருத்து	commentaar
கருத்து	terugkoppeling
கருத்து	feedback
கருத்து	thema
காரணம்	reden
காரணம்	rede
காரணம்	veroorzaken
காரணம்	oorzaak
தனி	prive
தனி	privé
தனி	particulier
தனி	aparte
தனி	gescheiden
தனி	apart
அவருக்கு	hem
நீண்ட	boing
நீண்ட	lang
நீண்ட	lange
நீண்ட	long
பள்ளி	school
மகன்	zoon
மகன்	son
சர்வதேச	internationaal
எல்லா	allen
எல்லா	alle
எல்லா	allemaal
எல்லா	alles
பொருட்கள்	objecten
பொருட்கள்	voorwerpen
பொருட்கள்	items
பொருட்கள்	producten
பொருட்கள்	produkten
பொருட்கள்	benodigdheden
பொருட்கள்	bevoorrading
பொருட்கள்	voorraden
பொருட்கள்	voorraad
பொருட்கள்	leveringen
மின்	elektrische
மின்	electrische
மின்	elektrisch
என்றால்	betekend
என்றால்	betekent
ஏழு	seven
ஏழு	zeven
நடைபெற்ற	gehouden
நடைபெற்ற	vastgehouden
முன்னர்	eerder
முன்னர்	voordien
முன்னர்	vroeger
முன்னர்	voorheen
முன்னர்	eerder
முன்னர்	voordat
முன்னர்	vóór
பொறியியல்	engineering
பொறியியல்	machinebouw
பொறியியல்	techniek
கா	kha
அமைப்புகள்	organisaties
அமைப்புகள்	instellingen
மொழிகள்	talen
அத்துடன்	ook
முழு	vol
முழு	volledig
முழு	full
முழு	volledige
முழு	volle
முதன்மை	top
முதன்மை	bovenste
முதன்மை	bovenkant
முதன்மை	primaire
முதன்மை	primair
முதன்மை	belangrijkste
முதன்மை	voornaamste
முதன்மை	main
மணி	mani
மணி	uurtje
மணி	uur
மணி	bell
தொகுப்பு	pakketje
தொகுப்பு	pakje
தொகுப்பு	pakket
தொகுப்பு	arrangement
தொகுப்பு	verzamelen
தொகுப்பு	collectie
தொகுப்பு	inzameling
தொகுப்பு	verzameling
தொகுப்பு	compositie
தொகுப்பு	samenstelling
தொலைவில்	far
தொலைவில்	ver
தொலைவில்	weg
மருத்துவ	medische
மருத்துவ	medisch
வணிக	commerciële
வணிக	commercieel
திருமணம்	trouwen
திருமணம்	trouw
திருமணம்	gehuwd
திருமணம்	getrouwd
திருமணம்	trouwen
திருமணம்	huwelijk
திருமணம்	trouwfeest
திருமணம்	bruiloft
திருமணம்	huwelijk
நீங்கள்	jij
நீங்கள்	jou
இயேசு	jezus
இயேசு	jesus
கருதப்படுகிறது	beschouwd
கருதப்படுகிறது	overwogen
பொதுவான	gemeenschappelijk
பொதுவான	vaak
பொதுவான	publiek
பொதுவான	openbaar
பொதுவான	algemene
பொதுவான	generaal
பொதுவான	algemeen
சமயம்	religie
சமயம்	godsdienst
சமயம்	gemeenschap
சமயம்	community
எதிராக	tegen
ஸ்ரீ	sri
ஸ்ரீ	shri
விட்டு	verlof
விட்டு	verlaat
விட்டு	vertrek
விட்டு	verlaten
பக்கம்	bladzijde
பக்கம்	pagina
உள்ளிட்ட	binnengegaan
உள்ளிட்ட	binnengekomen
அதிகம்	high
அதிகம்	hoog
அதிகம்	hoge
அதிகம்	more
அதிகம்	meer
நாட்கள்	dagen
நாட்கள்	days
திருத்தந்தை	paus
மாற்றம்	conversie
மாற்றம்	bekering
மாற்றம்	omschakeling
மாற்றம்	veranderen
மாற்றம்	wijziging
மாற்றம்	wijzigen
மாற்றம்	verandering
மாற்றம்	veranderingen
கழகம்	vereniging
கழகம்	associatie
இறுதி	einde
இறுதி	beëindigen
இறுதி	eind
இறுதி	definitief
இறுதி	finale
இணைய	internet
வகைகள்	typen
வகைகள்	soorten
வகைகள்	types
வகைகள்	modi
வகைகள்	categorieën
ஒருநாள்	odi
சீன	chinezen
சீன	chinees
சீன	chinese
பொருளாதார	economische
பொருளாதார	economisch
பொருளாதார	zuinig
பொருளாதார	economie
இயற்கை	natuurlijk
இயற்கை	natuurlijke
இயற்கை	natuur
தலைமை	chef
தலைமை	chief
தலைமை	opperhoofd
தலைமை	leiderschap
வேதியியல்	scheikunde
வேதியியல்	chemie
நிதி	financien
நிதி	financiën
நிதி	financieren
போக்குவரத்து	vervoer
போக்குவரத்து	transport
போக்குவரத்து	vervoer
போக்குவரத்து	transport
இருந்தன	waren
புகழ்	uitvluchten
புகழ்	smoesjes
புகழ்	bekendheid
புகழ்	beroemdheid
புகழ்	roem
புகழ்	faam
புகழ்	loof
புகழ்	lof
முன்பு	geleden
முன்பு	voordat
முன்பு	vóór
அதிகமான	high
அதிகமான	hoog
அதிகமான	hoge
அதிகமான	max
அதிகமான	groter
கீழே	down
கீழே	omlaag
கீழே	onder
கீழே	hieronder
கீழே	bodem
கீழே	onderkant
கீழே	bottom
பிப்ரவரி	februari
செய்தி	verhaal
செய்தி	story
செய்தி	nieuwsberichten
செய்தி	nieuws
செய்தி	bericht
செய்தி	boodschap
செய்தி	berichtje
அமெரிக்காவின்	amerika
உதவி	helpen
உதவி	hulp
உதவி	help
பிரெஞ்சு	frans
பிரெஞ்சு	fransen
பிரெஞ்சு	franse
மலை	berg
உடன்	met
செயலாளர்	secretaris
செயலாளர்	secretaresse
வெவ்வேறு	verschillend
வெவ்வேறு	verschillende
வெவ்வேறு	anders
படைகள்	forceren
படைகள்	kracht
படைகள்	force
படைகள்	troepen
தேர்தலில்	verkiezing
