در	deur
همچنین	ook
همچنین	ook
همچنین	evenzo
زندگی	living
زندگی	levende
زندگی	life
زندگی	leven
زن	vrouw
زن	woman
زن	vrouwelijke
زن	vrouw
زن	vrouwtje
زن	vrouwelijk
زن	vrouw
زن	echtgenote
زیر	onder
زیر	hieronder
زیر	onder
زیر	under
آنها	hen
آنها	ze
آنها	zij
هستند	zijn
جوایز	prijsuitreiking
جوایز	awards
جوایز	onderscheidingen
روستا	dorpje
روستا	dorp
تهران	teheran
بازی	wedstrijd
بازی	spel
بازی	spelletje
بازی	games
بازی	spelletjes
بازی	spellen
بازی	speel
بازی	spelen
بازی	afspelen
تاریخی	historische
تاریخی	historisch
تاریخی	historisch
تاریخی	historische
سرشماری	volkstelling
سرشماری	census
فرانسه	frans
فرانسه	fransen
فرانسه	franse
فرانسه	frankrijk
جنگ	oorlog
باید	moeten
باید	moet
دست	handjes
دست	handen
دست	hands
دست	arm
دست	hand
شورای	raad
محل	plaats
محل	lokatie
محل	locatie
محل	ligging
های	hai
توابع	functies
کتاب	boek
کتاب	boeken
آلمان	duits
آلمان	duitse
آلمان	duitsland
سطح	levels
سطح	niveaus
سطح	bovengronds
سطح	oppervlak
سطح	niveau
سطح	level
اصلی	belangrijkste
اصلی	voornaamste
اصلی	main
اصلی	oorspronkelijke
اصلی	origineel
اصلی	originele
اصلی	primaire
اصلی	primair
ساخت	bouw
ساخت	constructie
ساخت	bouwnijverheid
ساخت	opbouw
ساخت	bouwen
ساخت	fabricage
میلاد	milad
المپیک	olympic
المپیک	olympisch
المپیک	olympische
اول	eerste
اول	eerst
سازمان	organisatie
سازمان	organisatie
سازمان	bureau
سازمان	agentschap
سه	drie
سه	three
دارای	gerenommeerde
کند	doet
مرکزی	gecentreerd
مرکزی	gecentreerd
ایالت	staat
ایالت	state
زنده	levend
فارسی	farsi
فارسی	perzisch
فارسی	perzische
بین	bean
بین	boon
بین	boontje
بین	tussen
انگلستان	engeland
انگلستان	england
دوم	tweede
موسیقی	muziek
گروه	band
گروه	groep
گروه	fractie
جایزه	bonus
جایزه	onderscheiding
جایزه	gunning
بیشتر	meesten
بیشتر	most
بیشتر	meeste
بیشتر	meest
بیشتر	more
بیشتر	meer
جنوبی	zuidelijk
جنوبی	zuid
جنوبی	zuiden
روز	dag
روز	dagje
روز	overdag
جمهوری	republiek
مرگ	dood
مرگ	doods
مرگ	overlijden
ولی	maar
داد	dodd
آمریکایی	amerikaan
آمریکایی	amerikaans
آمریکایی	amerikaanse
نقش	rol
منطقه	regio
منطقه	gebied
منطقه	zone
منطقه	district
منطقه	gebied
منطقه	oppervlakte
بسیار	zeer
بسیار	veel
بسیار	velen
بسیار	vele
بسیار	veel
بسیار	much
اسلامی	islamitische
اسلامی	islamitisch
بزرگ	large
بزرگ	groot
بزرگ	grote
بزرگ	big
بزرگ	groot
بزرگ	grote
روستایی	dorpeling
روستایی	boer
آمار	statistiek
آمار	statistieken
فعالیت	activiteit
اشاره	hint
زاده	born
زاده	geboren
محمد	mohammad
محمد	mohammed
محمد	muhammad
محمد	mohammed
محمد	mohamed
بریتانیا	britten
بریتانیا	britse
بریتانیا	brits
بریتانیا	brittannië
بریتانیا	britannia
مانند	zoals
مانند	like
چند	weinigen
چند	paar
چند	weinig
چند	multi
شمالی	noorden
شمالی	noord
شمالی	carolina
آب	water
خورشیدگرفتگی	verduistering
خورشیدگرفتگی	zonsverduistering
خورشیدگرفتگی	eclips
ایرانی	perzisch
ایرانی	perzische
ایرانی	iraanse
ایرانی	iraans
اطلاعات	info
اطلاعات	gegevens
اطلاعات	informatie
ایجاد	creëren
ایجاد	aanmaken
ایجاد	creëer
ایجاد	maken
ایجاد	schepping
ایجاد	creatie
ایجاد	creëren
ایجاد	construeren
مالک	eigenaar
مالک	baasje
مالک	malik
امنیت	veiligheid
امنیت	beveiliging
امنیت	veiligheid
نوع	typ
نوع	type
نوع	soort
مردم	mensen
مردم	personen
دلیل	reden
دلیل	rede
دلیل	veroorzaken
دلیل	oorzaak
روستای	dorpje
روستای	dorp
دور	far
دور	ver
دور	weg
اولین	evelyn
مربوط	relevant
مربوط	relevante
مربوط	gerelateerd
مربوط	verwant
مربوط	verwante
مربوط	gerelateerde
بار	laad
بار	laden
بار	barr
بار	bar
دریا	zee
شما	jij
شما	jou
شما	je
شما	uw
شما	jouw
برابر	gelijk
برابر	equal
برابر	gelijke
برابر	gelijken
تولید	vervaardiging
تولید	fabricage
تولید	produktie
تولید	productie
تولید	genereert
تولید	genereren
تپه	heuvel
تپه	hill
تنها	alone
تنها	alleen
تنها	alleen
تنها	enkel
تنها	slechts
تنها	eenzaamheid
تنها	eenzame
تنها	eenzaam
علی	ali
شرقی	oosten
شرقی	oost
شرقی	oosters
شرقی	oosterse
شرقی	oostelijk
شرقی	oostelijke
یونسکو	unesco
یونسکو	sites
برخی	enkele
برخی	sommigen
برخی	sommige
میان	mian
میان	tussen
جهان	wereld
جهان	jahan
جام	kopje
جام	beker
ها	huh
ها	hmmm
ارتفاع	hoogte
ارتفاع	hoogte
ارتفاع	lengte
کد	wetboek
کد	code
کشف	ontdekte
کشف	ontdekt
کشف	ontdek
کشف	ontdekken
کشف	ontdekking
کشف	ontdekkingen
کشف	discovery
نشان	insigne
نشان	penning
نشان	badge
حذف	verwijder
حذف	verwijderen
حذف	verwijder
حذف	verwijderen
حذف	doorhalen
تلویزیونی	televisie
غربی	west
غربی	westen
غربی	westelijk
غربی	western
غربی	westelijk
گرفته	genomen
گرفته	meegenomen
دوران	tijdvakken
دوران	perioden
دوران	periodes
دوران	tijdperk
دوران	era
شامل	inclusief
شامل	inbegrepen
شامل	omvat
شامل	inclusief
شدن	worden
شدن	krijgen
بهترین	best
بهترین	beste
دولت	staat
دولت	state
دولت	regering
دولت	overheid
همراه	mobile
همراه	mobiel
همراه	vergezelde
همراه	vergezeld
همراه	begeleidende
همراه	vergezellen
همراه	begeleidend
چپ	linkse
چپ	linker
چپ	links
ایتالیا	italia
ایتالیا	italië
ایتالیا	italiaanse
ایتالیا	italiaan
ایتالیا	italiaans
صفحه	bladzijde
صفحه	pagina
مجلس	parlement
مجلس	montage
مجلس	assemblee
مجلس	assemblage
تحت	onder
تحت	under
آغاز	start
آغاز	begin
آغاز	starten
آغاز	beginnen
آغاز	begin
آغاز	beginnend
ویکی	wiki
ویکی	vicky
راه	pad
راه	manier
راه	way
کشتی	schepen
کشتی	schip
کشتی	worstel
کشتی	worstelen
کشتی	boot
بودند	waren
الگو	patroon
توجه	aandacht
توجه	attentie
توجه	opgelet
بن	ben
همه	iedereen
همه	allen
همه	alle
همه	allemaal
همه	alles
همه	iedereen
کوچک	kleine
کوچک	klein
کوچک	smal
کوچک	kleine
کوچک	weinig
کوچک	little
کوچک	klein
کوچک	minor
کوچک	mineur
کوچک	minderjarige
ژاپن	japan
رسمی	ambtenaar
رسمی	officiële
رسمی	officieel
رسمی	formele
رسمی	formeel
اسلام	islam
سپتامبر	september
پرونده	geval
پرونده	case
پرونده	zaak
پرونده	dossier
پرونده	bestand
ماه	maandje
ماه	maand
ماه	maandenlang
ماه	maanden
ماه	maan
ماه	moon
اوت	august
اوت	augustus
اوت	aug
هزار	duizend
تابستانی	zomer
چون	want
چون	omdat
چون	wanneer
آوریل	apr
آوریل	april
تغییر	veranderen
تغییر	veranderende
تغییر	aanpassen
تغییر	wijzigen
تغییر	veranderen
تغییر	wijziging
تغییر	wijzigen
تغییر	verandering
تغییر	veranderingen
مجموعه	verzamelen
مجموعه	collectie
مجموعه	inzameling
مجموعه	verzameling
سیاسی	politiek
سیاسی	politieke
شکل	shape
شکل	vorm
شکل	form
شکل	vorm
شکل	formulier
شکل	figuur
شکل	gevormd
مارس	maart
مارس	marcheren
مارس	mars
درخواست	aanvraag
درخواست	aanvragen
درخواست	verzoek
درخواست	verzoeken
کیلومتر	kilometer
کیلومتر	kilometer
کیلومتر	kilometers
کیلومتر	kilometer
کیلومتر	kilometers
جمله	zin
جمله	straf
جمله	vonnis
گردشگری	toerisme
گردشگری	toerist
شهری	urban
شهری	stedelijk
شهری	stedelijke
شهری	gemeentelijk
شهری	gemeentelijke
شهری	stad
ممکن	mogelijke
ممکن	mogelijk
لیگ	league
لیگ	liga
روسیه	russisch
روسیه	rus
روسیه	russische
روسیه	rusland
منابع	bronnen
منابع	hulpbronnen
منابع	middelen
منابع	informatiebronnen
منابع	bronnen
نخستین	eerste
نخستین	eerst
شاه	konings
شاه	king
شاه	koning
شاه	shah
شاه	sjah
جنوب	zuidelijk
جنوب	zuid
جنوب	zuiden
طور	mount
طور	aankoppelen
طور	tur
تشکیل	gevormde
تشکیل	gevormd
تشکیل	formatie
تشکیل	vorming
فوت	voet
فوت	foote
اکتبر	oktober
اکتبر	october
ژوئن	juni
ژوئن	june
چه	wat
امکان	mogelijke
امکان	mogelijk
امکان	mogelijkheid
نویسندگان	auteurs
نویسندگان	schrijvers
سر	sar
سر	hoofd
سر	head
سر	hoofden
سر	koppen
سر	kop
حزب	feest
حزب	partij
حزب	feestje
حزب	party
ما	onze
ما	ons
فرهنگ	cultuur
برندگان	winnaars
قابل	verwijderbare
بدون	zonder
خانه	huis
خانه	thuis
خانه	home
خانه	huis
خانه	startpagina
دسامبر	december
موارد	items
موارد	gevallen
هند	india
آلبوم	album
آزاد	free
آزاد	vrij
آزاد	gratis
چاپ	print
چاپ	afdruk
چاپ	afdrukken
چاپ	drukken
چاپ	printen
چاپ	drukwerk
چاپ	afdrukken
چاپ	drukken
چاپ	bedrukken
چاپ	printen
علمی	wetenschap
علمی	wetenschappen
علمی	wetenschappelijk
نوامبر	november
نوامبر	nov
آسیا	aziatische
آسیا	aziatisch
شمال	noorden
شمال	noord
پایان	einde
پایان	beëindigen
پایان	eind
پایان	einde
پایان	eindigend
علوم	wetenschap
علوم	wetenschappen
علوم	wetenschappen
جان	johannes
جان	john
سید	sid
کالیفرنیا	california
کالیفرنیا	californië
کالیفرنیا	californische
قرن	eeuw
بازیگر	actrice
بازیگر	actor
بازیگر	acteur
صنایع	industrieën
صنایع	bedrijfstakken
صنایع	industrie
صنایع	bedrijfstak
گونه	wang
گونه	diersoort
گونه	diersoorten
گونه	soorten
گونه	soort
کانادا	canada
کانادا	canadees
کانادا	canadese
اسپانیا	spanje
اسپانیا	spaanse
اسپانیا	spaans
زمین	aarde
زمین	earth
رئیس	baas
رئیس	boss
برزیل	brazilië
برزیل	braziliaanse
برزیل	braziliaans
سبک	light
سبک	lichte
سبک	licht
سبک	stijl
سبک	style
بالا	top
بالا	bovenste
بالا	bovenkant
بالا	bala
جدید	nieuw
جدید	nieuwe
تصویر	imago
تصویر	beeld
تصویر	afbeelding
حضور	aanwezigheid
حضور	opkomst
حضور	aanwezigheid
وارد	ward
عضو	lid
عضو	donatie
عضو	schenking
عضو	donaties
میراث	nalatenschap
میراث	erfenis
میراث	erfenis
میراث	patrimonium
میراث	erfgoed
زنان	vrouwen
نظامی	militairen
نظامی	militair
نظامی	militaire
نظامی	krijgsmacht
آذربایجان	azerbeidzjan
جای	plaats
جای	jai
هیچ	elke
چین	chin
چین	kin
چین	china
چین	porselein
سیستم	systeem
سیستم	stelsel
ظاهر	schijn
ظاهر	verschijningen
ظاهر	verschijning
ظاهر	uiterlijk
ظاهر	zahir
ظاهر	verschijnen
ادامه	doorgaan
ادامه	voortzetten
ادامه	voortgezet
ادامه	vervolg
درجه	graad
درجه	graden
درجه	rangschikking
درجه	rang
درجه	rangschikken
درجه	graad
انتخاب	kiezen
انتخاب	kies
انتخاب	kiezen
انتخاب	kies
انتخاب	selecteren
انتخاب	selecteer
انتخاب	keuze
انتخاب	keus
موجود	beschikbare
موجود	verkrijgbaar
موجود	beschikbaar
موجود	bestaand
موجود	bestaande
دستی	handmatige
دستی	manueel
دستی	handleiding
دستی	handmatig
دستی	handboek
فقط	gewoon
اعلام	verklaarde
اعلام	gedeclareerd
اعلام	verklaard
اعلام	opgegeven
اعلام	aangegeven
اعلام	aangifte
اعلام	declaratie
اعلام	verklaring
اعلام	kondig
اعلام	kondigen
اعلام	aankondigen
نسبت	ratio
نسبت	verhouding
اعضای	leden
خراسان	khorasan
مسابقات	toernooi
مسابقات	tournament
مسابقات	tornooi
تلفن	telefoon
تلفن	telefoon
داستان	verhaal
داستان	story
داستان	verslagen
داستان	verhalen
داستان	verhaaltjes
سوم	iii
سوم	derde
سوم	third
خط	line
خط	lijn
قانون	wet
قانون	regel
قانون	rule
درگذشت	gestorven
درگذشت	overleden
درگذشت	stierf
علت	reden
علت	rede
علت	veroorzaken
علت	oorzaak
مهم	belangrijke
مهم	belangrijk
منبع	bron
منبع	hulpbron
منبع	resource
میلیون	miljoen
کمک	helpen
کمک	hulp
کمک	help
جهت	richtingen
جهت	routebeschrijving
جهت	richting
جهت	oriëntatie
جهت	oriëntering
هوایی	antenne
هوایی	lucht
حتی	zelfs
نمایش	toon
نمایش	tonen
نمایش	weergeven
نمایش	show
آمریکای	amerika
ناحیه	regio
ناحیه	district
ناحیه	gebied
ناحیه	oppervlakte
طراحی	ontwerp
طراحی	design
طراحی	vormgeving
طراحی	ontwerpen
طراحی	ontwerpen
آموزش	lesgeven
آموزش	onderwijzen
آموزش	trainen
آموزش	training
آموزش	opleiding
آموزش	opvoeding
آموزش	onderwijs
قلعه	bolwerk
قلعه	kasteel
قلعه	burcht
قلعه	vesting
قلعه	fort
ویرایش	edit
ویرایش	bewerk
ویرایش	bewerken
ویرایش	bewerken
حکومت	regering
حکومت	overheid
نمایندگان	afgevaardigden
نمایندگان	vertegenwoordigers
نمایندگان	afgevaardigden
نمایندگان	gedelegeerden
بازدید	bezochten
بازدید	bezocht
بازدید	bezochte
بازدید	beoordeling
بازدید	recensie
بازدید	herziening
بازدید	bezoek
بازدید	bezoeken
بازدید	bezoeken
شیمیایی	chemisch
شیمیایی	chemicaliën
مساحت	gebied
مساحت	oppervlakte
ادبیات	literatuur
موضوع	topic
موضوع	onderwerp
موضوع	onderwerp
موضوع	proefpersoon
موضوع	subject
شبکه	raster
شبکه	grid
شبکه	netwerken
شبکه	netwerk
برنامه	app
برنامه	programma
برنامه	programmeren
برنامه	planning
برنامه	tijdschema
برنامه	schema
برنامه	programma
کاربران	gebruikers
تولد	verjaardagen
تولد	verjaardag
تولد	jarig
تولد	geboorte
تبدیل	omzetten
تبدیل	bekeren
تبدیل	converteren
تبدیل	conversie
تبدیل	bekering
تبدیل	omschakeling
تبدیل	transformatie
تبدیل	transformeren
تبدیل	transformatie
دریایی	marinier
سن	ouderdom
سن	leeftijd
سن	seine
سن	heilige
عربی	arabi
عربی	arabische
عربی	arabisch
عربی	arabier
روش	roche
روش	methode
بازیکن	speler
بازیکن	player
بازیکن	spelers
رفته	gone
نتیجه	uitkomst
نتیجه	resultaat
نتیجه	uitslagen
نتیجه	resultaat
نتیجه	resultaten
نتیجه	resultaat
نتیجه	conclusie
انقلاب	revolutie
تگزاس	texaanse
تگزاس	texas
عراق	irak
شروع	start
شروع	begin
شروع	starten
شروع	beginnen
شروع	beginnend
هنر	kunsten
هنر	kunst
هنر	kunst
زمینه	achtergrondinformatie
زمینه	achtergrond
قسمت	deel
قسمت	gedeelte
قسمت	episode
قسمت	aflevering
بررسی	controleren
بررسی	controleren
بررسی	check
بررسی	controleer
مدیر	manager
مدیر	bedrijfsleider
مدیر	beheerder
مدیر	administrateur
مدیر	aangever
مدیر	schoolhoofd
باز	open
باز	openen
باز	terug
باز	rug
باز	back
باز	ontgrendeld
ترکیه	turkije
ترکیه	turkse
ترکیه	turks
مدال	medaille
مدال	medailles
حقوق	salaris
حقوق	wet
حقوق	rechten
دی	dey
عمومی	generieke
عمومی	publiek
عمومی	openbaar
عمومی	algemene
عمومی	generaal
عمومی	algemeen
حسین	hossein
حسین	hussein
حسین	hoessein
حسین	hussain
ترجمه	vertalen
ترجمه	vertalingen
ترجمه	vertalen
ترجمه	vertaling
ترجمه	vertaal
ترجمه	vertalen
دقیقه	minuten
دقیقه	notulen
دقیقه	minuut
دقیقه	minuutje
رنگ	kleuren
رنگ	kleur
رنگ	kleur
افزایش	verhoging
افزایش	vergroten
افزایش	verhoog
افزایش	verhogen
افزایش	stijging
افزایش	toenemend
افزایش	toenemende
افزایش	toegenomen
افزایش	verhoogd
افزایش	verhoogde
طبیعی	natuurlijk
طبیعی	natuurlijke
طبیعی	normale
طبیعی	normaal
معروف	beroemde
معروف	beroemd
مدیریت	managen
مدیریت	beheren
مدیریت	managen
مدیریت	beheren
مدیریت	beheer
مدیریت	management
گل	gol
گل	bloemen
گل	bloemetjes
گل	bloem
گل	bloempje
گل	bloemetje
گل	doelstelling
گل	doel
گل	goal
گل	doelpunt
انتشار	verspreiding
انتشار	publicatie
انتشار	uitgeverijen
انتشار	publiceren
انتشار	uitgeverij
انتشار	publiceer
انتشار	publiceren
انتشار	voortplanting
انتشار	vermeerdering
انتشار	emissies
انتشار	emissie
انتشار	uitstoot
ایشان	ze
ایشان	zij
نیاز	nood
نیاز	need
نیاز	nodig
نیاز	noodzaak
نیاز	behoefte
نیاز	nodig
نیاز	benodigd
نیاز	behoeften
نیاز	noden
نیاز	vereiste
نیاز	vereist
توضیح	reactie
توضیح	comment
توضیح	opmerking
توضیح	commentaar
ترکیب	mengen
ترکیب	mengsel
ترکیب	combineren
ترکیب	compositie
ترکیب	samenstelling
ترکیب	combinatie
دریافت	ontvangende
دریافت	ontvangen
دریافت	ontvang
دریافت	ontvangen
دریافت	receptie
دریافت	ontvangst
رشته	tekenreeks
رشته	string
رشته	touwtje
رشته	draad
موافق	akkoord
موافق	afgesproken
موافق	overeengekomen
موافق	akkoord
هنری	hendrik
هنری	henry
مواد	drugs
مواد	materiaal
مواد	materialen
مواد	materiaal
درباره	ongeveer
درباره	over
کارگردانی	geregisseerd
کارگردانی	gerichte
کارگردانی	regisseerde
کارگردانی	regisseren
استرالیا	australiër
استرالیا	australisch
استرالیا	australische
اجتماعی	sociale
اجتماعی	sociaal
بانی	bonnie
جریان	huidig
جریان	huidige
جریان	actueel
جریان	streaming
جریان	flow
جریان	beek
جریان	stroom
جریان	stream
طریق	via
نویسنده	schrijver
نویسنده	schrijfster
نویسنده	auteur
نویسنده	schrijver
ژانویه	januari
کنار	kant
کنار	zijde
کنار	side
کنار	zijkant
انرژی	energie
انتخابات	electorale
انتخابات	verkiezing
انتخابات	verkiezingen
انتخابات	verkiezing
انتخابات	verkiezingen
حسن	hasan
حسن	hassan
ملیت	nationaliteit
مه	mogen
مه	may
مه	mei
مه	mag
مه	moge
مه	mah
مه	mist
مه	nevel
مه	mist
مه	nevel
کسی	iemand
ثانیه	seconden
ثانیه	tweede
کل	totaal
کل	hele
کل	geheel
کل	kal
اصفهان	isfahan
خان	khan
دکتر	arts
دکتر	doktor
دکتر	dokter
دکتر	doctor
انجمن	raad
انجمن	samenleving
انجمن	genootschap
انجمن	maatschappij
انجمن	studentenvereniging
انجمن	broederschap
انجمن	gemeenschap
انجمن	community
انجمن	vereniging
انجمن	associatie
غرب	west
غرب	westen
غرب	westelijk
توسعه	ontwikkeling
توسعه	ontwikkelen
فصل	hoofdstuk
فصل	seizoen
معمولاً	normaliter
معمولاً	gewoonlijk
معمولاً	normaal
رسید	bereikte
رسید	bereikt
رسید	ontvangst
رسید	kwitantie
رسید	ontvangstbewijs
رسید	gearriveerd
رسید	aangekomen
ژوئیه	juli
فارس	tarieven
فارس	fars
شوروی	sovjets
شوروی	sovjet
افغانستان	afghanistan
ورزش	sportschool
ورزش	sport
ورزش	lichaamsbeweging
ورزش	uitoefening
ورزش	oefening
ورزش	uitoefenen
ورزش	sporten
معماری	architectuur
معماری	architectonische
معماری	architectonisch
باند	binding
باند	obligatie
باند	bond
آنجا	daar
آنجا	er
پرندگان	vogels
آخرین	laatste
آخرین	definitief
آخرین	finale
آخرین	nieuwste
آخرین	laatste
پزشکی	medicijnen
پزشکی	geneeskunde
پزشکی	geneesmiddel
پزشکی	medische
پزشکی	medisch
فرهنگی	cultuur
فرهنگی	cultureel
فرهنگی	culturele
تلویزیون	televisie
دنیا	wereld
خوانندگان	zangers
خوانندگان	reader
خوانندگان	lezer
خوانندگان	lezers
خوانندگان	lezer
جغرافیای	geografie
جغرافیای	aardrijkskunde
حالت	staat
حالت	state
حالت	modus
حالت	mode
حالت	humeur
حالت	stemming
کوه	berg
کوه	mount
کوه	aankoppelen
کوه	kuh
مقالات	artikelen
مقالات	artikels
مقالات	essays
مدیران	leidinggevenden
عمل	action
عمل	optreden
عمل	aktie
عمل	actie
عمل	operation
عمل	bewerking
عمل	operatie
عمل	exploitatie
عمل	handelen
عمل	act
کره	boter
کره	koreaan
کره	koreaanse
کره	koreaans
کره	koreanen
کره	korea
انتقال	transmissie
انتقال	overplaatsing
انتقال	transfer
انتقال	overdracht
انتقال	overdragen
انتقال	overgang
انتقال	vervoer
انتقال	transport
فوریه	dringend
فوریه	spoed
فوریه	urgentie
فوریه	urgent
فوریه	februari
فوریه	fourier
فوریه	feb
ارائه	presentatie
رود	rivier
رود	river
رود	hengel
رود	idd
رود	rod
رود	rud
سیاست	beleid
سیاست	politiek
سیاست	diplomatiek
سیاست	diplomatie
فرانسوی	frans
فرانسوی	fransen
فرانسوی	franse
وطن	thuis
وطن	home
وطن	huis
وطن	startpagina
وطن	migratie
وطن	migraties
برتر	verheven
برتر	verhevene
برتر	superior
برتر	superieure
برتر	superieur
نزدیک	bijna
نزدیک	close
نزدیک	afsluiten
نزدیک	sluiten
نزدیک	sluit
نزدیک	dichtbij
نزدیک	nabijgelegen
نزدیک	dichtbij
دلار	dollar
داخلی	interieur
داخلی	binnenland
داخلی	intern
داخلی	inwendig
کاهش	verminderen
کاهش	reduceren
کاهش	verkleinen
کاهش	verlaging
کاهش	reductie
کاهش	vermindering
کاهش	verminderen
کاهش	afname
کاهش	daling
کاهش	vermindering
احمد	ahmed
احمد	achmed
احمد	ahmad
ده	deh
ده	tien
ارتش	militairen
ارتش	militair
ارتش	militaire
ارتش	krijgsmacht
ارتش	leger
ارتش	landmacht
سایر	sawyer
مشخص	specifiek
مشخص	specifieke
مشخص	accentueren
مشخص	hoogtepunt
مشخص	uitgelicht
مشخص	gemarkeerd
مشخص	gemarkeerde
گفت	zei
گفت	gezegd
گفت	said
حاضر	aanwezig
حاضر	heden
حاضر	presenteren
حاضر	presenteer
اسرائیل	israël
اسرائیل	israel
اسرائیل	israëlische
اسرائیل	israëli
اسرائیل	israëlisch
انسان	menselijk
انسان	menselijke
انسان	mens
انسان	man
مسجد	moskee
مثل	zoals
مثل	like
شهرها	steden
سیاه	zwarte
سیاه	black
سیاه	zwart
قدرت	sterkte
قدرت	kracht
قدرت	macht
قدرت	kracht
قدرت	power
قدرت	vermogen
بنا	gestructureerd
نسخه	versie
نسخه	recept
نسخه	voorschrift
کم	kleine
کم	weinig
کم	little
کم	klein
کم	cam
کم	laag
کم	low
کم	lage
خانواده	families
خانواده	gezinnen
خانواده	familie
خانواده	gezin
میدان	vierkante
میدان	vierkant
میدان	plein
ویژه	speciaal
ویژه	bijzonder
ویژه	speciale
ویژه	special
نیروهای	forces
نیروهای	krachten
حوزه	veld
حمله	attack
حمله	aanvallen
حمله	aanval
حمله	geweldpleging
حمله	mishandeling
حمله	aanval
ناسا	nasa
جزیره	eiland
وزارت	departement
وزارت	afdeling
وزارت	ministerie
ساختمان	bouwen
ساختمان	bouw
ساختمان	constructie
ساختمان	bouwnijverheid
ساختمان	opbouw
