और	oraz
हालांकि	chociaż
हालांकि	aczkolwiek
हालांकि	choć
हालांकि	chociaż
हालांकि	choć
सिंह	singh
सिंह	leo
अनेक	wielu
अनेक	wiele
अनेक	kilkanaście
अनेक	kilka
अनेक	kilku
अनेक	wielokrotne
अनेक	wiele
अनेक	wielu
यहां	tutaj
संख्या	numer
संख्या	liczba
संख्या	numery
संख्या	cyfry
संख्या	liczby
अपना	własne
अपना	własny
अपना	własna
अपना	twoje
अपना	twój
अपना	twoja
अपना	twojego
अपना	twoim
बात	rzecz
बात	mówić
साहित्य	literatury
साहित्य	literaturze
साहित्य	literaturę
साहित्य	literatura
शिक्षा	kształcenie
शिक्षा	edukacji
शिक्षा	wykształcenie
शिक्षा	edukacja
दिल्ली	delhi
धर्म	religie
धर्म	religii
धर्म	wyznanie
धर्म	religia
धर्म	religie
धर्म	dharma
मूल	pochodzenia
मूल	pochodzenie
मूल	oryginały
मूल	rdzenni
मूल	rodzimy
मूल	oryginalna
मूल	pierwotnym
मूल	oryginalny
मूल	oryginał
मूल	oryginalne
मूल	podstawowe
मूल	podstawowego
मूल	podstawowy
मूल	podstawowa
तब	wtedy
बना	make
बना	wykonane
बना	made
बना	zrobione
कोड	kodu
कोड	code
कोड	kod
कोड	kodów
कोड	kody
संयुक्त	równoczesne
संयुक्त	jednoczesnego
संयुक्त	równoległe
संयुक्त	zjednoczone
संयुक्त	united
संयुक्त	zjednoczona
संयुक्त	zjednoczeni
संयुक्त	zjednoczonych
संयुक्त	połączone
संयुक्त	łączone
संयुक्त	łącznie
संयुक्त	joint
संयुक्त	wspólnego
संयुक्त	wspólny
संयुक्त	wspólna
जुलाई	lipca
जुलाई	lipiec
युद्ध	bitwa
युद्ध	battle
युद्ध	bitwie
युद्ध	bitwy
युद्ध	walka
युद्ध	wojnę
युद्ध	wojna
युद्ध	wojny
युद्ध	war
नदी	rzeki
नदी	river
नदी	rzeka
वाला	vala
काल	napięte
काल	spięty
काल	napięty
काल	okres
ऐसे	taki
ऐसे	takie
वर्षों	lat
वर्षों	lata
प्रति	per
स्टेशन	posterunek
स्टेशन	stacji
स्टेशन	stacja
स्टेशन	dworzec
स्टेशन	stacje
स्टेशन	stacji
स्टेशन	stanowiska
बड़े	duża
बड़े	duży
बड़े	dużych
बड़े	duże
बड़े	duża
बड़े	duże
बड़े	big
बड़े	wielka
बड़े	duży
बड़े	wielki
जनवरी	styczeń
जनवरी	stycznia
जनवरी	styczniu
मध्य	centralnego
मध्य	central
मध्य	centralny
मध्य	środkowa
मध्य	centralne
मध्य	centralna
मध्य	środek
मध्य	centrum
मध्य	center
मध्य	ośrodek
मध्य	mediana
मध्य	środek
मध्य	środkowy
मध्य	środkowa
राजा	raja
राजा	king
राजा	króla
राजा	kinga
राजा	król
प्रथम	pierwszy
प्रथम	pierwsze
प्रथम	najpierw
प्रथम	pierwsza
विश्वविद्यालय	uniwersytety
विश्वविद्यालय	uniwersytetów
विश्वविद्यालय	uczelnie
विश्वविद्यालय	uniwersytety
विश्वविद्यालय	uniwersytetu
विश्वविद्यालय	university
विश्वविद्यालय	uczelnia
विश्वविद्यालय	uniwersytet
जून	jun
जून	czerwiec
जून	czerwca
जून	june
जून	czerwiec
उसकी	jego
उसकी	jej
उसकी	ją
जिसके	łagodzi
मार्च	mar
मार्च	marzec
मार्च	marca
मार्च	marsz
बन	bun
बनी	króliczka
बनी	króliczek
बनी	bunny
अर्थ	znaczenie
अर्थ	rozumieniu
अप्रैल	apr
अप्रैल	kwiecień
अप्रैल	kwietnia
अप्रैल	april
अप्रैल	kwiecień
महत्वपूर्ण	ważne
महत्वपूर्ण	wazne
महत्वपूर्ण	ważny
महत्वपूर्ण	ważna
महत्वपूर्ण	krytyczne
महत्वपूर्ण	krytyczna
महत्वपूर्ण	krytyczny
महत्वपूर्ण	krytycznych
महत्वपूर्ण	doniosłe
प्रामाणिक	autentyczne
प्रामाणिक	autentycznie
प्रामाणिक	autentyczny
आप	ciebie
आप	ty
किए	coa
अक्टूबर	październik
अक्टूबर	października
अक्टूबर	październik
समूह	zgromadzenie
समूह	kongregacji
समूह	zgromadzenia
समूह	grupie
समूह	grupy
समूह	grupa
समूह	grup
समूह	grupy
समूह	grupach
वर्तमान	prąd
वर्तमान	bieżące
वर्तमान	aktualne
वर्तमान	bieżący
वर्तमान	aktualny
वर्तमान	obecny
वर्तमान	teraźniejszość
वर्तमान	obecni
वर्तमान	obecna
वर्तमान	prezent
वर्तमान	obecne
अध्ययन	studiuje
अध्ययन	nauka
अध्ययन	studium
अध्ययन	badania
अध्ययन	badanie
अध्ययन	studia
अध्ययन	badania
अध्ययन	studiów
विभाग	wydział
विभाग	departament
विभाग	dział
विभाग	podział
विभाग	wydział
विभाग	dywizji
विभाग	departamentów
विभाग	działy
आम	mango
आम	wspólnej
आम	wspólny
आम	częste
आम	często
आम	wspólne
स्थिति	status
स्थिति	statusu
स्थिति	położenie
स्थिति	stanowisko
स्थिति	pozycja
स्थिति	stan
स्थिति	state
स्थिति	państwo
स्थिति	warunek
स्थिति	stan
स्थिति	sytuacje
स्थिति	sytuacji
स्थिति	sytuacja
प्रभाव	wpływ
प्रभाव	zderzenie
प्रभाव	uderzenie
प्रभाव	uderzenia
प्रभाव	oddziaływanie
प्रभाव	efekty
प्रभाव	skutki
प्रभाव	wpływy
प्रभाव	wpływów
प्रभाव	efekt
प्रभाव	skutek
आदर्श	idealizm
आदर्श	idealna
आदर्श	idealne
आदर्श	ideał
आदर्श	idealny
आदर्श	idol
साल	lat
साल	lata
साल	roku
साल	rok
पहली	pierwszy
पहली	pierwsze
पहली	najpierw
पहली	pierwsza
संगीत	muzyka
संगीत	music
संगीत	muzyki
अमेरिकी	amerykańska
अमेरिकी	american
अमेरिकी	amerykański
अमेरिकी	amerykańskie
अमेरिकी	amerykanin
अमेरिकी	amerykanie
अमेरिकी	amerykanów
सेवा	usługi
सेवा	służba
सेवा	obsługa
सेवा	serwis
बनाने	tworzenie
बनाने	tworzeniu
बनाने	tworzenia
बनाने	robienie
बनाने	zrobienie
बनाने	kopaczy
आज	dzisiaj
आज	today
आज	dziś
स्थापित	ustanowiono
स्थापित	ustanowione
स्थापित	ustalono
स्थापित	ustanowiony
स्थापित	zainstalowany
स्थापित	zainstalowane
स्थापित	zainstalowana
स्थापित	założone
स्थापित	założony
स्थापित	założona
स्थापित	ustanowić
स्थापित	ustalenie
उच्च	wysoka
उच्च	wysokie
उच्च	high
उच्च	wysoki
उच्च	wysoko
चाहिए	powinien
चाहिए	powinny
चाहिए	powinno
चाहिए	powinna
देता	oddaje
देता	nadaje
देता	daje
उपलब्ध	dostępny
उपलब्ध	dostępna
उपलब्ध	dostępne
बड़ी	duża
बड़ी	duży
बड़ी	dużych
बड़ी	duże
बड़ी	duża
बड़ी	duże
बड़ी	big
बड़ी	wielka
बड़ी	duży
बड़ी	wielki
चार	czterech
चार	cztery
शक	wątpliwość
शक	wątpliwości
शक	saka
प्रभा	pera
श्री	shree
श्री	sri
उदाहरण	instancji
उदाहरण	instancji
उदाहरण	przykładowy
उदाहरण	przykładowe
उदाहरण	przykład
उदाहरण	ilustracja
उदाहरण	przykładów
उदाहरण	przykłady
उसका	jego
उसका	jej
उसका	ją
ले	weź
ले	brać
ले	bierz
उत्तरा	uttara
जिससे	które
जिससे	która
जिससे	który
स्थापना	instalacje
स्थापना	montaż
स्थापना	instalacji
स्थापना	instalacja
स्थापना	instalacje
स्थापना	instalacji
स्थापना	zainstalować
स्थापना	instalacji
स्थापना	instalacja
स्थापना	ustanowienie
कंपनी	towarzystwo
कंपनी	kompania
कंपनी	firma
कंपनी	firmy
कंपनी	spółka
कंपनी	przedsiębiorstwo
अधिकांश	większość
अधिकांश	najczęściej
अधिकांश	większości
अधिकांश	najbardziej
अधिकांश	najczęściej
अधिकांश	przeważnie
अधिकांश	głównie
सामाजिक	społeczna
सामाजिक	towarzyskie
सामाजिक	społeczne
सामाजिक	socjalna
सामाजिक	społeczny
सामाजिक	społecznego
प्रत्येक	każda
प्रत्येक	każdy
प्रत्येक	każda
प्रत्येक	każdy
बड़ा	duża
बड़ा	duży
बड़ा	dużych
बड़ा	duże
बड़ा	duża
बड़ा	duże
बड़ा	big
बड़ा	wielka
बड़ा	duży
बड़ा	wielki
बड़ा	świetne
बड़ा	świetnie
बड़ा	super
बड़ा	wspaniale
बड़ा	większa
बड़ा	większe
बड़ा	większy
बड़ा	większej
बड़ा	większy
बड़ा	większa
बड़ा	większego
बड़ा	większe
स्तर	poziomy
स्तर	poziomów
स्तर	poziom
स्तर	poziomie
स्तर	poziomu
बनाया	wykonane
बनाया	made
बनाया	zrobione
बनाया	utworzona
बनाया	utworzony
बनाया	utworzono
बनाया	stworzył
बनाया	utworzone
जारी	kontynuacja
जारी	kontynuował
जारी	dalszy
जारी	trwających
जारी	wyemitowane
जारी	wydany
जारी	wydane
जारी	wydawane
जारी	wydano
जबकि	podczas
चित्र	rysunek
चित्र	obrazek
चित्र	obraz
चित्र	zdjęcie
चित्र	zdjecie
चित्र	zdjęcia
चित्र	obrazki
चित्र	zdjecia
चित्र	obrazek
चित्र	obraz
चित्र	wizerunek
चित्र	zdjęcia
चित्र	obrazów
चित्र	obrazy
चित्र	obrazki
इससे	from
इससे	od
इससे	wymyśla
प्रणाली	układ
प्रणाली	systemu
प्रणाली	system
प्रणाली	systemowe
सरकारी	oficjalne
सरकारी	oficjalna
सरकारी	urzędnik
सरकारी	urzędowym
सरकारी	oficjalnie
सरकारी	oficjalny
सरकारी	rządowe
सरकारी	rząd
सरकारी	rządowy
जहां	gdzie
देशों	krajów
देशों	kraje
जल	woda
जल	wody
सूची	listy
सूची	wykaz
सूची	lista
सूची	spis
सूची	listę
सूची	listy
सूची	wykazy
रखा	trzymane
रखा	trzymany
विचार	pomysl
विचार	pomysł
विचार	idea
विचार	pomysły
विचार	idee
विचार	pomysłów
विचार	koncepcje
विचार	myślałem
विचार	myślał
विचार	myśl
विचार	pomyślał
विचार	rozważenie
विचार	mysli
विचार	myśli
विचार	przemyślenia
छोटे	małych
छोटे	mały
छोटे	małe
छोटे	niewielkie
छोटे	mała
छोटे	male
छोटे	małe
छोटे	little
छोटे	mało
छोटे	mały
छोटे	mała
ऊपर	top
ऊपर	szczyt
ऊपर	góra
ऊपर	wyżej
ऊपर	ponad
ऊपर	powyżej
पानी	woda
पानी	wody
सामान्य	generał
सामान्य	ogólny
सामान्य	ogólnie
सामान्य	ogólna
सामान्य	ogólne
सामान्य	wspólnej
सामान्य	wspólny
सामान्य	częste
सामान्य	często
सामान्य	wspólne
सामान्य	normalne
सामान्य	normalnie
सामान्य	normalny
सामान्य	normalna
आगे	naprzód
कुल	sumy
कुल	zbiorczej
कुल	całkowita
कुल	ogółem
कुल	suma
कुल	łącznie
एक्स्प्रेस	ekspres
एक्स्प्रेस	express
एक्स्प्रेस	ekspresowe
पुलिस	policja
पुलिस	police
पुलिस	policji
वर्ग	kategoria
वर्ग	kategorii
वर्ग	plac
वर्ग	kwadrat
वर्ग	kwadratowy
वर्ग	square
वर्ग	kwadratowe
वर्ग	zajęcia
वर्ग	klas
वर्ग	klasy
वर्ग	zajęcia
वर्ग	klasy
वर्ग	klasa
शरीर	body
शरीर	ciało
शरीर	nadwozia
शरीर	ciała
अंग्रेजी	angielski
अंग्रेजी	anglik
माध्यम	średnio
माध्यम	średnie
माध्यम	średni
माध्यम	średnia
मानव	ludzkie
मानव	ludzka
मानव	ludzki
मानव	człowiek
मानव	human
मानव	człowieka
पाकिस्तान	pakistan
पाकिस्तान	pakistanie
पाकिस्तान	pakistanu
भूमिका	wprowadzanie
भूमिका	wstęp
भूमिका	wprowadzenie
भूमिका	rola
भूमिका	rolę
भूमिका	roli
भूमिका	role
हर	har
हर	każda
हर	każdy
हर	hur
अतिरिक्त	dodatki
अतिरिक्त	zapasowe
अतिरिक्त	dodatkowa
अतिरिक्त	dodatkowe
अतिरिक्त	dodatkowy
अतिरिक्त	dodatkowa
अतिरिक्त	ekstra
अतिरिक्त	dodatkowe
अतिरिक्त	dodatkowy
अतिरिक्त	extra
पिता	ojcze
पिता	ojciec
समाज	społeczeństwo
समाज	society
समाज	towarzystwo
समाज	społeczeństwa
उत्पन्न	wytwarzane
उत्पन्न	wytworzone
उत्पन्न	generowane
नीचे	dół
नीचे	niżej
नीचे	poniżej
नीचे	dół
नीचे	dno
नीचे	dnie
नीचे	dole
नीचे	dolna
दुनिया	świat
दुनिया	swiat
दुनिया	świata
दुनिया	świecie
दुनिया	world
आधुनिक	nowoczesne
आधुनिक	nowocześnie
आधुनिक	nowoczesny
आधुनिक	współczesna
आधुनिक	nowoczesna
ध्यान	medytacji
ध्यान	uwaga
हिंदी	hindi
दे	dawać
दे	dajesz
दे	daj
सभा	zgromadzenie
सभा	kongregacji
सभा	zgromadzenia
सभा	zgromadzenie
सभा	montaż
सभा	zbieranie
सभा	zgromadzenie
सभा	zebranie
सभा	gromadzenie
सभा	sabha
परिवार	rodzina
परिवार	rodziny
परिवार	rodzinne
परिवार	rodzinka
परिवार	rodzinnie
विषय	temat
विषय	tematu
विषय	zagadnienie
विषय	tematy
विषय	tematy
विषय	obiekty
विषय	przedmioty
विषय	temat
विषय	przedmiot
विषय	obiekt
विषय	podmiot
अधिकार	prawa
अधिकार	praw
रंग	kolor
रंग	kolory
रंग	barwa
रंग	koloru
रंग	kolory
रंग	barwniki
रंग	barwy
रंग	kolory
रंग	barwy
रंग	kolorów
रंग	kolor
रंग	kolory
रंग	barwa
रंग	kolorowy
बाहर	odkrytym
बाहर	odkryty
बाहर	out
खेल	graj
खेल	zagraj
खेल	play
खेल	sport
खेल	sporty
खेल	sportowe
खेल	mecz
खेल	game
खेल	gry
खेल	gra
खेल	mecze
खेल	gier
खेल	gry
खेल	sport
क्षेत्रों	tereny
क्षेत्रों	obszary
क्षेत्रों	obszarach
क्षेत्रों	powierzchnie
जहाँ	gdzie
समान	jednorodne
समान	podobni
समान	podobna
समान	podobny
समान	podobne
सितंबर	wrzesień
सितंबर	września
दूर	daleki
दूर	dalekie
दूर	dala
दूर	daleki
दूर	odległy
दूर	dalekie
दूर	odległe
पता	adresów
पता	adresy
पता	adres
शक्ति	siłę
शक्ति	siły
शक्ति	siła
शक्ति	wytrzymałość
शक्ति	moc
शक्ति	władza
शक्ति	siła
शक्ति	zasilanie
शक्ति	power
शक्ति	shakti
ब्रिटिश	brytyjskie
ब्रिटिश	brytyjska
ब्रिटिश	brytyjski
ब्रिटिश	british
कला	sztuki
कला	arts
कला	sztuka
कला	sztuki
कला	art
कला	sztukę
घर	domu
घर	dom
घर	house
घर	domu
घर	dom
संस्कृत	sanskrycie
प्रकाशित	opublikować
प्रकाशित	publikowanie
प्रकाशित	publikować
प्रकाशित	opublikowane
प्रकाशित	opublikowany
प्रकाशित	opublikowano
प्रकाशित	publikacja
प्रकाशित	publikowane
मई	majowe
मई	maja
मई	może
मई	majowy
मई	maj
प्रक्रिया	proces
प्रक्रिया	procesy
