மற்றும்	dan
துணை	naib
துணை	sub
துணை	timbalan
பதிப்பு	edition
பதிப்பு	edisi
பதிப்பு	version
பதிப்பு	versi
சொல்	ckp
சொல்	cakap
சொல்	perkataan
தெற்கு	selatan
கட்டுரை	essay
கட்டுரை	esei
கட்டுரை	karangan
கட்டுரை	artikel
கட்டுரை	komposisi
கட்டுரை	gubahan
கட்டுரை	penggubahan
கட்டுரை	artikel
வட்டம்	bulatan
சராசரி	purata
சராசரி	mean
தொலைக்காட்சி	televisyen
எண்ணிக்கை	kiraan
எண்ணிக்கை	cebisan
எண்ணிக்கை	frekuensi
எண்ணிக்கை	kekerapan
தவிர	exclude
தவிர	kecuali
நடிகர்	pelakon
பாடல்கள்	lagu
பாடல்கள்	songs
இன்று	harini
சட்டம்	bingkai
சட்டம்	frame
சட்டம்	perundangan
சட்டம்	law
சட்டம்	perundangan
சட்டம்	legal
சட்டம்	akta
சட்டம்	act
சட்டம்	lakonan
சட்டம்	bertindak
அருகில்	berhampiran
அருகில்	near
அருகில்	dekat
அருகில்	berhampiran
அருகில்	berdekatan
நேரம்	waktu
நேரம்	masa
நேரம்	time
முதலாவது	pertama
முதலாவது	first
முதலாவது	dulu
முதலாவது	dahulu
நாம்	lets
மூலமாக	via
மூலமாக	melalui
மூலமாக	menerusi
மூலமாக	menerusi
மூலமாக	melalui
உணவு	makanan
குறித்து	tentang
குறித்து	perihal
பெப்ரவரி	februari
பகுதிகள்	segmen
பகுதிகள்	komponen
பகுதிகள்	kawasan
பகுதிகள்	bahagian
நிறுவனங்கள்	organisasi
நிறுவனங்கள்	pertubuhan
நிறுவனங்கள்	syarikat
ஜனவரி	januari
எழுத்தாளர்கள்	penulis
நல்ல	good
நல்ல	gud
அடுத்த	next
அடுத்த	selanjutnya
அடுத்த	seterusnya
படம்	picture
படம்	gambar
படம்	photo
படம்	foto
படம்	imej
பாதுகாப்பு	pertahanan
பாதுகாப்பு	aman
பாதுகாப்பு	perlindungan
பாதுகாப்பு	keselamatan
பாதுகாப்பு	sekuriti
பாதுகாப்பு	keselamatan
தஞ்சாவூர்	thanjavur
தந்தை	ayah
தந்தை	bapa
தந்தை	father
தந்தை	ayahanda
பங்கு	peranan
பார்க்கப்பட்ட	dilihat
பார்க்கப்பட்ட	ditonton
பார்க்கப்பட்ட	dipandang
பயன்படுத்தி	menggunakan
அவர்களின்	their
செய்த	diperbuat
செய்த	made
செய்த	bancuh
நியூ	niue
பதிவு	impression
பதிவு	kesan
பதிவு	pendaftaran
பதிவு	register
பதிவு	pendaftar
பதிவு	rakam
பதிவு	rekod
பதிவு	pendaftaran
பதிவு	pos
பதிவு	post
ஐரோப்பிய	eropah
முழுவதும்	fully
முழுவதும்	sepenuhnya
முழுவதும்	full
முழுவதும்	kenyang
முழுவதும்	penuh
முழுவதும்	complete
முழுவதும்	lengkap
பயனர்	penguna
பயனர்	user
பயனர்	pengguna
தொடர்	bersiri
தொடர்	teruskan
போன்றவை	dsb
போன்றவை	dll
ஜூன்	jun
ஜூன்	june
ஜூன்	jun
வழியாக	via
வழியாக	melalui
வழியாக	menerusi
உறுப்பினர்	member
உறுப்பினர்	ahli
உறுப்பினர்	keahlian
உறுப்பினர்	client
உறுப்பினர்	klien
ஆசிரியர்	penyunting
ஆசிரியர்	editor
ஆசிரியர்	cikgu
ஆசிரியர்	teacher
ஆசிரியர்	guru
ஆசிரியர்	pengarang
ஆசிரியர்	penulis
ஆசிரியர்	author
ஆஃப்	off
ஆஃப்	dimatikan
முக்கியமான	penting
முக்கியமான	kritikal
தொடர்பு	contact
செய்தார்	jayakan
செய்தார்	did
செய்தார்	cpt
ஜூலை	julai
ஆற்றல்	tenaga
கிலோ	kilo
வேலை	kerja
வேலை	bekerja
வேலை	job
இருக்கலாம்	mungkin
இருக்கலாம்	maybe
சமய	agama
சமய	keagamaan
பணி	job
பணி	kerja
பணி	bekerja
பணி	tugas
கதை	cerita
கதை	story
அதிகமாக	nyaris
இடையே	antara
பட்டம்	graduasi
பட்டம்	konvokesyen
பட்டம்	kelulusan
பட்டம்	ijazah
பட்டம்	darjah
பட்டம்	kite
வழி	setapak
வழி	way
அப்போது	barulah
அப்போது	then
அப்போது	kemudiannya
அப்போது	kemudian
விடுதலை	pembebasan
விடுதலை	freedom
விடுதலை	kebebasan
ஆகஸ்ட்	ogos
தேதி	date
தேதி	tarikh
பிறந்த	lahir
பிறந்த	melahirkan
பிறந்த	birth
பிறந்த	kelahiran
பிறந்த	beranak
இன்னும்	dan
இன்னும்	still
இன்னும்	masih
இன்னும்	pegun
ஜான்	john
ஜான்	jon
ஜான்	jaan
அடுத்து	next
அடுத்து	selanjutnya
அடுத்து	seterusnya
சேவை	perkhidmatan
சேவை	khidmat
சேவை	servis
சேவை	service
கருத்து	komen
கருத்து	maklumbalas
கருத்து	feedback
கருத்து	tema
காரணம்	alasan
காரணம்	sebab
காரணம்	reason
காரணம்	punca
காரணம்	sebab
தனி	swasta
தனி	peribadi
தனி	persendirian
தனி	prebet
தனி	berasingan
அவருக்கு	him
நீண்ட	boing
நீண்ட	panjang
நீண்ட	long
பள்ளி	sekolah
மற்றொரு	pelamin
மகன்	nak
மகன்	putra
மகன்	son
சர்வதேச	antarabangsa
எல்லா	semua
பொருட்கள்	objek
பொருட்கள்	barangan
பொருட்கள்	item
பொருட்கள்	produk
பொருட்கள்	bekalan
மின்	eletrik
மின்	elektrik
மின்	electric
என்றால்	bermaksud
என்றால்	bererti
என்றால்	ertinya
ஏழு	seven
ஏழு	tujuh
நடைபெற்ற	dipegang
நடைபெற்ற	ditahan
நடைபெற்ற	diadakan
முன்னர்	sebelum
பொறியியல்	teknik
பொறியியல்	kejuruteraan
கா	kha
அமைப்புகள்	organisasi
அமைப்புகள்	pertubuhan
அமைப்புகள்	tetapan
மொழிகள்	bahasa
அத்துடன்	juga
முழு	full
முழு	kenyang
முழு	penuh
முதன்மை	top
முதன்மை	primer
முதன்மை	utama
முதன்மை	utama
மணி	mani
மணி	jam
மணி	loceng
மணி	bell
தொகுப்பு	pakej
தொகுப்பு	koleksi
தொகுப்பு	collection
தொகுப்பு	komposisi
தொகுப்பு	gubahan
தொகுப்பு	penggubahan
தொலைவில்	far
தொலைவில்	jauh
தொலைவில்	away
தொலைவில்	jauhnya
மருத்துவ	medik
மருத்துவ	perubatan
வணிக	komersial
வணிக	komersil
திருமணம்	kahwin
திருமணம்	berkahwin
திருமணம்	nikah
திருமணம்	jodoh
திருமணம்	perkahwinan
திருமணம்	berkhawin
திருமணம்	wedding
திருமணம்	kahwin
திருமணம்	perkahwinan
திருமணம்	kawin
நீங்கள்	anda
நீங்கள்	kau
இயேசு	isa
இயேசு	jesus
கருதப்படுகிறது	dianggap
கருதப்படுகிறது	dipertimbangkan
நடித்த	dibintangi
பொதுவான	lumrah
பொதுவான	common
பொதுவான	awam
பொதுவான	umum
பொதுவான	jeneral
பொதுவான	general
சமயம்	agama
சமயம்	komuniti
எதிராக	terhadap
ஸ்ரீ	shree
ஸ்ரீ	sri
ஸ்ரீ	sree
விட்டு	tinggalkan
பக்கம்	page
பக்கம்	mukasurat
பக்கம்	halaman
அதிகம்	tinggi
அதிகம்	lebih
அதிகம்	lagi
அதிகம்	more
நாட்கள்	hari
திருத்தந்தை	paus
திருத்தந்தை	pope
மாற்றம்	penukaran
மாற்றம்	perubahan
மாற்றம்	ubah
கழகம்	persatuan
கழகம்	association
கழகம்	perkaitan
இறுதி	hujung
இறுதி	penghujung
இறுதி	muktamad
இறுதி	final
இணைய	internet
வகைகள்	jenis
வகைகள்	mod
வகைகள்	kategori
ஒருநாள்	odi
சீன	china
சீன	cina
பொருளாதார	ekonomi
பொருளாதார	ekonomi
இயற்கை	natural
இயற்கை	semulajadi
இயற்கை	alam
இயற்கை	tabii
இயற்கை	semulajadi
தலைமை	chief
தலைமை	ketua
தலைமை	kepala
தலைமை	kepimpinan
வேதியியல்	kimia
நிதி	kewangan
போக்குவரத்து	pengangkutan
போக்குவரத்து	pengangkutan
போக்குவரத்து	transport
இருந்தன	were
புகழ்	kemasyhuran
புகழ்	fame
புகழ்	pujian
புகழ்	puji
புகழ்	terpuji
முன்பு	silam
முன்பு	sebelum
அதிகமான	tinggi
அதிகமான	max
அதிகமான	greater
கீழே	down
கீழே	kebawah
கீழே	dibawah
கீழே	bawah
கீழே	bawahnya
பிப்ரவரி	februari
செய்தி	cerita
செய்தி	story
செய்தி	news
செய்தி	mesej
அமெரிக்காவின்	amerika
உதவி	pertolongan
உதவி	bantu
உதவி	bantuan
உதவி	help
உதவி	membantu
பிரெஞ்சு	perancis
மலை	gunung
மலை	mountain
மலை	pergunungan
உடன்	dgn
உடன்	dengan
செயலாளர்	setiausaha
வெவ்வேறு	berbeza
படைகள்	force
படைகள்	paksa
படைகள்	pasukan
விழுப்புரம்	viluppuram
தேர்தலில்	election
தேர்தலில்	pilihanraya
என்ன	alahai
என்ன	ape
பால்	paulus
பால்	paul
பால்	susu
பால்	milk
பால்	sakti
பால்	milky
வீரர்கள்	pemain
வீரர்கள்	perajurit
வீரர்கள்	tentera
வீரர்கள்	askar
அழைக்கப்படும்	disebut
அழைக்கப்படும்	dipanggil
தன்மை	kelakuan
தன்மை	perangai
தன்மை	kelakuan
மிகப்பெரிய	large
மிகப்பெரிய	besar
மிகப்பெரிய	terbesar
விடுதலைப்	pembebasan
கணினி	komputer
கணினி	system
கணினி	sistem
வரலாற்று	bersejarah
வரலாற்று	bersejarah
வரலாற்று	sejarah
இத்தகைய	terbiasa
தேவையான	dikehendaki
தேவையான	diperlukan
நவீன	moden
நவீன	sejuk
நவீன	cool
சிகிச்சை	therapy
சிகிச்சை	terapi
சிகிச்சை	rawatan
தொகுதிகள்	blok
ஒன்றாக	bersama
மாநிலம்	keadaan
மாநிலம்	negara
மாநிலம்	negeri
மாநிலம்	state
திருவண்ணாமலை	tiruvanamalai
தற்போதைய	semasa
தற்போதைய	hadirkan
தற்போதைய	hadir
வருகின்றன	datang
வருகின்றன	coming
தேர்வு	pilih
தேர்வு	pilihan
தேர்வு	choice
பலர்	banyak
ஊர்	bandar
அல்ல	tidak
அல்ல	bukan
அல்ல	tak
தூதரகம்	kedutaan
நோபல்	mulia
நோபல்	noble
நோபல்	nobel
திருநெல்வேலி	tirunelveli
முடிவு	hujung
முடிவு	penghujung
முடிவு	result
முடிவு	kesimpulan
கிடைக்கும்	available
கிடைக்கும்	tersedia
கிடைக்கும்	disediakan
கிடைக்கும்	didapati
வானூர்தி	penerbangan
வானூர்தி	pesawat
வானூர்தி	aircraft
தோற்றம்	style
தோற்றம்	gaya
தோற்றம்	subjenis
தோற்றம்	bergaya
தோற்றம்	stail
தோற்றம்	tengok
தோற்றம்	look
தோற்றம்	penampilan
தோற்றம்	kemunculan
தோற்றம்	rupa
நன்றி	terimakasih
நன்றி	thanks
நன்றி	syukur
வயது	usia
வயது	umur
அவரை	him
சிங்	singh
சிங்	xing
இதழ்கள்	kelopak
இதழ்கள்	majalah
தனிப்பட்ட	personal
தனிப்பட்ட	peribadi
தனிப்பட்ட	swasta
தனிப்பட்ட	peribadi
தனிப்பட்ட	persendirian
தனிப்பட்ட	prebet
தனிப்பட்ட	unik
தனிப்பட்ட	unique
என்பதால்	semenjak
என்பதால்	since
என்பதால்	sejak
கோயில்கள்	kuil
மென்பொருள்	perisian
மென்பொருள்	software
பொழுது	bila
பொழுது	apabila
சோவியத்	soviet
தேவை	dikehendaki
தேவை	diperlukan
தேவை	diperlukan
தேவை	needed
தேவை	memerlukan
தேவை	perlukan
தேவை	perlu
தேவை	need
தேவை	dicari
தேவை	teringin
தேவை	wanted
சக்தி	tenaga
சக்தி	tenaga
சக்தி	power
சக்தி	kuasa
அவர்களது	their
இல்லாமல்	tanpa
நிகழ்வுகள்	peristiwa
நிகழ்வுகள்	acara
போரில்	pertempuran
போரில்	peperangan
போட்டி	kejohanan
போட்டி	tournament
போட்டி	mancis
போட்டி	padan
போட்டி	saingan
போட்டி	persaingan
போட்டி	pertandingan
போட்டி	contest
உட்பட	termasuk
ஏறத்தாழ	almost
ஏறத்தாழ	hampir
மாகாணம்	wilayah
மாகாணம்	provinsi
கொல்லப்பட்டனர்	tewas
கொல்லப்பட்டனர்	terbunuh
க்கு	untuk
கத்தோலிக்க	katolik
மூன்றாவது	ketiga
முந்தைய	terdahulu
முந்தைய	prev
முந்தைய	terdahulu
முந்தைய	sebelumnya
முந்தைய	previous
இருந்தாலும்	bagaimanapun
இருந்தாலும்	though
இருந்தாலும்	meskipun
இருந்தாலும்	walaupun
இருந்தாலும்	walau
கடலூர்	cuddalore
இயக்கம்	gerakan
இயக்கம்	pergerakan
இயக்கம்	gerak
இயக்கம்	operasi
இயக்கம்	gerakan
இயக்கம்	pergerakan
முனைவர்	phd
ஆண்டுகளுக்கு	skudai
