리카르도	ricardo
일치	correspondentes
일치	correspondência
일치	match
모리야마	moriyama
성숙한	maduros
성숙한	maduro
성숙한	madura
갈라타사라이	galatasaray
나오코	naoko
비정상적인	anormais
비정상적인	aberração
비정상적인	anormal
코스트	litoral
코스트	costa
바스크	basco
바스크	basca
바스크	bascos
음절	sílaba
간섭	intervenções
간섭	intervenção
간섭	ingerência
간섭	interferência
간섭	interferências
켈러	kähler
켈러	keller
동방신기	tvxq
비너스	venus
비너스	vênus
비너스	vénus
손상	danificado
손상	danificadas
손상	danificados
손상	danificada
손상	dano
손상	danos
손상	estrago
소매	varejo
소매	retalho
소매	mangas
소매	mangueiras
소매	manga
인피니티	infinito
인피니티	infinidade
호흡	hálito
호흡	bafo
호흡	sopro
호흡	respiração
호흡	respirar
호흡	respira
호흡	respiratória
호흡	respiratório
호흡	respiratórias
호흡	respirar
호흡	respirando
호흡	respiração
호흡	respiração
경쟁력	competitivas
경쟁력	competitiva
경쟁력	competitivo
경쟁력	competitivos
경쟁력	competitividade
불완전한	imperfeito
불완전한	imperfeita
캐럴	carol
캐럴	carroll
파이브	cinco
파이브	five
긴자	ginza
루피	rupias
루피	rúpias
루피	rupia
사라예보	sarajevo
침대	camas
침대	leitos
침대	cama
모닝	manhã
모닝	morning
카린	karin
페루자	perugia
악당	vilã
악당	vilões
악당	vilão
인디언스	indianos
인디언스	índios
사노	sano
보르네오	bornéu
보르네오	borneu
합법적인	legítima
합법적인	legítimo
합법적인	legítimos
합법적인	jurídica
합법적인	jurídico
합법적인	legal
합법적인	legais
나미비아	namíbia
휴식	break
휴식	quebrar
휴식	quebra
휴식	pausa
휴식	descansando
휴식	repouso
휴식	descansa
휴식	resto
휴식	descansar
휴식	descanse
휴식	descanso
휴식	relaxamento
리코	ricoh
북극	ártico
북극	arctic
북극	árctico
퀄컴	qualcomm
똑바로	straight
똑바로	hetero
똑바로	hétero
똑바로	direto
캘거리	calgary
친절한	gentil
친절한	bondoso
친절한	tipo
로테르담	roterdão
로테르담	rotterdam
빌드	construir
빌드	construa
빌드	build
빌드	constrói
빌드	constrói
학술지	jornal
학술지	diário
학술지	journal
실리콘	silicone
실리콘	silício
실리콘	silicone
생선	peixes
생선	peixe
히로사키	hirosaki
레프	lev
히로코	hiroko
리에주	liège
브루나이	brunei
쌓인	empilhados
움직여	mover
냉방	refrigeração
냉방	resfriamento
냉방	arrefecimento
급속한	rapid
정화	purificar
정화	purificação
나카타	nakata
원고	queixoso
원고	queixosos
원고	demandantes
크리스티	christie
해외로	ultramarinos
해외로	ultramar
유리코	yuriko
엑스포	exposição
엑스포	expo
엑스포	expos
컴파일러	coletânea
컴파일러	compilação
컴파일러	compiladores
컴파일러	compilador
앙상블	conjunto
시체	body
시체	corpo
시체	corpos
시체	cadáveres
시체	cadáver
시체	cadáver
거미	spider
거미	aranha
거미	aranhas
그릇	bowl
그릇	taça
그릇	tigela
그릇	taças
힐러리	hillary
힐러리	hillary
힐러리	hilary
모델링	modelagem
모델링	modelagem
모델링	modelização
캅카스	cáucaso
캅카스	cop
나카니시	nakanishi
촛불	vela
촛불	velas
가축	gado
가축	pecuária
가축	gado
가축	bovinos
웨딩	boda
웨딩	casamento
웨딩	bodas
웨딩	wedding
무스카트	muscat
스타트	startups
우랄	ural
우랄	urais
상점	loja
상점	comércio
상점	lojas
상점	lojas
상점	conservar
상점	loja
상점	armazenar
스티븐스	steven
스티븐스	stevens
부재	ausência
바꾸기	substituir
바꾸기	substitui
바꾸기	substitua
바꾸기	substituição
바꾸기	alternar
바꾸기	switch
바꾸기	troque
바꾸기	trocar
바꾸기	troca
바꾸기	trocar
바꾸기	swap
바꾸기	mudar
바꾸기	mudança
바꾸기	mudanças
바꾸기	troco
카운트다운	contagem
분홍색	pink
분홍색	rosa
요리사	cook
요리사	cozinhar
요리사	cozinheiro
요리사	chef
요리사	cozinheiro
할당된	atribuídos
할당된	atribuído
할당된	atribuída
할당된	atribuídas
저작권자	copyright
말하기	falando
말하기	falem
말하기	fala
말하기	falar
말하기	fale
헤더	cabeçalho
헤더	heather
헤더	cabeçalhos
산술	aritmética
십자	cruz
십자	cross
의자	cadeira
레일	ferroviário
레일	carril
레일	carris
레일	trilhos
사산	natimorto
간격	lacuna
간격	fosso
간격	gap
간격	intervalo
간격	espaçamento
간격	lacunas
카스트로	castro
라이스	rice
라이스	arroz
페르미	fermi
사춘기	adolescente
사춘기	adolescentes
사춘기	adolescência
사춘기	puberdade
사춘기	adolescência
베넷	bennett
베넷	bennet
액정	lcd
후드	capuz
후드	hood
페인	payne
페인	paine
요셉	joseph
요셉	josé
포커	póquer
포커	poker
포커	pôquer
프론티어	fronteiras
프론티어	fronteira
디아블로	diablo
커플	casais
커플	casal
불안	insegura
불안	inseguro
불안	inseguros
불안	ansiedade
퀸즈	rainhas
퀸즈	queens
프린터	impressão
프린터	imprimir
프린터	impressoras
프린터	impressora
프린터	impressoras
터미네이터	exterminador
일렉트로니카	electronica
인문학	humanidades
양서류	anfíbios
채소	vegetal
채소	vegetais
채소	legume
채소	legumes
채소	vegetais
문구	legenda
문구	texto
문구	frases
문구	papelaria
스트라스부르	estrasburgo
키르기스스탄	quirguistão
단층	falha
도마뱀	lagartos
도마뱀	lagarto
무라타	murata
이끼	musgo
이끼	moss
계몽	esclarecimento
계몽	iluminismo
바트	bart
바트	baht
시리우스	sirius
킹스턴	kingston
킹스턴	florença
소실	sumiço
소실	desaparecimento
소실	desaparecimentos
협조	coopera
협조	cooperar
부활절	páscoa
랄프	ralph
클릭	clica
클릭	click
클릭	clique
클릭	cliques
하디	hardy
직물	têxteis
직물	têxtil
직물	tecidos
직물	têxteis
직물	têxtil
파스타	macarrão
파스타	massa
파스타	massas
벽화	murais
벽화	mural
메시	messi
다스	darth
북서	northwestern
북서	noroeste
북서	noroeste
페르시아어	persa
페르시아어	persas
노르딕	nórdica
노르딕	nórdico
노르딕	nórdicos
매리너스	mariners
플랜	plano
플랜	plan
플랜	planejar
플랜	planos
의미있는	significativo
의미있는	significativa
의미있는	significativas
해명	clarificação
해명	esclarecimentos
해명	esclarecimento
신용	crédito
신용	credit
신용	credito
미아	mia
야채	vegetal
야채	vegetais
야채	legume
야채	legumes
야채	vegetais
렌더링	renderização
렌더링	renderização
바이애슬론	biatlo
적분	integral
삼각주	delta
사각형	quadrada
사각형	praça
사각형	square
사각형	quadrado
사각형	quadrados
사각형	quadrilátero
사각형	retangular
사각형	retângulo
사각형	rectângulo
사각형	retangular
사각형	rectangular
청소	limpeza
청소	limpando
청소	limpar
청소	limpezas
청소	limpo
청소	limpe
청소	limpar
청소	limpa
청소	limpos
거기	ai
거기	ali
거기	aí
거기	lá
세미	semi
중등	secundárias
중등	secundária
중등	secundário
중등	secundários
베이시스트	baixista
캐롤	carol
캐롤	carroll
캐롤	carole
엘리	ellie
엘리	eli
부채	dividas
부채	débitos
부채	dívidas
부채	passivo
부채	responsabilidades
부채	passivos
부채	dívida
부채	dívidas
히로세	hirose
발효	fermentado
발효	fermentados
발효	fermentação
체리	cherry
체리	cereja
체리	cerejeira
체리	cerejas
코덱	codec
코덱	codificador
코덱	codecs
경관	oficial
경관	agente
경관	policial
경관	paisagens
경관	paisagem
퍼텐셜	potencialidades
퍼텐셜	potencial
퍼텐셜	potenciais
생각하기	pense
생각하기	pensem
생각하기	pensa
생각하기	pensar
수용체	receptor
버섯	cogumelos
버섯	cogumelos
버섯	cogumelo
익숙한	familiar
익숙한	familiarizado
파이팅	lutar
파이팅	lutando
파이팅	fighting
튀니스	tunes
매력	glamour
매력	fascínio
매력	charme
매력	encanto
매력	encantador
매력	charmoso
매력	encantadora
매력	charmosa
매력	charming
태양광	solares
태양광	solar
선진	desenvolvido
선진	desenvolvidas
선진	desenvolvidos
선진	desenvolvida
선진	desenvolveu
선진	avanço
공연장	local
타카기	takagi
조건부	condicional
조건부	condicionais
메세지	recado
메세지	mensagem
사쿠마	sakuma
아우디	audi
벨트	correias
벨트	cintos
벨트	cinto
벨트	cinturão
벨트	correia
비엔나	viena
아사쿠사	asakusa
예의	etiqueta
예의	decoro
예의	maneiras
예의	modos
예의	educado
예의	educada
예의	educados
예의	cortesia
예의	cortês
노리치	norwich
선구자	pioneiros
받았습니다	recebida
받았습니다	recebido
받았습니다	receberam
받았습니다	recebidos
받았습니다	recebeu
받았습니다	recebidas
아키오	akio
블라디보스토크	vladivostok
인플레이션	inflação
카나코	kanako
인질	reféns
인질	refém
인질	reféns
켈트	celta
켈트	celtic
켈트	celtas
후지사와	fujisawa
생태	ecológica
생태	ecológicas
생태	ecológicos
생태	ecologia
생태	ecológico
증언	testemunhar
증언	testemunha
증언	testemunhar
증언	testemunhos
증언	testemunho
트루먼	truman
노보루	noboru
모하마드	mohammad
모하마드	maomé
오마르	omar
축하	celebrações
축하	comemorações
축하	celebração
축하	comemoração
일반인	generalidades
일반인	gerais
일반인	geral
일반인	general
싱어	cantora
싱어	singer
싱어	cantor
바바	baba
바바	babá
관세	tarifas
관세	costumes
관세	alfândegas
관세	aduaneira
관세	alfândega
벨파스트	belfast
잔혹한	cruel
잔혹한	crueldade
잔혹한	cruéis
얼라이언스	aliança
얼라이언스	alliance
하이드	hyde
이탈	insatisfação
벨라	bella
인사이드	dentro
인사이드	inside
네번째	quarta
제네시스	gênesis
제네시스	génesis
제네시스	genesis
제네시스	génese
브릿	brit
잉글리시	ingles
잉글리시	inglês
스쿼시	squash
스쿼시	abóbora
냉각	refrigeração
냉각	resfriamento
냉각	arrefecimento
냉각	refrigeração
레즈비언	lésbica
레즈비언	lésbicas
레즈비언	lésbicas
포클랜드	falkland
포클랜드	malvinas
차단되었습니다	bloqueada
차단되었습니다	bloqueados
차단되었습니다	bloqueou
차단되었습니다	bloqueado
램프	lâmpada
램프	candeeiro
램프	abajur
램프	luminárias
램프	lâmpadas
램프	candeeiros
포격	bombardeamento
포격	bombardeamento
포격	bombardeio
새크라멘토	sacramento
콴타스	qantas
힉스	hicks
힉스	higgs
영화관	teatros
영화관	cinemas
영화관	teatros
영화관	cinemas
영화관	teatro
레지옹	legião
깨진	quebrada
깨진	quebrado
깨진	broken
특공대	comandos
특공대	comando
풀기	extrair
풀기	extracto
풀기	extrato
풀기	resolve
풀기	solucionar
풀기	resolver
풀기	resolva
아카사카	akasaka
딜런	dillon
딜런	dylan
선샤인	sunshine
선샤인	sol
폴란드어	polonês
폴란드어	polaco
폴란드어	polonesa
마스터즈	mestres
마스터즈	masters
마스터즈	mestrado
회상	retrocesso
표본	amostra
표본	amostras
체류	habita
체류	habitam
보내기	envio
보내기	enviando
보내기	enviar
보내기	mandando
보내기	manda
보내기	envie
보내기	mandem
보내기	enviar
보내기	envia
황소자리	tauri
황소자리	touro
황소자리	taurus
위조	falsificador
위조	falsificação
위조	forjado
위조	forjada
위조	forjadas
위조	falsificado
위조	falsificação
위조	falsificação
마사시	masashi
모가미	mogami
고래자리	cetus
게오르기	georgy
모모코	momoko
고추	chilli
고추	chili
고추	pimenta
고추	pepper
고추	chili
가슴이	peito
가슴이	tórax
가슴이	baú
인용된	citado
인용된	citadas
인용된	citados
인용된	citada
오리엔트	oriente
아나톨리아	anatólia
스탠더드	estandarte
스탠더드	norma
스탠더드	padrão
스탠더드	standard
스토어	lojas
스토어	conservar
스토어	loja
스토어	armazenar
패치	correções
패치	correcções
패치	patches
패치	remendo
패치	patch
포트리스	fortaleza
탐험	explorar
탐험	explorando
탐험	explorer
탐험	explorador
탐험	expedição
탐험	explorar
탐험	explore
탐험	explora
탐험	exploração
탐험	prospecção
탐험	exploradores
터치스톤	touchstone
대처	lidar
대처	thatcher
덕이	doug
클라리넷	clarinete
제레미	jeremy
강아지	cachorrinhos
강아지	filhotes
강아지	cachorros
강아지	cachorrinho
강아지	filhote
강아지	cãozinho
버터	manteiga
캐피탈	capitol
캐피탈	capitólio
캐피탈	capitais
캐피탈	capital
예언자	profeta
예언자	profetas
평형	equilíbrio
제곱	quadrada
제곱	praça
제곱	square
제곱	quadrado
제곱	quadrados
마트	mart
면책	imunidade
면책	imunidades
앨리슨	allison
앨리슨	alison
앨리슨	alison
쇼팽	chopin
애너하임	anaheim
자동화	automatiza
자동화	automatizados
자동화	automatizado
자동화	automatizada
자동화	automatizar
자동화	automação
자동화	automatização
나카이	nakai
매력적인	encantador
매력적인	charmoso
매력적인	encantadora
매력적인	charmosa
매력적인	charming
샤프	afiada
샤프	sharp
샤프	afiados
샤프	afiado
신타로	shintaro
채워	preenche
채워	preenchimento
채워	preencher
채워	preencha
채워	encher
백조자리	cygnus
백조자리	cygni
양곤	yangon
마나	mana
폴로	polo
폴로	pólo
포츠머스	portsmouth
기차	treinar
기차	trem
기차	comboio
기차	comboios
기차	comboios
기차	trens
강좌	cursos
쿠키	biscoitos
쿠키	bolachas
쿠키	cookies
쿠키	bolinhos
쿠키	bolacha
쿠키	bolinho
쿠키	cookie
쿠키	biscoito
이오니아	jónico
복잡도	complexidade
발명	inventar
발명	invente
발명	inventa
발명	invento
발명	invenção
발명	invenções
발명	inventos
발명	inventar
발명	inventando
발명	invenções
발명	inventou
발명	invenção
발명	inventado
발명	inventada
발명	inventei
발명	inventor
편견	preconceituoso
편견	viés
편견	preconceito
편견	preconceitos
조지타운	georgetown
버퍼	buffer
버퍼	tampão
버퍼	tampões
증인	testemunhas
증인	testemunha
증인	testemunhar
모니카	monica
모니카	mônica
모니카	mónica
클라인	klein
응답하라	responde
응답하라	responder
응답하라	responda
응답하라	respondam
평화로운	pacífico
평화로운	pacífica
끝없는	infinito
끝없는	interminável
끝없는	infinitas
이웃집	vizinha
이웃집	vizinho
더러운	desagradável
더러운	sórdido
더러운	imunda
더러운	imundos
더러운	imundo
더러운	sacanagem
더러운	suja
더러운	dirty
더러운	sujo
스프링필드	springfield
부서	departamento
노드	nó
노드	nódulo
박해	perseguições
박해	perseguição
박해	opressão
바흐	bach
다무라	tamura
발전기	geradores
발전기	gerador
발전기	geradores
트라이앵글	triângulo
욕구	desejo
욕구	desejos
선포	declaradas
선포	declarada
선포	declarado
선포	declarou
선포	declarados
선포	declarar
선포	declara
선포	declaram
선포	declare
선포	declaro
바벨	babel
타지키스탄	tajique
타지키스탄	tajiquistão
스웨덴어	suecos
스웨덴어	sueco
스웨덴어	sueca
잠비아	zâmbia
길거리	rua
길거리	street
길거리	ruas
글로리아	glória
글로리아	gloria
흡혈귀	vampira
흡혈귀	vampire
흡혈귀	vampiro
레이아웃	layouts
레이아웃	disposição
레이아웃	layout
스케치	esboços
스케치	rascunhos
스케치	sketch
스케치	esboço
자극	estímulo
자극	estímulos
자극	estímulo
자극	estimulação
자극	estimulou
자극	estimulado
자극	estimulada
자극	estimulando
자극	estimulante
자극	estimulantes
자극	estimular
자극	irritação
역사학	historiografia
갑옷	blindagem
갑옷	armadura
갑옷	armaduras
갑옷	blindagem
갑옷	armadura
갑옷	armaduras
평행	paralelo
평행	paralelas
평행	paralelos
평행	paralela
미드웨이	midway
슈트	naipe
슈트	traje
슈트	fato
슈트	terno
현명한	sábia
현명한	sábios
현명한	wise
현명한	sábias
현명한	sábio
김치	kimchi
시온	sião
시온	zion
나카하라	nakahara
아스타나	astana
노부유키	nobuyuki
수잔	susana
수잔	susan
장례	enterro
장례	funerária
장례	funeral
장례	funerais
아라키	araki
프라이부르크	freiburg
프라이부르크	friburgo
그리스인	gregos
열기	abre
열기	aberto
열기	abra
열기	abrir
열기	aberta
열기	open
열기	abre
셔틀	shuttle
셔틀	vaivém
순교자	mártires
순교자	mártir
순교자	mártires
피스	paz
정밀	precisão
같음	iguais
같음	igual
샌드위치	sandes
샌드위치	sandwich
샌드위치	sanduiche
샌드위치	sanduíches
샌드위치	sanduíche
샌드위치	sandes
샌드위치	sanduíches
모의	esboço
모의	maquete
모의	gozar
모의	zombar
센타우루스자리	centaurus
센타우루스자리	centauro
센타우루스자리	centauri
에이전시	agencia
에이전시	agência
바리	bari
아토스	athos
디렉터리	pasta
디렉터리	directório
디렉터리	diretório
디렉터리	pastas
디렉터리	pasta
디렉터리	pastas
디렉터리	diretórios
떨어지지	fall
떨어지지	outono
떨어지지	queda
리어	lear
열정	entusiasmo
열정	entusiasmado
열정	entusiasta
열정	apaixonada
열정	apaixonante
열정	apaixonado
열정	apaixonados
열정	paixão
열정	paixões
이동식	removível
예배	adoração
예배	adorar
예배	culto
예배	adoração
수백만	milhões
수백만	milhoes
미즈호	mizuho
글로브	globo
글로브	globe
기린	girafa
기린	kirin
기린	girafas
수년	years
수년	anos
아이패드	ipad
파산	falidos
파산	falido
파산	falida
파산	falência
파산	falências
파산	bancarrota
버펄로	búfalos
버펄로	búfalo
버펄로	buffalo
이시바시	ishibashi
무작위로	aleatoriamente
무작위로	aleatoriamente
무작위로	random
무작위로	aleatório
무작위로	aleatória
무작위로	aleatórios
배경색	antecedentes
배경색	fundo
이겨	beat
이겨	batida
이겨	bater
우울	depressivo
우울	deprimida
우울	deprimido
우울	depressivo
우울	deprimente
우울	melancólico
우울	melancolia
낙하산	paraquedas
홀로코스트	holocausto
클론	clones
클론	clones
클론	clone
클론	clonar
디스커버리	descobertas
디스커버리	descoberta
디스커버리	discovery
우지	uji
테크	tech
샐리	sally
절약	salvando
절약	salvar
절약	poupança
알마티	almaty
곱셈	multiplicação
곱셈	multiplicar
곱셈	multiplica
스와	suwa
투르	passeios
투르	tours
교정	calibração
교정	calibragem
교정	rectificação
교정	correção
교정	correcção
교정	corrigiu
교정	corrigida
교정	corrigido
교정	corrigidos
교정	aparelho
앙투안	antoine
리히텐슈타인	liechtenstein
리히텐슈타인	listenstaine
리히텐슈타인	lichtenstein
변동이	variação
장례식	funerária
장례식	funeral
장례식	funerais
장례식	funerais
오데사	odessa
사모아	samoa
사모아	samoa
레이먼드	raymond
레이먼드	raimundo
저널리스트	jornalista
저널리스트	jornalistas
차드	chad
차드	chade
장학금	bolsas
장학금	bolsa
무하마드	muhammad
무하마드	maomé
불가사의	fushigi
체르노빌	chernobyl
체르노빌	chernobil
강력	poderosas
강력	poderosa
강력	poderoso
강력	poderosos
해석학	analítico
해석학	analíticos
해석학	analítica
해석학	analise
해석학	análises
해석학	análise
카사블랑카	casablanca
어디로	aonde
어디로	onde
커먼즈	commons
커먼즈	comuns
레지던트	residente
레지던트	residentes
레지던트	morador
레지던트	residentes
레지던트	moradores
레지던트	residência
파라오	faraós
파라오	faraó
소음	ruídos
소음	ruído
소음	barulho
소음	ruídos
소음	barulhos
공백	espaços
갇힌	encurralado
갇힌	preso
갇힌	presos
제조사	vendedor
제조사	vendedores
제조사	fornecedor
제조사	fabricante
레슬리	lesley
레슬리	leslie
에미레이트	emirado
에미레이트	emirates
에미레이트	emirados
응원	animar
응원	ânimo
응원	claque
학대	abuso
학대	abusos
올림포스	olimpo
올림포스	olympus
세계화	globalização
먹이	presas
먹이	presa
먹이	rapina
에리크	erik
에리크	eric
퍼레이드	parada
퍼레이드	desfile
퍼레이드	parade
퍼레이드	paradas
퍼레이드	desfiles
리버티	liberdade
리버티	liberty
로크	locke
투르크메니스탄	turquemenistão
기저	base
포위전	cerco
코카콜라	cocaína
코카콜라	coque
코카콜라	coca
오스트레일리아인	australianos
화합	harmony
화합	harmonia
포탈	portais
포탈	portal
히브리	hebraico
히브리	hebraica
히브리	hebreu
히브리	hebreus
맥도날드	mcdonald
맥도날드	mcdonalds
맥도날드	macdonald
맥도날드	mcdonalds
윤리학	ética
브레스트	brest
통치자	governante
통치자	régua
낚시	pescaria
낚시	pesca
낚시	pescar
밀리미터	milímetros
밀리미터	milímetro
밀리미터	milímetro
밀리미터	centímetro
밀리미터	milímetros
노퍽	norfolk
기울여	inclinar
기울여	inclinação
기울여	incline
커스텀	personalizadas
커스텀	personalizada
커스텀	personalizado
커스텀	costume
커스텀	personalizados
비참한	miserável
비참한	miseráveis
디랙	dirac
호환성	compatibilidade
수마트라	sumatra
전망	perspectiva
전망	perspectivas
전망	perspectivas
전망	outlook
전망	prospectiva
메콩	mekong
앨릭스	alex
보나파르트	bonaparte
선덜랜드	sunderland
동정	simpatia
동정	compaixão
칼리아리	cagliari
전자공학	eletrônica
전자공학	electrónica
전자공학	eletrônicos
수익	receita
수익	receitas
수익	rendimento
수익	ganhos
수익	receitas
수익	lucro
수익	lucros
검토하기	resenha
검토하기	revisão
검토하기	reexame
검토하기	rever
랠프	ralph
전구	lâmpada
아이오딘	iodo
돌연변이	mutante
돌연변이	mutantes
돌연변이	mutações
돌연변이	mutação
마크로스	macross
데이지	daisy
데이지	margarida
토리	tory
토리	tori
무신론	ateísmo
무신론	ateu
무신론	ateus
실험실	laboratório
실험실	laboratórios
실험실	laboratórios
실험실	laboratório
실험실	lab
홈즈	holmes
페레스	peres
페레스	pérez
간지	kanji
플랑드르	flamenga
플랑드르	flamengos
플랑드르	flamengo
지우	limpo
지우	clear
지우	limpar
지우	apagar
지우	apaga
지우	apague
지우	apaguem
지우	apago
반대편	oposta
반대편	opostos
반대편	oposto
수렴	convergência
프로그래머	programadores
프로그래머	programador
관광객	turistas
관광객	turista
관광객	turistas
제럴드	gerald
제럴드	geraldo
제럴드	jerald
습작	húmido
습작	úmido
도끼	machado
도끼	machado
도끼	axe
월리스	wallace
재판소	tribunal
재판소	corte
둘레	perímetro
둘레	perímetros
상업용	comerciais
상업용	comercial
수영장	piscinas
수영장	piscina
수영장	pool
이민자	imigrante
이민자	imigrantes
데이먼	damon
자발적	voluntário
자발적	voluntárias
자발적	voluntária
황소	touro
황소	boi
황소	bull
안달루시아	andaluz
음악원	conservatório
화랑	galeria
스택	pilha
스택	stack
스택	empilhar
스택	pilhas
큐슈	kyushu
에픽	épico
에픽	epic
에픽	épica
에픽	epik
블로거	blogueira
블로거	blogger
블로거	blogueiro
블로거	blogueiros
친구들이	friends
친구들이	amigos
친구들이	amigas
파인	pinheiro
파인	pine
파인	pinho
재무	financeiro
재무	financeira
재무	finanças
치과	dentistas
치과	dentista
치과	dentistas
치과	dentários
치과	dental
치과	odontologia
치과	odontologia
알렌	alan
인코딩	codificar
인코딩	codificação
몰리	mollie
몰리	molly
몰리	morley
트루	tru
화살	flechas
화살	setas
화살	flecha
화살	seta
화살	arrow
심리학자	psicólogo
심리학자	psicóloga
섹션	seção
섹션	secção
섹션	secções
섹션	seções
햄릿	hamlet
요시노부	yoshinobu
구문	frase
구문	sintaxe
그린란드	groenlândia
그린란드	gronelândia
루브르	louvre
초원	prados
초원	pastagem
초원	campina
초원	prado
초원	meadow
초원	prados
무시	ignore
무시	ignorem
무시	ignorar
무시	ignora
무시	rejeitar
무시	devoluções
무시	descartar
무시	rejeitar
무시	ignorado
무시	ignoradas
무시	ignorados
무시	ignorada
땅콩	amendoim
땅콩	noz
땅콩	nozes
땅콩	porcas
땅콩	nuts
땅콩	amendoins
땅콩	amendoim
닐스	nils
대표자	representante
대표자	representativo
대표자	representativa
미러	espelhos
미러	mirror
미러	espelho
다카오카	takaoka
결제	pagar
결제	paga
결제	pague
결제	pagamento
결제	pagamentos
트럼프	trump
갈릴레이	galilei
브룩	brooke
브룩	ribeiro
브룩	brook
브룩	riacho
카이사르	caesar
카이사르	cesar
카이사르	césar
아름답다	linda
단자	conector
역설	paradoxo
역설	paradoxos
불행한	descontente
불행한	infeliz
불행한	infelizes
불행한	lamentável
불행한	infeliz
불행한	infelizes
안도라	andorra
마리야	marie
마리야	maria
띄어쓰기	espaçamento
폐기물	resíduos
폐기물	desperdício
폐기물	desperdícios
폐기물	resíduos
허가서	licença
호위함	fragata
어린시절	infância
달빛	luar
어메이징	incrível
어메이징	incrivel
어메이징	fantástico
어메이징	amazing
브렛	brett
알토	alto
올리비아	olívia
올리비아	olivia
브라질리아	brasilia
브라질리아	brasília
브라질리아	brasília
칼데라	caldeira
켄타	kenta
급한	urgência
급한	urgentes
급한	urgente
솔리드	sólidos
솔리드	sólido
솔리드	sólida
외할아버지	avô
외할아버지	vovô
외할아버지	avo
캐머런	cameron
눈물이	lágrimas
단순하게	simplesmente
의사소통	comunicação
의사소통	comunicativo
충전	cobrar
충전	recarga
충전	recarregar
넓이	wide
넓이	ampla
넓이	amplo
베스	beth
임상	clínico
임상	clínicas
임상	clínica
전세	charter
몽키	macaca
몽키	macaquinho
몽키	monkey
몽키	macaco
터빈	turbina
터빈	turbinas
사슴	veados
사슴	veado
