skapande	creación
etik	ética
sjua	sete
sjua	7
fordonet	vehículo
gevär	rifles
gevär	fusís
gevär	armas
gevär	fusís
gevär	as
gevär	armados
gevär	metralladoras
gevär	rifle
sherlock	sherlock
praktik	unha
praktik	práctica
praktik	practicar
praktik	exercen
blåa	azul
blåa	azuis
arbetskraft	traballo
sigill	foca
sigill	selo
reserv	reserva
änkan	viúva
forrest	forrest
andas	respira
hicks	hicks
level	nivel
brottslighet	delito
brottslighet	crime
brottslighet	criminalidade
brottslighet	crimes
brottslighet	delincuencia
katter	gatos
rulla	dados
rulla	o
rulla	roll
rulla	rolo
fönstret	fiestra
fönstret	xanela
fönstret	pola
reagan	reagan
wish	gustaríame
wish	desexo
wish	desexaría
wish	oxalá
stör	te
stör	molesta
stör	molestes
stör	molestarte
stör	importa
psykiskt	mentais
psykiskt	mental
psykiskt	psicolóxica
psykiskt	psicolóxicas
dyra	caro
dyra	caros
dyra	cara
utbud	de
utbud	subministración
portar	gates
klasserna	clases
fortune	fortuna
rymma	fuxida
rymma	escapar
rymma	da
rymma	fugarse
rymma	fuxir
rymma	fuga
naken	espido
noggrant	con
noggrant	coidado
leroy	leroy
amerikaner	os
amerikaner	estadounidenses
amerikaner	americanos
amerikaner	ianquis
otroligt	incrible
otroligt	incribles
otroligt	incríbel
otroligt	incrible
otroligt	incribles
otroligt	sorprendente
otroligt	abraiante
otroligt	o
otroligt	marabilloso
otroligt	asombroso
otroligt	incríbel
otroligt	incrible
sakkunnig	experta
sakkunnig	experto
hoppet	esperanza
hoppet	que
hoppet	espero
hoppet	agardo
undervisa	ensinar
undervisa	ensino
undervisa	ensinanza
undervisa	ensino
undervisa	ensinar
undervisa	ensinarche
gps	gps
föredra	preferimos
föredra	prefire
föredra	gusto
föredra	dos
föredra	prefiro
föredra	prefires
tonen	beep
varelse	criatura
studerande	estudantes
studerande	os
studerande	alumnos
studerande	aos
studerande	estudante
studerande	estudantes
studerande	alumno
pojkvän	mozo
foot	pé
foot	outro
foot	infantaría
foot	o
pröva	tentar
pröva	intentar
walking	camiñando
walking	pola
walking	andar
walking	andando
walking	subindo
walking	camiñaba
walking	camiñar
walking	polas
dum	estúpido
dum	estúpida
dum	estúpidos
dum	parvo
dum	estúpidas
dum	parvadas
dum	parvo
huvudman	director
huvudman	principal
genomsnittliga	media
genomsnittliga	medio
genomsnittliga	de
genomsnittliga	estadounidense
genomsnittliga	mediocre
substans	substancia
förmedla	información
synvinkel	vista
seriöst	serio
seriöst	seria
seriöst	en
seriöst	grave
seriöst	en
seriöst	serio
definitioner	definicións
self	eu
self	presente
twelve	doce
blek	pálida
blek	pálido
tysta	silencio
tysta	calado
tysta	silencio
brytning	romper
brytning	o
brytning	minería
brytning	mineiro
sår	ferida
sår	feridas
sår	as
prime	primeiro
mental	mentais
mental	mental
mccoy	mccoy
användbara	útil
användbara	útiles
användbara	para
diabetes	diabetes
infektion	infección
rutor	fiestras
rutor	caixas
rutor	palcos
utökat	a
italienskt	italiano
italienskt	italiana
italienskt	italianos
diskussionerna	debates
diskussionerna	discusións
market	mercado
market	mercados
market	esa
market	feira
sonny	filliño
large	grande
large	gran
large	grandes
långsam	lento
långsam	lenta
långsam	lentos
långsam	ou
långsam	frean
långsam	tranquilo
sinne	mente
sinne	importa
skrivande	escribir
skrivande	a
skrivande	escribía
skrivande	facendo
skrivande	súas
skrivande	escrita
skrivande	escribe
energy	enerxía
energy	consumo
energy	enerxético
energy	enerxética
förtjänar	merece
sjöman	mariñeiro
tunnlar	túneles
feber	febre
katedral	catedral
laporte	laporte
running	correr
running	correndo
running	a
yrket	profesión
belöning	recompensa
hyra	contratar
hyra	renda
hyra	aluguer
hyra	alugar
röstat	votou
röstat	votaron
lyckliga	feliz
lyckliga	contento
lyckliga	felices
lyckliga	contenta
prat	falar
prat	charla
prat	con
åsen	cresta
vänstern	esquerda
vänstern	queda
gömmer	agochados
gömmer	escondida
vädret	♫
vädret	tempo
vädret	do
vädret	este
vädret	ben
befälhavaren	comandante
ekologiska	orgánico
event	acontecemento
event	de
event	eventos
event	evento
event	suceso
tillämpningar	aplicacións
tillämpningar	para
emellanåt	cando
rolls	e
journalistik	xornalismo
äts	comín
coral	de
coral	coral
semester	de
semester	vacacións
semester	vacacións
peugeot	peugeot
våldsam	violentos
våldsam	violenta
våldsam	violentas
våldsam	violento
våldsam	violencia
attackerade	atacado
komplicerad	complexo
komplicerad	complexas
komplicerad	complexa
komplicerad	complexos
komplicerad	complicado
komplicerad	complexas
komplicerad	complicadas
satser	de
berättat	díxenlle
berättat	que
berättat	díxome
berättat	dixo
berättat	dixen
besvär	problema
besvär	problemas
astronaut	astronauta
slim	slim
djävulen	demo
djävulen	diaño
crime	delito
crime	crime
crime	criminalidade
crime	crimes
crime	delincuencia
tryckeri	imprenta
lead	conducir
lead	levar
lead	a
lead	até
skärmen	pantalla
skärmen	da
skärmen	ecrán
paradiset	paraíso
paradiset	o
motståndsrörelsen	resistencia
motståndsrörelsen	a
skräck	terror
skräck	medo
missat	de
missat	menos
mobila	móbil
skandal	escándalo
flygfält	aeródromo
kooperativa	cooperativas
kooperativa	cooperativa
kooperativa	dos
jagas	perseguidos
kritiskt	crítica
proxy	indicador
proxy	representante
sat	eu
sat	sentei
sat	sentouse
sat	senteime
sat	sentou
sat	onda
sat	sentado
sat	sentados
kirurgi	cirurxía
utbrottet	brote
kedjan	cadea
kedjan	subministración
kedjan	traballos
kraftfull	poderosa
kraftfull	poderosos
kraftfull	poderoso
byxor	pantalóns
byxor	pantalón
byxor	pantalóns
byxor	ruta
byxor	no
byxor	os
byxor	pantalón
byxor	brancos
anmäla	informe
anmäla	informar
anmäla	reportando
anmäla	información
smalt	estreito
stugan	cabana
ruin	a
ruin	ruínas
stridsvagn	tanque
stridsvagn	depósito
tavla	cadro
tavla	pintura
observation	observación
peka	momento
peka	punto
kontakta	contacto
kontakta	coñecidos
kontakta	en
kontakta	con
kontakta	podo
kontakta	contactar
rome	roma
argyll	argyll
föreslå	suxerir
föreslå	que
föreslå	suxiro
föreslå	propoñen
föreslå	suxiren
föreslå	propoño
ringer	chama
ringer	a
ringer	por
ringer	chamando
ringer	chamar
boskap	gando
boskap	vacas
boskap	gado
skyldiga	culpable
skyldiga	culpábel
skyldiga	culpábeis
återförening	reunificación
leka	xogando
leka	xogar
leka	tocando
leka	tocar
orientaliska	oriental
myter	mito
scotland	escocia
kalk	cal
kalk	lima
konferenser	conferencias
plåt	sabas
sad	triste
sad	tristes
grodor	ras
kuwait	kuwait
middag	cear
middag	cea
middag	a
insidan	dentro
insidan	interior
tonåren	adolescencia
framsidan	diante
framsidan	fronte
förbjuden	prohibido
förbjuden	prohibidas
densitet	densidade
stadgar	estatutos
kära	querido
kära	querida
kopplat	acoplados
bonnet	bonnet
butiken	tenda
butiken	de
butiken	mae
butiken	choio
butiken	delegados
butiken	almacenar
butiken	tenda
butiken	almacéns
butiken	almacén
stjäla	roubar
stjäla	roubar
stjäla	roubando
kameror	cámaras
löpning	correr
löpning	correndo
löpning	a
tisdag	martes
kollar	o
separerade	separadas
konstruerad	deseñados
konstruerad	para
konstruerad	deseñadas
konstruerad	deseñado
konstruerad	deseñamos
abstrakt	abstracta
tobak	tabaco
bryr	lle
bryr	importa
bryr	máis
bryr	importa
bryr	igual
bryr	me
prova	tentar
prova	intentar
kontoret	oficina
kontoret	despacho
kontoret	correo
beskrivna	descrito
upplevelse	experiencia
upplevelse	experimentar
upplevelse	experimentan
eviga	eterna
utforska	explorar
strida	loitar
strida	contra
strida	loita
choklad	bombóns
choklad	chocolate
avsaknad	falta
avsaknad	de
avsaknad	carecen
rochester	rochester
delaktig	involucrado
delaktig	que
delaktig	implicado
delaktig	involucrada
hängde	enforcado
hängde	aforcado
spekulationer	especulación
piloten	piloto
avlidna	falecido
medvetna	consciencia
medvetna	consciente
medvetna	consciente
medvetna	conscientes
nyckel	clave
nyckel	chave
lastbil	camión
involverad	involucrado
involverad	que
involverad	implicado
involverad	involucrada
fester	dos
fester	festas
fester	partidos
utgång	saída
tacka	grazas
tacka	moitas
tacka	gracias
tacka	obrigado
vogel	vogelöd
vogel	vogel
lyser	fluorescente
överlever	supervivintes
överlever	sobrevivir
överlever	sobrevivimos
överlever	á
överlever	sobreviven
överlever	sobreviva
överlever	ser
överlever	humano
session	sesión
riktat	dirixida
riktat	obxectivo
kustnära	costeiras
kustnära	costeira
kustnära	costa
livsstil	estilo
livsstil	de
livsstil	vida
extrem	extremas
leker	xogando
leker	xogar
leker	tocando
leker	tocar
expeditioner	expedicións
tröja	camisa
tröja	camiseta
mack	mackie
mack	navalla
mack	mack
tillvaro	existencia
tillvaro	vida
heder	de
heder	honra
heder	honor
heder	honra
heder	señoría
heder	súa
vietnamesiska	vietnamita
vietnamesiska	vietnamitas
vietnamesiska	vietnam
hållbar	sostible
mörkret	escuridade
bärande	de
bärande	levamos
bärande	levaba
bärande	leva
bärande	levar
bärande	unha
ggr	veces
ggr	times
ggr	tempos
hemsidan	sitio
hemsidan	web
hemsidan	páxina
avrättning	execución
relativa	parente
manual	manual
stolpe	polo
stolpe	poste
kuster	costas
fyllda	de
fyllda	cheos
fyllda	disecado
blank	brillante
blank	brillantes
einstein	einstein
jump	así
jump	saltar
jump	chimpa
drivit	conducido
reagera	reaccionar
reagera	reaccionaredes
reagera	reacciona
reagera	reaccionan
reagera	aos
reagera	ante
reagera	reaccionei
världar	mundos
livslängd	lonxevidade
livslängd	da
livslängd	vida
intendent	comisario
isär	parte
isär	abaixo
isär	separados
årsdagen	aniversario
moe	moe
rensa	claro
rensa	clara
rensa	claras
blåser	golpes
blåser	o
mjukvara	software
ekvation	ecuación
spegel	o
spegel	espello
brain	cerebrais
brain	cerebro
brain	cerebral
förvirring	confusión
flygel	nunha
flygel	á
benet	perna
benet	pernas
benet	unha
benet	pata
förråd	subministración
doc	doc
avfall	lixo
avfall	residuos
avfall	perda
avfall	perder
avfall	tempo
misshandel	asalto
märkta	marcados
spektrum	espectro
uppmuntra	e
mcgregor	macgregor
vägledning	guía
potentiella	potencial
igår	onte
kommunister	os
kommunister	comunistas
kommunister	comunistas
kommunister	roxos
lutar	insistir
terrorism	terrorismo
tant	tía
rekommenderar	aconsellan
rekommenderar	que
katolik	católica
katolik	católico
katolik	catholic
ceremoni	cerimonia
klinisk	clínicos
klinisk	clínicas
klinisk	clínico
aids	sida
skogarna	bosques
enighet	unidade
skjuten	disparou
reformen	reforma
reformen	reformatorio
bransch	industria
bibel	biblia
bibel	biblias
musse	mickey
musse	micky
visuella	visual
visuella	visuais
textilier	téxtil
sjuksköterska	enfermeira
inrikes	doméstica
inrikes	caseira
poeter	poetas
vetenskapsman	científico
vetenskapsman	científicos
vetenskapsman	científica
stabilitet	estabilidade
kombinerat	combinados
kombinerat	combinadas
kombinerat	deben
kombinerat	as
ryssar	rusos
ryssar	os
diagnos	diagnóstico
diagnos	diagnose
bomull	algodón
bomull	de
övervaka	monitor
chefer	xefes
chefer	encargados
analysera	analizar
analysera	analizando
överföring	transferir
överföring	traslado
lagstiftningen	lexislación
lagstiftningen	a
lagstiftningen	lei
present	regalo
present	agasallo
present	presentar
present	actual
present	presente
present	presentes
present	agasallo
photo	foto
realistiska	realista
realistiska	realistas
avliden	falecido
upptäckts	descubrimos
upptäckts	descuberto
upptäckts	descubriu
upptäckts	descubrín
inneha	agarda
inneha	o
fasen	fase
mäster	mestre
mäster	máster
mäster	dono
mäster	o
mäster	propietario
mäster	patrón
mäster	señor
shepherd	pastor
shepherd	pastorciño
internationale	o
internationale	xénero
bataljon	batallón
patient	paciente
patient	doente
patient	pacientes
giants	xigantes
fästa	prendedor
dödlig	mortal
dödlig	pecados
dödlig	fatal
spelande	xogo
hornet	corno
begå	suicidarse
kommendörkapten	comandante
fjällen	montañas
fjällen	das
fjällen	andes
fjällen	montes
fjällen	lorenzo
fjällen	montaña
fjällen	monte
omsorg	coidado
omsorg	importa
omsorg	igual
omsorg	me
intrycket	impresión
batteri	batería
fånge	preso
fånge	prisioneira
fånge	prisioneiro
fånge	prisioneiros
vågar	se
vågar	atreven
vågar	a
rikedom	riqueza
rikedom	riquezas
rikedom	coa
cotton	algodón
cotton	de
abstrakta	abstracta
sova	sono
sova	durmir
sova	durme
sova	durmindo
sova	durmir
sova	somníferos
strävar	por
betalt	pagar
betalt	pagou
aktiviteten	actividade
erövring	conquista
korsade	cruzamos
känslan	sensación
känslan	sentir
känslan	sentimento
erbjudande	tratar
erbjudande	negocio
erbjudande	trato
erbjudande	oferta
erbjudande	ofrecer
erbjudande	lle
erbjudande	unha
cynthia	cynthia
svamp	cogomelos
mobil	móbil
jordbrukare	granxeiro
jordbrukare	labregos
jordbrukare	agricultores
tillväxten	crecemento
buddha	buda
regelbunden	regularmente
regelbunden	normal
regelbunden	típica
regelbunden	de
regelbunden	taxis
regelbunden	regular
storlekar	tamaños
döende	morren
döende	morte
döende	morrendo
döende	morrer
döende	moribundos
döende	por
dagstidning	xornais
dagstidning	xornal
spåra	pista
spåra	track
spåra	camiño
spåra	rastro
spåra	cambios
spåra	hipódromo
spåra	a
spåra	rastro
taktik	táctica
kille	tipo
kille	home
ursula	ursula
nicke	george
nicke	xurxo
brände	queimado
brände	queimaron
brände	queimou
brände	queimados
offren	vítimas
laurie	laurie
vännen	amigo
vännen	amiga
spannmål	gran
kliniken	clínica
marknadsföra	a
kapitlet	capítulo
värdshus	inn
värdshus	hotel
skärm	pantalla
skärm	da
skärm	ecrán
vetenskapsmän	científicos
vetenskapsmän	os
vetenskapsmän	sociólogos
bränna	queimalos
bränna	queiman
bränna	queimar
bränna	queimade
graves	foxas
graves	comúns
graves	tumbas
fjärdedel	cuarto
sjungit	cantando
sjungit	canta
sjungit	cantar
sjungit	que
kavalleri	cabalaría
givna	lle
givna	a
givna	dado
givna	se
nyheterna	noticias
nyheterna	noticia
nyheterna	novas
tjänstgöra	servir
tjänstgöra	serven
blomman	flor
sektor	sector
leopard	leopardo
skinn	pel
skinn	ósos
whisky	whisky
whisky	güisqui
whisky	escocés
whisky	dobre
whisky	whisky
whisky	botellas
grundats	fundou
buren	gaiola
mjukt	suave
viruset	virus
demokratiskt	democrático
berömt	famoso
berömt	famosos
berömt	famosa
isidore	isidore
textil	téxtil
sheriff	mariscal
sheriff	alguacil
sheriff	shérif
sheriff	gobernador
handfull	unha
uppnår	lograr
förutsatt	cama
förutsatt	ofrecía
utvidgning	expansión
utvidgning	extensión
utvidgning	estensión
job	traballo
påbörja	a
påbörja	comezar
påbörja	comezan
påbörja	comezamos
säkerheten	de
säkerheten	seguridade
säkerheten	seguridade
hanoi	hanoi
vingen	nunha
vingen	á
visningar	opinións
revolutionär	revolucionario
revolutionär	revolucionaria
vertikala	verticais
vertikala	vertical
pensionering	xubilación
ångest	ansiedade
attityd	actitude
attityd	atrancos
attityd	pensas
reach	collo
reach	acadar
reach	chegar
reach	ao
reach	a
aktivist	activista
lyckan	felicidade
lyckan	a
lyckan	benestar
lyckan	ledicia
användbart	útil
användbart	útiles
användbart	para
knappen	botón
bet	pouco
bet	chisco
bet	algo
bet	un
bet	aposta
bet	apostar
bet	a
bet	aposto
bet	que
bet	seguro
påbörjat	a
påbörjat	comezaron
närmsta	máis
flock	rabaño
flock	manada
flock	rabaño
matlagning	cociñar
matlagning	cociña
matlagning	cociñando
matlagning	comida
stigande	aumento
rimlig	razoable
rimlig	razoábel
fläck	lugar
fläck	momento
fläck	punto
fläck	sobre
fäst	prendedor
direktören	director
direktören	dirección
direktören	de
fed	farto
fed	de
fed	alimentado
företeelse	fenómeno
existerat	existiu
peggy	peggy
byrån	axencia
byrån	de
trick	truco
trick	trucos
hjälten	heroe
experimentella	experimental
lycklig	feliz
lycklig	contento
lycklig	felices
lycklig	contenta
sjöfart	despachos
tillfångatagna	capturado
tillfångatagna	capturados
tillfångatagna	prisioneiro
twenty	20
twenty	vinte
skickat	a
skickat	enviou
skickat	mandou
android	android
lärande	aprender
lärande	aprendizaxe
lärande	aprendendo
lärande	a
risker	riscos
risker	risco
risker	perigo
risker	en
risker	arriscar
risker	riscos
nyckeln	clave
nyckeln	chave
kafé	café
kafé	cafetaría
attribut	atributos
attribut	atributo
raket	foguete
ansträngningar	esforzos
stoppade	parei
stoppade	de
stoppade	parou
stoppade	detívose
stoppade	paramos
care	importa
care	igual
care	me
konventionella	convencional
konkurrera	competir
stängd	pechada
stängd	pechado
stängd	pechou
stängd	pechados
stängd	sondaxes
skin	pel
skin	ósos
lunch	almorzo
lunch	xantar
lunch	o
lunch	comida
lunch	comer
militärer	militares
militärer	militar
militärer	exército
congo	congo
dold	oculto
dold	oculta
dold	ocultas
dold	escondidos
dold	escondidas
såvida	a
såvida	non
såvida	ser
såvida	que
såvida	menos
såvida	se
såvida	agás
såvida	salvo
varenda	os
varenda	as
varenda	todos
varenda	cada
varenda	todas
vete	trigo
hai	hai
exchange	intercambio
besluta	decidir
besluta	decidimos
besluta	deciden
besluta	decido
besluta	decidirá
besluta	decide
yrken	traballo
stolt	orgullosa
stolt	orgullosos
stolt	de
stolt	orgulloso
stolt	fachendoso
forma	a
forma	modelando
audio	audio
radion	radio
trent	trent
omgående	inmediatamente
omgående	inmediato
omgående	axiña
omgående	de
omgående	contado
rep	corda
magen	estómago
magen	o
magen	estómago
magen	ventre
magen	barriga
omdöme	xuízo
löpare	bispo
fartygets	barco
timmen	hora
proffs	profesionais
distinkta	diferentes
distinkta	entre
geometriska	xeométricas
eftermiddagen	tarde
eftermiddagen	bos
eftermiddagen	tardes
eftermiddagen	serán
hängande	colgar
hängande	pendurada
hängande	a
hängande	colgar
nacken	pescozo
nacken	par
nacken	deles
nacken	caluga
mentala	mentais
mentala	mental
demokratin	democracia
ifrågasätta	pregunta
ifrågasätta	cuestión
inse	que
inse	conta
kubansk	cubana
kubansk	cubanas
powers	poderes
omgivningar	entornos
omgivningar	ambientes
vettigt	sensible
genetisk	xenética
genetisk	xenéticas
genetisk	xenéticos
genetisk	xenético
barack	barack
gömma	ocultar
gömma	agochar
gömma	agochados
gömma	escondida
etiska	de
etiska	ética
basis	a
basis	base
förnödenheter	subministración
utsidan	do
utsidan	fóra
utsidan	fora
äpplen	mazás
laddade	cargada
beställde	que
beställde	atención
beställde	pedimos
simma	nadar
simma	baño
simma	nado
simma	nadando
simma	nadar
simma	piscina
simma	á
simma	a
simma	nado
misslyckande	por
misslyckande	cardíacos
misslyckande	imaxinación
misslyckande	fracaso
misslyckande	fracasado
aspekt	aspecto
prototyp	prototipo
falskt	falsa
falskt	falso
falskt	finxilo
lök	cebola
anhöriga	parentes
anhöriga	familiares
rullar	rolling
rullar	e
mani	manía
användningsområden	usa
kombinerad	combinados
kombinerad	combinadas
kombinerad	deben
kombinerad	as
byggande	construción
byggande	construcción
byggande	construír
byggande	construtora
priserna	prezos
priserna	os
arbetslöshet	paro
trött	cansa
trött	canso
tandläkare	dentista
ond	mal
ond	malo
ond	malvado
ond	maldade
ond	malvados
barndomen	da
barndomen	infancia
barndomen	infantís
barndomen	nenez
