les	என்ற
puis	பின்னர்
puis	அப்பொழுது
puis	பிறகு
puis	அப்போது
puis	பின்பு
équipe	ஸ்குவாட்
équipe	அணி
club	மன்றம்
club	கிளப்
sud	தெற்கு
sud	தென்
partie	விருந்து
partie	கொண்டாட்டம்
partie	கட்சி
partie	பார்ட்டி
partie	பாகம்
partie	பகுதி
avant	முன்
avant	முன்னணி
avant	முன்னால்
avant	முன்பு
avant	முன்
avant	முன்னர்
non	அல்ல
non	இல்லை
non	கூடாது
très	மிகவும்
très	மிக
trois	மூன்று
articles	கட்டுரைகள்
articles	கட்டுரை
article	கட்டுரை
guerre	போர்க்
guerre	போர்
sans	இல்லாத
sans	இல்லாமல்
sans	இல்லாமலே
sans	சான்ஸ்
saison	சீசன்
saison	காலம்
saison	பருவம்
saison	பருவத்தில்
fin	துடுப்பு
fin	முடி
fin	இறுதி
fin	முடிவு
vers	நோக்கி
vers	நோக்கிய
année	ஆண்டு
année	வருடம்
année	வருடமும்
temps	வானிலை
temps	காலநிலை
temps	நேரம்
temps	காலம்
plusieurs	பல
plusieurs	பலர்
plusieurs	பெருக்கல்
plusieurs	பல
faire	செய்யும்
faire	செய்ய
mars	மார்ச்
mars	மார்ஸ்
mars	செவ்வாய்
histoire	சரித்திரம்
histoire	வரலாறு
série	தொடர்கள்
série	சீரியல்
série	வரிசை
série	தொடர்
joueur	பிளேயர்
joueur	விளையாடுபவர்
joueur	போட்டியாளர்
mai	மே
mai	mai
tour	சுற்றுப்பயணம்
tour	சுற்றுலா
tour	டூர்
tour	உலா
tour	டவர்
tour	கோபுரம்
mort	இறந்து
mort	இறந்தார்கள்
mort	இறந்தார்
mort	இறப்பு
mort	மரணம்
mort	மறைவு
mort	மரணத்தை
mort	mort
mort	இறந்து
mort	dead
mort	இறந்த
juin	ஜூன்
juin	jun
juin	ஜீன்
juin	ஜூன்
jpg	jpg
française	பிரெஞ்சு
pierre	கல்
pierre	ஸ்டோன்
pierre	பீட்டர்
pierre	பியரி
région	பிராந்தியம்
région	மண்டலம்
région	பகுதி
région	பரப்பு
région	பரப்பளவு
région	பகுதியில்
région	பகுதி
janvier	ஜனவரி
janvier	சனவரி
avoir	இடுப்பில்
avoir	உண்டு
fois	காலங்கள்
fois	நேரங்கள்
fois	டைம்ஸ்
fois	நேரங்களில்
autre	மற்றவை
autre	பிற
autre	வேறு
autre	மற்ற
septembre	செப்டம்பர்
juillet	ஜூலை
état	நிலையை
état	நிலையைப்
état	நிலை
état	மாநிலம்
état	நிலையில்
état	நிபந்தனை
église	தேவாலயம்
église	சர்ச்
octobre	அக்டோபர்
octobre	அக்
octobre	அக்டோபர்
place	இடம்
place	இடத்தில்
place	இடத்தை
famille	குடும்பத்தினர்
famille	குடும்பம்
famille	குடும்பத்தார்
états	மாநிலங்கள்
états	மாநிலங்களில்
états	நிலைகள்
général	பொதுவான
général	பொது
général	பொதுவாக
général	பொதுவானவை
avril	ஏப்
avril	ஏப்ரல்
avril	ஏப்ரல்
tous	அனைத்தும்
tous	எல்லா
tous	அனைத்து
tous	எல்லாம்
tous	அனைவரும்
tous	எல்லாமே
politique	கொள்கை
politique	அரசியல்
album	ஆல்பம்
album	ஆல்பத்தை
album	ஆல்பத்தைப்
décembre	டிசம்பர்
août	ஆகஸ்ட்
août	ஆகஸ்டு
août	ஆக
todo	todo
novembre	நவம்பர்
novembre	நவ
prix	விலைகள்
prix	விலை
prix	கட்டணம்
nouvelle	புதிதாக
nouvelle	புதியது
nouvelle	புதிய
nouvelle	புதிது
février	பெப்ரவரி
février	பிப்ரவரி
février	பிப்
février	feb
département	துறை
grande	பெரியது
grande	மிகப்பெரிய
grande	பெரிய
grande	பெரியது
grande	பெரிய
grande	பெரிய
grande	பெரும்
grande	சிறந்த
grande	சிறப்பாக
grande	உயரிய
peu	சில
peu	சிறிய
peu	குட்டி
américain	அமெரிக்கன்
américain	அமெரிக்கர்
américain	அமெரிக்க
soit	ஒன்று
début	ஆரம்பம்
début	தொடக்கம்
début	தொடங்கு
début	துவங்கு
début	ஆரம்பம்
début	தொடக்கம்
ligne	வரி
ligne	கோடு
ligne	வரிசை
ligne	கிடக்கை
nationale	தேசிய
nationale	தேசியக்
nationale	nationale
championnat	சாம்பியன்ஷிப்
encore	மீண்டும்
encore	மறுபடியும்
encore	இன்னமும்
encore	இப்போதும்
encore	ஸ்டில்
encore	இன்னும்
encore	என்கோர்
image	படம்
image	படமாக
image	படத்திற்கு
image	உருவம்
image	பிம்பம்
image	படம்
vie	வாழ்க்கை
vie	உயிர்
vie	ஆயுள்
vie	vie
unis	யுனைடெட்
unis	ஐக்கிய
unis	united
unis	ஐக்கியம்
lien	இணைப்பை
lien	இணைப்பு
lien	இணைப்பைப்
football	சாக்கர்
football	கால்பந்து
pendant	உடலுறவில்
pendant	போது
jeux	கேமிங்
jeux	விளையாட்டு
jeux	ஆட்டங்கள்
jeux	விளையாட்டுகள்
jeux	கேம்கள்
jeux	கேம்ஸ்
jeux	விளையாட்டுக்கள்
moins	மைனஸ்
moins	குறைவான
moins	குறைவு
moins	குறைவாக
moins	குறைந்த
ouest	வேஸ்ட்
ouest	மேற்கு
ouest	மேற்கு
page	பக்கத்தை
page	பக்கம்
page	பக்கத்தைப்
page	பக்கத்தில்
nouveau	புதிதாக
nouveau	புதியது
nouveau	புதிய
nouveau	புதிது
vous	நீங்கள்
vous	நீ
centre	மையம்
centre	மையம்
cours	படிப்பு
cours	படிப்புகள்
partir	விடு
partir	விட்டு
partir	வெளியேறு
village	கிராம
village	கிராமத்து
village	கிராமம்
village	கிராமத்தில்
village	கிராமத்திற்கு
université	கல்லூரியை
université	கல்லூரி
louis	லூயி
louis	லூயிஸ்
nombre	எண்ணி
nombre	எண்
nombre	எண்ணை
quelques	சில
leurs	அவர்களின்
leurs	அவர்களது
leurs	தங்கள்
siècle	நூற்றாண்டு
coupe	கிண்ணம்
coupe	கோப்பை
coupe	வெட்டுதல்
coupe	கட்டிங்
coupe	வெட்டு
coupe	வெட்டி
population	மக்கள்தொகை
connexes	தொடர்பான
connexes	தொடர்புடையவை
connexes	தொடர்புடையது
homme	ஆண்
homme	ஆண்கள்
homme	ஆண்
homme	ஆண்களிடம்
homme	நாயகன்
homme	மனிதா
homme	மனிதனின்
homme	மனிதனுக்கு
homme	மனிதன்
communes	communes
division	பிரிவு
division	வகுத்தல்
président	தலைவர்
président	அதிபர்
président	ஜனாதிபதி
président	நாற்காலி
président	சேர்மன்
national	தேசிய
national	தேசியக்
société	சமூகம்
société	நிறுவனம்
société	நிறுவனமும்
quatre	நான்கு
cas	கேஸ்
cas	வழக்கு
cas	cas
cas	வழக்குகள்
jeu	கேமிங்
jeu	விளையாட்டு
jeu	ஆட்டங்கள்
jeu	ஆட்டம்
jeu	கேம்
jeu	விளையாட்டு
jeu	ஆட்டத்தில்
jeu	சூதாட்டம்
jeu	சூது
genre	பாலினம்
genre	பேரினம்
genre	போல்
genre	போல
genre	விரும்பு
genre	விருப்பம்
genre	பிடித்திருக்கிறது
musique	இசை
fils	வயர்
fils	கம்பி
fils	மகனும்
fils	மகனுடன்
fils	மகனே
fils	மகன்
fils	மகன்கள்
roi	ராஜா
roi	மன்னன்
roi	கிங்
roi	அரசன்
roi	roi
parti	விருந்து
parti	கொண்டாட்டம்
parti	கட்சி
parti	பார்ட்டி
parti	போய்விட்டது
parti	சென்று
parti	போனது
jour	நாள்
jour	தினம்
jour	நாளும்
europe	ஐரோப்பா
mise	பந்தயம்
forme	படிவம்
forme	வடிவம்
époque	ஊழி
époque	சகாப்தம்
devient	ஆகிறார்
ancien	பண்டைய
ancien	தமிழச்சி
ancien	பழைய
ancien	பழையது
ancien	முன்னாள்
origine	அவதாரங்கள்
ordre	வரிசை
ordre	ஆர்டர்
château	கோட்டை
école	பள்ளிகள்
école	பள்ளிக்கு
école	பள்ளி
école	பாடசாலை
école	பள்ளிக்கூடம்
carrière	தொழிலாக
carrière	careers
part	பகிர்வில்
part	பகிர்
part	பகிரவும்
deuxième	வினாடி
deuxième	இரண்டாம்
deuxième	இரண்டாவது
bar	பார்
bar	பட்டை
bar	அருந்தகம்
située	அமைந்துள்ள
située	அமைந்துள்ளது
située	அமைந்திருக்கும்
charles	சார்லஸ்
charles	சார்ல்ஸ்
charles	சாள்ஸ்
points	புள்ளிகள்
ayant	இடுப்பில்
paul	பால்
rue	வீதி
rue	தெருவில்
rue	தெரு
rue	rue
chef	தலைவன்
chef	தலைமை
père	அப்பாவும்
père	அப்பா
père	தந்தை
père	தந்தைக்கு
père	அப்பா
père	பிதா
père	தந்தையை
exemple	உதாரணம்
exemple	எடுத்துக்காட்டு
durant	உடலுறவில்
durant	போது
durant	டுரான்ட்
rapport	அறிக்கை
art	ஆர்ட்
art	சித்திரம்
art	கலை
canton	குவாங்சோ
canton	canton
dernier	கடைசி
dernier	கடைசியாக
dernier	கடந்த
dernier	அண்மைய
dernier	சமீபத்திய
type	வகை
habitants	குடியிருப்பாளர்கள்
habitants	வசிப்பவர்கள்
point	புள்ளி
compte	எண்ணிக்கை
compte	எண்
compte	கணக்கு
période	காலத்தில்
période	காலம்
armée	இராணுவ
armée	இராணுவம்
armée	ராணுவம்
armée	இராணுவம்
armée	army
armée	ராணுவம்
eau	நீர்
eau	தண்ணீர்
eau	தண்ணீரை
eau	தண்ணீரைக்
marie	மரியே
marie	மேரி
marie	மரியா
marie	மரியா
discuter	அரட்டை
discuter	விவாதிக்க
discuter	அரட்டை
car	ஏனென்றால்
car	ஏனெனில்
projet	திட்டம்
projet	திட்டப்பணி
chaque	ஒவ்வொரு
chaque	ஒவ்வொன்றும்
chaque	ஒவ்வொரு
anglais	ஆங்கிலம்
province	மாகாணம்
john	ஜான்
international	சர்வதேச
international	அனைத்துலக
conseil	ஆலோசனை
conseil	அறிவுரை
conseil	அறிவுரைகள்
conseil	ஆலோசனை
conseil	மன்றம்
conseil	கவுன்சில்
conseil	சபை
françois	பிரான்சிஸ்
françois	பிரான்சுவா
françois	பிரான்சுவா
maison	வீடு
maison	இல்லம்
maison	வீட்டின்
maison	முகப்பு
maison	இல்ல
maison	வீடு
cela	இந்த
cela	இது
cela	அந்த
cela	என்று
demande	கோரிக்கை
demande	வேண்டுகோள்
demande	வேண்டுதல்
demande	கேள்
demande	கேட்க
fonction	செயல்பாடு
fonction	செயல்
toujours	எப்போதுமே
toujours	எப்போதும்
toujours	எப்பொழுதும்
toujours	இன்னமும்
toujours	இப்போதும்
toujours	ஸ்டில்
toujours	இன்னும்
doit	வேண்டியது
production	உற்பத்தி
production	தயாரிப்பு
certains	சில
membre	உறுப்பினர்
près	அருகில்
près	அருகே
rôle	பாத்திரம்
rôle	பதவி
rôle	பங்கு
meilleur	சிறப்பாக
meilleur	பரவாயில்லை
meilleur	சிறந்தவை
meilleur	சிறந்தது
meilleur	சிறப்பாக
meilleur	சிறந்த
droit	சரியா
droit	வலது
droit	சட்டம்
droit	சட்டத்தை
mois	மாதங்கள்
mois	மாதம்
mois	மாசம்
île	தீவு
république	குடியரசு
service	சேவை
score	புள்ளிகள்
score	மதிப்பெண்
score	ஸ்கோர்
score	மதிப்பெண்கள்
ensuite	பின்னர்
ensuite	அப்பொழுது
ensuite	பிறகு
ensuite	அப்போது
ensuite	பின்பு
langue	மொழி
dit	சொன்னேன்
dit	சொன்னான்
dit	சொன்னார்
dit	சொல்கிறார்
dit	என்கிறார்கள்
dit	என்கிறார்
dit	சொல்கிறது
gouvernement	அரசு
gouvernement	அரசாங்கம்
center	மையம்
elles	அவர்கள்
petit	சிறிய
petit	சிறு
petit	சிறியது
petit	சிறிய
petit	குட்டி
toutes	அனைத்தும்
toutes	எல்லா
toutes	அனைத்து
toutes	எல்லாம்
toutes	அனைவரும்
toutes	எல்லாமே
argent	பணம்
argent	பணத்தை
argent	வெள்ளி
argent	சில்வர்
argent	பணம்
argent	ரொக்கம்
argent	cash
argent	கேஷ்
souvent	அடிக்கடி
souvent	எப்போதாவது
souvent	பெரும்பாலும்
souvent	அடிக்கடி
style	பாணி
style	தோற்றம்
style	நடை
style	ஸ்டைல்
face	முகம்
face	முக
olympiques	ஒலிம்பிக்கில்
olympiques	ஒலிம்பிக்
olympiques	ஒலிம்பிக்ஸ்
olympiques	ஒலிம்பிக்
quand	எப்போது
quand	பொழுது
quand	இருக்கும்போது
quand	போது
top	டாப்
top	மேலே
top	முதன்மை
top	மேல்
ministre	அமைச்சர்
mondiale	உலகளாவிய
mondiale	உலகம்
mondiale	உலகம்
mondiale	உலக
mondiale	உலகமே
mondiale	உலகம்
mondiale	உலக
mondiale	உலகளாவிய
ensemble	ஒன்றாய்
ensemble	ஒன்றாக
théâtre	தியேட்டர்
théâtre	திரையரங்கம்
théâtre	அரங்கம்
théâtre	தியேட்டர்
théâtre	திரையரங்கு
théâtre	திரையரங்கம்
théâtre	அரங்கு
épisode	எபிசோட்
épisode	அத்தியாயம்
scène	காட்சி
scène	நிலையில்
scène	மேடை
situé	அமைந்துள்ள
situé	அமைந்துள்ளது
situé	அமைந்திருக்கும்
toute	அனைத்தும்
toute	எல்லா
toute	அனைத்து
toute	எல்லாம்
toute	அனைவரும்
toute	எல்லாமே
asp	asp
étaient	இருந்தன
étaient	இருந்தனர்
étaient	இருந்த
musée	அருங்காட்சியகம்
troisième	மூன்றாவது
nombreux	பல
nombreux	பலர்
nombreux	எண்ணற்ற
auteur	ஆசிரியர்
auteur	படைப்பாளி
auteur	இயற்றியவர்
auteur	எழுத்தாளர்
système	தொகுதி
système	கணினி
système	அமைப்பு
création	படைப்பு
création	உருவாக்குதல்
création	உருவாக்கம்
stade	estadio
stade	ஸ்டேடியம்
stade	அரங்கம்
stade	விளையாட்டரங்கம்
stade	நிலையில்
stade	மேடை
tard	லேட்
reste	இருக்கவும்
seconde	வினாடி
seconde	இரண்டாம்
seconde	இரண்டாவது
roman	ருமேனியா
jours	நாட்களை
jours	நாட்களுக்கு
jours	நாட்களில்
jours	நாட்கள்
jours	தினங்கள்
hui	ஊய்
hui	இன்று
hui	இன்றும்
édition	தொகு
édition	தொகுக்க
édition	திருத்து
édition	பதிப்பைப்
édition	பதிப்பு
édition	திருத்துதல்
édition	எடிட்டிங்
édition	தொகுத்தல்
édition	வெளியீட்டுக்
édition	பதிப்பகம்
édition	வெளியிடுகிறது
éditions	பதிப்புகள்
historique	வரலாற்று
historique	வரலாற்று
historique	சரித்திர
historique	வரலாற்றுச்
historique	சரித்திரம்
historique	வரலாறு
sera	செய்வான்
permet	அனுமதிக்கும்
permet	அனுமதிக்கிறது
âge	வயது
robert	ராபர்ட்
robert	இராபர்ட்
officiel	அதிகாரி
officiel	அதிகாரப்பூர்வ
officiel	official
environ	தோராயமாக
effet	விளைவு
effet	எபெக்ட்
version	பதிப்பு
membres	உறுப்பினர்
membres	உறுப்பினர்
membres	உறுப்பினர்கள்
niveau	நிலை
niveau	மட்டம்
champion	வீரன்
champion	சாம்பியன்
champion	சேம்பியன்
espèce	இனங்கள்
michel	மைக்கல்
michel	மைகேல்
michel	மைக்கேல்
raison	காரணமும்
raison	காரணம்
raison	காரணத்தை
modèle	மாடல்
modèle	மாதிரி
modèle	வார்ப்பு
modèle	வார்ப்புரு
travail	வேலை
travail	பணி
femme	பெண்களுக்கு
femme	பெண்களாக
femme	பெண்கள்
femme	பெண்ணின்
femme	பெண்
femme	பெண்
femme	மனைவியின்
femme	மனைவியை
femme	மனைவிக்கும்
femme	மனைவி
cinq	ஐந்து
déjà	ஏற்கனவே
déjà	முன்பே
bas	குறைவாக
bas	குறைவு
bas	குறைவான
bas	தாழ்வு
bas	குறைந்த
bas	bas
texte	உரை
terre	பூமியின்
terre	பூமி
terre	புவி
terre	நிலம்
terre	terre
terre	மண்
allemagne	ஜெர்மனி
allemagne	ஜேர்மனி
compétition	போட்டி
wikipédia	விக்கிப்பீடியா
allemand	ஜெர்மன்
britannique	பிரிட்டிஷ்
porte	வாயில்
porte	கேட்
porte	கதவு
hommes	ஆண்கள்
hommes	ஆண்
hommes	ஆண்களிடம்
hommes	ஆண்கள்
italie	இத்தாலி
bataille	யுத்த
bataille	போரில்
bataille	போர்க்களம்
bataille	சண்டை
corps	உடல்
corps	உடலில்
corps	பாடி
corps	கார்ப்ஸ்
demi	அரை
demi	பாதி
demi	டெமி
siège	முற்றுகை
siège	தலைமையகம்
siège	இருக்கை
personnes	மக்களே
personnes	நபர்கள்
personnes	மக்களின்
personnes	மக்கள்
nommé	பெயரிடப்பட்ட
nommé	நியமனம்
route	நெடுஞ்சாலை
route	சாலை
route	ரோடு
finale	இறுதியான
finale	இறுதி
jeune	இளமையான
jeune	இளம்
jeune	இளமையாக
match	ஆட்டம்
match	கேம்
match	விளையாட்டு
match	ஆட்டத்தில்
match	போட்டி
match	ஆட்டம்
match	பொருத்தம்
peuvent	முடியும்
york	யார்க்
royaume	ஆட்சி
royaume	கிங்டம்
royaume	இராச்சியம்
long	லாங்
long	long
long	நீண்ட
latitude	அட்சரேகை
base	தளம்
base	பேஸ்
base	அடிப்படை
base	அடிப்படை
base	அடிப்படையில்
études	ஆய்வுகள்
communauté	சமயம்
communauté	சமுதாய
communauté	சமுதாயம்
communauté	சமூகம்
association	சங்கம்
association	கழகம்
militaire	இராணுவ
militaire	இராணுவம்
militaire	ராணுவம்
section	பிரிவு
longitude	ரேகை
bronze	வெண்கல
livre	புத்தகம்
livre	பவுண்ட்
livre	பவுண்டு
américaine	அமெரிக்கன்
américaine	அமெரிக்கர்
américaine	அமெரிக்க
haut	அதிகம்
haut	அதிக
haut	அதிகமான
haut	உயர்
haut	உயர்ந்த
haut	டாப்
haut	மேலே
haut	முதன்மை
haut	மேல்
suisse	சுவிட்சர்லாந்து
suisse	சுவிச்சர்லாந்து
suisse	ஸ்விஸ்
suisse	சுவிஸ்
canada	கனடா
valign	valign
suivant	பின்வரும்
suivant	அடுத்தது
suivant	அடுத்து
suivant	அடுத்த
beaucoup	பல
beaucoup	பலர்
dire	சொல்ல
dire	சொல்
dire	சொல்லி
dire	சொல்லும்
seul	தனியாக
seul	தனியே
seul	தனிமையில்
seul	மட்டுமே
seul	மட்டும்
fille	பெண்ணின்
fille	பெண்
fille	பெண்ணுக்கு
fille	பெண்ணே
fille	பெண்ணை
fille	மகளின்
fille	மகளே
fille	மகள்
fille	மகளும்
buts	குறிக்கோள்கள்
buts	இலக்குகள்
enfants	குழந்தைகளின்
enfants	குழந்தைகள்
enfants	சிறுவர்கள்
enfants	குழந்தைகளை
enfants	குழந்தைகளை
enfants	பிள்ளைகள்
enfants	குழந்தைகள்
enfants	குழந்தைகளிடம்
direction	திசை
direction	இயக்குனரகம்
position	நிலை
position	பதவி
pouvoir	சக்தியை
pouvoir	சக்தி
pouvoir	பவர்
pouvoir	அதிகாரம்
pouvoir	power
but	கோல்
but	இல
but	இலக்கு
ailleurs	எங்கும்
merci	நன்றி
merci	thanks
tête	தலை
tête	தலையை
tête	தலைக்கு
tête	தலைகள்
union	கூட்டு
union	யூனியன்
union	சேர்க்கை
union	ஒன்றிய
construction	கட்டுமான
construction	கட்டுமானம்
ancienne	பண்டைய
ancienne	தமிழச்சி
ancienne	பழைய
ancienne	பழையது
ancienne	முன்னாள்
premiers	முதலாவது
premiers	முதலில்
premiers	முதல்
prend	எடுத்துக்
prend	எடுத்து
prend	எடு
prend	எடுக்கும்
prend	எடுக்கிறது
maire	maire
maire	மேயர்
présente	நடப்பு
présente	தற்போதைய
personnalité	ஆளுமை
ligue	லீக்
public	பொதுவானது
public	பொதுவான
public	பொது
pages	பக்கங்கள்
pages	பக்கத்தை
pages	பக்கம்
pages	பக்கத்தைப்
pages	பக்கத்தில்
externe	வெளி
externe	வெளிப்புற
simple	சாதாரணம்
simple	சுலபமான
simple	எளிமையானது
simple	எளிய
simple	ஒற்றையர்
dernière	கடைசி
dernière	கடைசியாக
dernière	கடந்த
dernière	அண்மைய
dernière	சமீபத்திய
henri	ஹென்றி
chanson	பாடல்கள்
chanson	பாடலை
chanson	பாட்டு
chanson	பாடலைக்
chanson	பாடல்
chanson	பாடலைப்
poste	இடுகையில்
poste	இடுகை
poste	பதிவு
culture	பண்பாடு
culture	கலாச்சாரம்
grâce	கருணை
grâce	கிரேஸ்
grâce	அருளும்
développement	அபிவிருத்தி
développement	விருத்தி
développement	வளர்ச்சி
sortie	வெளியீடு
sortie	வெளியேற்று
sortie	வெளியேறும்
sortie	வெளியேறு
sortie	அவுட்
sortie	வெளியில்
sortie	வெளியே
empire	பேரரசு
québec	quebec
david	டேவிட்
loi	சட்டம்
loi	சட்டத்தை
loi	சட்டம்
loi	செயல்படுங்கள்
équipes	அணிகள்
côté	பக்க
côté	புறம்
côté	side
mer	கடல்
haute	அதிகம்
haute	அதிக
haute	அதிகமான
haute	உயர்
haute	உயர்ந்த
vue	பார்வை
vue	காட்சி
vue	காட்டு
espagne	ஸ்பெயின்
mère	அம்மா
mère	தாய்
mère	தாயார்
mère	அன்னை
mère	தாயின்
mère	அம்மா
fichier	கோப்பு
nombreuses	பல
nombreuses	பலர்
nombreuses	எண்ணற்ற
acteur	நடிகர்
parcours	பயணத்தில்
parcours	பயணத்தை
parcours	பயணம்
recherche	தேடல்
recherche	தேடுக
recherche	தேடலை
recherche	தேடு
recherche	ஆய்வு
recherche	ஆராய்ச்சி
classement	தரவரிசை
classement	வகைப்பாடு
code	குறிமுறை
code	குறியீடு
double	இரட்டிப்பு
double	இரட்டை
double	பிரதி
double	நகல்
double	இரட்டை
entraîneur	பயிற்சியாளர்
entraîneur	கோச்
entraîneur	பயிற்சியாளர்
web	வலை
arrondissement	arrondissement
arrondissement	பெருநகரம்
directeur	இயக்குநர்
directeur	இயக்குனர்
directeur	மேலாளர்
directeur	மேலாளராக
directeur	நிர்வாகி
joseph	ஜோசப்
joseph	யோசேப்பு
semble	தோன்றுகிறது
semble	தெரிகிறது
semble	தோன்றுகிறது
ici	இங்கே
ici	இதோ
ici	இங்கு
vainqueur	வெற்றியாளர்
réalisé	இயக்கிய
réalisé	உணரப்பட்டது
existe	உள்ளது
six	ஆறு
créé	படைத்து
créé	படைத்த
créé	உருவாக்கப்பட்டது
créé	உருவாக்கப்பட்ட
devant	முன்
devant	முன்னணி
devant	முன்னால்
écrit	எழுதுகிறார்
écrit	எழுதப்பட்ட
écrit	எழுதப்பட்டது
écrit	எழுதிய
écrit	எழுதிய
écrit	எழுதியது
écrit	எழுதினார்
petite	சிறிய
petite	சிறு
petite	சிறியது
petite	சிறிய
petite	குட்டி
bois	மரம்
bois	குடிக்க
bois	குடி
bois	பானம்
entreprise	தொழில்
entreprise	வணிகம்
entreprise	வியாபாரம்
entreprise	நிறுவனம்
