در	ドア
باشگاه	フェネルバフチェ
قنات	カナート
شهرهای	市町村
شهرهای	自治体
دانشگاه	大学
دانشگاه	カレッジ
دانشگاه	大学
مورد	ケース
سده	世紀
سده	センチュリー
ثبت	伐採
ثبت	ログ
ثبت	ログ
ثبت	log
وجود	存在
زبان	言語
زبان	言語
زادگان	子孫
مسکونی	住宅
مسکونی	住宅地
شماره	番号
شماره	数値
شماره	ナンバー
کار	職業
کار	仕事
کار	ジョブ
کار	作業
کار	仕事
کار	ワーク
کار	働く
کار	作業
اما	でも
اما	しかし
بازیگران	撮影
بازیگران	俳優
روی	ロイ
روی	亜鉛
فرودگاه	空港
صورت	フェイス
مرکز	中央
مرکز	セントラル
مرکز	センター
مرکز	中央
مرکز	中心
مرکز	中央
مرکز	センター
مرکز	中心
زمان	タイム
زمان	時間
شرکت	会社
مقاله	随筆
مقاله	エッセイ
مقاله	記事
مقاله	冠詞
مقاله	記事
مقاله	冠詞
تیم	ティム
تیم	tim
تیم	チーム
مرد	男性
مرد	man
انگلیسی	イングリッシュ
انگلیسی	英語
نظر	コメント
نظر	意見
جهانی	インターナショナル
جهانی	国際
جهانی	ユニバーサル
جهانی	global
جهانی	グローバル
جهانی	世界
جهانی	ワールド
همچنین	also
همچنین	また
همچنین	too
همچنین	同じく
زندگی	リビング
زندگی	living
زندگی	生活
زندگی	生命
زندگی	人生
زندگی	ライフ
زن	女性
زن	女性
زیر	以下
هستند	are
جوایز	受賞
جوایز	表彰
جوایز	懸賞
جوایز	賞品
روستا	村落
روستا	ヴィレッジ
تهران	テヘラン
بازی	ゲーム
بازی	ゲーム
بازی	遊ぶ
بازی	プレイ
بازی	遊び
سرشماری	国勢調査
فرانسه	フレンチ
فرانسه	フランス語
فرانسه	フランス
جنگ	戦争
دست	両手
دست	arm
دست	ハンド
محل	place
محل	場所
محل	スポット
محل	所在地
محل	ロケーション
محل	場所
توابع	関数
کتاب	書物
کتاب	ブック
کتاب	書物
کتاب	帳簿
کتاب	書籍
آلمان	ドイツ語
آلمان	ドイツ
سطح	レベル
سطح	表面
سطح	曲面
سطح	レベル
اصلی	メイン
اصلی	オリジナル
اصلی	メイン
اصلی	プライマリ
ساخت	建設
ساخت	製造業
المپیک	オリンピック
اول	ファースト
اول	最初
سازمان	団体
سازمان	組織
سازمان	組織
سازمان	エージェンシー
سازمان	代理店
سه	三人
سه	three
سه	スリー
مرکزی	中央
مرکزی	セントラル
ایالت	都道府県
ایالت	状態
زنده	アライブ
فارسی	ペルシャ
بین	ビーン
انگلستان	イギリス
دوم	番目
دوم	セカンド
موسیقی	ミュージック
موسیقی	音楽
گروه	band
گروه	バンド
گروه	集団
گروه	グループ
جایزه	ボーナス
جایزه	受賞
جایزه	表彰
بیشتر	もっと
جنوبی	サザン
جنوبی	南部
جنوبی	サウス
روز	day
روز	一日
روز	昼間
جمهوری	共和制
جمهوری	共和国
مرگ	デス
ولی	でも
ولی	しかし
داد	ドッド
آمریکایی	アメリカン
نقش	役割
منطقه	リージョン
منطقه	地域
منطقه	ゾーン
منطقه	zone
منطقه	地区
منطقه	ディストリクト
منطقه	面積
منطقه	領域
منطقه	エリア
بسیار	多数
بزرگ	大きい
بزرگ	大きな
بزرگ	大きい
بزرگ	ビッグ
اروپا	欧州
اروپا	ヨーロッパ
اروپا	エウロパ
روستایی	農民
آمار	統計
فعالیت	アクティビティ
اشاره	ヒント
محمد	ムハンマド
چند	少数
چند	マルチ
شمالی	ノース
شمالی	ノーザン
شمالی	北方
شمالی	北部
شمالی	カロライナ
آب	ウォーター
خورشیدگرفتگی	eclipse
ایرانی	ペルシャ
ایرانی	イラン
اطلاعات	情報
اطلاعات	情報
ایجاد	作成
ایجاد	創造
ایجاد	作成
مالک	オーナー
مالک	所有者
مالک	マリック
امنیت	セキュリティ
امنیت	セキュリティー
امنیت	安全
امنیت	セーフティ
نوع	種類
نوع	タイプ
مردم	ピープル
دلیل	理由
دلیل	理性
دلیل	原因
روستای	村落
روستای	ヴィレッジ
دور	far
دور	遠く
دور	遠い
دور	away
دور	アウェイ
مربوط	関連
مربوط	関連
بار	読み込む
بار	ロード
بار	読み込み
بار	バール
بار	バー
دریا	sea
شما	あなた
برابر	等しい
برابر	イコール
برابر	等しい
تولید	製造業
تولید	製作
تولید	生産
تولید	プロダクション
تولید	生成
تپه	ヒル
تنها	のみ
تنها	孤独
تنها	寂しい
علی	アリー
علی	アリ
علی	ali
شرقی	イースト
شرقی	東部
شرقی	オリエンタル
شرقی	東部
یونسکو	ユネスコ
یونسکو	サイト
برخی	いくつか
برخی	一部
برخی	いくらか
جهان	世界
جهان	ワールド
جام	カップ
جام	コップ
جام	cup
ها	はぁ
ارتفاع	高度
ارتفاع	身長
کد	コード
کد	符号
کشف	発見
کشف	ディスカバリー
کشف	発見
نشان	バッジ
حذف	削除
حذف	削除
حذف	取り除く
حذف	削除
تلویزیونی	テレビ
غربی	ウエスト
غربی	西部
غربی	ウェスト
غربی	ウェスタン
غربی	ウエスタン
دوران	ピリオド
دوران	時代
شامل	含める
شامل	含む
بهترین	最高
بهترین	ベスト
بهترین	best
دولت	都道府県
دولت	状態
دولت	政府
همراه	モバイル
چپ	左側
ایتالیا	イタリア
ایتالیا	イタリアン
صفحه	ページ
مجلس	議会
مجلس	国会
مجلس	アセンブリ
مجلس	集会
مجلس	組み立て
آغاز	開始
آغاز	始める
آغاز	スタート
ویکی	wiki
ویکی	ウィキ
ویکی	ヴィッキー
راه	パス
راه	ウェイ
کشتی	艦船
کشتی	船舶
کشتی	船舶
کشتی	レスリング
کشتی	ボート
بودند	were
الگو	パターン
توجه	注目
توجه	注意
بن	ベン
همه	all
همه	すべて
همه	みんな
کوچک	小さな
کوچک	スモール
کوچک	小さい
کوچک	リトル
کوچک	小さい
کوچک	マイナー
ژاپن	日本
رسمی	公式
رسمی	職員
رسمی	フォーマル
اسلام	イスラム教
سپتامبر	九月
پرونده	ケース
پرونده	ファイル
ماه	月間
ماه	ヶ月
ماه	months
ماه	ムーン
اوت	アウグスト
اوت	aug
تابستانی	summer
تابستانی	サマー
چون	なぜなら
چون	だって
چون	いつ
چون	とき
آوریل	apr
آوریل	四月
آوریل	エイプリル
تغییر	編集
تغییر	変更
تغییر	チェンジ
تغییر	変更
تغییر	変化
مجموعه	コレクション
شکل	図形
شکل	形状
شکل	シェイプ
شکل	形式
شکل	フォーム
شکل	フィギュア
مارس	マーチ
مارس	行進曲
مارس	マーズ
مارس	火星
درخواست	請求
درخواست	リクエスト
کیلومتر	キロメートル
کیلومتر	キロメートル
کیلومتر	キロメートル
کیلومتر	キロ
کیلومتر	キロメートル
جمله	宣告
جمله	センテンス
جمله	文章
گردشگری	観光
گردشگری	ツーリスト
گردشگری	観光
گردشگری	観光
شهری	アーバン
شهری	シティ
شهری	都市
ممکن	可能性
لیگ	リーグ
روسیه	ロシア
روسیه	ロシア
منابع	ソース
منابع	出典
منابع	リソース
منابع	資源
نخستین	ファースト
نخستین	最初
شاه	king
شاه	国王
شاه	キング
شاه	シャー
جنوب	サザン
جنوب	南部
جنوب	サウス
طور	マウント
تشکیل	フォーメーション
فوت	フィート
اکتبر	十月
ژوئن	六月
امکان	可能性
امکان	可能性
نویسندگان	作家
نویسندگان	著者
نویسندگان	作者
سر	sar
سر	head
سر	ヘッド
سر	頭部
سر	ヘッズ
سر	ヘッド
حزب	パーティ
حزب	パーティー
فرهنگ	文化
فرهنگ	カルチャー
برندگان	勝者
بدون	なし
خانه	ハウス
خانه	自宅
خانه	ホーム
خانه	帰宅
موارد	アイテム
موارد	品物
موارد	事例
موارد	ケース
هند	インド
آلبوم	アルバム
آزاد	フリー
آزاد	無料
آزاد	自由
چاپ	印刷
چاپ	印刷
علمی	サイエンス
علمی	科学
نوامبر	十一月
نوامبر	nov
شمال	ノース
شمال	ノーザン
شمال	北方
شمال	北部
پایان	終了
پایان	エンド
پایان	エンディング
علوم	サイエンス
علوم	科学
جان	ジョン
سید	シド
سید	sid
کالیفرنیا	カリフォルニア
قرن	世紀
قرن	センチュリー
بازیگر	女優
بازیگر	俳優
بازیگر	俳優
صنایع	業界
صنایع	産業
کانادا	カナダ
کانادا	カナダ
کانادا	カナディアン
اسپانیا	スペイン
زمین	地球
زمین	アース
رئیس	ボス
برزیل	ブラジル
برزیل	ブラジル
سبک	軽い
سبک	明るい
سبک	ライト
سبک	スタイル
بالا	top
بالا	上部
بالا	トップ
جدید	new
جدید	新しい
جدید	新規
تصویر	画像
تصویر	イメージ
غیر	non
حضور	出席
حضور	傍聴
وارد	ウォード
عضو	メンバ
عضو	会員
عضو	メンバー
عضو	募金
عضو	寄付
میراث	遺産
زنان	女性
نظامی	軍事
نظامی	軍隊
آذربایجان	アゼルバイジャン
جای	place
جای	場所
جای	スポット
هیچ	any
چین	あご
چین	中国
چین	チャイナ
سیستم	システム
ظاهر	出演
ظاهر	出演
ظاهر	外観
ادامه	続行
ادامه	continue
ادامه	続ける
ادامه	続き
ادامه	継続
درجه	学年
درجه	グレード
درجه	ランク
درجه	学位
انتخاب	選択
انتخاب	選択
انتخاب	select
انتخاب	選択
انتخاب	チョイス
موجود	既存
دستی	manual
دستی	手動
دستی	マニュアル
فقط	ちょうど
فقط	ジャスト
فقط	ただ
اعلام	布告
اعلام	宣言
اعلام	申告
اعلام	アナウンス
نسبت	比率
اعضای	メンバー
اعضای	メンバ
مسابقات	トーナメント
تلفن	電話機
تلفن	電話
تلفن	電話機
داستان	記事
داستان	ストーリー
داستان	物語
داستان	記事
داستان	ストーリー
سوم	iii
سوم	番目
سوم	サード
خط	直線
خط	ライン
قانون	法律
قانون	法学
قانون	ルール
علت	理由
علت	理性
علت	原因
مهم	重要
منبع	ソース
منبع	出典
منبع	リソース
منبع	資源
میلیون	ミリオン
میلیون	million
میلیون	百万
کمک	ヘルプ
جهت	方向
جهت	道順
جهت	方向
جهت	方向
جهت	向き
جهت	オリエンテーション
هوایی	空気
هوایی	航空
هوایی	エア
حتی	偶数
حتی	even
نمایش	ショー
آمریکای	アメリカ
ناحیه	リージョン
ناحیه	地域
ناحیه	地区
ناحیه	ディストリクト
ناحیه	面積
ناحیه	領域
ناحیه	エリア
طراحی	デザイン
طراحی	設計
طراحی	意匠
طراحی	デザイン
آموزش	トレーニング
آموزش	講習
آموزش	修行
آموزش	訓練
آموزش	研修
آموزش	教育
آموزش	学歴
قلعه	キャッスル
قلعه	要塞
ویرایش	編集
ویرایش	編集
حکومت	政府
بازدید	レビュー
بازدید	審査
بازدید	訪問
بازدید	訪問
بازدید	訪問
شیمیایی	化学
مساحت	面積
مساحت	領域
مساحت	エリア
ادبیات	文学
ادبیات	文芸
موضوع	話題
موضوع	トピック
موضوع	主体
موضوع	件名
شبکه	グリッド
شبکه	ネットワーク
برنامه	アプリ
برنامه	プログラム
برنامه	日程
برنامه	スケジュール
برنامه	プログラム
کاربران	ユーザー
کاربران	ユーザ
تولد	生年月日
تولد	バースデー
تولد	誕生
تبدیل	変換
تبدیل	コンバート
تبدیل	変換
تبدیل	変換
تبدیل	変形
تبدیل	変換
دریایی	マリン
سن	セン
سن	age
سن	年齢
سن	san
سن	サン
سن	セイント
سن	聖人
روش	ロッシュ
روش	方法
روش	メソッド
بازیکن	プレイヤー
بازیکن	プレーヤー
بازیکن	選手
بازیکن	プレイヤー
بودن	being
نتیجه	結果
نتیجه	結果
نتیجه	結論
نتیجه	エンディング
انقلاب	revolution
انقلاب	革命
انقلاب	レボリューション
تگزاس	テキサス
عراق	イラク
شروع	開始
شروع	始める
شروع	スタート
هنر	arts
هنر	芸術
هنر	art
هنر	アート
هنر	芸術
هنر	美術
زمینه	背景
زمینه	バックグラウンド
قسمت	パート
قسمت	部分
قسمت	エピソード
بررسی	チェック
مدیر	店長
مدیر	支配人
مدیر	マネージャー
مدیر	マネージャ
مدیر	管理者
مدیر	管理人
مدیر	校長
مدیر	元本
باز	オープン
باز	開館
باز	開く
باز	戻る
باز	後ろ
باز	背中
باز	裏側
ترکیه	トルコ
ترکیه	七面鳥
مدال	メダル
مدال	メダル
حقوق	給料
حقوق	俸給
حقوق	給与
حقوق	法律
حقوق	法学
حقوق	権利
عمومی	ジェネリック
عمومی	公衆
عمومی	公開
عمومی	パブリック
عمومی	全般
عمومی	一般
عمومی	将軍
حسین	フセイン
حسین	フセイン
ترجمه	翻訳
ترجمه	翻訳
ترجمه	翻訳
رنگ	カラー
رنگ	カラー
افزایش	増加
افزایش	増額
افزایش	増やす
افزایش	増加
طبیعی	自然
طبیعی	ナチュラル
طبیعی	普通
طبیعی	ノーマル
مدیریت	管理
مدیریت	経営
مدیریت	マネジメント
مدیریت	マネージメント
مدیریت	管理
گل	ゴル
گل	お花
گل	flower
گل	フラワー
گل	ゴール
انتشار	拡散
انتشار	出版
انتشار	パブリッシング
انتشار	公開
انتشار	伝播
انتشار	布教
نیاز	ニーズ
نیاز	ニーズ
نیاز	必須
توضیح	コメント
ترکیب	ブレンド
ترکیب	組み合わせ
ترکیب	合成
ترکیب	構成
ترکیب	組み合わせ
ترکیب	コンビネーション
ترکیب	化合物
دریافت	受信
دریافت	受け取る
دریافت	受信
دریافت	レセプション
دریافت	披露宴
دریافت	受付
رشته	ストリング
رشته	スレッド
کننده	パフォーマー
کننده	演奏者
موافق	同意
موافق	合意
موافق	賛成
هنری	ヘンリー
مواد	ドラッグ
مواد	薬物
مواد	素材
مواد	材料
مواد	マテリアル
مواد	材料
مواد	素材
درباره	について
استرالیا	オーストラリア
اجتماعی	ソーシャル
بانی	ボニー
بانی	bonnie
جریان	現在
جریان	フロー
جریان	流れ
جریان	ストリーム
جریان	渓流
طریق	via
نویسنده	作家
نویسنده	ライター
نویسنده	作家
نویسنده	著者
نویسنده	作者
کنار	サイド
انرژی	エネルギー
انتخابات	選任
انتخابات	選挙
انتخابات	選挙
حسن	ハサン
حسن	ハサン
حسن	ハッサン
ملیت	国籍
مه	メイ
مه	五月
مه	mah
کسی	誰か
ثانیه	番目
ثانیه	セカンド
کل	合計
کل	全体
کل	カル
اصفهان	エスファハーン
خان	ハーン
خان	カーン
دکتر	医師
دکتر	ドクター
دکتر	先生
دکتر	医者
انجمن	社会
انجمن	友愛
انجمن	コミュニティ
انجمن	コミュニティー
انجمن	社団
انجمن	協会
انجمن	アソシエーション
غرب	ウエスト
غرب	西部
غرب	ウェスト
توسعه	発達
توسعه	開発
فصل	チャプター
فصل	季節
فصل	シーズン
معمولاً	通常
رسید	レシート
رسید	受領
شوروی	ソビエト
افغانستان	アフガニスタン
ورزش	体育館
ورزش	ジム
ورزش	スポーツ
ورزش	運動
ورزش	行使
ورزش	エクササイズ
ورزش	スポーツ
معماری	アーキテクチャ
معماری	建築
باند	結合
باند	ボンド
آنجا	そこ
پرندگان	鳥類
آخرین	最終
آخرین	ラスト
آخرین	最後
آخرین	最終
آخرین	決勝
آخرین	ファイナル
آخرین	最新
پزشکی	医学
پزشکی	医学
فرهنگی	文化
فرهنگی	カルチャー
تلویزیون	テレビ
دنیا	世界
دنیا	ワールド
خوانندگان	読者
خوانندگان	リーダー
خوانندگان	読者
خوانندگان	リーダー
جغرافیای	地理
حالت	都道府県
حالت	状態
حالت	モード
حالت	気分
حالت	ムード
کوه	マウンテン
کوه	マウント
کوه	kuh
مقالات	記事
مقالات	冠詞
مقالات	随筆
مقالات	エッセイ
مقالات	エセー
عمل	アクション
عمل	運行
عمل	作戦
عمل	運営
عمل	操作
عمل	オペレーション
عمل	アクト
عمل	act
کره	バター
کره	朝鮮
کره	韓国
انتقال	伝送
انتقال	移転
انتقال	転送
انتقال	乗り換え
انتقال	譲渡
انتقال	変遷
انتقال	転移
انتقال	輸送
انتقال	交通
فوریه	緊急
فوریه	二月
فوریه	フーリエ
ارائه	プレゼン
ارائه	プレゼンテーション
رود	河川
رود	ロッド
سیاست	ポリシー
سیاست	政策
سیاست	方針
سیاست	政治
سیاست	外交
فرانسوی	フレンチ
فرانسوی	フランス語
وطن	自宅
وطن	ホーム
وطن	帰宅
وطن	移行
نزدیک	ほとんど
نزدیک	ほぼ
نزدیک	閉じる
نزدیک	クローズ
نزدیک	付近
نزدیک	近く
دلار	ドル
دلار	yen
داخلی	内部
داخلی	内装
داخلی	内面
داخلی	インテリア
داخلی	内部
کاهش	減らす
کاهش	減らす
احمد	アーメド
احمد	アフマド
ده	deh
ده	テン
ده	ten
ارتش	軍事
ارتش	軍隊
ارتش	アーミー
ارتش	軍隊
ارتش	陸軍
سایر	ソーヤー
مشخص	特定
مشخص	ハイライト
مشخص	ハイライト
حاضر	現在
حاضر	present
حاضر	プレゼント
اسرائیل	イスラエル
انسان	ヒト
انسان	ヒューマン
انسان	人間
انسان	男性
انسان	man
مسجد	モスク
شهرها	タウンズ
شهرها	都市
سیاه	黒い
سیاه	ブラック
قدرت	体力
قدرت	強度
قدرت	権力
قدرت	パワー
نسخه	バージョン
نسخه	処方箋
کم	リトル
کم	小さい
کم	カム
کم	低い
خانواده	家族
میدان	正方形
میدان	四角
میدان	広場
ویژه	スペシャル
حوزه	フィールド
حوزه	境内
حمله	攻撃
حمله	進撃
حمله	アサルト
حمله	暴行
ناسا	nasa
وزارت	部署
وزارت	学科
وزارت	部門
ساختمان	建物
ساختمان	建設
درام	ドラマ
درام	ドラム
درام	太鼓
درصد	割合
درصد	パーセンテージ
درصد	パーセント
درصد	割合
درصد	パーセント
مهندسی	工学
مهندسی	エンジニアリング
برنده	win
برنده	勝利
برنده	勝ち
برنده	勝つ
برنده	勝者
برنده	ウィナー
علم	サイエンス
علم	科学
علم	知識
وقتی	いつ
وقتی	とき
آبی	青い
آبی	ブルー
آبی	青色
اقتصاد	経済
ورزشی	アスレチック
ورزشی	スポーツ
ورزشی	スポーツ
جامعه	社会
جامعه	コミュニティ
جامعه	コミュニティー
بازار	バザール
بازار	マーケット
بازار	マーケットプレイス
بازار	バザール
بازار	市場
بازار	マーケット
معرفی	紹介
معرفی	導入
مصر	エジプト
متن	テキスト
متن	コンテクスト
متن	コンテキスト
متن	context
متن	ソース
متن	出典
سرعت	速度
سرعت	速度
سرعت	スピード
طرف	サイド
سابق	前者
پسر	男の子
پسر	少年
پسر	ボーイ
پسر	息子
دین	宗教
دین	ディーン
کشت	耕す
رضا	レザ
سایت	ウェブサイト
سایت	サイト
سایت	敷地
خیلی	可愛い
خورشیدی	ソーラー
سفید	白い
سفید	ホワイト
جشنواره	フェスティバル
جشنواره	祭事
جشنواره	祭り
جشنواره	お祭り
بهتر	ベター
بهتر	最高
بهتر	ベスト
بهتر	best
فرد	個人
فرد	個別
فرد	オッド
فرد	奇数
فرد	フレッド
لندن	ロンドン
سری	シリーズ
سری	sri
باستان	古代
اسکار	オスカー
اسکار	オスカル
اکنون	now
اکنون	ナウ
کلی	ケリー
کلی	クレイ
کلی	粘土
هیئت	委任
هیئت	委嘱
آلمانی	ドイツ語
محلی	ローカル
محلی	地元
محلی	ローカル
محلی	地元
معنی	意味
شرق	イースト
شرق	東部
شرق	東部
شیخ	シャイフ
شیخ	シーク
برگزیده	抜粋
کنترل	コントロール
انواع	種類
درست	トゥルー
درست	true
درست	本当
سنگ	ストーン
استاد	マスター
موقعیت	位置
موقعیت	ポジション
موقعیت	役職
موقعیت	状況
موقعیت	シチュエーション
امپراتوری	帝国
امپراتوری	帝政
امپراتوری	エンパイア
امپراتوری	インペリアル
بیماری	病気
بیماری	疾患
بیماری	病気
بیماری	疾病
بیماری	病気
عمق	深度
عمق	奥行き
کلاس	クラス
کلاس	階級
کلاس	クラス
مدرسه	学校
مدرسه	スクール
کسب	獲得
کسب	稼ぐ
کسب	営業
کسب	事業
کسب	ビジネス
حرکت	ムーブ
حرکت	移動
حرکت	引越し
حرکت	移動
مشخصات	仕様
مشخصات	特性
مشخصات	特色
مشخصات	特徴
مشخصات	スペック
مشخصات	仕様
مشخصات	説明
مشخصات	解説
همکاری	コラボレーション
همکاری	コラボ
همکاری	パートナーシップ
همکاری	協力
دبی	ドバイ
دبی	デビー
کوتاه	短い
کوتاه	ショート
روابط	リレーションシップ
روابط	交際
روابط	リレーション
روابط	関係
اجرا	パフォーマンス
اجرا	性能
اجرا	興行
اجرا	実行
اجرا	処刑
اجرا	実行
اجرا	執行
اجرا	run
اجرا	ラン
اجرا	走り
اجرا	走る
اجرا	走る
اجرا	ランニング
وزیر	公使
وزیر	大臣
خواننده	シンガー
خواننده	読者
خواننده	リーダー
پیشنهاد	おすすめ
پیشنهاد	供物
پیشنهاد	オファー
پیشنهاد	申し出
پیشنهاد	クーポン
پیشنهاد	提案
پیشنهاد	提案
پیشنهاد	暗示
اتحادیه	ユニオン
خوب	良い
خوب	グッド
خوب	まあ
موفق	成功
موفق	サクセス
موفق	成功
شخصی	パーソナル
شخصی	個人
شخصی	個人
شخصی	個別
شخصی	非公開
شخصی	プライベート
پایین	ダウン
پایین	ボトム
پدر	父親
حق	真実
حق	真理
خاص	特定
خاص	スペシャル
گذشته	過去
کیفیت	品質
کیفیت	クオリティ
کیفیت	画質
کیفیت	quality
ازدواج	既婚
ازدواج	結婚
ازدواج	婚姻
ازدواج	ウェディング
ازدواج	結婚式
خارجی	外部
خارجی	外側
خارجی	外国
هنوز	スティル
هنوز	それでも
هنوز	まだ
دادگان	データベース
میزان	残高
میزان	バランス
مشغول	忙しい
مشغول	ビジー
فعال	アクティブ
اینجا	ここ
پادشاهی	王国
کمربند	ベルト
کمربند	ベルト
واحد	師団
واحد	ディビジョン
واحد	単位
واحد	ユニット
چندین	倍数
چندین	複数
اندازه	サイズ
اندازه	サイズ
خیابان	ストリート
خیابان	通り
خیابان	ストリート
عالی	パーフェクト
عالی	完璧
عالی	グレート
عالی	素晴らしい
عالی	ワンダフル
عالی	すごい
عالی	優れた
نگاره	画像
نگاره	イメージ
نگاره	グラフィック
هدف	ゴール
هدف	ターゲット
هنرپیشه	俳優
قهرمانی	チャンピオンシップ
قهرمانی	選手権
دستگاه	デバイス
دستگاه	機器
دستگاه	マシン
دستگاه	マシーン
دستگاه	機械
طرح	スケッチ
طرح	デザイン
طرح	設計
طرح	意匠
پنج	ファイブ
پنج	五つ
پنج	five
برد	win
برد	勝利
برد	勝ち
برد	勝つ
تئاتر	劇場
تئاتر	シアター
تئاتر	演劇
تئاتر	演劇
تئاتر	劇場
پل	ブリッジ
پل	ポール
پل	パウル
ترابری	輸送
ترابری	交通
داخل	インサイド
ابتدا	ファースト
ابتدا	最初
ارتباط	通信
ارتباط	コミュニケーション
ارتباط	つながり
ارتباط	接続
ارتباط	コンタクト
ارتباط	関係
پخش	遊ぶ
پخش	プレイ
پخش	遊び
پخش	放送
پخش	配信
پخش	ブロードキャスト
پخش	拡散
پخش	スプレッド
امام	イマーム
اراضی	土地
مشکل	問題
مشکل	トラブル
نفت	石油
نفت	オイル
شرایط	規約
شرایط	用語
شرایط	状況
شرایط	条件
شرایط	状態
شرایط	条件
شرایط	状況
شرایط	事情
شرایط	情状
کارگردان	監督
کارگردان	ディレクター
کارگردان	取締役
دانشکده	カレッジ
دانشکده	大学
دختر	ガール
دختر	少女
دختر	女の子
نور	軽い
نور	明るい
نور	ライト
نور	ヌール
نور	ヌール
اجرای	処刑
اجرای	実行
اجرای	執行
لازم	必須
سازی	昇格
مرتبط	関連
شکست	失敗
شکست	故障
شکست	失敗
شکست	敗北
رشد	栽培
رشد	成長
رشد	成長
رشد	発育
گزارش	レポート
گزارش	報告
پرداخت	支払う
پرداخت	支払い
پرداخت	支払
پرداخت	決済
پرداخت	支払い
پرداخت	有料
پرداخت	レンダリング
هلند	オランダ
هلند	オランダ
هلند	ダッチ
مالی	モリー
مالی	財務
مالی	金融
مالی	財政
مالی	ファイナンス
مالی	マリ
اضافه	エクストラ
ورزشگاه	体育館
ورزشگاه	ジム
ورزشگاه	スタジアム
درون	インサイド
جنسی	性的
جنسی	性別
جنسی	セックス
امور	事務
امور	情事
امور	浮気
تأسیس	設立
شعر	歌詞
شعر	作詞
شرح	説明
شرح	解説
شرح	説明
شرح	解説
فناوری	テック
فناوری	技術
فناوری	テクノロジー
ترتیب	編曲
ترتیب	オーダー
ترتیب	注文
ترتیب	整列
مادر	ママ
مادر	おかあさん
مادر	母親
کرمان	ケルマーン
خانوار	世帯
خانوار	世帯
وضعیت	近況
وضعیت	ステータス
وضعیت	状況
وضعیت	シチュエーション
وضعیت	都道府県
وضعیت	状態
نمونه	サンプリング
نمونه	サンプル
نمونه	インスタンス
نمونه	標本
نمونه	見本
نامزد	フィアンセ
نامزد	婚約
نامزد	候補者
نامزد	候補
لیتر	リットル
لیتر	ごみ
لیتر	リットル
لاتین	ラテン語
لاتین	ラテン
مثال	インスタンス
سوئد	スウェーデン
مدل	モデル
متری	メートル
دوستان	友だち
دوستان	友達
مسیر	パス
مسیر	経路
مسیر	ルート
مسیر	弾道
دسته	カテゴリー
دسته	区分
دسته	カテゴリ
دسته	分類
دسته	バッチ
دانش	知識
ترانه	歌曲
ترانه	ソング
چرا	なぜ
چرا	why
پایگاه	塩基
پایگاه	base
پایگاه	ベース
مکان	place
مکان	場所
مکان	スポット
مکان	所在地
مکان	ロケーション
مکان	場所
فکر	考え
فکر	思考
فکر	シンク
اولیه	メイン
اولیه	プライマリ
گسترش	膨張
شناگران	競泳
عدم	non
عدم	欠如
عدم	不足
عدد	番号
عدد	数値
عدد	ナンバー
عدد	数字
عدد	数値
تعریف	定義
تعریف	賛辞
تعریف	定義
تعریف	define
نو	new
نو	新しい
نو	新規
خدمات	サービス
خدمات	サービス
همسر	ダンナ
همسر	主人
همسر	旦那
فرزند	子孫
فرزند	子供
