kategória	категорія
všetkých	все
všetkých	всіх
štátu	стан
štátu	держава
ďalšie	додаткові
ďalšie	наступний
ďalšie	наступна
ďalšie	next
ďalšie	наступне
ďalšie	далі
ďalšie	інший
ďalšie	інша
ďalšie	інші
ďalšie	інше
ďalšie	інших
ďalšie	далі
ďalšie	більше
tým	команда
meno	назва
dve	два
dve	дві
dve	двоє
dve	двох
dve	двійка
dva	два
dva	дві
dva	двоє
dva	двох
dva	двійка
mala	мали
mala	мав
mala	мала
style	стиль
približne	приблизно
približne	інфо
približne	про
približne	щодо
približne	приблизно
táto	цей
táto	ця
prvé	перше
prvé	перша
prvé	перший
martin	мартін
http	http
tri	tri
tri	три
tri	втрьох
tri	трійка
loire	луар
nich	їх
nich	їм
nich	комплектів
začal	почалося
začal	почалось
začal	почали
začal	розпочато
začal	почався
začal	почато
začal	почалось
začal	почався
praha	прага
stránke	сторінку
stránke	сторінка
stránke	сторінки
stránke	пейдж
film	фільм
film	кіно
film	фільм
film	плівка
spoločnosti	корпоративному
spoločnosti	компаній
spoločnosti	компанія
spoločnosti	компанії
spoločnosti	компаній
spoločnosti	компаніями
peter	петро
peter	пітер
mali	мали
mali	мав
mali	малий
mali	малі
patrí	належить
slovenská	словацька
strany	сторінки
strany	сторінок
strany	вечірок
strany	вечірки
strany	партій
svg	svg
slovensky	англійською
slovensky	англійська
prvá	перше
prvá	перша
prvá	перший
van	van
van	ван
van	фургон
nemecký	німецька
nemecký	німець
nemecký	герман
nemecký	німецькою
nemecký	німецький
storočí	сторіччя
storočí	століття
storočí	століть
storočí	ст
storočí	століття
storočí	century
hlavne	переважно
hlavne	головним
hlavne	основному
hlavne	особливо
hlavne	здебільшого
hlavne	переважно
astronóm	астроном
rod	род
bude	воля
bude	буде
bude	будуть
titul	назва
titul	заголовок
titul	титул
kostol	церква
kostol	костел
týchto	ці
republiky	республіка
republiky	республік
možno	maybe
možno	можливо
ženy	самиць
ženy	жінок
ženy	жінки
ďalej	далі
ďalej	наступний
ďalej	наступна
ďalej	next
ďalej	наступне
ďalej	далі
kedy	коли
územia	територій
územia	територія
systém	система
systém	системи
systém	системний
systém	системне
systém	системна
ide	їду
ide	йдемо
ide	їздить
ide	йде
ide	переходить
ide	ходить
ide	піде
ide	ide
potok	потік
potok	струмок
latinsky	латинська
latinsky	латинської
latinsky	латинські
góly	цілі
góly	голи
spisovateľ	writer
spisovateľ	письменник
európy	європу
európy	європа
európy	європі
pôvodne	спочатку
známy	відома
známy	відоме
známy	відомі
známy	знайомі
haute	от
veľkosť	розмір
john	джон
john	іоанн
john	іван
klub	club
klub	клуб
objektov	предмети
isbn	isbn
slovenské	словацька
portál	портал
článok	стаття
článok	статтю
ľudí	людини
ľudí	люди
ľudí	народ
ľudí	людей
ľudí	люди
územie	територія
možné	можливе
možné	можливо
možné	можлива
zomrel	помер
zomrel	померла
niektoré	дехто
niektoré	деякі
niektoré	якесь
niektoré	якийсь
niektoré	трохи
hudobné	музика
hudobné	музики
hudobné	музик
hudobné	музиці
hudobné	музику
hudobné	музична
hudobné	музичний
hudobné	мюзикл
hudobné	музичні
herec	актор
hry	ігор
hry	games
hry	ігри
veľký	великі
veľký	великих
veľký	великі
veľký	велике
veľký	велика
veľký	великий
veľký	біг
gmina	ґміна
gmina	гміна
života	життя
života	лайф
septembra	вересня
septembra	вересні
septembra	вересень
kráľ	кінг
kráľ	король
kráľ	цар
iii	ііі
iii	iii
maďarsku	угорщини
maďarsku	угорщині
maďarsku	угорщина
hráči	гравців
hráči	гравці
vlády	правління
vlády	уряд
vlády	уряди
môžu	можна
miest	місць
miest	місця
miest	місцини
zároveň	одночасно
napriek	незважаючи
mieste	місце
mieste	пляма
mieste	сайт
kráľa	кінг
kráľa	король
kráľa	цар
tam	tam
tam	туди
tam	там
spoločnosť	суспільство
spoločnosť	товариства
spoločnosť	товариство
spoločnosť	компанія
oblasť	ділянку
oblasť	регіон
oblasť	область
oblasť	область
oblasť	ділянка
oblasť	площа
oblasť	місцевість
nej	her
nej	нею
nej	її
nej	їй
vek	віці
vek	вік
vek	ера
vek	доба
takmer	майже
štadión	стадіон
štadión	стедіум
muži	самці
muži	чоловіки
októbra	жовтень
októbra	жовтня
októbra	жовтні
život	життя
život	лайф
mája	травнева
mája	травня
mája	травневі
mája	травні
mája	травень
dňa	день
dňa	дню
dňa	дня
národné	національна
národné	націонал
národné	національне
národné	національний
národné	національні
jozef	йозеф
jozef	джозеф
jozef	йосип
jozef	жозеф
jozef	йозеф
center	центр
syn	сина
syn	сину
syn	син
marca	березні
marca	березень
marca	березня
dĺžka	тривалість
dĺžka	довжина
dĺžka	довжини
dĺžka	довгота
augusta	серпні
augusta	серпня
augusta	серпень
augusta	августа
veľké	великі
veľké	великих
veľké	великі
veľké	велике
veľké	велика
veľké	великий
veľké	біг
školy	школах
školy	шкіл
školy	школа
školy	училище
nový	нові
nový	нове
nový	нова
nový	новий
nový	створити
obsahuje	містить
obsahuje	містяться
anderson	андерсон
správa	повідомити
správa	скарга
správa	звіт
správa	повідомлення
správa	адміністрація
správa	адміністрації
správa	адміністрування
štát	країни
štát	країна
štát	кантрі
štát	стан
štát	держава
pomocou	користування
pomocou	використання
hráč	гравця
hráč	програвач
hráč	гравець
hráč	геймер
banskej	банська
júna	червня
júna	червні
júna	червень
kitt	кітт
cesta	контур
cesta	шлях
cesta	маршрут
cesta	мандрівка
cesta	подорож
cesta	подорожі
cesta	спосіб
cesta	шлях
cesta	дорожні
cesta	дорога
apríla	квітень
apríla	квітня
apríla	квітні
dostal	got
krajiny	країни
krajiny	країна
krajiny	кантрі
krajiny	ландшафт
krajiny	краєвид
krajiny	пейзаж
krajiny	ландшафтний
krajiny	країн
krajiny	країни
začala	почалося
začala	почалось
začala	почали
začala	розпочато
začala	почався
začala	почато
začala	почалось
začala	почався
spacewatch	spacewatch
ceny	ціни
ceny	призи
žilo	жили
žilo	жила
žilo	жив
číslo	число
číslo	кількість
číslo	номер
číslo	номера
typ	типу
typ	тип
politik	політик
pyrénées	піренеї
následne	послідовно
mesa	меса
košice	кошице
rôznych	різноманітні
rôznych	різні
spojené	united
spojené	юнайтед
júla	липень
júla	липні
júla	липня
práve	просто
práve	щойно
niektorých	дехто
niektorých	деякі
niektorých	якесь
niektorých	якийсь
niektorých	трохи
čas	тайм
čas	час
prípade	регістр
prípade	справа
prípade	випадок
prípade	випадку
novembra	листопаді
novembra	листопад
novembra	листопада
loneos	loneos
víťaz	переможець
víťaz	переможниці
decembra	грудень
decembra	грудня
decembra	грудні
nemecko	німеччини
nemecko	німеччині
nemecko	німеччина
nemecko	німеччину
hlavné	мажор
hlavné	майор
hlavné	головний
hlavné	основне
hlavné	головна
hlavné	головні
hlavné	головне
galaxia	галактика
awards	нагороди
vrátane	включаючи
vrátane	включно
vrátane	зокрема
vrátane	включно
vrátane	включено
hviezdna	зоряна
troch	три
troch	втрьох
troch	трійка
postupne	поступово
práce	роботи
práce	робота
práce	працюю
práce	працюють
práce	роботу
práce	робочий
veľká	великі
veľká	великих
veľká	великі
veľká	велике
veľká	велика
veľká	великий
veľká	біг
množstvo	сума
množstvo	суму
množstvo	кількість
opäť	знов
opäť	знову
priezvisko	прізвище
otec	тато
otec	батька
otec	батько
otec	батьку
otec	отець
com	com
svete	світовий
svete	світ
svete	світе
svete	world
podobne	взаємно
podobne	аналогічно
stránky	сайти
stránky	сайтів
stránky	юнеско
stránky	сторінки
stránky	сторінок
diela	працює
poloha	розташування
poloha	позиція
poloha	положення
poloha	позиції
poloha	розміщення
poloha	місцезнаходження
poloha	локація
poloha	місце
poloha	розташування
niekedy	інколи
niekedy	деколи
niekedy	іноді
niekedy	якось
typu	типу
typu	тип
deň	день
deň	дню
deň	дня
houten	гутен
druhý	другий
druhý	друге
druhý	друга
druhý	секунда
články	статті
články	статтями
články	статей
vtedy	потім
vtedy	тоді
jedna	одна
jedna	one
jedna	одне
jedna	один
každý	everybody
každý	усі
každý	всім
každý	усіх
každý	усі
každý	усім
každý	всіх
každý	кожен
každý	кожні
každý	кожну
každý	кожного
každý	кожному
každý	кожен
každý	кожна
sur	сюр
obrázok	picture
obrázok	зображення
obrázok	картинка
obrázok	фото
obrázok	зображення
obrázok	фігура
celý	ціла
celý	цілу
celý	цілий
celý	ціла
obyvateľstva	населення
členovia	учасники
členovia	члени
stále	still
stále	ще
stále	надалі
stále	досі
jednotky	одиниці
jednotky	поповнення
jednotky	війська
dejiny	журнал
dejiny	історія
dejiny	історії
alpes	альп
alpes	альпи
priemerný	середній
priemerný	середнє
priemerný	середня
priemerný	середнього
diskusia	дискусії
diskusia	дискусія
diskusia	обговорення
diskusia	дискусії
diskusia	дебати
keďže	відтоді
keďže	відколи
program	програма
program	програма
gitara	гітару
gitara	гітара
jedným	одна
jedným	one
jedným	одне
jedným	один
článku	стаття
článku	статтю
hudobný	музична
hudobný	музичний
hudobný	мюзикл
hudobný	музичні
kolo	колі
kolo	кругла
kolo	круглий
kolo	round
kolo	раунд
začali	почалося
začali	почалось
začali	почали
začali	розпочато
začali	почався
začali	почато
začali	почалось
začali	почався
strana	вечірка
strana	партії
strana	вечірки
strana	партія
strana	party
strana	сторінку
strana	сторінка
strana	сторінки
strana	пейдж
strana	збоку
strana	сторона
strana	бічна
strana	бік
strana	сторони
francúzsko	франції
francúzsko	франція
francúzsko	францію
taktiež	також
obdobia	строк
obdobia	строків
dobe	тайм
dobe	час
autor	автор
autor	автора
autor	автором
park	парк
popis	напис
popis	підпис
popis	опис
cena	ціна
pravdepodobne	ймовірно
pravdepodobne	орієнтовно
pravdepodobne	можливий
der	дер
nová	нові
nová	нове
nová	нова
nová	новий
nová	створити
rieky	річка
rieky	ріка
rieky	річок
rieky	річки
rieky	ріки
rôzne	різноманітні
rôzne	різні
rôzne	different
rôzne	інше
rôzne	різні
rôzne	різних
rôzne	відмінні
rôzne	різне
rôzne	різні
rôzne	різне
obdobie	строк
obdobie	період
škola	школа
škola	училище
klubu	club
klubu	клуб
februára	лютому
februára	лютий
februára	лютого
františek	франтішек
františek	френсіс
františek	франциск
františek	ференц
albumy	альбомів
albumy	альбоми
dielo	роботи
dielo	робота
dielo	працюю
dielo	працюють
dielo	роботу
dielo	робочий
nakoniec	зрештою
väčšina	найцікавіше
väčšina	більшість
väčšina	більшість
väčšina	більшістю
zápasy	збігається
zápasy	матчів
zápasy	відповідає
zápasy	сірники
zápasy	поєдинки
zápasy	бої
zápasy	образи
zápasy	ігор
zápasy	games
zápasy	ігри
neho	нього
neho	постане
neho	йому
neho	ним
neho	його
turnaj	турнір
rovnako	взаємно
rovnako	однаково
rovnako	збігається
rovnako	однаковий
rovnako	однакові
rovnako	same
rovnako	самий
druh	типу
druh	тип
druh	виді
druh	вид
druh	види
stavby	конструкцій
stavby	структури
stavby	структур
stavby	конструкції
priamo	чесні
priamo	стріт
priamo	прямі
priamo	прямо
priamo	відверта
priamo	пряма
priamo	прямий
priamo	direct
priamo	прямі
priamo	напряму
priamo	безпосередньо
metrov	метрах
metrov	метрів
metrov	метри
metrov	метрів
metrov	метри
anglický	англійською
anglický	англійська
albumu	альбому
albumu	альбом
funkcia	функція
funkcia	функцію
funkcia	функції
funkcia	можливість
von	назовні
von	вийшов
von	out
článkov	статті
článkov	статтями
článkov	статей
štátov	стани
štátov	штати
južnej	південна
južnej	південний
južnej	південна
južnej	південь
južnej	південний
piesne	пісень
piesne	пісні
piesne	songs
verzia	версія
hoci	хоча
hoci	хоча
hoci	щоправда
image	зображення
york	йорк
rad	серія
rad	серії
rad	ряд
rad	ряди
rad	рад
rad	рядок
európe	європу
európe	європа
európe	європі
ktorým	закладання
členom	член
členom	учасник
členom	учасника
členom	члена
zatiaľ	ще
zatiaľ	тимчасом
výška	висота
výška	висота
túto	цей
túto	ця
stav	стан
stav	статус
stav	стану
stav	статусі
stav	умова
william	вільям
png	png
menom	названий
menom	назвали
menom	названо
krajine	країни
krajine	країна
krajine	кантрі
marne	марн
marne	марна
právo	правий
právo	права
právo	право
právo	праворуч
právo	закон
právo	право
stretnutie	зустріч
stretnutie	засідання
stretnutie	нарада
stretnutie	зустрічі
stretnutie	зустріч
oficiálne	офіційні
oficiálne	офіційна
oficiálne	офіційний
oficiálne	офіційне
oficiálne	офіційно
univerzity	університети
univerzity	університет
viacerých	декілька
tímov	команди
san	сан
david	давід
david	девід
david	давид
rozhodca	суддя
rozhodca	судді
rozhodca	суддю
rozhodca	арбітр
rozhodca	рефері
rozhodca	суддя
zmysle	сенс
zmysle	значення
informácie	info
informácie	інформації
informácie	інформація
informácie	відомості
informácie	інформація
veľa	багато
veľa	багато
veľa	багатьох
veľa	багато
veľa	сильно
dokonca	навіть
dokonca	даже
deti	діти
deti	дітям
deti	дітьми
deti	дітлахи
deti	дітки
deti	діти
deti	дітьми
deti	дітей
deti	діти
deti	малюків
deti	немовлята
malo	мало
malo	мали
malo	мав
malo	повинен
malo	слід
malo	повинно
malo	should
rakúsko	австрія
rakúsko	австрії
znamená	засоби
severnej	північна
severnej	північний
severnej	північне
dom	хати
dom	будинок
dom	дом
vody	вода
vody	водні
vody	водяний
vody	водяне
vody	вод
jan	ян
patria	належать
www	www
vždy	завжди
práva	дозволи
práva	права
ľudia	людини
ľudia	люди
ľudia	народ
ľudia	людей
ľudia	люди
známe	відома
známe	відоме
známe	відомі
známe	знайомі
herečka	актриса
herečka	акторка
hrad	замок
menej	меньше
menej	менше
menej	менше
hier	ігор
hier	games
hier	ігри
bgcolor	bgcolor
známa	відома
známa	відоме
známa	відомі
les	лісі
les	лез
les	ле
les	лес
les	лесь
les	лісова
les	ліс
skôr	скоріше
skôr	скоріш
skôr	раніше
systému	система
systému	системи
systému	системний
systému	системне
systému	системна
štyri	четвірка
štyri	чотирьох
štyri	чотири
zeme	землею
zeme	earth
zeme	землі
zeme	земля
lode	човни
lode	човнів
lode	кораблів
lode	кораблі
banská	банська
banská	гірнича
sám	наодинці
sám	поодинці
sám	сама
sám	самі
básnik	поет
úplne	цілком
úplne	повністю
úplne	повністю
dní	днів
dní	дні
ďalší	інший
ďalší	інша
ďalší	наступний
ďalší	наступна
ďalší	next
ďalší	наступне
ďalší	далі
skladateľ	композитор
skladateľ	редактор
kto	хто
kto	who
rozdiel	різниця
rozdiel	різниці
rozdiel	диференціальна
tím	команда
družstvo	відділення
družstvo	загін
družstvo	кооперативна
matematik	математик
armády	армії
armády	армій
armády	армії
armády	армія
armády	військо
armády	армійський
rady	порада
rady	пораду
rady	поради
rady	рада
rady	ради
mať	маю
mať	маєш
mať	have
world	світовий
world	світ
world	світе
world	world
označenie	позначення
označenie	розмітка
označenie	позначення
označenie	натяку
označenie	ідентифікація
druhá	другий
druhá	друге
druhá	друга
druhá	секунда
mužstvo	мужність
mužstvo	чоловічу
mužstvo	команда
musí	мусить
musí	має
musí	повинен
jazyk	язик
jazyk	язика
jazyk	мова
jazyk	мови
jazyk	мову
obvode	периметр
priezviská	прізвища
predtým	раніше
predtým	перед
predtým	before
vzniku	початку
finále	фінал
open	відкрити
open	відкрита
open	відкрито
open	відкриті
open	відкритий
činnosť	заняття
činnosť	діяльності
činnosť	діяльність
činnosť	активність
činnosť	дії
činnosť	діяльності
činnosť	дія
činnosť	діяльність
vojna	війна
vrch	згори
vrch	вгорі
vrch	топ
vrch	верхній
vrch	найпопулярніші
vrch	зверху
paul	пол
paul	пауль
paul	павло
seine	сен
súťaže	конкурсів
súťaže	змагань
súťaže	змагання
súťaže	конкурси
súťaže	змагання
väčšinou	здебільшого
väčšinou	переважно
ivan	іван
ivan	іванко
pracoval	спрацювало
pracoval	працював
pracoval	працювали
pracoval	працювала
česká	чеською
česká	чеської
česká	чеська
česká	чех
pas	паспорт
cesty	шляхи
cesty	контури
cesty	шляхи
cesty	маршрутів
cesty	маршрути
cesty	доріг
cesty	дороги
šírka	широта
šírka	ширина
šírka	ширину
šírka	товщина
základné	необхідних
základné	необхідного
základné	необхідний
základné	базові
základné	базове
základné	основні
základné	базовий
základné	основний
chránené	захищений
chránené	захищена
chránené	захищено
rýchlosť	швидкість
rýchlosť	оцінити
rýchlosť	частота
rýchlosť	швидкість
rýchlosť	оцініть
rýchlosť	ставка
rýchlosť	швидкість
pozícia	розташування
pozícia	позиція
pozícia	положення
pozícia	позиції
podarilo	переживали
podarilo	худоби
podarilo	вдалося
podarilo	зуміли
podarilo	керується
mnoho	багато
mnoho	багатьох
prezident	президент
prezident	президенти
knihy	книжки
knihy	книг
knihy	книги
prírodná	натуральний
prírodná	натуральна
prírodná	натуральні
prírodná	природний
prírodná	природні
cieľom	aim
prahe	прага
študoval	вчився
študoval	вивчав
študoval	вивчила
študoval	навчався
filozof	філософ
rhône	рон
spev	спів
spev	співати
spev	співає
častí	частини
častí	частинами
hral	грали
hral	грала
hral	грав
organizácie	організації
organizácie	організацій
organizácie	установа
organizácie	організація
organizácie	організаціями
organizácie	організація
organizácie	установа
ostrov	острів
kráľovstvo	царство
kráľovstvo	kingdom
kráľovstvo	королівство
pavol	павол
pavol	пол
pavol	пауль
pavol	павло
triedy	класи
triedy	клас
americká	американський
americká	американець
americká	американські
americká	американська
americká	американської
hlavný	головний
hlavný	основне
hlavný	головна
hlavný	головні
hlavný	головне
play	відтворити
play	грати
play	програти
kluby	клуби
kluby	жир
kluby	клубів
najviac	найцікавіше
najviac	більшість
došlo	сталася
došlo	сталась
došlo	трапилась
sídlo	маєток
sídlo	штаб
sídlo	місце
sídlo	seat
člen	член
člen	учасник
člen	учасника
člen	члена
vznik	спостерігали
karol	кароль
druhov	виді
druhov	вид
druhov	види
nikdy	никогда
nikdy	ніколи
nikdy	never
činnosti	заняття
činnosti	діяльності
činnosti	діяльність
lebo	адже
lebo	бо
centre	центр
centre	центр
prevažne	здебільшого
prevažne	переважно
prevažne	головним
prevažne	основному
prevažne	здебільшого
prevažne	переважно
štáty	стани
štáty	штати
štáty	країн
štáty	країни
robert	роберт
robert	робер
hudba	музика
hudba	музики
hudba	музик
hudba	музиці
hudba	музику
dvojhra	розряд
off	off
off	вимкнено
cirkvi	церкви
cirkvi	церквах
cirkvi	храми
cirkvi	церков
cirkvi	церква
cirkvi	костел
stupeň	градус
stupeň	ступінь
stupeň	класі
spojených	приєднався
spojených	долучився
spojených	приєдналися
spojených	приєднується
spojených	приєдналася
michal	міхал
michal	михайло
michal	майкл
michal	michael
michal	михаїл
význam	відповідність
význam	важливості
význam	важливість
význam	сенс
význam	значення
význam	значущість
budova	будівля
budova	будівництво
budova	будуємо
budova	будівельні
budova	будівлі
malé	малий
malé	малі
malé	маленькі
malé	маленька
malé	маленький
malé	маленькі
raz	колись
raz	once
jedno	одна
jedno	one
jedno	одне
jedno	один
nord	nord
tretiny	третин
šport	спорт
šport	спорт
šport	спортивні
šport	спорту
človek	людина
človek	людський
človek	людина
človek	чоловік
človek	мужчина
človek	man
jean	жан
jean	джин
spevák	співак
spevák	співачка
spevák	співака
des	des
des	дез
pomerne	дещо
pomerne	відносно
polovici	середина
polovici	середини
minulosti	минулий
minulosti	минулі
minulosti	минуле
udalostí	події
diel	працює
ostatné	інший
ostatné	інша
ostatné	інші
ostatné	інше
ostatné	інших
ostatné	інших
ostatné	інші
ostatné	іншими
cca	приблизно
skóre	рахунок
skóre	результат
skóre	оцінка
skóre	рахунку
kultúry	культура
kultúry	культур
black	чорні
black	чорне
black	чорна
black	чорний
filmy	films
filmy	фільми
filmy	фільмів
filmy	знімали
filmy	фільми
filmy	кіно
stanice	станції
rock	скеля
rock	рок
rock	кручі
rock	rock
české	чеською
české	чеської
české	чеська
české	чех
napísal	писав
napísal	записано
napísal	написано
napísal	записані
napísal	написав
napísal	написала
napísal	писав
dal	dal
dal	дали
dal	віддала
dal	дав
dal	віддали
dal	дала
liga	ліга
liga	ліга
funkcie	функція
funkcie	функцію
funkcie	функції
funkcie	функції
funkcie	особливості
funkcie	можливості
funkcie	функціональність
matka	матір
matka	мати
matka	матері
stalo	сталося
stalo	відбулося
stalo	трапилося
stalo	трапилось
kategórie	категорія
kategórie	категорії
republika	республіка
rodiny	сімей
rodiny	родин
rodiny	родини
najlepší	кращий
najlepší	найкраща
najlepší	найкращий
najlepší	найкраще
najlepší	найкращі
pieseň	конкурс
pieseň	пісня
univerzite	університет
juraj	юрай
hrá	грає
hrá	відтворює
futbalista	футболіст
niekoľkých	декілька
centrum	centrum
centrum	центр
centrum	центр
druhy	виді
druhy	вид
druhy	види
federácie	федерація
mohol	зміг
mohol	могла
mohol	змогли
mohol	вдалось
mohol	міг
moselle	мозель
tie	ті
tie	тих
tie	тими
rieka	річка
rieka	ріка
richard	річард
najprv	перше
najprv	перша
najprv	перший
rusko	росії
rusko	росію
