hovards	howard
zemā	baixos
zemā	low
zemā	baixo
nometņu	acampamentos
vāja	coitado
vāja	pobre
vāja	pobres
vāja	fracos
vāja	fraco
vāja	fraca
vāja	fracas
radinieks	parente
radinieks	relativa
radinieks	relativo
saīsinājums	abreviação
saīsinājums	sigla
saīsinājums	abreviatura
vairojas	multiplica
nosūta	envia
mērija	mary
mērija	maria
monarhijas	monarquias
motorola	motorola
govs	vaca
lokomotīves	locomotivas
versaļas	versalhes
versaļas	versailles
īsteno	implementa
nozaru	sectoriais
nozaru	sectorial
nightwish	nightwish
tuvojoties	aproximando
atiet	partindo
saglabāšanu	conservação
saglabāšanu	preservação
pretrunā	chances
pretrunā	probabilidades
apakšklase	subclasse
palielināts	aumentado
palielināts	aumentados
palielināts	aumentou
palielināts	aumentada
definīcijas	definições
santjago	santiago
konvenciju	convenção
konvenciju	convenções
turciju	turquia
saprata	percebido
saprata	entendido
saprata	entendi
saprata	entendeu
saprata	compreendido
saprata	compreendeu
renē	rené
renē	renato
renē	renee
renē	renée
renē	rené
renē	rene
izpausmes	manifestações
pjotrs	pyotr
pozitīvas	positivos
pozitīvas	positivas
pozitīvas	positivo
pozitīvas	positiva
albedo	albedo
komunikāciju	comunicações
komunikāciju	comunicação
palielinot	aumentar
palielinot	aumentando
palielinot	crescente
sekcijas	autópsia
sekcijas	autópsias
sekcijas	baías
sekcijas	secções
sekcijas	seções
ievērojot	observar
ievērojot	observando
emīlija	emilia
emīlija	emília
emīlija	emilie
emīlija	emily
komentāri	comentário
komentāri	comentar
komentāri	comenta
komentāri	comentários
komentāri	observações
capri	capri
lūgšanas	oração
lūgšanas	oração
lūgšanas	preces
lūgšanas	orações
bmw	bmw
kontinentālā	continental
kontinentālā	continentais
reforma	reformar
reforma	reforma
reforma	reformas
vietējais	locais
vietējais	local
vietējais	nativas
vietējais	nativa
vietējais	nativo
vietējais	nativos
prefektūras	prefeituras
melnkalnes	montenegrino
laboratorija	laboratório
laboratorija	laboratórios
laboratorija	laboratório
laboratorija	lab
bari	bari
atsauce	referência
atsauce	referencia
tonijs	tony
egle	spruce
titāna	titânio
dāmas	senhoritas
dāmas	senhoras
dāmas	damas
publicē	publica
publicē	publicar
publicē	publique
publicē	publica
seguma	pavimentação
seguma	calçada
seguma	pavimento
lockheed	lockheed
apmeklēt	visite
apmeklēt	visitar
apmeklēt	visita
līnis	tench
saimniecība	fazenda
saimniecība	quintas
saimniecība	quinta
saimniecība	segurando
saimniecība	holding
bagāts	ricas
bagāts	rico
bagāts	ricos
bagāts	rich
bagāts	rica
lejas	leu
lejas	fundo
lejas	bottom
sep	sep
efektīvi	eficiente
efektīvi	eficientes
efektīvi	efetivamente
efektīvi	eficazmente
efektīvi	efectivo
efektīvi	eficazes
efektīvi	efetivo
efektīvi	eficaz
efektīvi	eficientemente
strādnieki	trabalhadores
strādnieki	operários
strādnieki	trabalhadoras
otavas	otava
otavas	ottawa
irbes	perdizes
apakškārtas	subordem
lidojumi	vôos
lidojumi	voos
frekvence	periodicidade
frekvence	frequências
frekvence	freqüência
frekvence	frequência
labāka	melhor
labāka	melhores
parādīšanās	emergência
parādīšanās	surgimento
tilti	bridges
tilti	pontes
darbinieka	funcionário
darbinieka	trabalhador
darbinieka	funcionária
darbinieka	empregado
tekstus	textos
dzimtenes	pátria
izmainīt	modificar
izmainīt	modifica
ļevs	lev
paraksta	assinatura
johannes	johannes
western	ocidental
western	ocidentais
western	western
western	oeste
kopīgs	partilhado
kopīgs	compartilhada
kopīgs	compartilhado
kopīgs	compartilhou
kopīgs	partilhada
twitter	twitter
domāšanas	mentalidades
domāšanas	mentalidade
licence	licenças
licence	licença
licence	licença
fiziskā	física
fiziskā	físicas
fiziskā	fisico
fiziskā	físicos
fiziskā	físico
vēlams	preferencialmente
vēlams	desejável
vēlams	desejáveis
aitu	ovinos
aitu	ovelha
aitu	carneiros
aitu	ovelhas
paplašināt	estender
paplašināt	prolongar
paplašināt	alargar
paplašināt	ampliar
paplašināt	alargar
paplašināt	expandir
pietiek	suficiente
pietiek	chega
model	model
model	modelo
izdevumus	gastos
izdevumus	despesas
fēru	faroé
plaudis	bream
meklēja	procurada
meklēja	procurado
meklēja	procurou
meklēja	procurado
meklēja	procurou
meklēja	procurei
piegādes	delivery
piegādes	entrega
piegādes	veiculação
piegādes	suprimentos
piegādes	fornecimentos
piegādes	fornecimentos
piegādes	entregas
maksāja	pagas
maksāja	pagou
maksāja	pagos
maksāja	paguei
maksāja	pago
maksāja	paga
iesaistīts	implicado
iesaistīts	implicados
iesaistīts	implicada
iesaistīts	implicado
iesaistīts	envolvida
iesaistīts	envolvido
iesaistīts	envolvidos
leafs	leafs
skābes	ácidos
skābes	ácido
skābes	ácidos
sibīriju	sibéria
jebkad	ever
jebkad	nunca
ieviešanas	apresentações
garoza	córtex
iniciatīvu	iniciativa
iekarot	conquistar
iekarot	conquista
iekarot	conquiste
iekarot	invadir
iekarot	invadem
mēle	língua
mēle	lingua
espn	espn
redzamais	visíveis
redzamais	visível
kurzeme	curlândia
tuvojas	aproximando
sliedes	trilhas
sliedes	trilhos
sliedes	faixas
sliedes	ferroviário
sliedes	carril
sliedes	carris
sliedes	trilhos
virsotni	vértice
virsotni	vértices
emma	emma
emma	ema
atkārtots	repetido
atkārtots	repetidas
atkārtots	repetidos
atkārtots	repetida
atkārtots	repita
atkārtots	repete
atkārtots	repito
atkārtots	repetir
atkārtots	repetição
vāsa	vasa
mošejas	mesquitas
beļģu	belga
beļģu	belgas
ralfs	ralf
ralfs	ralph
ein	ein
tiesnešu	juízes
tiesnešu	juizes
izvirzīts	nomeados
izvirzīts	indicado
izvirzīts	nomeado
izvirzīts	nomeada
zvejas	pescaria
zvejas	pesca
zvejas	pescar
martina	martina
torps	thorpe
septītā	sétima
septītā	seventh
septītā	sétimo
algoritms	algoritmo
bij	anteriormente
bij	antigamente
atbildi	responde
atbildi	resposta
atbildi	responder
atbildi	responda
atbildi	responde
atbildi	resposta
atbildi	responder
atbildi	responda
izraisot	provocando
precizitāti	exactidão
precizitāti	rigor
precizitāti	precisão
precizitāti	exatidão
asinīm	sangue
asinīm	blood
aprēķināt	calcular
aprēķināt	calcula
aprēķināt	calcular
aprēķināt	calcule
pavasaris	spring
pavasaris	primavera
pavasaris	mola
gabalu	pedaço
gatavo	terminei
gatavo	terminou
gatavo	acabado
gatavo	concluído
gatavo	terminado
gatavo	terminada
visam	everything
visam	tudo
bīskapi	reval
bīskapi	bispos
fasādes	fachada
fasādes	fachada
fasādes	fachadas
konvencija	convenção
konvencija	convenções
aptumsums	eclipse
nolemj	decide
portu	porto
portu	porto
frankfurtes	frankfurt
frankfurtes	francoforte
lietojums	uso
lietojums	utilização
lietojums	uso
lietojums	usar
lietojums	use
lietojums	utilizar
lietojums	utilização
sarežģīta	complexas
sarežģīta	complexo
sarežģīta	complexos
sarežģīta	complexa
sarežģīta	complicados
sarežģīta	complicado
sarežģīta	complicadas
sarežģīta	complicou
sarežģīta	complicada
sarežģīta	dificil
sarežģīta	difíceis
sarežģīta	difícil
dīķi	lagoas
sabiedriski	sociável
dzīvība	vida
dzīvība	life
celulozes	celulose
celulozes	polpa
celulozes	celulose
atm	atm
smaga	pesado
smaga	heavy
smaga	pesadas
smaga	pesados
smaga	pesada
smaga	severo
smaga	severas
smaga	severa
smaga	grave
luksemburga	luxemburgo
luksemburga	luxembourg
kluso	sereno
zīmogs	selo
zīmogs	carimbo
zīmogs	foca
zīmogs	lacre
zīmogs	selo
atdalīts	separadas
atdalīts	separados
atdalīts	separado
andra	andra
plaknes	avião
plaknes	aviões
tradicionālā	tradicional
tradicionālā	tradicionais
nedēļa	semana
nasdaq	nasdaq
wnba	wnba
verdi	verdi
saistības	passivo
saistības	responsabilidades
saistības	passivos
saistības	obrigações
saistības	compromissos
saistības	autorizações
saistības	empenho
saistības	compromisso
saistības	empenhamento
saistības	comprometimento
klātbūtni	presença
līdzskanis	consoante
upuriem	vitimas
upuriem	vítimas
kolēģijas	colégios
kolēģijas	faculdades
kolēģijas	faculdade
kolēģijas	colégio
kolēģijas	college
kolēģijas	universidade
parādīt	mostra
parādīt	espetáculo
parādīt	mostrar
parādīt	show
ministre	ministro
ministre	ministra
pārveidots	modificada
pārveidots	alterado
pārveidots	modificados
pārveidots	modificado
īpatņiem	espécimes
osaka	osaka
parametru	parâmetro
parametru	parâmetros
pomerānijas	pomerânia
pomerānijas	pomerânia
karsta	karst
darels	durrell
norādes	indicações
atlaists	disparado
atlaists	despedido
atlaists	despedida
atlaists	demitido
atlaists	destroçar
atlaists	dispensados
atlaists	dispensado
atlaists	demitido
uzturēšanas	manutenção
ceļoja	viajou
ceļoja	viajado
ceļoja	viajei
ceļoja	viajava
piešķirti	atribuídos
piešķirti	atribuído
piešķirti	atribuída
piešķirti	atribuídas
piešķirti	atribuídos
piešķirti	atribuído
piešķirti	atribuídas
osvalds	oswald
osvalds	osvaldo
homērs	homer
homērs	homero
albert	albert
albert	alberto
ejot	caminhada
ejot	passear
ejot	andar
ejot	caminhar
dzeltenas	amarelo
dzeltenas	amarelos
dzeltenas	amarela
nafta	azeite
nafta	óleo
nafta	petróleo
nafta	óleos
nafta	petróleo
nafta	nafta
tūrisms	turismo
saime	bando
saime	rebanho
saime	família
saime	familia
veci	antiga
veci	velho
veci	antigo
veci	velha
veci	velhos
aparatūra	hardware
aparatūra	ferragens
aparatūra	aparelho
aparatūra	aparelhos
ieteicams	recomendada
ieteicams	recomendados
ieteicams	recomendado
ieteicams	recomendou
ieteicams	aconselhou
ieteicams	aconselhados
ieteicams	aconselhado
augstāks	superior
cukurs	açúcares
cukurs	açúcar
cukurs	sugar
cukurs	açucar
remonta	conserto
remonta	reparar
remonta	reparações
remonta	reparo
remonta	reparação
atklājās	revelada
atklājās	revelados
atklājās	reveladas
atklājās	revelou
atklājās	revelado
sīrijā	síria
patērētāju	consumidores
patērētāju	consumidor
matīss	mathis
ģeogrāfiskā	geográficos
ģeogrāfiskā	geográfico
ģeogrāfiskā	geográfica
ģeogrāfiskā	geográfico
ģeogrāfiskā	geográfica
franko	franco
veimāras	weimar
elites	elite
elites	elites
elites	elites
direktore	director
direktore	directora
direktore	diretora
direktore	diretor
direktore	realizador
kanāriju	canário
kanāriju	canárias
definē	definida
definē	definidos
definē	definidas
definē	definiu
definē	definido
definē	definir
definē	defina
definē	define
definē	define
granīta	granito
ezis	ouriço
kaija	gull
kaija	gaivota
departamentiem	departamentos
uzskaitīti	listada
uzskaitīti	listado
uzskaitīti	enumerados
uzskaitīti	listados
augt	crescer
augt	cresce
augt	crescem
augt	cresçam
augt	cresça
gars	espírito
gars	spirit
gars	espirito
paaudze	generation
paaudze	geração
guļ	dormindo
guļ	dorme
guļ	dormindo
guļ	dormir
atbilde	responde
atbilde	resposta
atbilde	responder
atbilde	responda
atbilde	responde
atbilde	resposta
atbilde	responder
atbilde	responda
atbilde	resposta
concat	concat
logotips	logo
logotips	logótipo
logotips	logotipo
ziņojums	relatório
ziņojums	denunciar
ziņojums	relatar
ziņojums	recado
ziņojums	mensagem
organisko	orgânicas
organisko	orgânica
organisko	orgânico
organisko	orgânicos
venecuēlas	venezuelana
venecuēlas	venezuelano
venecuēlas	venezuela
spriegums	voltagem
spriegums	tensão
editpage	editpage
sezonai	temporada
sezonai	época
reznors	reznor
pārstāvjus	representantes
cūka	porco
cūka	porca
milānas	milão
milānas	milan
skolotāji	professoras
skolotāji	professores
automātiskā	automáticos
automātiskā	automático
automātiskā	automática
automātiskā	automáticas
bens	ben
ieradies	chegou
ieradies	chegaram
ieradies	cheguei
csstext	csstext
habsburgs	habsburgo
habsburgs	habsburgos
starojums	irradiância
starojums	radiação
starojums	radiações
nikola	nikola
nikola	nicole
ola	ola
ola	egg
ola	ovo
ola	ovos
andrea	andreia
andrea	andrea
hana	hana
rūdas	minérios
ūdrs	lontra
raiens	ryan
vērtīgs	precioso
vērtīgs	precious
vērtīgs	preciosa
vērtīgs	preciosidade
vērtīgs	preciosos
vērtīgs	valiosas
vērtīgs	valiosa
vērtīgs	valioso
vērtīgs	valiosos
septītais	sétima
septītais	seventh
septītais	sétimo
klods	cláudia
klods	claude
iebrukums	invasões
iebrukums	invasão
stade	stade
negatīvi	negativa
negatīvi	negativas
negatīvi	negativos
negatīvi	negativo
apturēt	suspender
apturēt	parar
apturēt	pára
starpkaru	entreguerras
madridē	madrid
madridē	madri
austrumi	oriente
austrumi	leste
austrumi	east
laulību	casamento
laulību	matrimônio
linecolor	linecolor
kareivis	soldado
baptistu	baptista
baptistu	batista
nīlas	nilo
labāku	melhor
labāku	melhores
konferenču	conferências
buļļu	touros
buļļu	bulls
georgijs	georgy
georgijs	georgi
kerija	carrie
ņēma	levou
ņēma	tirou
ņēma	demorou
ņēma	levaram
zīlīte	mama
zīlīte	teta
telegrāfa	telégrafo
telegrāfa	telegraph
telegrāfa	telegráfico
veicināšana	promoção
kļūda	erro
kļūda	erros
nora	nora
sur	sur
log	log
pagarināts	estendida
pagarināts	prolongado
pagarināts	estendido
pagarināts	alargado
pagarināts	prolongou
pagarināts	prolongada
pagarināts	prolongado
pagarināts	prolongados
gultas	camas
gultas	leitos
gultas	cama
mazdēls	neto
grizzlies	grizzlies
karaļi	kings
karaļi	reis
hamburgā	hamburgo
olivers	oliver
atnesa	trouxeram
atnesa	trouxe
atnesa	trazido
lieldienu	páscoa
forums	fórum
forums	foro
forums	forum
organismi	organismos
vienpadsmit	onze
vienpadsmit	eleven
papildina	complementos
papildina	complementa
papildina	complemento
papildina	complementar
sila	sila
ceļotājs	traveler
ceļotājs	viajante
ceļotājs	viajante
simti	hundred
simti	cem
simti	centena
simti	centenas
skaidro	explica
zorro	zorro
latgale	latgale
sociālais	sociais
sociālais	social
darīts	feito
faila	arquivo
faila	ficheiro
abū	yas
minoritātes	minorias
modas	matilde
modas	maud
likteni	destino
likteni	destiny
likteni	destino
likteni	fate
dieviete	deusa
barošanas	alimentação
barošanas	alimentando
pārveidot	conversão
pārveidot	converte
pārveidot	converter
pārveidot	converta
pārveidot	modificar
pārveidot	modifica
pārveidot	transforme
pārveidot	transformada
pārveidot	transformar
pārveidot	transforma
briesmas	perigos
briesmas	perigos
briesmas	perigo
patiesi	verdadeiramente
barjeru	barreira
aizstāvēt	defender
aizstāvēt	defenda
aizstāvēt	defendam
aizstāvēt	defende
aizstāvēt	defender
aizstāvēt	defendendo
atvaļināts	aposentado
atvaļināts	reformado
atvaļināts	reformados
atvaļināts	aposentados
džeina	jane
džeina	joana
džeina	jayne
mēreni	moderadamente
mēreni	moderada
novērotas	observados
novērotas	observado
novērotas	observada
novērotas	observadas
novērotas	observou
sociālistu	socialistas
sociālistu	socialista
piecdesmit	cinquenta
piecdesmit	cinqüenta
piecdesmit	fifty
piekļūt	acessar
piekļūt	acessos
piekļūt	acesso
atcelta	cancelado
atcelta	cancelou
atcelta	cancelados
atcelta	cancelei
atcelta	cancelada
atcelta	cancelado
atcelta	cancelou
atcelta	cancelados
atcelta	cancelada
barbara	bárbara
barbara	barbara
politiķi	políticos
politiķi	politicos
stratēģijas	estratégias
masačūsetsas	massachusetts
failus	arquivos
failus	ficheiros
prezidentūras	presidências
prezidentūras	presidência
sēj	semeadas
neapoles	nápoles
kaļķu	lime
kaļķu	lima
kaļķu	cal
genādijs	gennady
čaka	chaka
čaka	chuck
uzstādīt	conjunto
uzstādīt	definir
uzstādīt	set
uzstādīt	definido
uzstādīt	instala
uzstādīt	instalação
uzstādīt	instalar
uzstādīt	instale
uzstādīt	instalada
uzstādīt	instalados
uzstādīt	instalado
ceļojums	viagem
ceļojums	jornada
ceļojums	journey
ceļojums	viagem
ceļojums	trip
pastāvīga	permanente
pastāvīga	permanentes
tendence	tendência
tendence	tendências
tendence	tendência
nogāzes	ladeira
nogāzes	encosta
nogāzes	inclinação
nogāzes	declive
nogāzes	encostas
nogāzes	pistas
noslēdz	fecha
noslēdz	conclui
ienaidnieks	inimigo
ienaidnieks	inimigas
ienaidnieks	inimiga
ienaidnieks	inimigos
ērgļi	águias
ērgļi	eagles
pagātnes	passadas
pagātnes	passados
pagātnes	passado
piedzīvojumi	aventuras
piedzīvojumi	adventures
piedzīvojumi	aventura
piedzīvojumi	aventuras
piedzīvojumi	adventure
slāņi	camadas
atvērt	abre
atvērt	aberto
atvērt	abra
atvērt	abrir
atvērt	aberta
atvērt	open
vārdnīcas	vocabulários
vārdnīcas	dicionários
izdzīvot	sobreviver
izdzīvot	sobrevive
izdzīvot	sobrevivem
izdzīvot	sobreviva
gabriels	gabriel
hiēnas	hienas
uzsver	destaques
donavas	danúbio
auss	orelha
auss	ouvidos
auss	orelhas
auss	ouvido
lcp	lcp
kviešu	trigo
šaura	estreito
šaura	estreita
šaura	estreitas
ribentropa	ribbentrop
ledu	ice
ledu	gelo
neolīta	neolítico
izgatavota	fabricados
izgatavota	fabricado
izgatavota	fabricada
izgatavota	fabricadas
egejas	egeu
ienākumus	renda
ienākumus	rendimento
ienākumus	receitas
ienākumus	proveitos
ienākumus	rendimentos
lode	bullet
lode	bala
skalas	escamas
skalas	balança
skalas	escalas
skalas	balanças
kvarca	quartzo
akts	agir
akts	ato
akts	acto
akts	act
galīgi	definitivamente
galīgi	definitiva
galīgi	definitivas
galīgi	definitivos
galīgi	definitivo
kaujinieku	combatentes
kaujinieku	milícias
kaujinieku	milícia
pakešu	pacotes
pakešu	pacote
mainījies	mudado
mainījies	alterado
mainījies	mudou
mainījies	alterada
mainījies	mudei
iepriekšējie	anterior
iepriekšējie	anteriores
izdalīt	distribui
izdalīt	distribuir
ipv	ipu
plazmas	plasma
horvātija	croácia
disciplīnās	disciplinas
zara	ramo
zara	sucursal
zara	branch
pētījums	julgamento
pētījums	estudo
pētījums	estuda
pētījums	estude
pētījums	estudar
derīgas	apto
derīgas	fit
nelsons	nelson
rasels	russel
rasels	russell
halles	halle
irbe	partridge
pakājē	sopé
pretiniekiem	adversários
pretiniekiem	oponentes
pretiniekiem	opositores
nesaskaņas	desentendimento
nesaskaņas	desacordo
nesaskaņas	discordância
nesaskaņas	desentendimentos
nesaskaņas	divergências
nesaskaņas	discórdia
magnētisko	magnéticas
magnētisko	magnética
magnētisko	magnético
magnētisko	magnéticos
iziešanas	saida
iziešanas	saída
iziešanas	sair
iziešanas	saindo
krusa	granizo
krusa	salve
fords	ford
deivs	dave
ķēde	cadeia
ķēde	corrente
ķēde	circuito
ķēde	circuitos
silīcija	silicone
silīcija	silício
vatikāna	vaticano
apmaiņa	intercâmbio
apmaiņa	troca
apmaiņa	câmbio
apmaiņa	intercâmbio
apmaiņa	trocas
apmaiņa	intercâmbios
apmaiņa	intercâmbio
demonstrācijas	manifestações
demonstrācijas	demonstrações
mustela	mustela
niedres	juncos
niedres	canas
usb	usb
deviņu	nove
deviņu	nine
veiksmīgu	sucesso
england	inglaterra
england	england
poznaņas	poznań
dievi	deuses
turnīri	torneios
vera	vera
semjuels	samuel
petrovs	petrov
pretinieks	inimigo
pretinieks	inimigas
pretinieks	inimiga
pretinieks	inimigos
pretinieks	adversários
pretinieks	adversário
pretinieks	adversária
pretinieks	adversário
pretinieks	opositor
pretinieks	oponente
tārtiņš	tarambola
nodrošināta	garantidos
nodrošināta	assegurada
nodrošināta	garantiu
konstruktors	construtor
liktenis	destino
liktenis	destiny
liktenis	destino
liktenis	fate
vdk	kgb
drīzumā	logo
drīzumā	brevemente
drīzumā	próximas
drīzumā	próximos
sēklu	semente
sēklu	sementes
gaļa	carne
gaļa	carnes
gaļa	meat
sietlas	seattle
smiltis	areia
pievienoti	adicionado
pievienoti	adicionada
pievienoti	acrescentado
pievienoti	adicionados
pievienoti	adicionou
pievienoti	adicionadas
pievienoti	anexada
pievienoti	anexados
pievienoti	anexa
pievienoti	anexado
demokrātijas	democracias
tuvo	passando
tumša	dark
tumša	escura
tumša	sombrio
tumša	escuro
liepu	linden
novēro	observem
novēro	observar
novēro	observe
dzejā	verso
dzejā	versos
dzejā	versículo
iesaistās	envolventes
iesaistās	envolvente
papua	papua
papua	papuásia
varoņi	heróis
varoņi	heroes
hip	hip
hip	quadril
hip	anca
formatdate	formatdate
gēnu	gene
gēnu	genes
romeo	romeu
romeo	romeo
zobenu	sword
zobenu	espada
raidītāji	transmissores
sesks	furão
bērnība	infância
departamentā	departamento
amatniecības	artesanal
amatniecības	artesanato
amatniecības	artesanais
amatniecības	artesanato
euro	euros
euro	euro
uzņemti	inscrito
uzņemti	inscritos
dvēsele	alma
dvēsele	soul
atļauj	permite
atļauj	permitir
atļauj	permita
ericsson	ericsson
atsauca	retirou
smags	pesado
smags	heavy
smags	pesadas
smags	pesados
smags	pesada
smags	severo
smags	severas
smags	severa
smags	grave
arnis	arnis
bronza	bronze
artis	artis
migla	névoa
migla	nevoeiro
migla	neblina
migla	foggy
migla	névoa
migla	nevoeiro
migla	neblina
krava	carregar
krava	carga
krava	carga
krava	frete
krava	mercadorias
iekšzemē	internamente
sēž	sentando
sēž	sentado
sēž	sentada
sēž	sentados
ieguldījums	contributo
ieguldījums	contribuição
ieguldījums	investimento
ieguldījums	investimentos
runu	discurso
militāri	militares
militāri	militar
militāri	militarmente
redakcija	versão
somālijas	somália
somālijas	somália
somālijas	somali
sadaļas	secções
sadaļas	seções
sadaļas	capítulos
advokātu	jurista
advokātu	advogada
advokātu	advogado
darbnīca	workshop
darbnīca	oficina
darbnīca	ateliê
rīku	gear
rīku	engrenagem
ženēvas	genebra
zemesraga	canaveral
meksika	méxico
meksika	mexico
pusvadītāju	semicondutores
pusvadītāju	semicondutores
skudru	formigas
zirgam	cavalos
zirgam	cavalo
pozitīvi	positivos
pozitīvi	positivas
pozitīvi	positivo
pozitīvi	positiva
atzīmēta	marcada
atzīmēta	marcados
atzīmēta	identificado
atzīmēta	marcado
atzīmēta	identificada
čeļabinskas	chelyabinsk
mednieki	caçadores
vērsts	dirigiu
vērsts	direcionado
vērsts	dirigido
vērsts	orientados
vērsts	orientado
vērsts	orientada
vērsts	orientadas
mantas	pertences
vilces	tracção
vilces	tração
vilces	impulso
izteiktas	pronunciado
izteiktas	pronunciada
pierādījumu	prova
pierādījumu	provas
kristietība	cristianismo
kristietība	cristandade
dzēšanu	eliminação
dzēšanu	exclusão
dzēšanu	apagamento
dzēšanu	supressão
izvairās	evita
stiprs	forte
stiprs	strong
stiprs	fortes
zoo	zoológico
zoo	zoo
olimpiāde	olimpíada
olimpiāde	olimpíadas
olimpiāde	olimpíada
nulle	zero
aprīkots	equipados
aprīkots	equipado
aprīkots	equipados
aprīkots	equipada
aprīkots	equipadas
aprīkots	equipado
disney	disney
zaļas	verde
zaļas	green
zaļas	verdes
lists	liszt
elza	elsa
elza	elza
zum	zum
ņem	pega
ņem	levar
ņem	take
ņem	pegue
ņem	toma
ņem	leve
pievienošanas	incorporação
tava	seu
tava	sua
alianse	aliança
alianse	alliance
etc	etc
apkārtmērs	circunferência
arābi	árabes
raktuves	minas
raktuves	meu
raktuves	mina
raktuves	minha
kāpnes	escada
kāpnes	escadas
kāpnes	degraus
kāpnes	escada
kāpnes	escadarias
kāpnes	escadas
gana	gana
vesels	inteiras
vesels	inteiros
vesels	inteiro
virsbūves	carroçaria
virsbūves	corpos
virsbūves	órgãos
signes	signes
parametrs	parâmetro
parametrs	parâmetros
militārie	militares
militārie	militar
iestāšanās	adesão
leļļu	fantoche
leļļu	marionete
leļļu	marioneta
leļļu	dollhouse
vistas	galinhas
vistas	frango
vistas	galinhas
vistas	galinha
vistas	chicken
vistas	frangos
vistas	frangos
vistas	galinhas
īpatņu	espécimes
getparent	getparent
deklarācija	declaração
islandē	islândia
pjedestāla	pódio
pjedestāla	pedestal
autonomijas	autonomia
paradīzes	paraiso
paradīzes	paraíso
paradīzes	paradise
vēsturisks	histórico
vēsturisks	históricas
vēsturisks	histórica
vēsturisks	históricos
vēsturisks	históricas
vēsturisks	histórico
vēsturisks	histórica
vēsturisks	históricos
panorāma	panorama
atmosfēra	atmosfera
eva	eva
eva	eee
eva	aea
astoņiem	oito
astoņiem	eight
mobilais	móvel
mobilais	telemóvel
mobilais	celular
mobilais	móveis
inovācijas	inovações
inovācijas	inovações
inovācijas	inovação
dītrihs	dietrich
bolīvijas	boliviano
seju	cara
seju	carinha
seju	rosto
seju	face
salo	salo
pārvaldnieks	gerenciador
pārvaldnieks	gerente
pārvaldnieks	gestor
dem	dem
primārais	primária
primārais	primário
primārais	primárias
primārais	primários
darījumu	transação
darījumu	transacção
diplomu	diploma
bono	bono
