кнежество	achaia
тото	toto
даг	gravet
даг	gravede
даг	dug
даг	doug
лок	lok
лок	locke
започнување	opsendelse
започнување	igangsætning
започнување	lancering
започнување	udsætning
започнување	iværksættelse
сиетл	seattle
вектор	vektor
опаѓа	falder
опаѓа	dropper
пиво	øl
пиво	bajer
метју	mathew
метју	matthew
метју	mater
аеродроми	lufthavne
аеродроми	lufthavnene
одбивање	afslag
одбивање	nægtelse
одбивање	afvisning
одбивање	forkastelse
одбивање	afslag
одбивање	afvisning
стомакот	maven
стомакот	mave
стомакот	belly
стомакот	maven
стомакот	underlivet
стомакот	mave
хормони	hormon
хормони	hormoner
микеланџело	michelangelo
шок	chokere
шок	chok
шок	stød
шок	shock
тенис	tennis
емил	emile
емил	emil
герман	tysk
герман	tysker
герман	tyske
траење	varighed
траење	løbetid
гај	gaius
гај	fyr
гај	guy
гај	gut
идентификација	identificering
идентификација	identifikation
тули	mursten
тули	klodser
тули	brick
тули	mursten
тули	tully
алтернатива	alternativet
алтернатива	alternativt
алтернатива	alternativ
експанзија	udvidelse
експанзија	udbygning
експанзија	ekspansion
оженет	gifte
оженет	gift
презентација	præsentation
презентација	forelæggelse
презентација	fremlæggelse
презентација	fremvisning
мекларен	mclaren
сатурн	saturn
перспектива	overslag
перспектива	perspektivet
перспектива	perspektiv
малтретирање	mobber
малтретирање	mobning
малтретирање	chikane
изразена	udtrykt
стратешки	strategisk
винсент	vincent
реализација	realisering
реализација	virkeliggørelse
реализација	realisering
реализација	virkeliggørelse
реализација	erkendelse
чисти	rene
чисти	rens
чисти	ren
чисти	rent
чисти	clean
полско	polak
полско	polske
полско	polsk
паднала	faldt
паднала	faldet
паднала	væltede
нива	majsmarken
глад	hungersnød
глад	sult
глад	hungersnøden
глад	sult
глад	hungersnød
глад	sult
глад	hungersnød
глад	sulten
рене	renee
рене	rené
рене	rené
рене	rene
дозволуваат	tilladt
дозволуваат	tilladelige
дозволуваат	tilladte
крунисан	kronet
крунисан	krones
претходна	tidligere
претходна	foregående
претходна	forrige
претходна	forudgående
неопределено	fuzzy
неопределено	ubestemt
директни	direkte
директни	direct
шанси	chancerne
шанси	chancer
шанси	chance
шанси	chancer
шанси	shaanxi
гете	goethe
карактеризираат	karakterisere
илиноис	illinois
заробеништво	fangenskab
управниот	styrende
бура	tordenvejr
бура	stormen
бура	stormvejr
бура	storm
бура	uvejr
валверде	valverde
театри	teatre
театри	biografer
театри	teatre
четврто	fjerde
бренд	mærke
бренд	varemærke
бренд	brand
бренд	brandet
верувале	menes
верувале	troede
верувале	troet
подолги	længer
подолги	længere
признаен	genkendte
признаен	erkendt
признаен	genkendt
признаен	anerkendt
сервер	organisator
сервер	vært
сервер	host
сервер	værten
сервер	serveren
сервер	server
пирамида	pyramide
пирамида	pyramiden
асистенции	bistår
асистенции	assisterer
бремен	bremen
велигден	påsken
велигден	easter
велигден	påske
опкружен	omringet
опкружен	omgivet
графика	grafik
графика	grafisk
махмуд	mahmud
махмуд	mahmoud
платон	platon
платите	løn
платите	lønninger
платите	lønninger
значителни	betydelig
значителни	væsentlig
значителни	betydelige
оружја	våben
администратори	administratorer
администратори	administratorer
стандардни	standarden
стандардни	norm
стандардни	standard
решено	løste
решено	løst
решено	løste
решено	løst
решено	opklaret
прсти	tå
прсти	tæerne
прсти	tæer
прсти	fingrene
прсти	fingre
рангиран	rangeret
означи	mærke
означи	tag
означи	mærk
означи	tagge
марсел	marcel
клод	claude
бордо	bordeaux
фока	segl
фока	sæl
фока	forsegling
фока	seal
парма	parma
стабилна	pålidelig
стабилна	pålideligt
стабилна	stabil
стабилна	stald
стабилна	stabilt
стабилна	stabile
занимавал	praktiseret
занимавал	øvet
лекари	læger
лекари	lægerne
лекари	læger
натриум	natrium
албрехт	albrecht
поинаку	forskellige
поинаку	forskelligt
поинаку	anderledes
поинаку	forskellig
наставник	læreren
наставник	lærer
групирани	grupperet
групирани	sammenbyggede
групирани	sammenbygget
квалитети	kvaliteter
далас	dallas
картичка	kort
картичка	card
моторот	motoren
моторот	motor
мото	motto
мото	mottoet
мото	moto
слободан	slobodan
признал	tilstået
признал	tilstod
признал	indrømmede
колорадо	colorado
зимбабве	zimbabwe
тереза	teresa
тереза	theresa
студијата	undersøgelse
студијата	studie
студијата	studier
кејп	kappe
кејп	cape
кејп	kap
кејп	kåbe
сегмент	niche
сегмент	segment
сегмент	indslag
патрон	patron
службеник	ekspedient
роди	born
роди	fødte
роди	født
роди	roddy
војводина	vojvodina
црево	slange
црево	slangen
црево	tarmen
црево	tarm
темите	emner
темите	emnerne
јута	utah
јута	jutta
типична	typisk
типична	typiske
кристали	krystaller
кисела	alkalisk
кисела	basisk
магазин	bladet
магазин	tidsskrift
магазин	blad
магазин	magasin
седмиот	syvende
сезонски	sæsonbestemte
сезонски	sæsonbestemt
аргумент	argumentet
аргумент	argumentation
аргумент	argument
колонизација	kolonisering
сали	sully
сали	sali
сали	sulley
сали	sally
секција	afdeling
секција	sektion
секција	afsnittet
секција	afsnit
плеј	playoff
воспаление	inflammation
воспаление	betændelse
максимум	maksimum
максимум	maksimalt
фил	phil
течности	væsker
течности	væsker
охајо	ohio
војување	krigsførelse
јакоб	jakob
јакоб	jacob
јакоб	jakob
нејзе	hende
нејзе	hendes
ломбардија	lombardiet
вршење	forpligte
вршење	begår
бакар	kobber
мерења	måling
мерења	målinger
усвоено	vedtaget
усвоено	adopteret
варираат	varierer
известување	rådgivende
известување	meddelelse
известување	underretning
известување	anmeldelse
индивидуи	privatpersoner
индивидуи	enkeltpersoner
индивидуи	individer
жица	ledning
жица	wire
жица	tråd
жица	pigtråd
педесет	halvtreds
педесет	fifty
нормални	normalt
нормални	normale
нормални	normal
адријан	hadrian
адријан	adrian
бангладеш	bangladesh
бронза	bronze
хепберн	hepburn
цигари	cigaretter
цигари	smøger
цигари	cigarer
цигари	cigaret
заклучи	låse
заклучи	lås
синоним	synonym
синоним	synonymt
синоним	synonym
синоним	synonymt
велосипед	bike
велосипед	cykel
велосипед	cyklen
велосипед	cykler
велосипед	cykel
велосипед	cyklen
судијата	judge
судијата	dommeren
судијата	dommer
судијата	dommer
сандерленд	sunderland
опозиција	oppositionen
опозиција	indsigelse
опозиција	modstand
опозиција	opposition
дизајнер	designer
екран	skærmen
екран	skærm
роза	rose
роза	steg
роза	rosa
роза	roza
ејми	amy
ејми	amys
ејми	ame
водопади	falder
водопади	falls
водопади	vandfald
потпис	signatur
потпис	underskrift
потпис	undertegnelse
пронајдена	fundne
пронајдена	fandt
пронајдена	fundet
волт	walt
дискриминација	forskelsbehandling
дискриминација	diskriminering
дискриминација	diskrimination
наслови	overskrifter
наслови	overskrifterne
наслови	titler
ага	aga
куско	cusco
произведе	fremstiller
произведе	producere
одделно	separat
одделно	særskilt
одделно	separat
одделно	særskilt
одделно	adskilt
одделно	separate
убијци	lejemordere
убијци	snigmordere
убијци	morderne
убијци	mordere
убијци	mordere
магдалена	magdalene
магдалена	magdalena
данскиот	danish
данскиот	danske
данскиот	dansk
осудени	dømt
осудени	dømte
осудени	dømt
осудени	idømte
осудени	dømte
осудени	idømt
осудени	fordømt
осудени	dømt
осудени	dødsdømt
просториите	præmisser
просториите	lokalerne
просториите	lokaler
кирибати	kiribati
монро	monroe
патувал	rejste
патувал	rejst
патувал	rejste
патувал	rejst
изгубени	tabte
изгубени	fortabt
изгубени	mistede
изгубени	lost
изгубени	tabt
изгубени	mistet
етички	etiske
етички	etisk
етички	etisk
стрес	stress
стрес	understrege
лукас	lucas
лукас	lukas
фотографијата	foto
фотографијата	billede
фотографијата	photo
секаде	overalt
тибет	tibet
заработи	tjene
автономни	selvstændig
автономни	autonomt
автономни	selvstyrende
автономни	autonom
автономни	autonome
паралелни	parallelt
паралелни	sideløbende
паралелни	parallel
паралелни	parallelle
линкови	link
линкови	links
мара	mara
нилски	flodhest
новела	novelle
новела	roman
новела	novellen
прослава	festdag
прослава	fest
прослава	fejring
сок	juice
сок	saft
родно	indfødt
родно	indfødte
родно	hjemmehørende
кану	kano
номинирана	udnævnt
номинирана	nomineret
номинирана	nominerede
номинирана	udpeget
александра	alexandra
александра	aleksandra
симетрија	symmetri
физиологија	fysiologi
оперски	opera
оперски	operaen
злото	ondskab
злото	ond
злото	onde
злото	evil
злото	ondt
беркли	berkley
беркли	berkeley
архив	arkiv
архив	arkivere
архив	arkivet
архив	arkiv
архив	arkiverne
архив	arkiver
архив	arkivet
накратко	kortvarigt
возови	togene
возови	tog
изабела	isabella
изабела	isabelle
плато	plateau
опции	tilvalg
опции	muligheder
опции	indstillinger
опции	valgmuligheder
хасан	hassan
хасан	hasan
корисна	nyttig
корисна	brugbar
корисна	nyttigt
корисна	nyttige
корисна	lærerig
корисна	lærerigt
преведени	oversat
жолти	gult
жолти	gule
жолти	yellow
жолти	gul
испраќање	sende
испраќање	sender
испраќање	afsendelse
богатства	skatte
богатства	rigdomme
здравство	sundhedsvæsen
здравство	sundhedspleje
здравство	sundhedsydelser
умерено	moderat
умерено	nogenlunde
соберат	samle
соберат	saml
јон	ion
отиде	gik
босански	bosniske
партизани	partisaner
ракометна	håndbold
сахара	sahara
раѓа	born
раѓа	fødte
раѓа	født
наводнување	vanding
наводнување	kunstvanding
должности	opgaver
должности	pligter
должности	arbejdsopgaver
должности	told
сфати	forstået
сфати	forstod
сфати	forstår
сфати	forstå
сфати	forstået
сфати	realisere
хром	chrome
хром	krom
хром	krom
хром	chrom
лед	is
лед	køl
лед	ice
електронско	elektronisk
електронско	elektroniske
опстанок	overlevelsen
опстанок	overlevelse
демо	demo
доза	dosis
доза	dosering
доза	dosis
доза	dosering
воздушни	antenne
германци	tysker
германци	tyskere
германци	tyskerne
намибија	namibias
намибија	namibia
гласа	afstemninger
гласа	afstemning
гласа	stemmer
бронзен	bronze
викенд	weekenden
викенд	weekend
заменета	pendlede
заменета	udskiftet
заменета	udskiftes
заменета	erstattede
заменета	erstattet
фабрики	fabrikker
емирати	emirater
минимум	minimum
минимум	mindst
недоволно	utilstrækkelige
недоволно	utilstrækkeligt
недоволно	utilstrækkelig
универзален	universal
универзален	universelt
универзален	universelle
универзален	universel
спортист	atlet
спортист	sportsmand
ангола	angolas
ангола	angola
намален	mindsket
намален	formindsket
намален	mindsket
намален	nedsatte
намален	nedsat
намален	reduceret
намален	formindsket
вигинс	wiggins
достигнат	nået
достигнат	nåede
достигнат	rækkevidde
достигнат	reach
стотина	hundrede
стотина	hundreder
стотина	hundredevis
стотина	hundredvis
алтернативен	suppleant
алтернативен	alternativt
алтернативен	alternativ
кемал	kemal
видлива	synlig
видлива	synligt
видлива	synlige
откриваат	afslører
откриваат	afsløre
вратен	returneret
вратен	returnerede
просечен	gennemsnitlige
просечен	gennemsnitlig
просечен	gennemsnit
ќерамиди	tagdækning
инка	inca
инка	tragt
ротација	rotation
ротација	drejning
ротација	roterer
ротација	rotere
тенкови	tanke
тенкови	tankene
тенкови	tanks
тенкови	kampvogne
загрозен	truet
загрозен	truede
загрозен	truede
загрозен	truet
загрозен	trues
човечко	menneskeligt
човечко	menneskelige
човечко	menneskelig
човечко	menneske
опен	åbent
опен	åbn
опен	åben
публикации	udgivelser
публикации	publikationer
теодора	theodora
заболување	sygdomme
заболување	sygdom
прстени	ringe
воведува	indfører
воведува	introducerer
практики	praktiserer
практики	praksis
практики	praksisser
практики	fremgangsmåder
младоста	ungdommen
младоста	ungdoms
младоста	unge
младоста	ungdom
болки	ømhed
болки	smerter
болки	smerte
академска	akademisk
академска	akademiske
практична	praktisk
тврдејќи	skændes
тврдејќи	argumentere
тврдејќи	diskuterer
тврдејќи	argumenterer
тврдејќи	hævder
панама	panama
театарска	teatralsk
мастерс	masters
мастерс	mestre
каталонија	catalonien
галиција	galicien
сенка	skygge
сенка	shadow
сенка	skyggen
сенка	skygge
сенка	nuance
привилегии	privilegium
привилегии	privilegium
привилегии	beføjelser
привилегии	privilegier
подигнат	rejst
занает	fartøj
занает	craft
занает	håndværk
витези	riddere
витези	ridderne
скијање	ski
брест	brest
анастасија	frederikke
анастасија	anastasia
оман	oman
диригент	dirigent
супстанции	stof
супстанции	substans
супстанции	stoffer
вечери	middage
вечери	aftener
гнездо	nest
гнездо	reden
гнездо	rede
пфалц	pfalz
кралско	kongelige
кралско	kongeligt
кралско	royale
кралско	royal
кралско	kongelig
кралско	kejserlige
кралско	imperial
резерват	reserver
резерват	reserve
религиозна	religiøst
религиозна	religiøse
религиозна	religiøs
математичари	matematikere
фрази	vendinger
фрази	sætninger
лорен	lorraine
лорен	lauren
лорен	loren
кнежевство	fyrstendømmet
кози	geder
установа	facilitet
установа	faciliteten
карибите	vestindien
карибите	caribiske
карибите	caribien
теологија	teologi
исклучоци	undtagelser
оператор	operatør
оператор	operatøren
оператор	driftsleder
јачина	intensitet
јачина	størrelsesorden
утрински	morgen
утрински	formiddag
утрински	godmorgen
неуспешен	mislykket
носејќи	pejling
носејќи	bærer
преовладува	sejrer
наша	vores
наша	vor
наша	our
наша	vores
грмушки	buskene
грмушки	buske
грмушки	busk
грмушки	bush
грмушки	bushs
грмушки	busken
сегменти	segmenter
ремо	remo
зајак	kanin
зајак	kaniner
зајак	rabbit
доволна	nok
наставници	lærere
наставници	undervisere
наставници	lærerne
лош	slemt
лош	skidt
лош	bad
лош	dårligt
лош	dårlig
кал	mud
кал	mudder
кал	kal
кал	cale
кал	cal
дан	dan
дан	dunne
дан	dunn
дан	dun
соочи	ansigt
соочи	ansigtet
соочи	fjæs
соочи	face
помало	mindre
урбана	urban
шести	sjette
предизвик	challenge
предизвик	udfordring
предизвик	udfordringen
малтер	mørtel
исполнети	indfriet
исполнети	opfyldt
матеј	matthew
претседателството	formandskabet
претседателството	formandskab
ријана	rihanna
пенали	sanktioner
пенали	straffe
радиус	radius
незадоволство	utilfredshed
незадоволство	utilfredshed
свештеникот	præst
празни	tomme
празни	tomt
празни	tom
шефот	chef
шефот	chief
шефот	høvding
шефот	chef
шефот	chefen
шефот	boss
четворица	fire
четворица	four
гледајќи	kigger
гледајќи	ser
пластика	plastik
пластика	plast
пластика	plastic
пластика	plastic
пластика	plast
пластика	plastik
јемен	yemen
уран	uranus
обоени	malede
обоени	malet
обоени	farvet
обоени	farvede
обоени	farvet
обоени	farvede
портрети	portrætter
австронезиски	austronesiske
алба	alba
глетка	synet
глетка	syn
идентификува	identificerer
божиќ	juleaften
божиќ	jule
божиќ	julen
божиќ	jul
божиќ	christmas
алгебра	algebra
боби	bobby
ранети	sårede
ранети	såret
роси	rossi
учествуваше	deltog
учествуваше	deltaget
мештаните	lokale
мештаните	lokalbefolkningen
покриен	omfattet
покриен	dækket
покриен	overdækket
покриен	dækkede
точна	nøjagtig
точна	nøjagtige
точна	korrekt
точна	præcis
точна	nøjagtig
точна	præcis
точна	nøjagtigt
точна	korrekte
точна	korrekt
подот	bælg
подот	gulvet
подот	etage
подот	gulv
обемот	rumfang
обемот	volumen
обемот	bind
обемот	lydstyrke
обемот	mængde
дипломат	diplomat
месопотамија	mesopotamien
должноста	pligt
должноста	pligten
должноста	told
пури	cigar
пури	cigarer
стекнува	indhenter
инцидент	hændelse
инцидент	hændelsen
работеше	arbejdede
работеше	bearbejdede
работеше	bearbejdet
вторник	tirsdag
вирус	virusen
вирус	virus
добиток	kvæg
добиток	hornkvæg
добиток	kreaturer
посредник	mellemled
посредник	mellemmand
посредник	mellemled
посредник	formidler
посредник	formidlende
посредник	mellemmand
посредник	mægler
состаноци	møder
состаноци	samlinger
сиромаштија	fattigdom
сиромаштија	fattigdommen
шер	shere
шер	sher
шер	cher
алмати	almaty
разгледува	overvejes
разгледува	overvejer
обележани	markeret
обележани	afmærket
обележани	mærket
обележани	markerede
курсеви	kurser
курсеви	kurserne
фокус	fokus
фокус	focus
дејан	dejan
конкретни	specifik
конкретни	specifikt
конкретни	specifikke
конкретни	konkret
конкретни	konkrete
конкретни	beton
супстанца	stof
супстанца	substans
наназад	bagfra
наназад	baglæns
наназад	tilbagestående
наназад	bagud
наназад	baglæns
лејди	lady
лејди	frue
лејди	dame
рап	rap
скали	stiger
скали	trappe
скали	trapperne
скали	trapper
скали	trappe
скали	trappen
скали	trappe
раководители	virksomhedsledere
раководители	ledere
раководители	forvaltere
ресурсите	midler
ресурсите	ressourcer
очекувања	forventning
очекувања	forventninger
очекувања	forventningerne
примарна	primære
примарна	primært
примарна	primær
времетраење	varighed
времетраење	løbetid
лесна	nemt
лесна	nem
лесна	let
лесна	rolig
мадагаскар	madagaskar
мадагаскар	madagascar
едрене	edirne
праќа	sender
типични	typisk
типични	typiske
пејџ	paige
џордан	jordans
џордан	jordan
постоечки	bestående
постоечки	eksisterende
јапонска	japansk
јапонска	japanerne
јапонска	japaner
јапонска	japanere
јапонска	japanske
џузепе	giuseppe
џејсон	jason
извршат	forpligte
извршат	begå
вегас	vegas
статистичка	statistisk
големини	størrelser
признат	genkendte
признат	erkendt
признат	genkendt
признат	anerkendt
признат	genkendte
признат	erkendt
признат	genkendt
признат	anerkendt
остро	stærkt
остро	kraftigt
остро	skarp
остро	sharp
остро	skarpe
остро	skarpt
формирано	stiftet
формирано	dannet
атракција	tiltrækning
параметар	parameteren
параметар	parameter
експлоатација	udnyttelse
експлоатација	efterforskning
експлоатација	udforskning
конечен	afsluttende
конечен	endeligt
конечен	endelige
конечен	endelig
пештери	huler
пештери	hulerne
андалузија	andalusien
вишок	overskydende
вишок	overskud
вишок	overflødig
вишок	overflødige
вишок	overflødigt
вишок	overskydende
стенфорд	stanford
нормандија	normandie
нормандија	normandiet
изложеност	udsættelse
изложеност	eksponering
изложеност	bestråling
антропологија	antropologi
хаити	haiti
свадба	bryllup
свадба	wedding
крајбрежјето	havnefronten
оценка	scoring
оценка	score
сони	sony
сони	sonny
нирнберг	nürnberg
изолација	isolation
изолација	isolering
ралф	ralph
ралф	rolf
самуил	samuel
следна	næste
стравот	angst
стравот	frygter
стравот	frygt
почитува	respekterer
ритуали	ritualer
интензитет	intensitet
обнови	genoprette
обнови	fornyer
обнови	forny
промовирање	fremme
промовирање	promovering
промовирање	forfremmelse
промовирање	fremme
промовирање	promovering
промовирање	promovere
промовирање	promoverer
поразена	besejrede
поразена	besejret
поразена	slået
поразена	besejrede
упатува	henvisninger
упатува	referencer
согорување	brænding
согорување	forbrænding
согорување	forbrændingen
согорување	afbrænding
согорување	brænding
согорување	forbrænding
согорување	forbrændingsanlæg
заседа	bagholdsangreb
заседа	baghold
континуирано	løbende
континуирано	kontinuerligt
континуирано	uafbrudt
континуирано	kontinuerlig
континуирано	fortløbende
континуирано	løbende
континуирано	kontinuerligt
континуирано	kontinuert
факултети	colleges
факултети	kollegier
факултети	fakulteter
берде	börde
евиденција	plader
евиденција	records
евиденција	registreringer
евиденција	fortegnelser
евиденција	optegnelser
евиденција	log
индиректно	indirekte
индиректно	indirekte
спротивни	divergerende
спротивни	afvigende
спротивни	modsatte
спротивни	modsat
кралевите	konger
кралевите	kings
пеколот	helvede
пеколот	inferno
сознанија	fund
сознанија	undersøgelsesresultater
тениско	tennis
протест	protest
протест	protestere
протест	protester
рајот	himmel
рајот	heaven
рајот	himlen
рајот	himmelen
панорама	panorama
опасни	farlig
опасни	farligt
опасни	farlige
почина	døde
ангели	engle
ангели	angels
ангели	englene
еми	emmy
еми	emmyer
шеми	mønstre
шеми	ordninger
среда	onsdag
среда	onsdagen
врат	hals
врат	halsen
врат	nakken
врат	nakke
собири	forsamlinger
играчки	legetøj
медичи	medici
медичи	medicierne
масовни	masse
масовни	mass
масовни	messe
масовни	massiv
масовни	massivt
масовни	massive
групна	multiplayer
групна	gruppe
групна	group
групна	gruppen
ник	nick
ник	nic
ник	nik
идол	idol
витамин	vitaminer
витамин	vitamin
одби	afviste
одби	afvist
одби	afslået
одби	afviste
одби	nægtet
одби	afslået
одење	går
одење	walking
одење	gående
одење	trekking
граѓанин	statsborger
граѓанин	borgeren
граѓанин	borger
материјална	materiale
материјална	materiel
комесар	kommissær
професионалец	faglige
професионалец	fagligt
професионалец	professionelt
професионалец	professionel
професионалец	professionelle
професионалец	pro
декларацијата	erklæring
декларацијата	angivelse
религиски	religiøst
религиски	religiøse
религиски	religiøs
припаѓал	tilhørt
припаѓал	tilhørte
брегови	kyster
индекси	indeks
индекси	indekser
мајмуни	aber
спартак	spartacus
спартак	spartak
докторат	doktorgrad
докторат	phd
верувањето	overbevisning
верувањето	troen
верувањето	tro
моќност	effekt
моќност	kraft
моќност	strøm
моќност	power
моќност	magt
артисти	artister
артисти	kunstnere
артисти	kunstnerne
врзани	bundet
врзани	bundne
врзани	bundet
врзани	bundne
англо	anglo
клун	næb
клун	næbbet
празен	tomme
празен	tomt
празен	tom
празен	tomt
празен	blankt
празен	blanke
празен	blank
штајнбург	steinburg
протеини	proteinindhold
протеини	protein
протеини	proteiner
тирено	tirreno
мастејн	mustaine
михаел	michael
тел	tel
тел	tlf
стразбур	strasbourg
предвидување	forudsigelse
лил	lil
лил	lille
длабоки	deep
длабоки	dybe
длабоки	dyb
длабоки	dybt
барбара	barbara
осло	oslo
пристигнува	ankommer
пристигнува	ankommer
пристигнува	indkommende
пристигнува	indgående
армстронг	armstrong
цветови	blomster
руси	russerne
руси	russere
бесплатно	fri
бесплатно	frit
бесплатно	free
бесплатно	gratis
милтон	milton
задоволи	opfylde
задоволи	tilfredsstille
фрлање	smider
фрлање	smide
фрлање	kaster
фрлање	kast
фрлање	smider
фрлање	kast
фрлање	kaste
фрлање	smide
фрлање	smid
припаѓале	tilhørt
припаѓале	tilhørte
гари	garry
гари	gary
милошевиќ	milosevic
базен	pulje
базен	bassin
базен	swimmingpool
базен	pool
базен	billard
капацитети	faciliteter
капацитети	kapaciteter
капацитети	kapacitet
грос	grov
грос	brutto
грос	ulækkert
грос	groß
рус	rus
учествуваа	udvalgte
учествуваа	udvalgt
учествуваа	deltog
учествуваа	deltaget
одраз	afspejle
одраз	reflekterer
одраз	afspejler
одраз	reflektere
одраз	refleksion
одраз	spejlbillede
одраз	afspejling
одраз	overvejelser
шарлот	charlotte
ататурк	atatürk
хумор	humor
хумор	humor
работничка	arbejder
работничка	arbejdstager
католици	katolikker
наклон	vippe
наклон	vip
утро	morgen
утро	formiddag
утро	godmorgen
мис	savn
мис	frøken
мис	savne
мис	savner
сооднос	nøgletal
сооднос	forhold
реми	remy
реми	remi
претставништво	repræsentation
претставништво	repræsentationen
пазарите	markederne
пазарите	markeder
планетите	planeterne
планетите	planeter
клајн	klein
атлетико	atletico
атлетико	atlético
кафеава	brun
кафеава	brune
кафеава	brunt
кафеава	brown
уганда	uganda
брана	dam
брана	dæmningen
брана	dæmning
брана	dige
украси	pynt
украси	dekorationer
украси	pynt
привремена	midlertidig
привремена	midlertidigt
привремена	vikar
привремена	temp
драстично	drastisk
адријатико	adriatico
неопходни	nødvendig
неопходни	nødvendige
неопходни	nødvendigt
половината	talje
половината	taljen
половината	halvt
половината	halvleg
половината	halvdelen
половината	halv
изолирани	isoleret
изолирани	isolerede
откри	afslørede
откри	afsløret
френклин	franklin
бродовите	skibe
бродовите	færger
бродовите	ferries
предупредување	advarsel
предупредување	varsling
кршење	krænkelse
кршење	overtrædelse
кршење	bryder
кршење	breaking
кршење	smadrer
кршење	smadre
државјанство	borgerskab
државјанство	medborgerskab
државјанство	statsborgerskab
државјанство	unionsborgerskab
предци	forfædre
натписи	artikler
натписи	genstande
натписи	artiklerne
харисон	harrison
леви	levi
обама	obamas
обама	obama
раскажувач	historiefortæller
осветлување	belysningen
осветлување	belysning
