kategória	categoria
patrí	pertence
slovenská	eslovaca
slovenská	eslovaco
strany	páginas
strany	festas
strany	partidos
svg	svg
slovensky	ingles
slovensky	inglês
prvá	primeira
prvá	primeiros
prvá	primeiramente
prvá	primeiro
van	carrinha
van	van
nemecký	alemã
nemecký	alemães
nemecký	alemão
storočí	séculos
storočí	século
storočí	century
hlavne	principalmente
hlavne	especialmente
hlavne	principalmente
astronóm	astrónomo
astronóm	astrônomo
rod	vara
rod	rod
rod	haste
rod	cana
bude	will
bude	vontade
titul	titulo
titul	título
kostol	igrejas
kostol	igreja
týchto	estes
týchto	essas
týchto	estas
týchto	esses
republiky	república
republiky	repúblicas
možno	talvez
možno	talvez
ženy	fêmeas
ženy	mulheres
ženy	mulheres
ďalej	seguinte
ďalej	próximo
ďalej	próxima
ďalej	next
kedy	quando
kedy	when
územia	territórios
územia	territórios
územia	território
systém	system
systém	sistema
ide	indo
ide	goes
ide	ide
potok	fluxo
potok	stream
latinsky	latim
latinsky	latino
latinsky	latinos
latinsky	latina
góly	objectivos
góly	gols
góly	metas
góly	golos
góly	objetivos
spisovateľ	escritora
spisovateľ	escritor
európy	europa
pôvodne	inicialmente
pôvodne	originalmente
pôvodne	inicialmente
súhvezdie	constelação
známy	conhecida
známy	conhecido
známy	conhecidas
známy	conhecidos
známy	familiaridade
známy	conhecido
známy	conhecidos
haute	haute
veľkosť	size
veľkosť	tamanho
veľkosť	dimensão
john	john
john	joão
john	joao
klub	club
klub	clube
objektov	objectos
objektov	objetos
isbn	isbn
slovenské	eslovaca
slovenské	eslovaco
portál	portal
článok	artigo
ľudí	humanos
ľudí	pessoas
ľudí	povo
ľudí	gente
územie	territórios
územie	território
palomar	palomar
možné	possivel
možné	possíveis
možné	possível
zomrel	morreu
zomrel	morri
zomrel	morreram
zomrel	faleceu
niektoré	alguns
niektoré	algum
niektoré	algumas
hudobné	music
hudobné	música
hudobné	musica
hudobné	músicas
hudobné	musical
hudobné	musicais
herec	ator
herec	actor
hry	games
hry	jogos
veľký	large
veľký	grande
veľký	grandes
veľký	big
veľký	grande
veľký	grandes
gmina	comuna
života	vida
života	life
septembra	setembro
kráľ	king
kráľ	rei
iii	iii
maďarsku	hungria
hráči	jogadores
vlády	governo
vlády	governos
môžu	pode
môžu	podem
môžu	lata
môžu	can
miest	locais
miest	lugares
miest	sítios
zároveň	simultaneamente
napriek	despeito
napriek	apesar
mieste	spot
mieste	sítio
mieste	site
kráľa	king
kráľa	rei
tam	tam
tam	ai
tam	ali
tam	aí
tam	lá
spoločnosť	society
spoločnosť	sociedade
spoločnosť	empresa
spoločnosť	company
spoločnosť	companhia
oblasť	região
oblasť	oblast
oblasť	area
oblasť	área
nej	dela
nej	ela
nej	her
vek	idade
takmer	quase
takmer	quase
štadión	estádio
štadión	stadium
muži	machos
muži	men
muži	homens
októbra	outubro
život	vida
život	life
mája	may
mája	maio
mája	pode
dňa	dia
národné	national
národné	nacionais
národné	nacional
jozef	jozef
jozef	joseph
jozef	josé
center	centralizar
center	centrar
center	centro
center	center
syn	son
syn	filho
marca	march
marca	marchar
marca	marcha
marca	março
dĺžka	comprimento
dĺžka	longitude
augusta	augusto
augusta	august
augusta	agosto
augusta	augusta
veľké	large
veľké	grande
veľké	grandes
veľké	big
veľké	grande
veľké	grandes
veľké	veľké
školy	escolas
školy	escola
nový	novo
nový	novas
nový	novos
nový	novidade
nový	nova
nový	nový
obsahuje	contém
anderson	anderson
správa	relatório
správa	denunciar
správa	relatar
správa	recado
správa	mensagem
správa	administração
štát	pais
štát	país
štát	estaduais
štát	state
štát	estado
štát	estadual
pomocou	utilizar
pomocou	usar
pomocou	usando
pomocou	utilizando
hráč	player
hráč	reprodutor
hráč	jogador
hráč	gamer
banskej	banská
júna	june
júna	junho
kitt	kitt
cesta	path
cesta	caminho
cesta	rota
cesta	percurso
cesta	viagem
cesta	jornada
cesta	journey
cesta	maneira
cesta	way
cesta	rodoviário
cesta	estrada
cesta	road
apríla	april
apríla	abril
dostal	got
krajiny	pais
krajiny	país
krajiny	paisagens
krajiny	paisagem
krajiny	países
začala	iniciado
začala	comecei
začala	começou
začala	começaram
začala	iniciou
začala	começou
začala	começaram
spacewatch	spacewatch
ceny	preços
ceny	prémios
ceny	prêmios
žilo	viveu
žilo	vivi
žilo	morava
žilo	vivia
žilo	vivido
číslo	número
číslo	numero
typ	type
typ	digite
typ	tipo
politik	político
politik	politico
následne	posteriormente
následne	subsequentemente
mesa	mesa
košice	košice
košice	kosice
rôznych	vários
rôznych	diversos
rôznych	várias
spojené	unidas
spojené	unida
spojené	united
spojené	unidos
júla	julho
práve	só
práve	apenas
niektorých	alguns
niektorých	algum
niektorých	algumas
čas	hora
čas	horário
čas	tempo
čas	time
prípade	case
prípade	caso
novembra	novembro
víťaz	vencedor
víťaz	ganhador
víťaz	vencedora
decembra	dezembro
nemecko	alemanha
hlavné	major
hlavné	principais
hlavné	main
hlavné	principal
galaxia	galaxy
galaxia	galáxia
awards	prémios
awards	premiação
awards	awards
awards	prêmios
vrátane	incluindo
vrátane	inclusive
vrátane	inclusiva
vrátane	inclusivo
hviezdna	estelares
hviezdna	estelar
troch	tres
troch	three
troch	três
postupne	gradualmente
práce	trabalhos
práce	trabalho
práce	trabalhar
práce	trabalhe
veľká	large
veľká	grande
veľká	grandes
veľká	big
veľká	grande
veľká	grandes
množstvo	quantia
množstvo	quantidade
množstvo	montante
množstvo	quantidades
množstvo	quantidade
opäť	novamente
priezvisko	apelidos
priezvisko	apelido
priezvisko	sobrenome
otec	pai
otec	papai
otec	pai
otec	padre
com	com
než	than
svete	world
svete	mundo
podobne	similarmente
stránky	sítios
stránky	sites
stránky	páginas
diela	funciona
diela	obras
diela	trabalhos
diela	works
diela	trabalha
poloha	posição
poloha	localização
typu	type
typu	digite
typu	tipo
deň	dia
houten	houten
druhý	segunda
druhý	second
druhý	segundo
články	artigos
vtedy	então
vtedy	depois
jedna	um
jedna	uma
jedna	one
každý	todos
každý	todos
každý	cada
každý	cada
sur	sur
obrázok	foto
obrázok	fotografia
obrázok	imagem
obrázok	image
obrázok	imagem
obrázok	figura
obrázok	figure
celý	inteiras
celý	inteiros
celý	inteiro
obyvateľstva	população
členovia	sócios
členovia	membros
stále	ainda
jednotky	unidades
jednotky	tropas
jednotky	tropa
dejiny	historia
dejiny	história
alpes	alpes
priemerný	médio
priemerný	média
priemerný	medíocres
priemerný	medíocre
diskusia	discussão
diskusia	discussões
diskusia	debate
keďže	since
keďže	desde
program	programar
program	programa
program	agenda
program	programa
gitara	guitarra
gitara	violão
jedným	um
jedným	uma
jedným	one
článku	artigo
hudobný	musical
hudobný	musicais
kolo	colo
kolo	lap
kolo	redonda
kolo	redondo
kolo	ronda
kolo	round
kolo	rodada
začali	iniciado
začali	comecei
začali	começou
začali	começaram
začali	iniciou
začali	começou
začali	começaram
strana	partido
strana	party
strana	festa
strana	pagina
strana	página
strana	page
strana	lateral
strana	lado
strana	side
francúzsko	franca
francúzsko	frança
taktiež	igualmente
taktiež	também
obdobia	períodos
dobe	hora
dobe	horário
dobe	tempo
dobe	time
autor	autor
autor	autora
park	parque
park	park
popis	legenda
popis	descrição
cena	preço
cena	preços
cena	price
pravdepodobne	provavelmente
pravdepodobne	provavelmente
pravdepodobne	provável
der	der
nová	novo
nová	novas
nová	novos
nová	novidade
nová	nova
nová	nová
rieky	rio
rieky	rios
rôzne	vários
rôzne	diversos
rôzne	várias
rôzne	diferente
rôzne	diferentes
rôzne	vários
rôzne	diversos
rôzne	diversas
obdobie	periodo
obdobie	período
škola	escola
klubu	club
klubu	clube
februára	fevereiro
františek	františek
františek	francisco
františek	francis
františek	ferenc
albumy	álbuns
dielo	trabalhos
dielo	trabalho
dielo	trabalhar
dielo	trabalhe
nakoniec	eventualmente
väčšina	most
väčšina	maioria
zápasy	partidas
zápasy	correspondências
zápasy	fósforos
zápasy	lutas
zápasy	combates
zápasy	brigas
zápasy	games
zápasy	jogos
neho	ele
turnaj	torneio
turnaj	torneios
rovnako	igualmente
rovnako	mesma
rovnako	mesmo
rovnako	mesmos
druh	type
druh	digite
druh	tipo
druh	espécies
druh	espécie
stavby	construções
stavby	estruturas
priamo	straight
priamo	hetero
priamo	hétero
priamo	direto
priamo	directa
priamo	direta
priamo	diretos
priamo	direct
priamo	direto
priamo	diretamente
priamo	directamente
metrov	contadores
metrov	metros
metrov	medidores
metrov	metros
anglický	ingles
anglický	inglês
albumu	álbum
albumu	album
albumu	álbuns
funkcia	função
funkcia	funções
funkcia	característica
funkcia	funcionalidade
von	fora
von	out
článkov	artigos
štátov	estados
južnej	sulistas
južnej	sulista
južnej	sul
južnej	southern
južnej	meridional
južnej	sul
južnej	south
piesne	músicas
piesne	canções
piesne	songs
verzia	versão
hoci	embora
hoci	embora
image	image
image	imagem
york	york
york	iorque
rad	series
rad	série
rad	séries
rad	rad
rad	rema
rad	fila
rad	fileira
rad	row
európe	europa
členom	membro
zatiaľ	entretanto
výška	elevação
výška	altura
túto	este
túto	esta
túto	isso
túto	isto
túto	essa
túto	esse
stav	status
stav	estatuto
stav	estado
stav	condição
stav	estado
william	william
william	willian
william	guilherme
png	png
menom	nomeada
menom	nomeado
krajine	pais
krajine	país
marne	marne
právo	certo
právo	direito
právo	direita
právo	lei
právo	direito
právo	law
právo	leis
stretnutie	nomeação
stretnutie	marcação
stretnutie	encontro
stretnutie	reunião
stretnutie	reunião
stretnutie	reencontro
oficiálne	oficial
oficiálne	funcionário
oficiálne	official
oficiálne	oficiais
oficiálne	oficialmente
vznikla	surgiu
vznikla	surgiram
univerzity	universidades
univerzity	university
univerzity	universidade
viacerých	múltiplas
viacerých	múltiplos
viacerých	múltipla
viacerých	múltiplo
tímov	equipas
tímov	equipes
tímov	times
san	san
david	davi
david	david
rozhodca	juíz
rozhodca	juíza
rozhodca	juiz
rozhodca	julgar
rozhodca	árbitro
rozhodca	árbitro
rozhodca	ref
bystrici	bystrica
zmysle	significando
zmysle	significado
informácie	info
informácie	informações
informácie	informação
bystrica	bystrica
veľa	lotes
veľa	montes
veľa	muitos
veľa	muitas
veľa	muito
veľa	much
deti	crianças
deti	filhos
deti	miúdos
deti	kids
deti	crianças
deti	filhos
deti	bebés
deti	bebês
malo	malo
malo	tive
malo	tinha
malo	teve
malo	deveria
malo	devia
malo	deve
malo	deveriam
rakúsko	áustria
rakúsko	austria
znamená	meios
znamená	significa
severnej	norte
severnej	setentrional
severnej	northern
dom	casa
dom	dom
vody	águas
vody	agua
vody	água
vody	águas
vody	aguas
jan	jan
patria	pertencem
patria	pertences
patria	pertença
patria	pertencer
www	www
vždy	always
vždy	sempre
práva	permissões
práva	direitos
ľudia	humanos
ľudia	pessoas
ľudia	povo
ľudia	gente
známe	conhecida
známe	conhecido
známe	conhecidas
známe	conhecidos
známe	familiar
známe	familiarizado
herečka	atriz
herečka	actriz
hrad	castelo
menej	menos
menej	menos
hier	games
hier	jogos
bgcolor	bgcolor
známa	conhecida
známa	conhecido
známa	conhecidas
známa	conhecidos
les	floresta
les	bosque
les	bosques
les	les
les	floresta
les	bosque
les	florestas
les	forest
systému	system
systému	sistema
štyri	four
štyri	quatro
zeme	earth
zeme	terra
lode	barcos
lode	navios
lode	naves
banská	banská
banská	mineira
banská	mineração
sám	alone
sám	sozinha
sám	sozinho
sám	sozinhos
básnik	poeta
básnik	poetisa
úplne	absolutamente
úplne	totalmente
úplne	completamente
úplne	totalmente
úplne	completamente
dní	dias
ďalší	outro
ďalší	outra
ďalší	seguinte
ďalší	próximo
ďalší	próxima
ďalší	next
skladateľ	compositor
skladateľ	compositora
skladateľ	compositor
skladateľ	compositora
kto	oms
kto	who
kto	quem
rozdiel	diferenca
rozdiel	diferença
rozdiel	diferenças
rozdiel	diferencial
rozdiel	diferenciais
tím	team
tím	equipa
tím	time
tím	equipe
družstvo	squad
družstvo	pelotão
družstvo	esquadrão
družstvo	cooperativo
družstvo	cooperativa
družstvo	cooperativas
matematik	matemático
armády	exércitos
armády	exército
armády	tropa
armády	army
rady	assessoria
rady	conselho
rady	conselhos
rady	aconselhamento
rady	concílio
rady	conselho
mať	tenha
mať	ter
world	world
world	mundo
označenie	marcação
označenie	marcando
označenie	designação
označenie	denominação
označenie	indicação
označenie	rotulagem
označenie	etiquetagem
označenie	identificação
druhá	segunda
druhá	second
druhá	segundo
mužstvo	masculinidade
mužstvo	virilidade
mužstvo	team
mužstvo	equipa
mužstvo	time
mužstvo	equipe
musí	mosto
musí	deve
musí	must
jazyk	língua
jazyk	lingua
jazyk	língua
jazyk	idioma
jazyk	linguagem
obvode	perímetro
priezviská	sobrenomes
priezviská	apelidos
predtým	anteriormente
predtým	antes
finále	finais
finále	final
open	abre
open	aberto
open	abra
open	abrir
open	aberta
open	open
činnosť	atividades
činnosť	actividades
činnosť	atividades
činnosť	atividade
činnosť	actividade
vojna	guerra
vojna	war
vojna	guerras
vrch	topo
vrch	top
paul	paulo
paul	paul
seine	sena
seine	seine
súťaže	concursos
súťaže	competições
súťaže	concursos
súťaže	competições
súťaže	concurso
súťaže	competição
súťaže	concorrência
väčšinou	principalmente
ivan	ivan
pracoval	trabalhou
pracoval	trabalhava
pracoval	funcionou
pracoval	trabalhadas
pracoval	trabalhados
pracoval	trabalhado
česká	tcheca
česká	checo
česká	tcheco
česká	checa
pas	pas
pas	passaporte
cesty	caminhos
cesty	rotas
cesty	itinerários
cesty	percursos
cesty	caminhos
cesty	estradas
šírka	latitude
šírka	largura
základné	essencial
základné	essenciais
základné	básicas
základné	básica
základné	basic
základné	básico
základné	básicos
chránené	protegida
chránené	protegidas
chránené	protegidos
chránené	protegido
chránené	protegido
rýchlosť	velocidade
rýchlosť	taxa
rýchlosť	classifique
rýchlosť	rapidez
rýchlosť	velocidade
rýchlosť	speed
pozícia	posição
podarilo	geridos
podarilo	gerido
podarilo	conseguiu
mnoho	muitos
mnoho	muitas
prezident	presidente
knihy	livros
prírodná	naturais
prírodná	natural
cieľom	aim
cieľom	pontaria
cieľom	apontar
prahe	praga
študoval	estudou
študoval	estudados
študoval	estudado
študoval	estudada
filozof	filósofo
rhône	ródano
rhône	rhône
spev	cantando
spev	cantar
častí	peças
častí	partes
hral	jogado
hral	jogou
hral	tocou
hral	joguei
hral	jogaram
organizácie	organizações
organizácie	organização
organizácie	organizações
organizácie	organização
ostrov	ilha
ostrov	ilhas
kráľovstvo	reino
kráľovstvo	kingdom
pavol	pavol
pavol	paulo
pavol	paul
triedy	classes
triedy	turmas
triedy	aulas
triedy	turma
triedy	classe
triedy	aula
americká	americano
americká	americanos
americká	american
americká	americana
hlavný	principais
hlavný	main
hlavný	principal
vznikol	surgiu
vznikol	surgiram
play	jogar
play	joga
play	play
play	jogue
play	reproduzir
kluby	clubs
kluby	discotecas
kluby	clubes
najviac	most
calais	calais
došlo	ocorreram
došlo	ocorreu
došlo	ocorrido
sídlo	mansão
sídlo	sede
sídlo	sedes
sídlo	assento
člen	membro
vznik	emergência
vznik	surgimento
karol	karol
druhov	espécies
druhov	espécie
nikdy	nunca
nikdy	never
činnosti	atividades
činnosti	actividades
lebo	porque
lebo	pq
centre	centralizar
centre	centrar
centre	centro
centre	center
centre	centrar
centre	centralizar
centre	centro
centre	centre
prevažne	principalmente
prevažne	principalmente
prevažne	predominantemente
štáty	estados
štáty	países
robert	robert
robert	roberto
hudba	music
hudba	música
hudba	musica
hudba	músicas
dvojhra	singles
dvojhra	individuais
dvojhra	solteiros
off	off
cirkvi	igrejas
cirkvi	igrejas
cirkvi	igreja
stupeň	licenciatura
stupeň	grau
stupeň	graus
stupeň	grau
spojených	aderiram
spojených	entrou
spojených	aderiu
spojených	juntou
michal	michal
michal	miguel
michal	michael
význam	relevância
význam	pertinência
význam	importancia
význam	importância
význam	significando
význam	significado
význam	significância
význam	significado
budova	construção
budova	construindo
budova	edifício
budova	prédio
malé	small
malé	pequenos
malé	pequeno
malé	pequena
malé	pequenas
malé	pequeno
malé	pouco
malé	pequena
malé	little
malé	malé
raz	outrora
raz	once
jedno	um
jedno	uma
jedno	one
nord	nord
tretiny	terços
šport	desporto
šport	esporte
šport	desporto
šport	esportes
šport	desportos
človek	humano
človek	humanas
človek	humana
človek	human
človek	man
človek	pá
človek	cara
človek	homem
jean	jean
spevák	cantora
spevák	singer
spevák	cantor
des	des
pomerne	razoavelmente
pomerne	moderadamente
pomerne	moderada
pomerne	relativamente
polovici	meados
polovici	mid
minulosti	passadas
minulosti	passados
minulosti	passado
udalostí	eventos
udalostí	acontecimentos
diel	funciona
diel	obras
diel	trabalhos
diel	works
diel	trabalha
ostatné	outro
ostatné	outros
ostatné	outras
ostatné	outra
ostatné	outros
ostatné	outras
cca	cca
skóre	pontuação
skóre	placar
skóre	pontuação
skóre	pontuações
kultúry	cultura
kultúry	culturas
black	preta
black	black
black	preto
black	negro
black	pretas
filmy	filmes
filmy	películas
filmy	filmes
filmy	cinema
stanice	estações
rock	rochedo
rock	rocha
rock	pedra
rock	rock
české	tcheca
české	checo
české	tcheco
české	checa
české	české
napísal	escrito
napísal	escritas
napísal	escritos
napísal	escrita
napísal	escreveu
napísal	escrevia
napísal	escrevi
dal	dal
dal	dei
dal	deu
liga	league
liga	liga
liga	liga
funkcie	função
funkcie	funções
funkcie	funções
funkcie	características
funkcie	funcionalidades
matka	mãe
matka	mamãe
stalo	aconteceu
kategórie	categoria
kategórie	categorias
republika	república
rodiny	familias
rodiny	famílias
najlepší	melhor
najlepší	melhores
najlepší	best
pieseň	canção
pieseň	song
univerzite	university
univerzite	universidade
juraj	juraj
hrá	joga
hrá	jogadas
futbalista	futebolista
niekoľkých	vários
niekoľkých	varios
niekoľkých	várias
centrum	centrum
centrum	centralizar
centrum	centrar
centrum	centro
centrum	center
centrum	centrar
centrum	centralizar
centrum	centro
centrum	centre
druhy	espécies
druhy	espécie
federácie	federação
federácie	federações
mohol	poderiam
mohol	podia
mohol	poderia
mohol	podiam
moselle	moselle
tie	essas
tie	aqueles
tie	esses
tie	aquelas
rieka	rio
richard	richard
richard	ricardo
najprv	primeira
najprv	primeiros
najprv	primeiramente
najprv	primeiro
rusko	russia
rusko	rússia
data	data
data	dados
hokej	hóquei
hokej	hockey
miliónov	milhões
miliónov	milhão
miliónov	milhões
miliónov	milhoes
doby	períodos
najčastejšie	principalmente
top	topo
top	top
silla	silla
herschel	herschel
skladba	canção
skladba	song
ríše	impérios
ríše	empire
ríše	império
ríše	reino
ríše	reinos
city	cidade
city	sensações
city	sentimentos
účasti	participações
účasti	participação
skladby	trilhas
skladby	trilhos
skladby	faixas
skladby	músicas
skladby	canções
skladby	songs
získala	adquirida
získala	adquiridos
získala	adquiridas
získala	adquirido
získala	obtida
získala	obtidos
získala	obtidas
získala	obtido
získala	recebida
získala	recebido
získala	receberam
získala	recebidos
získala	recebeu
získala	recebidas
mape	mapa
most	bridge
most	ponte
dobre	boa
dobre	bom
dobre	ok
ulice	ruas
mapa	mapa
vladimír	vladimír
vladimír	vladimir
sily	dosagem
sily	força
sily	forças
sily	forcas
sily	forces
sily	forças
súčasť	part
súčasť	parte
súčasť	componente
členov	sócios
členov	membros
fyzik	físico
mená	nomes
powiat	condado
powiat	powiat
domov	home
domov	casa
domov	lar
významné	significativos
významné	significativo
významné	significativa
významné	significante
významné	significativas
krajina	pais
krajina	país
krajina	paisagens
krajina	paisagem
budovy	construção
budovy	construindo
budovy	edifício
budovy	prédio
budovy	edifícios
budovy	imóveis
budovy	prédios
milan	milão
milan	milan
kým	enquanto
kým	ate
kým	até
lat	lat
taliansko	itália
model	model
model	modelo
university	university
university	universidade
prípadne	possivelmente
km²	km²
hviezdy	estrelas
hviezdy	stars
miesta	locais
miesta	lugares
miesta	sítios
miesta	localizações
miesta	localidades
miesta	locais
projekt	project
projekt	projeto
projekt	projecto
kniha	livro
kniha	reservar
kniha	livros
viacero	vários
viacero	varios
viacero	várias
viacero	múltiplas
viacero	múltiplos
viacero	múltipla
viacero	múltiplo
mária	mária
mária	mary
mária	maria
mária	marie
mária	maria
mária	maria
niečo	algo
motor	motor
motor	motor
celkom	total
názvy	títulos
názvy	nomes
krajín	países
james	james
james	jaime
james	tiago
vedie	cadastros
vedie	leads
založené	fundado
založené	fundou
založené	fundada
založené	baseado
založené	baseados
európskej	europeu
európskej	europeia
európskej	europeias
pohár	vidro
pohár	copo
pohár	vidros
pohár	xícara
pohár	copa
pohár	taça
pohár	chávena
pohár	copo
jednotlivých	indivíduo
jednotlivých	individual
jednotlivých	individuais
manželka	cônjuge
manželka	esposo
manželka	mulher
manželka	esposa
mohli	poderiam
mohli	podia
mohli	poderia
