din	nga
fotbal	futboll
fotbal	futbolli
fotbal	futboll
fotbal	futbolli
fotbal	football
regele	mbreti
regele	king
regele	mreti
regele	mbret
fiul	biri
fiul	biro
fiul	bir
anterior	paraardhëse
anterior	mëparshme
anterior	mëparshëm
anterior	paraardhës
nouă	re
nouă	reja
nouă	ri
nouă	new
nouă	nëntë
evoluția	evolucioni
evoluția	evolution
evoluția	evolucion
viteză	shpejtësia
viteză	shpejtesi
paul	pali
paul	paulin
paul	pol
paul	paul
palomar	palomar
orașe	qytete
orașe	qytetet
institutul	institut
institutul	instituti
institutul	institutit
satele	fshatrat
lansat	lirohet
lansat	lëshuar
lansat	liruar
lansat	nisi
lansat	nisur
istorice	historik
istorice	historike
trecut	kaluar
trecut	kaluarën
trecut	kaluara
articolul	artikull
articolul	artikulli
articolul	neni
viață	jetë
viață	jeta
viață	jete
informații	informacionet
informații	informacion
informații	informacioni
informații	informacione
titlu	titulli
titlu	titull
titlu	titulli
goluri	gola
goluri	qëllimet
goluri	synime
titlul	titull
titlul	titulli
album	album
album	albumi
album	albumin
york	jork
york	york
von	von
pagina	faqe
pagina	faqja
pagina	faqen
imperiul	empire
imperiul	perandori
imperiul	perandoria
moartea	vdekje
moartea	vdekja
fața	fytyrën
fața	surrat
fața	face
fața	fytyra
armata	ushtri
armata	ushtria
armata	ushtrie
formă	forma
formă	formë
formă	formular
formă	formulari
formă	forma
formă	formë
formă	form
color	ngjyrë
color	ngjyra
color	ngjyr
color	ngjyrë
color	ngjyra
german	gjerman
german	gjermanisht
german	gjermane
ștefan	stephen
ștefan	stefani
ștefan	stefan
rolul	roli
rolul	rol
rolul	rolit
rolul	rolin
mică	mica
des	des
des	shpesh
des	shpeshherë
transilvania	transilvanisë
epocă	vintage
epocă	cilësor
începând	fillon
începând	filloj
principal	kryesore
principal	main
principal	kryesor
principal	drejtor
principal	drejtoresha
forma	forma
forma	formë
forma	formular
forma	formulari
forma	forma
forma	formë
forma	form
carol	carol
carol	karol
astăzi	sote
astăzi	sotme
astăzi	sot
robert	robert
robert	roberti
eliberare	lirim
eliberare	lironi
eliberare	çlirimi
eliberare	çlirimtare
eliberare	çlirimin
eliberare	çlirim
european	europian
european	evropian
european	evropiane
european	europiane
mic	little
mic	pak
mic	mic
câștigat	korri
câștigat	won
câștigat	fitoi
câștigat	fituan
gen	gjinia
gen	gjini
gen	zhanri
gen	gen
caracterizată	karakterizoi
com	com
importante	rëndësishme
der	der
aur	gold
aur	floriri
aur	flori
aur	ar
aur	ari
luat	morr
luat	marrë
luat	marre
luat	taken
murit	vdiqën
murit	vdiqen
murit	viq
murit	vdiq
germană	gjerman
germană	gjermanisht
germană	gjermane
kitt	kit
orbită	orbitën
orbită	orbitë
rotație	rrotullimi
pol	pol
pol	shtyllë
pol	pole
pol	pol
lume	botë
lume	bota
lume	bote
lume	world
local	lokalisht
local	lokale
local	vendase
local	vendore
local	lokal
local	vendas
fapt	fakt
anglia	angli
anglia	anglia
politică	politikë
politică	politikën
politică	politikat
politică	politika
politică	politikën
politică	politikë
devine	bëhet
revista	revista
revista	revistë
asta	këtë
asta	ky
asta	kjo
asta	kete
asta	që
asta	qe
asta	kjo
asta	se
vasile	vasile
vasile	borzilok
profesor	profesor
profesor	profesore
profesor	profesori
profesor	profesoresha
profesor	mësues
profesor	mesues
profesor	mësuesi
planetelor	planete
planetelor	planetet
planetelor	planetë
cinci	pesë
acolo	atje
acolo	aty
lumea	botë
lumea	bota
lumea	bote
lumea	world
muzică	muzikë
muzică	muzika
muzică	muzike
muzică	muzik
situat	vendoset
situat	gjendur
situat	lokalizuar
situat	vendosur
situat	ndodhet
david	davidi
david	david
țara	shtet
țara	shteti
țara	vend
țara	vendi
vol	vol
etnică	etnik
etnică	etnike
centru	qendra
centru	qendër
centru	qendra
centru	qendër
alt	alt
istorie	historia
istorie	histori
austria	austria
austria	austri
districtul	distrikti
districtul	qark
districtul	rajoni
altitudine	lartësi
regatul	mbretëria
regatul	mbretëri
conține	përmban
activitatea	aktivitetin
activitatea	aktiviteti
activitatea	aktivitet
sultan	sulltan
sultan	sulltani
inițial	fillimisht
inițial	fillimisht
inițial	fillestare
inițial	fillestar
artă	art
artă	artit
artă	arti
artă	artin
numeroase	shumtë
body	body
body	trupin
body	trup
body	trupi
body	trupit
imagini	pamjet
imagini	imazhe
imagini	imazhet
imagini	figurat
imagini	fotografitë
imagini	fotot
imagini	fotografi
rusia	rusia
rusia	rusi
rusia	russia
spune	thone
spune	thuaj
spune	cekja
spune	thoni
domeniul	domain
școala	shkoll
școala	shkolla
școala	shkollë
polonia	poloni
polonia	polonia
polonia	polonisë
succes	sukses
succes	suksese
succes	suksesi
provincie	krahina
provincie	provinca
provincie	provincë
studii	studimi
studii	studim
studii	studime
studii	studimet
inclusiv	perfshire
primar	kryebashkiak
primar	kryetar
primar	kryebashkiaku
primar	kryesor
primar	parësore
primar	primare
primar	primar
primar	parësor
francez	frëngjisht
francez	frengjisht
francez	francez
francez	franceze
privind	shikuar
scriitor	shkrimtare
scriitor	shkrimtari
scriitor	shkrimtar
scriitor	shkrimtarit
jean	xhin
jean	jean
sistemul	sistem
sistemul	sistemin
sistemul	sistemi
începe	nis
începe	filloni
începe	fillo
începe	filloj
ziua	ditën
ziua	dite
ziua	dej
ziua	dita
ziua	dit
ziua	ditë
sur	sur
single	beqare
single	single
single	beqar
urmat	pasuan
urmat	pasuar
urmat	ndjekur
urmat	pasohet
războiul	lufte
războiul	luft
războiul	lufta
războiul	luftë
world	botë
world	bota
world	bote
world	world
xix	xix
internațional	internacional
internațional	international
internațional	internacionale
internațional	ndërkombëtar
internațional	ndërkombëtare
franceză	frëngjisht
franceză	frengjisht
franceză	francez
franceză	franceze
pare	duket
william	william
william	uilliam
ministru	ministre
ministru	minister
ministru	ministri
ministru	ministër
ministru	ministrja
important	rëndësishme
familie	familje
familie	familjar
familie	family
familie	familja
politic	politikisht
politic	politik
politic	politike
țări	shtetet
țări	vendeve
țări	shtete
țări	vendet
funcția	funksion
funcția	funksioni
funcția	funksionet
jpl	jpl
lucrări	punimet
lucrări	punon
lucrări	funksionon
lucrări	vepra
lucrări	punime
publicat	botua
publicat	publikohet
publicat	publikuar
publicat	botuar
mircea	mirçea
curs	kurs
curs	kursi
probabil	ndoshta
considerat	konsideruar
considerat	konsiderohet
sistem	sistem
sistem	sistemin
sistem	sistemi
politice	politik
politice	politike
sudul	jugor
sudul	jugore
sudul	jugu
sudul	jugut
sudul	jug
sudul	south
vreme	moti
vreme	mot
autor	autor
autor	autori
autor	autore
mediu	ambienti
mediu	mjedisi
mediu	ambjent
mediu	ambient
mediu	mjedis
mediu	mesatare
mediu	mesatar
mediu	mesatarja
mediu	mesëm
mediu	medium
mediu	mesatar
mediu	mesatare
mediu	mesme
dezambiguizare	kthjellim
spania	spanjës
spania	spanjë
spania	spanja
spania	spain
funcție	funksion
funcție	funksioni
funcție	funksionet
categoria	kategoria
categoria	kategori
categoria	kategorinë
categoria	kategorisë
nivel	nivel
nivel	niveli
nivel	level
web	web
top	krye
top	maje
top	top
top	sipër
top	majë
mihail	mikhail
mihail	mihail
mihail	majkell
mihail	michael
mihail	majkëll
mihail	majkëlli
mihail	mihail
biserică	kishë
biserică	kisha
realizat	arrihet
realizat	arrit
realizat	arritura
realizat	arritur
realizat	arrihen
realizat	kuptuan
realizat	realizuara
realizat	realizuar
cartea	libri
cartea	libër
cartea	liber
filme	filma
filme	filmat
filme	filma
filme	filmave
filme	filmat
noua	re
noua	reja
noua	ri
noua	new
căsătorit	martuar
căsătorit	married
png	png
muzeul	muzeumi
muzeul	muzeu
muzeul	muze
city	qyteti
city	city
city	qytet
construit	ndërtuar
construit	ndërtuara
construit	ndertuar
odată	njëherë
odată	dikur
luptă	betejë
luptă	beteja
luptă	luftoni
luptă	lufto
luptă	sherr
unit	united
luni	muaj
luni	muajt
luni	henen
luni	henes
luni	mondi
jucat	luajtur
jucat	luhet
jucat	luajti
zone	zonat
zone	zonat
zone	fusha
radio	radio
radio	radioja
romano	romano
istorică	historik
istorică	historike
istorică	historik
istorică	historike
deja	tashme
deja	tanimë
deja	tashmë
deja	veq
monument	monumentin
monument	monumenti
monument	monument
europene	europian
europene	evropian
europene	evropiane
europene	europiane
fac	bene
dreapta	djathtas
dreapta	drejtë
moment	moment
moment	momenti
componenta	komponent
cantonul	kantoni
vârsta	moshë
vârsta	mosha
km²	km²
toți	krejt
toți	gjith
bază	baza
bază	bazë
ultima	fundit
ultima	last
origine	origjina
recensământ	rregjistrimi
actor	aktori
actor	aktor
literatură	letërsia
literatură	letërsi
literatură	literaturë
anderson	anderson
veche	vjeter
veche	vjetër
veche	old
les	les
les	lesi
guvernul	qeveria
guvernul	qeveri
guvernul	qeveritare
estul	lindja
estul	lindje
total	totale
total	total
total	totali
total	gjithsej
total	plotësisht
total	totalisht
total	krejtësisht
japonia	japoni
japonia	japonia
sibiu	sibiu
petru	petru
petru	pjetër
petru	pjetri
petru	peter
petru	piter
conte	kont
conte	numërimi
conte	conte
alba	alba
bavaria	bavaria
roma	romë
roma	roma
roma	rome
roma	romët
roma	romë
specii	specie
cupa	kupa
cupa	filxhan
cupa	kupe
cupa	cup
cupa	kupë
bătălia	betejë
bătălia	beteja
ceva	dicka
ceva	diçka
ceva	diqka
membri	antarë
membri	anëtarët
membri	anëtarë
membri	antarët
calitate	cilësore
calitate	kualitet
calitate	cilësi
calitate	cilësia
calitate	cilesi
calitate	kualiteti
scrie	shkruaje
scrie	shkrun
scrie	shkruani
scrie	shkruaj
euro	evro
euro	euron
euro	euro
uniunii	unioni
uniunii	bashkim
uniunii	bashkimi
scurt	shkurt
scurt	shkurtër
scurt	shkurta
scurt	shkurtë
scurt	shkurtër
mama	mami
mama	mam
mama	mamin
mama	nënë
mama	nene
mama	nëna
mama	nena
mama	mother
creat	krijoi
creat	krijuar
campionatul	kampionat
campionatul	kampionati
del	del
locuri	vënde
locuri	vendet
locuri	vëndet
locuri	vende
locuri	ulëset
locuri	ulëse
locuri	vendet
locuri	vende
uri	uri
mănăstirea	manastirit
mănăstirea	manastir
mănăstirea	manastiri
america	amerika
america	amerikë
america	amerik
produs	prodhohet
produs	prodhoi
produs	prodhuar
produs	produkti
produs	prodhim
produs	produktin
produs	produktit
produs	produkt
ultimul	fundit
ultimul	last
condus	shtyrë
președintele	presidentja
președintele	presidentin
președintele	presidenti
președintele	president
președintele	presidente
andrei	andrej
andrei	andrei
radu	radu
brazilia	brazil
brazilia	brazili
brazilia	brazilit
brazilia	braziliane
james	james
james	xhejms
declarat	deklaruar
declarat	deklaroi
surse	burime
surse	burimet
obicei	zakoni
obicei	shprehi
obicei	zakon
obicei	ves
compania	kompani
compania	kompania
compania	shoqëri
compania	ndërmarrje
etnic	etnik
etnic	etnike
echipe	skuadrat
echipe	ekipet
echipe	ekipe
sezonul	stinë
sezonul	sezon
sezonul	stina
sezonul	sezoni
sezonul	sezona
central	qëndrore
central	central
central	qendror
central	qendrore
dan	dan
unii	disa
liga	league
liga	liga
liga	ligë
liga	liga
rol	roli
rol	rol
rol	rolit
rol	rolin
loire	loire
india	indi
india	india
construită	ndërtuar
construită	ndërtuara
construită	ndertuar
uniunea	unioni
uniunea	bashkim
uniunea	bashkimi
obținut	përftuar
obținut	arrihet
obținut	arrit
obținut	arritura
obținut	arritur
obținut	arrihen
cărți	letra
cărți	karta
cărți	letrat
cărți	kartat
cărți	librat
cărți	libra
opera	opera
rock	shkëmb
rock	gur
rock	guri
rock	rrok
rock	rock
zonă	zonë
zonă	zona
zonă	zone
zonă	zona
zonă	zonë
stil	stil
stil	style
stil	stili
pus	qiti
pus	vër
pus	vendose
pus	qite
pus	veni
video	video
video	videoja
teatru	teatri
teatru	teatër
teatru	teatrin
teatru	teatër
teatru	teatri
teatru	teatrin
teatru	migjeni
ziarul	gazete
ziarul	gazeta
ziarul	gazetë
www	www
militară	ushtria
militară	ushtarakë
militară	ushtarake
militară	ushtarakët
militară	ushtarak
post	postimi
post	posto
post	postim
post	posti
post	postimin
mureș	mureş
românesc	rumun
românesc	rumune
plus	plus
richard	richard
richard	riçard
china	kine
china	kina
china	kinë
china	china
codul	kodin
codul	kod
codul	kodi
administrația	administrim
administrația	administratën
administrația	administratë
administrația	administrata
fiica	bija
fiica	bijë
fiica	bije
fiica	vajza
scopul	qëllim
scopul	qellim
scopul	gol
scopul	golin
scopul	objektivi
scopul	goli
scopul	qëllimi
grupul	grup
grupul	grupin
grupul	grupi
victor	viktor
victor	viktori
victor	victor
michael	majkell
michael	michael
michael	majkëll
michael	majkëlli
londra	london
londra	londër
londra	londra
londra	londer
insula	ishulli
insula	ishull
poziția	pozicioni
poziția	pozicion
charles	charles
charles	çarls
forțele	forcat
albumul	album
albumul	albumi
albumul	albumin
diverse	ndryshëm
intrat	hynë
intrat	hyre
intrat	hyri
șase	gjashte
șase	gjasht
șase	gjashtë
șase	gjashta
director	drejtor
director	drejtori
director	drejtoreshë
director	regjisor
director	directory
website	website
website	sajti
militar	ushtria
militar	ushtarakë
militar	ushtarake
militar	ushtarakët
militar	ushtarak
originală	origjinale
originală	origjinali
originală	origjinal
originală	original
state	shtetet
state	shteteve
state	shtete
state	shtet
state	shteti
state	shtetit
pop	pop
azi	sote
azi	sotme
azi	sot
uneori	ndonjeher
uneori	nganjëherë
uneori	ndonjehere
uneori	ndonjëherë
uneori	nganjehere
university	university
university	universitet
university	universiteti
cultural	kulturorë
cultural	kulturor
cultural	kulturore
trimis	derguar
trimis	dërgoi
trimis	dërguar
