ριχάρδος	richard
ευγενής	adelsmand
ευγενής	noble
ευγενής	ædelt
ευγενής	ædle
ευγενής	ædel
ευγενής	nobel
τιμόρ	østtimor
τιμόρ	timor
ορυχεία	minedrift
ορυχεία	miner
ορυχεία	minerne
παράθεση	citat
παράθεση	citerer
παράθεση	citat
εξόρυξη	ekstraktion
εξόρυξη	udtrækning
εξόρυξη	udtræk
εξόρυξη	udvinding
εξόρυξη	minedrift
ράιτ	wright
βόμβες	bomber
βόμβες	bomberne
κλασσική	klassisk
πόντοι	punkterne
πόντοι	points
πόντοι	pointer
πόντοι	punkter
πόντοι	point
πράκτορας	befuldmægtiget
πράκτορας	agent
επίδειξη	demonstration
επίδειξη	påvisning
επιδημία	epidemi
επιδημία	epidemier
επιδημία	epidemien
επιδημία	udbruddet
επιδημία	udbrud
πρωσία	preussen
πρεσβευτής	ambassadør
πρεσβευτής	ambassadøren
σέρρες	serres
φόνο	mord
συχνότητες	frekvenserne
συχνότητες	hyppighed
συχνότητες	frekvenser
αμφιβολία	tvivl
αμφιβολία	tvivler
αμφιβολία	tvivlstilfælde
ανταγωνισμού	konkurrencen
ανταγωνισμού	konkurrence
μπενίν	benin
μέλισσα	bumblebee
μέλισσα	bien
μέλισσα	bi
μέλισσα	bee
ποικίλλει	varierer
πορτογαλική	portugiserne
πορτογαλική	portugisiske
πορτογαλική	portugisisk
στέφαν	stefan
στέφαν	stephan
ινδονησίας	indonesiske
ινδονησίας	indonesien
κινηματογράφους	biografer
αντεπίθεση	modangreb
βλάβες	læsioner
κάμπελ	campbell
γλωσσολογία	lingvistik
χρονος	tid
χρονος	tidspunkt
χρονος	gang
χρονος	klokkeslæt
χρονος	tiden
λουίζα	louisa
λουίζα	luisa
μοτίβο	mønsteret
μοτίβο	mønster
ισοτιμία	paritet
ισοτιμία	ligestilling
ισοτιμία	ligeværdighed
ισοτιμία	ækvivalens
κατηγοριοποίηση	kategorisering
μεταφραστής	tolk
μεταφραστής	oversætter
σουηδικά	svenske
σουηδικά	svensker
σουηδικά	svensk
παν	pande
παν	pan
πες	sig
πες	fortæl
θάλασσες	haves
προγραμματισμός	planlægning
προγραμματισμός	planlægningen
προγραμματισμός	planlægning
προγραμματισμός	programmering
προγραμματισμός	programmeringen
προγραμματισμός	planlægning
προγραμματισμός	skema
προγραμματισμός	tidsplanen
προγραμματισμός	tidsplan
έβερτον	everton
ευτυχώς	heldigvis
ευτυχώς	heldigvis
κάρτερ	carter
αρένα	arena
μπιν	bin
μπιν	bean
μπιν	bønne
κίνητρα	motivation
κίνητρα	motivering
κίνητρα	incitamenter
κίνητρα	incitament
κίνητρα	incitamenter
κίνητρα	incitament
κίνητρα	tilskyndelse
κίνητρα	bevæggrunde
κίνητρα	motiv
κίνητρα	motiver
δεσμοί	slips
δεσμοί	link
δεσμοί	links
δεσμοί	obligationerne
δεσμοί	obligationer
δεσμοί	bindinger
δαχτυλίδι	ring
δαχτυλίδι	ringe
δαχτυλίδι	ringen
ολοκληρωμένο	integreret
ολοκληρωμένο	integrerede
νύχτες	aftener
νύχτες	nætter
ανακωχή	våbenhvile
ανακωχή	våbenstilstand
ανακωχή	våbenstilstand
δέσποινα	despina
ψηφιακά	digitalt
ψηφιακά	digitale
ψηφιακά	digital
νέλσον	nelson
διαλύματα	opløsninger
διαλύματα	løsninger
διαλύματα	løsningsforslag
ανιψιός	nevø
κλήση	call
κλήση	ring
κλήση	opkald
κλήση	kald
κλήση	ringe
κλήση	kalder
κλήση	ringer
πρόνοιας	velfærd
πρόνοιας	trivsel
έπαυλη	palæet
έπαυλη	palæ
παντρεμένη	gifte
παντρεμένη	gift
ενδοχώρα	indlands
ενδοχώρα	indenlandsk
ενδοχώρα	bagland
ενδοχώρα	fastlandet
ενδοχώρα	fastland
ουίλιαμς	williams
χιόνι	snefald
χιόνι	sne
χιόνι	vinterdæk
μοναχούς	munke
μοναχούς	munkene
αυστριακοί	østrigere
ανατομία	anatomi
σχεδιασμένο	designede
σχεδιασμένο	designet
σχεδιασμένο	udformet
σχεδιασμένο	konstrueret
σχεδιασμένο	planlagte
σχεδιασμένο	planlagt
σχεδιασμένο	påtænkt
δαπάνες	udgifter
δαπάνες	udgift
μπαχρέιν	bahrain
γένη	slægter
δίδασκε	lærte
δίδασκε	lært
δίδασκε	undervist
έτοιμος	klar
έτοιμος	parat
συνεχόμενα	løbende
συνεχόμενα	kontinuerligt
συνεχόμενα	uafbrudt
εξασφαλίζει	sikrer
επικίνδυνο	farlig
επικίνδυνο	farligt
επικίνδυνο	farlige
επικίνδυνο	farlig
επικίνδυνο	farligt
επικίνδυνο	farlige
επιπλοκές	komplikationer
επιπλοκές	komplikation
επιπλοκές	komplikationer
δρομολόγια	ruter
δρομολόγια	ruterne
ντεπορτίβο	deportivo
όρκο	løfte
προειδοποίηση	advarsel
προειδοποίηση	varsling
λύρα	lyra
έβδομο	syvende
νοημοσύνη	efterretning
νοημοσύνη	efterretninger
νοημοσύνη	intelligens
νοημοσύνη	efterretningstjenesten
νοημοσύνη	efterretningstjeneste
νοημοσύνη	intellekt
ανησυχία	rastløshed
ανησυχία	bekymring
ιστούς	spind
ιστούς	væv
επιλέγει	vælger
επιλέγει	udvælger
οκλαχόμα	oklahoma
πάχος	tykkelse
θάρρος	mod
ενεργός	aktive
ενεργός	aktivt
ενεργός	aktiv
αδύνατη	umulig
αδύνατη	umuligt
αερολιμένας	lufthavnen
αερολιμένας	airport
αερολιμένας	lufthavne
αερολιμένας	lufthavn
προσάρτηση	indlemmelse
προσάρτηση	annektering
δεσμός	affære
δεσμός	hygge
δεσμός	link
δεσμός	linket
δεσμός	obligation
δεσμός	bond
σεξ	køn
σεξ	sex
περιοδείες	ture
άλφα	alpha
άλφα	alfa
άλφα	alfa
εχθρός	fjenden
εχθρός	fjendtlig
εχθρός	fjender
εχθρός	fjende
εχθρός	fjende
νεολιθική	neolitisk
γκαμπόν	gabon
πρόοδος	fremskridt
πρόοδος	progress
πρόοδος	fremgang
συγγνώμη	undskyld
λογοκρισία	ucensureret
λογοκρισία	censur
μικτή	blandede
μικτή	blandet
οφέλη	fordele
οφέλη	ydelserne
οφέλη	ydelser
ημι	semi
μελά	mela
γκόγια	goya
σοφοκλή	sofokles
κανονισμούς	forordninger
κανονισμούς	regulativer
κέντρων	centrene
κέντρων	centres
κέντρων	centre
αναστολή	suspenderer
αναστολή	suspendere
αναστολή	suspension
αναστολή	suspendering
αναστολή	ophæng
αναστολή	suspenderet
αναστολή	udsættelse
αναστολή	hæmning
αναστολή	hæmninger
αναστολή	bortvist
αναστολή	suspenderede
αναστολή	suspenderet
ομιλίες	taler
διέκοψε	afbrød
διέκοψε	afbrudt
συνεργάτη	kompagnon
συνεργάτη	partner
συνεργάτη	samarbejdspartner
συνεργάτη	makker
αμυντική	defensive
αμυντική	defensiv
κίνητρο	motivet
κίνητρο	motiv
κίνητρο	motivation
κίνητρο	motivering
κίνητρο	incitamenter
κίνητρο	incitament
κίνητρο	tilskyndelse
χάρολντ	harold
απέδωσε	tilskrevet
απέδωσε	tildelt
απέδωσε	henført
βουδαπέστη	budapest
ανταρκτική	antarktis
ανταρκτική	antarktis
αλάτι	salt
ορλεάνης	orleans
σιτάρι	hvede
άστρο	astro
διάσωση	redning
διάσωση	redde
διάσωση	undsætning
διάσωση	rednings
διάσωση	redningsaktion
πινακίδες	plader
πινακίδες	tallerkener
πινακίδες	tallerkner
πινακίδες	skiltning
πινακίδες	skilte
πινακίδες	tegn
γκλεν	glen
γκλεν	glenn
μονάρχης	monark
δούλευε	arbejdede
δούλευε	bearbejdede
δούλευε	bearbejdet
μελωδία	melodi
μελωδία	melodi
μελωδία	tune
μυστήριο	mysterie
μυστήριο	mystik
μυστήριο	mysterium
μυστήριο	mystisk
μάνα	mor
μάνα	moder
τοιχογραφία	fresco
τοιχογραφία	vægmaleri
γλωσσική	sproglige
γλωσσική	sproglig
ουρανός	himmel
ουρανός	sky
ουρανός	himlen
ουρανός	himmel
μειώσει	reducerer
μειώσει	reducere
μόλυνση	forurening
μόλυνση	forureningen
μόλυνση	forureningsbekæmpelse
μόλυνση	infektioner
μόλυνση	infektion
μόλυνση	forurening
ιατρικό	medicinsk
ιατρικό	læge
ιατρικό	lægehjælp
προθέσεις	intentionerne
προθέσεις	hensigter
προθέσεις	intentioner
μπουρούντι	burundi
ταυτόχρονη	sideløbende
ταυτόχρονη	samtidige
ταυτόχρονη	samtidig
ταυτόχρονη	samtidige
ταυτόχρονη	samtidigt
λιθίου	lithium
τυχαίο	random
τυχαίο	tilfældige
τυχαίο	tilfældigt
τυχαίο	tilfældig
τυχαίο	vilkårligt
τυχαίο	utilsigtet
πολιτισμούς	kulturer
λεωνίδα	leonidas
μαλάουι	malawi
επιθετική	aggressive
επιθετική	aggressivt
επιθετική	aggressiv
σιδηροδρόμων	jernbaner
σιδηροδρόμων	jernbane
σιδηροδρόμων	jernbanen
σιδηροδρόμων	jernbanerne
σιδηροδρόμων	jernbaner
άχρωμο	farveløst
άχρωμο	farveløse
άχρωμο	farveløs
αφρικανική	afrikanske
αφρικανική	afrikansk
αφρικανική	afrika
σπουδαιότητα	vigtighed
σπουδαιότητα	betydning
παρατηρητές	observatørerne
παρατηρητές	observatører
παρατηρητές	iagttagere
κέλυφος	shell
κέλυφος	skal
μπάρτον	burton
μπάρτον	barton
έντι	eddie
έντι	eddy
μπουρκίνα	burkina
φάσο	faso
πορτρέτα	portrætter
κάρτες	kort
κάρτες	cards
κάρτες	kortspil
πληρώσει	betaler
πληρώσει	løn
πληρώσει	betale
πληρώσει	pay
ελίτ	eliten
ελίτ	elite
μύτη	snude
μύτη	næsen
μύτη	næse
έπαθλο	præmie
ναυτικός	matros
ναυτικός	sømand
ναυτικός	matros
ναυτικός	sømand
ναυτικός	søfarende
ναυτικός	søfarendes
ναυτικός	mariner
ναυτικός	sømand
τζέρσεϊ	trøje
τζέρσεϊ	jersey
ιερή	hellig
ιερή	helligt
ιερή	hellige
απολιθώματα	fossiler
βασιλεύς	konge
βασιλεύς	kongens
βασιλεύς	kong
βασιλεύς	kongen
βασιλεύς	king
μις	savn
μις	frøken
μις	savne
μις	savner
μορφοποίησης	formatering
ουράς	halen
ουράς	hale
ιός	virusen
ιός	virus
ενώνει	forener
ενώνει	tiltræder
μαχητικό	bokser
μαχητικό	kæmper
μαχητικό	fighter
επίπεδη	flad
επίπεδη	lejlighed
επίπεδη	fladt
επίπεδη	flade
όντα	væsener
όντα	væsner
γιατρό	lægen
γιατρό	læge
γιατρό	doktor
γιατρό	doctor
πάμπλο	pablo
ανδρόνικος	andronikos
σαντ	sand
σαντ	sandet
σαντ	sant
τοπικός	lokale
τοπικός	lokalt
τοπικός	lokal
τοπικός	local
προτιμούν	fortrækker
προτιμούν	foretrækker
προτιμούν	foretrække
προκλήθηκε	forårsaget
προκλήθηκε	forårsagede
βίαια	voldsomt
βίαια	voldeligt
βίαια	voldelige
βίαια	voldsomt
βίαια	voldelig
βίαια	voldeligt
βίαια	voldsom
επηρεάζεται	påvirkede
επηρεάζεται	påvirket
επηρεάζεται	påvirkede
επηρεάζεται	berørt
επηρεάζεται	påvirket
επηρεάζεται	berørte
ξενοδοχεία	hotel
ξενοδοχεία	hotellerne
ξενοδοχεία	hoteller
συγκριτικά	sammenlignende
αποθήκη	lager
αποθήκη	oplag
αποθήκη	pakhus
αποθήκη	lageret
αποθήκη	oplagring
αποθήκη	lagring
αποθήκη	lager
αποθήκη	opbevaring
εντέρου	tarm
νιγηρίας	nigerianske
νιγηρίας	nigeria
λάζαρος	lazarus
ζωές	liv
σημάδι	tegn
μοριακό	molekylær
ψήφισμα	opløsning
ψήφισμα	resolution
ψήφισμα	beslutning
υπουργών	ministrene
υπουργών	ministre
συνταγματαρχών	oberster
αποφευχθεί	undgås
αποφευχθεί	undgå
αποφευχθεί	undgik
αποφευχθεί	undgås
αποφευχθεί	undgået
βρύση	vandhane
βρύση	tap
βρύση	tryk
ενδιαφέρεται	interesserede
ενδιαφέρεται	interesseret
ώθηση	boost
λας	las
βικτώρια	victoria
λευκορωσία	belarus
λευκορωσία	hviderusland
πλέγμα	mesh
πλέγμα	masker
πλέγμα	trådnet
πλέγμα	gitter
λένινγκραντ	leningrad
ντιέγκο	diego
απεικονίζονται	afbildet
μάνη	mani
πρώτον	første
πρώτον	først
δημοσιογραφία	journalistik
ρυθμίσεις	ordning
ρυθμίσεις	arrangementer
ρυθμίσεις	ordninger
ρυθμίσεις	indstilling
ρυθμίσεις	konfiguration
ρυθμίσεις	opsætning
ρυθμίσεις	indstillinger
δένδρα	træer
δένδρα	træerne
δεκτός	accepteret
δεκτός	accepterede
δεκτός	godtaget
συντρόφους	ledsagere
κολύμβηση	badning
κολύμβηση	svømning
κολύμβηση	svømmer
κολύμβηση	svømme
υπερβαίνει	overskrider
υπερβαίνει	overstiger
ανέβηκαν	uploadet
ανέβηκαν	overførte
ανέβηκαν	overført
καλοκαίρια	summers
καλοκαίρια	somre
δουλεία	slavehandel
δουλεία	slaveriet
δουλεία	slaveri
δουλεία	trældom
αναλύσεις	analyser
νηπιαγωγείο	børnehave
νηπιαγωγείο	børnehaven
νηπιαγωγείο	børnehave
νηπιαγωγείο	børnehaven
χρέος	gælden
χρέος	gæld
μειωμένη	mindsket
μειωμένη	formindsket
μειωμένη	faldt
μειωμένη	sænket
μειωμένη	mindsket
μειωμένη	nedsat
μειωμένη	reduceret
μειωμένη	formindsket
μειωμένη	mindsket
μειωμένη	nedsatte
μειωμένη	nedsat
μειωμένη	reduceret
μειωμένη	formindsket
πιτ	pete
πιτ	sorteper
υπεύθυνοι	ansvarlig
υπεύθυνοι	ansvarlige
υπεύθυνοι	ansvarligt
βαυαρία	bayerske
βαυαρία	bayern
νεκρή	dødt
νεκρή	døde
νεκρή	død
νεκρή	dead
σεβίλλη	sevilla
σεβίλλη	sevilla
άσυλο	asyl
κέρδος	fortjeneste
κέρδος	profit
κέρδος	overskud
κέρδος	gevinst
κέρδος	vinding
κέρδος	gevinst
σιέρα	sierra
πολωνός	polak
πολωνός	polske
πολωνός	polsk
θησαυρός	skatten
θησαυρός	skatte
θησαυρός	thesaurus
χάος	kaos
κλαδιά	kviste
κλαδιά	grene
κλαδιά	filialer
κλαδιά	brancher
κλαδιά	afdelinger
λεπτή	slank
λεπτή	tynd
λεπτή	tyndt
λεπτή	tynde
λεπτή	sarte
λεπτή	sart
λεπτή	delikat
σουηδός	svenske
σουηδός	svensker
σουηδός	svensk
σουηδός	svenskeren
σουηδός	svensker
υιοθέτηση	adoption
υιοθέτηση	vedtagelse
σινά	sinai
αυτιά	øre
αυτιά	øren
αυτιά	ørene
αυτιά	ørerne
αυτιά	ører
ηγεμονία	overherredømme
ηγεμονία	herredømmet
ηγεμονία	herredømme
κατάρ	qatar
ευρεσιτεχνίας	patent
ευρεσιτεχνίας	patentet
ευρεσιτεχνίας	patenter
απόσπαση	udstationering
απόσπαση	udstationeringen
απόσπαση	udstationering
μαλαισία	malaysia
μηχανήματα	maskineri
μηχανήματα	maskiner
μηχανήματα	maskiner
πληροφορική	informatik
ερμηνεύει	fortolker
ποντίκι	mouse
ποντίκι	musse
ποντίκι	musen
ποντίκι	mus
μίλερ	miller
μίλερ	millers
μίλερ	müller
μίλερ	muller
πυκνό	koncentrere
πυκνό	koncentrat
πυκνό	tæt
πυκνό	tætte
ύφασμα	klæde
ύφασμα	klud
ύφασμα	stof
συμβουλή	rådgivning
συμβουλή	råd
συμβουλή	spids
συμβουλή	drikkepenge
συμβουλή	tip
σφάλματα	fejltagelser
σφάλματα	fejl
σφάλματα	fejl
σφάλματα	insekter
σφάλματα	kryb
σφάλματα	snurre
καραμανλής	karamanlis
συντελεστή	koefficient
προσευχή	bønnen
προσευχή	bøn
άνταμς	adams
μεσημέρι	middag
μεσημέρι	middagstid
ήξερε	vidste
ήξερε	kendte
θυγατρική	datterselskab
γεωργιάδης	georgiadis
διαφυγής	flygte
διαφυγής	flugtforsøg
διαφυγής	flygt
διαφυγής	undslippe
