در	porta
بزرگ	grans
اروپا	europe
اروپا	europa
روستایی	rurals
آمار	estadística
آمار	estadístiques
فعالیت	activitat
اشاره	consell
زاده	nascut
زاده	born
محمد	mohammad
محمد	muhammad
محمد	mahoma
محمد	mohamed
بریتانیا	britànic
بریتانیا	british
بریتانیا	britànica
بریتانیا	britània
مانند	com
مانند	like
چند	pocs
چند	poques
چند	multi
شمالی	nord
شمالی	northern
شمالی	carolina
آب	aigua
خورشیدگرفتگی	eclipsi
ایرانی	persa
ایرانی	iranià
اطلاعات	info
اطلاعات	informació
ایجاد	crear
ایجاد	crea
ایجاد	creació
ایجاد	creant
ایجاد	construeix
مالک	propietari
مالک	màlik
مالک	malik
امنیت	seguretat
امنیت	seguretat
نوع	tipus
مردم	gent
مردم	persones
دلیل	raó
دلیل	motiu
دلیل	causa
روستای	poble
روستای	aldea
اولین	evelyn
مربوط	rellevant
مربوط	relacionat
مربوط	relacionada
مربوط	relacionats
بار	càrrega
بار	carrega
بار	barr
بار	barra
بار	bar
دریا	mar
شما	tu
شما	vostè
برابر	iguals
تولید	fabricació
تولید	producció
تولید	generar
تولید	genera
تپه	turó
تنها	sola
تنها	només
تنها	solitari
علی	alí
علی	ali
شرقی	est
شرقی	oriental
یونسکو	unesco
برخی	alguns
برخی	algunes
میان	mian
میان	entre
جهان	món
جهان	world
جهان	jahan
جام	tassa
جام	cup
ها	eh
ارتفاع	altitud
ارتفاع	alçada
ارتفاع	alçària
ارتفاع	altura
کد	codi
کشف	descobert
کشف	descobreix
کشف	descobriment
نشان	distintiu
حذف	elimina
حذف	esborra
تلویزیونی	televisió
غربی	oest
غربی	western
گرفته	pres
دوران	períodes
دوران	era
شامل	inclòs
شامل	incloure
شامل	inclou
شدن	esdevenir
بهترین	millor
دولت	estat
دولت	govern
همراه	mòbil
همراه	acompanyats
همراه	acompanyat
همراه	conjunció
چپ	esquerra
چپ	esquerre
ایتالیا	itàlia
ایتالیا	italià
صفحه	pàgina
مجلس	parlament
مجلس	assemblea
تحت	arres
آغاز	inici
آغاز	comença
آغاز	començant
ویکی	wiki
ویکی	vicky
راه	camí
کشتی	naus
کشتی	vaixells
کشتی	nau
کشتی	lluita
کشتی	vaixell
بودند	eren
الگو	patró
توجه	atenció
بن	ben
همه	tots
همه	totes
همه	tothom
کوچک	petita
کوچک	petites
کوچک	menor
کوچک	minor
ژاپن	japó
ژاپن	japan
رسمی	official
رسمی	formals
اسلام	islam
سپتامبر	setembre
پرونده	cas
پرونده	arxiu
پرونده	fitxer
ماه	mes
ماه	mesos
ماه	lluna
اوت	agost
اوت	ago
هزار	mil
تابستانی	estiu
چون	perquè
چون	perque
چون	quan
آوریل	abr
آوریل	abril
تغییر	canviant
تغییر	modifica
تغییر	canvia
تغییر	canvi
مجموعه	recollida
شکل	forma
شکل	forma
شکل	formulari
شکل	figura
شکل	conformació
مارس	març
مارس	march
مارس	mart
مارس	mars
درخواست	requeriment
درخواست	petició
کیلومتر	quilòmetre
کیلومتر	quilòmetres
کیلومتر	kilòmetres
جمله	frase
گردشگری	turisme
گردشگری	turista
شهری	urban
شهری	municipal
شهری	municipals
شهری	ciutat
ممکن	possible
ممکن	possibles
لیگ	lliga
روسیه	rus
روسیه	rússia
منابع	fonts
منابع	recursos
نخستین	primer
نخستین	primera
نخستین	primers
شاه	king
شاه	rei
شاه	xah
شاه	xa
جنوب	sud
طور	mont
طور	tur
فوت	peu
فوت	foote
اکتبر	octubre
ژوئن	juny
چه	quins
چه	quina
چه	quin
چه	què
امکان	possible
امکان	possibles
امکان	possibilitat
نویسندگان	autors
سر	sar
سر	head
سر	capçal
سر	caps
حزب	party
حزب	partit
حزب	festa
فرهنگ	cultura
برندگان	premiats
برندگان	guanyadores
برندگان	guanyadors
قابل	extraïble
بدون	sense
خانه	casa
خانه	domicili
خانه	llar
دسامبر	desembre
موارد	elements
موارد	casos
هند	índia
آلبوم	àlbum
آزاد	lliure
آزاد	gratuït
آزاد	lliures
چاپ	imprimeix
چاپ	impressió
علمی	ciència
علمی	ciències
نوامبر	novembre
نوامبر	nov
آسیا	asiàtics
شمال	nord
شمال	northern
پایان	final
علوم	ciència
علوم	ciències
جان	john
جان	joan
سید	sid
کالیفرنیا	califòrnia
کالیفرنیا	california
قرن	segle
بازیگر	actriu
بازیگر	actor
صنایع	indústries
صنایع	indústria
گونه	galta
گونه	espècies
گونه	espècie
کانادا	canadà
کانادا	canadenc
اسپانیا	espanya
اسپانیا	castellà
اسپانیا	espanyol
زمین	earth
زمین	terra
برزیل	brasil
برزیل	brasiler
سبک	llum
سبک	estil
بالا	top
جدید	nova
جدید	nou
جدید	noves
تصویر	imatge
غیر	non
حضور	assiduïtat
حضور	presència
وارد	ward
عضو	membre
عضو	donació
میراث	llegat
میراث	herència
میراث	patrimoni
زنان	dones
نظامی	militars
نظامی	militar
قمری	lunar
آذربایجان	azerbaidjan
جای	lloc
جای	place
جای	jai
هیچ	qualsevol
چین	barbeta
چین	chin
چین	xina
سیستم	system
سیستم	sistema
ظاهر	zahir
ظاهر	apareixen
ظاهر	compareixen
ادامه	continuat
ادامه	continuada
درجه	grau
درجه	graus
درجه	rang
درجه	grau
انتخاب	escollint
انتخاب	triant
انتخاب	escolliu
انتخاب	tria
انتخاب	escollir
انتخاب	escull
انتخاب	seleccioneu
انتخاب	selecciona
انتخاب	elecció
موجود	disponibles
موجود	disponible
موجود	existent
موجود	existents
دستی	manual
فقط	només
اعلام	declarat
اعلام	declarada
اعلام	declaració
اعلام	anunciar
نسبت	proporció
نسبت	ràtio
اعضای	membres
خراسان	khorasan
زمانی	zamani
مسابقات	torneig
تلفن	telèfon
تلفن	telèfon
داستان	història
داستان	històries
داستان	relats
سوم	iii
سوم	tercera
سوم	tercer
خط	línia
قانون	llei
قانون	regla
درگذشت	morí
علت	raó
علت	motiu
علت	causa
مهم	important
منبع	font
منبع	recurs
میلیون	milions
میلیون	milió
کمک	auxili
کمک	ajuda
کمک	ajut
جهت	indicacions
جهت	direccions
جهت	direcció
جهت	orientació
هوایی	aèria
هوایی	aeris
هوایی	aire
هوایی	air
حتی	inclús
نمایش	mostra
نمایش	espectacle
آمریکای	amèrica
ناحیه	regió
ناحیه	districte
ناحیه	àmbit
ناحیه	àrea
طراحی	disseny
طراحی	dissenyant
آموزش	ensenyament
آموزش	docència
آموزش	entrenament
آموزش	formació
آموزش	educació
قلعه	castell
قلعه	fortalesa
ویرایش	edita
ویرایش	edició
حکومت	govern
نمایندگان	diputats
نمایندگان	representants
نمایندگان	delegats
بازدید	visitat
بازدید	revisió
بازدید	revisa
بازدید	visiteu
بازدید	visita
بازدید	visites
بازدید	visitant
شیمیایی	chemical
شیمیایی	químic
شیمیایی	químics
مساحت	àmbit
مساحت	àrea
ادبیات	literatura
موضوع	temàtica
موضوع	tema
موضوع	assignatura
موضوع	subjecte
موضوع	subjectes
شبکه	graella
شبکه	networking
شبکه	xarxa
برنامه	app
برنامه	programa
برنامه	horari
برنامه	programa
کاربران	usuaris
تولد	aniversaris
تولد	aniversari
تولد	naixement
تبدیل	converteix
تبدیل	conversió
تبدیل	transformada
تبدیل	transformar
تبدیل	transforma
تبدیل	transformació
دریایی	marine
سن	sen
سن	edat
سن	sena
سن	seine
سن	san
سن	saint
عربی	àrab
روش	roche
روش	mètode
بازیکن	reproductor
بازیکن	jugador
بازیکن	jugadors
رفته	marxat
رفته	anat
بودن	essent
بودن	being
نتیجه	resultats
نتیجه	resultat
نتیجه	concertació
نتیجه	conclusió
انقلاب	revolució
تگزاس	texas
عراق	iraq
شروع	inici
شروع	comença
شروع	començant
هنر	arts
هنر	art
زمینه	antecedents
زمینه	fons
قسمت	part
قسمت	episodi
بررسی	comprovant
بررسی	comprovació
مدیر	gestor
مدیر	administrador
باز	oberta
باز	oberts
باز	open
باز	obre
باز	obert
باز	esquena
ترکیه	turquia
ترکیه	turc
مدال	medalla
مدال	medalles
حقوق	salari
حقوق	sou
حقوق	llei
حقوق	drets
دی	dey
عمومی	genèriques
عمومی	genèric
عمومی	públic
عمومی	públics
عمومی	public
عمومی	públiques
عمومی	general
حسین	hossein
حسین	hussein
حسین	hussain
ترجمه	traduint
ترجمه	traducció
ترجمه	tradueix
ترجمه	traduir
دقیقه	minuts
دقیقه	minut
رنگ	color
رنگ	color
چاه	chah
افزایش	increment
افزایش	augment
افزایش	augmentant
افزایش	incrementat
طبیعی	naturals
طبیعی	natural
طبیعی	normal
طبیعی	normals
معروف	famós
معروف	famosos
مدیریت	gestiona
مدیریت	gestionar
مدیریت	gestió
گل	flors
گل	flor
گل	objectiu
انتشار	difusió
انتشار	edició
انتشار	publicant
انتشار	publicarà
انتشار	propagació
نیاز	necessitat
نیاز	necessitats
نیاز	requerit
نیاز	requerida
نیاز	requerits
توضیح	comentari
توضیح	comenta
ترکیب	combinar
ترکیب	composició
ترکیب	combinació
ترکیب	compost
دریافت	rebre
دریافت	rebre
دریافت	recepció
رشته	cadena
رشته	fil
موافق	acordats
موافق	acordat
موافق	pactat
موافق	acorden
موافق	convenen
هنری	enric
هنری	henry
مواد	drogues
مواد	fàrmacs
مواد	material
مواد	materials
مواد	matèries
درباره	about
کارگردانی	dirigit
کارگردانی	dirigida
کارگردانی	dirigir
اجتماعی	socials
اجتماعی	social
بانی	bonnie
جریان	actuals
جریان	actual
جریان	corrent
جریان	streaming
جریان	flux
جریان	cabal
جریان	riera
طریق	via
نویسنده	escriptor
نویسنده	autor
ژانویه	gener
کنار	side
کنار	costat
انرژی	energia
انتخابات	electoral
انتخابات	eleccions
حسن	hassan
ملیت	nacionalitat
مه	maig
مه	mah
مه	boira
کسی	algú
ثانیه	segons
ثانیه	segon
ثانیه	segona
کل	total
کل	sencer
کل	sencera
کل	kal
اصفهان	isfahan
خان	khan
دکتر	metge
دکتر	doctor
انجمن	consell
انجمن	societat
انجمن	fraternitat
انجمن	comunitat
انجمن	associació
انجمن	association
غرب	oest
توسعه	desenvolupament
توسعه	desenvolupant
فصل	capítol
فصل	temporada
معمولاً	normalment
رسید	assolit
ژوئیه	juliol
فارس	fares
فارس	fars
شوروی	soviètic
شوروی	soviètica
افغانستان	afganistan
ورزش	gimnàs
ورزش	gym
ورزش	esport
ورزش	sport
ورزش	exercici
ورزش	esports
معماری	arquitectura
معماری	arquitectòniques
باند	vincle
باند	lligam
آنجا	hi
آنجا	allà
پرندگان	aus
پرندگان	ocells
آخرین	darrer
آخرین	últim
آخرین	última
آخرین	darrera
آخرین	últimes
پزشکی	medicament
پزشکی	medicina
پزشکی	mèdica
فرهنگی	cultura
فرهنگی	cultural
فرهنگی	culturals
تلویزیون	televisió
دنیا	món
دنیا	world
دنیا	dunia
خوانندگان	cantants
خوانندگان	lector
خوانندگان	lectors
جغرافیای	geografia
حالت	estat
حالت	modalitat
حالت	mode
حالت	humor
کوه	muntanya
کوه	mont
کوه	kuh
مقالات	articles
مدیران	executius
عمل	acció
عمل	funcionament
عمل	operació
عمل	acte
عمل	act
کره	mantega
کره	coreà
کره	corea
کره	korea
انتقال	transmissió
انتقال	traspàs
انتقال	transferència
انتقال	trasllat
انتقال	transició
انتقال	transferència
انتقال	transports
انتقال	transport
فوریه	urgent
فوریه	febrer
فوریه	fourier
فوریه	feb
ارائه	presentació
رود	riu
رود	rod
رود	rud
سیاست	pòlissa
سیاست	política
سیاست	política
سیاست	diplomàcia
فرانسوی	francès
وطن	domicili
وطن	llar
وطن	migració
برتر	superior
نزدیک	gairebé
نزدیک	tanca
دلار	dòlar
داخلی	interior
داخلی	intern
داخلی	interna
کاهش	reducció
کاهش	disminució
احمد	ahmed
احمد	ahmet
احمد	àhmad
احمد	ahmad
ده	deu
ارتش	militars
ارتش	militar
ارتش	exèrcit
سایر	sawyer
مشخص	específics
مشخص	específic
مشخص	ressalta
مشخص	ressaltat
حاضر	presents
حاضر	present
اسرائیل	israel
انسان	humà
انسان	humans
انسان	home
انسان	man
مسجد	masjid
مسجد	mesquita
مثل	com
مثل	like
شهرها	ciutats
سیاه	black
سیاه	negre
قدرت	força
قدرت	potència
قدرت	poder
بنا	estructurada
بنا	estructurat
نسخه	versió
نسخه	prescripció
کم	kam
کم	cam
کم	baix
کم	baixes
خانواده	famílies
خانواده	família
خانواده	familia
میدان	quadrat
میدان	plaça
ویژه	especial
ویژه	especials
نیروهای	forces
حوزه	àmbit
حوزه	camp
حمله	atac
حمله	assalt
ناسا	nasa
جزیره	illa
وزارت	departament
وزارت	ministeri
ساختمان	edifici
ساختمان	edificació
ساختمان	construcció
درام	drama
درام	drum
درام	tambor
درصد	percentatge
درصد	percentatge
مهندسی	enginyeria
برنده	guanyar
برنده	guanyador
برنده	guanyadora
علم	ciència
علم	ciències
علم	coneixements
علم	coneixement
وقتی	quan
آبی	blau
اقتصاد	economia
ورزشی	athletic
ورزشی	sporting
ورزشی	esport
ورزشی	sport
ورزشی	esports
جامعه	societat
جامعه	comunitat
بازار	bazar
بازار	mercat
بازار	basar
بازار	mercat
معرفی	introducció
معرفی	introduïdes
معرفی	introduït
معرفی	introduïda
معرفی	introduïts
مصر	egypt
مصر	egipte
مصر	egipci
متن	text
متن	context
متن	font
سرعت	velocitat
سرعت	velocitat
طرف	side
طرف	costat
مطرح	planteja
دهد	subvencions
سابق	antiga
پسر	noi
پسر	fill
دین	religió
دین	degà
دین	dean
دین	vicedegà
دین	degana
کشت	cultivar
رضا	reza
رضا	rida
خیلی	molt
خیلی	guapa
خورشیدی	solar
سفید	white
سفید	blanc
جشنواره	festival
بهتر	millor
فرد	individu
فرد	individuals
فرد	individual
فرد	senars
فرد	senar
فرد	fred
لندن	london
لندن	alpicat
لندن	londres
لندن	landon
رفت	marxat
رفت	anat
بخشی	facultar
سری	sèries
سری	sèrie
سری	sri
سری	serie
اسکار	òscar
اسکار	oscar
اسکار	oskar
اکنون	ara
کلی	kelly
کلی	argila
هیئت	delegació
آلمانی	alemany
محلی	localment
محلی	regional
محلی	regionals
محلی	local
محلی	locals
معنی	significat
دادن	donant
شرق	est
دیده	vistos
دیده	vist
دیده	saw
شیخ	sheikh
شیخ	xeic
شیخ	shaykh
شیخ	sheik
برگزیده	triats
برگزیده	elegit
برگزیده	escollida
برگزیده	seleccionat
برگزیده	seleccionats
کنترل	control
درست	cert
درست	true
سنگ	pedra
استاد	mestre
موقعیت	posició
موقعیت	situació
امپراتوری	imperi
امپراتوری	imperial
بیماری	malaltia
عمق	profunditat
کلاس	classes
کلاس	classe
آنان	ells
مدرسه	escola
کسب	adquirint
کسب	negoci
کسب	negocis
حرکت	mou
حرکت	movent
جغرافیایی	geogràfic
مشخصات	especificacions
مشخصات	especialitzacions
مشخصات	descripció
همکاری	cooperació
دبی	dubai
دبی	debbie
کوتاه	curt
روابط	relacions
روابط	relacions
اجرا	actuació
اجرا	rendiment
اجرا	executa
اجرا	execució
اجرا	executa
اجرا	córrer
اجرا	funcionant
وزیر	ministre
خواننده	singer
خواننده	cantant
خواننده	lector
پیشنهاد	suggerit
پیشنهاد	suggerits
پیشنهاد	ofrena
پیشنهاد	oferta
پیشنهاد	suggereix
پیشنهاد	suggerir
پیشنهاد	suggeriment
اتحادیه	union
اتحادیه	unió
خوب	bones
خوب	bona
موفق	èxit
شخصی	personals
شخصی	individu
شخصی	individuals
شخصی	individual
شخصی	privat
شخصی	privats
پایین	down
پایین	bottom
پایین	fons
پدر	pare
حق	veritat
خاص	específics
خاص	específic
خاص	especial
خاص	especials
گذشته	passat
کیفیت	qualitat
ازدواج	casats
ازدواج	casat
ازدواج	matrimoni
ازدواج	boda
ازدواج	casament
خارجی	externs
خارجی	extern
خارجی	externa
خارجی	exteriors
هنوز	encara
انتشارات	editorials
میزان	balanç
میزان	saldo
میزان	equilibri
تر	ter
مشغول	ocupat
اقتصادی	econòmic
اقتصادی	econòmica
اقتصادی	econòmics
اقتصادی	economic
اقتصادی	econòmiques
فعال	actiu
اینجا	aquí
اینجا	aqui
اینجا	ací
پادشاهی	regne
کمربند	cinturons
کمربند	cinturó
واحد	divisió
واحد	unitat
چندین	dotzenes
چندین	diversos
چندین	diverses
چندین	múltiples
چندین	múltiple
اندازه	talles
اندازه	mides
اندازه	mida
خیابان	carrer
خیابان	carrers
عالی	perfecte
عالی	perfecta
عالی	gran
عالی	meravellós
عالی	impressionant
نگاره	imatge
هدف	objectiu
هنرپیشه	actor
قهرمانی	campionat
قهرمانی	championship
دستگاه	dispositiu
دستگاه	màquina
طرح	croquis
طرح	esbós
طرح	disseny
پنج	five
پنج	cinc
برد	guanyar
تئاتر	theater
تئاتر	teatre
تئاتر	teatre
پل	pont
پل	bridge
پل	paul
ترابری	transports
ترابری	transport
داخل	inside
داخل	endins
داخل	dins
ابتدا	primer
ابتدا	primera
ابتدا	primers
ارتباط	comunicació
ارتباط	connexió
ارتباط	contacte
پخش	reprodueix
پخش	emissió
پخش	difusió
پخش	jugant
امام	imam
مطلق	absoluts
مطلق	absolut
مطلق	absoluta
مطلق	absolutes
اراضی	terres
مشکل	problema
نفت	oli
نفت	petroleum
نفت	petroli
شرایط	termes
شرایط	condicions
شرایط	circumstància
شرایط	condició
شرایط	circumstàncies
رضوی	razavi
کارگردان	director
کارگردان	directora
کارگردان	realitzador
دانشکده	college
دختر	noia
دختر	filla
نور	llum
نور	nur
نور	noor
اجرای	execució
یونان	grec
لازم	requerit
لازم	requerida
لازم	requerits
لازم	necessàries
سازی	instrumental
مرتبط	associada
مرتبط	associades
مرتبط	relacionat
مرتبط	relacionada
مرتبط	relacionats
شکست	falles
شکست	fracàs
شکست	derrota
رشد	creixent
رشد	creixement
گزارش	informe
پرداخت	pagant
پرداخت	pagament
پرداخت	pagat
پرداخت	retribuïts
پرداخت	pagats
پرداخت	renderització
پرداخت	renderitzat
پرداخت	representació
هلند	holanda
هلند	holland
هلند	neerlandès
هلند	holandès
مالی	molly
مالی	financer
مالی	financera
مالی	finances
مالی	mali
اضافه	extra
ورزشگاه	gimnàs
ورزشگاه	gym
ورزشگاه	estadi
ورزشگاه	estadi
ورزشگاه	stadium
درون	inside
درون	endins
درون	dins
جنسی	sexual
جنسی	sexe
جنسی	sex
امور	afer
تأسیس	establiment
تأسیس	establint
مهدی	mahdi
شعر	poema
شعر	poesia
شعر	lletres
شعر	lletra
شعر	poemes
شرح	explicació
شرح	detallant
شرح	descripció
فناوری	tecnologia
ترتیب	disposades
ترتیب	arreglat
ترتیب	orde
ترتیب	ordre
ترتیب	concertar
مادر	mare
کرمان	kerman
خانوار	llars
وضعیت	situació
وضعیت	estat
نمونه	mostra
نمونه	instància
نمونه	espècimen
نمونه	exemple
نامزد	compromesa
نامزد	promès
نامزد	promesos
نامزد	promesa
نامزد	candidata
نامزد	candidat
لیتر	litre
لیتر	camada
لیتر	litre
لاتین	llatí
لاتین	latino
مثال	instància
مثال	exemple
سوئد	suècia
مدل	model
متری	metres
دوستان	amics
دوستان	amistats
مسیر	camí
مسیر	ruta
مسیر	trajectòria
دسته	categoria
دسته	lot
دانش	coneixements
دانش	coneixement
ترانه	cançó
ترانه	song
کشته	matat
چرا	perqué
پایگاه	base
مکان	lloc
مکان	place
مکان	localització
مکان	ubicació
مکان	emplaçament
فکر	pensant
فکر	pensa
اولیه	primària
اولیه	primari
گسترش	expansió
شناگران	nedadors
عدم	non
عدم	manca
عدم	falta
عدد	número
عدد	nombre
عدد	nombres
عدد	números
تعریف	definició
تعریف	complert
تعریف	definir
تعریف	defineix
نو	nova
نو	nou
نو	noves
خدمات	serveis
خدمات	servei
همسر	cònjuge
همسر	marit
همسر	esposa
فرزند	descendència
فرزند	cries
فرزند	nen
فرزند	infant
مصرف	consum
لهستان	polònia
تقسیم	divisió
تقسیم	dividits
تقسیم	dividit
روزنامه	periòdic
روزنامه	periódico
روزنامه	diari
تن	tonyina
تن	tona
تن	tones
اتحاد	union
اتحاد	unió
اتحاد	aliança
اتحاد	solidaritat
نظریه	teoria
نظریه	teories
خاک	pols
خاک	sòl
مخالف	discrepen
مخالف	oposició
مخالف	oposat
مخالف	contrari
تبریز	tabriz
میله	barra
میله	bar
کلیسای	capella
کلیسای	església
کشاورزی	agrícola
کشاورزی	agricultura
کشاورزی	agricultura
آباد	visiteu
آباد	visita
آباد	abad
مشهور	famós
مشهور	famosos
بعدی	pròxima
بعدی	següent
بعدی	propera
بعدی	next
مستقل	independents
مستقل	independent
قدیمی	vintage
قدیمی	antic
شب	nits
شب	nit
مالکان	relictes
ویدئویی	vídeo
ویدئویی	video
شیمی	química
فروش	vendre
فروش	sale
فروش	venda
فروش	vendes
فروش	surts
بیست	vint
رتبه	rang
جانوران	bèsties
جانوران	animals
جانوران	animal
آیووا	iowa
راک	rak
راک	roca
راک	rock
پارک	park
پارک	parc
کاربرد	ús
کاربرد	aplicació
مناسب	apropiat
مناسب	correspongui
مناسب	fitness
نخست	prime
آزادی	llibertat
آزادی	lliure
آزادی	gratuït
آزادی	lliures
رای	votació
رای	vot
رای	vota
رای	votacions
رای	vots
رای	votacions
رای	votat
رای	rai
کمدی	comic
کمدی	comèdia
موتور	motor
موتور	dorsal
موتور	bici
بسته	embalum
بسته	tancat
بسته	paquet
راست	cert
راست	true
فاصله	distància
فاصله	interval
فاصله	espai
سنت	tradició
اغلب	sovint
فضای	espai
چشم	ulls
چشم	eyes
چشم	ull
مختصات	coordenada
مختصات	coordenades
عامل	factor
چهارم	quart
چهارم	quarta
متولد	nascut
متولد	born
قوانین	regles
قوانین	normes
قوانین	lleis
کمتر	menys
صنعتی	industrials
صنعتی	industrial
صنعت	indústria
گیاهان	plantes
گیاهان	herbes
کشوری	país
آرامگاه	tomba
آرامگاه	mausoleu
پشت	esquena
سینما	cinema
پروژه	projecte
حمایت	suport
باغ	bagh
باغ	jardí
باغ	jardins
واژه	paraula
واژه	paraules
بدن	cos
شاید	potser
مقدار	quantitat
مقدار	import
مقدار	quantia
محمود	mahmood
محمود	mahmoud
محمود	mahmud
جرم	missa
جرم	massa
جرم	crim
کاری	treball
مردان	homes
عصر	edat
عصر	vespre
عصر	tarda
سرزمین	terres
سرزمین	land
موجب	revelador
موجب	causes
سوریه	síria
سوریه	sirià
نامه	correu
نامه	carta
موزه	museum
موزه	museu
پادشاه	king
پادشاه	rei
عبارت	frase
عبارت	expressió
بازگشت	reverteix
بازگشت	retornar
بازگشت	retorn
بازگشت	devolució
استاندارد	estàndard
بانک	banks
بانک	bancs
بانک	bank
بانک	banc
مکزیک	mexicà
فلسفه	filosofia
دولتی	govern
عملیات	operacions
عملیات	funcionament
عملیات	operació
ترک	excedència
ترک	abandona
ترک	türk
ترک	deixant
نشر	alliberació
نشر	alliberament
نشر	emissió
نشر	edició
نشر	publicant
سفر	viatges
سفر	trajecte
سفر	viatge
پاریس	paris
پاریس	parís
توصیف	descrigui
توصیف	descriu
توصیف	descriure
توصیف	descripció
آسفالت	asfalt
معنای	significat
رابطه	relacions
رابطه	relació
مراسم	cerimònia
دریای	mar
اتریش	austríac
اتریش	àustria
توان	potència
توان	poder
عباس	abbas
پر	plens
پر	ple
پر	plena
پر	plomes
پر	ploma
ربات	bot
ربات	robot
دستور	orde
دستور	ordre
دستور	encàrrecs
دستور	comandes
دستور	ordres
تیره	fosc
دوست	agradat
دوست	amor
دوست	amistat
دوست	amic
