georg	گئورگ
micro	میکرو
cartões	کارتها
cartões	ورق
cartões	کارتهای
adquirido	بدست
adquirido	اکتسابی
adquirido	خریدار
adquirido	خریداری
recomendações	توصیه
garantia	حجت
garantia	گارانتی
garantia	وثیقه
garantia	تضمین
garantia	تضمینی
garantia	ضامن
garantia	ضمانت
greatest	بزرگترین
criminal	جنایتکار
criminal	مجرم
criminal	تبهکار
criminal	کیفری
luxo	دلخوشی
luxo	luxury
phillips	فیلیپس
boxe	boxing
boxe	بوکس
boxe	بکس
esculturas	مجسمه
esculturas	تندیس
born	متولد
born	زاده
aurora	آرورا
aurora	اورورا
subida	طلوع
subida	عروج
subida	صعود
subdivisões	زیربخش
claudio	کلودیو
patrocínio	سرپرستی
patrocínio	اسپانسر
patrocínio	مولای
patrocínio	حامی
macho	مذکر
macho	نر
saxônia	زاکسن
detroit	دیترویت
querendo	خواستن
ouvido	شنیده
ouvido	خوشه
perdas	خسارات
perdas	ضرر
urbanas	شهری
urbanas	urban
urbanas	اوربان
lesões	جراحت
lesões	آزاری
lesões	زخم
visitas	برسد
visitas	بازدید
nervoso	مضطرب
nervoso	عصبی
han	هان
soviéticos	شوروی
soviéticos	شوراها
soviéticos	شوروی
febre	تب
ltd	ltd
hudson	هادسون
hudson	هادسن
maratona	ماراتن
maratona	ماراتون
elvis	الویس
cobra	کبری
cobra	کبرا
cobra	ماره
cobra	مار
monges	راهبان
andamento	پیشرفت
andamento	پیشرفتی
andamento	تمپو
andamento	ضرب
escolhidos	برگزیده
socialismo	سوسیالیسم
june	ژوئن
june	june
ice	یخ
ice	یخی
ice	یخبندان
ice	آیس
colecção	مجموعۀ
colecção	مجموعه
honorário	افتخاری
cine	کاین
cine	cine
fotógrafo	photographer
fotógrafo	عکاس
ruth	روت
ruth	روث
romântico	رمانتیکی
romântico	رومانتیک
romântico	رمانتیک
romântico	عاشقانه
gramática	گرامر
divididas	تقسیم
acer	افرای
riscos	خطرات
riscos	خطر
riscos	ریسک
trocar	تعویض
trocar	سوئیچ
trocar	سویچ
trocar	معاوضه
trocar	مبادله
nilo	نیل
vital	حیاتی
atribuição	تخصیص
patrono	حامی
ted	تد
mônica	مونیکا
regência	رگنسی
hart	هارت
novato	مبتدی
mensal	ماهانه
mensal	ماهنامه
mensal	ماهیانه
favorito	نشانک
favorito	محبوب
martín	مارتن
martín	مارتین
circo	سیرک
selecionado	برگزیده
irene	آیرین
irene	ایرن
irene	ایرین
bebidas	نوشیدنی
caçador	هانتر
caçador	شکارچی
monge	راهب
naruto	ناروتو
buscando	واکشی
buscando	طلب
atacado	عمده
trigo	گندم
quentes	گرم
murphy	مورفی
cenários	سناریوهای
pacote	پک
pacote	فشردن
pacote	بسته
pacote	بقچه
pacote	پاکت
pacote	بسته
pacote	بستۀ
silêncio	ساکت
silêncio	سکوت
silêncio	صامت
silêncio	سایلنت
silêncio	خاموش
silêncio	خموش
buraco	سوراخ
buraco	حفره
buraco	گودال
definitiva	قطعی
nono	نهم
nono	نهمین
romanas	رومان
romanas	رومی
romanas	رومن
romanas	روم
helen	هلن
ascendência	تبار
ascendência	نزول
sentiu	احساس
esperando	منتظرم
esperando	انتظار
esperando	منتظر
esperando	منتظریم
esperando	انتظار
esperando	توقع
esperando	امید
madame	بانوی
madame	بانو
carácter	شخصیت
carácter	نویسه
ernest	ارنست
cap	کاپ
cap	cap
cap	کلاهک
cap	کپ
delegado	محول
delegado	واگذاری
delegado	نماینده
delegado	معاون
funcional	تابعی
amadores	آماتور
protecção	رله
protecção	محافظتی
protecção	حفاظت
protecção	پناه
protecção	محافظت
pérez	پرز
empresarial	شرکتی
empresarial	شرکت
next	بعدی
next	next
conferir	همفکری
bico	منقار
arranjo	توافق
margaret	مارگرت
margaret	مارگارت
standard	استاندارد
adolf	آدولف
jam	جم
jam	مربا
seattle	سیاتل
aaron	آرون
cruzada	جهاد
cruzada	نهضت
preparado	اماده
preparado	آماده
preparado	مهیا
chamando	فراخوانی
servido	خدمت
bass	بیس
bass	باس
receitas	درآمد
receitas	درآمدی
receitas	درآمد
receitas	درامد
devil	شیطان
pioneiros	پیشگام
pioneiros	پایونیر
complexa	پیچیده
complexa	هرات
moisés	موسی
moisés	موسى
formações	احداث
exportação	صادرات
exportação	صادرات
incluídos	شامل
simpson	سیمپسون
cratera	دهانه
hábito	عادت
duff	داف
detetive	کارگاه
detetive	کارآگاه
detetive	کاراگاه
restauro	بازگردانی
restauro	بازگرداندن
restauro	برگرداندن
restauro	بازیابی
restauro	بازگردانی
restauro	مرمت
restauro	ترمیم
publicamente	آشکارا
frederick	فردریک
frederick	فریدریش
milan	میلان
cumprimento	احوالپرسی
cumprimento	درود
sacramento	ساکرامنتو
linhagem	نسب
linhagem	نژاد
linhagem	وراثت
temporariamente	موقتاً
temporariamente	موقت
temporariamente	موقتی
temporariamente	موقتا
temporariamente	موقت
temporariamente	موقتی
avançado	پیشرفته
incluídas	شامل
alerta	هشدار
rotas	مسیرهای
rotas	مسیرها
joinville	جوینویل
resende	resende
islândia	ایسلند
perna	پای
perna	پاش
perna	ساق
perna	پا
saindo	ترک
haiti	هائیتی
habitação	مسکن
mágica	جادویی
mágica	جادو
mágica	سحر
mágica	جادوی
mágica	جادویی
macmillan	مکمیلان
seul	سئول
dever	وظیفه
repressão	سرکوبی
repressão	سرکوب
einstein	اینشتین
einstein	انیشتین
pimenta	پیمنتا
pimenta	فلفل
pimenta	پپر
quarteto	کوارتت
discovery	اکتشاف
discovery	دیسکاوری
discovery	کشف
lutando	کشمکش
lutando	تقلا
lutando	جنگیدن
lutando	دعوا
model	model
model	مدل
alpha	آلفا
chelsea	چلسی
chelsea	chelsea
hero	قهرمان
hero	پهلوان
irregular	پارالل
irregular	نامنظم
uniformes	یونیفرم
uniformes	یونیفورم
uniformes	یونیفرم
uniformes	یونیفورم
junção	ادغام
junção	جانکشن
junção	تلاقی
fábricas	کارخانجات
norueguês	نروژی
norueguês	نروژ
teen	نوجوانی
teen	تین
teen	نوجوان
compacto	چکیده
hermann	هرمان
sérvio	صرب
sérvio	صربی
reich	رایش
dilma	دیلما
porquê	چرا
claudia	کلودیا
tendências	ترند
tendências	گرایش
tendências	روند
tendências	گرایشها
bang	بنگ
tomadas	گرفته
relativo	نسبی
julie	جولی
planície	ساده
planície	دشتی
planície	دشتهای
pilares	ستون
pilares	رکن
pilares	ستونی
pilares	ارکان
dialeto	گویش
dialeto	ایرونی
designer	طراح
designer	نگارنده
designer	designer
chuck	چاک
canhões	کانن
barreiras	موانع
voar	پرواز
voar	پروازی
voar	پرواز
empire	امپراطوری
empire	امپایر
empire	امپراتوری
doação	اهداء
doação	اهدا
doação	عضو
dieta	رژیم
dieta	رژیمی
mercury	عطارد
mercury	جیوه
mercury	مرکوری
ninja	نینجا
ninja	نینجای
gabriela	گابریلا
gabriela	گابریلا
match	تطبیق
match	مسابقه
match	کبریت
match	تطابق
bósnia	بوسنی
bósnia	بوسنی
atrair	جذب
atrair	جذب
diplomata	دیپلمات
depósitos	سپرده
ataca	حملات
operacionais	عملیاتی
juventus	یوونتوس
juventus	juventus
túnel	تونلی
túnel	تونل
salomão	سلیمان
salomão	سولومون
piedade	ترحم
piedade	افسوس
piedade	بخشش
piedade	رحمت
piedade	رحمتی
piedade	پرهیزگاری
piedade	تقوای
piedade	پرهیزکاری
piedade	پرهیزگار
piedade	تقوا
mármore	مرمر
mármore	تیله
mortais	فناپذیر
mortais	فانی
lituânia	لیتوانی
lituânia	لیتوانی
apaixonado	پرشور
apaixonado	احساساتی
romântica	رمانتیکی
romântica	رومانتیک
romântica	رمانتیک
romântica	عاشقانه
dezoito	eighteen
dezoito	هیجده
dezoito	هجده
fazendas	مزارع
terço	گلستان
terço	سومین
terço	سومی
terço	سوم
substituto	جانشین
substituto	جایگزینی
substituto	جایگزین
advogados	وکیل
advogados	وکلا
palatinado	فالتس
holland	هالند
holland	هلند
escura	دارک
escura	تاریک
escura	تیره
elena	الینا
elena	النا
talentos	استعداد
talentos	استعدادها
talentos	استعداد
talentos	ذکاوت
talentos	استعدادها
júlia	جولیا
traduzir	ترجمه
traduzir	ترجمه
grey	گری
grey	خاکستری
noel	نوئل
noel	نول
boêmia	بوهم
boêmia	بوهمی
bizantina	بیزانس
cúpula	گنبد
parceiros	شرکا
parceiros	همتای
parceiros	شریک
acordos	توافقنامه
acordos	توافقات
cruzamento	چهارراه
cruzamento	تقاطع
camilo	کامیلو
sorocaba	سوروکابا
sono	خوابم
sono	خواب
spears	اسپیرز
projectos	پروژههای
revelar	فاش
revelar	عیان
hughes	هیوز
algodão	کاتن
algodão	کتان
algodão	پنبه
narrador	راوی
duro	سخت
duro	دشوار
duro	عالیست
alabama	آلاباما
parlamentares	پارلمانی
lucro	سودش
lucro	منفعت
lucro	سودی
lucro	سود
lucro	سود
cama	تخت
cama	تختخواب
cama	بستر
cama	رختخواب
nona	نونا
nona	نهم
nona	نهمین
beat	بیت
criatura	موجودی
criatura	مخلوق
criatura	جانوری
terapia	درمانی
terapia	معالجه
terapia	درمان
betty	بتی
desafios	چالش
neerlandês	هلندی
neerlandês	داچ
neerlandês	هلند
estrangeira	خارجه
estrangeira	خارجی
sri	سری
abel	ابل
abel	آبل
provisório	موقت
provisório	موقت
benefício	منفعت
benefício	نفع
benefício	سودی
benefício	سود
diesel	دیزل
htm	htm
cameron	کمرون
treinar	قطار
benedito	بندیتو
determina	تعیین
cartoon	کارتون
aurélio	آئورلیو
aurélio	اورلیوس
aurélio	آئوریلیو
most	اکثر
most	بیشتر
most	بیشترین
filmografia	فیلمشناسی
alejandro	آلخاندرو
cerveja	بیر
cerveja	آبجو
cerveja	آبجوی
bravo	براو
bravo	براوو
bravo	آفرین
bravo	شجاع
bravo	دلیر
bravo	شجاعی
bravo	دلاوری
italia	ایتالیا
pes	esp
pes	pes
efetivo	مؤثر
efetivo	موثر
aposentadoria	بازنشستگی
wisconsin	ویسکانسین
padroeiro	حامی
guadalajara	گوادالاخارا
campina	campina
campina	علفزار
campina	چمنزار
cleveland	کلیولند
manifesto	بیانیه
aquecimento	گرمایش
operário	کارگری
operário	کارگر
friends	دوستان
demônio	شیطان
demônio	خبیث
demônio	اهریمن
traição	غدر
traição	خیانت
traição	خیانت
automática	اتوماتیک
automática	خودکار
treino	آموزش
treino	تمرین
treino	تمرینات
treino	آموزشی
treino	تعلیم
treino	اموزش
adquirida	بدست
adquirida	اکتسابی
poderosos	توانا
poderosos	نیرومند
poderosos	پرقدرت
poderosos	قدرتمند
fictício	خیالی
contêm	حاوی
exposto	عرضه
holstein	هولشتاین
secundários	ثانویه
secundários	ثانوی
nomeados	نامزدها
nomeados	معین
diploma	دیپلم
livraria	کتابفروشی
livraria	کتابفروشی
catherine	کاترین
excelência	برتری
imperadores	امپراتور
imperadores	امپراطور
gazeta	گزت
andares	طبقه
andares	طبقات
derivada	مشتق
derivada	نقل
derivada	مشتق
ódio	کینه
ódio	بغض
ódio	عداوت
ódio	نفرت
ódio	متنفر
ódio	متنفرم
ódio	تنفر
ódio	نفرت
foguetes	راکت
foguetes	موشک
paramount	پارامونت
ensinamentos	درسهای
ensinamentos	دروس
ensinamentos	درس
ensinamentos	تعالیم
ensinamentos	آموزشهای
deslocamento	جابجایی
deslocamento	گردشی
deslocamento	انحراف
imóvel	ویژگی
imóvel	دارایی
imóvel	ملک
imóvel	اموال
imóvel	مالکیت
léo	لئو
léo	leo
turim	تورینو
turim	تورین
nancy	نانسی
incrível	عالی
incrível	عالیه
porcentagem	درصد
porcentagem	درصدی
porcentagem	درصد
aquático	آبزی
almada	آلمادا
chocolate	شکلاتی
chocolate	کاکائو
chocolate	شکلات
edson	ادسون
edson	ادیسون
acompanhou	همراه
balada	تصنیف
medir	پیمانه
medir	پیمانه
terminais	ترمینال
terminais	پایانه
schmidt	اشمیت
minho	مینو
fechar	close
fechar	بستن
fechar	نزدیک
fechar	بستن
tráfico	قاچاق
comerciantes	تاجران
comerciantes	بازرگان
comerciantes	تجار
comerciantes	بازرگانان
body	بدن
body	بدنی
body	بدنه
body	جسم
body	body
arqueológico	باستانشناسی
etnia	قومیت
etnia	قومی
etnia	نژادی
sindicato	سندیکا
sindicato	سندیکای
jurista	وکیل
apollo	آپولو
apollo	شفاخانه
rumores	شایعات
rumores	شایعاتی
rumores	شایعه
rumores	شایع
fev	فوریه
morris	موریس
genes	ژنها
genes	ژن
genes	ژنهای
genes	ژنها
genes	ژن
genes	ژنی
lunar	قمری
estreita	باریکه
estreita	باریک
oferecido	امانت
urso	خرس
urso	بیر
urso	خرسی
chá	چای
chá	چایی
reynolds	رینولدز
curiosidade	کنجکاو
curiosidade	کنجکاوی
curiosidade	کنجکاوی
errada	اشتباه
errada	نادرست
consecutivas	پیاپی
consecutivas	متوالی
turca	ترکیه
turca	ترکی
piscina	بیلیارد
piscina	استخری
piscina	استخر
andreas	آندریاس
chapéu	hat
chapéu	کلاه
singular	مفرد
mares	دریاها
desculpas	عذرخواهی
desculpas	عذرخواهی
desculpas	پوزش
desculpas	عذرخواهی
rara	نادره
rara	کمیاب
rara	نادر
rara	نادری
moto	دوچرخه
moto	موتور
moto	موتورسیکلت
moto	موتو
moto	moto
doctor	دکتری
doctor	داکتر
doctor	دکتر
procurador	وکالت
procurador	پیگرد
procurador	دادستان
pega	برداشت
pega	بگیر
pega	بگیرد
pega	بگیرید
flauta	فلوت
circuitos	مدارهای
circuitos	مدار
circuitos	circuit
aeronáutica	هوانوردی
consecutivos	پیاپی
consecutivos	متوالی
esqui	اسکی
esqui	اسکی
criadores	آفرینندگان
punição	مجازات
punição	تنبیه
adulta	بزرگسال
adulta	بالغ
adulta	بزرگسالان
nomenclatura	نامگذاری
concorda	موافقت
concorda	موافق
concorda	موافقم
acompanhada	همراه
gibson	گیبسون
enrique	انریکه
parciais	جزئی
bater	بیت
bater	لت
caos	آشفتگی
caos	آشوب
coreana	کره
coreana	کرهای
lins	لینس
partindo	ترک
extração	استخراج
varsóvia	ورشو
galvão	گالوائو
lance	لنس
lance	بید
script	کدنویسی
script	دستنوشته
cairo	قاهره
cairo	کایرو
estágios	مراحل
traça	شاپرک
proteína	پروتئین
proteína	پروتئینی
proteína	پروتئینهای
dominicana	دومینیکن
bin	bin
bin	لاوک
swift	سوئیفت
leslie	لزلی
leslie	لسلی
parente	نسبی
nuvens	ابری
nuvens	ابر
nuvens	ابرها
nuvens	ابری
nuvens	ابر
fêmea	نسوان
fêmea	زن
fêmea	مؤنث
fêmea	مونث
fêmea	ماده
distâncias	فواصل
distâncias	مسافت
distâncias	فاصله
correção	اصلاح
processador	پرداز
processador	پردازنده
processador	پردازشگر
semanal	هفتگی
macedônia	مقدونی
macedônia	مقدونیه
macedônia	مقدونی
macedônia	مقدونیه
ávila	آبیلا
essenciais	ضروری
essenciais	ملزومات
essenciais	ضروری
ensinar	تدریس
ensinar	آموزش
ensinar	تدریس
bach	باخ
bach	بچ
economista	اقتصاددان
sega	سگا
cola	چسب
cola	کولا
proibição	بان
proibição	قدغن
proibição	ممنوعیت
ângelo	آنجلو
key	کلید
key	کلیدی
residente	مقیم
residente	ساکن
residente	رزیدنت
residente	اقامت
garotas	دخترها
garotas	دختران
emily	امیلی
periódico	دورهای
periódico	متناوب
periódico	گاهنامه
obrigatório	الزامی
obrigatório	اجباری
obrigatório	واجب
obrigatório	لازم
obrigatório	نیاز
obrigatório	اجباری
preservar	حفظ
cook	کوک
cook	آشپز
cook	آشپزی
entregar	تحویل
entregar	رساندن
equipado	مجهز
sódio	سدیم
caixas	جعبه
concordou	موافقت
concordou	موافق
concordou	توافق
contínuo	مستمر
contínuo	مداوم
contínuo	پیوسته
contínuo	پاینده
tribunais	دادگاههای
early	پگاه
early	اوایل
abrigo	پناهگاه
abrigo	پناه
acompanhamento	ردگیری
acompanhamento	ردیابی
acompanhamento	پیگیر
acompanhamento	پایش
acompanhamento	نظارت
acompanhamento	همراه
permaneceram	ماند
impulso	ضربان
impulso	نبض
impulso	پالس
impulso	تپش
randy	رندی
bebida	نوشیدن
bebida	آشامیدنی
bebida	نوشیدن
bebida	بنوش
bebida	بنوشید
máscara	نقاب
máscara	ماسک
máscara	ماسک
dublin	دابلین
dublin	دوبلین
unir	متحد
gostava	دوست
gostava	پسندید
daria	داریا
mineração	معدن
random	تصادفی
ten	ده
shadow	سایه
shadow	شادو
robôs	رباتها
robôs	روباتها
reflexão	بازتاب
reflexão	انعکاس
pseudônimo	تخلص
fatal	کشنده
fatal	مرگبار
fatal	مهلک
marcel	مارسل
abandonada	متروکه
dividir	تفرقه
dividir	تقسیم
dividir	شکافتن
vilões	شرور
obrigada	تشکر
obrigada	سپاس
obrigada	ممنون
essência	فروهر
essência	گوهر
essência	اسانس
tropa	سربازان
tropa	قافله
tropa	لشگر
tropa	ارتش
tropa	ارتشی
tropa	سپاه
tropa	لشکر
indicados	نامزدها
revolution	انقلابی
revolution	انقلاب
maryland	مریلند
lealdade	وفاداری
lealdade	وفای
lealdade	وفادار
deixe	رها
deixe	برار
deixe	ترک
deixe	بزار
maciço	مسیو
maciço	حجیم
concorrência	مسابقه
concorrência	رقابت
concorrência	رقابتهای
concorrência	رقابتها
ilustrado	مثلی
lava	واش
lava	شستن
lava	شستشو
lava	گدازه
islâmica	مسلمانها
islâmica	اسلامی
leiria	لیریا
hardcore	هاردکور
quântica	کوانتوم
quântica	کوانتومی
five	پنج
five	فایو
armado	مسلح
armado	مجهز
valle	بایه
valle	واله
alba	آلبا
alba	البا
chances	احتمال
chances	احتمالات
feijão	بین
feijão	لوبیا
feijão	لوبیای
vendendo	فروش
vendendo	فروختن
eletricidade	الکتریسیته
eletricidade	برق
pelotas	پلوتاس
val	exp
val	وال
val	ول
mason	میسون
mason	میسن
alonso	آلونسو
alonso	آلونزو
ira	عصبانیت
ira	غضب
ira	خشم
ira	آیرا
ira	غضب
banho	حمام
obrigação	التزام
reconheceu	تصدیق
contratos	قراردادهای
contratos	قراردادها
future	اینده
future	future
future	آینده
vira	رویت
vira	نوبت
kane	کین
dedos	انگشت
dedos	انگشتان
dedos	انگشت
destaques	highlights
definitivo	قطعی
abandono	رها
express	اکسپرس
polar	قطبی
mista	مخلوط
mista	مختلط
convencer	متقاعد
convencer	متقاعد
budismo	بوداگرایی
budismo	بودایی
nicole	نیکل
nicole	نیکول
rodoviário	جاده
arnaldo	آرنالدو
executada	اعدام
vancouver	ونکوور
meneses	منسس
plural	جمع
planet	سیاره
teólogo	خداشناس
engenho	نبوغ
apropriado	مناسب
apropriado	درخور
israelense	اسرائیلی
israelense	اسراییل
israelense	اسرائیل
bueno	بوئنو
estuda	تحصیل
estuda	مطالعه
miles	مایل
miles	مایلز
cresce	رشد
cláudia	کلودیا
cláudia	کلود
cláudia	کلاد
surgir	برخیز
correspondência	مکاتبات
correspondência	مکاتبه
correspondência	تطابق
exames	آزمونهای
exames	امتحانات
istambul	استانبول
orientado	گرا
need	نیاز
need	نیازمند
filadélfia	فیلی
filadélfia	فیلادلفیا
filadélfia	فیلادلفیا
sessenta	شصت
folclore	فولکلور
folclore	اجدادی
francisca	فرانچسکا
antunes	آنتونس
patricia	پاتریشیا
negrito	توپر
negrito	جسور
colombo	کلمبوس
colombo	کلمبو
tracy	تریسی
rituais	مناسک
rituais	آیین
manhattan	منهتن
chan	چان
chan	chan
louise	لوئیز
louise	لوییز
datada	مورخ
cachorro	سگ
cachorro	سگی
vôlei	والیبال
estátuas	مجسمه
amanda	آماندا
guardas	نگهبانان
guardas	گارد
diferentemente	برخلاف
beijo	بوس
beijo	بوسه
beijo	ماچ
beijo	kiss
beijo	ببوس
tubo	لوله
tubo	لوله
finlandês	فنلاندی
finlandês	فنلاند
vulcão	آتشفشان
aparecimento	ظاهر
abrindo	افتتاحیه
abrindo	افتتاح
pólo	پلو
pólo	پولو
pólo	چوگان
pólo	قطب
pólo	تیرک
hemisfério	نیمکره
gravidez	حاملگی
gravidez	بارداری
bayer	بایر
contacto	ارتباط
contacto	آشنا
contacto	آشنای
contacto	تماس
usualmente	معمولا
boletim	خبرنامه
philippe	فیلیپه
beisebol	بیسبال
naves	کشتیها
naves	کشتی
pastoral	pastoral
neutro	بیطرف
neutro	خنثی
promove	ترویج
promove	ارتقاء
promove	ترفیع
promove	ارتقا
promove	تبلیغ
maceió	ماسیو
acústica	آکوستیک
acústica	آکوستیک
nathan	نیتن
nathan	ناتان
stand	استند
stand	ایستادن
sinfonia	سمفونی
desportos	اسپرت
desportos	اسپورت
desportos	ورزشی
desportos	ورزش
paolo	پائولو
sentidos	حواس
christina	کریستینا
barroso	باروزو
radicais	رادیکال
