και	és
εκτός	kivéve
συνέχεια	folytonosság
συνέχεια	folytasd
συνέχεια	folytatás
συνέχεια	folyamatos
συνέχεια	folytatása
συνέχεια	folytatta
συνέχεια	folytatás
συνέχεια	folytatódott
κάτω	lefelé
κάτω	le
κάτω	alacsonyabb
κάτω	alsó
κάτω	lejjebb
κάτω	lent
κάτω	alul
κάτω	alatt
κάτω	alatta
κάτω	alább
κάτω	lent
πολλές	sok
πολλές	sokan
όλα	mindent
όλα	minden
όλα	mindegyik
όλα	mind
όλα	minden
σύστημα	rendszer
σύστημα	system
ακόμα	még
φορές	idők
φορές	időpontok
φορές	times
ίδια	egyforma
ίδια	megegyező
ίδια	azonos
ίδια	ugyanez
ίδια	ugyanaz
ιουλίου	júliusban
ιουλίου	júliusi
ιουλίου	július
χώρα	ország
χώρα	országban
αποτέλεσμα	végeredmény
αποτέλεσμα	eredmény
αποτέλεσμα	hatása
αποτέλεσμα	hatás
αποτέλεσμα	effektus
οκτωβρίου	októberi
οκτωβρίου	októberben
οκτωβρίου	október
ιανουαρίου	januári
ιανουαρίου	január
ιανουαρίου	januárban
σεπτεμβρίου	szeptemberben
σεπτεμβρίου	szeptember
σεπτεμβρίου	szeptemberi
νοεμβρίου	november
νοεμβρίου	novemberi
νοεμβρίου	novemberben
αγώνες	gyufa
αγώνες	egyezés
αγώνες	egyezik
αγώνες	játék
αγώνες	játékok
ταινίες	filmek
ταινίες	filmeket
ταινίες	mozi
ταινίες	filmek
ταινίες	filmeket
μέσω	via
μέσω	keresztül
μέσω	át
μαρτίου	március
μαρτίου	márciusi
γεννήθηκε	született
γεννήθηκε	megszületett
ιουνίου	júniusi
ιουνίου	june
ιουνίου	június
ιουνίου	júniusban
αυτές	ezek
αυτές	ezeket
πολλά	sok
πολλά	sokan
απριλίου	april
απριλίου	április
απριλίου	áprilisi
απριλίου	áprilisban
τρεις	három
αυγούστου	augusztusban
αυγούστου	august
αυγούστου	augusztus
έργα	működik
έργα	projektek
δεκεμβρίου	december
δεκεμβρίου	decemberi
δεκεμβρίου	decemberben
χρήση	használat
χρήση	használata
χρήση	felhasználás
χρήση	használni
πρόεδρος	elnök
πολιτική	szabályzat
πολιτική	politika
πολιτική	politika
ακόμη	még
ίδιο	ugyanez
ίδιο	ugyanaz
εκλογές	választások
εκλογές	választási
εκλογές	választás
εκλογές	választások
μέλη	tagjai
μέλη	tagok
μέλη	tagoknak
μέλη	képviselők
τελικά	végre
μέλος	tag
εποχή	epoch
εποχή	korszak
εποχή	szezont
εποχή	idény
εποχή	évszak
εποχή	évad
εποχή	szezon
εποχή	korszak
χωριό	település
χωριό	falusi
χωριό	falu
αρχικά	kezdetben
αρχικά	eleinte
αρχικά	eredetileg
αρχικά	monogramja
περίοδος	időszak
περίοδος	időtartam
περίοδος	periódus
δήμος	község
δήμος	település
δήμος	önkormányzat
κύπελλο	kupa
κύπελλο	csésze
κύπελλο	cup
κύπελλο	pohár
κύπελλο	bögre
ζωή	élet
ζωή	életem
ζωή	life
ζωή	zoé
ζωή	zoe
έδρα	főhadiszállás
έδρα	székhely
έδρα	ülést
έδρα	ülés
περιλαμβάνει	tartalmazza
μεγάλο	nagyok
μεγάλο	nagyméretű
μεγάλο	nagy
μεγάλο	nagyok
μεγάλο	nagy
βάση	alap
βάση	bázis
κέντρο	középre
κέντρο	központ
κέντρο	center
κέντρο	középre
κέντρο	központ
κέντρο	centrum
γεννήσεις	születések
φεβρουαρίου	februárban
φεβρουαρίου	februári
φεβρουαρίου	február
κάτι	valami
κάτι	valamit
κοντά	közel
κοντά	szoros
κοντά	közel
κοντά	bezárása
κοντά	közeli
κοντά	közelben
κοντά	közeli
μορφή	űrlap
μορφή	forma
μορφή	formájában
μορφή	nyomtatvány
μορφή	formátuma
μορφή	formátum
χρόνο	ideje
χρόνο	időpont
χρόνο	idő
ιστοσελίδα	weboldal
ιστοσελίδα	honlap
ιστοσελίδα	webhely
κόμμα	party
κόμμα	buli
κόμμα	parti
κόμμα	vessző
γιατί	mert
γιατί	miért
ρόλο	rollo
ρόλο	szerepet
ρόλο	szerep
ρόλο	szerepe
άλμπουμ	album
άλμπουμ	albumok
επειδή	mert
έκδοση	kiadás
έκδοση	verzió
έκδοση	változat
γκολ	célkitűzések
γκολ	célokat
γκολ	célok
γκολ	gól
γκολ	cél
αρχές	hatóságok
αρχές	alapelvei
αρχές	elvek
αρχές	alapelvek
γύρω	körül
γύρω	körbe
συνήθως	általában
συνήθως	rendszerint
ονομασία	neve
ονομασία	név
ονομασία	megjelölés
ονομασία	megnevezés
ονομασία	kijelölés
κοινότητα	közösség
κοινότητα	közösségi
τελευταία	utoljára
τελευταία	utolsónak
τελευταία	last
τελευταία	utolsó
τελευταία	mostanában
έκανε	tette
έκανε	készítette
έκανε	készült
έκανε	tett
ξεκίνησε	kezdődött
ξεκίνησε	kezdte
ξεκίνησε	elkezdődött
κυβέρνηση	kormány
κυβέρνηση	kormányzat
πρώτος	először
πρώτος	első
πήρε	vette
πήρε	elvitte
κάνει	kész
ηπα	usa
ανάμεσα	között
δεύτερη	másodszor
δεύτερη	másodperc
δεύτερη	második
γλώσσα	nyelve
γλώσσα	nyelv
γλώσσα	nyelv
γιος	fiam
γιος	fiuk
μάχη	harc
μάχη	csata
μάχη	harci
μάχη	küzdelem
μάχη	harc
μάχη	harc
μάχη	harcolni
πανεπιστήμιο	university
πανεπιστήμιο	egyetem
όλες	mindegyik
όλες	mind
όλες	minden
κάποια	néhány
δείτε	lásd
δείτε	óra
δείτε	vigyázz
πόλεμο	háború
συχνά	gyakran
συχνά	gyakran
περιοχές	régiói
περιοχές	régiók
περιοχές	térségek
περιοχές	területek
πρώην	korábbi
παράδειγμα	példa
άρθρο	árucikk
άρθρο	cikk
εικόνα	képet
εικόνα	kép
εικόνα	fénykép
εικόνα	kép
εικόνα	képet
έλαβε	kapott
έλαβε	fogadott
έλαβε	beérkezett
επίσημη	hivatalos
επίσημη	tisztviselő
επίσημη	formális
κατοίκους	lakói
κατοίκους	lakosok
κατοίκους	lakos
κατοίκους	lakói
κατοίκους	lakók
κατοίκους	lakosok
πηγές	forrás
πηγές	források
βόρεια	észak
βόρεια	északi
βόρεια	északra
βόρεια	észak
βόρεια	északi
πόλεις	városok
πόλεις	városok
πόλεις	városokat
ιδιαίτερα	különösen
ιδιαίτερα	különösen
ιδιαίτερα	főleg
αγώνα	faj
αγώνα	futam
αγώνα	verseny
αγώνα	mérkőzés
αγώνα	egyezés
αγώνα	találat
αγώνα	meccs
αγώνα	gyufa
αγώνα	egyezik
αγώνα	harc
αγώνα	harcolni
γεγονός	esemény
γεγονός	rendezvény
γεγονός	tény
σελίδα	oldalt
σελίδα	oldal
θέμα	téma
θέμα	alany
θέμα	figyelemmel
θέμα	tárgy
ηλικία	kor
ηλικία	életkor
χρησιμοποιείται	használt
χρησιμοποιείται	felhasznált
πρώτα	először
πρώτα	első
μέγεθος	mérete
μέγεθος	méret
εδώ	itt
νότια	dél
νότια	déli
νότια	dél
νότια	délre
νότια	déli
σημείο	pont
σημείο	point
σχέση	kapcsolat
περίπτωση	ügy
περίπτωση	case
περίπτωση	eset
νέο	újdonság
νέο	új
ήδη	már
ήδη	máris
έτος	évjárat
έτος	éve
έτος	évi
έτος	év
σχεδόν	majdnem
σχεδόν	majdnem
ένωση	union
ένωση	unió
ένωση	szakszervezet
ένωση	unión
ένωση	uniós
ένωση	társulás
ένωση	társulási
ένωση	szövetség
ένωση	egyesület
περισσότερο	több
περισσότερο	more
περισσότερο	további
περισσότερο	tobb
βασιλιά	kinga
εκκλησία	templom
εκκλησία	egyház
εκδόσεις	kiadványok
μουσείο	múzeumi
μουσείο	múzeum
μουσείο	museum
πολιτικός	politikusok
πολιτικός	politikus
συμμετοχή	bevonása
συμμετοχή	részvétel
συμμετοχή	részvétel
δυο	kettő
μεγαλύτερη	nagyobb
μεγαλύτερη	idősebbek
μεγαλύτερη	öregebb
μεγαλύτερη	idősebb
μεγαλύτερη	régebbi
μεγαλύτερη	nagyobb
μεγαλύτερη	nagyobbak
μεγαλύτερη	nagyobb
μεγαλύτερη	nagyobbak
πέθανε	meghalt
ανά	per
μουσική	zene
κόσμο	cosmo
κόσμο	világ
κόσμο	world
κόσμο	vilag
άτομα	személyek
άτομα	magánszemélyek
άτομα	egyének
άτομα	emberek
δεύτερο	másodszor
δεύτερο	másodperc
δεύτερο	második
είδος	típus
είδος	típusa
είδος	faj
είδος	állatfaj
είδος	fajok
αρκετά	elég
μεγαλύτερο	idősebbek
μεγαλύτερο	öregebb
μεγαλύτερο	idősebb
μεγαλύτερο	régebbi
μεγαλύτερο	nagyobb
μεγαλύτερο	nagyobbak
μεγαλύτερο	nagyobb
μεγαλύτερο	nagyobbak
χώρες	országokban
χώρες	országok
χώρο	űr
χώρο	tér
σχολή	iskolában
σχολή	iskola
σχολή	suli
εναντίον	ellene
εναντίον	ellen
τρία	három
χαρακτηριστικά	mutatók
χαρακτηριστικά	jellemzők
χαρακτηριστικά	jellemzői
χαρακτηριστικά	tulajdonságok
χαρακτηριστικά	funkciók
χαρακτηριστικά	jellemzők
χαρακτηριστικά	jellemzői
χαρακτηριστικά	attribútumok
όρος	távú
όρος	kifejezés
όρος	mount
όρος	hegy
όρος	állapota
όρος	feltétel
όρος	állapot
ιδρύθηκε	alapították
ιδρύθηκε	alapított
ιδρύθηκε	alapította
ιδρύθηκε	megalapozott
βασιλιάς	kinga
παιδιά	fiuk
παιδιά	fiúk
παιδιά	gyerekek
παιδιά	kölykök
παιδιά	pasik
παιδιά	srácok
παιδιά	gyerekek
παιδιά	gyermekeknek
παιδιά	gyermek
παιδιά	gyermekek
βραβείο	díj
βραβείο	jutalom
βραβείο	nyeremény
βραβείο	díj
βραβείο	díjat
άρχισε	kezdődött
άρχισε	kezdte
άρχισε	elkezdődött
φαίνεται	tűnik
αρχαία	ősi
αρχαία	ős
αρχαία	ókori
μήκος	hossza
μήκος	hossz
μήκος	hosszúság
χρονιά	évjárat
χρονιά	éve
χρονιά	évi
χρονιά	év
παραγωγή	előállítás
παραγωγή	gyártás
παραγωγή	termelés
παραγωγή	termelési
ηθοποιός	színésznő
ηθοποιός	színésznek
ηθοποιός	színész
ελληνικά	görög
δυνάμεις	powers
δυνάμεις	hatáskörök
δυνάμεις	hatáskör
δυνάμεις	erők
γαλλία	franciaország
γαλλία	france
ελληνικό	görög
ευρώπη	európa
ευρώπη	europe
ευρώπη	európában
δεκαετία	évtized
δεκαετία	évtizedben
δεκαετία	évtizede
γνωστό	ismeretes
γνωστό	ismertek
γνωστό	ismert
παγκόσμιο	globális
παγκόσμιο	global
βιβλίο	könyv
βιβλίο	könyvet
διάστημα	intervallum
διάστημα	űr
διάστημα	tér
οικογένεια	családi
οικογένεια	családtag
οικογένεια	család
μέτρα	intézkedések
μέτρα	intézkedésekre
πέντε	öt
πέντε	öten
παραπάνω	fölötte
παραπάνω	felett
παραπάνω	fölött
παραπάνω	fent
παραπάνω	fenti
παραπάνω	felette
υπουργός	miniszter
σεζόν	szezont
σεζόν	idény
σεζόν	évszak
σεζόν	évad
σεζόν	szezon
πρότυπο	model
πρότυπο	minta
πρότυπο	modell
πρότυπο	sablon
πρότυπο	normál
πρότυπο	szabványos
πρότυπο	szabvány
πρότυπο	standard
αριθμός	szám
αριθμός	száma
θάνατο	halál
εταιρεία	társaság
εταιρεία	vállalat
εταιρεία	cég
εταιρεία	század
σώμα	test
σώμα	testem
σώμα	holttest
σώμα	hadtest
σώμα	alakulat
πρωτεύουσα	főváros
πρωτεύουσα	tőke
παράλληλα	párhuzamos
παράλληλα	párhuzamosan
σύνολο	teljes
σύνολο	összesen
γνωστή	ismeretes
γνωστή	ismertek
γνωστή	ismert
κατάσταση	állapot
κατάσταση	státusz
κατάσταση	szituáció
κατάσταση	helyzet
κατάσταση	állapota
κατάσταση	feltétel
κατάσταση	állapot
νησί	sziget
νησί	szigeten
επίπεδο	szint
επίπεδο	szintű
επιτυχία	sikeres
επιτυχία	siker
γερμανία	németország
άλλους	másoknak
άλλους	egyéb
άλλους	mások
άλλους	egyebek
πίσω	vissza
δημιουργία	létrehozása
δημιουργία	létrehozása
δημιουργία	alkotás
δημιουργία	teremtés
αρχή	start
αρχή	kezdés
αρχή	kezdeni
αρχή	kezdetek
αρχή	kezdete
αρχή	eleje
αρχή	kezdet
αρχή	elv
αρχή	alapelv
αρχή	hatóság
άδεια	engedély
άδεια	jogosítvány
άδεια	jogosítványt
άδεια	engedély
άδεια	engedélyt
άδεια	jogosultság
άδεια	engedély
άδεια	engedély
άδεια	engedélyben
άδεια	üresek
άδεια	üres
άδεια	üresen
σου	sue
επιπλέον	kiegészítő
επιπλέον	további
περισσότερα	több
περισσότερα	more
περισσότερα	további
περισσότερα	tobb
ανάπτυξη	fejlesztés
ανάπτυξη	fejlődés
ανάπτυξη	fejlesztési
ανάπτυξη	növekedés
φάση	szakasz
φάση	fázis
αυτόν	őt
αυτόν	neki
συγγραφέας	író
συγγραφέας	író
συγγραφέας	szerző
άγιος	saint
άγιος	szent
θάνατοι	halálesetek
θάνατοι	haláleset
γ΄	iii
τραγούδι	ének
τραγούδι	éneklés
τραγούδι	énekelni
τραγούδι	énekel
τραγούδι	dal
τραγούδι	dalt
τραγούδι	song
κόρη	lányom
κόρη	lánya
πάλι	újra
επαρχία	tartomány
επαρχία	tartományban
ιωάννης	john
ιωάννης	jános
θεσσαλονίκη	thesszaloniki
αγγλικά	angolul
αγγλικά	angol
άλλοι	másoknak
άλλοι	egyéb
άλλοι	mások
άλλοι	egyebek
κέρδισε	win
κέρδισε	nyerni
κέρδισε	győzelem
κέρδισε	nyerj
κέρδισε	nyert
βασίλειο	királyság
σκοπό	cél
συνολικά	teljes
συνολικά	összesen
συνολικά	átfogó
συνολικά	összességében
γνωστός	ismeretes
γνωστός	ismertek
γνωστός	ismert
πληροφορίες	info
πληροφορίες	infó
πληροφορίες	információ
πληροφορίες	infók
πληροφορίες	információk
πληροφορίες	információ
πληροφορίες	tájékoztatás
πληροφορίες	információk
εθνικό	nemzeti
εθνικό	országos
εθνικό	national
καριέρα	karrier
ποτέ	sosem
ποτέ	soha
ποτέ	valaha
τέλη	díj
τέλη	díjazás
τέλη	díjak
τέλη	illetékek
πλευρά	oldalra
πλευρά	oldalam
πλευρά	side
διάφορες	többféle
διάφορες	különféle
διάφορες	különböző
πρόγραμμα	program
πρόγραμμα	menetrend
πρόγραμμα	ütemezés
πρόγραμμα	ütemterv
πρόγραμμα	beosztás
πρόγραμμα	program
χιλιόμετρα	miles
χιλιόμετρα	mérföld
χιλιόμετρα	kilométer
χιλιόμετρα	kilométer
κάτοικοι	lakói
κάτοικοι	lakosok
κάτοικοι	lakos
κάτοικοι	lakói
κάτοικοι	lakók
κάτοικοι	lakosok
άρθρα	árucikkek
άρθρα	cikkek
γεώργιος	george
γεώργιος	györgy
τύπου	típus
τύπου	típusa
δημοκρατία	köztársaság
δημοκρατία	demokrácia
πόλεμος	háború
εφημερίδα	újság
μικρό	kis
μικρό	kicsik
μικρό	kicsi
μικρό	kis
μικρό	kicsi
μικρό	kevés
τόπος	hely
τόπος	helyszín
τόπος	hely
τόπος	elhelyezkedés
ονομάζεται	hívott
συγκεκριμένα	specifikus
συγκεκριμένα	konkrét
συγκεκριμένα	konkrétan
συγκεκριμένα	kifejezetten
συγκεκριμένα	kimondottan
είδη	faj
είδη	állatfaj
είδη	fajok
πηγή	forrás
κάποιος	valaki
κάποιος	valakit
κάποιος	valaki
ιταλία	olaszország
κατηγορίες	díjak
κατηγορίες	vádemelés
κατηγορίες	vádak
κατηγορίες	vád
κατηγορίες	kategória
κατηγορίες	kategóriák
αναφέρει	említ
ποδόσφαιρο	foci
ποδόσφαιρο	futball
ποδόσφαιρο	foci
ποδόσφαιρο	football
ποδόσφαιρο	futball
θέσεις	pozíciók
θέσεις	pozíció
θέσεις	bejegyzések
θέσεις	hozzászólások
θέσεις	ülések
θέσεις	ülés
περισσότερες	több
περισσότερες	more
περισσότερες	további
περισσότερες	tobb
έκταση	hatálya
έκταση	hatály
έκταση	mértékben
έκταση	terület
έκταση	környék
γενικά	átfogó
γενικά	összességében
γενικά	általánosságban
γενικά	általában
γενικά	általános
γενικά	tábornok
σημαντικό	fontos
νίκη	win
νίκη	nyerni
νίκη	győzelem
νίκη	nyerj
νίκη	győzelem
νίκη	győzelem
νίκη	nyerő
μικρή	kis
μικρή	kicsik
μικρή	kicsi
μικρή	kis
μικρή	kicsi
μικρή	kevés
έτη	évek
έτη	év
αμερικανός	amerikai
τελικό	döntő
τελικό	végleges
τελικό	záró
τελικό	utolsó
τελικό	végső
πάντα	mindig
συγκρότημα	band
συγκρότημα	banda
συγκρότημα	együttes
συγκρότημα	zenekar
συγκρότημα	összetett
συγκρότημα	komplex
παραγωγής	előállítás
παραγωγής	gyártás
παραγωγής	termelés
παραγωγής	termelési
ίσως	talán
ίσως	talán
επόμενη	következő
στιγμή	pillanat
μήνες	hónap
μήνες	hónapokig
μήνες	hónapok
θεωρία	elmélet
ύψος	magasság
ύψος	magassága
ύψος	magasság
πολλοί	sok
πολλοί	sokan
όλοι	mindenki
όλοι	mindenkinek
όλοι	mindegyik
όλοι	mind
όλοι	minden
όλοι	mindenki
όλοι	mindenkinek
τώρα	most
προπονητής	edző
θέατρο	színház
θέατρο	színházi
θέατρο	színház
σημαντική	fontos
σημαντική	jelentős
σημαντική	szignifikáns
ημέρα	nap
ημέρα	napon
ημέρα	nappal
ημέρα	napot
διάφορα	egyéb
διάφορα	egyebek
διάφορα	különféle
διάφορα	vegyes
επέστρεψε	visszatért
θέματα	témák
θέματα	témák
θέματα	problémák
θέματα	kérdések
στάδιο	stadion
στάδιο	stadionban
στάδιο	színpad
στάδιο	színpadon
χωριά	falvak
επίθεση	támadás
επίθεση	támadás
τραγούδια	dalok
τραγούδια	dalokat
έδωσε	adta
έδωσε	adott
πληθυσμός	populáció
πληθυσμός	népesség
πληθυσμός	lakosság
λέξη	szó
λέξη	szava
κατάφερε	sikerült
προβλήματα	gondok
προβλήματα	probléma
προβλήματα	problémák
προβλήματα	problémákat
προβλήματα	problémákkal
δύναμη	erőt
δύναμη	erő
δύναμη	force
δύναμη	erő
δύναμη	energia
δύναμη	erő
δύναμη	power
δύναμη	hatalom
επανάσταση	forradalom
τύπος	képlet
τύπος	formula
τύπος	típus
τύπος	típusa
εκατομμύρια	millió
εκατομμύρια	milliók
εκατομμύρια	millió
τέσσερις	négy
πορεία	persze
μέση	középre
μέση	közép
μέση	középső
μέση	átlagos
μέση	átlagosan
μέση	átlag
μέση	derék
πρόβλημα	gond
πρόβλημα	probléma
πρόβλημα	baj
πρόβλημα	gond
πρόβλημα	baj
άνω	felső
νερό	víz
νερό	vizet
αγωνίστηκε	harcolt
αγωνίστηκε	küzdött
τοπική	helyi
εντός	belül
περιφέρεια	régió
περιφέρεια	régiók
περιφέρεια	körzet
περιφέρεια	járás
περιφέρεια	kerület
παρουσία	jelenlét
παρουσία	jelenléte
μητέρα	édesanyám
μητέρα	anya
έξι	hat
δομή	struktúra
δομή	szerkezet
δομή	felépítés
δομή	építmény
παρίσι	párizs
παρίσι	párizsi
παρίσι	párizsban
έγραψε	írt
έγραψε	irtam
έγραψε	írta
έγραψε	írtam
κατασκευή	előállítás
κατασκευή	gyártás
κατασκευή	építkezés
κατασκευή	építési
κατασκευή	építés
περιέχει	tartalmazza
περιέχει	tartalmaz
περιπτώσεις	ügyek
περιπτώσεις	esetekben
περιπτώσεις	esetek
ημέρες	napok
ημέρες	napokban
ημέρες	napokat
ημέρες	napokon
μαρία	mária
μαρία	maria
μερικές	néhány
τιμή	árak
τιμή	ár
τιμή	ára
τιμή	érték
τιμή	értéke
διαδικασία	eljárás
διαδικασία	folyamat
διαδικασία	eljárás
κοινό	célközönség
κοινό	közönség
διαγραφή	törlés
διαγραφή	törlés
διαγραφή	törlése
διαγραφή	töröld
διαγραφή	törlés
απογραφή	népszámlálás
απογραφή	leltár
απογραφή	készlet
συλλογή	adatgyűjtés
συλλογή	gyűjtés
συλλογή	gyűjtemény
συλλογή	kollekció
τρίτη	kedd
τρίτη	kedden
τρίτη	harmadik
τρίτη	harmadszor
παρακάτω	alul
παρακάτω	alatt
παρακάτω	alatta
παρακάτω	alább
παρακάτω	lent
ναός	templom
ναός	szentély
ναός	temploma
ναός	temple
βοήθεια	segítségnyújtás
βοήθεια	segíteni
βοήθεια	segítség
απόσταση	távolság
απόσταση	tartomány
απόσταση	távolság
νέων	fiatalok
νέων	ifjúsági
νέων	fiatalság
νέων	ifjúság
αμέσως	azonnal
αναφορά	jelentést
αναφορά	jelentés
αναφορά	beszámoló
αναφορά	hivatkozás
αναφορά	referencia
αναφορά	utalás
ποδοσφαιριστής	labdarúgó
ποδοσφαιριστής	focista
δράση	művelet
δράση	fellépés
δράση	cselekvési
δράση	cselekvés
δράση	akció
λιγκ	league
λιγκ	liga
απλά	csak
γιώργος	george
γιώργος	györgy
κανείς	senki
γεγονότα	tények
γεγονότα	tényállás
γεγονότα	események
γεγονότα	esemény
γεγονότα	rendezvények
σύντομο	rövid
σύντομο	alacsony
σύντομο	röviden
σύντομο	rövid
κράτος	állapot
κράτος	állami
κράτος	állam
κωνσταντίνος	constantine
στρατό	sereg
στρατό	hadsereg
αγία	saint
αγία	szent
αποτελέσματα	eredmény
αποτελέσματα	eredmények
αποτελέσματα	eredményei
ιστορικό	háttér
ιστορικό	háttere
ιστορικό	háttérben
ιστορικό	történelme
ιστορικό	előzmények
ιστορικό	történelem
σπίτι	otthon
σπίτι	itthon
σπίτι	haza
σπίτι	house
σπίτι	ház
σπίτι	házon
τζον	john
τζον	jános
τζον	jon
αρκετές	számos
τμήματα	körzetek
τμήματα	osztályok
τμήματα	szegmensek
τμήματα	osztályok
τμήματα	szakaszok
τμήματα	szelvény
λειτουργία	függvény
λειτουργία	funkció
λειτουργία	mód
λειτουργία	mode
λειτουργία	üzemmód
λειτουργία	operáció
λειτουργία	művelet
λειτουργία	működés
λειτουργία	üzemeltetés
βιβλία	könyveket
βιβλία	könyvek
βιβλία	könyv
πρωθυπουργός	premier
κείμενο	sms
κείμενο	szöveg
γραμμή	line
γραμμή	sor
γραμμή	vonal
σχέδιο	projekt
σχέδιο	project
σχέδιο	vázlat
σχέδιο	tervezetét
σχέδιο	huzat
σχέδιο	tervezet
σχέδιο	dizájn
σχέδιο	tervezési
σχέδιο	design
σχέδιο	tervezés
σχέδιο	terv
βουλευτής	tag
γη	föld
γη	föld
γη	földterület
γη	szárazföld
γη	telek
γη	földterületek
χρήστες	felhasználói
χρήστες	felhasználók
εμφανίζεται	megjelenített
ξανά	újra
αυτοί	ők
χρήστης	felhasználó
χρήστης	felhasználói
θάλασσα	tengeren
θάλασσα	tengeri
θάλασσα	tenger
χρησιμοποιούνται	használt
χρησιμοποιούνται	felhasznált
καλύτερη	jobb
καλύτερη	jobban
πολιτείες	államok
πολιτείες	államokat
χρήστη	felhasználó
χρήστη	felhasználói
πληθυσμού	populáció
πληθυσμού	népesség
πληθυσμού	lakosság
εξουσία	hatóság
εξουσία	energia
εξουσία	erő
εξουσία	power
εξουσία	hatalom
καλοκαίρι	summer
καλοκαίρι	nyári
καλοκαίρι	nyáron
καλοκαίρι	nyár
παράδοση	kézbesítés
παράδοση	szállítás
παράδοση	teljesítés
παράδοση	szállítási
παράδοση	tradíció
παράδοση	hagyomány
άνδρες	férfi
άνδρες	férfiak
άνδρες	emberek
δίνει	ad
όσκαρ	oscar
όσκαρ	oskar
ακριβώς	pontosan
ακριβώς	pontosan
γυναίκα	nő
γυναίκα	asszony
