και	y
σεπτεμβρίου	setiembre
σεπτεμβρίου	septiembre
νοεμβρίου	noviembre
αγώνες	cerillas
αγώνες	fósforos
αγώνες	coincidencias
αγώνες	partidos
αγώνες	juegos
ταινίες	films
ταινίες	peliculas
ταινίες	cine
ταινίες	películas
ταινίες	peliculas
ταινίες	cine
ταινίες	películas
μέσω	via
μέσω	vía
μέσω	mediante
μέσω	through
μαρτίου	marcha
μαρτίου	marchen
μαρτίου	marzo
γεννήθηκε	nacidos
γεννήθηκε	born
γεννήθηκε	nacido
ιουνίου	june
ιουνίου	junio
αυτές	éstas
αυτές	estos
αυτές	estas
αυτές	éstos
πολλά	muchas
πολλά	muchos
απριλίου	april
απριλίου	abril
τρεις	tres
αυγούστου	august
αυγούστου	agosto
έργα	trabajos
έργα	trabaja
έργα	obras
έργα	funciona
έργα	proyectos
έργα	projects
δεκεμβρίου	diciembre
χρήση	uso
χρήση	usar
χρήση	utilización
χρήση	utilizar
πρόεδρος	president
πρόεδρος	presidenta
πρόεδρος	presidente
πολιτική	políticas
πολιτική	póliza
πολιτική	politica
πολιτική	política
πολιτική	políticos
πολιτική	politicas
πολιτική	políticas
πολιτική	politica
πολιτική	política
ακόμη	todavia
ακόμη	still
ακόμη	todavía
ακόμη	aún
ίδιο	mismo
ίδιο	misma
ίδιο	igual
μας	nuestra
μας	nuestras
μας	nuestros
μας	nuestro
εκλογές	elecciones
εκλογές	elección
εκλογές	elecciones
εκλογές	eleccion
εκλογές	electorales
μέλη	diputados
μέλη	miembros
τελικά	eventualmente
τελικά	finalmente
μέλος	miembro
εποχή	temporada
χωριό	pueblo
χωριό	poblado
χωριό	villa
χωριό	aldea
αρχικά	inicialmente
αρχικά	originalmente
αρχικά	originariamente
αρχικά	iniciales
περίοδος	periodo
περίοδος	período
δήμος	municipalidad
δήμος	municipio
κύπελλο	taza
κύπελλο	copa
κύπελλο	cup
ζωή	vida
ζωή	life
ζωή	zoe
έδρα	sede
έδρα	cuartel
έδρα	cuarteles
έδρα	sedes
έδρα	asiento
έδρα	seat
περιλαμβάνει	incluye
μεγάλο	large
μεγάλο	grande
μεγάλο	grandes
μεγάλο	big
μεγάλο	grande
μεγάλο	gran
μεγάλο	grandes
βάση	base
κέντρο	centrar
κέντρο	centro
κέντρο	center
κέντρο	centro
κέντρο	centre
γεννήσεις	partos
γεννήσεις	nacimientos
φεβρουαρίου	febrero
κάτι	algo
κοντά	cerca
κοντά	cierra
κοντά	cerca
κοντά	cierre
κοντά	cerrar
κοντά	cercano
κοντά	cercana
κοντά	cerca
μορφή	forma
μορφή	formulario
μορφή	formato
χρόνο	hora
χρόνο	tiempo
χρόνο	time
ιστοσελίδα	website
ιστοσελίδα	web
ιστοσελίδα	sitio
κόμμα	parte
κόμμα	partido
κόμμα	fiesta
κόμμα	party
κόμμα	coma
κόμμα	comas
γιατί	porque
γιατί	porqué
γιατί	why
ρόλο	rollo
ρόλο	rol
άλμπουμ	álbum
άλμπουμ	album
άλμπουμ	disco
άλμπουμ	álbumes
επειδή	porque
έκδοση	edición
έκδοση	edition
έκδοση	version
έκδοση	versión
γκολ	metas
γκολ	objetivos
γκολ	goles
γκολ	gol
γκολ	meta
γκολ	objetivo
γκολ	portería
αρχές	autoridades
αρχές	principios
γύρω	alrededor
γύρω	around
συνήθως	habitualmente
συνήθως	normalmente
συνήθως	generalmente
συνήθως	usualmente
ονομασία	nombre
ονομασία	name
ονομασία	denominación
ονομασία	designación
ονομασία	denominación
κοινότητα	comunidad
τελευταία	último
τελευταία	last
τελευταία	últimos
τελευταία	última
τελευταία	últimamente
τελευταία	ultimamente
έκανε	did
έκανε	hizo
έκανε	hecha
έκανε	made
έκανε	hecho
ξεκίνησε	comenzó
ξεκίνησε	iniciada
ξεκίνησε	comenzado
ξεκίνησε	iniciado
κυβέρνηση	gobierno
πρώτος	primera
πρώτος	primeras
πρώτος	primer
πρώτος	primeros
πρώτος	primero
πήρε	tomaron
πήρε	tomó
κάνει	hecho
ηπα	eeuu
ηπα	usa
ανάμεσα	entre
δεύτερη	segundos
δεύτερη	segunda
δεύτερη	segundas
δεύτερη	segundo
γλώσσα	lengua
γλώσσα	lengua
γλώσσα	idioma
γλώσσα	lenguaje
γλώσσα	idiomas
γιος	hijo
μάχη	batalla
μάχη	combate
μάχη	batallas
μάχη	combatir
μάχη	combate
μάχη	combates
μάχη	pelea
μάχη	fight
μάχη	lucha
μάχη	luchar
πανεπιστήμιο	universitario
πανεπιστήμιο	universitarios
πανεπιστήμιο	universidades
πανεπιστήμιο	universidad
όλες	todas
όλες	all
όλες	todo
όλες	todos
κάποια	algunas
κάποια	algunos
κάποια	some
δείτε	véase
δείτε	see
δείτε	ver
δείτε	vea
δείτε	watch
δείτε	mirar
δείτε	mira
δείτε	reloj
πόλεμο	guerra
πόλεμο	war
συχνά	frecuentemente
συχνά	frecuente
συχνά	frecuentes
συχνά	menudo
συχνά	frecuentemente
περιοχές	regiones
περιοχές	áreas
περιοχές	zonas
περιοχές	areas
πρώην	antiguo
πρώην	ex
συμμετοχές	participaciones
παράδειγμα	ejemplo
άρθρο	articulo
άρθρο	artículo
εικόνα	foto
εικόνα	imagen
εικόνα	imágen
έλαβε	recibidas
έλαβε	recibida
έλαβε	recibidos
έλαβε	recibido
επίσημη	oficial
επίσημη	funcionario
επίσημη	official
επίσημη	funcionaria
επίσημη	formales
επίσημη	formal
κατοίκους	habitantes
κατοίκους	residentes
κατοίκους	habitantes
πηγές	fuentes
βόρεια	norte
βόρεια	norte
βόρεια	septentrional
βόρεια	northern
βόρεια	norteña
πόλεις	ciudades
πόλεις	pueblos
πόλεις	ciudades
ιδιαίτερα	particularmente
ιδιαίτερα	especialmente
ιδιαίτερα	especialmente
αγώνα	race
αγώνα	carrera
αγώνα	raza
αγώνα	coincidir
αγώνα	cerilla
αγώνα	partido
αγώνα	coincidencia
αγώνα	match
αγώνα	pelea
αγώνα	fight
αγώνα	lucha
αγώνα	luchar
γεγονός	acontecimiento
γεγονός	evento
γεγονός	hecho
σελίδα	pagina
σελίδα	página
σελίδα	page
θέμα	temática
θέμα	tema
θέμα	sujeto
θέμα	asignatura
θέμα	asunto
θέμα	súbdito
θέμα	tema
ηλικία	edad
ηλικία	age
ηλικία	edades
χρησιμοποιείται	utilizada
χρησιμοποιείται	usada
χρησιμοποιείται	usado
χρησιμοποιείται	utilizado
χρησιμοποιείται	utilizados
χρησιμοποιείται	usados
πρώτα	primera
πρώτα	primeras
πρώτα	primer
πρώτα	primeros
πρώτα	primero
μέγεθος	size
μέγεθος	talla
μέγεθος	tamaño
θεωρείται	considerada
θεωρείται	considerados
θεωρείται	consideradas
θεωρείται	considerado
εδώ	aquí
εδώ	aca
εδώ	aqui
εδώ	acá
νότια	sureña
νότια	southern
νότια	sur
νότια	meridional
νότια	sureño
νότια	sur
σημείο	punta
σημείο	point
σημείο	punto
σχέση	parentesco
σχέση	relación
σχέση	relacion
σχέση	relaciones
περίπτωση	case
περίπτωση	caso
περίπτωση	estuche
νέο	novedad
νέο	nuevas
νέο	nuevos
νέο	nuevo
νέο	novedades
νέο	nueva
ήδη	ya
έτος	año
σχεδόν	casi
σχεδόν	casi
ένωση	union
ένωση	unión
ένωση	sindicato
ένωση	asociación
ένωση	association
περισσότερο	más
περισσότερο	mas
περισσότερο	more
βασιλιά	king
βασιλιά	rey
εκκλησία	iglesia
εκδόσεις	publicaciones
μουσείο	museo
μουσείο	museos
πολιτικός	político
πολιτικός	politico
συμμετοχή	implicación
συμμετοχή	participación
συμμετοχή	participación
δυο	dos
δυο	two
μεγαλύτερη	mayores
πέθανε	die
πέθανε	morir
πέθανε	mueren
πέθανε	muera
πέθανε	muere
πέθανε	murió
πέθανε	murio
πέθανε	murieron
ανά	per
μουσική	music
μουσική	música
μουσική	musica
κόσμο	cosmo
κόσμο	cosmos
κόσμο	mundial
κόσμο	mundo
κόσμο	world
άτομα	personas
άτομα	particulares
άτομα	individuos
άτομα	individuales
άτομα	pueblo
άτομα	gente
άτομα	personas
δεύτερο	segundos
δεύτερο	segunda
δεύτερο	segundas
δεύτερο	segundo
είδος	escribe
είδος	type
είδος	escriba
είδος	tipo
είδος	especies
είδος	especie
αρκετά	suficiente
αρκετά	basta
αρκετά	suficientes
μεγαλύτερο	mayores
εκείνη	ella
χώρες	paises
χώρες	países
χώρο	espaciales
χώρο	space
χώρο	espacial
χώρο	espacio
σχολή	colegio
σχολή	escuela
εναντίον	contra
εναντίον	against
τρία	tres
χαρακτηριστικά	características
χαρακτηριστικά	caracteristicas
χαρακτηριστικά	características
χαρακτηριστικά	rasgos
χαρακτηριστικά	caracteristicas
χαρακτηριστικά	funciones
χαρακτηριστικά	atributos
όρος	término
όρος	monte
όρος	montura
όρος	montar
όρος	condicion
όρος	estado
όρος	condición
ιδρύθηκε	fundó
ιδρύθηκε	fundado
ιδρύθηκε	funda
ιδρύθηκε	fundada
βασιλιάς	king
βασιλιάς	rey
παιδιά	boys
παιδιά	muchachos
παιδιά	chicos
παιδιά	ninos
παιδιά	niños
παιδιά	kids
παιδιά	muchachos
παιδιά	tíos
παιδιά	guys
παιδιά	chicos
παιδιά	niñez
παιδιά	infancia
παιδιά	ninos
παιδιά	niños
βραβείο	premiado
βραβείο	premio
βραβείο	laudo
βραβείο	premios
βραβείο	adjudicación
βραβείο	premio
βραβείο	galardón
άρχισε	comenzó
άρχισε	iniciada
άρχισε	comenzado
άρχισε	iniciado
φαίνεται	parece
φαίνεται	miradas
φαίνεται	aspecto
φαίνεται	parece
φαίνεται	looks
αρχαία	antiguo
αρχαία	antiguas
αρχαία	antiguos
αρχαία	antigua
μήκος	eslora
μήκος	longitud
κυκλοφόρησε	liberados
κυκλοφόρησε	liberada
κυκλοφόρησε	lanzado
κυκλοφόρησε	liberado
τι	qué
συμμετείχε	participado
συμμετείχε	participaron
συμμετείχε	participó
χρονιά	año
παραγωγή	produccion
παραγωγή	producción
ηθοποιός	actriz
ηθοποιός	actor
ούτε	tampoco
ελληνικά	griega
ελληνικά	griego
ελληνικά	griegos
δυνάμεις	powers
δυνάμεις	poderes
δυνάμεις	atribuciones
δυνάμεις	potencias
δυνάμεις	fortalezas
δυνάμεις	fuerzas
δυνάμεις	forces
γαλλία	francia
γαλλία	france
ελληνικό	griega
ελληνικό	griego
ελληνικό	griegos
ευρώπη	europa
δεκαετία	decenio
δεκαετία	década
γνωστό	conocidas
γνωστό	conocida
γνωστό	conocido
γνωστό	conocidos
παγκόσμιο	mundial
παγκόσμιο	global
παγκόσμιο	globales
βιβλίο	libro
διάστημα	intervalo
διάστημα	espaciales
διάστημα	space
διάστημα	espacial
διάστημα	espacio
οικογένεια	familiar
οικογένεια	familiares
οικογένεια	famila
οικογένεια	familia
μέτρα	medidas
σημαίνει	medios
σημαίνει	significa
πέντε	cinco
πέντε	five
παραπάνω	arriba
παραπάνω	supra
υπουργός	ministro
υπουργός	pastor
υπουργός	ministra
σεζόν	temporada
πρότυπο	modelos
πρότυπο	maqueta
πρότυπο	modelo
πρότυπο	plantilla
πρότυπο	estándar
πρότυπο	norma
πρότυπο	estandar
πρότυπο	standard
αριθμός	número
αριθμός	numero
θάνατο	fallecimiento
θάνατο	death
θάνατο	muerte
θάνατο	defunción
εταιρεία	compañia
εταιρεία	empresa
εταιρεία	compañía
εταιρεία	companía
σώμα	cuerpo
σώμα	corporal
σώμα	cadáver
σώμα	body
σώμα	carrocería
σώμα	corps
πρωτεύουσα	capitales
πρωτεύουσα	capital
παράλληλα	paralelo
παράλληλα	paralelas
παράλληλα	paralelos
παράλληλα	paralelismo
παράλληλα	paralela
σύνολο	totales
σύνολο	total
γνωστή	conocidas
γνωστή	conocida
γνωστή	conocido
γνωστή	conocidos
κατάσταση	status
κατάσταση	estatus
κατάσταση	estado
κατάσταση	situación
κατάσταση	situacion
κατάσταση	situación
κατάσταση	condicion
κατάσταση	estado
κατάσταση	condición
νησί	isla
επίπεδο	nivel
επίπεδο	level
επιτυχία	exitos
επιτυχία	exito
επιτυχία	éxitos
επιτυχία	éxito
γερμανία	alemania
άλλους	otras
άλλους	otros
πίσω	volver
πίσω	espalda
πίσω	regreso
πίσω	back
δημιουργία	crear
δημιουργία	crea
δημιουργία	crean
δημιουργία	creación
αρχή	empezar
αρχή	start
αρχή	inicio
αρχή	comienzo
αρχή	comienzo
αρχή	empezando
αρχή	comenzando
αρχή	principio
αρχή	principios
αρχή	autoridad
άδεια	licencias
άδεια	licencia
άδεια	permiso
άδεια	autorización
άδεια	licencia
άδεια	permitir
άδεια	permiso
άδεια	vacías
άδεια	vacío
άδεια	vacíos
άδεια	vaciar
άδεια	vacio
άδεια	vacía
σου	sue
σου	demandar
επιπλέον	adicional
επιπλέον	adicionales
περισσότερα	más
περισσότερα	mas
περισσότερα	more
ανάπτυξη	desarrollo
ανάπτυξη	crecimiento
φάση	etapa
φάση	fase
αυτόν	él
συγγραφέας	escritora
συγγραφέας	escritor
συγγραφέας	writer
συγγραφέας	autor
συγγραφέας	autora
άγιος	agios
άγιος	santo
άγιος	saint
άγιος	san
άγιος	santa
θάνατοι	muertes
θάνατοι	defunciones
θάνατοι	fallecimientos
γ΄	iii
τραγούδι	canto
τραγούδι	cantos
τραγούδι	cantando
τραγούδι	cantar
τραγούδι	canto
τραγούδι	cancion
τραγούδι	canción
τραγούδι	song
κόρη	hija
πάλι	again
πάλι	nuevamente
επαρχία	provincia
ιωάννης	juan
ιωάννης	john
ιωάννης	ioannis
θεσσαλονίκη	salónica
θεσσαλονίκη	tesalónica
αγγλικά	inglés
αγγλικά	ingles
αγγλικά	espanol
άλλοι	otras
άλλοι	otros
κέρδισε	win
κέρδισε	triunfo
κέρδισε	ganar
κέρδισε	gana
κέρδισε	gane
κέρδισε	gano
κέρδισε	ganados
κέρδισε	ganó
κέρδισε	ganado
κέρδισε	gané
κέρδισε	gano
βασίλειο	reino
βασίλειο	kingdom
σκοπό	proposito
σκοπό	finalidad
σκοπό	propósito
συνολικά	totales
συνολικά	total
συνολικά	globalmente
γνωστός	conocidas
γνωστός	conocida
γνωστός	conocido
γνωστός	conocidos
γνωστός	conocido
γνωστός	conocidos
πληροφορίες	info
πληροφορίες	información
πληροφορίες	informacion
πληροφορίες	información
πληροφορίες	informacion
πληροφορίες	informaciones
εθνικό	nacionales
εθνικό	national
εθνικό	nacional
καριέρα	carrera
ποτέ	nunca
ποτέ	never
ποτέ	jamas
ποτέ	jamás
ποτέ	ever
τέλη	cuota
τέλη	honorarios
τέλη	tasa
τέλη	tarifas
τέλη	tasas
τέλη	honorarios
πλευρά	lateral
πλευρά	side
πλευρά	costado
πλευρά	laterales
πλευρά	lado
διάφορες	varios
διάφορες	varias
ανήκει	pertenece
πρόγραμμα	programar
πρόγραμμα	programa
πρόγραμμα	programación
πρόγραμμα	programar
πρόγραμμα	horario
πρόγραμμα	calendario
πρόγραμμα	horarios
πρόγραμμα	programa
χιλιόμετρα	miles
χιλιόμετρα	millas
χιλιόμετρα	kilómetros
χιλιόμετρα	kilómetros
χιλιόμετρα	kilometraje
χιλιόμετρα	kilómetros
χιλιόμετρα	kilometros
κάτοικοι	habitantes
κάτοικοι	residentes
κάτοικοι	habitantes
άρθρα	articulos
άρθρα	artículos
γεώργιος	georgios
γεώργιος	jordi
γεώργιος	jorge
τύπου	prensa
τύπου	presione
τύπου	prensas
τύπου	escribe
τύπου	type
τύπου	escriba
τύπου	tipo
δημοκρατία	republic
δημοκρατία	republica
δημοκρατία	república
δημοκρατία	democracia
πόλεμος	guerra
πόλεμος	war
εφημερίδα	periódico
εφημερίδα	periodico
εφημερίδα	periódicos
μικρό	small
μικρό	pequeñas
μικρό	pequeño
μικρό	pequeña
μικρό	pequeños
μικρό	poco
μικρό	little
μικρό	pequeño
μικρό	pequeña
μικρό	poquito
τόπος	lugar
τόπος	place
τόπος	lugar
τόπος	ubicacion
τόπος	ubicación
τόπος	emplazamiento
τόπος	localización
ονομάζεται	llamados
ονομάζεται	llamado
ονομάζεται	llamé
ονομάζεται	llamada
συγκεκριμένα	específicas
συγκεκριμένα	específicos
συγκεκριμένα	específica
συγκεκριμένα	especifico
συγκεκριμένα	específico
συγκεκριμένα	específicamente
συγκεκριμένα	concretamente
είδη	especies
είδη	especie
πηγή	procedencia
πηγή	fuente
πηγή	origen
πηγή	source
κάποιος	alguien
κάποιος	alguien
πρωταθλήματα	campeonatos
πρωταθλήματα	campeonato
ιταλία	italia
πατέρας	padre
κατηγορίες	cargos
κατηγορίες	cargas
κατηγορίες	cobros
κατηγορίες	acusaciones
κατηγορίες	categorias
κατηγορίες	categorías
αναφέρει	menciona
αναφέρει	menciones
ποδόσφαιρο	soccer
ποδόσφαιρο	fútbol
ποδόσφαιρο	futbol
ποδόσφαιρο	fútbol
ποδόσφαιρο	futbol
θέσεις	puestos
θέσεις	posiciones
θέσεις	posturas
θέσεις	postes
θέσεις	publicaciones
θέσεις	puestos
θέσεις	publica
θέσεις	escaños
θέσεις	asientos
περισσότερες	más
περισσότερες	mas
περισσότερες	more
έκταση	alcance
έκταση	ámbito
έκταση	alcances
έκταση	superficie
έκταση	zona
έκταση	area
έκταση	área
γενικά	globalmente
γενικά	generalmente
γενικά	generalidades
γενικά	generales
γενικά	general
σημαντικό	importante
σημαντικό	importantes
νίκη	win
νίκη	triunfo
νίκη	ganar
νίκη	gana
νίκη	gane
νίκη	gano
νίκη	victory
νίκη	ganar
νίκη	ganando
μικρή	small
μικρή	pequeñas
μικρή	pequeño
μικρή	pequeña
μικρή	pequeños
μικρή	poco
μικρή	little
μικρή	pequeño
μικρή	pequeña
μικρή	poquito
έτη	años
έτη	anos
πατέρα	padre
αμερικανός	americano
αμερικανός	american
αμερικανός	estadounidense
αμερικανός	americanos
αμερικανός	americana
τελικό	finales
τελικό	final
τελικό	definitivo
πάντα	always
πάντα	siempre
συγκρότημα	band
συγκρότημα	banda
συγκρότημα	complejas
συγκρότημα	compleja
συγκρότημα	complejo
συγκρότημα	complejos
παραγωγής	produccion
παραγωγής	producción
ίσως	quizas
ίσως	quizás
ίσως	quizá
ίσως	quizas
ίσως	talvez
ίσως	quizás
ίσως	quizá
επόμενη	proxima
επόμενη	próximo
επόμενη	siguiente
επόμενη	próxima
επόμενη	next
στιγμή	momento
μήνες	meses
αποτελείται	compuesta
αποτελείται	consta
αποτελείται	consisten
αποτελείται	consiste
θεωρία	teoría
θεωρία	teoria
ύψος	altitud
ύψος	estatura
ύψος	altura
πολλοί	muchas
πολλοί	muchos
όλοι	todos
όλοι	todas
όλοι	all
όλοι	todo
όλοι	todos
όλοι	todos
τώρα	now
τώρα	ahora
προπονητής	entrenador
προπονητής	autocar
προπονητής	coach
προπονητής	entrenadora
θέατρο	teatro
θέατρο	teatros
θέατρο	teatro
σημαντική	importante
σημαντική	importantes
σημαντική	significativos
σημαντική	significativas
σημαντική	significativo
σημαντική	significativa
σημαντική	significante
ημέρα	día
ημέρα	dia
ημέρα	day
διάφορα	varios
διάφορα	diversos
επέστρεψε	regresó
επέστρεψε	devueltos
επέστρεψε	devuelta
επέστρεψε	devuelto
επέστρεψε	retornados
παρέμεινε	permanecido
παρέμεινε	permaneció
παρέμεινε	permanecieron
κατέκτησε	conquistó
κατέκτησε	conquistado
κατέκτησε	conquistada
θέματα	tópicos
θέματα	temáticas
θέματα	temas
θέματα	temáticas
θέματα	temas
θέματα	asuntos
θέματα	cuestiones
θέματα	temas
στάδιο	estadio
στάδιο	stadium
στάδιο	etapa
στάδιο	escenario
στάδιο	stage
χωριά	poblados
χωριά	pueblos
χωριά	aldeas
επίθεση	atacar
επίθεση	ataquen
επίθεση	ataque
επίθεση	atentado
επίθεση	ataca
επίθεση	agresión
επίθεση	asalto
τραγούδια	cantos
τραγούδια	canciones
τραγούδια	songs
έδωσε	dio
έδωσε	dió
πληθυσμός	población
λέξη	word
λέξη	palabra
κατάφερε	administrado
κατάφερε	gestionada
κατάφερε	gestionado
κατάφερε	logrado
κατάφερε	gestionados
προβλήματα	problemas
προβλήματα	problemática
έχοντας	teniendo
έχοντας	tener
έχοντας	habiendo
δύναμη	fortaleza
δύναμη	fuerza
δύναμη	fuerza
δύναμη	force
δύναμη	forzar
δύναμη	potencia
δύναμη	power
δύναμη	poder
επανάσταση	revolution
επανάσταση	revolución
τύπος	prensa
τύπος	presione
τύπος	prensas
τύπος	formula
τύπος	fórmula
τύπος	escribe
τύπος	type
τύπος	escriba
τύπος	tipo
εκατομμύρια	millones
εκατομμύρια	millón
εκατομμύρια	millon
εκατομμύρια	millones
τέσσερις	cuatro
τέσσερις	four
πορεία	rumbo
πορεία	curso
μέση	middle
μέση	promedio
μέση	media
μέση	cintura
πρόβλημα	problemas
πρόβλημα	problemática
πρόβλημα	problema
πρόβλημα	problemas
πρόβλημα	molestias
άνω	upper
νερό	agua
αγωνίστηκε	lucharon
αγωνίστηκε	luchado
αγωνίστηκε	luchó
τοπική	local
τοπική	locales
περιφέρεια	region
περιφέρεια	comarca
περιφέρεια	región
περιφέρεια	distrito
παρουσία	presencia
μητέρα	madre
έξι	seis
έξι	six
δομή	estructura
παρίσι	paris
παρίσι	parís
έγραψε	escribí
έγραψε	escribió
έγραψε	escribía
κατασκευή	manufactura
κατασκευή	fabricación
κατασκευή	construcción
κατασκευή	construcciones
κατασκευή	construccion
κατασκευή	construir
περιέχει	contiene
περιέχει	contenga
περιπτώσεις	estuches
περιπτώσεις	cases
περιπτώσεις	casos
ημέρες	días
ημέρες	jornadas
ημέρες	dias
ημέρες	days
μαρία	maría
μαρία	maria
μερικές	algunas
μερικές	algunos
μερικές	some
τιμή	precios
τιμή	precio
τιμή	price
τιμή	valorar
τιμή	value
τιμή	valor
διαδικασία	procesos
διαδικασία	proceso
διαδικασία	procesar
διαδικασία	procedimientos
διαδικασία	procedimiento
κοινό	público
κοινό	publico
κοινό	audiencia
κοινό	auditorio
διαγραφή	borrar
