алт	alt
дефиниран	opredeljen
дефиниран	opredeljeni
дефиниран	opredeljeno
дефиниран	opredeljena
дефиниран	aps
воведени	uvedeno
воведени	uveden
воведени	uvedeni
воведени	uvedene
воведени	uvedena
лесен	počasi
низи	strune
низи	nizi
низи	vrvice
глобално	globalno
глобално	svetovna
глобално	globalni
глобално	globalno
глобално	svetovno
гер	guerre
екологија	ekologija
надминува	presega
достигнување	dosežek
достигнување	dosežek
достигнување	doseganje
даглас	douglas
тото	tota
тото	toto
даг	izkopal
даг	izkopali
даг	kopal
даг	douga
даг	doug
лок	lok
лок	loka
лок	locke
започнување	izstrelitev
започнување	spuščanje
сиетл	seattle
вектор	vektor
опаѓа	pada
опаѓа	spuščanje
пиво	pir
пиво	pivo
пиво	piva
метју	mathew
метју	matthew
метју	matej
аеродроми	letališča
одбивање	zavrnitev
одбивање	zavrnitev
стомакот	trebuh
стомакот	trebušček
стомакот	trebuh
хормони	hormona
хормони	hormon
хормони	hormone
хормони	hormoni
микеланџело	michelangelo
шок	šok
тенис	tenisu
тенис	tenis
емил	emile
емил	emil
герман	nemško
герман	nemec
герман	nemška
герман	nemščina
герман	nemški
траење	trajanje
гај	gaius
гај	gaj
гај	gaja
гај	guy
гај	tip
идентификација	identifikacijo
идентификација	identifikacija
тули	opeka
тули	opeke
тули	brick
тули	opeka
тули	opeko
тули	tully
алтернатива	alternative
алтернатива	alternativni
алтернатива	alternativno
алтернатива	alternativa
експанзија	razširitev
експанзија	širjenje
експанзија	širitev
оженет	poročeni
оженет	poročen
оженет	poročena
презентација	predstavitvi
презентација	predstavitve
презентација	predstavitev
мекларен	mclaren
сатурн	saturn
перспектива	pripravnik
перспектива	perspektiva
перспектива	perspektive
перспектива	perspektivo
малтретирање	ustrahovanje
малтретирање	nadlegovanje
изразена	izražena
изразена	izraženo
изразена	izraženi
изразена	izražen
стратешки	strateško
стратешки	strateški
стратешки	strateška
винсент	vincent
винсент	vincenta
реализација	uresničitev
реализација	spoznanje
чисти	cist
чисти	čist
полско	poljsko
полско	poljskega
полско	poljski
паднала	padel
паднала	padla
паднала	padlo
глад	lakota
глад	lakote
глад	lakota
глад	lakote
глад	lakoto
рене	renee
рене	rené
рене	rene
рене	rené
рене	rene
дозволуваат	dovoljeno
дозволуваат	dopustno
крунисан	kronan
претходна	predhodna
претходна	prejšnja
претходна	predhodni
претходна	prejšnji
претходна	predhodno
неопределено	fuzzy
неопределено	nedoločen
неопределено	nedoločeno
директни	neposredni
директни	neposreden
директни	neposredna
директни	neposredne
директни	neposredno
шанси	chance
шанси	priložnost
шанси	možnost
шанси	shaanxi
гете	goethe
илиноис	illinois
заробеништво	ujetništvu
управниот	krmiljenje
управниот	usmerjevalni
бура	nevihta
бура	vihar
бура	nevihta
бура	storm
бура	neurje
валверде	valverde
театри	gledališča
театри	kinih
театри	gledališča
четврто	četrto
четврто	četrta
четврто	četrtič
четврто	četrti
григор	grigor
бренд	znamka
верувале	verjel
верувале	verjela
верувале	verjeli
подолги	dlje
подолги	daljše
подолги	daljši
подолги	daljša
признаен	priznani
признаен	priznan
признаен	priznana
признаен	priznano
признаен	priznane
сервер	gostitelja
сервер	gostitelj
сервер	strežnik
пирамида	piramide
пирамида	piramido
пирамида	piramida
асистенции	pomaga
бремен	bremen
велигден	velikonočni
опкружен	obkrožen
опкружен	obkrožena
опкружен	obkoljena
графика	grafike
махмуд	mahmud
махмуд	mahmoud
платон	platon
платите	plač
платите	plače
платите	plač
платите	plače
значителни	precejšnja
оружја	orožja
оружја	orožje
администратори	upravitelji
администратори	administratorji
администратори	skrbniki
стандардни	standardna
стандардни	standardno
стандардни	standard
решено	rešen
решено	rešeno
решено	rešena
решено	rešen
решено	rešeno
решено	rešena
прсти	prste
прсти	prstov
прсти	prsti
означи	označi
означи	oznaka
марсел	marcel
клод	claude
бордо	bordeaux
фока	pečat
парма	parma
стабилна	zanesljivo
стабилна	stabilni
стабилна	hlev
стабилна	stabilen
стабилна	stabilno
лекари	zdravniki
лекари	zdravnikov
лекари	doktorji
лекари	zdravniki
лекари	zdravnike
натриум	natrijev
натриум	natrija
натриум	natrij
албрехт	albrecht
поинаку	drugačna
поинаку	drugačen
поинаку	drugačni
поинаку	drugačno
наставник	učiteljica
наставник	učitelj
далас	dallas
банско	bansko
картичка	kartico
картичка	kartica
картичка	karta
моторот	motorja
моторот	motor
мото	moto
мото	moto
дрвена	lesen
дрвена	leseno
дрвена	lesena
дрвена	leseni
слободан	slobodan
признал	priznal
колорадо	koloradu
колорадо	kolorado
колорадо	colorado
зимбабве	zimbabveju
тереза	teresa
тереза	tereza
тереза	theresa
студијата	študija
кејп	ogrinjalo
кејп	rt
кејп	cape
сегмент	nišo
сегмент	segmenta
сегмент	odsek
сегмент	segment
патрон	pokrovitelj
службеник	uradnik
роди	rojen
роди	rojena
роди	rojene
роди	rojeni
роди	rodil
роди	roddy
војводина	vojvodini
црево	cev
црево	črevo
црево	črevesje
темите	teme
јута	utah
јута	jutta
типична	tipičen
типична	značilno
типична	tipično
кристали	kristali
кисела	alkalne
магазин	revije
магазин	revijo
магазин	revija
седмиот	sedmi
седмиот	sedma
седмиот	seventh
седмиот	sedmo
седмиот	sedmega
сезонски	sezonski
сезонски	sezonsko
аргумент	utemeljitev
аргумент	argument
колонизација	kolonizacijo
сали	sully
секција	odsek
секција	poglavje
секција	razdelek
секција	oddelek
воспаление	vnetja
воспаление	vnetje
максимум	maksimum
максимум	največja
фил	phil
течности	tekočine
течности	tekočine
охајо	ohio
војување	vojskovanje
војување	bojevanje
јакоб	jakob
јакоб	jakob
јакоб	jacob
нејзе	njej
нејзе	njo
нејзе	njen
нејзе	her
нејзе	njena
ломбардија	lombardija
вршење	zagrešil
бакар	bakrene
бакар	baker
бакар	bakra
мерења	meritev
мерења	meritve
усвоено	sprejeta
усвоено	sprejet
усвоено	sprejeto
известување	svetovalni
известување	svetovanje
известување	obvestilo
известување	obveščanje
индивидуи	posamezniki
индивидуи	posameznike
индивидуи	posameznikov
жица	žica
жица	žico
жица	žice
педесет	petdeset
педесет	fifty
нормални	normalno
нормални	običajno
нормални	normalen
нормални	normalna
нормални	običajna
адријан	hadrian
адријан	adrian
бангладеш	bangladešu
измислен	namišljeni
измислен	namišljeno
бронза	bron
хепберн	hepburn
цигари	cigareti
цигари	cigaret
цигари	cigarete
цигари	cigare
цигари	cigar
цигари	cigareti
цигари	cigareta
цигари	cigareto
синоним	sinonim
велосипед	motocikel
велосипед	kolo
велосипед	motor
велосипед	kolo
судијата	judge
судијата	sodnik
судијата	sodnica
судијата	sodnik
сандерленд	sunderland
опозиција	nasprotovanje
опозиција	nasprotovanja
опозиција	opozicija
опозиција	opozicije
дизајнер	oblikovalec
екран	ekran
екран	zaslon
роза	rose
роза	vrtnica
роза	rosa
ејми	amy
ејми	ame
водопади	slapovi
водопади	falls
водопади	pade
водопади	padci
водопади	slapovi
потпис	podpis
пронајдена	najdeno
пронајдена	najdeni
пронајдена	najdena
пронајдена	najden
волт	walt
дискриминација	diskriminacijo
дискриминација	diskriminacija
наслови	naslovnice
наслови	naslovi
наслови	naslovov
ага	aga
куско	cusco
одделно	ločeno
одделно	ločena
одделно	ločeni
одделно	ločeno
судска	sodna
убијци	morilci
убијци	ubijalci
убијци	morilci
убијци	morilci
магдалена	magdalena
магдалена	magdalena
данскиот	dansko
данскиот	danske
данскиот	danski
осудени	obsojena
осудени	obsojeni
осудени	obsojen
осудени	obsojeni
осудени	obsojen
осудени	pogubljeni
просториите	prostori
кирибати	kiribati
монро	monroe
патувал	potoval
патувал	potovala
патувал	potoval
изгубени	izgubljena
изгубени	izgubljeni
изгубени	izgubil
изгубени	izgubljeno
изгубени	izgubljen
етички	etične
етички	etična
етички	etično
етички	etični
етички	etičnih
етички	etično
стрес	stres
стрес	stresa
лукас	lucas
лукас	lukas
фотографијата	photo
фотографијата	foto
фотографијата	fotografijo
фотографијата	fotografija
секаде	povsod
секаде	vsepovsod
тибет	tibeta
тибет	tibetu
тибет	tibet
заработи	zaslužiti
автономни	avtonomne
автономни	samostojno
автономни	avtonomna
паралелни	vzporedno
паралелни	vzporedni
паралелни	vzporedna
линкови	povezave
мара	mara
новела	roman
новела	romana
прослава	slavje
прослава	praznovanje
сок	juice
сок	sok
сок	soka
сок	napitke
родно	domačin
родно	materni
кану	kanu
номинирана	nominiran
александра	alexandra
александра	aleksandra
симетрија	simetrija
физиологија	fiziologija
оперски	opera
оперски	operi
оперски	opere
оперски	opero
злото	zlobna
злото	zlo
злото	hudoben
злото	zloben
злото	zlobno
беркли	berkeley
архив	arhiv
архив	arhiv
возови	vlaki
возови	vlake
изабела	isabella
изабела	isabelle
плато	plato
опции	možnosti
хасан	hassan
хасан	hasan
корисна	uporaben
корисна	koristno
корисна	uporabna
корисна	uporabno
корисна	koristna
корисна	poučno
жолти	rumena
жолти	rumeni
жолти	rumene
жолти	rumen
жолти	rumeno
испраќање	pošiljam
испраќање	pošiljanje
богатства	dragocenosti
богатства	zaklade
богатства	bogastva
богатства	bogastvo
здравство	zdravstvo
умерено	zmerno
фрески	freske
јон	ionov
јон	ionski
босански	bosanski
партизани	partizani
ракометна	rokomet
сахара	sahari
раѓа	rojen
раѓа	rojena
раѓа	rojene
раѓа	rojeni
раѓа	rodil
наводнување	izpiranje
наводнување	namakanje
должности	dajatve
должности	dolžnosti
хром	krom
хром	kroma
хром	krom
лед	led
лед	ice
лед	ledom
електронско	elektronsko
електронско	elektronska
опстанок	preživetje
опстанок	obstanek
демо	demo
доза	odmerki
доза	odmerjanje
доза	odmerek
доза	odmerka
доза	odmerka
доза	odmerek
воздушни	antena
воздушни	zračni
извршната	izvedljivo
германци	nemce
германци	nemci
намибија	namibija
спроведена	izvedene
гласа	glasov
гласа	glasovi
гласа	glasovanja
бронзен	bron
викенд	vikenda
викенд	vikend
заменета	zamenjana
заменета	nadomeščen
фабрики	tovarn
фабрики	tovarne
емирати	emirati
минимум	minimalno
минимум	najmanj
минимум	najmanjša
недоволно	nezadostno
недоволно	nezadostni
недоволно	nezadosten
недоволно	nezadostne
недоволно	nezadostna
универзален	univerzalno
универзален	univerzalnih
универзален	univerzalni
универзален	univerzalne
универзален	univerzalna
спортист	športnik
спортист	športnik
ангола	angola
поглавје	poglavje
намален	zmanjšani
намален	zmanjšana
намален	zmanjšano
намален	zmanjšan
намален	zmanjšan
намален	zmanjšana
намален	znižana
намален	zmanjšano
намален	zmanjšani
вигинс	wiggins
достигнат	dosežen
достигнат	dosežena
достигнат	doseženo
достигнат	dosežene
достигнат	doseg
достигнат	reach
достигнат	doseči
стотина	sto
стотина	stotine
алтернативен	nadomestno
алтернативен	alternativno
кемал	kemal
видлива	vidno
видлива	vidni
видлива	viden
видлива	vidna
сведочи	pričajo
сведочи	pričal
сведочи	pričati
откриваат	razkril
откриваат	razkrili
откриваат	razkriti
вратен	vrnjeno
вратен	vrnjena
вратен	vrnjen
просечен	povprečje
просечен	povprečna
просечен	povprečno
ќерамиди	strešnega
инка	inkov
инка	lijak
ротација	zasuk
ротација	rotacije
ротација	kroženje
ротација	vrtenje
ротација	zavrti
ротација	zasuk
ротација	obrni
тенкови	tanke
тенкови	cisterne
тенкови	tanki
тенкови	rezervoarji
загрозен	ogrožen
загрозен	ogroženih
загрозен	ogroženi
загрозен	ogroženo
загрозен	ogrožena
загрозен	ogrožene
загрозен	ogrožen
загрозен	ogrožena
загрозен	grozil
загрозен	ogrožene
човечко	človeško
човечко	človeška
човечко	človeški
опен	odpri
опен	odprto
публикации	publikacije
теодора	teodora
заболување	bolezen
заболување	bolezni
прстени	prstane
прстени	prstana
прстени	prstani
прстени	obroči
воведува	uvaja
практики	prakse
младоста	mladosti
младоста	mladina
младоста	mladost
болки	bolečine
болки	bolečino
болки	bolečina
академска	akademske
академска	akademsko
академска	akademski
практична	praktično
практична	praktične
практична	praktičen
практична	praktična
тврдејќи	prepir
панама	panama
панама	panami
театарска	gledališki
мастерс	gospodarji
мастерс	mojstri
каталонија	kataloniji
галиција	galiciji
сенка	senca
сенка	senco
сенка	senci
сенка	sence
сенка	senca
сенка	senci
сенка	senco
сенка	odtenek
привилегии	privilegij
привилегии	privilegije
привилегии	privilegiji
подигнат	postavljene
подигнат	postavljen
занает	plovilo
витези	vitezi
скијање	smučanje
брест	brest
анастасија	anastasia
оман	oman
диригент	dirigent
супстанции	snov
супстанции	učinkovine
супстанции	snovi
вечери	večerje
вечери	večeri
вечери	večere
гнездо	gnezdo
гнездо	gnezda
пфалц	pfalz
кралско	kraljevi
кралско	kraljevsko
кралско	royal
кралско	kraljevo
кралско	cesarski
кралско	carski
кралско	imperial
резерват	rezerva
резерват	rezervo
резерват	rezerve
религиозна	verske
религиозна	verski
религиозна	versko
религиозна	verska
религиозна	verskega
топлината	toplota
топлината	toplino
математичари	matematiki
вага	tehtnica
фрази	stavki
фрази	fraze
фрази	fraz
лорен	lorraine
лорен	lauren
лорен	loren
кнежевство	kneževino
кози	koze
кози	koz
установа	objekt
карибите	karibih
теологија	teologijo
исклучоци	izjeme
оператор	operator
оператор	upravljavec
оператор	izvajalec
оператор	operater
јачина	intenzivnost
јачина	svetilnost
утрински	dopoldne
утрински	jutranja
утрински	jutro
неуспешен	neuspešno
неуспешен	neuspešen
неуспешен	neuspešni
носејќи	nošenje
преовладува	prevladuje
преовладува	prevlada
наша	naše
наша	naš
наша	najina
наша	naši
наша	najin
наша	naša
наша	najino
наша	najin
наша	najina
наша	naše
грмушки	grmovje
грмушки	grmovja
грмушки	bush
грмушки	grmovje
грмушки	grm
сегменти	segmentih
ремо	remo
зајак	zajček
зајак	zajec
доволна	dovolj
наставници	učiteljev
наставници	učitelji
наставници	učiteljice
наставници	učitelje
наставници	profesorji
лош	hudo
лош	slaba
лош	slabo
лош	bad
лош	slab
кал	blato
кал	blata
кал	kal
кал	cale
кал	cal
дан	dan
дан	dunne
дан	dunn
дан	dun
соочи	obraz
соочи	obraza
соочи	face
помало	manjše
помало	manjše
помало	manjša
помало	manjši
урбана	urban
урбана	mestna
урбана	urbana
урбана	mestne
шести	šesti
шести	šesta
шести	šesto
предизвик	izziv
малтер	malto
исполнети	izpolnjen
исполнети	izpolnjeno
исполнети	izpolnjena
исполнети	izpolnjene
исполнети	izpolnjeni
матеј	matthew
матеј	matej
претседателството	predsedstvo
претседателството	predsedovanje
ријана	rihanna
пенали	kazni
пенали	sankcije
радиус	polmer
незадоволство	nezadovoljstvo
незадоволство	nezadovoljstvo
незадоволство	nezadovoljstvo
свештеникот	svečenik
свештеникот	župnik
свештеникот	duhovnik
предизвикувајќи	iskrenje
празни	prazno
празни	izprazni
празни	prazni
празни	prazna
празни	prazen
шефот	poglavar
шефот	načelnik
шефот	šefica
шефот	boss
шефот	šef
четворица	four
четворица	štirje
четворица	štiri
гледајќи	gledanje
гледајќи	gledal
гледајќи	opazovati
гледајќи	opazuje
пластика	plastika
пластика	plastike
пластика	plastiko
пластика	plastika
пластика	plastično
пластика	plastičnih
пластика	plastična
јемен	jemen
јемен	jemnu
уран	uran
обоени	naslikal
обоени	barvne
обоени	obarvana
портрети	portrete
австронезиски	avstronezijski
алба	alba
глетка	vid
божиќ	božič
алгебра	algebra
боби	bobi
боби	bobby
ранети	ranjena
ранети	ranjene
ранети	ranjen
ранети	ranjenci
роси	rossi
учествуваше	sodelovala
учествуваше	sodeloval
учествуваше	sodelovali
учествуваше	sodelovalo
мештаните	domačini
покриен	pokrito
покриен	pokrit
покриен	pokrita
покриен	pokrite
точна	točen
точна	natančen
точна	natančni
точна	natančna
точна	natančno
точна	natančen
точна	pravilno
точна	pravilna
точна	pravilen
точна	pravilni
подот	kapsula
подот	tla
подот	nadstropje
обемот	volumen
обемот	glasnost
обемот	prostornina
обемот	zvezek
обемот	obseg
дипломат	diplomat
месопотамија	mezopotamija
должноста	dajatev
должноста	dolžnost
должноста	dolžnosti
пури	cigare
пури	cigaro
пури	cigare
пури	cigar
инцидент	incident
работеше	delovalo
работеше	obdelani
работеше	delal
вторник	torek
вирус	virus
вирус	virusa
вирус	virusi
добиток	govedo
добиток	živina
добиток	goveda
посредник	posrednik
посредник	posrednik
траат	traja
состаноци	sestanki
состаноци	seje
состаноци	sej
состаноци	zasedanja
состаноци	srečanja
сиромаштија	revščina
геолошки	geološke
геолошки	geološko
шер	sher
шер	cher
разгледува	upoštevajoč
обележани	označena
обележани	označeni
обележани	označene
обележани	označeno
курсеви	tečaje
курсеви	tečaji
фокус	osredotočanje
фокус	osredotočenost
фокус	osredotočiti
дејан	dejan
конкретни	specifično
конкретни	specifični
конкретни	konkretno
конкретни	konkretne
конкретни	beton
конкретни	konkreten
супстанца	snov
наназад	vzvratno
лејди	gospa
лејди	dama
лејди	lady
рап	rap
скали	lestev
скали	lestve
скали	stopnice
скали	stopnišče
скали	stopnice
скали	stopnice
раководители	upravljavci
раководители	upravitelji
раководители	direktorji
ресурсите	vire
ресурсите	sredstva
ресурсите	viri
очекувања	pričakovanja
примарна	primarno
примарна	primarne
примарна	primarna
примарна	primarni
времетраење	trajanje
лесна	počasi
лесна	lahki
лесна	lahek
мадагаскар	madagaskar
праќа	pošlje
праќа	pošilja
типични	tipičen
типични	značilno
типични	tipično
пејџ	paige
џордан	jordan
постоечки	obstoječa
постоечки	obstoječo
постоечки	obstoječe
постоечки	obstoječi
јапонска	japonski
јапонска	japonsko
јапонска	japonci
јапонска	japonec
јапонска	japonska
џузепе	giuseppe
џузепе	jožef
џејсон	jason
вегас	vegas
статистичка	statistična
статистичка	statistične
статистичка	statistično
големини	velikosti
признат	priznani
признат	priznan
признат	priznana
признат	priznano
признат	priznane
признат	priznan
признат	prepoznal
признат	priznana
признат	priznano
остро	odločno
остро	ostri
остро	oster
остро	ostra
остро	ostro
остро	sharp
формирано	oblikovane
формирано	oblikovani
атракција	zanimivost
атракција	atrakcija
атракција	privlačnosti
атракција	privlačnost
параметар	parameter
експлоатација	izkoriščanje
експлоатација	raziskovanje
конечен	končna
конечен	končni
пештери	jame
пештери	votline
андалузија	andaluziji
вишок	presežna
вишок	presežek
вишок	odvečno
вишок	odveč
вишок	presežek
стенфорд	stanford
нормандија	normandie
нормандија	normandiji
изложеност	izpostavitev
изложеност	izpostavljanje
изложеност	izpostavljenost
изложеност	izpostavljenosti
антропологија	antropologije
хаити	haiti
хаити	haitiju
свадба	poroka
свадба	poroke
свадба	poroko
оценка	zadetek
оценка	rezultat
сони	sony
сони	sonny
нирнберг	nürnbergu
изолација	osamitev
изолација	izolacija
изолација	izolacijo
ралф	ralph
самуил	samuel
следна	naslednji
следна	naslednja
стравот	strah
почитува	spoštuje
ритуали	obrede
интензитет	intenzivnost
интензитет	svetilnost
обнови	obnovi
обнови	obnovi
промовирање	promocije
промовирање	promocijo
промовирање	napredovanje
промовирање	spodbujanje
промовирање	promocija
промовирање	spodbujanje
поразена	poražen
поразена	premagani
поразена	poraženi
поразена	premagan
упатува	reference
упатува	sklicevanja
упатува	sklicevanje
согорување	zgorevanja
согорување	sežig
согорување	sežiganje
согорување	sežig
заседа	zasede
заседа	zasedo
заседа	zaseda
континуирано	neprekinjeno
континуирано	neprekinjen
континуирано	neprekinjeno
факултети	fakultete
факултети	kolegijev
факултети	fakultet
евиденција	evidenca
евиденција	zapisi
евиденција	evidence
евиденција	dnevnik
евиденција	log
евиденција	deblo
индиректно	posredne
индиректно	posredno
индиректно	posredna
индиректно	posredno
спротивни	nasprotno
спротивни	nasproti
спротивни	nasprotje
кралевите	kralje
кралевите	kralji
пеколот	pekel
пеколот	pekel
сознанија	ugotovitve
сознанија	ugotovitev
тениско	tenisu
тениско	tenis
протест	protest
протест	protesti
рајот	nebes
рајот	nebesa
панорама	panorama
опасни	nevarno
опасни	nevaren
опасни	nevarne
опасни	nevarni
опасни	nevarna
почина	umrla
почина	umrl
ангели	angele
ангели	angelov
ангели	angelčki
ангели	angeli
еми	emmy
еми	emmyjev
шеми	vzorci
шеми	sheme
среда	srede
среда	sredo
среда	sreda
среда	srede
врат	vrat
врат	vratu
играчки	igrač
играчки	igračke
играчки	igrače
медичи	medici
масовни	maso
масовни	mase
масовни	mass
масовни	masa
масовни	ogromen
групна	multiplayer
групна	skupino
групна	skupinsko
групна	skupinski
групна	skupinska
групна	skupina
ник	nick
ник	nic
ник	nik
идол	idol
витамин	vitamina
витамин	vitamin
одби	odklonil
одби	zavrnjena
одби	zavrnjena
одби	zavrnjeno
одење	hojo
одење	hoja
одење	hoje
одење	hodi
одење	peš
одење	treking
граѓанин	državljan
граѓанин	meščan
материјална	materialno
материјална	material
материјална	gradivo
комесар	komisar
комесар	komisarka
комесар	komisar
професионалец	profesionalno
професионалец	strokovna
професионалец	strokovno
професионалец	poklicna
професионалец	poklicne
професионалец	strokovni
професионалец	pro
декларацијата	deklaracija
декларацијата	izjava
религиски	verske
религиски	verski
религиски	versko
религиски	verska
религиски	verskega
припаѓал	pripadal
припаѓал	pripadala
индекси	indeksi
мајмуни	opice
мајмуни	opic
спартак	spartak
докторат	doktorat
докторат	doktorat
верувањето	verovanje
верувањето	prepričanje
моќност	power
моќност	moč
артисти	umetniki
врзани	vezan
врзани	vezani
врзани	vezani
врзани	zavezal
врзани	izenačeno
врзани	zvezan
врзани	vezano
англо	anglo
клун	kljun
празен	prazno
празен	izprazni
празен	prazni
празен	prazna
празен	prazen
празен	prazen
празен	prazno
протеини	beljakovin
протеини	protein
протеини	proteini
протеини	beljakovine
мастејн	mustaine
михаел	mihael
михаел	michael
тел	tel
стразбур	strasbourgu
стразбур	strasbourg
предвидување	napoved
предвидување	napovedi
лил	lil
лил	lille
длабоки	globoka
длабоки	globoko
длабоки	globok
барбара	barbara
осло	oslo
пристигнува	prispe
пристигнува	prihajajoči
пристигнува	prihajajoče
армстронг	armstrong
цветови	rožice
цветови	cvetje
цветови	cvetovi
цветови	rože
цветови	cvetovi
руси	rusov
руси	rusi
руси	ruse
бесплатно	svoboden
бесплатно	prosto
бесплатно	free
бесплатно	svobodna
бесплатно	brezplačno
бесплатно	brezplačna
милтон	milton
задоволи	zadovolji
фрлање	metanje
фрлање	met
фрлање	vrzi
припаѓале	pripadal
припаѓале	pripadala
гари	garry
гари	gary
милошевиќ	miloševič
базен	bazen
базен	biljard
капацитети	objekti
капацитети	zmogljivosti
капацитети	prizorišča
грос	bruto
рус	rus
учествуваа	predstavljeni
учествуваа	predstavljeno
учествуваа	predstavljene
учествуваа	predstavljena
учествуваа	predstavljenih
учествуваа	predstavljen
учествуваа	sodelovala
учествуваа	sodeloval
учествуваа	sodelovali
учествуваа	sodelovalo
одраз	odražajo
одраз	odraža
одраз	razmislek
одраз	odsev
одраз	premislek
шарлот	charlotte
ататурк	atatürka
хумор	humor
хумор	humor
работничка	delavec
работничка	delavca
католици	katoliki
наклон	nagib
утро	dopoldne
утро	jutranja
утро	jutro
мис	gospodična
мис	miss
сооднос	razmerje
реми	remy
реми	remi
претставништво	zastopanje
претставништво	ponazoritev
претставништво	predstavništvo
пазарите	tržnice
пазарите	trgi
пазарите	tržišča
планетите	planete
планетите	planeti
клајн	klein
атлетико	atletico
атлетико	atlético
кафеава	rjavo
кафеава	rjavi
кафеава	rjave
кафеава	rjava
уганда	ugandi
брана	jez
украси	okraske
украси	okraski
украси	okraske
украси	okraski
привремена	začasni
привремена	začasno
привремена	začasna
привремена	začasen
драстично	drastično
адријатико	adriatico
неопходни	potrebno
половината	pasu
половината	pas
половината	pasom
половината	pol
половината	polovica
половината	polovico
изолирани	osamljen
изолирани	izolirana
изолирани	izoliranih
изолирани	izolirane
изолирани	izolirano
откри	razkril
откри	pokazala
откри	razkrili
откри	razkrita
откри	razkrila
френклин	franklin
бродовите	ladje
бродовите	ferries
предупредување	opozorilo
кршење	kršitev
кршење	lomi
кршење	zlom
кршење	razbijanje
државјанство	državljanstvo
предци	predniki
натписи	členi
натписи	članki
натписи	izdelki
харисон	harrison
леви	levi
обама	obama
раскажувач	pripovedovalec
осветлување	razsvetljavo
осветлување	osvetlitev
осветлување	razsvetljava
прославата	slavje
прославата	praznovanje
славко	slavko
експериментални	eksperimentalno
експериментални	poskusno
експериментални	poskusni
експериментални	poskusnih
експериментални	poskusna
масти	debel
масти	maščob
масти	maščobe
масти	debela
масти	maščoba
масти	debeli
семејствата	družine
семејствата	družin
паскал	pascal
пипин	pippin
вавилон	babilon
скандинавија	skandinaviji
обреди	upoštevanje
сакаше	ljubljena
сакаше	ljubil
сакаше	iskani
сакаше	iskana
конкретно	specifično
конкретно	izrecno
конкретно	posebej
роберто	roberto
бетмен	batman
правник	odvetnik
правник	pravnik
правник	odvetnica
правник	odvetnika
запишување	pisanje
тропски	tropske
тропски	tropski
тропски	tropskih
пит	pete
ненадејно	nenadoma
ненадејно	naenkrat
ненадејно	nenadna
ненадејно	nenaden
ненадејно	nenadno
ацо	aco
дебелина	debelost
дебелина	debeline
дебелина	debelino
дебелина	debelina
евангелие	evangelij
ловат	hunt
ловат	lov
фридман	friedman
волк	volka
волк	wolf
волк	volčji
волк	volk
бањи	toplice
бањи	stranišča
бањи	kopalnice
бањи	kopeli
бањи	kadi
распад	razpad
господин	gospod
господин	gentleman
грама	gramih
грама	gramov
грама	grama
сместување	namestitev
сместување	nastanitve
сместување	nastanitev
сместување	vložitev
сместување	nastanitev
крила	krila
крила	kril
крила	krilca
крила	krili
курт	kurt
курт	curt
регионална	regionalno
регионална	regionalna
регионална	regionalni
