الكرامة	αξιοπρέπεια
حريق	πυρκαγιά
شواطئ	παραλίες
الخلط	ανάμειξη
الخلط	ανάμιξη
الخلط	σύγχυση
الخلط	μπερδεμένοι
الخلط	μπερδεμένο
الخلط	μπερδεμένος
الخلط	μπερδεμένη
الخلط	σύγχυση
الزهراء	ζάρα
زمان	zaman
المقابر	νεκροταφείο
المقابر	κοιμητήριο
تصريح	εξουσιοδότηση
تصريح	άδεια
تصريح	αδεια
دلالة	σημασία
منفصل	χωρισμένοι
منفصل	χωρισμένος
منفصل	χωριστή
منفصل	ξεχωριστά
منفصل	χωριστά
هود	κουκούλα
هود	χουντ
هود	καπό
بديلة	εναλλακτικό
بديلة	εναλλακτικά
بديلة	εναλλακτική
بديلة	εναλλακτικό
بديلة	εναλλακτική
ذروة	κορύφωση
ذروة	κορύφωση
ذروة	κορυφή
ذروة	αιχμή
الشيعية	σιίτης
الشهادات	πιστοποιητικό
الشهادات	μαρτυρίες
الشهادات	βεβαιώσεις
الشهادات	πιστοποιητικά
التنبؤ	πρόβλεψη
المشرف	συντονιστής
المشرف	συντονιστή
المشرف	επιβλέπων
المشرف	επόπτης
المشرف	συντηρητής
المشرف	διαχειριστής
المشرف	διαχειριστή
ترميز	κωδικοποίηση
ترميز	κωδικοποίηση
هيلين	ελένη
هيلين	ελενη
هيلين	έλεν
هيلين	helen
يفتح	ανοίγει
مثبطات	αναστολείς
الحمد	έπαινος
الحمد	επαίνους
الصيانة	συντήρησης
الصيانة	συντήρηση
الصيانة	διατήρηση
الانتقالية	μεταβατικά
الانتقالية	μεταβατική
الانتقالية	μεταβατικές
الانتقالية	μεταβατικό
التبغ	καπνού
التبغ	καπνός
التبغ	καπνό
التبغ	καπνά
اصدار	έκδοση
اصدار	εκδοση
اصدار	έκδοση
اصدار	εκδοχή
اصدار	τεύχος
ليلي	λίλυ
ليلي	lily
ليلي	λίλι
فيشر	φίσερ
كول	cole
كول	κόουλ
صغار	νεαρός
صغار	νέος
راسل	ράσελ
راسل	russell
صديقة	κοπέλα
صديقة	φιλενάδα
الجمجمة	κρανίο
الكبريت	θειάφι
الكبريت	θείο
الكبريت	θειάφι
الكبريت	θείο
الكبريت	θείου
الظل	σκιές
الظل	σκιά
الظل	σκιά
الظل	απόχρωση
يختار	επιλέγει
يختار	διαλέγει
يختار	επιλέγει
كارتر	κάρτερ
كارتر	carter
نيفادا	νεβάδα
القلم	πεν
القلم	pen
القلم	πένα
القلم	στυλό
التقديرات	εκτίμηση
التقديرات	εκτιμήσεις
تدرج	κλίση
تدرج	διαβάθμιση
تدرج	ένθετο
تدرج	εισαγωγή
مواصلة	συνέχιση
مواصلة	συνέχιση
مواصلة	συνεχίστε
مواصلة	συνέχεια
مواصلة	συνέχισε
كاي	kai
كاي	κάι
كاي	κέι
التنين	δράκο
التنين	δράκος
تغيرت	άλλαξα
تغيرت	αλλάξει
تغيرت	άλλαξε
النضال	αγώνας
النضال	πάλη
هول	χωλ
هول	hall
هول	χολ
هول	ουρλιαχτό
مشارك	συμμετέχοντα
مشارك	συμμετέχων
الطقوس	τελετουργικό
الطقوس	τελετουργία
الطقوس	ιεροτελεστία
الطقوس	τελετές
الطقوس	τελετουργικά
الفطر	μανιτάρια
المعتقدات	πεποιθήσεις
دل	ντελ
دل	del
جرذ	ποντικός
جرذ	αρουραίος
سكاي	ουρανού
سكاي	ουρανός
سكاي	ουρανό
سكاي	sky
سكاي	σκάι
ثمان	οκτώ
ثمان	eight
ثمان	οχτώ
مشاركات	μερίδια
مشاركات	μετοχές
الناجحة	επιτυχής
الناجحة	επιτυχημένη
الناجحة	επιτυχημένος
الناجحة	επιτυχές
السجل	ρεκόρ
السجل	μητρώο
السجل	κούτσουρο
السجل	μητρώο
موحدة	ενοποιημένο
موحدة	ενιαία
موحدة	ενοποιημένη
موحدة	τυποποιημένο
موحدة	τυποποιημένα
موحدة	τυποποιημένη
موحدة	τυποποιημένες
موحدة	στολή
موحدة	ομοιόμορφη
التحدي	πρόκληση
سونغ	σανγκ
سونغ	σουνγκ
سونغ	τραγουδι
سونغ	τραγούδι
سونغ	σονγκ
محاضرة	κήρυγμα
محاضرة	διάλεξη
النانو	νάνο
الالكترونية	ηλεκτρονική
الالكترونية	ηλεκτρονικό
الالكترونية	ηλεκτρονικά
هوليوود	χόλιγουντ
هوليوود	χόλλυγουντ
هوليوود	hollywood
هوليوود	χόλυγουντ
بوير	boyer
البقرة	αγελάδα
الديناصورات	δεινόσαυροι
الديناصورات	δεινόσαυρους
الديناصورات	δεινόσαυρο
الديناصورات	δεινόσαυρος
شمسي	ηλιακές
شمسي	ηλιακό
شمسي	ηλιακή
كركوك	κιρκούκ
اربع	τέσσερις
اربع	τέσσερα
اربع	four
اربع	τεσσερα
الحافة	άκρη
خريف	φθινόπωρο
فرح	χαρα
فرح	χαρά
فرح	farah
صناعات	βιομηχανίες
الخبرات	εμπειρογνωμοσύνη
الخبرات	εμπειρίες
الخبرات	εμπειρία
الخبرات	πείρα
المدار	τροχιά
التشريح	ανατομία
التشريح	αυτοψία
التشريح	νεκροψία
تشي	τσι
تشي	τσε
ظاهر	ορατό
ظاهر	ορατά
ظاهر	ορατή
ظاهر	ορατός
ظاهر	ορατές
ظاهر	προφανής
ظاهر	εμφανής
دفعة	ώθηση
دفعة	τόνωση
دفعة	προωθήστε
دفعة	παρτίδα
دفعة	καταβολή
دفعة	πληρωμής
دفعة	πληρωμή
النسوية	φεμινισμό
النسوية	φεμινίστρια
لوح	σανίδα
لوح	δισκίο
لوح	κύμα
عينات	δείγματα
الميل	κλίση
الميل	μίλι
مزايا	πλεονεκτήματα
مغلقة	κλειστό
مغلقة	κλειστο
مغلقة	κλειστή
مغلقة	κλειστά
منصات	εξέδρες
منصات	πλατφόρμες
منصات	τακάκια
منصات	παλέτες
المدرج	διάδρομος
المدرج	διάδρομο
المليون	εκατομμύρια
تقليد	παράδοση
الشيرازي	σιράζι
ميكانيكية	μηχανικά
ميكانيكية	μηχανικό
السعة	χωρητικότητα
السعة	ικανότητα
السعة	δυναμικότητα
التهديد	απειλή
الموانئ	λιμένες
الموانئ	θύρες
الموانئ	λιμάνια
عقل	εγκέφαλος
عقل	εγκέφαλο
عقل	μυαλό
عقل	νου
عقل	μυαλό
دنيا	ελάχιστη
دنيا	ελάχιστα
دنيا	ελάχιστες
دنيا	ελάχιστο
دنيا	ελάχιστος
الطلاق	διαζύγια
الطلاق	διαζύγιο
خفيف	φως
خفيف	light
خفيف	ελαφρύ
خفيف	ελαφριά
خفيف	φώς
مونتريال	μόντρεαλ
الكومنولث	κοινοπολιτείας
الكومنولث	κοινοπολιτεία
جلدية	δερμάτινα
جلدية	δέρμα
جلدية	δερμα
جلدية	δέρματα
جلدية	δερμάτινο
الفائزين	νικητές
المرجح	σταθμισμένο
بطليموس	πτολεμαίος
تهديد	απειλητικό
تهديد	απειλητική
تهديد	απειλητικά
تهديد	απειλεί
تهديد	απειλή
المعيار	κριτήριο
المعيار	στάνταρ
المعيار	πρότυπο
المعيار	standard
الهياكل	δομές
الهياكل	κατασκευές
الهياكل	διαρθρώσεις
المنفى	εξορία
تشابه	ομοιότητα
الرباعي	κουαρτέτο
المصلحة	συμφέρον
المصلحة	τόκος
المصلحة	τόκοι
مجلدات	φακέλους
مجلدات	φακέλων
مجلدات	φάκελοι
مجلدات	όγκοι
الحفظ	διατήρηση
الحفظ	εξοικονόμηση
الحفظ	αποταμίευση
الحفظ	διαφύλαξη
الحفظ	διατήρηση
باراغواي	παραγουάη
استخدامات	χρήσεις
استخدامات	χρησιμοποιεί
استخدامات	χρήσεων
يوميات	χρονολόγιο
يوميات	ημερολόγιο
يوميات	ημερολόγιο
فرديناند	φέρντιναντ
تعليقات	σχολια
تعليقات	σχόλια
تعليقات	παρατηρήσεις
المهن	επαγγέλματα
المهن	καριέρες
المهن	σταδιοδρομία
المهن	επαγγέλματα
تلفاز	τηλεόραση
تلفاز	tv
تلفاز	τηλεοραση
السلبي	παθητικά
السلبي	παθητικό
السلبي	παθητική
قيود	περιορισμούς
قيود	περιορισμοί
قيود	περιορισμούς
قيود	περιορισμοί
قيود	περιορισμοί
جيب	τζιπ
جيب	τσέπης
جيب	τσέπη
حقن	ενέσεις
حقن	έγχυση
حقن	ενέσιμο
حقن	ένεση
ساوث	νότιο
ساوث	νοτια
ساوث	νότια
ساوث	νότος
بالضبط	ακριβώς
البطالة	ανεργία
البطالة	ανεργίας
الفصائل	φατρίες
تجهيز	μεταποίηση
تجهيز	επεξεργασία
الجلسة	συνεδρία
الجلسة	συνάντηση
الجلسة	σύσκεψη
الجلسة	συνεδρίαση
الحريات	ελευθερίες
الحريات	ελευθεριών
تغلب	νικήσει
احداث	ιστορίες
احداث	ανακοινώσεις
احداث	γεγονότα
احداث	γεγονοτα
احداث	συμβάντα
احداث	εκδηλώσεις
ركوب	ιππασία
ركوب	καβάλα
ركوب	βολτα
ركوب	βόλτα
ركوب	καβάλα
نمر	τίγρης
نمر	τίγρη
نمر	λεοπάρδαλη
الخريف	φθινόπωρο
الخريف	φθινόπωρο
الخريف	πτώση
شمسية	ομπρέλα
شمسية	ηλιακές
شمسية	ηλιακό
شمسية	ηλιακή
النجار	ξυλουργός
النجار	κάρπεντερ
النهج	προσεγγίσεις
النهج	προσέγγιση
جامايكا	τζαμάικα
جامايكا	τζαμαϊκανή
روضة	νηπιαγωγείο
تدمر	καταστρέψει
الكثيرون	πολλά
الكثيرون	πολλοι
الكثيرون	πολλοί
الكثيرون	πολλές
الكثيرون	πολλα
التوجهات	τάσεις
تقاطع	τομή
تقاطع	διασταύρωση
نشيد	ύμνος
نشيد	ύμνο
تاريخيا	ιστορικά
عنف	βίαιοι
عنف	βίαιος
عنف	βίαιη
عنف	βίαια
عنف	βίαιο
عنف	βία
عنف	βια
المناظر	αξιοθέατα
شيد	υπόστεγο
وين	γουέιν
وين	wayne
وين	γουέν
تدهور	υποβάθμιση
تدهور	αλλοίωση
تدهور	επιδείνωση
تدهور	φθορά
تدهور	υποβάθμιση
الصراعات	συγκρούσεις
الصراعات	συγκρούσεις
الصراعات	σύγκρουση
الصراعات	σύρραξη
بيانو	πιάνο
تتطور	εξελίσσεται
مسافات	χώροι
مسافات	χώρους
مسافات	αποστάσεις
اخذ	τραβήχτηκε
اخذ	λαμβάνοντας
اخذ	πάρτε
اخذ	λήψη
اخذ	πάρε
سامة	τοξικό
سامة	τοξικά
سامة	τοξική
سامة	τοξικές
سامة	δηλητηριώδη
سامة	δηλητηριώδης
سامة	δηλητηριώδες
الفترات	περίοδοι
الفترات	περιόδους
واقعية	ρεαλιστικά
واقعية	ρεαλιστική
واقعية	ρεαλιστικές
واقعية	ρεαλιστικό
واقعية	ρεαλισμό
النيتروجين	άζωτο
النيتروجين	αζώτου
زرقاء	μπλέ
زرقاء	μπλε
زرقاء	γαλάζιο
هياكل	δομές
هياكل	κατασκευές
هياكل	διαρθρώσεις
الورد	τριαντάφυλλα
الورد	ρόδα
منطق	λογική
يرفع	ανελκυστήρες
شحنة	φορτίο
شحنة	φορτίο
نشطة	ενεργοί
نشطة	ενεργά
نشطة	δραστική
نشطة	ενεργός
نشطة	ενεργή
نشطة	ενεργό
قنابل	βόμβες
الفرص	πιθανότητες
الفرص	ευκαιρία
الفرص	ευκαιρίες
الفولاذ	χάλυβα
الفولاذ	ατσάλι
الفولاذ	χάλυβας
المثل	παροιμία
السجناء	αιχμάλωτοι
السجناء	κρατούμενοι
السجناء	φυλακισμένοι
سلمية	ειρηνική
سلمية	γαλήνια
سلمية	ειρηνικό
سلمية	ειρηνικά
ترميم	αποκατάσταση
عيوب	μειονεκτήματα
عيوب	ελαττώματα
عيوب	ελαττώματα
عيوب	ατέλειες
المحافظين	συντηρητικοί
المحافظين	συντηρητικούς
راية	λάβαρο
راية	μπάνερ
راية	πανό
الملاك	άγγελος
الملاك	αγγελος
الملاك	έιντζελ
الملاك	angel
العروس	νύφη
كابتن	κυβερνήτη
كابتن	καπετάνιος
كوبنهاغن	κοπεγχάγης
كوبنهاغن	κοπεγχάγη
عارض	θεατής
عارض	προβολέας
عارض	θεατή
عارض	μοντελο
عارض	υπόδειγμα
عارض	μοντέλο
عارض	πρότυπο
بيكر	baker
بيكر	μπέικερ
فلوريد	φθοριούχο
ضريبة	φόρου
ضريبة	φόρος
مطالب	απαιτήσεις
مطالب	αιτήματα
ثانوي	δευτερεύον
ثانوي	δευτεροβάθμια
ثانوي	δευτερεύουσα
جاذبية	προσέλκυση
جاذبية	αξιοθέατο
جاذبية	έλξης
جاذبية	έλξη
جاذبية	βαρύτητας
جاذبية	βαρύτητα
غني	τραγουδήστε
غني	τραγούδα
غني	τραγουδούν
غني	πλούσιος
غني	ριτς
غني	πλούσιοι
غني	πλούσιο
غني	πλούσια
سعادة	ευτυχία
العشرات	ντουζίνες
العشرات	δεκάδες
شين	τσιν
شين	πηγούνι
شين	σιν
المبلغ	ποσό
المبلغ	άθροισμα
وارسو	βαρσοβία
وارسو	βαρσοβίας
ذكية	έξυπνο
ذكية	έξυπνη
ذكية	smart
ذكية	έξυπνος
الزيارة	επισκεφθείτε
الزيارة	επίσκεψη
الزيارة	επισκέπτης
دوما	πάντα
دوما	πάντοτε
دوما	παντα
ملاكم	πυγμάχος
ملاكم	μπόξερ
ملاكم	μποξέρ
تنزانيا	τανζανία
ميلر	μίλλερ
ميلر	μίλερ
ميلر	miller
البوب	pop
البوب	ποπ
حاشية	υποσημείωση
حاشية	συνοδεία
حاشية	υστερόγραφο
بيتي	μπέτι
بيتي	μπέτυ
بيتي	betty
دمرت	καταστραφεί
دمرت	καταστράφηκε
دمرت	κατεστραμμένο
دمرت	καταστράφηκαν
دمرت	κατεστραμμένα
العلاجات	θεραπείες
العلاجات	θεραπείες
العلاجات	θεραπείες
ضروري	απαραίτητος
ضروري	απαραίτητο
ضروري	αναγκαίος
ضروري	αναγκαίο
ضروري	αναγκαία
ضروري	απαραίτητη
سديم	νεφέλωμα
لاوس	λάος
التراب	βρωμιά
التراب	χώμα
موثوقة	αξιόπιστο
موثوقة	αξιόπιστα
موثوقة	αξιόπιστη
موثوقة	αξιόπιστος
تجار	εμπόρους
تجار	έμποροι
تجار	έμποροι
تجار	εμπόρους
تجار	έμποροι
واجهت	αντιμέτωπος
واجهت	αντιμέτωποι
التوصيل	παράδοση
بشري	ανθρώπινα
بشري	ανθρώπινη
بشري	άνθρωπος
بشري	ανθρώπινο
بشري	ανθρωπίνων
بشري	ανθρώπινος
الرحالة	ταξιδιώτες
العلاجية	θεραπευτική
العلاجية	θεραπευτικό
العلاجية	θεραπευτικά
العلاجية	θεραπευτικές
ركاب	επιβατών
ركاب	επιβάτες
رينيه	ρενέ
الكهف	σπήλαιο
الكهف	σπηλιά
الحارس	φύλακα
الحارس	φρουρός
الحارس	φρουρά
الحارس	φύλακας
لينين	λένιν
المطاعم	εστιατόρια
معماري	αρχιτέκτονας
معماري	αρχιτέκτονα
الروك	rock
الروك	πέτρα
الروك	ροκ
الروك	βράχος
خشبية	ξύλινα
خشبية	ξύλινο
خشبية	ξύλινες
خشبية	ξύλινη
عانت	υπέστη
عانت	υπέφερε
الترخيص	άδεια
الترخيص	αδεια
الترخيص	εξουσιοδότηση
الترخيص	αδειοδότησης
الترخيص	αδειοδότηση
الترخيص	δίπλωμα
الترخيص	άδεια
الترخيص	εκκαθάριση
الترخيص	κάθαρση
المعاملات	συναλλαγή
المعاملات	συναλλαγές
المختبر	εργαστήριο
المختبر	εργαστηριακά
المختبر	εργαστήριο
شعاع	ακτίνα
شعاع	δοκάρι
التحرك	μετακινήστε
التحرك	μετακίνηση
التحرك	κίνηση
التحرك	μετακόμιση
التحرك	μετακίνηση
التحرك	κινείται
اكتملت	ολοκληρώθηκαν
اكتملت	ολοκληρωθεί
اكتملت	ολοκληρώθηκε
اكتملت	ολοκληρωμένα
سلمى	σέλμα
سلمى	σάλμα
واقعة	περιστατικό
واقعة	συμβάν
ينشر	δημοσιεύει
ستيفان	στέφαν
ستيفان	στεφάν
التمريض	νοσηλευτική
قضائية	δικαστικά
دينامو	δυναμό
الشريك	συνεργάτης
الشريك	σύντροφος
الشريك	συνεργάτη
الشريك	εταίρος
الشريك	συνέταιρος
القران	κοράνι
القران	κοράνι
كاميرا	φωτογραφική
كاميرا	κάμερα
التجريبي	demo
التجريبي	δοκιμαστικό
التجريبي	ντέμο
وجبة	γεύμα
هوارد	χάουαρντ
دافع	κίνητρο
دافع	κίνητρο
دافع	κίνητρα
بارد	ψυχρή
بارد	κρύος
بارد	κρύο
بارد	κρύα
مسجلة	εγγεγραμμένος
مسجلة	καταχωρημένο
الاشتراك	εγγραφείτε
الاشتراك	συνδρομή
كيلي	kelly
كيلي	κέλυ
كيلي	κέλι
كيلي	κέλλυ
الجذر	ρίζα
قمع	καταπίεση
قمع	καταστολή
قمع	καταστείλει
قمع	καταστολή
قمع	χωνί
قمع	καταστολή
الجنسيات	εθνικοτήτων
الولاء	πίστη
الولاء	αφοσίωση
تنافس	ανταγωνισμού
تنافس	διαγωνισμός
تنافس	ανταγωνισμός
مستقرة	σταθερό
مستقرة	σταθερή
مستقرة	σταθερά
مستقرة	σταθερός
يقسم	ορκίζεται
متفرقة	διάσπαρτα
دمياط	δαμιέτη
ريفر	ρίβερ
ريفر	ποταμός
ريفر	ποτάμι
جيرمان	germain
السند	δεσμός
السند	μποντ
السند	bond
بلانك	πλανκ
بلانك	σανίδα
الاحتراق	καύση
الاحتراق	καύσης
تقاليد	παράδοση
تقاليد	παραδόσεις
جيري	τζέρυ
جيري	τζέρι
سنان	σινάν
مكتوم	μακτούμ
مكسيكو	μεξικό
هاوس	χάουζ
هاوس	house
هاوس	σπιτι
هاوس	σπίτι
الشك	αμφιβολία
المخيم	καμπ
المخيم	κατασκήνωση
المخيم	καταυλισμός
المخيم	στρατόπεδο
كيس	σακούλα
كيس	σάκο
كيس	τσάντα
كيس	σάκος
كيس	σακ
كيس	τσουβάλι
كيس	σάκο
كيس	σακί
كيس	σάκος
مد	παλίρροια
مد	παλίρροιες
لورنس	λόρενς
لورنس	λώρενς
شخصيا	προσωπικά
شخصيا	προσωπικα
البشير	μπασίρ
موثقة	τεκμηριωμένη
موثقة	τεκμηριώνεται
موثقة	τεκμηριωμένες
عصابة	συμμορία
هلسنكي	ελσίνκι
البخار	ατμός
البخار	ατμό
البخار	ατμού
مسارات	μονοπάτια
مسارات	διαδρομές
مسارات	ίχνη
مسارات	ράγες
مسارات	μονοπάτια
الحفريات	απολιθώματα
الحفريات	ανασκαφές
تفجيرات	βομβαρδισμούς
تفجيرات	εκρήξεις
براين	μπράιαν
براين	brian
الانفصال	διαχωρισμός
الانفصال	χωρισμός
الانفصال	διαχωρισμού
التحدث	μιλήσω
التحدث	μιλήστε
التحدث	μίλα
وال	και
هان	χαν
هان	han
القطط	γάτες
المرمى	στόχο
المرمى	γκολ
مصير	μοίρα
مصير	πεπρωμένο
زنجبار	ζανζιβάρη
يدرك	συνειδητοποιεί
بون	βόννη
المرتبط	σχετιζόμενη
بلغراد	βελιγράδι
بلغراد	βελιγραδίου
وهب	έδωσε
نينوى	νινευή
صدى	έκο
صدى	ηχώ
صدى	echo
المعلوماتية	πληροφορική
الحجاب	πέπλο
الحجاب	βέιλ
معمل	εργαστήριο
يرسل	στέλνει
ذهبي	χρυσός
ذهبي	χρυσό
ذهبي	χρυσή
ذهبي	golden
ذهبي	χρυσά
ذهبي	χρυσός
ذهبي	χρυσό
ذهبي	χρυσο
ذهبي	χρυσάφι
ذهبي	χρυσά
ساكسونيا	σαξονία
ساكسونيا	sachsen
عموم	τηγάνι
عموم	παν
عموم	pan
القنبلة	βόμβα
مسبق	προκαταβολή
مسبق	ηγούμενος
دعاية	προπαγάνδα
وزيرة	υπουργός
احتفال	γιορτάζει
احتفال	γιορτάζουν
احتفال	εορτασμός
احتفال	γιορτάζω
احتفال	γιορτή
احتفال	εορτασμός
التحديد	επιλογή
التحديد	αναγνώρισης
التحديد	αναγνώριση
التحديد	ταυτοποίηση
التحديد	ταυτότητα
مخالف	διαφωνούντων
ليفي	εισφορά
الاستخدامات	χρήσεις
الاستخدامات	χρησιμοποιεί
الاستخدامات	χρήσεων
العبودية	δουλεία
العبودية	σκλαβιά
العبودية	δουλεία
العبودية	δεσμά
فوج	φογκ
فوج	vogue
منحنى	καμπύλη
السلك	σύρματα
السلك	καλώδιο
السلك	σύρμα
لغوية	γλωσσική
وطن	πατρίδα
يعترف	παραδέχεται
يعترف	αναγνωρίζει
استضافة	φιλοξενία
استضافة	φιλοξένησε
المحاكمة	δίκη
المحاكمة	δίκης
المحاكمة	δίωξη
الشبكية	αμφιβληστροειδή
وجوه	πρόσωπα
تعامل	κέρασμα
تعامل	θεραπεία
عنق	λαιμό
عنق	σβέρκο
عنق	λαιμός
التشريع	νομοθεσία
انعدام	έλλειψη
كونيتيكت	κονέκτικατ
بادن	baden
الاطفال	παιδια
الاطفال	παιδιά
الاطفال	παιδια
الاطفال	τέκνα
الاطفال	παιδιά
الاطفال	μωρά
بار	ράβδος
بار	μπαρ
بار	bar
بار	μπάρ
بار	μπάρα
قراصنة	πειρατές
ثالثة	τρίτον
ثالثة	τρίτο
ثالثة	τρίτη
ثالثة	τρίτος
سويدي	σουηδός
سويدي	σουηδικά
سويدي	σουηδική
سويدي	σουηδικό
الضرب	πολλαπλασιασμού
الضرب	πολλαπλασιασμός
الضرب	πολλαπλασιασμό
ملح	άλας
ملح	σολτ
ملح	αλάτι
بوخارست	βουκουρεστίου
بوخارست	βουκουρέστι
حبيبي	μωρό
فقرات	σπόνδυλο
الشروق	ανατολή
الشروق	ξημέρωμα
مزدوج	δυάρι
مزدوج	διπλή
مزدوج	διπλό
مزدوج	διπλά
مزدوج	διπλός
كلود	claude
كلود	κλωντ
كلود	κλοντ
العمق	βάθος
مصنوع	φτιαγμένο
مصنوع	φτιαγμένα
مصنوع	φτιαγμένη
مصنوع	έκανε
غازات	αερίου
غازات	αέριο
