hän	她
laulu	唱歌
laulu	歌唱
laulu	歌曲
laulu	宋
laulu	首歌
laulu	歌
jopa	甚至
välillä	偶而
välillä	偶爾
erityisesti	尤其
erityisesti	尤其是
valittiin	選取
tässä	這裡
suuri	大型
suuri	big
suuri	大
http	http
osallistui	出席
joukkue	班長
joukkue	班
joukkue	小隊
joukkue	排
joukkue	團隊
joukkue	球隊
joukkue	隊伍
luettelo	名單
luettelo	清單
luettelo	列表
edelleen	仍然
edelleen	依然
alue	區域
alue	區
alue	區域
alue	面積
alue	地區
alue	區域
alue	區
maailman	世界
kirjailija	作家
kirjailija	作者
kirjailija	編劇
kirjailija	作者
sodan	戰
sodan	戰爭
tunnetaan	已知
elokuvan	電影
elokuvan	影片
takaisin	背
takaisin	回
tätä	這
tätä	這個
aiemmin	先前
aiemmin	早先
aiemmin	先前
valmistui	畢業
kappale	歌曲
kappale	宋
kappale	首歌
kappale	歌
kitara	吉他
kitara	吉他
pituus	長度
pituus	身高
pituus	高度
miljoonaa	百萬
isbn	isbn
julkaisi	張貼
kilometriä	萬里
kilometriä	miles
kilometriä	英里
kilometriä	公里
aika	漂亮
aika	時光
aika	時間
enemmän	多
enemmän	更多
enemmän	更
alkaen	來自
alkaen	從
kunta	公社
kunta	市
kuului	屬於
hopeaa	銀色
hopeaa	銀
hopeaa	白銀
kirkko	教會
kirkko	教堂
levy	相簿
levy	專輯
levy	唱片
levy	記錄
levy	紀錄
levy	碟片
levy	碟
levy	磁碟
levy	碟片
levy	碟
levy	磁碟
julkaistu	獲釋
julkaistu	張貼
julkaistu	出版
julkaistu	發表
ottelut	匹配
ottelut	火柴
saavutti	已達到
toiseksi	第二
toiseksi	秒
olemassa	現存
olemassa	現有
albumin	相簿
albumin	專輯
kirkon	教會
kirkon	教堂
viisi	五
viisi	五個
oman	阿曼
von	von
tästä	這
tästä	這個
syntymäpaikka	出生地
uudelleen	再次
kunnes	直到
lähde	休假
lähde	離開
lähde	來源
lähde	源
kuningas	國王
kuningas	king
kuningas	王
pian	不久
pian	很快
monet	許多
mestaruuden	錦標賽
pronssia	青銅
pronssia	銅
raportti	報告
raportti	檢舉
poika	boy
poika	男孩
poika	小孩
poika	兒子
ssa	ssa
sisältää	含有
sisältää	包含
sisältää	包括
joskus	有時候
nämä	這些
aikaa	時光
aikaa	時間
hieman	稍微
laulaja	singer
laulaja	歌手
luokan	類別
luokan	階級
luokan	類
luokan	類別
luokan	課堂
luokan	班級
kolmas	第三
lähinnä	大多
aluksi	最初
kultaa	金
kultaa	金子
kultaa	黃金
kultaa	金色
kultaa	gold
lähellä	關閉
lähellä	近
lähellä	靠近
lähellä	附近
lähellä	周邊
lähellä	鄰近
lähellä	附近
piti	讚
tehty	完成
muutti	感動
siirrettiin	感動
viimeinen	上次
viimeinen	最後
rock	岩
rock	岩石
rock	石頭
rock	rock
rock	搖滾
rummut	鼓聲
rummut	鼓
pitkä	高
pitkä	高大
pitkä	久
pitkä	長
itä	東
itä	東部
itä	東方
itä	東區
itä	東方
itä	東部
maa	國家
maa	陸地
maa	土地
maa	地球
maa	大地
kausi	季
kausi	季節
artikkeleita	文章
jälleen	再次
san	san
presidentti	總統
presidentti	主席
pieni	小型
pieni	小
pieni	小
keski	中間
world	世界
ensin	首先
ensin	第一
pitäisi	應該
voitto	盈利
voitto	利潤
voitto	營利
voitto	獲利
voitto	贏了
voitto	勝利
voitto	贏
voitto	win
voitto	勝利
liittyi	加入
saada	獲取
saada	獲得
saada	得到
määrä	體積
määrä	音量
määrä	金額
määrä	款額
määrä	數額
määrä	數量
määrä	量
yhtiö	公司
tunnettu	已知
tunnettu	著名
tunnettu	有名
laivaston	海軍
laivaston	艦隊
laivaston	船隊
laivaston	車隊
matti	matti
laji	體育
laji	運動
laji	魚種
laji	物種
david	大衛
david	david
oma	oma
saksalainen	德文
saksalainen	德語
täysin	充分
täysin	完全
täysin	完全
neuvostoliiton	蘇聯
joku	某人
joku	有人
style	style
style	樣式
style	風格
kuusi	六
kuusi	六個
from	來自
from	從
britannian	不列顛
britannian	不列顛
johti	led
italian	義大利
italian	義大利文
italian	義大利
robert	羅伯特
robert	robert
valtion	國家
valtion	州
läpi	透過
läpi	通過
sarja	系列
sarja	串列
sarja	序列
sarja	數列
sarja	順序
naisten	女
naisten	女性
naisten	婦女
naisten	女性
erittäin	非常
erittäin	極度
erittäin	極
ainoastaan	只
ainoastaan	只有
professori	教授
miten	如何
prosenttia	百分比
joko	要麼
armeijan	軍方
armeijan	軍事
armeijan	集團軍
armeijan	軍隊
armeijan	軍
armeijan	陸軍
käytetty	使用
käytetty	花費
tammikuussa	一月
kesällä	summer
kesällä	夏日
kesällä	夏季
kesällä	暑假
kesällä	夏天
kymmenen	十
kymmenen	十個
kymmenen	ten
länsi	西邊
länsi	西
länsi	西方
länsi	西部
länsi	西方
länsi	西部
paul	保羅
paul	paul
kylä	村
kylä	鄉村
kylä	村莊
kylä	村落
kylä	村子
palkinnon	獎品
palkinnon	獎賞
palkinnon	獎
ehkä	或許
ehkä	或許
ehkä	也許
lehden	雜誌
james	james
james	詹姆士
kilometrin	mile
jäsen	會員
jäsen	成員
york	約克
pekka	彼得
pekka	peter
muuta	改變
muuta	更改
muuta	變更
muuta	變
michael	麥可
michael	michael
englannin	英國
englannin	英格蘭
miesten	男性
miesten	男人
miesten	男子
tietoa	資訊
tietoa	資料
tietoa	知識
kokonaan	完全
black	黑
black	black
black	黑色
black	黑人
https	https
suoraan	直直
suoraan	直
suoraan	直接
suoraan	直接
kieli	舌頭
kieli	舌
kieli	語言
kieli	語
kieli	語文
lopussa	終結
lopussa	結尾
lopussa	結束
isä	父親
isä	神父
isä	父
seitsemän	七七
seitsemän	七個
seitsemän	七
seitsemän	seven
hallituksen	政府
kasvaa	生長
kasvaa	成長
kasvaa	增加
kasvaa	成長
kasvaa	生長
poliitikko	政客
poliitikko	政治家
pelin	game
pelin	比賽
pelin	博弈
pelin	遊戲
versio	版
versio	版本
vuosien	歲月
vuosien	年份
love	戀愛
love	愛
love	love
love	愛情
liian	太
live	活
live	直播
live	live
tuo	帶
tuo	那個
sopimuksen	協定
sopimuksen	協議
sopimuksen	合同
sopimuksen	合約
center	中心
johtaja	主任
johtaja	導演
johtaja	司長
johtaja	管理者
johtaja	經理人
johtaja	經理
johtaja	領導人
johtaja	領導者
johtaja	領袖
alla	下方
alla	以下
perustuu	基於
nopeasti	快速
nopeasti	快速
hävisi	失
hävisi	輸
hävisi	輸了
hävisi	遺失
hävisi	迷失
single	單一
single	單人
single	單身
single	單
yhä	仍然
yhä	依然
nimet	人名
nimet	名稱
nimet	姓名
iso	大型
iso	big
iso	大
iso	iso
kotisivu	首頁
uusia	新
uusia	新的
rakennettu	建
rakennettu	內建
kirja	圖書
kirja	書
kirja	書籍
aluksen	船隻
aluksen	船
aluksen	船隻
aluksen	艦
aluksen	船舶
uutta	新
uutta	新的
tosin	儘管
tosin	雖然
tosin	雖然
lisää	加上
lisää	加
lisää	多
lisää	更多
lisää	更
oikea	real
oikea	真實
nykyinen	電流
nykyinen	現任
nykyinen	目前
nykyinen	現任
espanjan	西班牙
espanjan	西班牙文
espanjan	西班牙語
jäsenet	成員
joulukuussa	十二月
pääasiassa	大多
maalia	畫
maalia	油漆
maalia	顏料
helsingissä	赫爾辛基
syntynyt	生於
syntynyt	誕生
syntynyt	出生
syntynyt	天生
kilpailun	競爭
kilpailun	競賽
kilpailun	比賽
kilpailun	競賽
sama	相同
kahdeksan	八個
kahdeksan	八
aikaisemmin	先前
aikaisemmin	早先
aikaisemmin	先前
elokuussa	八月
elokuussa	八月份
ranskalainen	法文
ranskalainen	法語
eniten	最多
eniten	大部分
eniten	多數
eniten	大多
eniten	大多數
vanha	老
vanha	舊的
vanha	舊
vanha	老了
www	www
saksa	德文
saksa	德語
saksa	德國
george	喬治
george	george
luokka	類別
luokka	階級
luokka	類
luokka	類別
luokka	課堂
luokka	班級
toiminta	動作
toiminta	行動
toiminta	活動
toiminta	手術
toiminta	行動
toiminta	運算
toiminta	操作
toiminta	動態
toiminta	活動
historia	歷史
peter	彼得
peter	peter
william	威廉
yliopisto	大學
yliopisto	學院
yliopisto	書院
yliopisto	大學
lokakuussa	十月
lokakuussa	十月份
records	紀錄
records	記錄
syksyllä	秋季
syksyllä	秋天
syksyllä	秋
maria	瑪利亞
maria	瑪麗亞
maria	maria
sivusto	網站
sivusto	網頁
sivusto	網站
sivusto	工地
englanti	英國
englanti	英格蘭
edes	甚至
marraskuussa	十一月
voittanut	元
mahdollista	可能
kuvaa	像片
kuvaa	照片
kuvaa	照片
kuvaa	圖片
anna	安娜
anna	anna
alusta	站台
alusta	平台
alusta	船
alusta	船隻
alusta	艦
alusta	船舶
alusta	底盤
luku	數字
luku	數
luku	號碼
luku	編號
japanin	日本
japanin	日本人
japanin	日文
säveltäjä	作曲家
käyttö	用法
käyttö	用量
käyttö	使用
käyttö	使用
käyttö	利用
käyttö	使用
ihmisen	人類
kolmanneksi	第三
kiinan	中國
kiinan	中文
kiinan	漢語
kiinan	華人
kesäkuussa	六月份
kesäkuussa	六月
mies	男性
mies	男
mies	人
mies	男人
mies	man
sota	戰
sota	戰爭
loppuun	完成
helmikuussa	二月
heinäkuussa	七月
heinäkuussa	七月份
etenkin	尤其
etenkin	尤其是
monia	許多
metal	金屬
palkinto	戰利品
palkinto	獎盃
palkinto	獎杯
palkinto	獎勵
palkinto	獎賞
palkinto	賞金
palkinto	賞
palkinto	獎品
palkinto	獎賞
palkinto	獎
palkinto	授予
palkinto	獎
amerikan	美式
amerikan	美洲
amerikan	美國
ruotsissa	瑞典
cupin	盃
cupin	杯
cupin	杯子
yleisesti	一般
varsinkin	尤其
varsinkin	尤其是
sivut	頁
cup	盃
cup	杯
cup	杯子
ryhmä	班長
ryhmä	班
ryhmä	小隊
ryhmä	群組
ryhmä	群
ryhmä	團隊
ryhmä	球隊
ryhmä	隊伍
huhtikuussa	四月
huhtikuussa	四月份
afrikan	非洲
afrikan	非洲
van	貨車
van	梵
van	範
sunnuntai	星期日
sunnuntai	週日
sunnuntai	星期天
sunnuntai	周日
pitkään	久
pitkään	長
jean	讓
jean	jean
kansainvälinen	國際
grand	grand
esittää	呈現
peli	game
peli	比賽
peli	博弈
peli	遊戲
käyttäjä	使用者
kappaleet	曲目
kappaleet	軌道
kappaleet	歌曲
kappaleet	歌
päivän	日
päivän	一天
päivän	白天
päivän	day
puolella	一面
puolella	側
tuottaja	製片人
tuottaja	製片
asema	狀況
asema	狀態
asema	現況
asema	職位
asema	位置
asema	立場
asema	站
asema	車站
historian	歷史
alan	alan
puoli	一面
puoli	側
puoli	一半
puoli	半
puoli	半數
muuten	否則
music	音樂
formula	公式
formula	方程式
formula	配方
richard	理查
richard	richard
antti	antti
näitä	這些
charles	charles
pelaa	玩
pelaa	彈
pelaa	播放
pelaa	玩
pelaa	播放
city	城市
city	市
city	城
samaa	相同
puolue	黨
puolue	政黨
puolue	宴會
puolue	派對
puolue	聚會
mikko	mikko
mikko	麥可
mikko	michael
puheenjohtaja	總統
puheenjohtaja	主席
puheenjohtaja	主席
rooman	roman
rooman	羅馬
norjan	挪威
norjan	挪威
päivää	日子
päivää	天數
piiri	迴路
piiri	電路
piiri	區
piiri	地區
seuraava	下一步
varaus	預訂
varaus	保留
varaus	預定
varaus	訂位
varaus	訂票
varaus	預訂
varaus	預約
varaus	準備金
varaus	儲備
runsaasti	豐富
samoin	同樣
samoin	相同
koulu	學校
koulu	上學
naimisissa	已婚
yritys	公司
yritys	企業
yritys	業務
yritys	商業
yritys	商務
yritys	企業
svg	svg
maanantai	週一
maanantai	星期一
jukka	jim
jukka	john
jukka	jukka
elää	生活
elää	活
elää	直播
elää	live
radio	電台
radio	廣播
radio	無線電廣播
radio	收音機
radio	廣播電台
radio	無線電
tapauksessa	案例
tapauksessa	個案
tapauksessa	案件
onnistui	成功
thomas	托馬斯
thomas	thomas
lauantai	星期六
lauantai	週六
pääosin	大多
johtaa	領先
johtaa	領導
johtaa	鉛
johtaa	領先
johtaa	帶頭
kuinka	如何
parhaiten	best
parhaiten	最好
musta	黑
musta	black
musta	黑色
musta	黑人
ympäri	圍繞著
ympäri	圍繞
ympäri	周圍
tie	公路
tie	道路
tie	路
keisari	皇帝
keisari	天皇
pistettä	點數
pistettä	積分
pistettä	角
pistettä	點
saapui	抵達
saapui	到達
tuomari	法官
tuomari	裁判
tuomari	裁判
musiikin	音樂
vuosittain	每年
vaikuttaa	影響
lehti	報紙
lehti	報
lehti	報章
lehti	雜誌
lehti	葉
lehti	葉子
lehti	日誌
lehti	日刊
lehti	日記
lehti	期刊
toimintaa	動作
toimintaa	行動
toimintaa	活動
toimintaa	動態
toimintaa	活動
piispa	主教
piispa	bishop
muista	記住
paino	重量
paino	體重
paino	份量
martin	martin
martin	馬丁
vuosi	年度
vuosi	年份
vuosi	年
saari	海島
saari	島嶼
saari	島
saari	島
järven	湖泊
järven	湖
ranska	法文
ranska	法語
ranska	法國
hallitus	內閣
hallitus	政府
neljäs	第四
kylän	村
kylän	鄉村
kylän	村莊
kylän	村落
kylän	村子
pääkaupunki	資本
pääkaupunki	首都
saint	聖人
saint	聖
kierros	游
kierros	遊覽
kierros	導覽
kierros	旅遊
kierros	圓
kierros	輪
johan	johan
vanhemmat	父母親
vanhemmat	父母
vanhemmat	家長
vanhemmat	家長
vanhemmat	父母
vastaa	回答
vastaa	答
vastaa	答案
vastaa	回覆
keskus	中心
keskus	中心
muu	其他
kilpailu	競爭
kilpailu	競賽
kilpailu	比賽
kilpailu	競賽
joukot	部隊
alkuperäinen	原文
alkuperäinen	原件
alkuperäinen	原創
alkuperäinen	原始
alkuperäinen	原
maahan	地面
valtio	國家
valtio	國家
valtio	州
valtio	政府
täällä	這裡
dollaria	美元
tiistai	星期二
tiistai	週二
venäjä	俄語
venäjä	俄文
venäjä	俄
venäjä	俄國
venäjä	俄羅斯
don	唐
don	don
der	der
sisällä	內在
sisällä	裡面
sisällä	內心
sisällä	內部
sisällä	室內
ura	職業
ura	職業
painos	版
erosi	離異
erosi	離婚
miksi	為何
miksi	為甚麼
miksi	為什麼
kirjoittaa	撰寫
kirjoittaa	寫
kirjoittaa	寫信
kirjoittaa	寫入
kirjoittaa	寫作
kirjoittaa	打字
kirjoittaa	書寫
kirjoittaa	寫入
kirjoittaa	寫
kirjoittaa	撰寫
kirjoittaa	寫作
aiheuttaa	原因
aiheuttaa	起因
taistelu	戰
taistelu	戰役
taistelu	戰鬥
taistelu	打架
taistelu	打
taistelu	戰鬥
toimittaja	記者
toimittaja	記者
toimittaja	編輯
auto	車
auto	汽車
auto	自動
red	紅
red	red
red	紅色
nimeä	歸屬
nimeä	署名
nimeä	名字
nimeä	名稱
nimeä	姓名
joen	河
joen	江河
joen	河流
joen	江
joen	丈
joen	祖
joen	喬
joen	joe
dvd	dvd
levyn	相簿
levyn	專輯
levyn	碟片
levyn	碟
levyn	磁碟
levyn	碟片
levyn	碟
levyn	磁碟
kreikan	希臘文
kreikan	希臘
italialainen	義大利文
italialainen	義大利
johannes	john
paitsi	除了
paitsi	除外
viime	上次
viime	最後
asioita	事情
venäläinen	俄語
venäläinen	俄文
perjantai	星期五
perjantai	週五
mieltä	檢視
mieltä	瀏覽
pari	配對
pari	夫妻
pari	情侶
pari	夫婦
sana	詞
sana	word
sana	單詞
sana	字
sana	單字
sana	薩那
top	頂
top	top
top	頂端
top	熱門
top	最高
arvo	排名
arvo	價值
arvo	數值
arvo	值
poistaa	刪除
poistaa	移除
poistaa	刪除
poistaa	刪去
oscar	oscar
ruotsi	瑞典
keskiviikko	週三
keskiviikko	星期三
osittain	局部
osittain	部分
torstai	週四
torstai	星期四
väkiluku	人口
veli	弟弟
veli	哥
veli	師兄
veli	哥哥
veli	兄弟
voittaja	勝者
voittaja	贏家
jotkut	一些
jotkut	有些
tiedot	資訊
tiedot	資料
tiedot	細節
tiedot	詳情
ryhmän	群組
ryhmän	群
paremmin	更好
intian	印度
yleinen	常見
yleinen	通用
yleinen	共同
kapteeni	機長
kapteeni	隊長
osti	購買
kai	凱
kai	啓
kai	啟
suuria	大型
elokuvissa	電影
khl	khl
jää	冰塊
jää	冰
jää	ice
jää	留
jää	留下
jää	留下來
kuukauden	月
kuukauden	個月
kuukauden	月份
yhdeksän	九
yhdeksän	九個
kasvoi	增加
tytär	女兒
suku	屬
suku	家人
suku	家屬
suku	家庭
puoliso	配偶
kuoleman	死亡
kuoleman	死神
filosofian	哲學
filosofian	理念
one	一
one	one
one	一個
minuuttia	分鐘
seuraa	跟著
seuraa	跟隨
äiti	母后
äiti	母親
naimisiin	嫁
silti	然而
näyttää	看起來
näyttää	顯示
ihmiset	人類
ihmiset	人
ihmiset	人們
ihmiset	人民
romaani	小說
linja	line
linja	線
linja	線路
lasten	兒童
euroa	歐元
euroa	歐元
euroa	eur
euroa	歐元
senttimetriä	釐米
senttimetriä	釐米
kaiken	一切都
kaiken	一切
korkein	最高
korkein	最高
joseph	約瑟夫
joseph	joseph
joseph	約瑟
ilta	晚間
ilta	晚上
ilta	傍晚
ilta	夜晚
ilta	晚上
ilta	夜
tavallisesti	通常
tavallisesti	通常
valmistunut	畢業
valmistunut	畢業
valmistunut	研究生
valmistunut	畢業生
lasta	兒童
lasta	孩子
päivä	日
päivä	一天
päivä	白天
päivä	day
american	美式
ohjaaja	主任
ohjaaja	導演
ohjaaja	司長
arkkitehti	建築師
liittyy	相關
muuttaa	改變
muuttaa	改變
muuttaa	更改
muuttaa	變更
muuttaa	變
nimetty	指定
nimetty	提名
vähintään	最少
vähintään	最小
muodostaa	成型
muodostaa	形成
tiedosto	文件
tiedosto	檔案
tilalle	取代
malli	模範
malli	示範
malli	模型
malli	型號
malli	模特兒
malli	樣板
malli	模板
henrik	亨利
henrik	henry
järvi	湖泊
järvi	湖
tieto	知識
musiikkia	音樂
koulun	學校
koulun	上學
antiikin	古董
antiikin	古代
antiikin	古老
antiikin	文物
antiikin	古物
antiikin	古董
tärkeä	重要
elämä	生命
elämä	人生
elämä	生活
neljänneksi	第四
musiikki	音樂
kiinni	接住
kiinni	抓到
team	團隊
team	球隊
team	隊伍
maata	國家
maata	陸地
maata	土地
vähemmän	少
vähemmän	更少
vähemmän	少
vähemmän	少了
life	生命
life	人生
life	生活
kylässä	村
kylässä	鄉村
kylässä	村莊
kylässä	村落
kylässä	村子
min	閔
min	敏
ulkopuolella	外部
ulkopuolella	室外
ulkopuolella	外面
ulkopuolella	外
australian	澳洲
australian	澳大利亞
löytää	找到
löytää	尋找
louis	louis
louis	路易
louis	路易斯
kokoelma	編纂
kokoelma	編譯
kokoelma	匯編
kokoelma	收集
kokoelma	收藏
vaiheessa	舞台
vaiheessa	階段
yrittää	嘗試
pääministeri	總理
kuvia	影像
kuvia	圖片
kuvia	像片
kuvia	照片
kuvia	圖片
kuvia	像片
kuvia	圖畫
kuvia	照片
kansanedustaja	議員
kansanedustaja	國會議員
kanadan	加拿大
armeija	軍方
armeija	軍事
armeija	集團軍
armeija	軍隊
armeija	軍
armeija	陸軍
ihmisiä	人
ihmisiä	人們
ihmisiä	人民
tuottaa	生成
vapaa	free
vapaa	自由
vapaa	免費
mark	標記
mark	標示
mark	馬克
mark	mark
mtv	mtv
muistuttaa	提醒
runoilija	詩人
vanhin	前輩
vanhin	長輩
vanhin	長老
vanhin	最年長
del	del
kitaristi	吉他手
moskovan	莫斯科
harry	哈利
harry	harry
korkeus	海拔
korkeus	高度
korkeus	海拔
korkeus	身高
korkeus	高度
lopetti	退出
valuma	分水嶺
valuma	流域
version	版
version	版本
halusi	通緝
jokainen	大家
jokainen	每個人
jokainen	每個
jokainen	每一個
jokainen	每個
puolan	波蘭
henry	亨利
henry	henry
muodossa	形式
muodossa	表格
muodossa	格式
muodossa	形式
muodossa	格式化
numero	數字
numero	數
numero	號碼
numero	編號
perhe	家人
perhe	家屬
perhe	家庭
kuvan	照片
kuvan	圖片
kahdesti	兩次
erkki	erkki
mestaruus	錦標賽
liitto	聯盟
liitto	同盟
liitto	結盟
liitto	聯邦
tilanne	狀況
tilanne	狀態
tilanne	現況
tilanne	情況
lentoasema	機場
osuus	比重
osuus	比例
osuus	共用
osuus	共享
osuus	分享
osuus	share
pariisin	巴黎
super	super
super	超
super	超級
finland	芬蘭
japanissa	日本
maakunta	省
maakunta	省省
maakunta	省份
yrjö	喬治
yrjö	george
tohtori	doc
tohtori	醫師
tohtori	醫生
tohtori	博士
rakennus	大樓
rakennus	建築
rakennus	建築物
king	國王
king	king
king	王
maissa	上岸
maissa	國家
maissa	各國
ohjelman	方案
ohjelman	程式
ohjelman	方案
punainen	紅
punainen	red
punainen	紅色
tom	tom
net	淨
net	net
net	網
artikkelit	文章
viikon	星期
viikon	周
viikon	週
kuka	誰
neuvostoliitto	蘇維埃
neuvostoliitto	蘇聯
neuvostoliitto	蘇維埃
ihminen	人類
stadion	體育館
stadion	運動場
stadion	球場
korkea	高
puolet	一半
puolet	半
puolet	半數
sukunimi	姓
sukunimi	姓氏
oikeus	正義
oikeus	司法
oikeus	法庭
oikeus	法院
lee	lee
lee	李
kappaleita	曲目
kappaleita	軌道
kappaleita	歌曲
kappaleita	歌
lista	名單
lista	清單
lista	列表
kulttuuri	文化
takana	背後
takana	後面
takana	身後
jalkapallon	足球
jalkapallon	美式足球
jalkapallon	橄欖球
tuotanto	製作
tuotanto	產量
tuotanto	生產
smith	smith
smith	史密斯
kansainvälisen	國際
museo	博物館
valkoinen	white
valkoinen	白
valkoinen	白色
lontoon	倫敦
maiden	國家
maiden	各國
toimia	行動
toimia	動作
toimia	行動
laskee	數
laskee	計數
suurempi	較大
suurempi	更大
suurempi	較大
suurempi	較高
suurempi	更高
jaakko	jack
esitys	動議
esitys	運動
esitys	績效
esitys	業績
esitys	介紹
miehet	男性
miehet	男人
miehet	男子
turnauksen	錦標賽
nuori	年輕
nuori	young
lauri	lewis
virallisesti	正式
virallisesti	官方
virallisesti	正式
hahmo	字元
hahmo	人物
hahmo	角色
hahmo	性格
hahmo	品格
hahmo	圖
uudet	新
uudet	新的
perheen	家人
perheen	家屬
perheen	家庭
näkyy	可見
näkyy	顯示
kuuluivat	屬於
paikalla	現任
käy	參觀
käy	訪問
italia	義大利
italia	義大利文
italia	義大利
suosittu	熱門
suosittu	流行
suosittu	受歡迎
suosittu	人氣
suosittu	人氣
merkitys	關聯性
merkitys	重要
merkitys	重要性
merkitys	含義
daniel	丹尼爾
daniel	daniel
parempi	更好
star	星星
star	恆星
star	star
star	星
star	明星
tanskan	丹麥
julkaissut	出版
julkaissut	發表
julkaissut	張貼
viides	第五
viides	第五次
nainen	女人
nainen	女
nainen	女子
nainen	女
nainen	女性
mestari	拳王
mestari	冠軍
mestari	主人
mestari	大師
mestari	師父
mestari	師傅
mestari	冠軍
päättyy	末端
päättyy	終結
päättyy	結尾
päättyy	結束
päättyy	到期
päättyy	過期
päättyy	結局
päättyy	結尾
club	幫會
club	club
club	俱樂部
martti	板牙
muodostavat	成型
muodostavat	形成
yllä	上方
yllä	以上
aktiivisena	積極
aktiivisena	活躍
elävä	生活
