din	출신
inceput	시작되었습니다
inceput	시작했습니다
inceput	시작됨
duce	공작
duce	듀크
roman	루마니아
roman	루마니아인
roman	루마니아어
roman	로만
roman	로마
roman	소설
existand	존재
existand	기존
vedere	조회
vedere	보기
wikipedia	위키백과의
wikipedia	위키백과
specie	종족
punct	dot
punct	지점
punct	포인트
stat	상태
stat	국가
unite	united
unite	유나이티드
moldova	몰도바
atunci	그렇다면
atunci	그러면
atunci	그때
secolul	세기
una	하나
aceasta	이거
life	생명
life	생활
life	라이프
life	인생
resedinta	거주지
resedinta	주택
resedinta	레지던스
resedinta	주택지
resedinta	거주지
resedinta	주택
resedinta	레지던스
resedinta	주택지
resedinta	거주지
resedinta	주택
resedinta	레지던스
resedinta	주택지
orasul	도시
orasul	시티
orasul	시내
orasul	도시
orasul	타운
orasul	마을
orasul	도시
orasul	시티
tot	모두
tot	전체
tot	아직도
tot	여전히
chiar	심지어
chiar	조차도
facut	made
facut	만든
cunoscute	알려진
film	영화
film	필름
film	영화
vorbitori	스피커
date	날짜
date	데이트
date	자료
date	데이터
cunoscuta	알려진
aici	여기
aici	여기에
mari	마리
zile	데이즈
fata	얼굴
fata	얼굴이
fata	얼굴
fata	얼굴이
fata	girl
fata	소녀
fata	얼굴
fata	얼굴이
fata	girl
fata	소녀
fata	얼굴
fata	얼굴이
fata	얼굴
fata	얼굴이
club	클럽
componente	구성요소
componente	부품
componente	성분
est	동부
est	이스트
est	동쪽
est	est
ales	선정
numai	단발
numai	오직
rusa	러시아인
rusa	러시아어
rusa	러시아인
rusa	러시아어
populatia	인구순
populatia	인구
populatia	인구순
populatia	인구
doi	두두
doi	두분
acelasi	같은
acelasi	동일
acelasi	똑같이
membru	멤버
membru	회원
oficial	공식
oficial	official
oficial	공식적으로
oficial	officially
desi	비록
desi	비록
desi	비록
saint	세인트
impreuna	함께
impreuna	같이
impreuna	함께
impreuna	같이
impreuna	함께
impreuna	같이
specia	종족
vest	서쪽
vest	서부
vest	웨스트
vest	웨스턴
vest	서부
vest	서양
italia	이탈리아
italia	이탈리아
putin	리틀
putin	푸틴
inca	아직도
inca	여전히
inca	아직도
inca	여전히
descoperit	발견됨
inainte	전진
inainte	전달
inainte	앞으로
inainte	이전
inainte	전에
inainte	전진
inainte	전달
inainte	앞으로
inainte	이전
inainte	전에
lemn	나무
lemn	우드
lemn	목재
nicolae	니컬러스
nicolae	니콜라스
nicolae	니콜라우스
nationala	국립
nationala	내셔널
nationala	국민
nationala	국립
nationala	내셔널
nationala	국민
drept	똑바로
drept	스트레이트
mod	모드
mod	mod
american	아메리칸
american	미국인
fiecare	꼴찌
fiecare	각각
prezent	현재
prezent	선물
casa	하우스
casa	하우스
casa	집에
casa	고향
casa	집으로
casa	가정
categorie	카테고리
categorie	범주
categorie	분류
text	텍스트
text	문자
text	문구
bine	좋다
bine	알겠습니다
bine	좋아요
http	http
site	사이트
articole	기사
articole	상품
articole	항목
articole	품목
articole	아이템
alexandru	알렉산드르
alexandru	알렉산더르
alexandru	알렉산더
unele	일부
milioane	백만명
milioane	백만
milioane	수백만
apa	물이
apa	워터
apa	물이
apa	워터
tara	나라
tara	국가
tara	시골
tara	컨트리
tara	나라
tara	국가
tara	시골
tara	컨트리
tara	나라
tara	국가
tara	시골
tara	컨트리
tara	타라
tara	나라
tara	국가
tara	시골
tara	컨트리
tara	나라
tara	국가
tara	시골
tara	컨트리
sate	마을
tarziu	늦은
tarziu	지각
tarziu	늦게
tarziu	늦은
tarziu	지각
tarziu	늦게
istoria	역사
istoria	내역
istoria	히스토리
istoria	기록
maria	마리아
cunoscut	알려진
republica	공화국
republica	공화국
paris	파리
gheorghe	조지
gheorghe	죠지
tip	형식
tip	타입
tip	종류
tip	유형
persoane	국민
persoane	사람
persoane	명인
persoane	사람들
constantin	콘스탄틴
constantin	콘스탄티노스
constantin	콘스탄티누스
etc	etc
etc	등등
exemplu	예제
exemplu	예시
descriere	자막
descriere	문구
descriere	설명
descriere	설명
descriere	묘사
george	조지
george	죠지
articol	기사
nascut	born
nascut	출생
nascut	탄생
nascut	born
nascut	출생
nascut	탄생
numarul	숫자
numarul	번호
harta	지도
harta	지도
jos	다운
jos	아래로
marea	바다
deoarece	왜냐면
deoarece	왜냐하면
aproape	거의
scris	서면
raport	신고
raport	보고서
raport	보고
echipa	분대
echipa	스쿼드
echipa	team
echipa	team
diferite	달라
diferite	다름
diferite	다르다
baza	기지
baza	베이스
baza	기지
baza	베이스
special	특수
special	특별한
special	스페셜
special	특별
valea	골짜기
valea	밸리
valea	계곡
comune	관절
ele	그들이
ele	그들은
stadium	경기장
stadium	스타디움
svg	svg
zona	지대
zona	zone
zona	영역
zona	구역
zona	영역
zona	지역
zona	면적
zona	지대
zona	zone
zona	영역
zona	구역
zona	영역
zona	지역
zona	면적
dat	주어진
slovenia	슬로베니아
slovenia	슬로베니아어
americii	아메리카
satului	빌리지
satului	마을
imparat	황제
imparat	천황
imparat	황제
imparat	천황
viata	생명
viata	생활
viata	라이프
viata	인생
viata	생명
viata	생활
viata	라이프
viata	인생
viata	생명
viata	생활
viata	라이프
viata	인생
viata	생명
viata	생활
viata	라이프
viata	인생
viata	생명
viata	생활
viata	라이프
viata	인생
bun	좋다
format	형식
format	포맷
format	형식으로
primit	받았습니다
primit	받은
primit	받음
presedinte	회장
presedinte	대통령
presedinte	회장님
presedinte	회장
presedinte	회장
presedinte	대통령
presedinte	회장
presedinte	대통령
presedinte	회장님
presedinte	회장
langa	근처
oameni	국민
oameni	사람
oameni	명인
oameni	사람들
istoric	사적
istoric	역사
istoric	역사
istoric	내역
istoric	히스토리
istoric	기록
suprafata	표면
suprafata	지표면
suprafata	구역
suprafata	영역
suprafata	지역
suprafata	면적
suprafata	표면
suprafata	지표면
suprafata	표면
suprafata	지표면
suprafata	표면
suprafata	지표면
suprafata	표면
suprafata	지표면
europa	유럽
europa	유럽
universitatea	대학교
universitatea	대학
team	team
copii	키즈
copii	애들
copii	아이들
copii	어린이
copii	아동
copii	어린이들
copii	자녀
copii	어린이
copii	아이들
aproximativ	대략적인
aproximativ	대략
aproximativ	대충
lucru	퇴근
lucru	직장
lucru	작업
cazul	대소문자
cazul	케이스
cazul	사례
romani	루마니아
romani	루마니아인
romani	루마니아어
romani	루마니아인
romani	로마인
folosit	사용함
folosit	사용됨
folosit	사용
orice	무엇이든
orice	뭐든
orice	아무거나
ibn	이븐
mihai	마이클
mihai	미하엘
mihai	미카엘
acum	이제
acum	지금
recensamantul	인구조사
centrul	중앙
centrul	중심
centrul	센터
centrul	중앙
centrul	센터
reprezinta	나타냅니다
reprezinta	나타냅니다
san	가슴
san	유방
san	가슴
teritoriul	영토
teritoriul	준주
ungaria	헝가리
numar	숫자
numar	번호
numar	숫자
numar	번호
cauza	원인
cauza	원인
bulgaria	불가리아
engleza	영어
engleza	잉글리시
engleza	영어
engleza	잉글리시
serie	시리즈
sua	usa
sua	미국
vechi	늙은
vechi	오래된
muntii	산맥
muntii	산맥
muntii	산맥
limbi	언어
fel	친절한
fel	종류
fel	친절
apelor	워터스
fotbal	축구
fotbal	축구
fotbal	미식축구
fotbal	풋볼
fiul	아들
anterior	이전
noua	아홉
evolutia	에볼루션
evolutia	진화
evolutia	진화론
evolutia	에볼루션
evolutia	진화
evolutia	진화론
evolutia	에볼루션
evolutia	진화
evolutia	진화론
viteza	속력
viteza	속도
viteza	스피드
viteza	속력
viteza	속도
viteza	스피드
paul	파울로스
paul	파울로
paul	바울
paul	파울
orase	도시
orase	도시
orase	도시
institutul	연구소
satele	마을
lansat	발매
lansat	개봉
lansat	시작됨
istorice	역사
trecut	과거
articolul	기사
multi	많은
multi	많은
multi	멀티
informatii	정보
informatii	정보
informatii	정보
informatii	정보
informatii	정보
titlu	헤드라인
titlu	제목
titlu	타이틀
titlu	제목
goluri	목표
titlul	타이틀
titlul	제목
album	앨범
album	음반
york	요크
pagina	페이지
pagina	페이지
imperiul	엠파이어
imperiul	제국
moartea	죽음
moartea	사망
moartea	데스
apare	나타납니다
armata	육군
armata	군대
armata	군사
armata	육군
armata	군대
forma	형태
forma	모양
forma	형식
forma	형태
forma	양식
forma	형태
forma	모양
forma	형식
forma	형태
forma	양식
color	색상
color	컬러
color	색상
color	컬러
german	독일
german	독일인
german	독일어
stefan	스테파노
stefan	스티븐
stefan	스테판
stefan	슈테판
stefan	스테판
stefan	슈테판
stefan	스테판
stefan	슈테판
stefan	스테파노
stefan	스티븐
stefan	스테판
stefan	슈테판
rolul	역할
mica	작아
mica	소작
mica	미카
mica	미카
des	des
des	자주
epoca	빈티지
incepand	시작
incepand	시작
principal	메인
principal	교장
carol	캐럴
carol	캐롤
mici	작아
mici	소작
astazi	오늘도
astazi	오늘
astazi	오늘도
astazi	오늘
robert	로버트
eliberare	출시
eliberare	발매
eliberare	릴리스
eliberare	릴리즈
eliberare	개봉
eliberare	해방
mic	작아
mic	소작
mic	리틀
mic	mic
gen	성별
gen	장르
com	com
importante	중요
importante	중요하다
aur	골드
aur	황금
germana	독일
germana	독일인
germana	독일어
germana	독일
germana	독일인
germana	독일어
orbita	궤도
orbita	궤도
rotatie	회전
lume	월드
lume	세상
lume	세계
local	국소
local	로컬
local	현지
fapt	팩트
fapt	사실
anglia	잉글랜드
politica	정책
politica	방침
politica	정치
politica	정치학
politica	정책
politica	방침
politica	정치
politica	정치학
revista	잡지
revista	매거진
revista	잡지
revista	매거진
asta	이거
profesor	교수
profesor	교수님
profesor	선생님
profesor	교사
profesor	스승
planetelor	행성
cinci	다섯
cinci	파이브
acolo	거기
acolo	거기에
lumea	월드
lumea	세상
lumea	세계
muzica	음악
muzica	뮤직
muzica	음악
muzica	뮤직
david	데이비드
david	다윗
david	데이빗
david	다비드
vol	vol
buna	좋다
centru	중앙
centru	중심
centru	센터
centru	중앙
centru	센터
alt	alt
istorie	역사
istorie	내역
istorie	히스토리
istorie	기록
austria	오스트리아
altitudine	고도
regatul	왕국
regatul	킹덤
contine	포함함
contine	포함
contine	포함됨
contine	포함함
contine	포함
contine	포함됨
contine	포함함
contine	포함
contine	포함됨
activitatea	활동
sultan	술탄
initial	원래
initial	초기
initial	이니셜
initial	원래
initial	원래
arta	예술
arta	미술
arta	아트
arta	예술
arta	미술
arta	아트
body	시체
body	몸매
body	몸매가
imagini	그림
imagini	이미지
imagini	사진
imagini	사진들
imagini	픽처스
rusia	러시아
spune	say
domeniul	도메인
domeniul	영역
scoala	학교
scoala	학교는
scoala	스쿨
scoala	학원
scoala	학교
scoala	학교는
scoala	스쿨
scoala	학원
scoala	학교
scoala	학교는
scoala	스쿨
scoala	학원
scoala	학교
scoala	학교는
scoala	스쿨
scoala	학원
scoala	학교
scoala	학교는
scoala	스쿨
scoala	학원
polonia	폴란드
succes	성공적
succes	성공함
succes	성공
studii	공부해
studii	공부하기
studii	공부
studii	연구
studii	공부
inclusiv	포함
primar	시장
francez	프랑스
francez	프랑스어
francez	프렌치
francez	프랑스인
scriitor	작가
sistemul	체계
sistemul	시스템
incepe	시작하기
incepe	시작
ziua	하루
ziua	데이
sur	sur
single	싱글
single	단일
urmat	팔로우
razboiul	전쟁
world	월드
world	세상
world	세계
international	국제
international	인터내셔널
international	국제
international	인터내셔널
international	국제
international	인터내셔널
franceza	프랑스
franceza	프랑스어
franceza	프렌치
franceza	프랑스인
franceza	프랑스
franceza	프랑스어
franceza	프렌치
franceza	프랑스인
william	윌리엄
ministru	장관
important	중요
important	중요하다
familie	가족
familie	가족과
familie	패밀리
politic	정치
politic	정치적
functia	함수
functia	함수
lucrari	웍스
lucrari	작동
lucrari	작품
lucrari	웍스
lucrari	작동
lucrari	작품
publicat	게시
publicat	출판
publicat	출판됨
curs	코스
curs	과정
probabil	아마도
probabil	아마
sistem	체계
sistem	시스템
politice	정치
politice	정치적
sudul	남부
sudul	남방
sudul	남부
sudul	사우스
sudul	남쪽
vreme	날씨
autor	작가
autor	저자
autor	제작자
autor	작성자
mediu	환경
mediu	평균
mediu	미디엄
mediu	미디어
mediu	중간
spania	스페인인
spania	스페인
functie	함수
functie	함수
categoria	카테고리
categoria	범주
categoria	분류
nivel	레벨
nivel	수준
web	웹툰
top	인기
top	top
mihail	마이클
mihail	미하엘
mihail	미카엘
realizat	실현
realizat	달성
filme	필름
filme	영화
filme	영화
casatorit	결혼
casatorit	결혼
png	png
muzeul	박물관
city	도시
city	시티
odata	한번
odata	once
lupta	전투
lupta	배틀
lupta	싸워라
lupta	싸움
lupta	싸우기
lupta	싸워
lupta	싸우다
lupta	파이팅
lupta	싸워라
lupta	싸움
lupta	싸우기
lupta	싸워
lupta	싸우다
unit	united
unit	유나이티드
luni	개월
luni	월요일부터
luni	월요
luni	먼데이
luni	월요일
zone	영역
radio	라디오방송
radio	라디오
romano	로마노
istorica	사적
istorica	역사
deja	이미
deja	벌써
monument	기념탑
monument	기념물
monument	모뉴먼트
monument	기념비
dreapta	오른쪽
moment	순간
componenta	컴포넌트
componenta	구성요소
componenta	컴포넌트
componenta	구성요소
cantonul	캔턴
varsta	연령
varsta	나이에
varsta	나이
varsta	연령
varsta	나이에
varsta	나이
varsta	연령
varsta	나이에
varsta	나이
toti	모두
toti	전체
toti	모두
toti	전체
ultima	마지막
ultima	라스트
origine	출처
recensamant	인구조사
actor	배우
literatura	문학
literatura	문학
anderson	앤더슨
veche	늙은
veche	오래된
participat	참가
guvernul	정부
estul	동부
estul	이스트
estul	동쪽
total	총액
total	전체
total	완전히
japonia	재팬
japonia	일본
petru	베드로
petru	피터
conte	카운트
alba	알바
alba	하얀
alba	화이트
alba	흰색
alba	하얀색
alba	하얗게
bavaria	바이에른
roma	로마
roma	로마
specii	종족
cupa	cup
cupa	cup
batalia	전투
batalia	배틀
ceva	무엇인가
ceva	something
ceva	뭔가
ceva	무언가
membri	멤버
membri	구성원
membri	멤버들
calitate	품질
calitate	퀄리티
calitate	화질
calitate	화질이
scrie	쓰기
scrie	글쓰기
euro	유로로
euro	유로
uniunii	동맹
uniunii	연맹
uniunii	유니언
uniunii	연합
scurt	짧게
scurt	쇼트
scurt	짧은
mama	엄마
mama	엄마
mama	어머니
mama	엄마
mama	엄마
mama	어머니
creat	생성
creat	만들었습니다
campionatul	챔피언십
campionatul	챔피언쉽
del	del
locuri	음식점
locuri	장소
locuri	좌석
locuri	자리
uri	uri
manastirea	수도원
manastirea	수도원
america	아메리카
produs	제작
produs	제품
ultimul	마지막
ultimul	라스트
presedintele	회장
presedintele	대통령
presedintele	회장
presedintele	대통령
brazilia	브라질
james	제임스
declarat	선포
surse	소스
surse	출처
obicei	버릇
obicei	습관
compania	회사
compania	컴퍼니
compania	기업
sezonul	시즌
sezonul	계절
central	중부
central	센트럴
unii	일부
liga	동맹
liga	리그
liga	리가
liga	동맹
liga	리그
rol	역할
loire	루아르
india	인디아
india	인도
uniunea	동맹
uniunea	연맹
uniunea	유니언
uniunea	연합
obtinut	달성
carti	카드
carti	카드
carti	카드
opera	opera
opera	오페라
opera	opera
opera	오페라
rock	바위
rock	rock
stil	스타일
video	동영상
video	비디오
teatru	연극
teatru	극장
teatru	영화관
teatru	연극
teatru	극장
ziarul	신문
www	www
militara	군사
post	게시
post	게시글
post	포스트
post	게시물
romanesc	루마니아
romanesc	루마니아인
romanesc	루마니아어
plus	플러스
richard	리차드
richard	리처드
china	중국인
china	중국
china	차이나
codul	코드
codul	부호
administratia	행정학
fiica	딸이
fiica	딸이
scopul	aim
scopul	조준
scopul	목적
scopul	목표
grupul	그룹
grupul	집단
victor	빅토르
victor	빅터
michael	마이클
michael	미하엘
michael	미카엘
londra	런던
pozitia	직위
pozitia	위치
pozitia	포지션
pozitia	직위
pozitia	위치
pozitia	포지션
charles	샤를
charles	찰스
albumul	앨범
albumul	음반
diverse	기타
sase	여섯
sase	여섯
sase	여섯
director	디렉터
director	감독
director	디렉토리
director	디렉터리
website	웹사이트
militar	군사
originala	원본
originala	오리지널
originala	원본
originala	오리지널
state	상태
state	국가
pop	pop
azi	오늘도
azi	오늘
uneori	때로는
uneori	가끔은
uneori	가끔
uneori	때때로
university	대학교
university	대학
trimis	보냄
trimis	전송
henric	헨리
folosite	사용함
folosite	사용됨
folosite	사용
jumatate	절반
jumatate	절반
capitala	자본
capitala	수도
capitala	캐피탈
capitala	자본주의
capitala	캐피털
capitala	자본
capitala	수도
capitala	캐피탈
capitala	자본주의
capitala	캐피털
fizice	물리적
fizice	물리
mexico	멕시코
activitate	활동
mesa	메사
sfantul	세인트
sfantul	세인트
stiinte	과학
stiinte	과학
stiinte	사이언스
stiinte	과학
stiinte	과학
sotia	마누라
sotia	와이프
sotia	아내
sotia	마누라
sotia	와이프
sotia	아내
metri	미터
metri	미터
imperiului	엠파이어
imperiului	제국
centrala	중부
centrala	센트럴
centrala	중부
centrala	센트럴
vii	vii
singur	홀로
singur	혼자
singur	싱글
singur	단일
singur	외로워
singur	외로운
singur	외로움
public	공공
public	공개
public	공중
public	공개적으로
nevoie	필요함
oamenii	인간들
oamenii	인간
oamenii	국민
oamenii	사람
oamenii	명인
oamenii	사람들
caz	대소문자
caz	케이스
caz	사례
televiziune	텔레비전
curtea	법정
curtea	재판소
curtea	법원
probleme	문제
probleme	쟁점
probleme	이슈
probleme	문제
publice	공공
publice	공개
publice	공중
regia	감독
plan	플랜
plan	계획
naturale	자연
naturale	천연
facultatea	대학교
facultatea	대학
facultatea	칼리지
facultatea	대학생
facultatea	학부
facultatea	교수
pamant	earth
pamant	대지
pamant	지구
pamant	육지
pamant	랜드
pamant	earth
pamant	대지
pamant	지구
viena	비엔나
principale	메인
prim	소수
prim	프라임
prim	프림
prim	슈프림
arte	예술
alti	기타
alti	다른
seria	시리즈
dezvoltarea	개발
dezvoltarea	발달
dezvoltarea	개발
direct	똑바로
direct	스트레이트
direct	직접
direct	직통
direct	direct
direct	다이렉트
sef	과장
sef	치프
sef	과장
sef	치프
palatul	궁궐
palatul	궁전
termenul	용어
altele	기타
altele	다른
altele	기타
auto	자동
africa	아프리카
religie	종교
conducerea	경영
conducerea	관리
conducerea	지도력
conducerea	리더십
asia	아시아
final	종료
final	끝내기
final	기말고사
final	파이널
final	결승전
para	pear
para	pear
urmatoarea	다음
urmatoarea	넥스트
parti	부품
parti	부분
parti	파티
parti	부품
parti	부분
fratele	오빠
fratele	아우
membrii	멤버
membrii	구성원
membrii	멤버들
acord	동의
acord	협정
acord	합의
ambele	둘다
teatrul	연극
teatrul	극장
teatrul	영화관
teatrul	연극
teatrul	극장
stanga	좌파
stanga	왼쪽
stanga	좌파
stanga	왼쪽
press	프레스
press	누르기
traducere	번역기
traducere	번역
ludovic	루이스
ludovic	루이
dumnezeu	하느님
dumnezeu	하나님
momentul	순간
drumul	도로
drumul	로드
evenimente	이벤트
evenimente	행사
publica	공공
publica	공개
publica	공중
publica	게시
publica	출판
publica	발행
publica	게시
publica	출판
publica	발행
arad	아라드
poet	시인
peter	베드로
peter	피터
victoria	빅토리아
fondat	설립
sovietica	소련
nivelul	레벨
nivelul	수준
rus	러시아인
rus	러시아어
poarta	대문
poarta	게이트
poarta	착용
poarta	대문
poarta	게이트
martin	마르틴
martin	마틴
observatorul	천문대
observatorul	옵저버
observatorul	관찰자
observatorul	옵서버
adrian	아드리안
https	https
romane	소설
pas	스텝
pas	단계
pas	걸음
spus	말했다
united	united
united	유나이티드
paianjeni	거미
biserici	교회
berlin	베를린
proiectului	프로젝트
lumina	가볍게
lumina	가벼운
lumina	라이트
lumina	가벼움
lumina	가볍게
lumina	가벼운
lumina	라이트
lumina	가벼움
elemente	상품
elemente	항목
elemente	품목
elemente	아이템
elemente	원소
piatra	스톤
piatra	석기
piatra	바위
piatra	rock
piatra	스톤
piatra	석기
piatra	바위
piatra	rock
produse	제품
produse	상품
produse	제품
thomas	토머스
thomas	토마스
sec	sec
piese	트랙
piese	부품
piese	부분
piata	마켓
piata	시장
piata	마켓
piata	시장
piata	마켓
piata	시장
piata	마켓
piata	시장
piata	마켓
piata	시장
gasit	찾았다
gasit	찾았습니다
gasit	발견됨
gasit	찾았다
gasit	찾았습니다
gasit	발견됨
folosita	사용함
folosita	사용됨
folosita	사용
afaceri	업체
afaceri	사업
afaceri	비즈니스
vestul	서쪽
vestul	서부
vestul	웨스트
legatura	링크
legatura	링크
grecia	그리스
liber	free
liber	무료
liber	자유
pagini	페이지
moscova	모스크바
comunist	공산주의자
britanic	브리티시
britanic	영국인
britanic	영국
linia	라인
medie	평균
medie	미디엄
medie	미디어
medie	중간
medie	평균
sovietice	소련
puterea	체력
puterea	파워
puterea	전력
puterea	권력
puternic	강한
puternic	스트롱
puternic	강력
puternic	강력한
puternic	강력하다
oficiala	공식
oficiala	official
oficiala	공식
oficiala	official
legea	법칙
legea	법률
legea	법학
pierdut	분실
pierdut	로스트
pierdut	잃어버린
afara	밖에서
afara	외부
afara	바깥
afara	아웃
afara	밖에서
afara	외부
afara	바깥
afara	아웃
cariera	경력
cariera	직업
cariera	커리어
cariera	경력
cariera	직업
cariera	커리어
germani	독일인
rezultat	결과
structura	구조물
structura	구조
structura	구조물
structura	구조
constanta	상수
constanta	상수
nordul	북부
nordul	북쪽
nordul	노스
nordul	북부
usor	쉽게
usor	쉬운
usor	쉬워
usor	아쉬운
usor	약간
usor	쉽게
usor	쉬운
usor	쉬워
usor	아쉬운
putere	체력
putere	파워
putere	전력
putere	권력
anumite	특정
adevarul	진실
adevarul	진리
adevarul	진실
adevarul	진리
black	검은색
black	검정
black	검정색
black	블랙
editia	에디션
editia	에디션
fiu	아들
naturala	자연
naturala	천연
naturala	자연
naturala	천연
consiliului	협의회
consiliului	평의회
importanta	중요
importanta	중요하다
importanta	중요성
importanta	중요성
importanta	중요성
importanta	중요
importanta	중요하다
cetatea	포트리스
cetatea	요새
premii	수상
premii	어워드
premii	상금
puncte	dots
puncte	반점
puncte	점수
puncte	지점
puncte	포인트
printul	프린스
printul	왕자
printul	프린스
printul	왕자
meteorologie	기상학
lungime	길이
social	사회주의
social	사회
social	사회적
rapid	빠른
rapid	빠르다
rapid	빨라
rapid	빠름
generalul	장군
generalul	일반
generalul	일반인
femei	여자들
femei	여자
femei	여성
descrierea	설명
descrierea	묘사
original	원본
original	오리지널
sapte	세븐
sapte	일곱
sapte	세븐
sapte	일곱
sapte	세븐
sapte	일곱
plante	식물
plante	식물학
kiev	키예프
editie	에디션
editie	에디션
editie	에디션
locale	로컬
locale	현지
ocupat	바쁜
ocupat	바쁘다
ocupat	바빠
ocupat	점령
adesea	자주
volumul	볼륨
louis	루이스
louis	루이
australia	오스트레일리아
australia	오스트레일리아의
continua	계속
continua	계속하기
continua	계속
continua	계속하기
referinte	참조
referinte	참고
referinte	참조
referinte	참고
online	온라인
media	미디어
permite	허용
permite	허용하기
nimic	아무것도
consiliul	협의회
consiliul	평의회
literara	문학
simplu	단순
simplu	간단
simplu	심플
simplu	단순한
simplu	간단하다
simplu	간단한
imediat	즉시
canada	캐나다
punctul	지점
punctul	포인트
wilhelm	윌리엄
sociale	사회주의
sociale	사회
sociale	사회적
grigore	그레고리
grigore	그레고리우스
stiintifica	과학
planet	행성
planet	플래닛
joseph	조셉
joseph	요제프
joseph	조제프
joseph	조지프
joseph	요셉
arheologice	고고학
case	대소문자
case	케이스
case	사례
case	주택
art	예술
art	미술
art	아트
stabilit	설립
politician	정치인
politician	정치가
politician	정치
scurta	짧게
scurta	쇼트
scurta	짧은
scurta	짧게
scurta	쇼트
scurta	짧은
detalii	세부사항
detalii	상세
detalii	자세히
detalii	세부사항
trupele	군대
internet	인터넷
real	진짜
real	리얼
real	레알
cultura	문화
cultura	문화
romanul	소설
problema	문제
problema	문제
problema	이슈
problema	문제
volume	볼륨
americana	아메리칸
americana	미국인
mesaj	메시지
mesaj	메세지
internationala	국제
internationala	인터내셔널
internationala	국제
internationala	인터내셔널
academia	아카데미아
academia	아카데미
legate	연결됨
legate	관련
persoana	사람
persoana	사람
complet	완료
complet	완성
complet	완전히
major	전공
major	메이저
totala	총액
totala	전체
obiective	목표
obiective	목표
obiective	타겟
actrita	배우
actrita	여배우
actrita	배우
actrita	여배우
masura	측정
masura	측도
masura	측정
masura	측도
masura	측정
masura	측도
abu	abu
catolica	가톨릭주의
catolica	가톨릭
catolica	가톨릭주의
catolica	가톨릭
deschis	오픈
deschis	열기
joc	게임
joc	경기
parcul	파크
