bregdet	море
bime	растение
bime	растителна
bime	завод
takimet	срещи
takimet	събрания
takimet	заседания
takimet	назначения
takimet	срещи
takimet	запознанства
veçmas	поотделно
veçmas	отделно
shkoder	шкодра
përfaqësonte	представени
përfaqësonte	представена
podujevë	подуево
njera	една
njera	един
njera	едно
goja	уста
goja	устата
kurr	никога
simptomat	симптоми
simptomat	симптомите
bosh	празно
bosh	празен
bosh	празни
bosh	празна
bosh	празно
bosh	празен
bosh	празна
ngarkesë	товари
ngarkesë	товар
ngarkesë	пратка
vendimtar	решаващо
vendimtar	решаваща
vendimtar	решителен
vendimtar	решаващо
dituri	познаване
dituri	знания
dituri	познания
dituri	знание
dituri	познание
dështuar	неуспешна
dështuar	неуспешно
dështuar	неуспех
neo	нео
demokraci	демокрация
demokraci	демокрацията
selam	салаам
selam	мир
selam	салам
emocionale	емоционална
emocionale	емоционални
emocionale	емоционален
emocionale	емоционално
njëlloj	еднакво
molekulat	молекули
molekulat	молекулите
rrezja	радиус
faktori	фактор
faktori	коефициент
dukë	херцог
dukë	дук
dukë	дюк
qytetërimi	цивилизация
qytetërimi	цивилизацията
feve	религии
kriteret	критерии
uje	вода
uje	водата
hartën	карта
hartën	картата
savoie	савоа
dec	декември
dec	дек
vdiqën	умрял
vdiqën	умряла
urime	честито
urime	поздравления
urime	честито
transmetim	трансмисия
transmetim	предаване
transmetim	пренос
transmetim	излъчване
transmetim	излъчване
transmetim	излъчването
sundimtar	владетел
renditja	сортиране
sulmuesi	нападател
sulmuesi	нападателят
sulmuesi	нападателя
sulmuesi	нападател
sulmuesi	страйкър
demokracia	демокрация
demokracia	демокрацията
emigruar	емигрира
nofka	прякор
miratimin	осиновяването
miratimin	приемане
miratimin	осиновяване
minister	министър
mulli	мил
mulli	мелница
transferohet	прехвърлен
transferohet	прехвърлено
transferohet	прехвърлени
transferohet	преместен
transferohet	прехвърлена
leoni	леони
leoni	лион
leoni	леон
clark	кларк
kyçe	ключ
kyçe	ключа
kyçe	ключът
trashëgiminë	наследството
trashëgiminë	наследство
treve	троица
treve	тринити
inxhinieria	инженерство
sinjalet	сигнали
pushkë	пушка
pushkë	пушката
pushkë	пушка
pushkë	карабина
tobi	тоби
shqiperia	албания
popuj	народите
popuj	народи
numerike	цифров
numerike	цифрова
ssl	ssl
seksionin	сечение
seksionin	секция
seksionin	раздел
përgatitja	подготовка
përgatitja	препарат
përgatitja	приготвяне
konfliktet	конфликтите
konfliktet	конфликти
hitler	хитлер
themel	основи
themel	фондация
themel	основа
natyrshëm	естествено
realiteti	реалност
realiteti	действителността
realiteti	реалността
realiteti	действителност
flasim	говори
flasim	поговорим
doda	дода
mbiemri	фамилия
mbiemri	фамилно
lawrence	лорънс
lawrence	лоурънс
shumëllojshmëri	разнообразие
shumëllojshmëri	сорт
shumëllojshmëri	разновидност
stupa	ступа
dakota	дакота
arabët	арабите
arabët	араби
unmik	юнмик
buenos	буенос
universiteteve	университетите
universiteteve	университети
kolonat	колони
banon	пребивава
mbështetës	привърженици
mbështetës	поддръжници
mbështetës	поддръжник
mbështetës	привърженик
bashkëshortja	съпруг
bashkëshortja	съпруга
bashkëshortja	жена
bashkëshortja	съпруга
bashkëshortja	съпругата
denjë	достойно
denjë	достойна
denjë	достоен
denjë	достойни
jehona	ехо
shkatërrimi	разрушаване
shkatërrimi	унищожаване
shkatërrimi	разрушение
shkatërrimi	разрушения
shkatërrimi	унищожение
shkatërrimi	разрушаване
serioz	сериозен
serioz	сериозно
serioz	сериозни
serioz	сериозна
email	имейл
gjithmone	винаги
kentucky	кентъки
kontrata	договори
kontrata	поръчки
kontrata	договор
njëherësh	едновременно
asllani	аслан
haxhiu	хаджи
tower	кула
tower	tower
tower	кулата
tower	тауър
përkushtim	отдаденост
përkushtim	посвещение
përkushtim	преданост
përkushtim	отдаденост
shkencëtar	учен
brënda	вътрешно
brënda	вътре
liqene	езера
liqene	езерата
kimisë	химия
dukesha	херцогиня
plane	планове
cilësore	качество
cilësore	качеството
pfalz	пфалц
kariera	кариера
kariera	кариери
kariera	кариера
atom	атом
atom	атома
arrestohet	арестувани
arrestohet	арестувана
arrestohet	арестуван
kronike	хроничен
kronike	хронично
kronike	хронични
kronike	хронична
billy	били
ushqyer	храни
ushqyer	фураж
ushqyer	фуражи
ushqyer	нахрани
ushqyer	федерален
ushqyer	хранене
shkolluar	просветен
shkolluar	образован
shkolluar	образовани
shkolluar	образована
titlestyle	titlestyle
tottenham	тотнъм
delegatët	делегати
delegatët	делегатите
prodhuara	произведени
prodhuara	произведена
prodhuara	произведен
prodhuara	произведено
hartë	карта
hartë	картата
shtypje	репресии
shtypje	напрежение
shtypje	натиск
shtypje	налягане
euphorbia	euphorbia
virusi	вирус
virusi	вируси
olimpik	олимпик
olimpik	олимпийски
kolegji	колежа
kolegji	колежът
kolegji	колеж
shkallët	стълбище
shkallët	стълби
shkallët	стъпала
shkallët	стълбите
shkallët	стълби
unaza	ринг
unaza	пръстен
unaza	халки
unaza	пръстени
unaza	пръстените
aleksandrisë	александрия
thata	суха
thata	сухи
thata	сухо
thata	сух
thata	сушени
thata	изсушени
specifik	конкретни
specifik	специфично
specifik	специфичен
specifik	специфична
specifik	специфични
instaluar	инсталирана
instaluar	инсталиран
instaluar	монтирано
instaluar	монтиран
instaluar	инсталирани
subpage	подстраница
risi	иновативни
risi	новаторски
risi	иновационни
risi	новост
risi	иновация
risi	иновации
bogdani	богдани
gjumi	преспиване
gjumi	заспал
gjumi	заспала
gjumi	заспали
gjumi	спя
gjumi	спим
gjumi	сън
gjumi	спи
muzike	music
muzike	музиката
muzike	музика
referencat	препратки
referencat	препоръки
referencat	позовавания
sigurimi	сигурност
sigurimi	охрана
sigurimi	застраховка
sigurimi	застраховки
sigurimi	застраховане
laura	лора
laura	лаура
tibet	тибет
nena	майка
nena	майко
ekuatoriale	екваториална
strukture	структура
strukture	конструкция
gama	гама
parimin	принцип
parametrat	параметри
parametrat	настройки
drogës	дрога
drogës	наркотик
drogës	наркотици
drogës	лекарство
gjetjet	находки
gjetjet	открития
gjetjet	констатации
meriton	заслужава
meriton	заслужават
adams	адамс
përjetshme	вечна
përjetshme	вечни
përjetshme	вечен
fjalim	реч
fjalim	говор
diskutime	обсъждания
diskutime	дискусии
diskutime	дискусия
diskutime	обсъждания
diskutime	дискусии
diskutime	обсъждане
vazhdimësi	приемственост
arkivi	архив
arkivi	архиви
hipoteza	хипотеза
hipoteza	хипотези
karnataka	карнатака
kontinentit	континент
kontinentit	континента
humbet	губи
aviacionit	авиация
aviacionit	авиационна
aviacionit	авиацията
aviacionit	въздухоплаване
grant	субсидия
grant	грант
dhurata	подаръци
dhurata	подаръците
dhurata	дарове
dhurata	представя
dhurata	подаръци
dhurata	подаръците
dhurata	подарък
dhurata	дарба
dhurata	дар
ian	иън
ian	лан
ian	йън
ian	иън
ian	йън
shërbejë	служи
saktësi	прецизност
saktësi	точност
saktësi	прецизно
saktësi	точност
artiste	изпълнител
artiste	художничка
artiste	художник
artiste	артист
artiste	творец
armenia	армения
#faeb	#faeb
vishnu	вишну
nikaragua	никарагуа
komplet	напълно
komplet	пълна
komplet	пълно
komplet	завършен
komplet	пълен
komplet	завършено
kontributet	вноски
jerusalem	йерусалим
jerusalem	ерусалим
dortmund	дортмунд
ticino	тичино
lampard	лампард
pakistani	пакистан
neni	статия
neni	член
kryqi	крос
kryqi	кръст
kryqi	кръста
alpine	алпийски
politikisht	политически
maksimal	максимална
maksimal	максимален
maksimal	максимум
maksimal	максимално
nana	нана
kanale	канали
moldavia	молдова
platforma	перон
platforma	платформата
platforma	платформа
platforma	платформи
provat	репетиции
provat	репетициите
provat	доказателство
provat	улики
provat	доказателства
pengesë	преграда
pengesë	бариера
pengesë	препятствие
pengesë	пречка
pengesë	препятствие
çift	двойка
çift	чифт
çift	двойка
piramida	пирамида
piramida	пирамиди
sipërfaqësore	повърхностен
sipërfaqësore	повърхностно
sipërfaqësore	повърхностни
sipërfaqësore	повърхностна
hebraike	еврейски
hebraike	еврейско
hebraike	евреин
hebraike	еврейка
hebraike	иврит
hebraike	еврейски
cituar	посочено
cituar	цитиран
tanimë	вече
vega	вега
bosnjë	босна
sallë	салон
sallë	зала
sallë	хол
sallë	hall
cilësia	качество
cilësia	качеството
len	лен
mehdi	мехди
tragjike	трагична
tragjike	трагични
tragjike	трагичен
tragjike	трагедия
tragjike	трагично
erik	ерик
erik	ерик
sezonet	сезоните
sezonet	сезони
matematika	математика
matematika	математика
race	порода
race	надпревара
race	надбягване
race	състезание
race	раса
gjykimi	преценка
gjykimi	осъждане
gjykimi	преценка
hapësinor	пространствено
hapësinor	пространствен
hapësinor	пространствени
pasqyron	отразява
hitlerit	хитлер
flota	флотилия
flota	флота
flota	флот
demografia	демографски
demografia	население
kupë	бокал
kupë	чашка
kupë	чаша
kupë	купа
kupë	къп
sony	sony
sony	сони
udha	пътят
udha	път
udha	road
udha	пътя
malësi	хайленд
ronald	роналд
luhet	играха
luhet	играл
shtimin	добавка
shtimin	добавяне
shtimin	допълнение
inteligjencës	интелигентност
inteligjencës	разузнаване
inteligjencës	интелект
huazuar	назаем
çeliku	стоманен
çeliku	стомана
çeliku	стийл
afrikane	африканска
afrikane	африкански
pafund	безкрайни
pafund	безкрайно
pafund	безкраен
pafund	безкрайна
pafund	безкрайни
pafund	безкрайно
pafund	безкраен
pafund	безкрайна
njerzit	народ
njerzit	хора
njerzit	хората
norman	норман
çlirim	освобождението
çlirim	освобождение
çlirim	изкупление
çlirim	изкуплението
bordi	дъска
bordi	борд
bordi	борда
tostring	tostring
albanese	албанезе
dikujt	някой
lajm	новини
lajm	новина
lajm	новините
shkronjat	шрифтове
shkronjat	буквите
shkronjat	букви
shkronjat	писма
tërhiqet	оттегляне
valley	долината
valley	долина
valley	вали
kampione	шампион
kampione	шампиона
kampione	шампионка
përmbushur	изпълнено
përmbushur	изпълнени
zhvillime	развития
përpjekja	усилие
përpjekja	старание
përpjekja	усилия
përpjekja	усилието
ille	ille
shfrytëzimi	експлоатация
mysafir	гост
mysafir	гостенка
javier	хавиер
lionel	лайнъл
lionel	лионел
lionel	лайънъл
heq	асансьори
heq	премахва
shtrirjen	удължаване
thot	казва
sebastian	себастиан
sebastian	себастиян
sen	сен
moto	девиз
moto	мотото
moto	мото
moto	мото
lene	ляво
lene	ляв
lene	наляво
raymond	реймънд
qepë	лук
qepë	лук
leonard	ленард
leonard	леонард
leonard	ленърд
hiqet	премахната
hiqet	премахнато
hiqet	премахнат
hiqet	премахнати
hiqet	отстранени
italo	итало
ban	забрана
ban	забрани
ban	бан
pasqyra	огледала
pasqyra	огледалата
pasqyra	огледалото
pasqyra	огледалце
pasqyra	огледало
tetori	октомври
investimet	инвестиции
gazetare	журналист
gazetare	журналистка
gazetare	репортера
gazetare	репортер
gazetare	репортерка
gazetare	репортерът
dramatik	драматичен
dramatik	драматично
dramatik	драматична
dramatik	драматични
alfredo	алфредо
romeo	ромео
hektarë	хектара
hektarë	акър
hektarë	акра
ftp	ftp
shpallën	провъзгласена
ohër	охридското
ohër	охрид
ndihme	помощ
instrumentet	инструменти
instrumentet	инструментите
malazez	черногорският
skype	скайп
tahiri	тахир
zvogëluar	намалени
zvogëluar	намалено
zvogëluar	намален
zvogëluar	намалена
campo	кампо
montana	монтана
autonominë	самостоятелност
autonominë	автономия
informacionet	информация
informacionet	информиране
kuvajti	кувейт
akuzat	заряди
akuzat	обвинения
akuzat	обвинения
folës	оратор
folës	високоговорител
folës	говорител
uashington	уошингтън
uashington	вашингтон
corporation	корпорация
corporation	корпорейшън
kori	хор
kori	хор
kori	хорове
krijimet	творения
rrotull	около
rrotull	наоколо
bay	бей
bay	залив
bay	заливът
bay	bay
barcelonë	барселона
theodor	теодор
gjuhësor	езикови
viktimat	жертвите
viktimat	жертви
jave	седмицата
jave	седмица
godet	попадения
godet	хитове
godet	удря
madhështor	превъзходна
madhështor	превъзходно
fqinjët	съседите
fqinjët	съседи
fqinjët	съседи
taksa	данъци
taksa	данък
taksa	данъците
taksa	данъци
humane	хуманно
fortifikuar	укрепен
patriotik	патриотично
teatrore	театрално
teatrore	театрален
teatrore	театрални
teatrore	театрална
izrael	израел
traktat	договор
intensiteti	интензитет
intensiteti	интензивност
kelly	кели
zgjerohet	разшири
zgjerohet	разрастване
zgjerohet	разширяване
mao	мао
canada	канада
mendoni	мисли
mendoni	помисли
dallimet	разлики
dallimet	различия
bend	група
bend	оркестър
bend	банда
bend	лента
koke	коке
koke	главоболие
objektiv	обективна
objektiv	обективни
objektiv	цел
objektiv	обективен
objektiv	целенасочени
monetare	парична
monetare	паричен
monetare	парично
liber	тефтер
liber	книга
parat	пари
parat	парите
zëra	гласове
zëra	спекулация
zëra	спекулации
trembëdhjetë	тринадесет
trembëdhjetë	тринайсет
trembëdhjetë	thirteen
giorgio	джорджо
enët	съдове
enët	блюда
enët	ястия
enët	чинии
çojë	води
çojë	олово
ron	рон
ruajtja	спасяване
ruajtja	спасяването
ruajtja	спестяване
ruajtja	запазване
ruajtja	съхранение
ruajtja	опазване
oriental	ориенталски
konsideratë	обмисляне
adhurimi	обожание
shpie	води
ndjerë	почувствах
nazist	нацистки
nazist	нацист
nazist	нацисти
nazist	нацистка
slloveni	словения
huajt	чужденци
huajt	чужденците
fajtor	виновни
fajtor	виновна
fajtor	виновен
matet	измерени
matet	измерено
matet	измерен
matet	измерена
makine	автомобил
makine	кола
makine	колата
rrymat	течения
rrymat	теченията
rrymat	токове
oborri	двор
oborri	двора
oborri	дворът
oborri	двор
oborri	двор
oborri	ярд
përkufizimi	дефиниция
përkufizimi	определение
mesazhe	послания
mesazhe	съобщения
sistematike	системно
sistematike	системен
sistematike	системна
sistematike	системни
sistematike	системно
sistematike	систематично
sistematike	системни
ndriçim	просветление
ndriçim	осветление
ndriçim	осветяване
tepërt	излишък
tepërt	излишни
tepërt	излишно
tepërt	излишен
realizimi	осъществяване
realizimi	прилагане
realizimi	изпълнение
realizimi	внедряване
realizimi	реализация
realizimi	реализиране
realizimi	осъзнаване
niedersachsen	niedersachsen
fakultet	преподаватели
fakultet	факултета
fakultet	факултет
plotëson	допълва
gji	кърмене
gji	кърменето
gji	гърди
gji	гърдата
gji	гръд
gji	гърда
gji	залив
gji	залива
deklaratë	твърдение
deklaratë	изявление
deklaratë	показания
deklaratë	декларация
guxim	смелост
guxim	кураж
guxim	вътрешности
guxim	черва
kryetarin	оратор
kryetarin	високоговорител
kryetarin	говорител
komisar	комисар
holandeze	холандец
holandeze	нидерландски
holandeze	дъч
holandeze	холандски
pilotët	пилоти
pilotët	пилотите
tenerife	тенерифе
danimarkë	дания
pakistanit	пакистански
nënshkrimin	подписване
psikologjik	психологически
psikologjik	психологическа
psikologjik	психологическо
romakë	римляни
romakë	римляните
seksual	сексуален
seksual	сексуално
seksual	сексуална
seksual	сексуални
përqindje	проценти
përqindje	процентите
përqindje	проценти
përqindje	процент
dekret	декрет
dekret	указ
dekret	постановление
jong	джонг
dytësore	вторична
dytësore	вторично
dytësore	вторични
dytësore	вторичен
procese	процеси
procese	процесите
priten	очаквано
priten	очаквани
priten	очакван
priten	очаквана
siro	сиро
ndikimet	въздействия
ndikimet	влияния
lëngu	смути
lëngu	сокове
lëngu	сок
shtrat	легло
shtrat	леглото
personaliteti	индивидуалността
personaliteti	индивидуалност
personaliteti	характер
personaliteti	личността
personaliteti	индивидуалност
personaliteti	личност
oda	ода
oda	опр
administrim	мениджмънт
administrim	управление
administrim	администриране
administrim	администрация
budapest	будапеща
derën	врата
derën	вратата
pasuar	последва
refer	рефер
adresë	адрес
vegël	гаджет
vegël	джаджа
vegël	инструмент
rrota	колело
rrota	колелото
rrota	колела
rrota	колелата
nuri	нури
klinike	клинична
klinike	клинични
klinike	клинично
zbatohet	важи
zbatohet	приложено
zbatohet	приложени
mujore	месечна
mujore	месечно
mujore	месечни
mujore	месечен
statistikave	статистика
statistikave	статистики
statistikave	статистиката
borussia	борусия
lille	лил
besueshëm	надеждно
besueshëm	надежден
besueshëm	надеждни
besueshëm	надеждна
dallime	разлики
dallime	различия
djalli	дявол
djalli	дявола
djalli	сатаната
djalli	сатана
kurora	венци
kurora	краун
kurora	корона
kurora	короната
dokumentuar	документирани
dokumentuar	документирано
refuzuar	отхвърлена
refuzuar	отказан
refuzuar	отрече
refuzuar	отказано
refuzuar	отказана
refuzuar	отхвърлен
refuzuar	отхвърлени
refuzuar	отхвърлено
refuzuar	отхвърлена
refuzuar	отказва
refuzuar	отказа
refuzuar	отказано
refuzuar	отказан
refuzuar	отхвърлена
refuzuar	отказана
messi	меси
kumanova	куманово
ashanti	ашанти
yusuf	юсуф
kristiane	кристиан
kristiane	кристиян
kristiane	крисчън
kristiane	християнин
këngëtarë	певци
edukative	образователна
edukative	образователен
edukative	образователно
edukative	образователни
stanley	станли
stanley	стенли
mbytur	удушен
mbytur	удушена
mbytur	удави
shkurtit	февруари
përziera	смесен
përziera	смесени
përziera	смесено
përziera	смесена
përziera	смесен
përziera	смесени
thellësia	дълбочина
lazio	лацио
fiksuar	фиксирани
fiksuar	фиксирана
fiksuar	поправен
fiksuar	фиксиран
fiksuar	обсебена
fiksuar	обсебени
fiksuar	вманиачен
fiksuar	обсебен
plastike	пластмаса
plastike	пластмасова
plastike	пластмасови
plastike	найлон
plastike	пластмасов
deva	дева
punk	пънк
vetmuar	самотен
vetmuar	самотно
vetmuar	самотна
vetmuar	самотни
skema	схема
horizontal	хоризонтални
horizontal	хоризонтално
horizontal	хоризонтален
horizontal	хоризонтална
varen	панта
mjekët	лекари
mjekët	лекарите
mjekët	доктори
mjekët	лекари
fizikisht	физически
pbb	бвп
pasqyruar	отразено
pasqyruar	отразени
pasqyruar	отразена
anastas	анастас
sánchez	sánchez
iowa	айова
toledo	толедо
shit	продава
shit	продаден
shit	продадена
shit	продадено
shit	продадени
sllavo	слав
tërheqjen	отнемане
tërheqjen	теглене
tërheqjen	оттегляне
gjenetik	генетична
gjenetik	генетични
gjenetik	генетичен
gjenetik	генетично
karton	картонена
karton	картон
joachim	йоахим
lajmet	новини
lajmet	новина
lajmet	новините
aires	айрес
disku	диск
disku	диска
disku	диск
disku	диска
përjetoi	опитен
përjetoi	опитна
përjetoi	опитни
formati	формат
rrjeta	мрежа
rrjeta	решетка
rrjeta	мрежа
rrjeta	нетен
rrjeta	net
rrjeta	нето
rrjeta	нет
rrjeta	мрежи
rrjeta	мрежите
mas	мас
jeshile	грийн
jeshile	зелено
jeshile	зелен
jeshile	зелена
jeshile	зелени
perpara	напред
perpara	преди
borë	сняг
borë	снежна
përfundimi	довършване
përfundimi	приключване
përfundimi	завършване
përfundimi	развръзка
përfundimi	изход
përfundimi	резултат
përfundimi	заключение
përfundimi	извод
adm	адм
arkeologët	археолози
arkeologët	археолози
synimet	намерения
synimet	намеренията
harris	харис
kështjellat	крепости
veshin	носи
veshin	износване
fetarë	религиозни
fetarë	религиозно
fetarë	религиозен
fetarë	религиозна
drejtorisë	дирекция
drejtorisë	дирекцията
ikën	напускане
parandalimin	предотвратяване
parandalimin	профилактика
parandalimin	превенция
mjediset	помещения
mjediset	среди
capital	столица
capital	капитал
capital	капитали
capital	столицата
alb	алб
arrinë	достига
reagim	реакция
veshja	рокля
veshja	тоалет
veshja	облекло
veshja	облекло
fronti	преден
fronti	предни
fronti	отпред
fronti	фронт
fronti	предна
laurent	лоран
matematikan	математик
fotograf	фотографа
fotograf	фотограф
deutschland	deutschland
shëndeti	здраве
shëndeti	здравеопазване
shëndeti	здравето
ekuador	еквадор
agjent	агент
josif	йосип
penalltive	престрелка
château	шато
arsyen	причина
çati	покривът
çati	покрив
çati	покрива
pasuese	наследник
ruso	русо
ruso	русо
arrestuar	арестувани
arrestuar	арестувана
arrestuar	арестуван
patate	картофи
patate	картофи
patate	картоф
poshte	долу
poshte	надолу
seksion	сечение
seksion	секция
seksion	раздел
hermann	херман
rriti	подсилена
rriti	подсилени
fikse	фиксирани
fikse	фиксирана
fikse	поправен
fikse	фиксиран
nikola	никола
nikola	никола
vjetori	юбилей
vjetori	годишнина
vjetori	годишнината
perime	зеленчуци
perime	растителни
perime	зеленчук
perime	зеленчуци
flash	светкавица
flash	проблясък
flash	флаш
zulu	зулу
dijetarëve	ерудиран
grada	градуси
grada	градуса
grada	степени
grada	ранг
pengon	възпрепятства
shfrytëzimit	експлоатация
fitim	печалба
fitim	печалби
fabrikë	растение
fabrikë	растителна
fabrikë	завод
fabrikë	фабрика
fabrikë	завод
fabrikë	фабриката
mynih	мюнхен
zbriti	кацнал
brezat	поколенията
brezat	поколения
avull	пара
