kategória	loại
ház	nhà
szabad	free
szabad	rảnh
felesége	vợ
felesége	vơ
felesége	vk
valószínűleg	chu
sor	line
sor	dòng
sor	hàng
for	cho
iskola	trường
iskola	trường
iskola	học
összesen	tổng
költő	thơ
ideje	gian
ideje	thời
hét	tuần
hét	seven
hét	bảy
pont	pont
pont	điểm
pont	beat
pont	chấm
pont	điểm
bajnok	champ
bajnok	cọc
bajnok	champion
állami	bang
állam	bang
emberek	hãm
emberek	người
tartott	chức
németország	đức
hat	six
hat	sáu
uefa	uefa
tett	chế
dal	dal
dal	dall
dal	song
közös	chia
közös	chung
közös	tham
folyó	sông
san	san
önálló	lập
önálló	solo
részben	saga
részben	part
részben	phần
ezeket	những
tamás	thomas
államok	kỳ
szovjet	soviet
miért	sao
birodalom	empire
megyei	quận
megyei	hạt
fifa	fifa
alsó	hạ
alsó	dưới
alsó	bậc
alsó	đáy
alsó	bottom
tér	đc
tér	square
tér	vuông
park	viên
park	park
közel	close
közel	đóng
közel	gần
közel	kín
közel	gần
kör	tròn
kör	lượn
kör	laps
kör	hiệp
kör	vòng
york	york
fiatal	trẻ
fiatal	young
felső	upper
felső	nắp
felső	top
felső	đỉnh
arany	vầng
arany	golden
arany	đỏi
arany	vàng
arany	gold
sablon	mẫu
járás	huyện
zenei	nhạc
zenei	musical
cseh	séc
attila	attila
minta	sample
minta	mẫu
minta	pattern
minta	mẫu
minta	model
központi	trung
központi	central
források	nguồn
kellene	nên
föld	đất
föld	đáp
tartományban	tỉnh
world	giới
poszt	đăng
szabó	szabo
kormány	phủ
nek	nek
hadsereg	quân
hadsereg	army
latin	latin
vörös	đỏ
magyarok	hungary
magyarok	hung
magyarok	hungary
városi	phố
városi	by
club	club
club	clb
gróf	đếm
olaszország	italy
anna	anna
előző	trước
győzelem	thang
győzelem	win
győzelem	thắng
győzelem	winning
győzelem	thắng
nevet	cười
nevet	cười
cím	tựa
szükséges	cần
szükséges	thiết
szükséges	ấp
pár	vài
pár	cặp
pár	couple
pár	đôi
adta	tặng
játékos	player
használt	phơi
élet	đời
nyert	won
nyert	thắng
nyert	thắng
egyébként	kẻo
törvény	luật
hatalmas	huge
hatalmas	massive
budapesten	budapest
negyedik	mùng
vezetett	led
vezetett	tông
állomások	trạm
irodalom	lit
irodalom	quẹt
társaság	ty
michael	michael
emberi	human
szöveg	chữ
szöveg	lyrics
rész	saga
rész	part
rész	phần
rész	tập
rész	episode
lexikon	lexicon
mutatja	khoe
top	nắp
top	top
top	đỉnh
sugárzás	xạ
mégis	chưa
mégis	vân
mégis	thinh
filmek	phim
filmek	phim
david	david
balra	trái
ezer	nghìn
ezer	ngàn
mérkőzés	thủ
mérkőzés	khớp
képek	ảnh
képek	pics
képek	ảnh
nyugat	tây
nyugat	tây
paul	paul
kelet	đông
kor	tuổi
hogyan	bao
tartomány	tỉnh
tartomány	miền
tartomány	tầm
holland	holland
holland	bản
holland	hoà
holland	dutch
aztán	rồi
robert	robert
vár	đợi
vár	chờ
vár	castle
vár	đài
saint	saint
saint	thánh
erős	mạnh
erős	strong
sziget	đảo
győztes	thang
győztes	thắng
szerb	serbia
adatok	dữ
szép	đẹp
honlap	website
közép	trung
közép	giữa
közép	đọng
közép	mid
természetes	chích
svéd	swede
und	und
kiemelt	chê
állandó	hằng
korai	sớm
felett	trên
magyarul	hung
magyarul	hungary
meghalt	chết
téli	winter
egyben	cũng
kovács	rèn
kovács	smith
afrikai	phi
george	george
független	lập
fog	will
fog	sẽ
fog	muốn
fog	răng
csata	battle
csata	trận
érdemes	giá
érdemes	worthy
játék	game
játék	chơi
játék	play
játék	chơi
játék	at
erzsébet	elizabeth
antal	anthony
antal	antal
kereskedelmi	trade
bal	trái
könyv	sách
könyv	sách
intézet	viện
london	đôn
london	london
james	james
fok	cape
fok	độ
perc	phút
perc	phút
kapcsolatban	related
egyház	thờ
barlang	cave
barlang	hang
géza	géza
előre	advance
rock	đá
rock	rock
eredetű	vạn
tartalmazza	chứa
osztály	hạng
osztály	lớp
tibor	tibor
hagyományos	conventional
bemutató	demo
des	des
széles	rộng
széles	vid
széles	rộng
file	tệp
file	file
william	william
kiadás	edition
szakma	nghề
verseny	đua
verseny	nhung
city	phố
city	by
eredmény	quả
rossz	xấu
rossz	bad
rossz	kém
rossz	khiếp
rossz	tệ
rossz	sai
rossz	lỗi
rossz	nhầm
kéne	nên
test	thân
test	body
ének	vocals
ének	hát
ének	hót
igaz	thật
igaz	đúng
keretében	framework
jean	jean
keresztény	nguyen
keresztény	christian
változat	phiên
változat	bản
gól	tiêu
gól	đo
polgári	civil
polgári	civic
célja	aim
célja	ngắm
célja	nhắm
port	bụi
port	chốn
port	cảng
port	cổng
port	port
port	bột
port	phấn
albert	albert
egyéni	singles
kevés	vài
kevés	nhỏ
kevés	tiểu
díjak	premier
díjak	phí
uralkodó	ruler
uralkodó	thước
uralkodó	symposiachrus
uralkodó	monarch
árpád	árpád
évad	mùa
évad	season
program	trắc
program	chương
szezon	mùa
szezon	season
emellett	vả
zenekar	ban
zenekar	band
darab	mảnh
darab	miếng
darab	piece
darab	vở
darab	rách
tíz	mười
hol	đâu
peter	peter
peter	phêrô
gitár	guitar
gitár	ghita
gitár	guitars
romániai	rumani
www	www
kötet	volume
tartalmaz	chứa
love	love
love	yêu
zsigmond	zsigmond
munka	nghề
munka	việc
egység	unity
amíg	phiêu
amíg	mens
történet	truyện
történet	chuyện
középkori	medieval
cég	ty
persze	hải
írni	viết
írni	ghi
írni	gõ
henrik	henrik
henrik	henry
víz	nước
hamarosan	sớm
hamarosan	sắp
pest	pest
kék	xanh
vége	qua
vége	hết
vége	over
vége	end
vége	kết
google	google
kiváló	đan
oda	oda
del	del
szigetek	đảo
püspök	bishop
körülbelül	khoảng
körülbelül	về
körülbelül	ban
zöld	lục
tűnik	trông
richard	richard
oscar	oscar
posta	mail
posta	evolution
posta	thư
posta	đăng
születés	sinh
sokat	nhiều
óra	tiếng
óra	giờ
óra	xem
óra	pass
óra	tiếng
óra	giờ
óra	hạng
óra	lớp
szeged	szeged
kiss	hôn
kiss	kiss
tenger	biển
tudta	tú
kastély	castle
kastély	đài
mások	khác
feleségül	marry
feleségül	cưới
személy	người
bécsi	viennese
bécsi	viên
bécsi	vienna
vevő	receiver
európában	âu
vidék	quê
vidék	rural
thomas	thomas
balázs	balázs
városban	phố
bajnokok	champions
bajnokok	champs
temploma	đền
temploma	chùa
evangélikus	evangelical
evangélikus	lutheran
helyén	website
helyén	site
black	đen
könyvtár	directory
könyvtár	mục
tartották	chức
nehéz	nặng
nehéz	cứng
nehéz	khó
nehéz	khổ
nehéz	đắng
nehéz	khó
charles	charles
nyolc	tám
nyolc	eight
döntő	final
képest	so
csatorna	kênh
with	với
with	bằng
császári	imperial
duna	danube
duna	donau
utána	theo
utána	sau
zene	nhạc
különleges	cống
híd	cầu
kevésbé	bớt
kevésbé	ít
kevésbé	giảm
youtube	youtube
don	don
valójában	thực
szakasz	phần
családi	đình
közeli	close
közeli	đóng
közeli	gần
közeli	kín
címe	tựa
néha	đôi
súlyos	nặng
súlyos	bách
súlyos	nặng
frank	frank
klasszikus	classic
vilmos	william
records	records
komoly	bách
főbb	chính
főbb	main
románia	rumani
románia	romania
románia	românia
katona	lính
alig	khan
miközben	phiêu
miközben	mens
patak	lạch
patak	creek
patak	luồng
patak	suối
patak	stream
martin	martin
kálmán	kálmán
lány	girl
lány	gái
gyorsan	mau
gyorsan	nhanh
gyorsan	mau
gyorsan	nhanh
gyorsan	nhanh
arab	arab
arab	arabian
lapok	bài
lapok	thẻ
lapok	trang
idegen	alien
ezüst	bạc
oroszország	nga
oroszország	nga
belga	bỉ
közvetlenül	direct
közvetlenül	trực
központ	tâm
központ	centre
los	los
united	united
united	hoa
tanács	khuyên
galéria	gallery
farkas	farkas
farkas	soi
farkas	wolf
farkas	sói
esett	rớt
esett	rơi
esett	té
esett	ngã
férje	chồng
férje	mun
férje	husband
kanadai	canada
kanadai	canadian
sokan	nhiều
online	online
ötödik	fifth
ausztria	áo
gazdag	vương
gazdag	giàu
gazdag	rich
speciális	cống
madarak	chim
tényleg	thực
tényleg	thật
mielőtt	trước
gyors	mau
gyors	nhanh
gyors	mau
gyors	nhanh
liga	league
liga	liga
katalin	katalin
katalin	catherine
katalin	catarina
dolog	điều
dolog	thứ
zsolt	zsolt
rajna	rhine
rajna	rhein
ford	ford
azonnal	ngay
azonnal	instant
azonnal	tức
amerika	châu
amerika	mỹ
edző	trainer
edző	hlv
edző	hlv
barokk	baroque
sport	sport
pdf	pdf
kicsit	bit
kicsit	cắn
lemez	đĩa
lemez	album
lemez	đĩa
lemez	đĩa
lemez	dĩa
országban	quốc
énekes	vocalist
koreai	hàn
koreai	korea
koreai	hàn
típus	kiểu
típus	gõ
típus	loại
mindent	hết
national	gạt
bíró	ref
svájci	swiss
kizárólag	chỉ
kizárólag	duy
sárga	vàng
sárga	nhát
hegység	núi
soha	bao
példa	dụ
mátyás	mathias
mátyás	matthias
simon	simon
val	ver
val	val
piros	đỏ
torna	turn
fülöp	philip
fülöp	filip
tag	tag
tag	thẻ
kettő	hai
kettő	two
tengeri	marine
tengeri	maritime
tengeri	biển
kolozsvári	cluj
igazi	real
igazi	thực
igazi	thật
igazi	thiệt
igazi	thật
igazi	đúng
lakott	kiêng
számok	số
párizs	paris
brazília	brazil
brazília	brasil
brazília	bra
brazília	brazil
brazília	brazilian
horvátország	croatia
kína	china
kína	prc
bécs	viên
bécs	vienna
oka	chi
kerület	huyện
középső	trung
középső	giữa
középső	đọng
gyermek	con
katonák	binh
válasz	tời
alacsony	bài
alacsony	ngắn
alacsony	short
alacsony	lá
alacsony	low
alacsony	thấp
közvetlen	direct
közvetlen	trực
mexikói	mễ
majdnem	sắp
majdnem	gần
majdnem	hầu
eltérő	khác
eltérő	divergent
forduló	hiệp
forduló	vòng
hegyi	núi
települések	xã
lánya	gái
maria	chư
maria	maria
királyné	hậu
valódi	real
valódi	thực
valódi	thật
valódi	thiệt
adó	thuế
adó	thuế
molnár	miller
hegy	núi
hegy	núi
hegy	lắp
hegy	đồi
hegy	ngổn
hegy	hill
hegy	hoan
nobel	nobel
gergely	gregory
gergely	gergely
dán	danish
dán	dane
márton	martin
fajok	loài
fiú	boy
fiú	trai
fiú	bé
probléma	đề
száz	trăm
hát	chà
hát	ừm
helyezett	bot
egyedül	độc
vii	vỉ
vii	vii
busz	bus
tábornok	tướng
tábornok	chung
rádió	đài
rádió	radio
délre	nam
hajó	tàu
hajó	ship
hajó	tàu
hajó	thuyền
hajó	boat
rendszeresen	thường
berlin	berlin
centiméter	cm
centiméter	centimet
brazil	brazil
brazil	brazilian
xii	xii
képet	ảnh
képet	nh
képet	hình
képet	ảnh
mellé	cạnh
róma	phòng
róma	rome
róma	roma
dvd	dvd
melyik	mà
szlovákia	slovakia
akarsz	muon
akarsz	muốn
állatok	vật
állatok	vật
alakja	hình
alakja	form
fenti	trên
alapítvány	quỹ
alapítvány	foundation
alapítvány	nọc
készítette	chế
elektromos	điện
elektromos	điện
kémiai	hóa
jack	bồi
jack	jack
tom	tom
margit	margaret
margit	margit
anyag	nguyên
anyag	chất
golden	vầng
golden	golden
golden	đỏi
székely	székely
szenvedett	led
északra	bắc
vállalat	ty
joseph	giuse
joseph	joseph
vonal	line
vonal	dòng
münchen	münchen
münchen	munchen
münchen	munich
gép	máy
kétszer	twice
használni	dùng
ausztrál	aussie
#aaa	#aaa
megjelenése	nhê
opera	opera
kevesebb	bớt
kevesebb	ít
kevesebb	giảm
honvéd	honvéd
varga	cobbler
varga	varga
fényes	sáng
fényes	mẻ
fényes	shiny
fényes	glossy
les	đọc
les	les
éva	eva
éva	eva
éva	eve
szász	görlitz
szász	saxony
szász	sachsen
szász	zwickau
szász	saxon
vas	vas
vas	sắt
használata	dùng
igazán	thực
igazán	thật
live	sống
live	live
wiki	wiki
napon	ngày
napon	day
sablonok	templates
sablonok	mẫu
finn	tìm
finn	finn
viktor	victor
viktor	viktor
max	đa
max	max
magasabb	taller
győr	győr
williams	williams
akar	muon
akar	muốn
látta	thấy
látta	cưa
ádám	adam
kft	lc
kft	ltd
dalt	song
végső	final
végső	ultimate
louis	louis
mexikó	mexico
szavazás	vote
szavazás	bầu
felfedezés	discovery
nappal	ngày
nappal	day
kattints	click
kattints	nhấn
kattints	nhấp
kattints	ấn
kattints	bấm
kedves	hon
kedves	cưng
mondta	nói
mondta	bảo
mondta	said
tony	tony
bronz	đồng
diagram	chart
egységes	uniform
helyes	đúng
jog	luật
santa	trã
santa	santa
számít	đếm
számít	lit
számít	đếm
villamos	tram
villamos	trams
villamos	điện
afrika	phi
nagyjából	khoảng
nagyjából	về
nagyjából	ban
nagyjából	khoảng
dezső	kosztolányi
pálya	vết
pálya	rãnh
metal	co
pécs	pécs
repülőgép	aeroplanes
filmet	phim
róbert	robert
zárt	đóng
epizód	tập
epizód	episodes
epizód	tập
epizód	episode
grand	grand
szülei	song
kemény	rough
kemény	cứng
kemény	khó
kemény	khổ
kemény	đắng
kemény	mẫn
páros	đôi
páros	cặp
páros	ghép
páros	đôi
sötét	dark
sötét	tối
kettős	double
kettős	đôi
kettős	kép
kettős	dual
johann	johann
johann	johan
értéke	giá
mark	mác
mark	mark
németül	đức
kapitány	trưởng
kapitány	skipper
interneten	online
interneten	internet
állomás	trạm
állomás	ga
idők	lần
idők	times
ausztrália	australia
ausztrália	úc
karl	karl
gyakori	chung
intézmény	viện
intézmény	sở
fordul	farges
fordul	turns
nevek	tên
értem	hiểu
értem	hieu
skót	scottish
erdő	rừng
erdő	gỗ
erdő	củi
erdő	rừng
szavak	lời
jön	đến
jön	tới
párizsi	paris
elérhető	rảnh
venni	mua
venni	mua
dis	dis
kápolna	chapel
matematikai	toán
matematikai	toán
említett	liễu
hold	nen
hold	nguyệt
hold	trăng
hold	moon
kutatási	bê
viii	viii
debrecen	debrecen
art	art
apró	xíu
apró	tiny
harry	harry
hangja	voice
hangja	giọng
könyvek	sách
life	đời
hónap	tháng
hónap	tháng
lee	lee
kortárs	contemporary
szlovén	slovene
real	real
real	thực
real	thật
real	thiệt
fölött	trên
állat	vật
állat	vật
művészet	art
smith	smith
albumok	album
albumok	albums
késő	sen
késő	trễ
késő	khuya
késő	muộn
szobor	tượng
bizánci	byzantine
oroszul	nga
játszik	thấm
játszik	chơi
játszik	divx
ernő	ernő
összetett	composite
összetett	complex
összetett	compound
formájában	mẫu
globe	globe
gyermeke	con
királynő	hậu
madrid	madrid
pozitív	dương
henry	henry
kissé	hơi
tudomány	khoa
fővárosi	metropolitan
velencei	venetian
velencei	venice
velencei	venezia
vezet	dẫn
vezet	chì
vezet	dẫn
legfőbb	supreme
hang	voice
hang	giọng
habsburg	habsburg
téma	topic
téma	thái
eredete	vạn
svájc	swiss
vallás	đạo
keletre	đông
foglalkozik	deals
rudolf	rudolph
rudolf	rudolf
építész	builder
cigány	gypsy
cigány	gipsy
daniel	daniel
tour	tour
barna	brown
barna	nâu
földi	terrestrial
titkos	mật
titkos	bí
pierre	pierre
belgium	bỉ
pap	pap
régió	loạt
régió	tần
régió	vùng
kötelező	binding
meghatározott	quyết
meghatározott	chất
egyenes	thẳng
egyenes	sảnh
egyenes	direct
egyenes	trực
ágnes	agnes
barátja	boyfriend
lassan	chậm
lassan	phím
versenyző	tap
versenyző	racer
fesztivál	festival
családok	gia
nőtt	tăng
asp	asp
jakab	james
hátsó	rear
ritka	hiếm
kivéve	trừ
határozat	vụn
határozat	giải
windows	windows
érték	giá
kilenc	chín
mike	mike
sopron	sopron
táblázat	bảng
táblázat	bàn
táblázat	bảng
táblázat	bàn
org	org
szerelem	love
szerelem	yêu
stílus	style
moszkva	moscow
moszkva	moskva
jones	jones
andrew	andrew
kath	kath
dob	drum
dob	trống
dob	thảy
dob	chọi
dob	quăng
dob	vứt
dob	ném
dob	trống
mondja	nói
shakespeare	shakespeare
torony	tower
torony	tháp
írtam	viết
műhely	shop
műhely	xưởng
színes	nhuộm
színes	màu
színes	mầu
színes	màu
folyamatos	hằng
folyamatos	continual
liszt	bột
liszt	liszt
tisza	tisza
walter	walter
információ	info
profi	pro
tiszta	xoã
tiszta	sạch
tiszta	cai
tiszta	sạch
londoni	đôn
londoni	london
iván	ivan
barcelona	barcelona
este	tối
este	đêm
növények	cây
gray	gray
gray	xám
szellemi	linh
csillag	star
csillag	stars
league	league
vegyes	võ
per	pr
per	per
ilona	ilona
modell	model
mari	mari
esik	mưa
edward	edward
szintű	mức
szintű	tầng
szintű	cấp
fordult	tráng
biztonsági	ninh
veszprém	veszprém
jackson	jackson
béke	hòa
könnyű	nhẹ
bank	ngân
bank	bank
villa	nĩa
villa	villa
egyedi	unique
életben	sống
életben	live
életben	alive
mester	thầy
erdély	transylvania
pozsony	bratislava
meglehetősen	khá
jan	jan
eső	rain
eső	mưa
kész	xong
kész	lam
kész	xong
vers	thơ
vers	verse
vers	thơ
digitális	digital
óceán	biển
párizsban	paris
mérnök	hoạ
kilométer	mileage
kilométer	km
bolgár	bun
konkrét	tông
start	khởi
bálint	bálint
bálint	valentine
miskolci	miskolc
tartottak	chức
show	xem
show	hiện
show	show
szoros	chật
szoros	vịnh
szoros	close
szoros	đóng
szoros	gần
szoros	kín
szigeten	đảo
pop	tía
pop	bốp
pop	pop
argentína	argentina
argentína	argentina
argentína	argentine
sur	sur
sur	tức
forma	hình
forma	form
forma	mẫu
úszó	lỏng
úszó	bơi
kanada	canada
egészségügyi	khỏe
kar	tay
kar	tay
benedek	benedict
weboldal	website
támadás	công
támadás	assault
csendes	silent
csendes	thoả
tanított	dạy
fele	nửa
jugoszlávia	yugoslavia
josé	jose
josé	jose
josé	josé
motor	tơ
motor	motor
oszmán	ottoman
idősebb	elder
televízió	tv
televízió	tivi
anyagok	nguyên
unió	union
unió	hợp
chris	chris
manchester	manchester
háttér	nền
háttér	background
autóbusz	bus
fény	châm
fény	đèn
fény	nhạt
báró	baron
haute	haute
php	php
férfiak	hãm
nápolyi	naples
nápolyi	napoli
korea	korea
korea	hàn
korszak	era
negatív	âm
negatív	ám
különös	curious
különös	mò
különös	lạ
trópusi	tropical
elért	đa
elért	hoài
előtte	trước
friedrich	friedrich
mindegyik	hết
mindegyik	mỗi
gif	gif
gif	gif
tanulmányok	học
törökök	thổ
törökök	turks
kapcsolat	hã
kapcsolat	lạc
kapcsolat	link
státusz	status
juan	juan
szervezetek	entities
fent	trên
fent	lầu
bajorország	bayern
bajorország	bavaria
visszavonult	hưu
krisztus	christ
világos	xoã
szín	nhuộm
szín	màu
szín	mầu
szín	màu
rendszeres	thường
elérte	đa
egri	eger
óriási	huge
adat	dữ
vol	vol
felül	nắp
felül	top
felül	đỉnh
halak	pisces
halak	cá
iszlám	islam
növény	cây
növény	gieo
növény	trồng
növény	cấy
növény	crop
növény	cắt
növény	xén
száraz	lau
száraz	khô
cél	tiêu
cél	đo
cél	đích
cél	aim
cél	ngắm
cél	nhắm
cél	đo
eric	eric
steve	steve
carlos	carlos
megjegyzés	note
megjegyzés	luận
megjegyzés	comments
brian	brian
kapcsolatok	xích
kapcsolatok	links
nadrág	quần
nadrág	quần
valós	real
valós	thực
valós	thật
valós	thiệt
dániel	daniel
változó	biến
határ	hạn
határ	viền
határ	biên
elsődleges	prime
elsődleges	chính
baj	đề
baj	rối
hatalom	sục
hatalom	lực
joe	joe
eset	case
eset	eset
igazgató	trương
carl	carl
internet	internet
korona	vương
baden	baden
elkészült	xong
szerbia	serbia
szerbia	serbia
norvégia	nauy
judit	judit
judit	judit
judit	judith
zokni	sock
zokni	vớ
zokni	socks
eszközök	cụ
gyenge	yếu
gyenge	nhược
bíróság	triều
hiba	sai
hiba	lỗi
grafikus	graphic
doktori	phd
mély	deep
mély	sâu
part	bờ
part	shore
part	biển
part	beach
part	coast
hivatkozás	link
írás	đuôi
írás	viết
írás	ghi
esztergom	esztergom
mix	mix
mix	trộn
mix	mixtape
vidéki	rural
dávid	david
alapú	dựa
kereszt	chinh
kereszt	chon
lakos	resident
sosem	bao
hill	đồi
hill	ngổn
hill	hill
hill	hoan
környező	quây
tömeg	nhái
tömeg	mass
tömeg	cân
csillagok	stars
porosz	phổ
szerves	organic
alexander	alexandros
alexander	aleksandr
alexander	alexander
hans	hans
will	will
will	sẽ
will	muốn
rendszerint	thuồng
rendszerint	thường
dollár	đôla
színe	nhuộm
színe	màu
színe	mầu
színe	màu
mary	mary
elméleti	huấn
wilson	wilson
hetedik	seventh
messze	xa
bob	bob
barry	barry
royal	royal
scott	scott
törölve	hủy
törölve	hủy
kicsi	nhỏ
kicsi	nhỏ
kicsi	tiểu
kicsi	xíu
kicsi	tiny
antonio	antonio
ugyanaz	cùng
balogh	balogh
szilárd	đặc
szilárd	solids
robin	robin
haza	nhà
marie	marie
főváros	vốn
találkozott	trúng
találkozott	met
asszony	nữ
bajor	bavarian
bármely	any
elemek	mục
elemek	bình
elemek	pin
napóleon	napoléon
napóleon	napoleon
air	khí
air	air
szokás	trù
éjszaka	đêm
loire	loire
rgb	rgb
best	nhất
ukrajna	ukraine
ukrajna	ucraina
ukrajna	ukraina
argentin	argentina
argentin	argentine
népek	folks
üres	rỗng
üres	trống
üres	trống
üres	blank
halálos	lethal
halálos	fatal
dénes	dénes
roger	rõ
roger	roger
