serena	serena
poskytnout	tillhandahåller
masivní	massiva
masivní	massiv
masivní	massivt
masivní	massive
zachránil	räddade
zachránil	räddats
zachránil	räddad
zachránil	räddade
zachránil	sparade
zachránil	sparat
zachránil	räddad
zachránil	sparad
guvernér	guvernören
guvernér	guvernör
autorství	författarskap
předpokládat	antag
předpokládat	anta
předpokládat	förutsätta
demokracii	demokratin
demokracii	demokrati
celoživotní	livslängd
celoživotní	livstid
celoživotní	livslång
celoživotní	livslånga
celoživotní	livslångt
řetězce	kedjor
řetězce	strängar
posádku	besättning
posádku	besättningen
posádku	manskap
posádku	crew
china	hakan
china	haka
úvahu	hänsyn
úvahu	beaktande
úvahu	övervägande
vložit	infoga
věděl	visste
věděl	kände
věděl	viste
konečný	ändliga
konečný	slutliga
konečný	final
konečný	slutligt
konečný	sista
konečný	slutgiltigt
konečný	slutlig
odpoledne	eftermiddagen
odpoledne	eftermiddag
dagmar	dagmar
vědců	vetenskapsmän
vědců	forskare
subsp	subsp
karta	fliken
karta	tab
karta	flik
karta	kort
karta	kortet
johan	johan
cooper	coopers
cooper	cooper
stráže	vakter
afghánistánu	afghanistan
robot	robot
via	via
výchozí	standardvärde
výchozí	standard
kilometr	kilometer
evropu	eu
evropu	europe
evropu	europa
provizorní	provisoriska
provizorní	preliminärt
provizorní	preliminär
provizorní	provisoriskt
psycholog	psykolog
převzetí	uppköp
převzetí	övertagande
převzetí	övertagande
převzetí	övertagandet
nález	finna
nález	hitta
nález	upptäckt
nález	upptäckter
nález	upptäckten
nález	discovery
tanku	stridsvagn
tanku	tank
likvidaci	omhändertagande
likvidaci	likvidation
likvidaci	avveckling
gen	gene
gen	gen
gen	genen
gen	gen
protest	protest
protest	protester
protest	protesterar
protest	protestera
kvete	blommar
kvete	blommar
kvete	blommande
pasivní	passiv
pasivní	passivt
pasivní	passiva
fotky	foton
fotky	bilder
fotky	tavlor
fotky	pictures
fotky	bilder
výrobci	producenter
výrobci	tillverkare
výrobci	tillverkaren
výrobci	tillverkare
výrobci	tillverkarna
graf	diagram
graf	graf
graf	diagram
graf	graf
jedenáct	elva
jedenáct	eleven
kůži	hud
kůži	skinn
kůži	skin
léčba	behandling
léčba	behandlingen
léčba	behandlingsmetoder
léčba	behandlingar
prefektura	prefektur
sokolov	sokolov
issn	issn
western	västra
western	västlig
playoff	slutspel
playoff	slutspel
playoff	slutspelet
zkušenost	upplevelse
zkušenost	erfarenheter
zkušenost	erfarenhet
komunikační	kommunikation
komunikační	meddelande
komunikační	kommunikation
komunikační	meddelanden
komunikační	kommunikationer
pátá	femtedel
pátá	femma
pátá	femte
pátá	fifth
husa	gås
husa	goose
husa	gåsen
husa	gäss
svědomí	samvete
cítí	känns
cítí	känner
učit	undervisa
učit	undervisar
učit	lära
učit	lär
uzavřít	stänga
uzavřít	nära
uzavřít	stäng
břeclav	břeclav
houby	svampar
houby	svamp
houby	svampar
houby	svampar
houby	svamp
houby	svampar
houby	svamp
vzorec	formula
vzorec	formel
vzorec	mönster
vzorec	mönstret
sigma	sigma
listina	stadga
listina	charter
listina	stadgan
spravedlnost	justice
spravedlnost	rättvisa
spravedlnost	rättskipning
lgbt	hbt
lgbt	hbtq
milion	miljon
milion	miljoner
slabě	svagt
slabě	svagt
saxofon	sax
saxofon	saxofon
junior	junior
junior	yngre
zabije	dödar
řidič	förare
řidič	föraren
řidič	chaufför
čtenáři	läsare
kristus	kristus
varování	varning
varování	varningar
náklad	frakt
náklad	last
náklad	gods
matt	matt
bmw	bmw
marne	marne
socialistická	socialistisk
socialistická	socialistiska
socialistická	socialist
socialistická	socialdemokratiska
socialistická	socialdemokrat
položky	poster
položky	objekt
položky	föremål
položky	poster
automobilový	bilindustri
automobilový	automotive
automobilový	fordonsindustrin
ohrožený	utrotningshotade
ohrožený	hotade
ohrožený	hotad
prezidentské	presidentens
zajímavá	intressanta
zajímavá	intressant
ztrácí	förlorar
ztrácí	förlora
ztrácí	förlorar
jerry	jerry
ohio	ohio
jakékoli	någon
uzavřené	innesluten
uzavřené	slutna
uzavřené	inneslutna
uzavřené	bifogade
uzavřené	stängda
uzavřené	stängd
uzavřené	sluten
uzavřené	stängt
nutnost	nödvändighet
nutnost	nöden
varšavě	warszawa
zjištěno	påvisat
zjištěno	upptäckt
zjištěno	upptäckta
zjištěno	upptäcktes
zápasník	kämpe
zápasník	fighter
zápasník	brottare
steven	steven
vodíku	väte
vodíku	vätgas
ekonomická	ekonomiskt
ekonomická	ekonomisk
ekonomická	ekonomiska
ekonomická	ekonomiskt
ekonomická	sparsam
ekonomická	ekonomi
senát	senaten
senát	senat
indické	indiska
indické	indier
indické	indisk
indické	indiskt
indické	indian
důvěru	förtroendet
důvěru	självförtroende
důvěru	förtroende
důvěru	tillit
důvěru	trust
důvěru	förtroende
sedmé	sjunde
sedmé	seventh
irský	irländskt
irský	iriska
irský	irländare
irský	irländsk
irský	irländska
afc	afc
ředitelství	direktoratet
písemné	skriftliga
písemné	skrivet
písemné	skrivit
písemné	skriftligt
písemné	skrivna
vzduchem	luftburen
vzduchem	luftburna
vyhráli	vunna
vyhráli	won
vyhráli	vunnit
vyhráli	vann
náhrada	återbetalning
náhrada	ersättning
náhrada	återbetalning
náhrada	ersättning
náhrada	kompensation
náhrada	ersättningar
náhrada	ersättning
náhrada	ersättande
náhrada	ersättare
každopádně	iallafall
každopádně	hursomhelst
účtu	konto
účtu	kontot
oznámeno	anmälda
oznámeno	anmält
oznámeno	tillkännagav
oznámeno	meddelat
oznámeno	meddelade
oznámeno	aviserat
zjevení	uppenbarelseboken
zjevení	uppenbarelse
zjevení	uppenbarelse
zjevení	uppenbarelse
zjevení	uppenbarelseboken
zjevení	avslöjanden
zjevení	uppenbarelser
domácnosti	hushållen
domácnosti	hushåll
domácnosti	hushålls
domácnosti	hushåll
domácnosti	hushållet
potomků	avkomman
potomků	avkomma
potomků	avkommor
potomků	ättlingar
potomků	efterkommande
slezsko	schlesien
philip	philip
philip	filip
baker	baker
baker	bagare
nízký	låga
nízký	lågt
nízký	low
nízký	låg
závislost	beroende
závislost	missbruk
závislost	beroende
závislost	beroende
závislost	beroendet
angel	ängeln
angel	ängel
angel	angel
nice	snyggt
nice	trevligt
nice	fint
nice	fina
nice	snygg
nice	snygga
předpokladu	premiss
podpořil	stödde
podpořil	stöds
podpořil	stöttat
podpořil	stöttade
floyd	floyd
kuchyně	köket
kuchyně	köket
kuchyně	kök
napadení	misshandel
napadení	angrepp
napadení	överfall
napadení	överfall
záměrně	målmedvetet
záměrně	medvetet
záměrně	avsiktligt
záměrně	avsiktligt
záměrně	uppsåtligen
homo	homo
vítěze	segrare
vítěze	vinnare
vítěze	vinnaren
vítěze	vinnare
vítěze	vinnarna
úhlu	vinkeln
úhlu	vinkel
míč	bal
míč	ball
míč	boll
výslovně	uttryckligen
výslovně	explicit
výslovně	uttryckligen
výslovně	uttryckligt
výslovně	uttryckliga
výslovně	explicit
výslovně	uttrycklig
výslovně	uttryckligt
výslovně	specifikt
výpočet	beräkning
výpočet	beräkning
autorka	författaren
autorka	upphovsman
autorka	författare
stanovení	fastställande
stanovení	bestämning
stanovení	beslutsamhet
stanovení	bestämdhet
ernest	ernest
hospodářská	ekonomiskt
hospodářská	ekonomisk
hospodářská	ekonomiska
barceloně	barcelona
pouť	pilgrimsfärd
souhlasí	samtycker
souhlasí	instämmer
prezentace	presentation
prezentace	uppvisande
prezentace	bildspel
prezentace	presentationer
objevit	upptäck
objevit	upptäcker
objevit	upptäcka
vyjma	utom
vyjma	förutom
příchod	ankomst
par	ångor
přežil	överlevt
přežil	överlevde
são	são
padesát	femtio
padesát	fifty
jacob	jakob
jacob	jacob
oprávnění	tillåtelse
oprávnění	behörighet
oprávnění	tillstånd
oprávnění	godkännande
oprávnění	auktorisation
oprávnění	tillstånd
oprávnění	behörigheter
oprávnění	behörighet
příze	garn
směry	riktningar
směry	inriktningar
verše	verser
verše	vers
verše	budskap
verše	vers
verše	versen
dodržování	uppfyllande
dodržování	överensstämmelse
dodržování	efterlevnad
dodržování	iakttagande
teplo	heat
teplo	värme
teplo	varma
teplo	varm
teplo	värma
teplo	varmt
teplo	värme
dobrovolně	villigt
dobrovolně	frivilligt
dobrovolně	frivilliga
dobrovolně	frivilligt
dobrovolně	frivillig
rna	rna
reagovat	reagera
reagovat	reagerar
reagovat	svara
duševní	andliga
duševní	själslig
duševní	andlig
duševní	andligt
duševní	psykiskt
duševní	mentala
duševní	mental
duševní	psykiska
duševní	intellektuellt
duševní	intellektuell
duševní	intellektuella
dopředu	vidarebefordra
dopředu	framåt
dopředu	framåt
dick	dick
dick	kuk
terapie	behandling
terapie	terapi
mnich	munken
mnich	munk
zajat	tillfångatagna
zajat	fångad
zajat	fångat
zajat	fångade
zajat	tillfångatagen
soukromá	privat
soukromá	basse
soukromá	privata
rozpočtu	budgeten
rozpočtu	budget
úseky	avsnitt
úseky	sektioner
musée	musée
ukrajinský	ukrainska
ostřice	carex
rychleji	fortare
rychleji	snabbare
brigády	brigaderna
brigády	brigaden
veselí	heja
veselí	pigga
květ	blossom
květ	blomma
květ	blomman
květ	blomma
květ	bloom
květ	blom
společenský	socialt
společenský	sociala
společenský	social
bohové	gudar
bohové	gudars
bohové	gudarna
subjekt	väsen
subjekt	enhet
subjekt	föremål
subjekt	ämne
vhodnější	föredra
oka	oka
oka	eye
oka	ögon
oka	ögat
oka	öga
čapek	čapek
vazba	bindemedel
vazba	bindande
vazba	bindning
dánská	danskt
dánská	dansk
dánská	danska
albánie	albanska
albánie	albanien
řetězec	snöre
řetězec	sträng
řetězec	string
řetězec	kedja
řetězec	kedjan
schválení	godkännande
schválení	godkännandet
rychnov	rychnov
nabídky	bud
nabídky	anbud
nabídky	erbjuder
nabídky	erbjudanden
jordan	jordan
jordan	jordanien
symbolů	symboler
symbolů	symbolerna
bot	bot
bot	sko
weber	weber
vstoupit	ange
vstoupit	enter
čtvrtí	stadsdelar
střecha	tak
střecha	taket
střecha	tak
laura	laura
návštěvy	besökare
návštěvy	studiebesök
návštěvy	besök
harris	harris
bloky	kvarter
bloky	blockerar
bloky	blockeringar
bloky	block
detroit	detroit
součet	summan
součet	sum
součet	summa
jamie	jamie
psí	hund
skotsko	scotland
skotsko	skottland
skotsko	skottlands
amd	amd
fred	fred
rangers	rangers
regulace	reglering
regulace	förordningen
regulace	förordning
regulace	reglering
regulace	reglera
regulace	reglerar
rozměrů	proportioner
rozměrů	proportionerna
sektoru	sektor
sektoru	sektorn
špatný	bad
špatný	dåligt
špatný	dåliga
špatný	dålig
přesný	precist
přesný	exakta
přesný	noggrann
přesný	korrekt
přesný	exakta
přesný	exakt
masaryk	masaryk
organismů	organismer
příbuzných	släktingar
příbuzných	anhöriga
rezignaci	avgång
rezignaci	avskedsansökan
rezignaci	avsked
raymond	raymond
etapa	fas
etapa	fasen
etapa	etapp
etapa	benet
etapa	ben
etapa	scen
etapa	etapp
etapa	stadium
etapa	skede
kolonií	kolonier
kolonií	kolonierna
kolonií	koloni
kolonií	kolonin
všiml	uppmärksammade
všiml	märkte
všiml	märkt
naučil	lärt
naučil	undervisade
naučil	lärd
naučil	lärt
naučil	lärde
naučil	undervisat
litvínov	litvínov
bobby	bobby
plná	fulla
plná	fullständig
plná	full
plná	fullt
efekty	effekter
efekty	verkningar
náboženská	religiöst
náboženská	religiösa
náboženská	religiös
zničil	ruinerad
zničil	förstörde
zničil	förstörd
zničil	förstört
stvoření	varelser
stvoření	varelse
arsenal	arsenal
mechanické	mekaniskt
mechanické	mekaniska
mechanické	mekanisk
zámky	låser
zámky	lås
bohatá	rikt
bohatá	rik
bohatá	rich
bohatá	rika
ubytování	boende
ubytování	boende
ubytování	vandrarhem
středem	centrerat
středem	centrerad
odpovědnost	ansvar
odpovědnost	ansvarighet
odpovědnost	ansvarsområden
odpovědnost	ansvar
odpovědnost	ansvarstagande
odpovědnost	ansvar
odpovědnost	ansvarighet
rosa	rosa
rosa	dagg
mtv	mtv
rozvíjet	utvecklas
rozvíjet	utvecklar
rozvíjet	utveckla
šestnáct	sixteen
šestnáct	sexton
notre	notre
sainte	sainte
implementace	genomförande
implementace	implementering
implementace	genomförandet
head	head
head	huvud
head	huvudet
rob	råna
rob	rob
podává	tjänar
podává	serverar
provádění	genomförande
provádění	implementering
provádění	genomförandet
simona	simon
simona	simona
sopky	vulkaner
hluboce	djupt
harold	harold
pohřeb	begravning
pohřeb	begravningen
pohřeb	begravning
pouště	öknar
pouště	öken
pouště	öknen
pouště	desert
rusové	ryssar
ferrer	ferrer
použité	använda
použité	använt
použité	begagnad
použité	används
použité	begagnade
mclaren	mclaren
luisa	luisa
nejnovější	nyaste
nejnovější	senaste
nejnovější	senast
žádá	frågar
special	speciellt
special	särskild
special	speciell
special	särskilda
special	speciella
stínu	skugga
stínu	shadow
stínu	skuggan
stínu	skugga
stínu	skuggan
stínu	nyans
náročné	utmanande
náročné	utmanar
náročné	krävande
kompatibilní	kompatibel
kompatibilní	kompatibla
kompatibilní	förenligt
kompatibilní	kompatibelt
technologii	technology
technologii	tekniken
technologii	teknik
technologii	teknologi
lang	lang
clark	clark
ekonomický	ekonomiskt
ekonomický	ekonomisk
ekonomický	ekonomiska
ekonomický	ekonomiskt
ekonomický	sparsam
hledal	sökt
hledal	sökte
hledal	inhämtade
porážka	slakt
porážka	slakta
porážka	nederlag
porážka	besegra
obojí	båda
obojí	både
nést	bära
nést	bär
lisa	lisa
jay	jay
masivu	massivet
blíží	närmar
eagle	eagle
eagle	örn
eagle	örnen
naznačuje	antyder
naznačuje	föreslår
naznačuje	anger
naznačuje	indikerar
andersson	andersson
věřící	troende
věřící	troende
rytíři	riddare
rytíři	riddare
rytíři	knight
rytíři	springare
profesní	professionella
profesní	professionell
profesní	professionellt
přihlásil	loggat
přihlásil	loggade
nováček	novis
nováček	nyanlända
nováček	nykomling
nováček	nybörjare
nováček	rookie
výslovnost	uttal
výslovnost	uttalas
poražen	slagna
poražen	misshandlad
poražen	slagen
poražen	besegrade
poražen	besegrat
poražen	besegrades
poražen	besegrad
tvarů	formar
tvarů	former
ukončit	avsluta
ukončit	slutet
ukončit	end
ukončit	slut
ukončit	avsluta
prsty	tår
prsty	tårna
prsty	fingrar
prsty	fingrarna
vznikající	framväxande
chráněný	skyddas
chráněný	skyddad
chráněný	skyddade
chráněný	skyddat
law	juridik
law	lagen
law	lag
law	law
nejvíc	most
nejvíc	mest
poznatky	fynd
projít	passera
úvahy	överväganden
úvahy	reflexioner
úvahy	funderingar
úvahy	reflektioner
existovalo	förelåg
existovalo	existerade
existovalo	funnits
existovalo	existerat
existovalo	fanns
fungují	funkar
fungují	arbetar
fungují	fungerar
kolektivní	kollektivt
kolektivní	kollektiva
kolektivní	kollektiv
norman	norman
zničeno	förstörda
zničeno	förstöras
zničeno	förstörde
zničeno	förstörd
zničeno	förstört
zničeno	ruinerad
zničeno	förstörde
zničeno	förstörd
zničeno	förstört
rudy	rudy
rudy	malm
rudy	malm
hosté	gästerna
hosté	gäster
klima	klimatet
klima	klimat
uprchl	flydde
uprchl	flytt
obr	jätte
platné	giltigt
platné	giltiga
platné	giltig
teoretické	teoretiskt
teoretické	teoretisk
teoretické	teoretiska
ministrů	ministrarna
ministrů	ministrar
geometrie	geometri
vnuk	barnbarn
vnuk	barnbarnet
vnuk	sonson
bis	bis
styk	umgänge
styk	samlag
evans	evans
neil	neil
gnu	gnu
sekundy	sekunderna
sekundy	sekunder
některý	några
některý	vissa
některý	somliga
ovládá	kontrollerande
ovládá	kontrollerar
mezinárodně	internationellt
cze	cze
administrativně	administrativt
poranění	skador
poranění	personskador
poranění	skada
poranění	skador
poranění	personskador
kytary	gitarrer
eds	eds
marina	marina
akt	avs
akt	act
akt	akt
akt	agera
ltd	ltd
teplé	varma
teplé	varm
teplé	värma
teplé	varmt
vypracoval	utarbetat
vypracoval	inkallad
španělsky	spanska
španělsky	spansk
španělsky	spanskt
ekologické	miljömässiga
ekologické	miljömässigt
ekologické	ekologiska
ekologické	ekologiskt
ekologické	ekologisk
ekologické	ekologiska
ekologické	organiskt
ekologické	ekologiskt
ekologické	organiska
ekologické	ekologisk
obal	förpackning
obal	förpackningar
obal	täcka
obal	omslag
roků	years
roků	åratal
roků	åren
roků	år
partnerství	partnerskap
partnerství	partnerskap
partnerství	samarbeten
kladně	positivt
napsáno	skriftliga
napsáno	skrivet
napsáno	skrivit
napsáno	skriftligt
napsáno	skrivna
místnost	rummet
místnost	rum
autobus	buss
autobus	bus
vlád	regeringarna
vlád	regeringar
rámec	ramverk
rámec	ram
rámec	ramen
rámec	ramar
rámec	ram
rámec	motiv
krásný	vackra
krásný	vacker
krásný	vackert
instrukce	instruktioner
instrukce	anvisning
instrukce	instruktion
instrukce	instruktioner
instrukce	anvisningar
chovu	uppfödning
chovu	uppfödning
chovu	avel
splnění	uppfyllelse
splnění	uppfyllande
změněn	förändrad
změněn	ändrade
změněn	ändrat
změněn	ändrad
front	front
front	främre
front	framsidan
front	fram
front	framsida
diego	diego
statut	stadga
statut	stadgan
statut	stadgar
werner	werner
dáma	dam
dáma	damen
dáma	lady
komunistická	kommunistiska
komunistická	kommunist
komunistická	kommunistisk
experiment	experimentet
experiment	experiment
experiment	experimentera
rukopis	handstil
rukopis	manuskriptet
rukopis	manus
rukopis	manuskript
richter	richter
subjekty	enheter
subjekty	försökspersoner
subjekty	ämnen
subjekty	undersåtar
přísně	strikt
atentát	lönnmord
snížit	förminska
snížit	minska
snížit	reducera
snížit	sänkning
snížit	minska
snížit	minskning
discovery	upptäckt
discovery	upptäckter
discovery	upptäckten
discovery	discovery
grafika	grafik
grafika	grafiska
grafika	grafisk
grafika	grafiskt
grafika	grafik
vyučování	undervisa
vyučování	undervisning
úkolů	arbetsuppgifter
úkolů	uppgifter
kirk	kirk
jarmila	jarmila
hlasovací	röstning
hlasovací	omröstning
hlasovací	röstar
hlasovací	röstande
podzemí	underjordisk
podzemí	underjordiska
podzemí	underjordiskt
identity	identiteter
identity	identitet
hráz	dam
hráz	dammen
hráz	damm
ukázala	visade
blokování	blockering
blokování	blockerar
blokování	blockera
blokování	blockera
blokování	blocket
blokování	blocka
blokování	blockering
blokování	block
definitivní	definitiv
definitivní	slutgiltiga
definitivní	slutgiltigt
ponorka	ubåt
ponorka	sub
smíšený	blandat
smíšený	blandad
smíšený	blandade
kritizoval	kritiserade
kritizoval	kritiserades
kritizoval	kritiseras
kritizoval	kritiserade
kritizoval	kritiserats
kritizoval	kritiserades
kritizoval	kritiserat
plošina	plattformen
plošina	plattform
plošina	platå
sedí	sitter
sedí	sittande
sedí	passar
hladina	nivå
hladina	level
pruský	preussiska
uložen	lagras
uložen	lagrade
uložen	lagrat
uložen	lagrad
svatební	bröllop
udržuje	underhåller
udržuje	upprätthåller
udržuje	vidhåller
udržuje	bibehåller
abecedy	alfabetet
povinné	obligatorisk
povinné	obligatoriska
povinné	obligatoriskt
povinné	obligatoriska
povinné	obligatorisk
povinné	obligatoriskt
povinné	obligatorisk
povinné	obligatoriska
povinné	obligatoriskt
ústní	muntligt
ústní	oralt
ústní	oral
dně	botten
dně	nedre
dně	nerifrån
tis	tis
řecká	grekiskt
řecká	grek
řecká	grekisk
řecká	grekiska
kapacitu	kapacitet
odolnost	motstånd
odolnost	motståndskraft
odolnost	resistens
odolnost	motståndsrörelsen
odolnost	beständighet
odolnost	motståndskraft
připojit	bifoga
připojit	koppla
připojit	anslut
připojit	ansluta
připojit	tillfoga
zajímavý	intressanta
zajímavý	intressant
classic	klassiker
classic	klassisk
classic	klassiskt
classic	classic
classic	klassiska
přispívá	bidrar
přispívá	bidragande
přispívá	bidra
přispívá	bidrar
vyhrát	win
vyhrát	vinst
vyhrát	vinna
vyhrát	vinn
jídla	livsmedel
jídla	mat
jídla	föda
jídla	måltider
turistika	turism
turistika	vandrar
turistika	vandra
turistika	vandring
rozhovory	konversationer
rozhovory	samtal
rozhovory	intervjuer
rozhovory	intervjuerna
rozhovory	föredrag
rozhovory	samtal
plánované	planeras
plánované	planerade
plánované	planerad
plánované	planerat
kfar	kfar
radost	glädje
radost	joy
radost	glada
radost	grattis
radost	lycklig
radost	nöjd
radost	lyckliga
radost	glad
office	kontor
office	kontoret
office	office
odměny	belöningar
odměny	ersättning
odměny	lön
dostatečné	tillräckliga
dostatečné	tillräcklig
dostatečné	tillräckligt
dědice	arvinge
dědice	arvtagare
dědice	arvingar
dědice	arvtagare
ukázat	visa
ukázat	show
impérium	imperiet
impérium	imperium
impérium	rike
impérium	empire
podrobně	detaljerade
podrobně	detaljerat
podrobně	detaljerad
podrobně	utförlig
dopisy	brev
dopisy	skrivelser
dopisy	bokstäver
roberto	roberta
roberto	roberto
ledu	is
ledu	ice
prozatímní	provisoriska
prozatímní	preliminärt
prozatímní	preliminär
prozatímní	provisoriskt
obilí	säd
obilí	spannmål
působnosti	omfång
působnosti	omfattning
působnosti	tillämpningsområde
působnosti	räckvidd
odborník	specialist
odborník	experten
odborník	sakkunnig
odborník	expert
portály	portaler
deklarace	förklaring
deklarace	deklarationen
deklarace	försäkran
deklarace	deklaration
upravené	redigerat
upravené	redigerade
upravené	justerade
upravené	justerat
upravené	justerad
upravené	modifierat
upravené	modifierade
upravené	ändrad
upravené	modifierad
upravené	ändrat
upravené	skräddarsydd
upravené	anpassade
upravené	anpassat
přidání	tillägg
přidání	tillsats
přidání	addera
přidání	add
přidání	addera
náměstek	ställföreträdare
náměstek	biträdande
náměstek	ställföreträdande
náměstek	vice
plod	fostret
plod	fostret
plod	foster
instalace	installationer
instalace	anläggningar
instalace	installerar
instalace	installationer
instalace	montering
instalace	installation
instalace	anläggning
instalace	installerar
instalace	installera
instalace	installerar
instalace	installera
instalace	installation
chlapci	boys
chlapci	pojkar
chlapci	grabbar
organické	ekologiska
organické	organiskt
organické	ekologiskt
organické	organiska
organické	ekologisk
nejblíže	närmaste
nejblíže	närmast
nejblíže	närmsta
revize	revisioner
revize	revidering
revize	revideringar
revize	revidering
revize	översyn
revize	revision
revize	resning
revize	omarbetning
indiana	indiana
morální	moraliskt
morální	moral
morální	moralisk
morální	moraliska
koalici	koalition
koalici	koalitionen
double	dubbel
double	dubbelt
double	dubbla
double	fördubbla
nelson	nelson
utrpení	lidande
utrpení	lidanden
utrpení	misär
utrpení	elände
pseudonym	pseudonym
nářečí	dialekter
závislé	beroende
závislé	avhängiga
báze	grunder
báze	baser
báze	basera
báze	base
báze	bas
báze	basen
fotografování	fotografering
fotografování	fotografi
fotografování	fotograferar
rozšiřuje	utökar
rozšiřuje	utvidgar
rozšiřuje	expanderar
rozšiřuje	utökar
vysoko	high
vysoko	höga
vysoko	hög
vysoko	högt
sadu	orchard
ken	ken
luigi	luigi
rozšířený	utvidgat
rozšířený	utökad
rozšířený	utvidgade
rozšířený	förlängt
rozšířený	utökade
rozšířený	utökat
dobýt	erövra
získávání	anskaffning
získávání	förvärv
vlastník	ägaren
vlastník	ägare
politiků	politikerna
politiků	politiker
střela	shot
střela	skjutna
střela	skjuten
střela	skott
střela	sköt
střela	missil
střela	robot
ptáky	fåglar
ptáky	tuppar
hluboko	djup
hluboko	djupa
hluboko	deep
hluboko	djupt
vítězný	segrande
definovat	definiera
nacisty	nazister
eddie	eddie
snadné	lätta
snadné	enkelt
snadné	lätt
snadné	easy
barry	barry
vizuální	visuellt
vizuální	visuell
vizuální	visuella
vchod	entré
vchod	ingång
viditelné	synlig
viditelné	synligt
viditelné	synliga
pochod	marsch
pochod	marschera
pochod	march
pochod	demonstrationståg
pochod	mars
pochod	marscherar
pochod	marschera
pochod	marscherade
dětská	child
dětská	barn
trpěl	lidit
hit	slog
hit	påkörd
hit	träffad
hit	träff
připojen	anslutet
připojen	ansluten
připojen	anslutna
poznal	erkänd
poznal	erkänt
poznal	erkända
poznal	igenkänd
vždycky	alltid
sankt	sankt
spiknutí	komplott
spiknutí	konspiration
spiknutí	sammansvärjning
spiknutí	konspirationer
spiknutí	ytor
spiknutí	tomter
diskutovat	diskutera
naději	förhoppning
naději	hoppas
naději	hoppet
naději	hopp
naději	hope
nan	nan
stanoví	anger
stanoví	specificerar
továrně	fabriken
továrně	fabrik
továrně	factory
pořady	shower
pořady	visar
křesťanská	kristet
křesťanská	christian
křesťanská	kristna
křesťanská	kristen
nepomuk	nepomuk
odhalení	avtäckningen
odhalení	uppenbarelseboken
odhalení	uppenbarelse
odhalení	uppenbarelseboken
odhalení	avslöjanden
odhalení	uppenbarelser
münchen	münchen
pojmenoval	namngivna
cyril	cyril
keith	keith
toulouse	toulouse
terén	terräng
terén	terrängen
sociolog	sociolog
trend	trend
trend	tendens
trend	trenden
dno	botten
dno	nedre
dno	nerifrån
přesvědčen	övertalade
přesvědčen	övertalat
přesvědčen	övertygas
přesvědčen	övertygade
přesvědčen	övertygad
přesvědčen	övertygat
aktivista	aktivist
arabové	araber
císařovna	kejsarinna
císařovna	kejsarinnan
udržovat	upprätthålla
udržovat	underhålla
udržovat	bibehålla
zachycuje	fångar
aspekty	aspekter
souvislost	anslutningen
