din	mula
departament	departamento
unul	isa
unul	one
apoi	then
apoi	pagkatapos
grup	grupo
grup	pangkat
grup	group
locul	lugar
locul	pook
oras	bayan
oras	lungsod
oras	siyudad
oras	city
oras	bayan
oras	lungsod
oras	siyudad
oras	city
oras	bayan
oras	lungsod
oras	siyudad
oras	city
pot	pwede
pot	maari
camp	kampo
camp	patlang
camp	field
camp	larangan
germania	germany
germania	alemanya
germania	mikrobyo
face	gumawa
face	gawing
satul	nayon
national	national
national	pambansa
national	pambansang
national	nasyonal
national	national
national	pambansa
national	pambansang
national	nasyonal
national	national
national	pambansa
national	pambansang
national	nasyonal
note	notes
note	tala
perioada	panahon
perioada	panahon
ucraineana	ukranyano
general	pangkalahatan
general	heneral
general	pangkalahatang
general	general
razboi	digmaan
razboi	digmaang
razboi	digmaan
razboi	digmaang
peste	mahigit
peste	isda
romana	romanian
romana	roman
romana	romano
romana	romana
afla	matutunan
afla	matuto
afla	aralan
afla	malaman
inceput	nagsimula
inceput	inumpisahan
inceput	sinimulan
inceput	simula
iii	iii
duce	duke
duce	duce
roman	romanian
roman	roman
roman	romano
roman	nobela
provincia	probinsya
provincia	province
provincia	probinsiya
provincia	lalawigan
existand	umiiral
vedere	pagtingin
vedere	tingnan
vedere	tignan
vedere	panonood
vedere	view
wikipedia	wikipedia
specie	species
punct	tuldok
punct	dot
punct	puntong
punct	punto
punct	point
stat	state
stat	estado
unite	united
unite	nagkakaisa
atunci	then
atunci	pagkatapos
secolul	siglo
secolul	century
una	isa
una	one
aceasta	ito
aceasta	nito
life	buhay
resedinta	paninirahan
resedinta	residence
resedinta	tirahan
resedinta	paninirahan
resedinta	residence
resedinta	tirahan
resedinta	paninirahan
resedinta	residence
resedinta	tirahan
orasul	lungsod
orasul	siyudad
orasul	city
orasul	bayan
orasul	lungsod
orasul	siyudad
orasul	city
tot	all
tot	puro
tot	lahat
tot	parin
chiar	kahit
facut	ginawa
cunoscute	kilala
film	pelikula
film	sine
film	movie
vorbitori	nagsasalita
date	dates
date	datos
date	data
trebuie	dapat
cunoscuta	kilala
decat	kesa
decat	kaysa
decat	kesa
decat	kaysa
aici	rito
aici	dito
aici	nandito
mari	big
mari	malaking
mari	malaki
mari	mari
mari	seas
mari	kabilang
zile	araw
fata	harapan
fata	harap
fata	mukha
fata	mukha
fata	girl
fata	mukha
fata	girl
fata	mukha
fata	mukha
club	club
club	samahan
componente	sangkap
componente	components
est	silangan
est	east
est	est
est	tinatayang
nou	new
nou	bago
nou	bagong
ales	pinili
numai	lang
numai	lamang
avand	pagkakaroon
avand	pagkakaroon
ioan	juan
ioan	john
ion	iono
rusa	russian
rusa	ruso
rusa	russian
rusa	ruso
isbn	isbn
populatia	populasyong
populatia	populasyon
populatia	populasyong
populatia	populasyon
doi	dalawang
doi	dalawa
doi	two
acelasi	parehong
acelasi	same
membru	miyembro
numit	pinangalanang
numit	pinangalanan
numit	nagngangalang
numit	tinawagan
numit	tinatawag
numit	tinawag
descrisa	inilarawan
descrisa	inilalarawan
oficial	official
oficial	opisyal
oficial	officially
oficial	opisyal
nici	nor
desi	bagaman
desi	although
desi	desi
desi	bagaman
desi	although
desi	bagaman
desi	although
saint	santo
saint	santa
impreuna	sama
impreuna	magkasama
impreuna	sama
impreuna	magkasama
impreuna	sama
impreuna	magkasama
specia	species
vest	west
vest	kanluran
vest	kanluranin
vest	western
italia	italia
italia	italya
putin	kaunti
putin	maliit
putin	putin
excentricitate	eccentricity
inca	parin
inca	parin
descoperit	natuklasan
inainte	sulong
inainte	pasulong
inainte	ipasa
inainte	noon
inainte	dati
inainte	bago
inainte	sulong
inainte	pasulong
inainte	ipasa
inainte	noon
inainte	dati
inainte	bago
lemn	kahoy
lemn	wood
noi	new
noi	bago
noi	bagong
nicolae	nicolás
nicolae	nicholas
nicolae	nicolae
nationala	national
nationala	pambansa
nationala	pambansang
nationala	nasyonal
nationala	national
nationala	pambansa
nationala	pambansang
nationala	nasyonal
subspecii	subspecies
statele	states
statele	estado
statele	unidos
drept	straight
drept	tuwid
drept	diretso
mod	mode
mod	mod
american	amerikano
fiecare	kada
fiecare	tuwing
fiecare	bawat
fiecare	bawat
prezent	kasalukuyan
casa	bahay
casa	bahay
casa	tahanan
casa	bahay
casa	makauwi
categorie	kategorya
text	text
text	txt
text	teksto
cluj	cluj
bine	mabait
bine	mabuti
bine	okay
http	http
site	site
articole	akda
articole	artikulo
alexandru	alejandro
alexandru	alexander
unele	ilang
unele	ilan
milioane	milyon
milioane	milyon
milioane	millions
apa	tubig
apa	tubig
tara	bansa
tara	makabayan
tara	bansa
tara	makabayan
tara	bansa
tara	makabayan
tara	tara
tara	bansa
tara	makabayan
tara	bansa
tara	makabayan
sate	villages
sate	nayon
tarziu	late
tarziu	huli
tarziu	late
tarziu	huli
istoria	kasaysayan
istoria	history
maria	maria
cunoscut	kilala
patru	apat
republica	republika
republica	republika
cca	approx
raul	ilog
raul	raul
raul	evil
raul	masama
raul	kasamaan
formata	nabuo
paris	paris
paris	parokya
gheorghe	george
tip	guy
tip	type
tip	uri
premiul	prize
premiul	premyo
premiul	award
putea	ma
persoane	persons
persoane	tao
constantin	constantin
constantin	constantine
constantin	constantino
etc	atbp
etc	etc
exemplu	halimbawa
descriere	caption
descriere	paliwanag
descriere	paglalarawan
george	george
articol	artikulo
nascut	ipinanganak
nascut	pinanganak
nascut	ipinanganak
nascut	pinanganak
numarul	bilang
comitatul	county
comitatul	kondado
harta	mapa
harta	mapa
john	juan
john	john
jos	down
jos	pababa
marea	dagat
deoarece	kc
deoarece	kasi
deoarece	dahil
localitate	lokalidad
aproape	halos
scris	isinulat
scris	nakasulat
scris	sinulat
scris	naisulat
raport	iulat
raport	ulat
echipa	squad
echipa	team
echipa	team
diferite	ibang
baza	base
baza	base
special	espesyal
special	special
valea	lambak
valea	valley
comune	dugtong
comune	pinagsamang
ele	sila
ele	nila
stadium	stadium
svg	svg
zona	zone
zona	lugar
zona	area
zona	lawak
zona	zone
zona	lugar
zona	area
zona	lawak
dat	binigay
dat	given
dat	ibinigay
slovenia	eslobenya
americii	amerika
americii	america
satului	nayon
imparat	emperador
imparat	emperador
localitatea	lokalidad
viata	buhay
viata	buhay
viata	buhay
viata	buhay
viata	buhay
bun	mabait
bun	mabuti
cet	cet
format	nabuo
format	format
primit	natanggap
presedinte	pangulo
presedinte	presidente
presedinte	chairman
presedinte	pangulo
presedinte	presidente
presedinte	pangulo
presedinte	presidente
presedinte	chairman
langa	malapit
oameni	tao
istoric	makasaysayang
istoric	historian
istoric	makasaysayang
istoric	kasaysayan
istoric	history
suprafata	ibabaw
suprafata	lugar
suprafata	area
suprafata	lawak
suprafata	ibabaw
suprafata	ibabaw
suprafata	ibabaw
suprafata	ibabaw
europa	europa
europa	gresya
europa	europa
europa	gresya
universitatea	university
universitatea	unibersidad
universitatea	pamantasan
team	team
copii	pambata
aproximativ	tinantiyang
lucru	bagay
lucru	trabaho
lucru	magtrabaho
lucru	work
cazul	case
cazul	kaso
cazul	kasong
romani	romanian
romani	romans
romani	roma
romani	romani
folosit	ginamit
folosit	nagamit
folosit	ginagamit
orice	any
ibn	ibn
mihai	michael
acum	ngayon
recensamantul	census
centrul	center
centrul	sentro
centrul	sentro
centrul	centre
reprezinta	kumakatawan
reprezinta	represent
reprezinta	kumatawan
reprezinta	kinakatawan
reprezinta	kumakatawan
reprezinta	kumakatawan
reprezinta	represent
reprezinta	kumatawan
reprezinta	kinakatawan
reprezinta	kumakatawan
san	san
san	dibdib
san	suso
teritoriul	teritoryo
van	van
van	van
ungaria	hungary
numar	bilang
numar	bilang
cauza	sanhi
cauza	cause
cauza	sanhi
cauza	cause
bulgaria	biyetnam
bulgaria	bulgaria
engleza	tagalog
engleza	ingles
engleza	tagalog
engleza	ingles
serie	serye
serie	series
sua	usa
vechi	matanda
vechi	luma
muntii	bundok
muntii	bundok
muntii	bundok
fel	mabait
apelor	waters
fotbal	soccer
fotbal	football
regele	king
regele	hari
regele	haring
fiul	anak
fiul	son
anterior	nauna
anterior	dati
anterior	dating
anterior	nakaraang
noua	new
noua	bago
noua	bagong
noua	siyam
noua	new
noua	bago
noua	bagong
evolutia	evolution
evolutia	ebolusyon
evolutia	evolution
evolutia	ebolusyon
evolutia	evolution
evolutia	ebolusyon
viteza	bilis
viteza	bilis
paul	paul
paul	pablo
palomar	palomar
orase	lungsod
orase	lungsod
orase	lungsod
institutul	institute
institutul	suriang
satele	villages
satele	nayon
lansat	pinakawalan
lansat	inilunsad
istorice	makasaysayang
trecut	nakaraan
trecut	nakalipas
trecut	nakaraang
articolul	artikulo
multi	maraming
multi	marami
multi	maraming
multi	marami
multi	multi
informatii	impormasyon
informatii	info
informatii	impormasyon
informatii	info
informatii	impormasyon
titlu	headline
titlu	titulo
titlu	pamagat
titlu	title
goluri	goals
titlul	titulo
titlul	pamagat
titlul	title
album	album
york	york
von	von
pagina	pahinang
pagina	pahina
pagina	page
pagina	pahinang
pagina	pahina
pagina	page
imperiul	imperyo
imperiul	monggol
moartea	kamatayan
apare	lumalabas
apare	lilitaw
armata	hukbo
armata	army
armata	military
armata	pangmilitar
armata	militar
armata	hukbo
armata	army
forma	shape
forma	hugis
forma	anyo
forma	shape
forma	hugis
forma	anyo
color	kulay
color	kulay
german	aleman
stefan	stephen
stefan	esteban
stefan	stefan
stefan	stefan
stefan	stefan
stefan	stephen
stefan	esteban
stefan	stefan
rolul	tungkulin
mica	liit
mica	maliit
mica	mica
mica	mica
des	des
des	madalas
des	kadalasan
transilvania	transylvania
epoca	vintage
epoca	antigo
epoca	epoch
incepand	sinisimulan
incepand	nagsisimula
incepand	simula
incepand	sinisimulan
incepand	nagsisimula
incepand	simula
principal	pangunahing
principal	pangunahin
principal	principal
carol	carol
mici	liit
mici	maliit
astazi	ngayon
astazi	ngayon
robert	robert
aparut	lumitaw
eliberare	bitawan
eliberare	ilabas
eliberare	pakawalan
eliberare	paglaya
eliberare	liberation
european	europeo
european	european
mic	liit
mic	maliit
mic	kaunti
mic	maliit
mic	mic
minore	menor
minore	minor
castigat	nanalo
castigat	panalo
gen	kasarian
gen	genre
gen	genus
gen	gen
caracterizata	characterized
com	com
importante	kahalaga
importante	mahalaga
der	der
aur	ginto
aur	gold
luat	taken
murit	namatay
germana	aleman
germana	aleman
kitt	kitt
orbita	orbita
orbita	orbita
rotatie	rotation
rotatie	ikot
pol	pol
pol	pole
pol	poste
lume	mundo
local	lokal
fapt	katunayan
fapt	fact
fapt	katotohanan
anglia	inglatera
anglia	england
politica	patakaran
politica	politika
politica	pulitika
politica	patakaran
politica	politika
politica	pulitika
spacewatch	spacewatch
devine	nagiging
revista	magazine
revista	magasin
revista	magazine
revista	magasin
asta	ito
asta	nito
asta	na
asta	yan
vasile	basil
profesor	professor
profesor	propesor
profesor	guro
profesor	teacher
planetelor	planets
cinci	limang
cinci	lima
cinci	singko
acolo	may
lumea	mundo
muzica	sinauna
muzica	tugtog
muzica	musika
muzica	tugtugin
muzica	music
muzica	sinauna
muzica	tugtog
muzica	musika
muzica	tugtugin
muzica	music
situat	matatagpuan
david	david
vol	vol
etnica	etniko
buna	mabait
buna	mabuti
centru	center
centru	sentro
centru	sentro
centru	centre
alt	alt
istorie	kasaysayan
istorie	history
austria	austria
districtul	distrito
altitudine	altitude
periheliu	perihelion
regatul	kaharian
contine	naglalaman
contine	naglalaman
contine	naglalaman
activitatea	gawain
activitatea	aktibidad
sultan	sultan
initial	initially
initial	originally
initial	initial
initial	inisyal
initial	initially
initial	originally
initial	initially
initial	originally
arta	art
arta	sining
arta	art
arta	sining
body	katawan
imagini	picture
rusia	rusya
rusia	russia
domeniul	domain
scoala	paaralan
scoala	paaralan
scoala	paaralan
scoala	paaralan
scoala	paaralan
polonia	poland
succes	tagumpay
provincie	probinsya
provincie	province
provincie	probinsiya
provincie	lalawigan
studii	aral
studii	araling
studii	aral
inclusiv	kasama
primar	alkalde
primar	mayor
primar	pangunahing
primar	pangunahin
privind	pinapanood
privind	nanonood
privind	pinanonood
scriitor	manunulat
jean	jean
sistemul	sistemang
sistemul	system
sistemul	sistema
incepe	simula
incepe	simulan
incepe	magsimula
ziua	araw
sur	sur
single	single
single	solong
urmat	sinusubaybayan
urmat	sumunod
urmat	sinundan
razboiul	digmaan
razboiul	digmaang
world	mundo
xix	xix
international	internasyonal
international	international
international	internasyunal
international	pandaigdig
international	internasyonal
international	international
international	internasyunal
international	pandaigdig
international	internasyonal
international	international
international	internasyunal
international	pandaigdig
pare	anyong
william	william
ministru	ministro
ministru	minister
important	kahalaga
important	mahalaga
familie	kapamilya
familie	pamilya
politic	pulitikal
politic	politikal
politic	pampulitika
tari	bansang
tari	bansang
functia	tungkulin
functia	punsiyon
functia	tungkulin
functia	punsiyon
jpl	jpl
lucrari	gumagana
lucrari	gumagana
publicat	inilathala
publicat	publish
curs	kurso
curs	course
probabil	malamang
probabil	ata
sistem	sistemang
sistem	system
sistem	sistema
politice	pulitikal
politice	politikal
politice	pampulitika
sudul	katimugang
sudul	southern
sudul	timog
vreme	panahon
autor	author
mediu	kapaligiran
mediu	karaniwan
mediu	katamtaman
prea	masyadong
prea	rin
dezambiguizare	paglilinaw
spania	espanya
spania	spain
functie	tungkulin
functie	punsiyon
functie	tungkulin
functie	punsiyon
categoria	kategorya
nivel	antas
nivel	level
web	web
top	tuktok
top	nangunguna
top	itaas
mihail	mikhail
mihail	michael
realizat	nabatid
realizat	realize
realizat	nakamit
realizat	nakakamit
realizat	achieved
cartea	book
cartea	libro
cartea	aklat
filme	films
filme	movies
casatorit	kasal
casatorit	ikinasal
casatorit	pinakasalan
casatorit	kasal
casatorit	ikinasal
casatorit	pinakasalan
png	png
muzeul	museo
city	lungsod
city	siyudad
city	city
construit	nakapaloob
construit	binuo
odata	kapag
lupta	labanan
lupta	lumaban
lupta	aaway
lupta	fighting
lupta	lumaban
unit	united
unit	nagkakaisa
luni	buwan
luni	months
luni	lunes
luni	monday
jucat	naglaro
jucat	nilalaro
jucat	nilaro
radio	radio
radio	radyo
romano	romano
istorica	makasaysayang
istorica	makasaysayang
monument	monumento
europene	europeo
europene	european
fac	ginagawa
dreapta	diba
dreapta	kanang
moment	sandali
moment	moment
cantonul	pancit
varsta	edad
varsta	age
varsta	edad
varsta	age
varsta	edad
varsta	age
km²	km²
toti	all
toti	puro
toti	lahat
toti	all
toti	puro
toti	lahat
ultima	huling
ultima	huli
ultima	last
origine	pinanggalingan
origine	origin
origine	pinagmulan
recensamant	census
actor	artista
actor	actor
actor	aktor
literatura	panitikan
literatura	panitikang
literatura	panitikan
literatura	panitikang
anderson	anderson
veche	matanda
veche	luma
les	les
participat	lumahok
guvernul	pamahalaan
guvernul	gobyerno
estul	silangan
estul	east
total	kabuuang
total	kabuuan
total	ganap
total	totally
japonia	japan
japonia	hapon
sibiu	sibiu
petru	pedro
petru	peter
conte	count
conte	conte
alba	alba
alba	maputi
alba	puti
bavaria	bavaria
roma	rome
roma	roma
roma	roma
specii	species
cupa	tasa
cupa	kopa
cupa	tasa
cupa	kopa
batalia	labanan
membri	miyembro
membri	members
membri	kasapi
calitate	kalidad
calitate	quality
scrie	magsulat
scrie	sumulat
scrie	isulat
euro	euro
uniunii	unyon
uniunii	union
uniunii	unyong
scurt	maiksi
scurt	maikli
scurt	short
scurt	pandak
scurt	maikling
scurt	maikli
scurt	maikling
mama	nanay
mama	nanay
mama	ina
mama	nanay
mama	nanay
mama	ina
creat	ginawa
creat	nilikha
campionatul	kampeonato
campionatul	championship
del	del
locuri	places
locuri	upuan
manastirea	monasteryo
manastirea	monasteryo
america	amerika
america	america
produs	ginawa
produs	produkto
ultimul	huling
ultimul	huli
ultimul	last
presedintele	pangulo
presedintele	presidente
presedintele	pangulo
presedintele	presidente
andrei	andrei
brazilia	brazil
james	james
declarat	ipinahayag
declarat	idineklara
surse	sources
surse	pinagmumulan
surse	pagkukunan
compania	kumpanya
compania	kompanya
etnic	etniko
sezonul	panahon
central	central
central	gitnang
dan	dan
unii	ilang
unii	ilan
liga	league
liga	liga
liga	liga
liga	league
liga	liga
rol	tungkulin
loire	loire
india	india
construita	nakapaloob
construita	binuo
construita	nakapaloob
construita	binuo
uniunea	unyon
uniunea	union
uniunea	unyong
obtinut	nakamit
obtinut	nakakamit
obtinut	achieved
carti	baraha
carti	libro
carti	aklat
carti	baraha
carti	libro
carti	aklat
carti	baraha
carti	libro
carti	aklat
opera	opera
opera	opera
rock	bato
rock	rock
stil	istilo
stil	style
stil	estilo
pus	nilagay
pus	ilagay
video	video
teatru	sinehan
teatru	theater
teatru	teatro
teatru	tanghalan
ziarul	diyaryo
ziarul	pahayagan
www	www
militara	military
militara	pangmilitar
militara	militar
post	post
post	poste
romanesc	romanian
plus	plus
richard	richard
china	tsina
china	china
codul	code
codul	kodigo
administratia	pangangasiwa
administratia	pangasiwaan
fiica	daughter
fiica	daughter
scopul	aim
scopul	layunin
scopul	layunin
grupul	grupo
grupul	pangkat
grupul	group
victor	victor
michael	michael
londra	london
londra	londres
insula	isla
insula	pulo
insula	island
insula	isla
insula	pulo
insula	island
pozitia	posisyon
pozitia	opinyon
pozitia	heading
pozitia	tutungo
pozitia	posisyon
pozitia	opinyon
charles	charles
fortele	pwersa
fortele	sandatahan
fortele	pwersa
fortele	sandatahan
albumul	album
diverse	miscellaneous
diverse	kalokohan
intrat	inilagay
intrat	pinasok
intrat	naipasok
sase	anim
sase	anim
sase	anim
director	direktor
director	director
director	directory
director	direktoryo
website	website
militar	military
militar	pangmilitar
militar	militar
originala	orihinal
originala	orihinal
state	states
state	estado
state	unidos
state	state
state	estado
pop	pop
azi	ngayon
uneori	minsa
uneori	minsan
university	university
university	unibersidad
university	pamantasan
cultural	pangkultura
cultural	cultural
trimis	naipadala
trimis	ipinadala
trimis	nagpadala
bar	hadlangan
bar	bar
henric	enrique
henric	henry
folosite	ginamit
folosite	nagamit
folosite	ginagamit
jumatate	kalahati
jumatate	kalahating
jumatate	half
jumatate	kalahati
jumatate	kalahating
jumatate	half
capitala	capital
capitala	kabisera
capitala	kapital
capitala	capital
capitala	kabisera
capitala	kapital
fizice	pisikal
mexico	mehiko
activitate	gawain
activitate	aktibidad
mesa	mesa
sfantul	santo
sfantul	santa
sfantul	santo
sfantul	santa
stiinte	sciences
stiinte	sciences
stiinte	science
stiinte	agham
stiinte	sciences
sotia	asawa
sotia	asawa
metri	meters
metri	metro
imperiului	imperyo
imperiului	monggol
centrala	central
centrala	gitnang
centrala	central
centrala	gitnang
vii	vii
singur	alone
singur	magisa
singur	single
singur	solong
singur	malungkot
singur	lonely
public	publiko
public	pampubliko
nevoie	need
nevoie	kailangan
nevoie	kailangan
oamenii	tao
caz	case
caz	kaso
caz	kasong
televiziune	telebisyon
probleme	trouble
probleme	suliranin
probleme	problema
probleme	problema
publice	publiko
publice	pampubliko
regia	itinuro
plan	plano
plan	plan
plan	magplano
naturale	likas
naturale	natural
facultatea	college
facultatea	kolehiyo
facultatea	faculty
pamant	daigdig
pamant	lupa
pamant	lupain
pamant	lupa
pamant	daigdig
pamant	lupa
viena	vienna
houten	houten
principale	pangunahing
principale	pangunahin
prim	prime
prim	punong
prim	prim
arte	sining
seria	serye
seria	series
dezvoltarea	development
dezvoltarea	pagpapaunlad
dezvoltarea	unlad
dezvoltarea	pagbuo
direct	straight
direct	tuwid
direct	diretso
direct	direktang
direct	direct
direct	direkta
direct	direkta
sef	chief
sef	hepe
sef	chief
sef	hepe
palatul	palasyo
termenul	term
termenul	termino
termenul	kataga
altele	iba
carte	book
carte	libro
carte	aklat
auto	awtomatiko
auto	auto
africa	africa
africa	aprika
religie	pananampalataya
religie	relihiyon
minor	menor
minor	minor
conducerea	management
conducerea	pamamahala
conducerea	tagapamahala
conducerea	pamumuno
asia	asya
final	matatapos
final	katapusan
final	pagtatapos
final	tapusin
final	dulo
final	pinal
final	pangwakas
final	final
final	panghuling
adus	nagdala
adus	dinala
para	pear
para	pear
urmatoarea	kasunod
urmatoarea	susunod
urmatoarea	next
parti	parts
parti	parts
fratele	kuya
membrii	miyembro
membrii	members
membrii	kasapi
acord	kasunduan
ambele	parehong
ambele	both
ambele	pareho
teatrul	sinehan
teatrul	theater
teatrul	teatro
teatrul	tanghalan
stanga	natitira
stanga	pakaliwa
stanga	iniwan
stanga	naiwan
stanga	kaliwa
stanga	natitira
stanga	pakaliwa
stanga	iniwan
stanga	naiwan
stanga	kaliwa
press	pindutin
traducere	translation
traducere	pagsalin
traducere	pagsasalin
ludovic	louis
dumnezeu	god
dumnezeu	diyos
momentul	sandali
momentul	moment
drumul	daan
district	distrito
und	und
luna	luna
luna	buwan
luna	moon
luna	buwan
luna	buwan
luna	moon
luna	buwan
publica	publiko
publica	pampubliko
publica	ilathala
publica	publish
publica	ilathala
publica	publish
arad	arad
poet	makata
peter	pedro
peter	peter
victoria	victoria
fondat	itinatag
sovietica	sobyet
nivelul	antas
nivelul	level
rus	russian
rus	ruso
rus	rus
poarta	gate
poarta	nagsusuot
poarta	magsuot
poarta	gate
martin	martin
observatorul	obserbatoryo
observatorul	tagamasid
europeana	europeo
europeana	european
adrian	adrian
https	https
romane	nobelang
continuat	ipinagpatuloy
continuat	nagpatuloy
pas	hakbang
pas	step
pas	pas
spus	sabi
spus	sinabi
spus	sinabihan
united	united
united	nagkakaisa
biserici	simbahan
berlin	berlin
proiectului	project
proiectului	proyekto
proiectului	taumbayan
lumina	liwanag
lumina	magaan
lumina	ilaw
lumina	liwanag
lumina	magaan
lumina	ilaw
haute	haute
piatra	bato
piatra	bato
piatra	rock
piatra	bato
piatra	bato
piatra	rock
produse	produkto
produse	produkto
thomas	thomas
sec	sec
piese	track
piese	parts
piata	merkado
piata	palengke
piata	pamilihan
piata	market
piata	merkado
piata	palengke
piata	pamilihan
piata	market
piata	merkado
piata	palengke
piata	pamilihan
piata	market
piata	merkado
piata	palengke
piata	pamilihan
piata	market
piata	merkado
piata	palengke
piata	pamilihan
piata	market
gasit	natagpuan
gasit	nahanap
gasit	nakita
gasit	nakahanap
gasit	natagpuan
gasit	nahanap
gasit	nakita
gasit	nakahanap
folosita	ginamit
folosita	nagamit
folosita	ginagamit
afaceri	negosyong
afaceri	negosyo
vestul	west
vestul	kanluran
legatura	link
legatura	link
grecia	gresya
liber	libreng
liber	free
liber	libre
liber	malaya
inseamna	means
inseamna	means
pagini	pahina
moscova	moscow
comunist	komunista
britanic	british
linia	linyang
linia	linya
linia	line
medie	karaniwan
medie	katamtaman
medie	mean
sovietice	sobyet
puterea	lakas
puterea	tibay
puterea	power
puterea	kapangyarihan
puternic	malakas
puternic	strong
puternic	powerful
puternic	makapangyarihang
oficiala	official
oficiala	opisyal
oficiala	official
oficiala	opisyal
legea	batas
colspan	colspan
afara	labas
afara	lumabas
afara	labas
afara	lumabas
loneos	loneos
cariera	career
cariera	karera
cariera	career
cariera	karera
cariera	quarry
rezultat	resulta
structura	istraktura
structura	istraktura
randul	hilera
randul	row
constanta	constant
constanta	constant
nordul	north
nordul	hilagang
nordul	hilaga
nordul	hilagang
usor	madali
usor	madaling
usor	easy
usor	bahagyang
usor	bahagya
usor	madali
usor	madaling
usor	easy
putere	lakas
putere	tibay
putere	power
putere	kapangyarihan
anumite	tiyak
adevarul	katotohanan
adevarul	katotohanan
xviii	xviii
black	itim
editia	edition
editia	edisyon
editia	edition
editia	edisyon
castelul	mangarap
castelul	kastilyo
fiu	anak
fiu	son
naturala	likas
naturala	natural
naturala	likas
naturala	natural
consiliului	konseho
consiliului	konsilyo
importanta	kahalaga
importanta	mahalaga
importanta	kahalagahan
importanta	kahalagahan
importanta	kahalagahan
importanta	kahalaga
importanta	mahalaga
cetatea	muog
cetatea	citadel
premii	parangal
premii	awards
premii	prizes
premii	premyo
puncte	tuldok
puncte	points
printul	prinsipe
printul	prince
printul	prinsipe
printul	prince
meteorologie	meteorolohiya
lungime	haba
social	panlipunan
social	social
social	sosyal
rapid	mabilisan
rapid	dali
rapid	mabilis
rapid	kabilis
rapid	fast
generalul	pangkalahatan
generalul	heneral
generalul	pangkalahatang
generalul	general
femei	kababaihan
descrierea	paglalarawan
original	orihinal
sapte	pitong
sapte	seven
sapte	pito
sapte	pitong
sapte	seven
sapte	pito
sapte	pitong
sapte	seven
